window,arm,char,outcome,strata,resid,b,t,n,dof,r2,ctrl_t,sig
IS,EWall,evol,DDnorm,3,ratio,0.025475658297618456,1.1944183210049903,168,166,0.008520956802856139,,False
IS,EWall,evol,DDnorm,5,none,-0.10229213563579388,-5.620023584050179,168,166,0.15985382808755877,,True
IS,EWall,evol,DDnorm,5,partial,-0.03758606295725683,-1.328752423777966,168,165,0.20175072452649478,-2.9428195480740094,False
IS,EWall,evol,DDnorm,5,residx,-0.03758606295725676,-1.1958815754652432,168,166,0.008541668809021519,,False
IS,EWall,evol,DDnorm,5,ratio,0.03947043692552038,2.0117588360398004,168,166,0.023800299224978394,,True
IS,EWall,evol,DDnorm,7,none,-0.09319033976354466,-5.222443224568267,168,166,0.14111533614389393,,True
IS,EWall,evol,DDnorm,7,partial,-0.032727839260057186,-1.2086137135520436,168,165,0.18332607143822433,-2.9203108709045664,False
IS,EWall,evol,DDnorm,7,residx,-0.03272783926005728,-1.0995111003132358,168,166,0.007230024726086026,,False
IS,EWall,evol,DDnorm,7,ratio,0.04500790320472433,2.376987992370261,168,166,0.032916222246860305,,True
IS,EWall,evol,DDnorm,21,none,-0.05999988558594578,-3.509024405341094,168,166,0.06905405021793942,,True
IS,EWall,evol,DDnorm,21,partial,0.0020823060712361133,0.08217066424568534,168,165,0.12494740016467776,-3.246421921019978,False
IS,EWall,evol,DDnorm,21,residx,0.002082306071236141,0.07709988409375063,168,166,3.5808308846863035e-05,,False
IS,EWall,evol,DDnorm,21,ratio,0.051276945995091014,2.969326932137993,168,166,0.05043506839079537,,True
IS,EWall,evol,CAGRnorm,3,none,-0.11391148452630963,-8.092456413076135,168,166,0.2828997313332603,,True
IS,EWall,evol,CAGRnorm,3,partial,-0.028239245486844852,-1.164105790843784,168,165,0.35328969067125027,-4.237819326036684,False
IS,EWall,evol,CAGRnorm,3,residx,-0.02823924548684481,-0.9414902957640217,168,166,0.005311421157710994,,False
IS,EWall,evol,CAGRnorm,3,ratio,0.037967401782539406,2.3208536957242685,168,166,0.03142818260430802,,True
IS,EWall,evol,CAGRnorm,5,none,-0.08071548499016454,-5.760727970537189,168,166,0.16660803951079828,,True
IS,EWall,evol,CAGRnorm,5,partial,-0.0029418708983805913,-0.1405094064865168,168,165,0.2679291674777905,-4.778762292424606,False
IS,EWall,evol,CAGRnorm,5,residx,-0.002941870898380562,-0.12059048588575176,168,166,8.759512934963798e-05,,False
IS,EWall,evol,CAGRnorm,5,ratio,0.052519726242975566,3.549375493388267,168,166,0.07053864942377874,,True
IS,EWall,evol,CAGRnorm,7,none,-0.05531273392283762,-4.0898765929716845,168,166,0.09154138281182123,,True
IS,EWall,evol,CAGRnorm,7,partial,0.01576344266792619,0.7975957245773951,168,165,0.1989486383343142,-4.7035807079708984,False
IS,EWall,evol,CAGRnorm,7,residx,0.01576344266792609,0.7171281312513957,168,166,0.0030884605152361466,,False
IS,EWall,evol,CAGRnorm,7,ratio,0.05499489347978507,4.064029434279402,168,166,0.09049236727621024,,True
IS,EWall,evol,CAGRnorm,21,none,-0.03872245721575363,-3.0300448244126135,168,166,0.052409580048502935,,True
IS,EWall,evol,CAGRnorm,21,partial,0.027413708610950452,1.497587628018633,168,165,0.16799435643082405,-4.7877245302166695,False
IS,EWall,evol,CAGRnorm,21,residx,0.027413708610950476,1.3779617933991428,168,166,0.01130906799158149,,False
IS,EWall,evol,CAGRnorm,21,ratio,0.055005574405923956,4.430724669169497,168,166,0.10575435749901085,,True
IS,top10,breadth,Sharpe,3,none,0.058561168514371154,3.3922249158929216,168,166,0.06482661287006797,,True
IS,top10,breadth,Sharpe,3,partial,0.054912714410056865,3.1795842280890643,168,165,0.08265052866382894,-1.790507421524967,True
IS,top10,breadth,Sharpe,3,residx,0.05491271441005686,3.1442094689248203,168,166,0.05620714664685533,,True
IS,top10,breadth,Sharpe,3,ratio,0.059239888457577036,3.4343168778381616,168,166,0.06633799283385333,,True
IS,top10,breadth,Sharpe,5,none,0.015918949650972684,0.9501754720523937,168,166,0.0054093355346248595,,False
IS,top10,breadth,Sharpe,5,partial,0.017178190552199404,1.0257735246070208,168,165,0.015532787369174739,-1.3025837448010136,False
IS,top10,breadth,Sharpe,5,residx,0.01717819055219941,1.0240749201251587,168,166,0.006277985145605847,,False
IS,top10,breadth,Sharpe,5,ratio,0.017298390907055462,1.0330200837687953,168,166,0.0063874353400197315,,False
IS,top10,breadth,Sharpe,7,none,-0.00905254253941909,-0.5643559035217263,168,166,0.001914985948423653,,False
IS,top10,breadth,Sharpe,7,partial,-0.008003659212672884,-0.49957324549971904,168,165,0.01269239820319823,-1.3420632356702051,False
IS,top10,breadth,Sharpe,7,residx,-0.008003659212672876,-0.49826686498386713,168,166,0.0014933681351204653,,False
IS,top10,breadth,Sharpe,7,ratio,-0.0038768314530021756,-0.2415012958601098,168,166,0.0003512192276307058,,False
IS,top10,breadth,Sharpe,21,none,-0.020657965083640636,-1.4485950433958903,168,166,0.012483326761078328,,False
IS,top10,breadth,Sharpe,21,partial,-0.02061143240519879,-1.444809175270844,168,165,0.017733501032957788,-0.9391050277326197,False
IS,top10,breadth,Sharpe,21,residx,-0.020611432405198797,-1.4452821053625973,168,166,0.012427002051753733,,False
IS,top10,breadth,Sharpe,21,ratio,-0.01702588943574525,-1.191490692188188,168,166,0.008479590472093124,,False
IS,top10,breadth,CAGR,3,none,0.007553238369037114,3.1271358588427147,168,166,0.05563224199567807,,True
IS,top10,breadth,CAGR,3,partial,0.007526910895611931,3.0852133160460813,168,165,0.055680119337648715,-0.09146341681708059,True
IS,top10,breadth,CAGR,3,residx,0.007526910895611928,3.0925773285691114,168,166,0.05447604663797012,,True
IS,top10,breadth,CAGR,3,ratio,0.0060464656438585064,2.4772421023515667,168,166,0.035650314081739576,,True
IS,top10,breadth,CAGR,5,none,0.0020771304595122607,0.8831415509695961,168,166,0.004676455716016381,,False
IS,top10,breadth,CAGR,5,partial,0.002017719071257838,0.8543584702500959,168,165,0.0058207152868918755,0.4357846153059307,False
IS,top10,breadth,CAGR,5,residx,0.0020177190712578363,0.8563310446797369,168,166,0.004398058729193521,,False
IS,top10,breadth,CAGR,5,ratio,0.00015893727551542533,0.06741870287379327,168,166,2.738046412820161e-05,,False
IS,top10,breadth,CAGR,7,none,-0.0012114033397633887,-0.5360198904544365,168,166,0.0017278366599943196,,False
IS,top10,breadth,CAGR,7,partial,-0.0012654410087479617,-0.5579796291649816,168,165,0.0031691355540068855,0.4884366687539695,False
IS,top10,breadth,CAGR,7,residx,-0.0012654410087479609,-0.5593066447027925,168,166,0.001880936872035166,,False
IS,top10,breadth,CAGR,7,ratio,-0.0027403732115848485,-1.216899916116987,168,166,0.008841879214647408,,False
IS,top10,breadth,CAGR,21,none,-0.0031299868027233105,-1.550907890363652,168,166,0.014282894101829813,,False
IS,top10,breadth,CAGR,21,partial,-0.0031372906917844084,-1.5549213067784025,168,165,0.020729659934336397,1.042225319126796,False
IS,top10,breadth,CAGR,21,residx,-0.0031372906917844084,-1.5545700785059509,168,166,0.014349457621058881,,False
IS,top10,breadth,CAGR,21,ratio,-0.004893430457425855,-2.4504695312128173,168,166,0.0349106588372291,,True
IS,top10,breadth,MaxDD,3,none,0.012399525091952843,3.910709716898731,168,166,0.08435844525455505,,True
IS,top10,breadth,MaxDD,3,partial,0.010555502112890459,3.563049499397773,168,165,0.2165192288014094,-5.275687995580221,True
IS,top10,breadth,MaxDD,3,residx,0.01055550211289046,3.2632424402212123,168,166,0.060282063416220444,,True
IS,top10,breadth,MaxDD,3,ratio,0.016631890641499742,5.450037533478587,168,166,0.1517755114139362,,True
IS,top10,breadth,MaxDD,5,none,0.005650987339872877,1.7994838266276894,168,166,0.019133642116476057,,False
IS,top10,breadth,MaxDD,5,partial,0.006513238577129083,2.220673229594555,168,165,0.15236685637219316,-5.092655044587248,True
IS,top10,breadth,MaxDD,5,residx,0.006513238577129085,2.0771729086985142,168,166,0.02533338947188568,,True
IS,top10,breadth,MaxDD,5,ratio,0.011471689029726539,3.769561269344148,168,166,0.07885036524837219,,True
IS,top10,breadth,MaxDD,7,none,0.0018012257632346916,0.6021788004598789,168,166,0.0021796922243243477,,False
IS,top10,breadth,MaxDD,7,partial,0.0025467202937464847,0.9233386907697824,168,165,0.15870461087470078,-5.540633979589906,False
IS,top10,breadth,MaxDD,7,residx,0.0025467202937464856,0.8513210080329845,168,166,0.004346969899581166,,False
IS,top10,breadth,MaxDD,7,ratio,0.008582281733687244,2.9397237600146253,168,166,0.04948395565464725,,True
IS,top10,breadth,MaxDD,21,none,-0.0003025082067002258,-0.10579518561724967,168,166,6.742088363476118e-05,,False
IS,top10,breadth,MaxDD,21,partial,-0.0002506235961344354,-0.0955959418464767,168,165,0.1644665818613541,-5.697834862411796,False
IS,top10,breadth,MaxDD,21,residx,-0.00025062359613444037,-0.08764829850383238,168,166,4.627631762377238e-05,,False
IS,top10,breadth,MaxDD,21,ratio,0.007197823316411923,2.566646936208867,168,166,0.03817002829478067,,True
IS,top10,breadth,DDnorm,3,none,0.08786036573518007,3.835958880115704,168,166,0.08142442345708123,,True
IS,top10,breadth,DDnorm,3,partial,0.08114251293974863,3.573504819068533,168,165,0.11514392367358184,-2.5075304631489415,True
IS,top10,breadth,DDnorm,3,residx,0.0811425129397486,3.4933908144519292,168,166,0.06848215803719226,,True
IS,top10,breadth,DDnorm,3,ratio,0.09886395576889004,4.368210406129626,168,166,0.10309667186365878,,True
IS,top10,breadth,DDnorm,5,none,0.04677117048915588,2.053551752728561,168,166,0.024774687298917297,,True
IS,top10,breadth,DDnorm,5,partial,0.04982921558057003,2.2138328743368283,168,165,0.05645105307317666,-2.353571679673239,True
IS,top10,breadth,DDnorm,5,residx,0.04982921558057004,2.1878217102881345,168,166,0.028026583171989028,,True
IS,top10,breadth,DDnorm,5,ratio,0.0629103957149296,2.79100286392726,168,166,0.04482254772017635,,True
IS,top10,breadth,DDnorm,7,none,0.016010888133970055,0.7442726812775394,168,166,0.0033259004141799053,,False
IS,top10,breadth,DDnorm,7,partial,0.018693657821623147,0.8828403846294102,168,165,0.04247131213459154,-2.5972066578093522,False
IS,top10,breadth,DDnorm,7,residx,0.018693657821623137,0.8684694742881955,168,166,0.004523058791568113,,False
IS,top10,breadth,DDnorm,7,ratio,0.03817811237813199,1.7887655446421467,168,166,0.018910686666740673,,False
IS,top10,breadth,DDnorm,21,none,-0.0018749399318129657,-0.09120137021244376,168,166,5.010405529304318e-05,,False
IS,top10,breadth,DDnorm,21,partial,-0.0016834275925944678,-0.08346670910848701,168,165,0.043380637792547305,-2.733816799760705,False
IS,top10,breadth,DDnorm,21,residx,-0.001683427592594489,-0.08188487999804571,168,166,4.039073943995497e-05,,False
IS,top10,breadth,DDnorm,21,ratio,0.025484997259646664,1.2453952233809387,168,166,0.00925693774837777,,False
IS,top10,breadth,CAGRnorm,3,none,0.06168502700557722,3.3375758235217576,168,166,0.06288500242962147,,True
IS,top10,breadth,CAGRnorm,3,partial,0.05770055728433288,3.121944606870211,168,165,0.0814707532158162,-1.8271976678139392,True
IS,top10,breadth,CAGRnorm,3,residx,0.05770055728433288,3.086009769645787,168,166,0.05425745652000835,,True
IS,top10,breadth,CAGRnorm,3,ratio,0.06273379630561286,3.398233630162625,168,166,0.06504152307078981,,True
IS,top10,breadth,CAGRnorm,5,none,0.01526648396601957,0.8518503579990949,168,166,0.004352353921753593,,False
IS,top10,breadth,CAGRnorm,5,partial,0.016636836499721256,0.9288759928537765,168,165,0.014840691118008453,-1.325385027155985,False
IS,top10,breadth,CAGRnorm,5,residx,0.01663683649972128,0.927138422545672,168,166,0.005151550935407423,,False
IS,top10,breadth,CAGRnorm,5,ratio,0.01715666674657677,0.9578708318741754,168,166,0.0054968259151362275,,False
IS,top10,breadth,CAGRnorm,7,none,-0.011099421466065728,-0.6465309611902187,168,166,0.0025117612159817337,,False
IS,top10,breadth,CAGRnorm,7,partial,-0.009963483350436762,-0.58114564365411,168,165,0.0135404199519229,-1.3581998365992165,False
IS,top10,breadth,CAGRnorm,7,residx,-0.009963483350436782,-0.5795295678475423,168,166,0.0020191348460543157,,False
IS,top10,breadth,CAGRnorm,7,ratio,-0.005231225170239841,-0.3044160024273487,168,166,0.0005579361391114812,,False
IS,top10,breadth,CAGRnorm,21,none,-0.023342063007997904,-1.5306705603688304,168,166,0.013917733599613236,,False
IS,top10,breadth,CAGRnorm,21,partial,-0.023292036490608774,-1.526881420413974,168,165,0.019216721673297132,-0.9441737386004381,False
IS,top10,breadth,CAGRnorm,21,residx,-0.02329203649060878,-1.5273345463691668,168,166,0.013857973598228601,,False
IS,top10,breadth,CAGRnorm,21,ratio,-0.019268014248132247,-1.2606808208967097,168,166,0.009483397682244266,,False
IS,top10,disp,Sharpe,3,none,-0.030151585326246316,-1.7037084580886104,168,166,0.01718518319624074,,False
IS,top10,disp,Sharpe,3,partial,-0.012706268502498098,-0.5858712799755119,168,165,0.02846444186480268,-1.3840535709217172,False
IS,top10,disp,Sharpe,3,residx,-0.012706268502498116,-0.5798063170337923,168,166,0.0020210598478294095,,False
IS,top10,disp,Sharpe,3,ratio,-0.007524616798377072,-0.42173330449507956,168,166,0.0010702928850565563,,False
IS,top10,disp,Sharpe,5,none,0.004041705212164313,0.24063121335407617,168,166,0.0003486939173709125,,False
IS,top10,disp,Sharpe,5,partial,0.019841603310351046,1.0204779908059178,168,165,0.0154685402449114,-1.5918453077867551,False
IS,top10,disp,Sharpe,5,residx,0.01984160331035104,1.0187884649185894,168,166,0.0062137380213421745,,False
IS,top10,disp,Sharpe,5,ratio,0.022789868635280368,1.3641881993938003,168,166,0.011086609389139856,,False
IS,top10,disp,Sharpe,7,none,0.02590844614627247,1.626450166757264,168,166,0.01568581819498327,,False
IS,top10,disp,Sharpe,7,partial,0.056332514184853646,2.9772666234171794,168,165,0.06161108295889428,-2.8416878575290188,True
IS,top10,disp,Sharpe,7,residx,0.05633251418485369,2.9686133683308187,168,166,0.05041205289081663,,True
IS,top10,disp,Sharpe,7,ratio,0.05190269478430361,3.339451006370184,168,166,0.0629512353243098,,True
IS,top10,disp,Sharpe,21,none,0.03946254886275029,2.814758259595867,168,166,0.04555389599168258,,True
IS,top10,disp,Sharpe,21,partial,0.0728567963015456,4.319764249683972,168,165,0.10636990566309934,-3.3509815743076885,True
IS,top10,disp,Sharpe,21,residx,0.07285679630154557,4.320027196407664,168,166,0.10106340668189528,,True
IS,top10,disp,Sharpe,21,ratio,0.06317946238718333,4.684563139630645,168,166,0.11676350218778864,,True
IS,top10,disp,CAGR,3,none,-0.0017036859463850642,-0.6864187664516179,168,166,0.0028303442625577935,,False
IS,top10,disp,CAGR,3,partial,-0.0015974397488227629,-0.5221813409843357,168,165,0.0028519254802202854,-0.05975855908315293,False
IS,top10,disp,CAGR,3,residx,-0.0015974397488227633,-0.5234453792897471,168,166,0.001647852780541692,,False
IS,top10,disp,CAGR,3,ratio,-0.0006092448193792633,-0.24516280937930457,168,166,0.0003619460747302794,,False
IS,top10,disp,CAGR,5,none,0.0028669523944029576,1.2215532509800995,168,166,0.00890902629005319,,False
IS,top10,disp,CAGR,5,partial,0.003086406104546787,1.1274765798870126,168,165,0.009057141219126819,-0.1570424577456322,False
IS,top10,disp,CAGR,5,residx,0.0030864061045467878,1.1300771025149359,168,166,0.0076344846614283535,,False
IS,top10,disp,CAGR,5,ratio,0.003189072586139185,1.3602542548911616,168,166,0.011023463944528689,,False
IS,top10,disp,CAGR,7,none,0.006009231272805593,2.715001104680414,168,166,0.0425170367422909,,True
IS,top10,disp,CAGR,7,partial,0.007968854666160253,2.974533668968265,168,165,0.052116855640148674,-1.292695068074764,True
IS,top10,disp,CAGR,7,residx,0.007968854666160255,2.9815085041650256,168,166,0.05082865695817673,,True
IS,top10,disp,CAGR,7,ratio,0.007088610760996362,3.230877319896933,168,166,0.059162621638742086,,True
IS,top10,disp,CAGR,21,none,0.007954588873063039,4.10727962551985,168,166,0.09225006485975307,,True
IS,top10,disp,CAGR,21,partial,0.010322273186017306,4.3233950191418655,168,165,0.10748701814490469,-1.6783547779146988,True
IS,top10,disp,CAGR,21,residx,0.010322273186017307,4.321059206328981,168,166,0.1011068158316275,,True
IS,top10,disp,CAGR,21,ratio,0.008862822880860492,4.633422999163936,168,166,0.11451841905316396,,True
IS,top10,disp,MaxDD,3,none,-0.012059737076818714,-3.794107409895596,168,166,0.0797983924466299,,True
IS,top10,disp,MaxDD,3,partial,-0.003401505439542707,-0.9089739796070404,168,165,0.16044123653556952,-3.981065659745174,False
IS,top10,disp,MaxDD,3,residx,-0.0034015054395427147,-0.8371511912473507,168,166,0.004204071150380795,,False
IS,top10,disp,MaxDD,3,ratio,-0.0029824546159755937,-0.9022969839096935,168,166,0.004880520607655758,,False
IS,top10,disp,MaxDD,5,none,-0.006270980001421444,-2.001435989149793,168,166,0.023562415462264674,,True
IS,top10,disp,MaxDD,5,partial,0.0015715714812050722,0.4550575355433357,168,165,0.12812767913686696,-4.448455447543843,False
IS,top10,disp,MaxDD,5,residx,0.0015715714812050685,0.42642490646454495,168,166,0.0010942122365593665,,False
IS,top10,disp,MaxDD,5,ratio,0.003105999319304798,0.9824008076493056,168,166,0.005780317451260952,,False
IS,top10,disp,MaxDD,7,none,-0.0037309089198419914,-1.2518098593766638,168,166,0.00935164837287128,,False
IS,top10,disp,MaxDD,7,partial,0.00712849164602228,2.157815863626993,168,165,0.1775660748811958,-5.809290354135896,True
IS,top10,disp,MaxDD,7,residx,0.007128491646022279,1.9859852158904476,168,166,0.023208433906076187,,True
IS,top10,disp,MaxDD,7,ratio,0.007613779336431317,2.5936406412768958,168,166,0.03894569392905145,,True
IS,top10,disp,MaxDD,21,none,-0.002845004507578023,-0.9979202845707925,168,166,0.005963291451879127,,False
IS,top10,disp,MaxDD,21,partial,0.009190494867295954,2.89925168395523,168,165,0.20492416841895145,-6.425716182739783,True
IS,top10,disp,MaxDD,21,residx,0.009190494867295942,2.6471627975593113,168,166,0.040503862875221674,,True
IS,top10,disp,MaxDD,21,ratio,0.008591210514188166,3.089653960674301,168,166,0.054378702363092724,,True
IS,top10,disp,DDnorm,3,none,-0.05583295199364824,-2.375686327825339,168,166,0.032881366620475805,,True
IS,top10,disp,DDnorm,3,partial,-0.02593943640267845,-0.9041514120385084,168,165,0.05136177804528408,-1.792864551335622,False
IS,top10,disp,DDnorm,3,residx,-0.025939436402678456,-0.8853735569690113,168,166,0.004700012408894727,,False
IS,top10,disp,DDnorm,3,ratio,-0.020910261739382662,-0.8770041492289442,168,166,0.004611982138492121,,False
IS,top10,disp,DDnorm,5,none,-0.016548625127981036,-0.7186482111356026,168,166,0.0031015268166066923,,False
IS,top10,disp,DDnorm,5,partial,0.012206370392835238,0.4606141543476895,168,165,0.02967216682280438,-2.125610737771623,False
IS,top10,disp,DDnorm,5,residx,0.012206370392835217,0.45538602517438265,168,166,0.0012476969216170808,,False
IS,top10,disp,DDnorm,5,ratio,0.017244330360244236,0.7489602520732858,168,166,0.003367785113793431,,False
IS,top10,disp,DDnorm,7,none,0.007290578500782478,0.33845819199970517,168,166,0.0006896081349245797,,False
IS,top10,disp,DDnorm,7,partial,0.05574008820417415,2.1994826929325253,168,165,0.06535171132235917,-3.378646677110968,True
IS,top10,disp,DDnorm,7,residx,0.05574008820417414,2.1626705579095797,168,166,0.027403457979335633,,True
IS,top10,disp,DDnorm,7,ratio,0.0524189866878562,2.4772192624687945,168,166,0.03564968013671055,,True
IS,top10,disp,DDnorm,21,none,0.013578906155683197,0.6613621379262238,168,166,0.0026280143633844455,,False
IS,top10,disp,DDnorm,21,partial,0.07092213002820498,2.90871954554404,168,165,0.09000191232349919,-3.9802704998786473,True
IS,top10,disp,DDnorm,21,residx,0.07092213002820488,2.850431656441868,168,166,0.046661665270391395,,True
IS,top10,disp,DDnorm,21,ratio,0.06194060988195367,3.098773080295172,168,166,0.05468259487498539,,True
IS,top10,disp,CAGRnorm,3,none,-0.032309128796458406,-1.7070725421848603,168,166,0.017251944756708326,,False
IS,top10,disp,CAGRnorm,3,partial,-0.013176226402036709,-0.5682601188364104,168,165,0.02911340744647395,-1.419798927551245,False
IS,top10,disp,CAGRnorm,3,residx,-0.013176226402036728,-0.5621555438089234,168,166,0.0019001107506655401,,False
IS,top10,disp,CAGRnorm,3,ratio,-0.007743985536133521,-0.40581461150212045,168,166,0.0009910980688477844,,False
IS,top10,disp,CAGRnorm,5,none,0.004333365847947762,0.24131184286509352,168,166,0.00035066858784460475,,False
IS,top10,disp,CAGRnorm,5,partial,0.02158648701568757,1.0387686759924681,168,165,0.016123337939044524,-1.6263883028090125,False
IS,top10,disp,CAGRnorm,5,residx,0.02158648701568756,1.0368189565437635,168,166,0.006434197756443272,,False
IS,top10,disp,CAGRnorm,5,ratio,0.02475135351878288,1.3860364792143207,168,166,0.011440475048351884,,False
IS,top10,disp,CAGRnorm,7,none,0.027460926297012876,1.6099877601587622,168,166,0.015374748839434238,,False
IS,top10,disp,CAGRnorm,7,partial,0.06018114069590223,2.971123883980892,168,165,0.06171971877719917,-2.854808491173779,True
IS,top10,disp,CAGRnorm,7,residx,0.06018114069590225,2.9619838510453267,168,166,0.0501984336713307,,True
IS,top10,disp,CAGRnorm,7,ratio,0.055521538288140736,3.3365655119397153,168,166,0.06284932899280027,,True
IS,top10,disp,CAGRnorm,21,none,0.04201384783927806,2.799691506139118,168,166,0.04508945248644958,,True
IS,top10,disp,CAGRnorm,21,partial,0.0776982005197185,4.303412289280595,168,165,0.10573026761893378,-3.344954552467078,True
IS,top10,disp,CAGRnorm,21,residx,0.07769820051971847,4.303558348689571,168,166,0.10037151954386514,,True
IS,top10,disp,CAGRnorm,21,ratio,0.06743719246869165,4.671042851463345,168,166,0.11616866764044387,,True
IS,top10,corr,Sharpe,3,none,0.025793221493579647,1.4540345950224223,168,166,0.012576072662005333,,False
IS,top10,corr,Sharpe,3,partial,0.022409965876037073,1.2687267648123501,168,165,0.03584921404895325,-1.9957079908685578,False
IS,top10,corr,Sharpe,3,residx,0.02240996587603707,1.255465463042013,168,166,0.009405832031980088,,False
IS,top10,corr,Sharpe,3,ratio,0.03214644200243827,1.818602161461519,168,166,0.019534382461208866,,False
IS,top10,corr,Sharpe,5,none,-0.016848855462602903,-1.0060089972572472,168,166,0.006059766811448597,,False
IS,top10,corr,Sharpe,5,partial,-0.01585180129554767,-0.9465302151428554,168,165,0.014605312916236013,-1.1962081987751,False
IS,top10,corr,Sharpe,5,residx,-0.015851801295547682,-0.944966973401445,168,166,0.005350510692666566,,False
IS,top10,corr,Sharpe,5,ratio,-0.010732235524079007,-0.6396410614198749,168,166,0.002458643111575287,,False
IS,top10,corr,Sharpe,7,none,-0.03572087123194333,-2.258715585099303,168,166,0.029817314667793693,,True
IS,top10,corr,Sharpe,7,partial,-0.03465878395229691,-2.1924977595817174,168,165,0.03919087297659818,-1.268748830086807,True
IS,top10,corr,Sharpe,7,residx,-0.03465878395229691,-2.1864262627951536,168,166,0.027991842908520526,,True
IS,top10,corr,Sharpe,7,ratio,-0.027067461503527655,-1.7004492752247287,168,166,0.017120620414450838,,False
IS,top10,corr,Sharpe,21,none,-0.034387085764506685,-2.4387712575361142,168,166,0.034589636988866745,,True
IS,top10,corr,Sharpe,21,partial,-0.03463893889756124,-2.456225126578628,168,165,0.04039344753914642,-0.998968935856634,True
IS,top10,corr,Sharpe,21,residx,-0.03463893889756125,-2.4568732607655783,168,166,0.035086948557942366,,True
IS,top10,corr,Sharpe,21,ratio,-0.028069702843015236,-1.9789410093615178,168,166,0.023047875042206623,,True
IS,top10,corr,CAGR,3,none,0.00291193036684543,1.1764352992100147,168,166,0.008268412829888216,,False
IS,top10,corr,CAGR,3,partial,0.0028313613662572833,1.1355595175994917,168,165,0.008949256895132818,-0.3366804154774437,False
IS,top10,corr,CAGR,3,residx,0.0028313613662572846,1.138304130143204,168,166,0.007745184195454224,,False
IS,top10,corr,CAGR,3,ratio,0.002341328633138539,0.9445182982265589,168,166,0.005345458152231974,,False
IS,top10,corr,CAGR,5,none,-0.0026608639920298258,-1.1330373426978062,168,166,0.0076742268073430875,,False
IS,top10,corr,CAGR,5,partial,-0.00272463253512402,-1.1562922570844387,168,165,0.009449190525657514,0.5437488276149427,False
IS,top10,corr,CAGR,5,residx,-0.002724632535124019,-1.1589589142191807,168,166,0.00802653396795916,,False
IS,top10,corr,CAGR,5,ratio,-0.0035774429369933875,-1.5281103666264668,168,166,0.013871860338238617,,False
IS,top10,corr,CAGR,7,none,-0.00509671176255084,-2.2885045220261078,168,166,0.030584775550824173,,True
IS,top10,corr,CAGR,7,partial,-0.005166591315747638,-2.312077506899912,168,165,0.032629265676772046,0.5905246195771717,True
IS,top10,corr,CAGR,7,residx,-0.005166591315747636,-2.3175306630011314,168,166,0.031341066994800326,,True
IS,top10,corr,CAGR,7,ratio,-0.005822323714127286,-2.6269859205997057,168,166,0.03991331936031428,,True
IS,top10,corr,CAGR,21,none,-0.0052692693495381745,-2.646322989223979,168,166,0.040479207508593795,,True
IS,top10,corr,CAGR,21,partial,-0.005233543765719525,-2.6280162385684283,168,165,0.046299611422167986,1.0034888570261806,True
IS,top10,corr,CAGR,21,residx,-0.005233543765719525,-2.6271946503346797,168,166,0.03991940910889069,,True
IS,top10,corr,CAGR,21,ratio,-0.006275027684383106,-3.1796045886363307,168,166,0.05740668856012543,,True
IS,top10,corr,MaxDD,3,none,0.007170873324972894,2.1953308323215044,168,166,0.028213863752016843,,True
IS,top10,corr,MaxDD,3,partial,0.0056029222088387585,1.8455809965928065,168,165,0.1733030425167097,-5.381288968218911,False
IS,top10,corr,MaxDD,3,residx,0.005602922208838754,1.697681223269323,168,166,0.017065877131520635,,False
IS,top10,corr,MaxDD,3,ratio,0.01190442391207271,3.7410955084080664,168,166,0.07775623622841632,,True
IS,top10,corr,MaxDD,5,none,0.0004470723107167745,0.14100428555754266,168,166,0.00011975799694052824,,False
IS,top10,corr,MaxDD,5,partial,0.0011746723031490786,0.3950036258862476,168,165,0.12785818462734833,-4.915969714062457,False
IS,top10,corr,MaxDD,5,residx,0.001174672303149081,0.37015691582116517,168,166,0.0008247177270408468,,False
IS,top10,corr,MaxDD,5,ratio,0.006129658346525757,1.9552809537342246,168,166,0.022512385397290613,,False
IS,top10,corr,MaxDD,7,none,-0.0018857465991484238,-0.6305016263867695,168,166,0.0023890516606797085,,False
IS,top10,corr,MaxDD,7,partial,-0.0010861075817733335,-0.3928657076329568,168,165,0.15514792822071777,-5.462039836690851,False
IS,top10,corr,MaxDD,7,residx,-0.0010861075817733352,-0.36234160776854585,168,166,0.0007902872455979315,,False
IS,top10,corr,MaxDD,7,ratio,0.004586840440927796,1.5427243010918836,168,166,0.01413468519802863,,False
IS,top10,corr,MaxDD,21,none,-0.0019191143995927961,-0.6720552625431715,168,166,0.002713450142763252,,False
IS,top10,corr,MaxDD,21,partial,-0.0021868780995748203,-0.8357580396512548,168,165,0.1679426388466294,-5.724119921696335,False
IS,top10,corr,MaxDD,21,residx,-0.0021868780995748195,-0.7660118421958693,168,166,0.0035223333028995274,,False
IS,top10,corr,MaxDD,21,ratio,0.004818719453657264,1.6997799707739554,168,166,0.017107376080486292,,False
IS,top10,corr,DDnorm,3,none,0.050288813711104025,2.132951259504193,168,166,0.026675431943464334,,True
IS,top10,corr,DDnorm,3,partial,0.044313475508990605,1.9052614352004325,168,165,0.06718384063593408,-2.676803756956173,False
IS,top10,corr,DDnorm,3,residx,0.04431347550899059,1.8649506882505982,168,166,0.020522074999544615,,False
IS,top10,corr,DDnorm,3,ratio,0.06661280693264511,2.8549929553393647,168,166,0.04680412680735968,,True
IS,top10,corr,DDnorm,5,none,0.007737811815395508,0.3356180850959893,168,166,0.0006780910795420869,,False
