panel,k,n,bps,target,model,draws,oofR2,rho,fitR2
B136,20,20,10,IS_OOS,M+sd,500,-0.7675874041118962,0.13530975723902897,0.9869261601772357
B136,20,20,25,FIT,sd,500,0.2889823708370023,0.5063466333865335,0.2889823708370023
B136,20,20,25,FIT,M,500,0.986512243483208,0.9938508874035494,0.986512243483208
B136,20,20,25,FIT,M+sd,500,0.9871626181929845,0.9940985683942735,0.9871626181929845
B136,20,20,25,IS1_IS2,sd,500,-2.8100933890705964,0.20704191616766468,0.26961359810327923
B136,20,20,25,IS1_IS2,M,500,-3.8113987333775903,0.020747794991179964,0.9826345381424538
B136,20,20,25,IS1_IS2,M+sd,500,-3.821527681148594,0.018724682898731596,0.9840759322011264
B136,20,20,25,IS_OOS,sd,500,-0.05247779188456381,0.25004845619382476,0.2889823708370023
B136,20,20,25,IS_OOS,M,500,-0.706001065373234,0.1304076896307585,0.986512243483208
B136,20,20,25,IS_OOS,M+sd,500,-0.7061303329098887,0.1327684350737403,0.9871626181929845
B136,40,5,10,FIT,sd,500,0.12058043700957644,0.33776275905103614,0.12058043700957644
B136,40,5,10,FIT,M,500,0.7487284465876665,0.8647605150420602,0.7487284465876665
B136,40,5,10,FIT,M+sd,500,0.7634770504419309,0.8719705278821115,0.7634770504419309
B136,40,5,10,IS1_IS2,sd,500,-0.9944660253790929,-0.01874129096516386,0.2619796697102318
B136,40,5,10,IS1_IS2,M,500,-1.4269442194345445,0.0016168384673538694,0.7543453911147909
B136,40,5,10,IS1_IS2,M+sd,500,-1.396755962043145,0.008032736130944525,0.7803220028317416
B136,40,5,10,IS_OOS,sd,500,-1.020338912550515,0.18200050400201598,0.12058043700957644
B136,40,5,10,IS_OOS,M,500,-1.3464155184514488,0.38821019284077135,0.7487284465876665
B136,40,5,10,IS_OOS,M+sd,500,-1.3692276804453067,0.39155638222552885,0.7634770504419309
B136,40,5,25,FIT,sd,500,0.13530527141241788,0.3564648818595274,0.13530527141241788
B136,40,5,25,FIT,M,500,0.7490785551986969,0.8674267337069347,0.7490785551986969
B136,40,5,25,FIT,M+sd,500,0.7679553370296633,0.8757825111300445,0.7679553370296633
B136,40,5,25,IS1_IS2,sd,500,-0.8172655580881569,-0.0012366769467077867,0.2707909297148732
B136,40,5,25,IS1_IS2,M,500,-1.2398901921632497,0.013692630770523082,0.7588018626637157
B136,40,5,25,IS1_IS2,M+sd,500,-1.210423453376234,0.021775095100380403,0.7846539344901562
B136,40,5,25,IS_OOS,sd,500,-0.8307020213950129,0.18303596414385656,0.13530527141241788
B136,40,5,25,IS_OOS,M,500,-1.1412770277294348,0.3980833523334093,0.7490785551986969
B136,40,5,25,IS_OOS,M+sd,500,-1.1414461521376,0.4006765147060588,0.7679553370296633
B136,40,20,10,FIT,sd,500,0.2966856746511045,0.5261159924639698,0.2966856746511045
B136,40,20,10,FIT,M,500,0.9371652181669792,0.9623086172344689,0.9371652181669792
B136,40,20,10,FIT,M+sd,500,0.9368687603435423,0.9617406789627159,0.9368687603435423
B136,40,20,10,IS1_IS2,sd,500,-7.417769768427853,0.24068179472717885,0.2904143390131769
B136,40,20,10,IS1_IS2,M,500,-8.044937493380498,0.14455238620954483,0.9315655303045248
B136,40,20,10,IS1_IS2,M+sd,500,-8.054529948737438,0.1481642086568346,0.9315489579041558
B136,40,20,10,IS_OOS,sd,500,-0.35802593346059886,0.3309552758211033,0.2966856746511045
B136,40,20,10,IS_OOS,M,500,-1.0196053639662384,0.2524587378349513,0.9371652181669792
B136,40,20,10,IS_OOS,M+sd,500,-1.0136168410817055,0.2541220404881619,0.9368687603435423
B136,40,20,25,FIT,sd,500,0.302252348063625,0.5295347581390325,0.302252348063625
B136,40,20,25,FIT,M,500,0.9356362832079114,0.9606504026016103,0.9356362832079114
B136,40,20,25,FIT,M+sd,500,0.9352004951238154,0.9596005424021696,0.9352004951238154
B136,40,20,25,IS1_IS2,sd,500,-6.558184211182045,0.2435934863739455,0.29441834786529253
B136,40,20,25,IS1_IS2,M,500,-7.160839209771895,0.14713527654110617,0.9287718668118787
B136,40,20,25,IS1_IS2,M+sd,500,-7.171941707719325,0.15061145044580176,0.9286895610070816
B136,40,20,25,IS_OOS,sd,500,-0.3701076155449743,0.3343400573602294,0.302252348063625
B136,40,20,25,IS_OOS,M,500,-0.9830118556325262,0.26306764427057705,0.9356362832079114
B136,40,20,25,IS_OOS,M+sd,500,-0.9769742780107775,0.2637235188940756,0.9352004951238154
B136,80,5,10,FIT,sd,500,0.06798029188096588,0.27307366829467317,0.06798029188096588
B136,80,5,10,FIT,M,500,0.7644234180490461,0.8678854235416942,0.7644234180490461
B136,80,5,10,FIT,M+sd,500,0.7641525302614589,0.8670723962895851,0.7641525302614589
B136,80,5,10,IS1_IS2,sd,500,-1.603203482716136,-0.1183948735794943,0.21662419756269868
B136,80,5,10,IS1_IS2,M,500,-1.8172099090576057,0.040767139068556266,0.715374941991295
B136,80,5,10,IS1_IS2,M+sd,500,-1.8707263400421241,0.030485209940839763,0.7205252433129996
B136,80,5,10,IS_OOS,sd,500,-2.419225850804371,0.18479718718874877,0.06798029188096588
B136,80,5,10,IS_OOS,M,500,-2.5954451220266677,0.4076183024732099,0.7644234180490461
B136,80,5,10,IS_OOS,M+sd,500,-2.603806237241661,0.4101569366277465,0.7641525302614589
B136,80,5,25,FIT,sd,500,0.07900660832242701,0.29211553646214583,0.07900660832242701
B136,80,5,25,FIT,M,500,0.76587567915554,0.8694542618170471,0.76587567915554
B136,80,5,25,FIT,M+sd,500,0.7657450361032656,0.8681110244440978,0.7657450361032656
B136,80,5,25,IS1_IS2,sd,500,-1.3157027658041827,-0.10353987015948062,0.22704079834443758
B136,80,5,25,IS1_IS2,M,500,-1.5265111969330678,0.04213255253021012,0.715969214424107
B136,80,5,25,IS1_IS2,M+sd,500,-1.5802047769044316,0.03279651518606074,0.7214082114937724
B136,80,5,25,IS_OOS,sd,500,-1.8793769671693261,0.18227842511370043,0.07900660832242701
B136,80,5,25,IS_OOS,M,500,-2.030203849731502,0.40987411949647795,0.76587567915554
B136,80,5,25,IS_OOS,M+sd,500,-2.0405608563520587,0.4113876615506462,0.7657450361032656
B136,80,20,10,FIT,sd,500,0.26056418723609753,0.5272718370873483,0.26056418723609753
B136,80,20,10,FIT,M,500,0.9122038820598435,0.9533062772251089,0.9122038820598435
B136,80,20,10,FIT,M+sd,500,0.9130459573285434,0.9541074004296017,0.9130459573285434
B136,80,20,10,IS1_IS2,sd,500,-9.495138422256503,0.2546506186024744,0.3258759901703311
B136,80,20,10,IS1_IS2,M,500,-9.98097516115443,0.24963287053148212,0.9222037571273575
B136,80,20,10,IS1_IS2,M+sd,500,-10.007659767406059,0.24936022944091776,0.9222878665802924
B136,80,20,10,IS_OOS,sd,500,-1.683315142546078,0.3277024948099792,0.26056418723609753
B136,80,20,10,IS_OOS,M,500,-2.8712729780230513,0.26334316537266145,0.9122038820598435
B136,80,20,10,IS_OOS,M+sd,500,-2.889013870053525,0.26616740066960265,0.9130459573285434
B136,80,20,25,FIT,sd,500,0.26471705660154043,0.530255529022116,0.26471705660154043
B136,80,20,25,FIT,M,500,0.9139215978675669,0.9543114012456051,0.9139215978675669
B136,80,20,25,FIT,M+sd,500,0.9147287361222685,0.954564074256297,0.9147287361222685
B136,80,20,25,IS1_IS2,sd,500,-8.113065077295122,0.268064656258625,0.3285170975742653
B136,80,20,25,IS1_IS2,M,500,-8.589771951311391,0.2577269509078036,0.9236185516758303
B136,80,20,25,IS1_IS2,M+sd,500,-8.611552018472246,0.2582466969867879,0.92343618731408
B136,80,20,25,IS_OOS,sd,500,-1.2697842744715735,0.3266441865767463,0.26471705660154043
B136,80,20,25,IS_OOS,M,500,-2.412147404062495,0.267313165252661,0.9139215978675669
B136,80,20,25,IS_OOS,M+sd,500,-2.4295347445529965,0.26996690386761546,0.9147287361222685
SMALL439,20,5,10,FIT,sd,500,0.04171009074382215,0.220376273505094,0.04171009074382215
SMALL439,20,5,10,FIT,M,500,0.5621007539258498,0.7435295021180085,0.5621007539258498
SMALL439,20,5,10,FIT,M+sd,500,0.5394890637328582,0.7302211608846436,0.5394890637328582
SMALL439,20,5,10,IS1_IS2,sd,500,-1.2415769757173858,-0.05473538694154777,0.049779513712233214
SMALL439,20,5,10,IS1_IS2,M,500,-1.9282157361337293,-0.0685809463237853,0.5787135805336724
SMALL439,20,5,10,IS1_IS2,M+sd,500,-1.9109959562344265,-0.07637569750279001,0.553814413287796
SMALL439,20,5,10,IS_OOS,sd,500,-0.14353971786222552,0.039248796995187976,0.04171009074382215
SMALL439,20,5,10,IS_OOS,M,500,-1.1774360968473947,-0.10860897843591374,0.5621007539258498
SMALL439,20,5,10,IS_OOS,M+sd,500,-1.1674070442475881,-0.10239564158256632,0.5394890637328582
SMALL439,20,5,25,FIT,sd,500,0.044213109320956456,0.2255496381985528,0.044213109320956456
SMALL439,20,5,25,FIT,M,500,0.5632116998849563,0.7444312337249349,0.5632116998849563
SMALL439,20,5,25,FIT,M+sd,500,0.5410004004674722,0.7325053940215761,0.5410004004674722
SMALL439,20,5,25,IS1_IS2,sd,500,-1.2609494848871976,-0.04933680534722138,0.05049723511453097
SMALL439,20,5,25,IS1_IS2,M,500,-1.9434062025843972,-0.06492995571982288,0.581752875054214
SMALL439,20,5,25,IS1_IS2,M+sd,500,-1.9279270324238538,-0.07281312325249302,0.5567681164108194
SMALL439,20,5,25,IS_OOS,sd,500,-0.1704741126090008,0.03867020268081072,0.044213109320956456
SMALL439,20,5,25,IS_OOS,M,500,-1.2412504435903817,-0.11947401389605558,0.5632116998849563
SMALL439,20,5,25,IS_OOS,M+sd,500,-1.2319670901999737,-0.11147670190680761,0.5410004004674722
SMALL439,20,20,10,FIT,sd,500,0.03072289373022974,0.19448765795063178,0.03072289373022974
SMALL439,20,20,10,FIT,M,500,0.8525152659729773,0.9188294673178692,0.8525152659729773
SMALL439,20,20,10,FIT,M+sd,500,0.8443353768287358,0.9146592106368426,0.8443353768287358
SMALL439,20,20,10,IS1_IS2,sd,500,-2.7697757165811483,-0.10299573998295992,0.03617347861007636
SMALL439,20,20,10,IS1_IS2,M,500,-3.802202680843333,-0.08946131784527138,0.8325981766479096
SMALL439,20,20,10,IS1_IS2,M+sd,500,-3.8240352482749014,-0.09380600722402889,0.8293684428817418
SMALL439,20,20,10,IS_OOS,sd,500,-0.7571134087461566,0.04361575846303385,0.03072289373022974
SMALL439,20,20,10,IS_OOS,M,500,-1.8697646977520628,-0.03646708986835947,0.8525152659729773
SMALL439,20,20,10,IS_OOS,M+sd,500,-1.8751629810137702,-0.02965691862767451,0.8443353768287358
SMALL439,20,20,25,FIT,sd,500,0.029980101908522183,0.19220361681446724,0.029980101908522183
SMALL439,20,20,25,FIT,M,500,0.853806452213362,0.9202340489361958,0.853806452213362
SMALL439,20,20,25,FIT,M+sd,500,0.8460693424132162,0.9159915039660159,0.8460693424132162
SMALL439,20,20,25,IS1_IS2,sd,500,-2.8510439858478684,-0.10041755367021468,0.03496394930358637
SMALL439,20,20,25,IS1_IS2,M,500,-3.8718780856216206,-0.08658457033828135,0.8325697563840779
SMALL439,20,20,25,IS1_IS2,M+sd,500,-3.8928467195200724,-0.09022135288541154,0.8296505285783673
SMALL439,20,20,25,IS_OOS,sd,500,-0.8369874494584437,0.04336183744734978,0.029980101908522183
SMALL439,20,20,25,IS_OOS,M,500,-1.975754600100231,-0.043595406381625526,0.853806452213362
SMALL439,20,20,25,IS_OOS,M+sd,500,-1.980888637986622,-0.03742978171912688,0.8460693424132162
SMALL439,40,5,10,FIT,sd,500,0.07574827914342264,0.297812199248797,0.07574827914342264
SMALL439,40,5,10,FIT,M,500,0.49588478588418194,0.7131971247884991,0.49588478588418194
SMALL439,40,5,10,FIT,M+sd,500,0.5090555023410794,0.7195449581798327,0.5090555023410794
SMALL439,40,5,10,IS1_IS2,sd,500,-0.7950182099490595,-0.009965415861663445,0.04779824413588596
SMALL439,40,5,10,IS1_IS2,M,500,-1.2743028826420382,-0.06322719690878763,0.5012005612624331
SMALL439,40,5,10,IS1_IS2,M+sd,500,-1.3024286835427743,-0.06591482365929463,0.508713417490582
SMALL439,40,5,10,IS_OOS,sd,500,-0.0665610300774,0.09520425281701125,0.07574827914342264
SMALL439,40,5,10,IS_OOS,M,500,-0.7070800787035416,-0.026729194916779667,0.49588478588418194
SMALL439,40,5,10,IS_OOS,M+sd,500,-0.7562560831056027,-0.023373693494773976,0.5090555023410794
SMALL439,40,5,25,FIT,sd,500,0.07676006079081321,0.30080808323233293,0.07676006079081321
SMALL439,40,5,25,FIT,M,500,0.4937796555120486,0.7124509138036552,0.4937796555120486
SMALL439,40,5,25,FIT,M+sd,500,0.5069188390382005,0.7187133068532274,0.5069188390382005
SMALL439,40,5,25,IS1_IS2,sd,500,-0.8284488036914013,-0.008196224784899139,0.0478061925448835
SMALL439,40,5,25,IS1_IS2,M,500,-1.3054421108383552,-0.06106459625838503,0.5000644764150841
SMALL439,40,5,25,IS1_IS2,M+sd,500,-1.3335139274188048,-0.06557277429109716,0.507584650428183
SMALL439,40,5,25,IS_OOS,sd,500,-0.06664166888791567,0.09654009816039263,0.07676006079081321
SMALL439,40,5,25,IS_OOS,M,500,-0.7149806754591772,-0.026311017244068976,0.4937796555120486
SMALL439,40,5,25,IS_OOS,M+sd,500,-0.7652706325579166,-0.02309874839499358,0.5069188390382005
SMALL439,40,20,10,FIT,sd,500,0.04432015055269534,0.21144679778719114,0.04432015055269534
SMALL439,40,20,10,FIT,M,500,0.8619983083703437,0.9205276181104723,0.8619983083703437
SMALL439,40,20,10,FIT,M+sd,500,0.855701890346213,0.9173412693650774,0.855701890346213
SMALL439,40,20,10,IS1_IS2,sd,500,-4.25386650117615,-0.061849207396829586,0.03194729737067292
SMALL439,40,20,10,IS1_IS2,M,500,-5.239593936874505,-0.14034824139296556,0.8341663830646231
SMALL439,40,20,10,IS1_IS2,M+sd,500,-5.196170910089299,-0.1440933123732495,0.827034548230913
SMALL439,40,20,10,IS_OOS,sd,500,-1.6127853120134708,0.10621146484585937,0.04432015055269534
SMALL439,40,20,10,IS_OOS,M,500,-3.0285559147195773,-0.11017464869859478,0.8619983083703437
SMALL439,40,20,10,IS_OOS,M+sd,500,-2.971330492745163,-0.1059618638474554,0.855701890346213
SMALL439,40,20,25,FIT,sd,500,0.04346863648586541,0.21160452641810568,0.04346863648586541
SMALL439,40,20,25,FIT,M,500,0.8577506991182529,0.917571766287065,0.8577506991182529
SMALL439,40,20,25,FIT,M+sd,500,0.8523225793315063,0.9151051324205296,0.8523225793315063
SMALL439,40,20,25,IS1_IS2,sd,500,-4.429607819916899,-0.061465877863511445,0.03132757155356325
SMALL439,40,20,25,IS1_IS2,M,500,-5.4064116833376055,-0.1384753699014796,0.8266789508663568
SMALL439,40,20,25,IS1_IS2,M+sd,500,-5.36727799950321,-0.14423510494041974,0.8246562262794104
SMALL439,40,20,25,IS_OOS,sd,500,-1.8273079167202302,0.10624093696374784,0.04346863648586541
SMALL439,40,20,25,IS_OOS,M,500,-3.2588209168939652,-0.11477018708074832,0.8577506991182529
SMALL439,40,20,25,IS_OOS,M+sd,500,-3.200051101936352,-0.11165852663410653,0.8523225793315063
SMALL439,80,5,10,FIT,sd,500,0.03758836771029417,0.20341281365125458,0.03758836771029417
SMALL439,80,5,10,FIT,M,500,0.44625170082480925,0.654253369013476,0.44625170082480925
SMALL439,80,5,10,FIT,M+sd,500,0.4677433034522216,0.6676793107172428,0.4677433034522216
SMALL439,80,5,10,IS1_IS2,sd,500,-1.2811749915921689,-0.0052115728462913844,0.008479496904685857
SMALL439,80,5,10,IS1_IS2,M,500,-1.6953737865748861,-0.06769889479557918,0.5025405197090296
SMALL439,80,5,10,IS1_IS2,M+sd,500,-1.674990744876243,-0.07067682670730682,0.5114353206596303
SMALL439,80,5,10,IS_OOS,sd,500,-0.25558001142082665,0.012646130584522337,0.03758836771029417
SMALL439,80,5,10,IS_OOS,M,500,-0.7609955052424506,-0.04620680882723531,0.44625170082480925
SMALL439,80,5,10,IS_OOS,M+sd,500,-0.815168317710969,-0.0443943215772863,0.4677433034522216
SMALL439,80,5,25,FIT,sd,500,0.03774750656796122,0.2034121416485666,0.03774750656796122
SMALL439,80,5,25,FIT,M,500,0.447850537882572,0.6544792579170317,0.447850537882572
SMALL439,80,5,25,FIT,M+sd,500,0.4693897174976859,0.6681124644498578,0.4693897174976859
SMALL439,80,5,25,IS1_IS2,sd,500,-1.3269328945872223,-0.004684434737738951,0.008010956469603703
SMALL439,80,5,25,IS1_IS2,M,500,-1.7341319678647809,-0.06689863559454239,0.5042285012559802
SMALL439,80,5,25,IS1_IS2,M+sd,500,-1.7138853867666537,-0.06975685502742011,0.5128615203994036
SMALL439,80,5,25,IS_OOS,sd,500,-0.2548371165642782,0.014413497653990614,0.03774750656796122
SMALL439,80,5,25,IS_OOS,M,500,-0.7716172203089229,-0.04438971355885423,0.447850537882572
SMALL439,80,5,25,IS_OOS,M+sd,500,-0.8269726293022661,-0.0425376741506966,0.4693897174976859
SMALL439,80,20,10,FIT,sd,500,0.02218951101413702,0.17259361837447348,0.02218951101413702
SMALL439,80,20,10,FIT,M,500,0.6617746522317611,0.7892277009108036,0.6617746522317611
SMALL439,80,20,10,FIT,M+sd,500,0.6761249097624503,0.7986754827019308,0.6761249097624503
SMALL439,80,20,10,IS1_IS2,sd,500,-4.660793396046941,-0.03776933507734031,0.011078810715970278
SMALL439,80,20,10,IS1_IS2,M,500,-5.659678408798469,-0.11631934527738111,0.7281195909744094
SMALL439,80,20,10,IS1_IS2,M+sd,500,-5.668319617990652,-0.11554126216504865,0.7252044182910149
SMALL439,80,20,10,IS_OOS,sd,500,-0.40215311135453113,-0.05777005508022032,0.02218951101413702
SMALL439,80,20,10,IS_OOS,M,500,-1.411824653697444,-0.11345603782415128,0.6617746522317611
SMALL439,80,20,10,IS_OOS,M+sd,500,-1.368665589948622,-0.11291805167220668,0.6761249097624503
SMALL439,80,20,25,FIT,sd,500,0.021521040554945303,0.16952851811407246,0.021521040554945303
SMALL439,80,20,25,FIT,M,500,0.6685604567625429,0.7928486433945735,0.6685604567625429
SMALL439,80,20,25,FIT,M+sd,500,0.6739207730197423,0.7971974607898431,0.6739207730197423
SMALL439,80,20,25,IS1_IS2,sd,500,-4.861652872110832,-0.03681614726458905,0.010536435130253263
SMALL439,80,20,25,IS1_IS2,M,500,-5.843758646936639,-0.11401370405481623,0.7258183479832898
SMALL439,80,20,25,IS1_IS2,M+sd,500,-5.852035503709392,-0.1138188232752931,0.7230232748637517
SMALL439,80,20,25,IS_OOS,sd,500,-0.5132815257388774,-0.06076785907143628,0.021521040554945303
SMALL439,80,20,25,IS_OOS,M,500,-1.5098780803409944,-0.1222199128796515,0.6685604567625429
SMALL439,80,20,25,IS_OOS,M+sd,500,-1.5083836362429306,-0.12174288697154789,0.6739207730197423
