panel,book,gross,cadence,n_cert_BOTH,n_cert_ROT,n_cert_FIX,survive_BOTH,survive_ROT,survive_FIX,p4b,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,Sharpe,MaxDD,CAGR,degenerate
U56,EWELIG,0.5,Q,1,1,1,True,True,True,False,1.0372540959322707,0.07694932520549802,-0.1508349339412699,1.0772256016090214,-0.15083493394127034,0.07696889982921284,True
U56,EWELIG,0.5,W,1,1,1,True,True,True,False,1.1038432799018731,0.07465910438280376,-0.10725809652540208,1.044440418680628,-0.10725809652540164,0.0689672869205813,True
U56,EWELIG,0.75,M,0,0,0,False,False,False,True,1.2149124206688595,0.1297058584778965,-0.1701240003603841,1.138112894995773,-0.17012400036038455,0.1177995585525069,True
U56,EWELIG,0.75,Q,1,1,1,True,True,True,False,1.0325898614187925,0.1151706555831351,-0.22205956064031962,1.074955684064726,-0.2220595606403195,0.11552919982149779,True
U56,EWELIG,0.75,W,1,1,1,True,True,True,False,1.1039160819102563,0.11228329658970448,-0.15874706658130855,1.0446533114151149,-0.158747066581309,0.10351422036761027,True
U56,EWELIG,1.0,M,1,1,1,True,True,True,False,1.2149235418653035,0.17411322225238623,-0.2218181994889008,1.139661949390042,-0.2218181994889007,0.15797972716191278,True
U56,EWELIG,1.0,Q,1,1,1,True,True,True,False,1.0270538058980698,0.15307955127184147,-0.2906923917212969,1.072046866180317,-0.290692391721297,0.15403959583203664,True
U56,EWELIG,1.0,W,1,1,1,True,True,True,False,1.1039086332719894,0.14999071066779202,-0.2088028847075667,1.0447956952835993,-0.2088028847075667,0.13799602142445888,True
U56,TOP10,0.5,M,2,3,2,True,True,True,True,1.1377783689837906,0.1210111291994671,-0.16098639048836616,1.144414062733024,-0.16098639048836583,0.11443024822362524,False
U56,TOP10,0.5,Q,3,4,3,True,True,True,False,0.8722187168089166,0.0979409406757239,-0.16803405665265347,0.9822272673202834,-0.16803405665265359,0.10324063798163663,False
U56,TOP10,0.5,W,4,4,4,True,True,True,False,0.9902505227056848,0.09962833697857154,-0.1188728557522758,0.9296061831666437,-0.11887285575227524,0.08769701919215733,False
U56,TOP10,0.75,M,3,4,3,True,True,True,False,1.141253184688935,0.18270867729084683,-0.23215158924479418,1.1483931919926516,-0.2321515892447944,0.17302042081188374,False
U56,TOP10,0.75,Q,4,5,4,True,True,True,False,0.8800593798701023,0.14636759785750386,-0.2446128751952824,0.9883114043904431,-0.2446128751952823,0.15511296019372112,False
U56,TOP10,0.75,W,4,5,4,True,True,True,False,0.9922363316436791,0.1490776484709162,-0.175382087611208,0.9313665574079554,-0.175382087611208,0.1308530080932384,False
U56,TOP10,1.0,M,2,2,2,True,True,True,False,1.144598578260798,0.24493338847281,-0.2979275261211184,1.152246190853404,-0.2979275261211185,0.23232626783924104,False
U56,TOP10,1.0,Q,3,4,3,True,True,True,False,0.8872008537228228,0.19423355134420328,-0.31680146008431165,0.9937043056587505,-0.31680146008431176,0.20698753090309907,False
U56,TOP10,1.0,W,5,5,5,True,True,True,False,0.9939970421875781,0.1979037048802159,-0.22995300455370637,0.9328841157109337,-0.22995300455370626,0.17322325132757865,False
U56,TOP20,0.5,M,1,1,1,True,True,True,False,1.3046444744253443,0.11558033626690656,-0.1340205804940322,1.2100931841601033,-0.13402058049403243,0.10097466011116008,False
U56,TOP20,0.5,Q,2,2,2,True,True,True,False,1.0902451516615446,0.10728308343201554,-0.18702106060457968,1.0532281847322496,-0.18702106060457913,0.09517999532082966,False
U56,TOP20,0.5,W,2,4,2,True,True,True,False,1.123858305327245,0.09533828981720283,-0.12422887060555077,1.0598619041877877,-0.12422887060555077,0.084859970300458,False
U56,TOP20,0.75,M,1,1,1,True,True,True,True,1.3061393257824105,0.17533661490907093,-0.1950686665734841,1.2125190558037329,-0.19506866657348398,0.1528351624350397,False
U56,TOP20,0.75,Q,3,4,3,True,True,True,False,1.091119777073039,0.16141449127405294,-0.27122348653496386,1.0549294638686841,-0.2712234865349642,0.14308605203806013,False
U56,TOP20,0.75,W,2,4,2,True,True,True,True,1.1245769117934892,0.14350879898610813,-0.1830835190220359,1.060346917860851,-0.183083519022036,0.12738365896638015,False
U56,TOP20,1.0,M,1,1,1,True,True,True,False,1.3074921347420023,0.23625825619385976,-0.25249909119302016,1.2148262723870038,-0.2524990911930203,0.2054925307916291,False
U56,TOP20,1.0,Q,2,3,2,True,True,True,False,1.090620761836479,0.21565194822370848,-0.3500176472643126,1.055693097216905,-0.3500176472643125,0.19104866910252194,False
U56,TOP20,1.0,W,2,5,2,True,True,True,False,1.125055395087247,0.19176639473744816,-0.23978894875699952,1.060589573228121,-0.23978894875699963,0.16975025613392503,False
U56,TOP5,0.5,M,4,4,4,True,True,True,False,0.8363507683982854,0.10885923117285823,-0.19108238464740213,1.0076660206673396,-0.19108238464740213,0.12556039531910512,False
U56,TOP5,0.5,Q,4,4,5,True,True,True,False,0.5393730152144512,0.0668011205513317,-0.19906466500098174,0.8480397687489232,-0.1990646650009822,0.10591572568919316,False
U56,TOP5,0.5,W,4,5,4,True,True,True,False,0.9545784292588039,0.12085708844792675,-0.1472934183714636,0.9203617806224856,-0.14729341837146293,0.10898198235253309,False
U56,TOP5,0.75,M,5,5,5,True,True,True,False,0.844298426675679,0.16171016041714936,-0.2724245337622353,1.0136574837972157,-0.2724245337622352,0.18864363435644216,False
U56,TOP5,0.75,Q,5,5,5,True,True,True,False,0.5508132205666658,0.09669843676768064,-0.2938125794953821,0.8554961821152519,-0.293812579495383,0.15733891429492042,False
U56,TOP5,0.75,W,5,5,5,True,True,True,False,0.9583725362472999,0.180189614100704,-0.21508840335702684,0.9234279854354637,-0.21508840335702561,0.1621707746498684,False
U56,TOP5,1.0,M,4,4,4,True,True,True,False,0.8521981299702257,0.21307438445824234,-0.34606700062524376,1.0195051248114342,-0.34606700062524387,0.2515234495324947,False
U56,TOP5,1.0,Q,4,4,4,True,True,True,False,0.5618601050345475,0.12397630670526527,-0.38478757259184737,0.8621856898434022,-0.3847875725918475,0.2073940064130626,False
U56,TOP5,1.0,W,5,5,5,True,True,True,False,0.9619269550606213,0.2381052859178654,-0.27908839282073816,0.9262286200427939,-0.2790883928207394,0.2139022174393943,False
