passset,panel,cost,statistic,n,n_pop,median,mean,pop_median,gap,share_pos,share_above_pop
P_4B,SMALL663,25.0,A_RANK,0,60,,,-12.499999999999998,,,
P_4A,SMALL663,25.0,A_DIFF,1,60,-0.34763361522504377,-0.34763361522504377,-0.3475044233478335,-0.00012919187721027736,0.0,0.0
P_4A,SMALL663,25.0,A_MARGIN,1,60,-0.26823167785325486,-0.26823167785325486,-0.2681024859760446,-0.00012919187721027736,0.0,0.0
P_4A,SMALL663,25.0,A_RATIO,1,60,0.6097191175156915,0.6097191175156915,0.40560890363125457,0.20411021388443695,1.0,1.0
P_4A,SMALL663,25.0,A_RANK,1,60,6.666666666666665,6.666666666666665,-12.499999999999998,19.166666666666664,1.0,1.0
P_ALL,POOLED,50.0,A_DIFF,180,180,-0.2841565444044101,-0.2726299972938033,-0.2841565444044101,0.0,0.12777777777777777,0.5
P_ALL,POOLED,50.0,A_MARGIN,180,180,-0.15491476451453434,-0.15556168377233923,-0.15491476451453434,0.0,0.2777777777777778,0.5
P_ALL,POOLED,50.0,A_RATIO,168,180,0.6399606933594448,0.5612747617339557,0.6399606933594448,0.0,0.9285714285714286,0.5
P_ALL,POOLED,50.0,A_RANK,180,180,0.0,-3.1579677144893343e-16,0.0,0.0,0.4777777777777778,0.4777777777777778
P_4B,POOLED,50.0,A_DIFF,3,180,0.0011700099856273294,-0.026425251324798893,-0.2841565444044101,0.28532655439003746,0.6666666666666666,1.0
P_4B,POOLED,50.0,A_MARGIN,3,180,0.1393538911695983,0.11175862985917207,-0.15491476451453434,0.29426865568413263,1.0,1.0
P_4B,POOLED,50.0,A_RATIO,3,180,1.001102243286335,0.9771457953444088,0.6399606933594448,0.3611415499268902,1.0,1.0
P_4B,POOLED,50.0,A_RANK,3,180,33.33333333333333,24.444444444444443,0.0,33.33333333333333,1.0,1.0
P_4A,POOLED,50.0,A_DIFF,2,180,-0.30406485960788154,-0.30406485960788154,-0.2841565444044101,-0.019908315203471416,0.0,0.5
P_4A,POOLED,50.0,A_MARGIN,2,180,-0.19755432991767102,-0.19755432991767102,-0.15491476451453434,-0.04263956540313668,0.0,0.5
P_4A,POOLED,50.0,A_RATIO,2,180,0.6778903196473894,0.6778903196473894,0.6399606933594448,0.03792962628794461,1.0,0.5
P_4A,POOLED,50.0,A_RANK,2,180,14.999999999999996,14.999999999999996,0.0,14.999999999999996,1.0,1.0
P_ALL,U56,50.0,A_DIFF,60,60,-0.08100146594292834,-0.15930747411047141,-0.08100146594292834,0.0,0.25,0.5
P_ALL,U56,50.0,A_MARGIN,60,60,0.05718241524104262,-0.021123592926500474,0.05718241524104262,0.0,0.6333333333333333,0.5
P_ALL,U56,50.0,A_RATIO,60,60,0.9150417392692018,0.8795864791385083,0.9150417392692018,0.0,1.0,0.5
P_ALL,U56,50.0,A_RANK,60,60,6.666666666666665,1.7763568394002506e-16,6.666666666666665,0.0,0.6,0.4666666666666667
P_4B,U56,50.0,A_DIFF,3,60,0.0011700099856273294,-0.026425251324798893,-0.08100146594292834,0.08217147592855567,0.6666666666666666,0.6666666666666666
P_4B,U56,50.0,A_MARGIN,3,60,0.1393538911695983,0.11175862985917207,0.05718241524104262,0.08217147592855567,1.0,0.6666666666666666
P_4B,U56,50.0,A_RATIO,3,60,1.001102243286335,0.9771457953444088,0.9150417392692018,0.08606050401713317,1.0,1.0
P_4B,U56,50.0,A_RANK,3,60,33.33333333333333,24.444444444444443,6.666666666666665,26.666666666666664,1.0,0.6666666666666666
P_4A,U56,50.0,A_DIFF,0,60,,,-0.08100146594292834,,,
P_4A,U56,50.0,A_MARGIN,0,60,,,0.05718241524104262,,,
P_4A,U56,50.0,A_RATIO,0,60,,,0.9150417392692018,,,
P_4A,U56,50.0,A_RANK,0,60,,,6.666666666666665,,,
P_ALL,B136,50.0,A_DIFF,60,60,-0.3459662946335071,-0.3818813478578865,-0.3459662946335071,0.0,0.0,0.5
P_ALL,B136,50.0,A_MARGIN,60,60,-0.21234717262487496,-0.24826222584925436,-0.21234717262487496,0.0,0.06666666666666667,0.5
P_ALL,B136,50.0,A_RATIO,60,60,0.6597339189721503,0.6305886408961331,0.6597339189721503,0.0,1.0,0.5
P_ALL,B136,50.0,A_RANK,60,60,0.8333333333333359,1.4802973661668754e-17,0.8333333333333359,0.0,0.5,0.5
P_4B,B136,50.0,A_DIFF,0,60,,,-0.3459662946335071,,,
P_4B,B136,50.0,A_MARGIN,0,60,,,-0.21234717262487496,,,
P_4B,B136,50.0,A_RATIO,0,60,,,0.6597339189721503,,,
P_4B,B136,50.0,A_RANK,0,60,,,0.8333333333333359,,,
P_4A,B136,50.0,A_DIFF,1,60,-0.26824901423908143,-0.26824901423908143,-0.3459662946335071,0.07771728039442566,0.0,1.0
P_4A,B136,50.0,A_MARGIN,1,60,-0.1346298922304493,-0.1346298922304493,-0.21234717262487496,0.07771728039442566,0.0,1.0
P_4A,B136,50.0,A_RATIO,1,60,0.7663024626079405,0.7663024626079405,0.6597339189721503,0.10656854363579027,1.0,1.0
P_4A,B136,50.0,A_RANK,1,60,23.33333333333333,23.33333333333333,0.8333333333333359,22.499999999999993,1.0,1.0
P_ALL,SMALL663,50.0,A_DIFF,60,60,-0.3441176677144212,-0.27670116991305177,-0.3441176677144212,0.0,0.13333333333333333,0.5
P_ALL,SMALL663,50.0,A_MARGIN,60,60,-0.26471573034263224,-0.19729923254126286,-0.26471573034263224,0.0,0.13333333333333333,0.5
P_ALL,SMALL663,50.0,A_RATIO,48,60,0.3169052197886073,0.07674276602554321,0.3169052197886073,0.0,0.75,0.5
P_ALL,SMALL663,50.0,A_RANK,60,60,-7.500000000000001,5.921189464667501e-17,-7.500000000000001,0.0,0.3333333333333333,0.5
P_4B,SMALL663,50.0,A_DIFF,0,60,,,-0.3441176677144212,,,
P_4B,SMALL663,50.0,A_MARGIN,0,60,,,-0.26471573034263224,,,
P_4B,SMALL663,50.0,A_RATIO,0,60,,,0.3169052197886073,,,
P_4B,SMALL663,50.0,A_RANK,0,60,,,-7.500000000000001,,,
P_4A,SMALL663,50.0,A_DIFF,1,60,-0.33988070497668166,-0.33988070497668166,-0.3441176677144212,0.004236962737739547,0.0,1.0
P_4A,SMALL663,50.0,A_MARGIN,1,60,-0.26047876760489275,-0.26047876760489275,-0.26471573034263224,0.004236962737739491,0.0,1.0
P_4A,SMALL663,50.0,A_RATIO,1,60,0.5894781766868383,0.5894781766868383,0.3169052197886073,0.272572956898231,1.0,1.0
P_4A,SMALL663,50.0,A_RANK,1,60,6.666666666666665,6.666666666666665,-7.500000000000001,14.166666666666666,1.0,1.0
