panel,book,cadence,window,offset,cost,path_pp,cost_pp,dTurn_ann,ratio
U56,EWELIG,W,OOS,4,50,-0.07620425844905299,0.0057577297892801305,-0.011515459578560261,0.07555653590054302
U56,TOP20,M,FULL,1,10,-0.14789907705137217,-0.002209898951290157,0.022098989512901568,0.014941938755456581
U56,TOP20,M,FULL,1,50,-0.14789907705137217,-0.011049494756450784,0.022098989512901568,0.0747096937772829
U56,TOP20,M,FULL,2,10,-0.5617916978546633,0.0003156027679363405,-0.0031560276793634046,0.0005617789816786997
U56,TOP20,M,FULL,2,50,-0.5617916978546633,0.001578013839681702,-0.0031560276793634046,0.0028088949083934977
U56,TOP20,M,FULL,3,10,-1.1567002055495434,-0.005761925407203172,0.05761925407203172,0.004981347266611495
U56,TOP20,M,FULL,3,50,-1.1567002055495434,-0.028809627036015865,0.05761925407203172,0.024906736333057476
U56,TOP20,M,FULL,4,10,-1.424206115667359,0.0009270773451512504,-0.009270773451512504,0.00065094324125749
U56,TOP20,M,FULL,4,50,-1.424206115667359,0.004635386725756252,-0.009270773451512504,0.0032547162062874497
U56,TOP20,M,OOS,1,10,0.3585945251862954,0.004924816286186839,-0.049248162861868394,0.013733662787038706
U56,TOP20,M,OOS,1,50,0.3585945251862954,0.024624081430934197,-0.049248162861868394,0.06866831393519353
U56,TOP20,M,OOS,2,10,0.18421532989538747,0.00977563970123967,-0.09775639701239669,0.05306637458886335
U56,TOP20,M,OOS,2,50,0.18421532989538747,0.048878198506198345,-0.09775639701239669,0.26533187294431676
U56,TOP20,M,OOS,3,10,-0.827932242366658,0.0017685579942847696,-0.017685579942847696,0.0021361144110408326
U56,TOP20,M,OOS,3,50,-0.827932242366658,0.008842789971423848,-0.017685579942847696,0.010680572055204163
U56,TOP20,M,OOS,4,10,-1.02529460303451,0.007932143614877863,-0.07932143614877862,0.00773645310469939
U56,TOP20,M,OOS,4,50,-1.02529460303451,0.03966071807438931,-0.07932143614877862,0.03868226552349694
U56,TOP20,Q,FULL,1,10,0.7733534309584122,-0.0021646630382300635,0.021646630382300636,0.002799060496243496
U56,TOP20,Q,FULL,1,50,0.7733534309584122,-0.010823315191150318,0.021646630382300636,0.01399530248121748
U56,TOP20,Q,FULL,2,10,1.224040743951571,-0.00559309728900903,0.0559309728900903,0.004569371825771774
U56,TOP20,Q,FULL,2,50,1.224040743951571,-0.027965486445045155,0.0559309728900903,0.022846859128858872
U56,TOP20,Q,FULL,3,10,1.215376360114373,-0.0031869055741230224,0.03186905574123022,0.0026221553081903935
U56,TOP20,Q,FULL,3,50,1.215376360114373,-0.01593452787061511,0.03186905574123022,0.013110776540951967
U56,TOP20,Q,FULL,4,10,0.4531274454066203,-0.004877312024008029,0.04877312024008029,0.010763664998555328
U56,TOP20,Q,FULL,4,50,0.4531274454066203,-0.024386560120040146,0.04877312024008029,0.05381832499277664
U56,TOP20,Q,OOS,1,10,0.44736292830609425,0.002453698047477593,-0.024536980474775927,0.005484804153907732
U56,TOP20,Q,OOS,1,50,0.44736292830609425,0.012268490237387963,-0.024536980474775927,0.02742402076953866
U56,TOP20,Q,OOS,2,10,0.9699583628562269,-0.0007160102742748365,0.007160102742748364,0.000738186608512151
U56,TOP20,Q,OOS,2,50,0.9699583628562269,-0.003580051371374182,0.007160102742748364,0.003690933042560755
U56,TOP20,Q,OOS,3,10,0.633217677630471,-0.002555401002397595,0.025554010023975948,0.004035580642599903
U56,TOP20,Q,OOS,3,50,0.633217677630471,-0.012777005011987974,0.025554010023975948,0.020177903212999518
U56,TOP20,Q,OOS,4,10,0.407135665375713,0.0044680080598165535,-0.04468008059816553,0.010974248732774089
U56,TOP20,Q,OOS,4,50,0.407135665375713,0.022340040299082764,-0.04468008059816553,0.05487124366387043
U56,TOP20,W,FULL,1,10,0.17088433342415943,0.01563602332817169,-0.1563602332817169,0.09150062510037615
U56,TOP20,W,FULL,1,50,0.17088433342415943,0.07818011664085844,-0.1563602332817169,0.4575031255018807
U56,TOP20,W,FULL,2,10,0.6019262175871898,0.00842914529673866,-0.0842914529673866,0.014003618799870082
U56,TOP20,W,FULL,2,50,0.6019262175871898,0.0421457264836933,-0.0842914529673866,0.07001809399935041
U56,TOP20,W,FULL,3,10,0.6211646098632784,0.044069384381761445,-0.44069384381761445,0.07094638632336338
U56,TOP20,W,FULL,3,50,0.6211646098632784,0.22034692190880723,-0.44069384381761445,0.35473193161681693
U56,TOP20,W,FULL,4,10,-0.7126235623246213,0.0068346739153597015,-0.06834673915359701,0.00959086153854439
U56,TOP20,W,FULL,4,50,-0.7126235623246213,0.03417336957679851,-0.06834673915359701,0.04795430769272195
U56,TOP20,W,OOS,1,10,-0.08146868946066199,0.02957202137641435,-0.2957202137641435,0.36298633956415255
U56,TOP20,W,OOS,1,50,-0.08146868946066199,0.14786010688207174,-0.2957202137641435,1.8149316978207626
U56,TOP20,W,OOS,2,10,1.119824693207061,0.023200330724398376,-0.23200330724398377,0.020717823838975233
U56,TOP20,W,OOS,2,50,1.119824693207061,0.11600165362199187,-0.23200330724398377,0.10358911919487616
U56,TOP20,W,OOS,3,10,0.8629065127282454,0.0465583605987435,-0.465583605987435,0.05395527778732399
U56,TOP20,W,OOS,3,50,0.8629065127282454,0.23279180299371752,-0.465583605987435,0.2697763889366199
U56,TOP20,W,OOS,4,10,-0.6179484248084233,0.003634847506761041,-0.03634847506761041,0.0058821211622764775
U56,TOP20,W,OOS,4,50,-0.6179484248084233,0.018174237533805204,-0.03634847506761041,0.029410605811382384
