corpus,cost_bps,dial,arm,score,n,mean_d,median_d,t,wins,losses,ties,sign_p,agree_share,off_n,off_mean_d
A,10,N,CONST-INC,OOS_Sharpe,53,0.02152851876388876,0.0,1.4725692699513038,21,20,12,1.0,0.22641509433962265,41,0.027829548646002532
A,10,N,CONST-INC,OOS_margin,53,0.011170949752258236,0.0,0.6108194246118979,24,17,12,0.34888887944907765,0.22641509433962265,41,0.014440496021211866
A,10,N,SEL-4B,OOS_Sharpe,53,0.025750607759010186,0.0048250325178799125,1.4818111604824828,27,16,10,0.12628947438543037,0.18867924528301888,43,0.031739121191338135
A,10,N,SEL-4B,OOS_margin,53,0.07104934898426585,0.06535547374269009,4.462901945216138,34,9,10,0.00017015517460094998,0.18867924528301888,43,0.0875724533992114
A,10,N,RANDOM,OOS_Sharpe,53,-0.03780354479886329,-0.014410274530278988,-1.897652197627708,20,28,5,0.31232680747326924,0.09433962264150944,48,-0.041741414048744874
A,10,N,RANDOM,OOS_margin,53,-0.08200925386303232,-0.062476475354862476,-3.0097967473904483,17,31,5,0.05946337525377032,0.09433962264150944,48,-0.09055188447376483
A,10,N,ORACLE,OOS_Sharpe,53,0.11152318344789282,0.09074816140185993,7.58919557836161,43,0,10,2.2737367544323206e-13,0.18867924528301888,43,0.13745880750554232
A,10,N,ORACLE,OOS_margin,53,0.04316626828104889,0.017827981917160993,1.4639738106728022,28,15,10,0.0659940344557981,0.18867924528301888,43,0.053204935323153305
A,10,BAND,MODE-GLOBAL,OOS_Sharpe,53,0.0005037875854642523,0.0,0.16166241611282137,8,2,43,0.109375,0.8113207547169812,10,0.0026700742029605374
A,10,BAND,MODE-GLOBAL,OOS_margin,53,0.0028825246318858193,0.0,1.0441800012495592,5,5,43,1.0,0.8113207547169812,10,0.015277380548994843
A,10,BAND,MODE-LOO,OOS_Sharpe,53,0.0005037875854642523,0.0,0.16166241611282137,8,2,43,0.109375,0.8113207547169812,10,0.0026700742029605374
A,10,BAND,MODE-LOO,OOS_margin,53,0.0028825246318858193,0.0,1.0441800012495592,5,5,43,1.0,0.8113207547169812,10,0.015277380548994843
A,10,BAND,MODE-XCORPUS,OOS_Sharpe,53,0.0005037875854642523,0.0,0.16166241611282137,8,2,43,0.109375,0.8113207547169812,10,0.0026700742029605374
A,10,BAND,MODE-XCORPUS,OOS_margin,53,0.0028825246318858193,0.0,1.0441800012495592,5,5,43,1.0,0.8113207547169812,10,0.015277380548994843
A,10,BAND,CONST-INC,OOS_Sharpe,53,-0.008526665053000933,-0.001251049537828397,-1.082417785826526,23,27,3,0.6718110337653656,0.05660377358490566,50,-0.009038264956180988
A,10,BAND,CONST-INC,OOS_margin,53,-0.027300060813426293,-0.000554621620004192,-2.4360907851958697,22,28,3,0.47988766169832786,0.05660377358490566,50,-0.02893806446223187
A,10,BAND,SEL-4B,OOS_Sharpe,53,-0.0025873226649018722,0.0,-0.7760343621491369,7,11,35,0.480682373046875,0.660377358490566,18,-0.007618227846655513
A,10,BAND,SEL-4B,OOS_margin,53,8.91849208208559e-05,0.0,0.04333967956949491,11,7,35,0.480682373046875,0.660377358490566,18,0.00026260004463918643
A,10,BAND,RANDOM,OOS_Sharpe,53,-0.0062769502068246,0.0,-0.906017452179644,22,25,6,0.7708669945730264,0.11320754716981132,47,-0.007078262999185187
A,10,BAND,RANDOM,OOS_margin,53,-0.020300981917510716,0.0,-2.2066336771318356,22,25,6,0.7708669945730264,0.11320754716981132,47,-0.02289259663038443
A,10,BAND,ORACLE,OOS_Sharpe,53,0.023970097726990845,0.009524663048486315,5.692665795281493,31,0,22,9.313225746154785e-10,0.41509433962264153,31,0.04098113482356499
A,10,BAND,ORACLE,OOS_margin,53,0.014105370701972644,0.0,4.128540784496195,24,7,22,0.003326892852783203,0.41509433962264153,31,0.024115633780791946
A,10,CADENCE,MODE-GLOBAL,OOS_Sharpe,53,0.026083724940281605,0.0,2.887937977385498,9,0,44,0.00390625,0.8301886792452831,9,0.15360415798165836
A,10,CADENCE,MODE-GLOBAL,OOS_margin,53,0.034288603315265224,0.0,2.476119241209614,9,0,44,0.00390625,0.8301886792452831,9,0.20192177507878412
A,10,CADENCE,MODE-LOO,OOS_Sharpe,53,0.026083724940281605,0.0,2.887937977385498,9,0,44,0.00390625,0.8301886792452831,9,0.15360415798165836
A,10,CADENCE,MODE-LOO,OOS_margin,53,0.034288603315265224,0.0,2.476119241209614,9,0,44,0.00390625,0.8301886792452831,9,0.20192177507878412
A,10,CADENCE,MODE-XCORPUS,OOS_Sharpe,53,0.026083724940281605,0.0,2.887937977385498,9,0,44,0.00390625,0.8301886792452831,9,0.15360415798165836
A,10,CADENCE,MODE-XCORPUS,OOS_margin,53,0.034288603315265224,0.0,2.476119241209614,9,0,44,0.00390625,0.8301886792452831,9,0.20192177507878412
A,10,CADENCE,CONST-INC,OOS_Sharpe,53,-0.06419037083323248,-0.10018858009246889,-4.5431117516507085,11,40,2,5.703811637403078e-05,0.03773584905660377,51,-0.06670764027767297
A,10,CADENCE,CONST-INC,OOS_margin,53,0.0472562322656734,0.0,2.0222171347013536,26,25,2,1.0,0.03773584905660377,51,0.04910941784471943
A,10,CADENCE,SEL-4B,OOS_Sharpe,53,-0.01828950338611775,0.0,-1.6616603255977118,4,10,39,0.1795654296875,0.7358490566037735,14,-0.06923883424744577
A,10,CADENCE,SEL-4B,OOS_margin,53,0.0316603997032169,0.0,2.231488031617337,11,3,39,0.057373046875,0.7358490566037735,14,0.11985722744789258
A,10,CADENCE,RANDOM,OOS_Sharpe,53,-0.08570702040512915,-0.09926769029409044,-4.942038665656207,6,32,15,2.4342560209333897e-05,0.2830188679245283,38,-0.11953873898610116
A,10,CADENCE,RANDOM,OOS_margin,53,-0.024520424005136352,0.0,-1.0123757003461558,14,24,15,0.14330665429588407,0.2830188679245283,38,-0.03419953874400596
A,10,CADENCE,ORACLE,OOS_Sharpe,53,0.031457796511595706,0.0,3.255611424775453,13,0,40,0.000244140625,0.7547169811320755,13,0.1282510165472748
A,10,CADENCE,ORACLE,OOS_margin,53,0.035639811156783364,0.0,2.5292705358444,10,3,40,0.09228515625,0.7547169811320755,13,0.14530076856227064
A,10,SLEEVE,MODE-GLOBAL,OOS_Sharpe,53,0.0,0.0,,0,0,53,1.0,1.0,0,
A,10,SLEEVE,MODE-GLOBAL,OOS_margin,53,0.0,0.0,,0,0,53,1.0,1.0,0,
A,10,SLEEVE,MODE-LOO,OOS_Sharpe,53,0.0,0.0,,0,0,53,1.0,1.0,0,
A,10,SLEEVE,MODE-LOO,OOS_margin,53,0.0,0.0,,0,0,53,1.0,1.0,0,
A,10,SLEEVE,MODE-XCORPUS,OOS_Sharpe,53,0.0,0.0,,0,0,53,1.0,1.0,0,
A,10,SLEEVE,MODE-XCORPUS,OOS_margin,53,0.0,0.0,,0,0,53,1.0,1.0,0,
A,10,SLEEVE,CONST-INC,OOS_Sharpe,53,-0.18012681473660275,-0.17196539027423086,-37.72615110067599,0,53,0,2.220446049250313e-16,0.0,53,-0.18012681473660275
A,10,SLEEVE,CONST-INC,OOS_margin,53,0.03044369883634199,0.050541542535385064,2.657733729183626,39,14,0,0.0008023308868949641,0.0,53,0.03044369883634199
A,10,SLEEVE,SEL-4B,OOS_Sharpe,53,-0.15178639356737858,-0.15418950413320132,-17.289007418341114,0,52,1,4.440892098500626e-16,0.018867924528301886,52,-0.15470536267444354
A,10,SLEEVE,SEL-4B,OOS_margin,53,0.05416849402410431,0.07381124159958072,5.2415013459186115,47,5,1,1.2848229147266466e-09,0.018867924528301886,52,0.05521019583226017
A,10,SLEEVE,RANDOM,OOS_Sharpe,53,-0.1038864837962877,-0.10499089840454934,-11.434214169795384,0,47,6,1.4210854715202004e-14,0.11320754716981132,47,-0.1171485881107074
A,10,SLEEVE,RANDOM,OOS_margin,53,0.04607368543145185,0.04717996398515463,7.182809551184937,44,3,6,2.4647306418046355e-10,0.11320754716981132,47,0.0519554325078074
A,10,SLEEVE,ORACLE,OOS_Sharpe,53,0.0,0.0,,0,0,53,1.0,1.0,0,
A,10,SLEEVE,ORACLE,OOS_margin,53,0.0,0.0,,0,0,53,1.0,1.0,0,
A,15,GROSS,MODE-GLOBAL,OOS_Sharpe,53,-3.615141559327153e-05,0.0,-1.0459182924723398,1,2,50,1.0,0.9433962264150944,3,-0.0006386750088144636
A,15,GROSS,MODE-GLOBAL,OOS_margin,53,-0.00835359346475131,0.0,-1.201804326923568,1,2,50,1.0,0.9433962264150944,3,-0.1475801512106065
A,15,GROSS,MODE-LOO,OOS_Sharpe,53,-3.615141559327153e-05,0.0,-1.0459182924723398,1,2,50,1.0,0.9433962264150944,3,-0.0006386750088144636
A,15,GROSS,MODE-LOO,OOS_margin,53,-0.00835359346475131,0.0,-1.201804326923568,1,2,50,1.0,0.9433962264150944,3,-0.1475801512106065
A,15,GROSS,MODE-XCORPUS,OOS_Sharpe,53,-3.615141559327153e-05,0.0,-1.0459182924723398,1,2,50,1.0,0.9433962264150944,3,-0.0006386750088144636
A,15,GROSS,MODE-XCORPUS,OOS_margin,53,-0.00835359346475131,0.0,-1.201804326923568,1,2,50,1.0,0.9433962264150944,3,-0.1475801512106065
A,15,GROSS,CONST-INC,OOS_Sharpe,53,0.0005097482054908797,0.0005337087283451281,3.79212797373298,38,14,1,0.001195120320007348,0.018867924528301886,52,0.0005195510555964735
A,15,GROSS,CONST-INC,OOS_margin,53,0.04907890519718385,0.0591535987592371,1.8240651125179521,32,20,1,0.12634707581392135,0.018867924528301886,52,0.05002273029712968
A,15,GROSS,SEL-4B,OOS_Sharpe,53,3.481809898730198e-05,0.0,0.2894652610365287,19,14,20,0.48685024166479707,0.37735849056603776,33,5.59199771614244e-05
A,15,GROSS,SEL-4B,OOS_margin,53,0.08203690159884158,0.0,5.033574115935407,26,7,20,0.0013187271542847157,0.37735849056603776,33,0.1317562359011698
A,15,GROSS,RANDOM,OOS_Sharpe,53,0.0005435494091823878,0.0003152373731230007,2.301347236176033,29,18,6,0.14386508844054902,0.11320754716981132,47,0.0006129386954609905
A,15,GROSS,RANDOM,OOS_margin,53,-0.12164150724838789,-0.06881048782273896,-3.2498633374229446,15,32,6,0.01862383661500644,0.11320754716981132,47,-0.13717021030137355
A,15,GROSS,ORACLE,OOS_Sharpe,53,0.0016994925115083688,0.0007485802172967349,6.653962908998429,41,0,12,9.094947017729282e-13,0.22641509433962265,41,0.002196904953901062
A,15,GROSS,ORACLE,OOS_margin,53,-0.2781907070660275,-0.21764895538262552,-5.870886139044265,10,31,12,0.0014504910141113214,0.22641509433962265,41,-0.35961237742681607
A,15,N,MODE-GLOBAL,OOS_Sharpe,53,0.01257003624560326,0.0,0.7665577202441543,21,21,11,1.0,0.20754716981132076,42,0.01586218859564221
A,15,N,MODE-GLOBAL,OOS_margin,53,0.030401708516479824,0.0036077478390227347,1.6650907425241792,28,14,11,0.04355852192384191,0.20754716981132076,42,0.03836406074698644
A,15,N,MODE-LOO,OOS_Sharpe,53,0.01257003624560326,0.0,0.7665577202441543,21,21,11,1.0,0.20754716981132076,42,0.01586218859564221
A,15,N,MODE-LOO,OOS_margin,53,0.030401708516479824,0.0036077478390227347,1.6650907425241792,28,14,11,0.04355852192384191,0.20754716981132076,42,0.03836406074698644
A,15,N,MODE-XCORPUS,OOS_Sharpe,53,-0.02152936096901294,0.0,-1.2345948508265627,18,26,9,0.2912152365458951,0.16981132075471697,44,-0.025933093894492863
A,15,N,MODE-XCORPUS,OOS_margin,53,0.06259254012909782,0.02853508238535679,3.6284933391976817,32,12,9,0.003657766827927844,0.16981132075471697,44,0.07539555970095874
A,15,N,CONST-INC,OOS_Sharpe,53,0.01257003624560326,0.0,0.7665577202441543,21,21,11,1.0,0.20754716981132076,42,0.01586218859564221
A,15,N,CONST-INC,OOS_margin,53,0.030401708516479824,0.0036077478390227347,1.6650907425241792,28,14,11,0.04355852192384191,0.20754716981132076,42,0.03836406074698644
A,15,N,SEL-4B,OOS_Sharpe,53,0.015595095383719573,0.0,0.8224785468479282,24,16,13,0.26818725105476915,0.24528301886792453,40,0.020663501383428436
A,15,N,SEL-4B,OOS_margin,53,0.08358256723540887,0.054527718442263506,4.647805072199023,33,7,13,4.2277022657799534e-05,0.24528301886792453,40,0.11074690158691676
A,15,N,RANDOM,OOS_Sharpe,53,-0.05110184693830023,-0.024522936641599324,-2.3267770323372288,19,30,4,0.15240777196147803,0.07547169811320754,49,-0.05527342628020229
A,15,N,RANDOM,OOS_margin,53,-0.06565442481592089,-0.04413725267391938,-2.349348948114174,20,29,4,0.2528697301676033,0.07547169811320754,49,-0.07101396969885321
