panel,dial,pick_S,pick_C,same,dOOS_Sharpe,dOOS_CAGR_pp,xr,freelunch,both_worse,S_OOS_Sharpe,C_OOS_Sharpe,DN_OOS_Sharpe,S_OOS_CAGR,C_OOS_CAGR,DN_OOS_CAGR,n_arms
S3_B60,trim,B0.08,B0.08,True,0.0,0.0,,False,False,1.1288997439148707,1.1288997439148707,1.1339052824527875,0.09766631330092901,0.09766631330092901,0.09198228463634162,6
S3_B60,volgate,V1.00,V1.00,True,0.0,0.0,,False,False,1.0714947962906942,1.0714947962906942,1.088126511094461,0.14275995640441685,0.14275995640441685,0.1292799196358858,6
S4_M120,cadence,FREQ_M,FREQ_M,True,0.0,0.0,,False,False,0.3581169212297774,0.3581169212297774,0.3904270351692034,0.04279732853773366,0.04279732853773366,0.05010604699002075,4
S4_M120,gross,G1.00,G1.00,True,0.0,0.0,,False,False,0.39272135248332035,0.39272135248332035,0.3900523766862521,0.06239028626190568,0.06239028626190568,0.04737038274886274,6
S4_M120,n,EWall,EWall,True,0.0,0.0,,False,False,0.3904270351692034,0.3904270351692034,0.3904270351692034,0.05010604699002075,0.05010604699002075,0.05010604699002075,5
S4_M120,trim,B0.08,B0.08,True,0.0,0.0,,False,False,0.6629953036569757,0.6629953036569757,0.5812331378222779,0.04800872708557202,0.04800872708557202,0.04063894478145458,6
S4_M120,volgate,V0.40,V0.40,True,0.0,0.0,,False,False,0.07429147914372695,0.07429147914372695,0.3904270351692034,0.0012899295972974567,0.0012899295972974567,0.05010604699002075,6
S5_M120,cadence,FREQ_M,FREQ_M,True,0.0,0.0,,False,False,0.24100659766717528,0.24100659766717528,0.13515899969507647,0.02528600829892058,0.02528600829892058,0.008657851934956273,4
S5_M120,gross,G1.00,G1.00,True,0.0,0.0,,False,False,0.1395220695600283,0.1395220695600283,0.13438942330714443,0.006458389257891106,0.006458389257891106,0.00878622013526753,6
S5_M120,n,EWall,FWD5,False,0.1175132612327425,2.3273466477466975,,True,False,0.13515899969507647,0.25267226092781897,0.13515899969507647,0.008657851934956273,0.03193131841242325,0.008657851934956273,4
S5_M120,trim,B0.03,B0.03,True,0.0,0.0,,False,False,0.4614486993147851,0.4614486993147851,0.4614486993147851,0.031355844876715055,0.031355844876715055,0.031355844876715055,6
S5_M120,volgate,V0.30,V0.40,False,-0.099929462768929,-1.3203132047771016,-13.212451745388805,False,True,0.365377343177108,0.265447880408179,0.13515899969507647,0.03946669167056416,0.026263559622793142,0.008657851934956273,6
S6_M120,cadence,FREQ_M,FREQ_M,True,0.0,0.0,,False,False,0.18369804918397376,0.18369804918397376,0.16262701189347892,0.016400686968510048,0.016400686968510048,0.013148015175480365,4
S6_M120,gross,G1.00,G1.00,True,0.0,0.0,,False,False,0.16464144071081527,0.16464144071081527,0.1622472611849428,0.012720889384358225,0.012720889384358225,0.012939354535143277,6
S6_M120,n,FWD30,FWD30,True,0.0,0.0,,False,False,0.16746014159927652,0.16746014159927652,0.16262701189347892,0.013966448442550128,0.013966448442550128,0.013148015175480365,5
S6_M120,trim,B0.08,B0.08,True,0.0,0.0,,False,False,0.6524915242962828,0.6524915242962828,0.6080055920128503,0.0483684686134116,0.0483684686134116,0.043900575190072066,6
S6_M120,volgate,V0.40,V0.40,True,0.0,0.0,,False,False,0.0023279053402285098,0.0023279053402285098,0.16262701189347892,-0.00792318833362049,-0.00792318833362049,0.013148015175480365,6
S7_M120,cadence,FREQ_M,FREQ_M,True,0.0,0.0,,False,False,0.35046954179054746,0.35046954179054746,0.29610224144721964,0.04294165973294195,0.04294165973294195,0.03294988529971943,4
S7_M120,gross,G1.00,G1.00,True,0.0,0.0,,False,False,0.29419095742678436,0.29419095742678436,0.29647101673162624,0.03888838310196996,0.03888838310196996,0.031446452908593825,6
S7_M120,n,EWall,EWall,True,0.0,0.0,,False,False,0.29610224144721964,0.29610224144721964,0.29610224144721964,0.03294988529971943,0.03294988529971943,0.03294988529971943,4
S7_M120,trim,B0.08,B0.08,True,0.0,0.0,,False,False,0.718657013837822,0.718657013837822,0.5823707958531138,0.05276411741318188,0.05276411741318188,0.041285235497919626,6
S7_M120,volgate,V0.40,V0.40,True,0.0,0.0,,False,False,0.46679130663166063,0.46679130663166063,0.29610224144721964,0.06139040436345056,0.06139040436345056,0.03294988529971943,6
SMALL439,cadence,FREQ_M,FREQ_M,True,0.0,0.0,,False,False,0.3571326585759166,0.3571326585759166,0.29095981782086194,0.04175145121227808,0.04175145121227808,0.03139636424374004,4
SMALL439,gross,G1.00,G1.00,True,0.0,0.0,,False,False,0.2908560254864014,0.2908560254864014,0.2909919007343748,0.037520999617428163,0.037520999617428163,0.029900812977931235,6
SMALL439,n,FWD20,FWD20,True,0.0,0.0,,False,False,0.46573138739537995,0.46573138739537995,0.29095981782086194,0.06952666704630439,0.06952666704630439,0.03139636424374004,7
SMALL439,trim,B0.08,B0.08,True,0.0,0.0,,False,False,0.6274268325983576,0.6274268325983576,0.5664863714962136,0.043846256592233956,0.043846256592233956,0.03837588361212907,6
SMALL439,volgate,V0.40,V0.40,True,0.0,0.0,,False,False,0.24184724604767532,0.24184724604767532,0.29095981782086194,0.022514719284531415,0.022514719284531415,0.03139636424374004,6
U56,cadence,FREQ_Q,FREQ_Q,True,0.0,0.0,,False,False,1.0377262141176826,1.0377262141176826,1.1091111570462089,0.1159156363851257,0.1159156363851257,0.11296191401507927,4
U56,gross,G1.00,G1.00,True,0.0,0.0,,False,False,1.1090966792739245,1.1090966792739245,1.109104309768577,0.15092178746471996,0.15092178746471996,0.10537863998113739,6
U56,n,FWD20,FWD5,False,-0.17108444134139333,3.6055855418020366,21.074888596136045,False,False,1.12997924309195,0.9588948017505566,1.1091111570462089,0.14440274344229653,0.1804585988603169,0.11296191401507927,5
U56,trim,B0.08,B0.08,True,0.0,0.0,,False,False,1.169915264704118,1.169915264704118,1.2816876607860581,0.09033738726422302,0.09033738726422302,0.0950629792087272,6
U56,volgate,V1.00,V1.00,True,0.0,0.0,,False,False,1.077344802155536,1.077344802155536,1.1091111570462089,0.11662262955458691,0.11662262955458691,0.11296191401507927,6
