panel,ladder,cost,kind,N,T,floor_med,floor_p95,pos_share,noise_scale,C_med
B136,SCALED,10.0,NULL_0R,6,4443,0.479613861326112,0.5174266896858453,1.0,0.16399464409839884,13.285501087954117
B136,SCALED,10.0,NULL_0R,9,4443,0.16716716986009073,0.197374450311495,1.0,0.0790880921728323,2.4745136780114967
B136,SCALED,10.0,NULL_0R,12,4443,0.30486288540476114,0.36585903254724494,1.0,0.1490245322934086,11.306218803547031
B136,SCALED,10.0,NULL_0R,18,4443,0.3614812313094816,0.39483461478866055,1.0,0.1306979987294367,9.847439127550713
B136,SCALED,10.0,NULL_0R,24,4443,0.5613362287702542,0.6001931812560963,1.0,0.1649893893461647,9.778700909692528
B136,SCALED,10.0,NULL_0R,32,4443,0.4551814096651553,0.49257713384988855,1.0,0.1512822121318532,10.905370175239717
B136,SCALED,10.0,NULL_0R,48,4443,0.47519438640940176,0.509600345537652,1.0,0.147787809709849,11.904145833584518
B136,SCALED,25.0,NULL_0,6,4443,0.019867436501215502,0.24701787496581623,0.508,0.2034855805429878,58.522976778489536
B136,SCALED,25.0,NULL_0,9,4443,0.03993436869807426,0.2388423879622027,0.52,0.1972695010470698,69.83690452593278
B136,SCALED,25.0,NULL_0,12,4443,0.028884561844540028,0.19107917363361693,0.516,0.15654871737205522,53.12480460023339
B136,SCALED,25.0,NULL_0,18,4443,0.02046965133022954,0.13432072671088244,0.522,0.1134851591923584,32.58528853580732
B136,SCALED,25.0,NULL_0,24,4443,0.0,0.13669792830314262,0.492,0.11322044487056451,41.39171463923655
B136,SCALED,25.0,NULL_0,32,4443,0.0,0.12238630973888139,0.474,0.10582562715054365,42.132733786880806
B136,SCALED,25.0,NULL_0,48,4443,0.0,0.11854520889927882,0.496,0.09611696513445377,38.37352794571504
B136,SCALED,25.0,NULL_0R,6,4443,0.44735644317418133,0.4907678479145136,1.0,0.1590906849056506,10.04086801545704
B136,SCALED,25.0,NULL_0R,9,4443,0.39462914653447045,0.4161718418726874,1.0,0.1017947195923948,2.341075502747999
B136,SCALED,25.0,NULL_0R,12,4443,0.5756574506251273,0.636326436003792,1.0,0.2025118210138506,21.628406318323705
B136,SCALED,25.0,NULL_0R,18,4443,0.3515416330259872,0.3895945629166517,1.0,0.14081871569839638,10.773991353014416
B136,SCALED,25.0,NULL_0R,24,4443,0.47972760634387934,0.5167686469063226,1.0,0.15232324369427813,10.171034958447848
B136,SCALED,25.0,NULL_0R,32,4443,0.5003175465195705,0.5400452660405851,1.0,0.16408908076097983,11.051807871705558
B136,SCALED,25.0,NULL_0R,48,4443,0.46115911283195193,0.4956888758116624,1.0,0.14573569276562134,11.49023842412113
