book,panel,tiling,L,L_months,is_full,cost,n_blocks,inside_share,callable_share,med_absz,med_d,leg_share,first_end,last_end
K1,U56,OVERLAP21,2520,120.0,False,10,92,1.0,0.0,1.048350746248693,0.014807839042644912,1.0,2019-01-16,2026-08-25
K1,U56,OVERLAP21,3024,144.0,False,10,68,1.0,0.0,1.1152120571700714,0.013828579998255184,1.0,2021-01-15,2026-08-25
K1,U56,OVERLAP21,3780,180.0,False,10,32,1.0,0.0,1.1382630609957276,0.012311809860460148,1.0,2024-01-19,2026-08-25
K1,U56,OVERLAP21,4443,211.6,True,10,1,1.0,0.0,1.0538810430631236,0.011160413153963773,1.0,2026-09-11,2026-09-11
K1,U56,OVERLAP63,126,6.0,False,10,69,0.9855072463768116,0.014492753623188406,0.6566016795012447,-0.008496766725893092,0.43478260869565216,2009-07-14,2026-07-27
K1,U56,OVERLAP63,189,9.0,False,10,68,1.0,0.0,0.667879424422084,-0.0005712348804984002,0.47058823529411764,2009-10-12,2026-07-27
K1,U56,OVERLAP63,252,12.0,False,10,67,1.0,0.0,0.5788689184890045,0.007795592907177927,0.5223880597014925,2010-01-12,2026-07-27
K1,U56,OVERLAP63,315,15.0,False,10,66,1.0,0.0,0.49742101991700305,0.0037604229359372333,0.5606060606060606,2010-04-14,2026-07-27
K1,U56,OVERLAP63,378,18.0,False,10,65,1.0,0.0,0.40152745666064227,0.005681823464490432,0.6307692307692307,2010-07-14,2026-07-27
K1,U56,OVERLAP63,504,24.0,False,10,63,1.0,0.0,0.38001402470609535,0.008306783630602319,0.746031746031746,2011-01-11,2026-07-27
K1,U56,OVERLAP63,630,30.0,False,10,61,1.0,0.0,0.4420632064837775,0.008530124278861975,0.819672131147541,2011-07-13,2026-07-27
K1,U56,OVERLAP63,756,36.0,False,10,59,1.0,0.0,0.5591610791042749,0.011905247011744072,0.8135593220338984,2012-01-11,2026-07-27
K1,U56,OVERLAP63,1008,48.0,False,10,55,1.0,0.0,0.5904792791601513,0.011778908664691737,0.9454545454545454,2013-01-14,2026-07-27
K1,U56,OVERLAP63,1260,60.0,False,10,51,1.0,0.0,0.6662181645775641,0.012728368369806169,0.9411764705882353,2014-01-14,2026-07-27
K1,U56,OVERLAP63,1512,72.0,False,10,47,1.0,0.0,0.7437303696430139,0.013257881913511085,0.9787234042553191,2015-01-14,2026-07-27
K1,U56,OVERLAP63,2016,96.0,False,10,39,1.0,0.0,0.9386100911699188,0.014142992998124736,1.0,2017-01-13,2026-07-27
K1,U56,OVERLAP63,2520,120.0,False,10,31,1.0,0.0,1.0847203758289314,0.014992207746407998,1.0,2019-01-16,2026-07-27
K1,U56,OVERLAP63,3024,144.0,False,10,23,1.0,0.0,1.1168195433308181,0.01398620316207956,1.0,2021-01-15,2026-07-27
K1,U56,OVERLAP63,3780,180.0,False,10,11,1.0,0.0,1.121411795541012,0.012114468777324021,1.0,2024-01-19,2026-07-27
K1,U56,OVERLAP63,4443,211.6,True,10,1,1.0,0.0,1.0538810430631236,0.011160413153963773,1.0,2026-09-11,2026-09-11
K1,U56,DISJOINT,126,6.0,False,10,35,0.9714285714285714,0.02857142857142857,0.6566016795012447,-0.007610383048878395,0.42857142857142855,2009-07-14,2026-07-27
K1,U56,DISJOINT,189,9.0,False,10,23,1.0,0.0,0.744843549688908,-0.008700574091151422,0.43478260869565216,2009-10-12,2026-04-24
K1,U56,DISJOINT,252,12.0,False,10,17,1.0,0.0,0.4141229173249173,0.007795592907177927,0.5294117647058824,2010-01-12,2026-01-23
K1,U56,DISJOINT,315,15.0,False,10,14,1.0,0.0,0.471351756678043,0.0024651917491694056,0.5,2010-04-14,2026-07-27
K1,U56,DISJOINT,378,18.0,False,10,11,1.0,0.0,0.4902260995676715,0.006409199001137386,0.6363636363636364,2010-07-14,2025-07-24
K1,U56,DISJOINT,504,24.0,False,10,8,1.0,0.0,0.4289245385174242,0.004594404055902236,0.5,2011-01-11,2025-01-22
K1,U56,DISJOINT,630,30.0,False,10,7,1.0,0.0,0.21992216600697045,0.0070682453463772055,1.0,2011-07-13,2026-07-27
K1,U56,DISJOINT,756,36.0,False,10,5,1.0,0.0,0.5286375747559966,0.014729429174478448,0.6,2012-01-11,2024-01-19
K1,U56,DISJOINT,1008,48.0,False,10,4,1.0,0.0,0.6801261159079721,0.012289525754146803,0.75,2013-01-14,2025-01-22
K1,U56,DISJOINT,1260,60.0,False,10,3,1.0,0.0,0.8728214808106752,0.014089219433094415,1.0,2014-01-14,2024-01-19
K1,U56,DISJOINT,1512,72.0,False,10,2,1.0,0.0,0.5092016208429868,0.00956432042817569,1.0,2015-01-14,2021-01-15
K1,U56,DISJOINT,2016,96.0,False,10,2,1.0,0.0,0.6641579646431041,0.010521366305341274,1.0,2017-01-13,2025-01-22
K1,U56,DISJOINT,2520,120.0,False,10,1,1.0,0.0,0.5168378319434647,0.006987206095662064,1.0,2019-01-16,2019-01-16
K1,U56,DISJOINT,3024,144.0,False,10,1,1.0,0.0,0.7298755115441025,0.009680845496860095,1.0,2021-01-15,2021-01-15
K1,U56,DISJOINT,3780,180.0,False,10,1,1.0,0.0,0.9960042496733094,0.011582238501456892,1.0,2024-01-19,2024-01-19
K1,U56,DISJOINT,4443,211.6,True,10,1,1.0,0.0,1.0538810430631236,0.011160413153963773,1.0,2026-09-11,2026-09-11
K2,U56,OVERLAP21,126,6.0,False,10,206,0.9902912621359223,0.009708737864077669,0.583343585268481,0.0019731397510016208,0.5242718446601942,2009-07-14,2026-08-25
K2,U56,OVERLAP21,189,9.0,False,10,203,0.9704433497536946,0.029556650246305417,0.5064606966394666,0.0024270161618659136,0.5566502463054187,2009-10-12,2026-08-25
K2,U56,OVERLAP21,252,12.0,False,10,200,1.0,0.0,0.44512806042086794,0.0027071886264648168,0.53,2010-01-12,2026-08-25
K2,U56,OVERLAP21,315,15.0,False,10,197,1.0,0.0,0.4746966126198816,0.0055904795317452734,0.6091370558375635,2010-04-14,2026-08-25
K2,U56,OVERLAP21,378,18.0,False,10,194,1.0,0.0,0.43428514651322336,0.007452524619914315,0.6855670103092784,2010-07-14,2026-08-25
K2,U56,OVERLAP21,504,24.0,False,10,188,1.0,0.0,0.49947443712698636,0.01180766304725781,0.7819148936170213,2011-01-11,2026-08-25
K2,U56,OVERLAP21,630,30.0,False,10,182,1.0,0.0,0.5919619273142551,0.014189259218953455,0.8241758241758241,2011-07-13,2026-08-25
K2,U56,OVERLAP21,756,36.0,False,10,176,1.0,0.0,0.6269562557867058,0.01391648923383381,0.8409090909090909,2012-01-11,2026-08-25
K2,U56,OVERLAP21,1008,48.0,False,10,164,1.0,0.0,0.7301349545031599,0.014909951575523252,0.9207317073170732,2013-01-14,2026-08-25
K2,U56,OVERLAP21,1260,60.0,False,10,152,1.0,0.0,0.8933332258436721,0.015971935726956685,0.9407894736842105,2014-01-14,2026-08-25
K2,U56,OVERLAP21,1512,72.0,False,10,140,1.0,0.0,0.9970472702203326,0.016676173165972932,0.9785714285714285,2015-01-14,2026-08-25
K2,U56,OVERLAP21,2016,96.0,False,10,116,1.0,0.0,1.1773790527591856,0.018717219961528475,0.9913793103448276,2017-01-13,2026-08-25
K2,U56,OVERLAP21,2520,120.0,False,10,92,1.0,0.0,1.330444993428042,0.018320865691142635,1.0,2019-01-16,2026-08-25
K2,U56,OVERLAP21,3024,144.0,False,10,68,1.0,0.0,1.3251327837983515,0.01647283368025936,1.0,2021-01-15,2026-08-25
K2,U56,OVERLAP21,3780,180.0,False,10,32,1.0,0.0,1.4873219726351476,0.016022439385792002,1.0,2024-01-19,2026-08-25
K2,U56,OVERLAP21,4443,211.6,True,10,1,1.0,0.0,1.3746815604122093,0.014537529440449469,1.0,2026-09-11,2026-09-11
K2,U56,OVERLAP63,126,6.0,False,10,69,0.9855072463768116,0.014492753623188406,0.47922742935473855,-0.0024964849770508345,0.463768115942029,2009-07-14,2026-07-27
K2,U56,OVERLAP63,189,9.0,False,10,68,0.9705882352941176,0.029411764705882353,0.5044942991301242,0.0015782743843439431,0.5294117647058824,2009-10-12,2026-07-27
K2,U56,OVERLAP63,252,12.0,False,10,67,1.0,0.0,0.43214034393431927,0.0037878262169148517,0.5373134328358209,2010-01-12,2026-07-27
K2,U56,OVERLAP63,315,15.0,False,10,66,1.0,0.0,0.46177469230521195,0.00549871871271318,0.6212121212121212,2010-04-14,2026-07-27
K2,U56,OVERLAP63,378,18.0,False,10,65,1.0,0.0,0.41846587082979003,0.0074254358437350065,0.6461538461538462,2010-07-14,2026-07-27
K2,U56,OVERLAP63,504,24.0,False,10,63,1.0,0.0,0.48635851019893567,0.010719287268289614,0.7777777777777778,2011-01-11,2026-07-27
K2,U56,OVERLAP63,630,30.0,False,10,61,1.0,0.0,0.5874806125680869,0.013943005297551582,0.819672131147541,2011-07-13,2026-07-27
K2,U56,OVERLAP63,756,36.0,False,10,59,1.0,0.0,0.6175995438403054,0.015275916631653702,0.8305084745762712,2012-01-11,2026-07-27
K2,U56,OVERLAP63,1008,48.0,False,10,55,1.0,0.0,0.8109227477482411,0.014837864697117592,0.9272727272727272,2013-01-14,2026-07-27
K2,U56,OVERLAP63,1260,60.0,False,10,51,1.0,0.0,0.9135444200013916,0.01586103413652381,0.9411764705882353,2014-01-14,2026-07-27
K2,U56,OVERLAP63,1512,72.0,False,10,47,1.0,0.0,0.9600909543243425,0.017277588176691297,0.9787234042553191,2015-01-14,2026-07-27
K2,U56,OVERLAP63,2016,96.0,False,10,39,1.0,0.0,1.2154016398770031,0.0187352602922973,1.0,2017-01-13,2026-07-27
K2,U56,OVERLAP63,2520,120.0,False,10,31,1.0,0.0,1.3326493359160712,0.018404794264158725,1.0,2019-01-16,2026-07-27
K2,U56,OVERLAP63,3024,144.0,False,10,23,1.0,0.0,1.301168023408855,0.01629409761738211,1.0,2021-01-15,2026-07-27
K2,U56,OVERLAP63,3780,180.0,False,10,11,1.0,0.0,1.49526403415944,0.016112448944945137,1.0,2024-01-19,2026-07-27
K2,U56,OVERLAP63,4443,211.6,True,10,1,1.0,0.0,1.3746815604122093,0.014537529440449469,1.0,2026-09-11,2026-09-11
K2,U56,DISJOINT,126,6.0,False,10,35,0.9714285714285714,0.02857142857142857,0.5518038530199335,-0.002224697150457783,0.4857142857142857,2009-07-14,2026-07-27
K2,U56,DISJOINT,189,9.0,False,10,23,1.0,0.0,0.5087521631166144,0.0013753408137709977,0.5217391304347826,2009-10-12,2026-04-24
K2,U56,DISJOINT,252,12.0,False,10,17,1.0,0.0,0.35646414639988194,0.009764207255921503,0.5882352941176471,2010-01-12,2026-01-23
K2,U56,DISJOINT,315,15.0,False,10,14,1.0,0.0,0.48116668233468196,0.011772590115624575,0.6428571428571429,2010-04-14,2026-07-27
K2,U56,DISJOINT,378,18.0,False,10,11,1.0,0.0,0.33639652583320795,0.010532508659539516,0.5454545454545454,2010-07-14,2025-07-24
K2,U56,DISJOINT,504,24.0,False,10,8,1.0,0.0,0.48154567580586194,0.0106002334561449,0.625,2011-01-11,2025-01-22
K2,U56,DISJOINT,630,30.0,False,10,7,1.0,0.0,0.43029085327912475,0.013490439308151914,0.8571428571428571,2011-07-13,2026-07-27
K2,U56,DISJOINT,756,36.0,False,10,5,1.0,0.0,0.5873870829146678,0.016684723289901497,0.6,2012-01-11,2024-01-19
K2,U56,DISJOINT,1008,48.0,False,10,4,1.0,0.0,0.7224707711738909,0.014406265262918605,0.75,2013-01-14,2025-01-22
K2,U56,DISJOINT,1260,60.0,False,10,3,1.0,0.0,0.9366334960236028,0.013601077534822072,1.0,2014-01-14,2024-01-19
K2,U56,DISJOINT,1512,72.0,False,10,2,1.0,0.0,0.664273332824276,0.012583052217074831,1.0,2015-01-14,2021-01-15
K2,U56,DISJOINT,2016,96.0,False,10,2,1.0,0.0,0.9488391728882452,0.015030920685396021,1.0,2017-01-13,2025-01-22
K2,U56,DISJOINT,2520,120.0,False,10,1,1.0,0.0,0.6185450286417249,0.008338913955163972,1.0,2019-01-16,2019-01-16
K2,U56,DISJOINT,3024,144.0,False,10,1,1.0,0.0,0.9523498336330908,0.012704662109392785,1.0,2021-01-15,2021-01-15
K2,U56,DISJOINT,3780,180.0,False,10,1,1.0,0.0,1.2302521015088566,0.014326735412611584,1.0,2024-01-19,2024-01-19
K2,U56,DISJOINT,4443,211.6,True,10,1,1.0,0.0,1.3746815604122093,0.014537529440449469,1.0,2026-09-11,2026-09-11
K3,U56,OVERLAP21,126,6.0,False,10,206,0.9757281553398058,0.024271844660194174,0.5791970007160083,0.0017262670100545822,0.5339805825242718,2009-07-14,2026-08-25
K3,U56,OVERLAP21,189,9.0,False,10,203,0.9852216748768473,0.014778325123152709,0.5447414772360452,0.004201131067723851,0.5665024630541872,2009-10-12,2026-08-25
K3,U56,OVERLAP21,252,12.0,False,10,200,1.0,0.0,0.4950819388890989,0.0035438281648123293,0.545,2010-01-12,2026-08-25
K3,U56,OVERLAP21,315,15.0,False,10,197,1.0,0.0,0.4619323180136232,0.007082008312192203,0.583756345177665,2010-04-14,2026-08-25
K3,U56,OVERLAP21,378,18.0,False,10,194,1.0,0.0,0.37871360685841543,0.00868885627572863,0.6804123711340206,2010-07-14,2026-08-25
K3,U56,OVERLAP21,504,24.0,False,10,188,1.0,0.0,0.4899197746541304,0.012258339867072185,0.7872340425531915,2011-01-11,2026-08-25
K3,U56,OVERLAP21,630,30.0,False,10,182,1.0,0.0,0.5307477749622632,0.013676329172246482,0.7967032967032966,2011-07-13,2026-08-25
K3,U56,OVERLAP21,756,36.0,False,10,176,1.0,0.0,0.6280552252414735,0.014742025416023624,0.8465909090909091,2012-01-11,2026-08-25
K3,U56,OVERLAP21,1008,48.0,False,10,164,1.0,0.0,0.6780591712824138,0.015306260618917687,0.8963414634146342,2013-01-14,2026-08-25
K3,U56,OVERLAP21,1260,60.0,False,10,152,1.0,0.0,0.8289700662950599,0.015427188627065436,0.9144736842105263,2014-01-14,2026-08-25
K3,U56,OVERLAP21,1512,72.0,False,10,140,1.0,0.0,0.91872944911223,0.01798355848340963,0.9428571428571428,2015-01-14,2026-08-25
K3,U56,OVERLAP21,2016,96.0,False,10,116,1.0,0.0,1.1131708195141274,0.01906803255976101,0.9913793103448276,2017-01-13,2026-08-25
K3,U56,OVERLAP21,2520,120.0,False,10,92,1.0,0.0,1.2195240987287606,0.018236805429919505,1.0,2019-01-16,2026-08-25
K3,U56,OVERLAP21,3024,144.0,False,10,68,1.0,0.0,1.2607968138644123,0.016831062390671336,1.0,2021-01-15,2026-08-25
K3,U56,OVERLAP21,3780,180.0,False,10,32,1.0,0.0,1.4466536686543456,0.01691523212744581,1.0,2024-01-19,2026-08-25
K3,U56,OVERLAP21,4443,211.6,True,10,1,1.0,0.0,1.5389143394379055,0.0171455542217274,1.0,2026-09-11,2026-09-11
K3,U56,OVERLAP63,126,6.0,False,10,69,0.9565217391304348,0.043478260869565216,0.5534822063426081,-0.002484305223491551,0.4782608695652174,2009-07-14,2026-07-27
K3,U56,OVERLAP63,189,9.0,False,10,68,0.9852941176470589,0.014705882352941176,0.5555109369649704,0.0036333959436576488,0.5588235294117647,2009-10-12,2026-07-27
K3,U56,OVERLAP63,252,12.0,False,10,67,1.0,0.0,0.49251028490490817,0.0037785037368881667,0.5671641791044776,2010-01-12,2026-07-27
K3,U56,OVERLAP63,315,15.0,False,10,66,1.0,0.0,0.41646920297295925,0.0065080738305989105,0.5757575757575758,2010-04-14,2026-07-27
K3,U56,OVERLAP63,378,18.0,False,10,65,1.0,0.0,0.40158659241225725,0.007714795277174613,0.676923076923077,2010-07-14,2026-07-27
K3,U56,OVERLAP63,504,24.0,False,10,63,1.0,0.0,0.4820393219932914,0.011200146629455052,0.7936507936507936,2011-01-11,2026-07-27
K3,U56,OVERLAP63,630,30.0,False,10,61,1.0,0.0,0.5762915561290075,0.013497070514434759,0.819672131147541,2011-07-13,2026-07-27
K3,U56,OVERLAP63,756,36.0,False,10,59,1.0,0.0,0.6273076837488807,0.014496510060364176,0.847457627118644,2012-01-11,2026-07-27
K3,U56,OVERLAP63,1008,48.0,False,10,55,1.0,0.0,0.6817675013076048,0.016488461351996817,0.8909090909090909,2013-01-14,2026-07-27
K3,U56,OVERLAP63,1260,60.0,False,10,51,1.0,0.0,0.8272828171707555,0.015484280906326295,0.9215686274509803,2014-01-14,2026-07-27
K3,U56,OVERLAP63,1512,72.0,False,10,47,1.0,0.0,0.9098954230176697,0.01879908802330668,0.9361702127659575,2015-01-14,2026-07-27
K3,U56,OVERLAP63,2016,96.0,False,10,39,1.0,0.0,1.0974871666366723,0.019057358875364028,1.0,2017-01-13,2026-07-27
K3,U56,OVERLAP63,2520,120.0,False,10,31,1.0,0.0,1.2683973203011751,0.018798756194837694,1.0,2019-01-16,2026-07-27
K3,U56,OVERLAP63,3024,144.0,False,10,23,1.0,0.0,1.2388842988269755,0.01654527862236929,1.0,2021-01-15,2026-07-27
K3,U56,OVERLAP63,3780,180.0,False,10,11,1.0,0.0,1.4294229543480284,0.016885035391267386,1.0,2024-01-19,2026-07-27
K3,U56,OVERLAP63,4443,211.6,True,10,1,1.0,0.0,1.5389143394379055,0.0171455542217274,1.0,2026-09-11,2026-09-11
K3,U56,DISJOINT,126,6.0,False,10,35,0.9142857142857143,0.08571428571428572,0.5627436759454478,0.004580628480630927,0.5142857142857142,2009-07-14,2026-07-27
K3,U56,DISJOINT,189,9.0,False,10,23,1.0,0.0,0.5405100503608734,0.0038447562388230477,0.5217391304347826,2009-10-12,2026-04-24
K3,U56,DISJOINT,252,12.0,False,10,17,1.0,0.0,0.46973298688994325,0.0037785037368881667,0.5882352941176471,2010-01-12,2026-01-23
K3,U56,DISJOINT,315,15.0,False,10,14,1.0,0.0,0.43419259545433064,0.007880788914470811,0.6428571428571429,2010-04-14,2026-07-27
K3,U56,DISJOINT,378,18.0,False,10,11,1.0,0.0,0.25124223183840627,0.005308724084534373,0.7272727272727273,2010-07-14,2025-07-24
K3,U56,DISJOINT,504,24.0,False,10,8,1.0,0.0,0.4650797640146724,0.011618586530489756,0.75,2011-01-11,2025-01-22
K3,U56,DISJOINT,630,30.0,False,10,7,1.0,0.0,0.6439238209073831,0.020706079278953307,0.8571428571428571,2011-07-13,2026-07-27
K3,U56,DISJOINT,756,36.0,False,10,5,1.0,0.0,0.5594637558874279,0.01579473423739612,0.8,2012-01-11,2024-01-19
K3,U56,DISJOINT,1008,48.0,False,10,4,1.0,0.0,0.6127128471731522,0.015179378520325165,1.0,2013-01-14,2025-01-22
K3,U56,DISJOINT,1260,60.0,False,10,3,1.0,0.0,0.7659592929810375,0.012004011662857944,1.0,2014-01-14,2024-01-19
K3,U56,DISJOINT,1512,72.0,False,10,2,1.0,0.0,0.7027466071408488,0.014104729410371313,1.0,2015-01-14,2021-01-15
K3,U56,DISJOINT,2016,96.0,False,10,2,1.0,0.0,0.996602048289081,0.016932363319213918,1.0,2017-01-13,2025-01-22
K3,U56,DISJOINT,2520,120.0,False,10,1,1.0,0.0,0.7367106982447625,0.010130350569699638,1.0,2019-01-16,2019-01-16
K3,U56,DISJOINT,3024,144.0,False,10,1,1.0,0.0,1.0159364790577163,0.014159999324881413,1.0,2021-01-15,2021-01-15
K3,U56,DISJOINT,3780,180.0,False,10,1,1.0,0.0,1.3171018092246756,0.01615929864485654,1.0,2024-01-19,2024-01-19
K3,U56,DISJOINT,4443,211.6,True,10,1,1.0,0.0,1.5389143394379055,0.0171455542217274,1.0,2026-09-11,2026-09-11
K4,U56,OVERLAP21,126,6.0,False,10,206,0.9805825242718447,0.019417475728155338,0.556193600447028,0.0035966537928532466,0.5728155339805825,2009-07-14,2026-08-25
K4,U56,OVERLAP21,189,9.0,False,10,203,1.0,0.0,0.49092351789579086,0.006392677365922209,0.5960591133004927,2009-10-12,2026-08-25
K4,U56,OVERLAP21,252,12.0,False,10,200,1.0,0.0,0.5462353386675336,0.006802811280169935,0.64,2010-01-12,2026-08-25
K4,U56,OVERLAP21,315,15.0,False,10,197,1.0,0.0,0.5256686989153335,0.009225415256733538,0.7208121827411168,2010-04-14,2026-08-25
K4,U56,OVERLAP21,378,18.0,False,10,194,0.9948453608247423,0.005154639175257732,0.559137811475916,0.011341909048385161,0.7731958762886598,2010-07-14,2026-08-25
K4,U56,OVERLAP21,504,24.0,False,10,188,0.9946808510638298,0.005319148936170213,0.6818063804044114,0.014353135827700828,0.8191489361702128,2011-01-11,2026-08-25
K4,U56,OVERLAP21,630,30.0,False,10,182,0.9945054945054945,0.005494505494505495,0.7464123754505074,0.016262101709283727,0.9065934065934066,2011-07-13,2026-08-25
K4,U56,OVERLAP21,756,36.0,False,10,176,0.9886363636363636,0.011363636363636364,0.9710123493708642,0.018003433505171286,0.9375,2012-01-11,2026-08-25
K4,U56,OVERLAP21,1008,48.0,False,10,164,1.0,0.0,1.2463011551055514,0.020424362013037243,0.9939024390243902,2013-01-14,2026-08-25
K4,U56,OVERLAP21,1260,60.0,False,10,152,0.9736842105263158,0.02631578947368421,1.3939703658180964,0.02146007105062756,1.0,2014-01-14,2026-08-25
K4,U56,OVERLAP21,1512,72.0,False,10,140,0.9,0.1,1.4979819158960195,0.02102617863575111,1.0,2015-01-14,2026-08-25
K4,U56,OVERLAP21,2016,96.0,False,10,116,0.7931034482758621,0.20689655172413793,1.8110868586749886,0.023638553583608942,1.0,2017-01-13,2026-08-25
K4,U56,OVERLAP21,2520,120.0,False,10,92,0.4782608695652174,0.5217391304347826,1.978943324141636,0.02321482186977027,1.0,2019-01-16,2026-08-25
K4,U56,OVERLAP21,3024,144.0,False,10,68,0.39705882352941174,0.6029411764705882,2.0866010849056833,0.021649677903585386,1.0,2021-01-15,2026-08-25
K4,U56,OVERLAP21,3780,180.0,False,10,32,0.125,0.875,2.1472647400274063,0.01992534650432267,1.0,2024-01-19,2026-08-25
K4,U56,OVERLAP21,4443,211.6,True,10,1,0.0,1.0,2.1802892544778034,0.020377109265667666,1.0,2026-09-11,2026-09-11
K4,U56,OVERLAP63,126,6.0,False,10,69,0.9710144927536232,0.028985507246376812,0.5535318516647162,0.0022554417271561933,0.5507246376811594,2009-07-14,2026-07-27
K4,U56,OVERLAP63,189,9.0,False,10,68,1.0,0.0,0.5456425499950391,0.007306331938047167,0.6029411764705882,2009-10-12,2026-07-27
K4,U56,OVERLAP63,252,12.0,False,10,67,1.0,0.0,0.5493375063606546,0.005580231816571121,0.5970149253731343,2010-01-12,2026-07-27
K4,U56,OVERLAP63,315,15.0,False,10,66,1.0,0.0,0.5307473310305216,0.007847941209230588,0.6818181818181818,2010-04-14,2026-07-27
K4,U56,OVERLAP63,378,18.0,False,10,65,1.0,0.0,0.6464597529872016,0.012047922210226478,0.7846153846153846,2010-07-14,2026-07-27
K4,U56,OVERLAP63,504,24.0,False,10,63,1.0,0.0,0.6752686573623317,0.015086030121793504,0.8253968253968254,2011-01-11,2026-07-27
K4,U56,OVERLAP63,630,30.0,False,10,61,1.0,0.0,0.7611605021433915,0.01757125483578515,0.9180327868852459,2011-07-13,2026-07-27
K4,U56,OVERLAP63,756,36.0,False,10,59,0.9830508474576272,0.01694915254237288,0.9405746359723901,0.017535854813982274,0.9491525423728814,2012-01-11,2026-07-27
K4,U56,OVERLAP63,1008,48.0,False,10,55,1.0,0.0,1.309502806377619,0.020368343809470654,1.0,2013-01-14,2026-07-27
K4,U56,OVERLAP63,1260,60.0,False,10,51,0.9803921568627451,0.0196078431372549,1.3886905223900605,0.021156775688317107,1.0,2014-01-14,2026-07-27
K4,U56,OVERLAP63,1512,72.0,False,10,47,0.8723404255319149,0.1276595744680851,1.4987752812622,0.021004170629186303,1.0,2015-01-14,2026-07-27
K4,U56,OVERLAP63,2016,96.0,False,10,39,0.7692307692307693,0.23076923076923078,1.810951366496903,0.023912194003923352,1.0,2017-01-13,2026-07-27
K4,U56,OVERLAP63,2520,120.0,False,10,31,0.45161290322580644,0.5483870967741935,1.9633859311768151,0.023196726775079682,1.0,2019-01-16,2026-07-27
K4,U56,OVERLAP63,3024,144.0,False,10,23,0.391304347826087,0.6086956521739131,2.0816206838480564,0.021336461584552338,1.0,2021-01-15,2026-07-27
K4,U56,OVERLAP63,3780,180.0,False,10,11,0.18181818181818182,0.8181818181818182,2.151142070462084,0.020061403175083717,1.0,2024-01-19,2026-07-27
K4,U56,OVERLAP63,4443,211.6,True,10,1,0.0,1.0,2.1802892544778034,0.020377109265667666,1.0,2026-09-11,2026-09-11
K4,U56,DISJOINT,126,6.0,False,10,35,0.9428571428571428,0.05714285714285714,0.52612725896818,0.001972869993245918,0.5714285714285714,2009-07-14,2026-07-27
K4,U56,DISJOINT,189,9.0,False,10,23,1.0,0.0,0.5529029744055751,0.012103412861211894,0.6956521739130435,2009-10-12,2026-04-24
K4,U56,DISJOINT,252,12.0,False,10,17,1.0,0.0,0.6381017266201434,-0.0008745880168472761,0.47058823529411764,2010-01-12,2026-01-23
K4,U56,DISJOINT,315,15.0,False,10,14,1.0,0.0,0.6418789962878282,0.009030304609140645,0.7142857142857143,2010-04-14,2026-07-27
K4,U56,DISJOINT,378,18.0,False,10,11,1.0,0.0,0.5058479268037492,0.006333651295306969,0.8181818181818182,2010-07-14,2025-07-24
K4,U56,DISJOINT,504,24.0,False,10,8,1.0,0.0,0.7650421987530303,0.02049019497929484,0.75,2011-01-11,2025-01-22
K4,U56,DISJOINT,630,30.0,False,10,7,1.0,0.0,0.8469068568509173,0.022189213808396155,1.0,2011-07-13,2026-07-27
K4,U56,DISJOINT,756,36.0,False,10,5,1.0,0.0,0.8163572467843327,0.016684592605673655,1.0,2012-01-11,2024-01-19
K4,U56,DISJOINT,1008,48.0,False,10,4,1.0,0.0,1.265482540885946,0.021853286277792296,1.0,2013-01-14,2025-01-22
