book,panel,tiling,L,L_months,is_full,cost,n_blocks,inside_share,callable_share,med_absz,med_d,leg_share,first_end,last_end
K7,B136,DISJOINT,378,18.0,False,0,11,1.0,0.0,1.1162002864412013,0.019246767249580354,0.9090909090909091,2010-07-14,2025-07-24
K7,B136,DISJOINT,504,24.0,False,0,8,1.0,0.0,1.0007459722161174,0.018421979903058865,1.0,2011-01-11,2025-01-22
K7,B136,DISJOINT,630,30.0,False,0,7,1.0,0.0,1.3996816092933153,0.02054140569051103,1.0,2011-07-13,2026-07-27
K7,B136,DISJOINT,756,36.0,False,0,5,1.0,0.0,0.9219157217807797,0.019743513676802243,1.0,2012-01-11,2024-01-19
K7,B136,DISJOINT,1008,48.0,False,0,4,0.75,0.25,1.2219164692437015,0.01903199462755986,1.0,2013-01-14,2025-01-22
K7,B136,DISJOINT,1260,60.0,False,0,3,0.6666666666666666,0.3333333333333333,1.5011248032200557,0.01985692525398696,1.0,2014-01-14,2024-01-19
K7,B136,DISJOINT,1512,72.0,False,0,2,1.0,0.0,1.6544892502178787,0.023548733565985247,1.0,2015-01-14,2021-01-15
K7,B136,DISJOINT,2016,96.0,False,0,2,1.0,0.0,1.8051701345162972,0.02147563431885436,1.0,2017-01-13,2025-01-22
K7,B136,DISJOINT,2520,120.0,False,0,1,0.0,1.0,2.218072013969235,0.02153604017642926,1.0,2019-01-16,2019-01-16
K7,B136,DISJOINT,3024,144.0,False,0,1,0.0,1.0,2.33604166192735,0.023544945675189458,1.0,2021-01-15,2021-01-15
K7,B136,DISJOINT,3780,180.0,False,0,1,0.0,1.0,2.3796682627673014,0.02089995477766842,1.0,2024-01-19,2024-01-19
K7,B136,DISJOINT,4443,211.6,True,0,1,0.0,1.0,2.8194233278698224,0.02311198247008451,1.0,2026-09-11,2026-09-11
K8,U56,OVERLAP21,126,6.0,False,0,203,0.9950738916256158,0.0049261083743842365,0.47836814493263574,0.007305233256959157,0.5911330049261084,2009-07-14,2026-08-25
K8,U56,OVERLAP21,189,9.0,False,0,203,0.9950738916256158,0.0049261083743842365,0.4711476586442193,0.009270097682384043,0.6600985221674877,2009-10-12,2026-08-25
K8,U56,OVERLAP21,252,12.0,False,0,200,1.0,0.0,0.46221933205204885,0.010896640571890517,0.715,2010-01-12,2026-08-25
K8,U56,OVERLAP21,315,15.0,False,0,197,0.9949238578680203,0.005076142131979695,0.5455212562075079,0.012937952989601167,0.7868020304568528,2010-04-14,2026-08-25
K8,U56,OVERLAP21,378,18.0,False,0,194,0.9948453608247423,0.005154639175257732,0.5460786532004225,0.0138999450066642,0.8144329896907216,2010-07-14,2026-08-25
K8,U56,OVERLAP21,504,24.0,False,0,188,0.9946808510638298,0.005319148936170213,0.6336560729033298,0.01865698020146372,0.8457446808510638,2011-01-11,2026-08-25
K8,U56,OVERLAP21,630,30.0,False,0,182,1.0,0.0,0.7532636989554126,0.02214529483279874,0.8791208791208791,2011-07-13,2026-08-25
K8,U56,OVERLAP21,756,36.0,False,0,176,1.0,0.0,0.8938763870462977,0.02627977628056053,0.9204545454545454,2012-01-11,2026-08-25
K8,U56,OVERLAP21,1008,48.0,False,0,164,0.9817073170731707,0.018292682926829267,1.1788174647644465,0.03146421872844256,0.9573170731707317,2013-01-14,2026-08-25
K8,U56,OVERLAP21,1260,60.0,False,0,152,0.9736842105263158,0.02631578947368421,1.3444557716824206,0.032672462206864455,1.0,2014-01-14,2026-08-25
K8,U56,OVERLAP21,1512,72.0,False,0,140,0.9571428571428572,0.04285714285714286,1.490506759369505,0.034262798958006435,0.9928571428571429,2015-01-14,2026-08-25
K8,U56,OVERLAP21,2016,96.0,False,0,116,0.6637931034482759,0.33620689655172414,1.725414301578744,0.03358786668154078,1.0,2017-01-13,2026-08-25
K8,U56,OVERLAP21,2520,120.0,False,0,92,0.42391304347826086,0.5760869565217391,2.1146425148170875,0.036368417323702884,1.0,2019-01-16,2026-08-25
K8,U56,OVERLAP21,3024,144.0,False,0,68,0.3235294117647059,0.6764705882352942,2.178387148461396,0.03294003632609015,1.0,2021-01-15,2026-08-25
K8,U56,OVERLAP21,3780,180.0,False,0,32,0.0,1.0,2.2183126146682435,0.028767924669831753,1.0,2024-01-19,2026-08-25
K8,U56,OVERLAP21,4443,211.6,True,0,1,0.0,1.0,2.1809245129622625,0.02602068183619661,1.0,2026-09-11,2026-09-11
K8,U56,OVERLAP63,126,6.0,False,0,67,1.0,0.0,0.48958142870450877,0.003005288622352959,0.5074626865671642,2009-07-14,2026-07-27
K8,U56,OVERLAP63,189,9.0,False,0,68,1.0,0.0,0.449266885989724,0.009430793188784117,0.6470588235294118,2009-10-12,2026-07-27
K8,U56,OVERLAP63,252,12.0,False,0,67,1.0,0.0,0.453908154995465,0.011098230008467325,0.7164179104477612,2010-01-12,2026-07-27
K8,U56,OVERLAP63,315,15.0,False,0,66,1.0,0.0,0.5338333095692922,0.012432780349519446,0.7878787878787878,2010-04-14,2026-07-27
K8,U56,OVERLAP63,378,18.0,False,0,65,1.0,0.0,0.5433933236975016,0.01419762795184256,0.8461538461538461,2010-07-14,2026-07-27
K8,U56,OVERLAP63,504,24.0,False,0,63,1.0,0.0,0.6488159757404391,0.01964168118485929,0.873015873015873,2011-01-11,2026-07-27
K8,U56,OVERLAP63,630,30.0,False,0,61,1.0,0.0,0.7527208807202149,0.0221603658040989,0.9016393442622951,2011-07-13,2026-07-27
K8,U56,OVERLAP63,756,36.0,False,0,59,1.0,0.0,0.9503516853180173,0.02777363991422286,0.9152542372881356,2012-01-11,2026-07-27
K8,U56,OVERLAP63,1008,48.0,False,0,55,1.0,0.0,1.152978453432871,0.031925101148268076,0.9454545454545454,2013-01-14,2026-07-27
K8,U56,OVERLAP63,1260,60.0,False,0,51,0.9803921568627451,0.0196078431372549,1.336758920951532,0.03282048903841119,1.0,2014-01-14,2026-07-27
K8,U56,OVERLAP63,1512,72.0,False,0,47,0.9361702127659575,0.06382978723404255,1.5398993536086634,0.034149085741994614,1.0,2015-01-14,2026-07-27
K8,U56,OVERLAP63,2016,96.0,False,0,39,0.6666666666666666,0.3333333333333333,1.7124696027777166,0.033133843381897045,1.0,2017-01-13,2026-07-27
K8,U56,OVERLAP63,2520,120.0,False,0,31,0.45161290322580644,0.5483870967741935,2.1214912062137645,0.036657638871571696,1.0,2019-01-16,2026-07-27
K8,U56,OVERLAP63,3024,144.0,False,0,23,0.30434782608695654,0.6956521739130435,2.191193656798894,0.03309658526336014,1.0,2021-01-15,2026-07-27
K8,U56,OVERLAP63,3780,180.0,False,0,11,0.0,1.0,2.218312524995122,0.028762411573866768,1.0,2024-01-19,2026-07-27
K8,U56,OVERLAP63,4443,211.6,True,0,1,0.0,1.0,2.1809245129622625,0.02602068183619661,1.0,2026-09-11,2026-09-11
K8,U56,DISJOINT,126,6.0,False,0,34,1.0,0.0,0.41553080966182737,0.004288115443499574,0.5294117647058824,2009-07-14,2026-07-27
K8,U56,DISJOINT,189,9.0,False,0,23,1.0,0.0,0.5275363946694779,0.009722239632721189,0.6956521739130435,2009-10-12,2026-04-24
K8,U56,DISJOINT,252,12.0,False,0,17,1.0,0.0,0.4111280359622147,0.007630935129365982,0.7058823529411765,2010-01-12,2026-01-23
K8,U56,DISJOINT,315,15.0,False,0,14,1.0,0.0,0.4626904578205159,0.013636746469375141,0.7142857142857143,2010-04-14,2026-07-27
K8,U56,DISJOINT,378,18.0,False,0,11,1.0,0.0,0.37856412512852144,0.009949022555601143,0.7272727272727273,2010-07-14,2025-07-24
K8,U56,DISJOINT,504,24.0,False,0,8,1.0,0.0,0.662327727317463,0.025293873502565022,0.75,2011-01-11,2025-01-22
K8,U56,DISJOINT,630,30.0,False,0,7,1.0,0.0,0.7527208807202149,0.02591456689172473,1.0,2011-07-13,2026-07-27
K8,U56,DISJOINT,756,36.0,False,0,5,1.0,0.0,0.8163990149543986,0.02777363991422286,0.8,2012-01-11,2024-01-19
K8,U56,DISJOINT,1008,48.0,False,0,4,1.0,0.0,1.1305112900681806,0.03033950197513997,1.0,2013-01-14,2025-01-22
K8,U56,DISJOINT,1260,60.0,False,0,3,1.0,0.0,1.2216355425025487,0.027675228696070753,1.0,2014-01-14,2024-01-19
K8,U56,DISJOINT,1512,72.0,False,0,2,1.0,0.0,1.0008587877329143,0.022841144939332304,1.0,2015-01-14,2021-01-15
K8,U56,DISJOINT,2016,96.0,False,0,2,0.5,0.5,1.4720052887783104,0.027139826120141403,1.0,2017-01-13,2025-01-22
K8,U56,DISJOINT,2520,120.0,False,0,1,1.0,0.0,1.1767739171775937,0.017124857022372576,1.0,2019-01-16,2019-01-16
K8,U56,DISJOINT,3024,144.0,False,0,1,1.0,0.0,1.4487382709912122,0.021244578952727404,1.0,2021-01-15,2021-01-15
K8,U56,DISJOINT,3780,180.0,False,0,1,0.0,1.0,2.019187233330707,0.0267832047723593,1.0,2024-01-19,2024-01-19
K8,U56,DISJOINT,4443,211.6,True,0,1,0.0,1.0,2.1809245129622625,0.02602068183619661,1.0,2026-09-11,2026-09-11
R1,U56,OVERLAP21,126,6.0,False,0,206,0.9611650485436893,0.038834951456310676,0.5727749177598654,0.005977887650160343,0.5825242718446602,2009-07-14,2026-08-25
R1,U56,OVERLAP21,189,9.0,False,0,203,0.9704433497536946,0.029556650246305417,0.5271389577590405,0.007593945558695844,0.6798029556650246,2009-10-12,2026-08-25
R1,U56,OVERLAP21,252,12.0,False,0,200,1.0,0.0,0.5192948012440572,0.009227628556776321,0.705,2010-01-12,2026-08-25
R1,U56,OVERLAP21,315,15.0,False,0,197,0.9949238578680203,0.005076142131979695,0.5816801497733426,0.009650617703432882,0.7614213197969543,2010-04-14,2026-08-25
R1,U56,OVERLAP21,378,18.0,False,0,194,0.9948453608247423,0.005154639175257732,0.6320446423523957,0.011601474306321968,0.788659793814433,2010-07-14,2026-08-25
R1,U56,OVERLAP21,504,24.0,False,0,188,0.9946808510638298,0.005319148936170213,0.7353569610759618,0.014627313035004474,0.75,2011-01-11,2026-08-25
R1,U56,OVERLAP21,630,30.0,False,0,182,0.9945054945054945,0.005494505494505495,0.7955984911008387,0.015101723351256178,0.7802197802197802,2011-07-13,2026-08-25
R1,U56,OVERLAP21,756,36.0,False,0,176,0.9659090909090909,0.03409090909090909,0.8497675846093324,0.016812809764614384,0.8863636363636364,2012-01-11,2026-08-25
R1,U56,OVERLAP21,1008,48.0,False,0,164,0.9817073170731707,0.018292682926829267,0.9629210059750615,0.016196388925486978,0.9878048780487805,2013-01-14,2026-08-25
R1,U56,OVERLAP21,1260,60.0,False,0,152,0.9539473684210527,0.046052631578947366,0.9540884352740522,0.015110951352212992,1.0,2014-01-14,2026-08-25
R1,U56,OVERLAP21,1512,72.0,False,0,140,1.0,0.0,1.1350557511645243,0.016061874062810955,1.0,2015-01-14,2026-08-25
R1,U56,OVERLAP21,2016,96.0,False,0,116,1.0,0.0,1.3878821342818437,0.01738916573971492,1.0,2017-01-13,2026-08-25
R1,U56,OVERLAP21,2520,120.0,False,0,92,0.9130434782608695,0.08695652173913043,1.6597007819103355,0.01957240298810832,1.0,2019-01-16,2026-08-25
R1,U56,OVERLAP21,3024,144.0,False,0,68,0.7058823529411765,0.29411764705882354,1.7384970834481779,0.018123741347004556,1.0,2021-01-15,2026-08-25
R1,U56,OVERLAP21,3780,180.0,False,0,32,0.90625,0.09375,1.8179285999680102,0.01744888999627826,1.0,2024-01-19,2026-08-25
R1,U56,OVERLAP21,4443,211.6,True,0,1,1.0,0.0,1.836801493347306,0.017335775729101825,1.0,2026-09-11,2026-09-11
R1,U56,OVERLAP63,126,6.0,False,0,69,0.9710144927536232,0.028985507246376812,0.5807040138477458,0.005671740827694158,0.5652173913043478,2009-07-14,2026-07-27
R1,U56,OVERLAP63,189,9.0,False,0,68,0.9705882352941176,0.029411764705882353,0.5036480599784974,0.007402105159150119,0.6764705882352942,2009-10-12,2026-07-27
R1,U56,OVERLAP63,252,12.0,False,0,67,1.0,0.0,0.4950260283609938,0.007735685708467246,0.6716417910447762,2010-01-12,2026-07-27
R1,U56,OVERLAP63,315,15.0,False,0,66,0.9848484848484849,0.015151515151515152,0.5539084979300829,0.008803468714385924,0.7272727272727273,2010-04-14,2026-07-27
R1,U56,OVERLAP63,378,18.0,False,0,65,1.0,0.0,0.6105186309412745,0.011463138213474944,0.8,2010-07-14,2026-07-27
R1,U56,OVERLAP63,504,24.0,False,0,63,1.0,0.0,0.7698010318910941,0.013649684998613437,0.7301587301587301,2011-01-11,2026-07-27
R1,U56,OVERLAP63,630,30.0,False,0,61,1.0,0.0,0.8068837783430025,0.01576660532270059,0.7540983606557377,2011-07-13,2026-07-27
R1,U56,OVERLAP63,756,36.0,False,0,59,0.9491525423728814,0.05084745762711865,0.7800319673815405,0.015714097795420476,0.8813559322033898,2012-01-11,2026-07-27
R1,U56,OVERLAP63,1008,48.0,False,0,55,1.0,0.0,0.9647109813460961,0.015142279720603655,0.9818181818181818,2013-01-14,2026-07-27
R1,U56,OVERLAP63,1260,60.0,False,0,51,0.9607843137254902,0.0392156862745098,0.9888693148352353,0.01533392019725547,1.0,2014-01-14,2026-07-27
R1,U56,OVERLAP63,1512,72.0,False,0,47,1.0,0.0,1.1570283971860718,0.01688192894728286,1.0,2015-01-14,2026-07-27
R1,U56,OVERLAP63,2016,96.0,False,0,39,1.0,0.0,1.3941002597196503,0.01764857830801468,1.0,2017-01-13,2026-07-27
R1,U56,OVERLAP63,2520,120.0,False,0,31,0.9032258064516129,0.0967741935483871,1.680997898540414,0.01988123568849552,1.0,2019-01-16,2026-07-27
R1,U56,OVERLAP63,3024,144.0,False,0,23,0.6956521739130435,0.30434782608695654,1.7225891886843088,0.0183616595336919,1.0,2021-01-15,2026-07-27
R1,U56,OVERLAP63,3780,180.0,False,0,11,0.9090909090909091,0.09090909090909091,1.7930340149040853,0.0174396717558164,1.0,2024-01-19,2026-07-27
R1,U56,OVERLAP63,4443,211.6,True,0,1,1.0,0.0,1.836801493347306,0.017335775729101825,1.0,2026-09-11,2026-09-11
R1,U56,DISJOINT,126,6.0,False,0,35,0.9714285714285714,0.02857142857142857,0.620861944868271,0.006333328571232005,0.6,2009-07-14,2026-07-27
R1,U56,DISJOINT,189,9.0,False,0,23,1.0,0.0,0.5343217444606629,0.009102270027213685,0.782608695652174,2009-10-12,2026-04-24
R1,U56,DISJOINT,252,12.0,False,0,17,1.0,0.0,0.3728461721032461,0.006883301146389881,0.5882352941176471,2010-01-12,2026-01-23
R1,U56,DISJOINT,315,15.0,False,0,14,1.0,0.0,0.6249449059553271,0.011638341853994476,0.7142857142857143,2010-04-14,2026-07-27
R1,U56,DISJOINT,378,18.0,False,0,11,1.0,0.0,0.6335403245352236,0.009630576876588776,0.8181818181818182,2010-07-14,2025-07-24
R1,U56,DISJOINT,504,24.0,False,0,8,1.0,0.0,0.6095302502747163,0.012375161628644972,0.875,2011-01-11,2025-01-22
R1,U56,DISJOINT,630,30.0,False,0,7,1.0,0.0,0.7211649149923711,0.01525043741897128,1.0,2011-07-13,2026-07-27
R1,U56,DISJOINT,756,36.0,False,0,5,0.8,0.2,0.34278193865973616,0.009606421392816505,0.8,2012-01-11,2024-01-19
R1,U56,DISJOINT,1008,48.0,False,0,4,1.0,0.0,1.181021155233597,0.01855812616529885,1.0,2013-01-14,2025-01-22
R1,U56,DISJOINT,1260,60.0,False,0,3,1.0,0.0,1.1921718289532484,0.01789931729553121,1.0,2014-01-14,2024-01-19
R1,U56,DISJOINT,1512,72.0,False,0,2,1.0,0.0,0.9166126510021388,0.01422014842222995,1.0,2015-01-14,2021-01-15
R1,U56,DISJOINT,2016,96.0,False,0,2,1.0,0.0,1.358407133306157,0.019001786672385355,1.0,2017-01-13,2025-01-22
R1,U56,DISJOINT,2520,120.0,False,0,1,1.0,0.0,1.1429974997475658,0.014591736375053323,1.0,2019-01-16,2019-01-16
R1,U56,DISJOINT,3024,144.0,False,0,1,1.0,0.0,1.2462345276386635,0.014241625507735271,1.0,2021-01-15,2021-01-15
R1,U56,DISJOINT,3780,180.0,False,0,1,1.0,0.0,1.672102329267944,0.01744047549094082,1.0,2024-01-19,2024-01-19
R1,U56,DISJOINT,4443,211.6,True,0,1,1.0,0.0,1.836801493347306,0.017335775729101825,1.0,2026-09-11,2026-09-11
R2,U56,OVERLAP21,126,6.0,False,0,206,0.9951456310679612,0.0048543689320388345,0.5808426485970335,0.010935557753454846,0.6941747572815534,2009-07-14,2026-08-25
R2,U56,OVERLAP21,189,9.0,False,0,203,0.9950738916256158,0.0049261083743842365,0.6523057898860601,0.012389416780187235,0.7684729064039408,2009-10-12,2026-08-25
R2,U56,OVERLAP21,252,12.0,False,0,200,1.0,0.0,0.7310597978381664,0.014867202471467646,0.775,2010-01-12,2026-08-25
R2,U56,OVERLAP21,315,15.0,False,0,197,0.9898477157360406,0.01015228426395939,0.7854420286966143,0.015957344901531986,0.7969543147208121,2010-04-14,2026-08-25
R2,U56,OVERLAP21,378,18.0,False,0,194,0.979381443298969,0.020618556701030927,0.7858474606983794,0.013823236118278648,0.8350515463917526,2010-07-14,2026-08-25
R2,U56,OVERLAP21,504,24.0,False,0,188,0.9361702127659575,0.06382978723404255,0.8588731305996684,0.015388612633170269,0.8723404255319149,2011-01-11,2026-08-25
R2,U56,OVERLAP21,630,30.0,False,0,182,0.9395604395604396,0.06043956043956044,0.8100231394100832,0.015499842789415748,0.9175824175824175,2011-07-13,2026-08-25
R2,U56,OVERLAP21,756,36.0,False,0,176,0.9715909090909091,0.028409090909090908,0.8886356345238748,0.015873742484800998,0.9318181818181818,2012-01-11,2026-08-25
R2,U56,OVERLAP21,1008,48.0,False,0,164,1.0,0.0,1.1234852830871183,0.016674593279058465,0.9878048780487805,2013-01-14,2026-08-25
R2,U56,OVERLAP21,1260,60.0,False,0,152,0.993421052631579,0.006578947368421052,1.2563819725541054,0.01666186902967598,1.0,2014-01-14,2026-08-25
R2,U56,OVERLAP21,1512,72.0,False,0,140,0.8857142857142857,0.11428571428571428,1.3631399257612644,0.01651211530018594,1.0,2015-01-14,2026-08-25
R2,U56,OVERLAP21,2016,96.0,False,0,116,0.8620689655172413,0.13793103448275862,1.6500126300068723,0.017691400488751563,1.0,2017-01-13,2026-08-25
R2,U56,OVERLAP21,2520,120.0,False,0,92,0.7391304347826086,0.2608695652173913,1.8583059355710851,0.017757188663768717,1.0,2019-01-16,2026-08-25
R2,U56,OVERLAP21,3024,144.0,False,0,68,0.3382352941176471,0.6617647058823529,2.0973756570675732,0.0176535247603143,1.0,2021-01-15,2026-08-25
R2,U56,OVERLAP21,3780,180.0,False,0,32,0.09375,0.90625,2.160622210936314,0.017096104585383416,1.0,2024-01-19,2026-08-25
R2,U56,OVERLAP21,4443,211.6,True,0,1,0.0,1.0,2.1269035595279258,0.01728202012305203,1.0,2026-09-11,2026-09-11
R2,U56,OVERLAP63,126,6.0,False,0,69,1.0,0.0,0.532489713793191,0.009885543493286547,0.6811594202898551,2009-07-14,2026-07-27
R2,U56,OVERLAP63,189,9.0,False,0,68,1.0,0.0,0.6293023837614146,0.013415507095937003,0.75,2009-10-12,2026-07-27
R2,U56,OVERLAP63,252,12.0,False,0,67,1.0,0.0,0.637361652036337,0.014629385558184216,0.7761194029850746,2010-01-12,2026-07-27
R2,U56,OVERLAP63,315,15.0,False,0,66,0.9848484848484849,0.015151515151515152,0.7375916010460696,0.01556453702746754,0.8333333333333334,2010-04-14,2026-07-27
R2,U56,OVERLAP63,378,18.0,False,0,65,0.9692307692307692,0.03076923076923077,0.7273820403748309,0.013613335138276228,0.8615384615384616,2010-07-14,2026-07-27
R2,U56,OVERLAP63,504,24.0,False,0,63,0.9523809523809523,0.047619047619047616,0.755390623604624,0.014166446629734208,0.9047619047619048,2011-01-11,2026-07-27
R2,U56,OVERLAP63,630,30.0,False,0,61,0.9508196721311475,0.04918032786885246,0.8158542056000299,0.01614848563160675,0.9344262295081968,2011-07-13,2026-07-27
R2,U56,OVERLAP63,756,36.0,False,0,59,0.9830508474576272,0.01694915254237288,0.9155393348175968,0.015519459618448035,0.9322033898305084,2012-01-11,2026-07-27
R2,U56,OVERLAP63,1008,48.0,False,0,55,1.0,0.0,1.1338118358866265,0.016605004384221453,1.0,2013-01-14,2026-07-27
R2,U56,OVERLAP63,1260,60.0,False,0,51,1.0,0.0,1.251217345622948,0.017019162810153185,1.0,2014-01-14,2026-07-27
R2,U56,OVERLAP63,1512,72.0,False,0,47,0.8936170212765957,0.10638297872340426,1.3688844935654425,0.016119480095796723,1.0,2015-01-14,2026-07-27
R2,U56,OVERLAP63,2016,96.0,False,0,39,0.8974358974358975,0.10256410256410256,1.676783354881031,0.018262260313344172,1.0,2017-01-13,2026-07-27
R2,U56,OVERLAP63,2520,120.0,False,0,31,0.7096774193548387,0.2903225806451613,1.8757982426762139,0.017641100880432407,1.0,2019-01-16,2026-07-27
R2,U56,OVERLAP63,3024,144.0,False,0,23,0.391304347826087,0.6086956521739131,2.0723782322007964,0.01777028642718924,1.0,2021-01-15,2026-07-27
R2,U56,OVERLAP63,3780,180.0,False,0,11,0.09090909090909091,0.9090909090909091,2.1590948977677176,0.01722246450372178,1.0,2024-01-19,2026-07-27
R2,U56,OVERLAP63,4443,211.6,True,0,1,0.0,1.0,2.1269035595279258,0.01728202012305203,1.0,2026-09-11,2026-09-11
R2,U56,DISJOINT,126,6.0,False,0,35,1.0,0.0,0.5518137180646154,0.011722529706119957,0.6571428571428571,2009-07-14,2026-07-27
R2,U56,DISJOINT,189,9.0,False,0,23,1.0,0.0,0.6323890538106999,0.014203845709558464,0.782608695652174,2009-10-12,2026-04-24
R2,U56,DISJOINT,252,12.0,False,0,17,1.0,0.0,0.4306552368443098,0.007903383339181065,0.7647058823529411,2010-01-12,2026-01-23
R2,U56,DISJOINT,315,15.0,False,0,14,1.0,0.0,0.6721460660125126,0.018151094144329288,0.8571428571428571,2010-04-14,2026-07-27
R2,U56,DISJOINT,378,18.0,False,0,11,0.9090909090909091,0.09090909090909091,0.5535194273323077,0.011398750460379276,0.9090909090909091,2010-07-14,2025-07-24
R2,U56,DISJOINT,504,24.0,False,0,8,1.0,0.0,0.6535436667391539,0.012949061975794094,0.875,2011-01-11,2025-01-22
R2,U56,DISJOINT,630,30.0,False,0,7,1.0,0.0,0.7452057935181324,0.017172778777943088,1.0,2011-07-13,2026-07-27
R2,U56,DISJOINT,756,36.0,False,0,5,1.0,0.0,0.6810191342777492,0.014867778451077923,1.0,2012-01-11,2024-01-19
R2,U56,DISJOINT,1008,48.0,False,0,4,1.0,0.0,1.1343198572068744,0.016849287210771814,1.0,2013-01-14,2025-01-22
R2,U56,DISJOINT,1260,60.0,False,0,3,1.0,0.0,0.9129571132341615,0.016763222317957432,1.0,2014-01-14,2024-01-19
R2,U56,DISJOINT,1512,72.0,False,0,2,1.0,0.0,1.3609217059608025,0.0175725188998825,1.0,2015-01-14,2021-01-15
R2,U56,DISJOINT,2016,96.0,False,0,2,1.0,0.0,1.449308781218022,0.017296250111009624,1.0,2017-01-13,2025-01-22
R2,U56,DISJOINT,2520,120.0,False,0,1,1.0,0.0,1.0738238432020621,0.012465592347256742,1.0,2019-01-16,2019-01-16
R2,U56,DISJOINT,3024,144.0,False,0,1,1.0,0.0,1.7489031759916902,0.017116010236634206,1.0,2021-01-15,2021-01-15
R2,U56,DISJOINT,3780,180.0,False,0,1,1.0,0.0,1.8200597856378686,0.016370253567558536,1.0,2024-01-19,2024-01-19
R2,U56,DISJOINT,4443,211.6,True,0,1,0.0,1.0,2.1269035595279258,0.01728202012305203,1.0,2026-09-11,2026-09-11
R3,U56,OVERLAP21,126,6.0,False,0,206,0.9951456310679612,0.0048543689320388345,0.6326717595496021,0.014312386191921427,0.6747572815533981,2009-07-14,2026-08-25
R3,U56,OVERLAP21,189,9.0,False,0,203,0.9802955665024631,0.019704433497536946,0.6831933730720869,0.01517664305761214,0.6896551724137931,2009-10-12,2026-08-25
R3,U56,OVERLAP21,252,12.0,False,0,200,0.98,0.02,0.7830223773575243,0.016822565972664363,0.73,2010-01-12,2026-08-25
R3,U56,OVERLAP21,315,15.0,False,0,197,0.9695431472081218,0.030456852791878174,0.8428303248763956,0.017958543598040406,0.7817258883248731,2010-04-14,2026-08-25
R3,U56,OVERLAP21,378,18.0,False,0,194,0.9639175257731959,0.03608247422680412,0.8255103565568085,0.01801676069667303,0.8556701030927835,2010-07-14,2026-08-25
R3,U56,OVERLAP21,504,24.0,False,0,188,0.9627659574468085,0.03723404255319149,0.9699999980346904,0.01973592273515676,0.9946808510638298,2011-01-11,2026-08-25
R3,U56,OVERLAP21,630,30.0,False,0,182,0.945054945054945,0.054945054945054944,1.1239814701751594,0.01965834601719241,1.0,2011-07-13,2026-08-25
R3,U56,OVERLAP21,756,36.0,False,0,176,0.8806818181818182,0.11931818181818182,1.3423356771762966,0.021312312229684074,1.0,2012-01-11,2026-08-25
R3,U56,OVERLAP21,1008,48.0,False,0,164,0.725609756097561,0.27439024390243905,1.6335799292475888,0.0222768277963689,1.0,2013-01-14,2026-08-25
R3,U56,OVERLAP21,1260,60.0,False,0,152,0.5394736842105263,0.4605263157894737,1.904000822044338,0.02325131150460957,1.0,2014-01-14,2026-08-25
R3,U56,OVERLAP21,1512,72.0,False,0,140,0.4142857142857143,0.5857142857142857,2.1602418627660764,0.02378574231694137,1.0,2015-01-14,2026-08-25
R3,U56,OVERLAP21,2016,96.0,False,0,116,0.1206896551724138,0.8793103448275862,2.4803257114301944,0.024427000950193442,1.0,2017-01-13,2026-08-25
R3,U56,OVERLAP21,2520,120.0,False,0,92,0.021739130434782608,0.9782608695652174,2.8130751319385388,0.02473885631880126,1.0,2019-01-16,2026-08-25
R3,U56,OVERLAP21,3024,144.0,False,0,68,0.0,1.0,2.981199304586892,0.023968489488865673,1.0,2021-01-15,2026-08-25
R3,U56,OVERLAP21,3780,180.0,False,0,32,0.0,1.0,3.1526943748443212,0.023031826580073776,1.0,2024-01-19,2026-08-25
R3,U56,OVERLAP21,4443,211.6,True,0,1,0.0,1.0,3.279583047133789,0.023042851063685692,1.0,2026-09-11,2026-09-11
R3,U56,OVERLAP63,126,6.0,False,0,69,1.0,0.0,0.656498980180901,0.012565054037513873,0.6376811594202898,2009-07-14,2026-07-27
R3,U56,OVERLAP63,189,9.0,False,0,68,0.9852941176470589,0.014705882352941176,0.6966043532444923,0.014928149831595225,0.6470588235294118,2009-10-12,2026-07-27
R3,U56,OVERLAP63,252,12.0,False,0,67,0.9701492537313433,0.029850746268656716,0.7831912760181716,0.019125927198651516,0.6865671641791045,2010-01-12,2026-07-27
R3,U56,OVERLAP63,315,15.0,False,0,66,0.9696969696969697,0.030303030303030304,0.8453654926295702,0.01878946582435194,0.7575757575757576,2010-04-14,2026-07-27
R3,U56,OVERLAP63,378,18.0,False,0,65,0.9692307692307692,0.03076923076923077,0.8884430630213471,0.02001728284228957,0.8307692307692308,2010-07-14,2026-07-27
R3,U56,OVERLAP63,504,24.0,False,0,63,0.9841269841269841,0.015873015873015872,1.0321667012982116,0.019693742917874422,0.9841269841269841,2011-01-11,2026-07-27
R3,U56,OVERLAP63,630,30.0,False,0,61,0.9672131147540983,0.03278688524590164,1.1176340481706877,0.020017295540206786,1.0,2011-07-13,2026-07-27
R3,U56,OVERLAP63,756,36.0,False,0,59,0.8813559322033898,0.11864406779661017,1.3422742335097175,0.02152166848563264,1.0,2012-01-11,2026-07-27
R3,U56,OVERLAP63,1008,48.0,False,0,55,0.7272727272727273,0.2727272727272727,1.6226360992499411,0.022264457333590594,1.0,2013-01-14,2026-07-27
R3,U56,OVERLAP63,1260,60.0,False,0,51,0.5686274509803921,0.43137254901960786,1.9037992007696012,0.023333506444757464,1.0,2014-01-14,2026-07-27
