panel,episode_set,estimator,n,dd_pass,beta_pass,agree,best_agree,beta_star,spearman_beta_dd,n_pairs,n_disagree,pair_disagree,rho_S_is_oos,rho_P_is_oos,n_is_oos,median_beta
U56,BEAR10,FULL,80,66,66,1.0,1.0,0.6064975484695228,-0.9265988372093025,166,0,0.0,0.9947252438109531,0.9914079450510042,80,0.3560492524478185
U56,BEAR10,DOWN,80,66,67,0.9875,1.0,0.5809586942563536,-0.9247702550637661,181,0,0.0,0.9904116654163542,0.9893825512026879,80,0.34002924311717164
B136,E5,FIXED,80,47,63,0.8,0.95,0.44382852192078703,-0.9193510583557787,183,12,0.06557377049180328,0.9888388844014673,0.9885584546380531,80,0.35677118420123977
B136,E5,SPYDD,80,47,51,0.95,0.95,0.5803009219670721,-0.8424471311630545,137,8,0.058394160583941604,0.6410764116377842,0.6451434579437675,80,0.4161757474086125
B136,E5,DDWIN,80,47,51,0.95,0.95,0.5827454662814451,-0.9547906111475285,153,5,0.032679738562091505,0.9150956829539993,0.901726151950051,80,0.43548404644496524
B136,E5,FULL,80,47,59,0.85,0.9625,0.49102445443910486,-0.9347775131014844,135,11,0.08148148148148149,0.9969289197299328,0.9954844313607598,80,0.40896883147203855
B136,E5,DOWN,80,47,59,0.85,0.975,0.47616194849640703,-0.9294790651189166,133,9,0.06766917293233082,0.9924512378094525,0.9908661549088871,80,0.39518899945094665
B136,E3,FIXED,80,47,65,0.775,0.95,0.42265898403037916,-0.8963989319180189,220,26,0.11818181818181818,0.9879009740491943,0.9882408043961468,80,0.3346708517173297
B136,E3,SPYDD,80,47,51,0.95,0.95,0.5803009219670721,-0.8424471311630545,137,8,0.058394160583941604,0.6410764116377842,0.6451434579437675,80,0.4161757474086125
B136,E3,DDWIN,80,47,51,0.95,0.95,0.5827454662814451,-0.9547906111475285,153,5,0.032679738562091505,0.9150956829539993,0.901726151950051,80,0.43548404644496524
B136,E3,FULL,80,47,59,0.85,0.9625,0.49102445443910486,-0.9347775131014844,135,11,0.08148148148148149,0.9969289197299328,0.9954844313607598,80,0.40896883147203855
B136,E3,DOWN,80,47,59,0.85,0.975,0.47616194849640703,-0.9294790651189166,133,9,0.06766917293233082,0.9924512378094525,0.9908661549088871,80,0.39518899945094665
B136,E5W,FIXED,80,47,63,0.8,0.95,0.41547360717357407,-0.9182022798108856,190,13,0.06842105263157895,0.9909726304528885,0.9899437178997901,80,0.35328107597809133
B136,E5W,SPYDD,80,47,51,0.95,0.95,0.5803009219670721,-0.8424471311630545,137,8,0.058394160583941604,0.6410764116377842,0.6451434579437675,80,0.4161757474086125
B136,E5W,DDWIN,80,47,51,0.95,0.95,0.5827454662814451,-0.9547906111475285,153,5,0.032679738562091505,0.9150956829539993,0.901726151950051,80,0.43548404644496524
B136,E5W,FULL,80,47,59,0.85,0.9625,0.49102445443910486,-0.9347775131014844,135,11,0.08148148148148149,0.9969289197299328,0.9954844313607598,80,0.40896883147203855
B136,E5W,DOWN,80,47,59,0.85,0.975,0.47616194849640703,-0.9294790651189166,133,9,0.06766917293233082,0.9924512378094525,0.9908661549088871,80,0.39518899945094665
B136,BEAR10,FIXED,80,47,68,0.7375,0.95,0.3616619560934624,-0.9030806030464782,231,20,0.08658008658008658,0.989284391818797,0.9845127434018478,80,0.3241973673419408
B136,BEAR10,SPYDD,80,47,51,0.95,0.95,0.5803009219670721,-0.8424471311630545,137,8,0.058394160583941604,0.6410764116377842,0.6451434579437675,80,0.4161757474086125
B136,BEAR10,DDWIN,80,47,51,0.95,0.95,0.5827454662814451,-0.9547906111475285,153,5,0.032679738562091505,0.9150956829539993,0.901726151950051,80,0.43548404644496524
B136,BEAR10,FULL,80,47,59,0.85,0.9625,0.49102445443910486,-0.9347775131014844,135,11,0.08148148148148149,0.9969289197299328,0.9954844313607598,80,0.40896883147203855
B136,BEAR10,DOWN,80,47,59,0.85,0.975,0.47616194849640703,-0.9294790651189166,133,9,0.06766917293233082,0.9924512378094525,0.9908661549088871,80,0.39518899945094665
SMALL,E5,FIXED,80,22,66,0.45,0.925,0.20675430980120257,-0.8426012753188299,177,37,0.20903954802259886,0.9530898349587399,0.9607073074021661,80,0.3431500218174531
SMALL,E5,SPYDD,80,22,54,0.6,0.9375,0.23644625209646664,-0.8137424981245313,217,7,0.03225806451612903,0.9422121155288823,0.9397134531588843,80,0.4124852630156369
SMALL,E5,DDWIN,76,22,51,0.6052631578947368,0.9473684210526315,0.2458434702569391,-0.8765141779005222,132,15,0.11363636363636363,0.9527884228393441,0.9476490062895291,70,0.4277458004569902
SMALL,E5,FULL,80,22,59,0.5375,0.925,0.24068420893387382,-0.8573002625656416,161,38,0.2360248447204969,0.9744936234058517,0.9819009433834828,80,0.38458766499350044
SMALL,E5,DOWN,80,22,53,0.6125,0.925,0.23794128648827562,-0.8619654913728433,167,35,0.20958083832335328,0.9547543135783947,0.9569503274470713,80,0.43404959514023567
SMALL,E3,FIXED,80,22,66,0.45,0.925,0.18094726409480028,-0.8404210427606903,222,38,0.17117117117117117,0.9418604651162792,0.9556291330212696,80,0.3391571413412525
SMALL,E3,SPYDD,80,22,54,0.6,0.9375,0.23644625209646664,-0.8137424981245313,217,7,0.03225806451612903,0.9422121155288823,0.9397134531588843,80,0.4124852630156369
SMALL,E3,DDWIN,76,22,51,0.6052631578947368,0.9473684210526315,0.2458434702569391,-0.8765141779005222,132,15,0.11363636363636363,0.9527884228393441,0.9476490062895291,70,0.4277458004569902
SMALL,E3,FULL,80,22,59,0.5375,0.925,0.24068420893387382,-0.8573002625656416,161,38,0.2360248447204969,0.9744936234058517,0.9819009433834828,80,0.38458766499350044
SMALL,E3,DOWN,80,22,53,0.6125,0.925,0.23794128648827562,-0.8619654913728433,167,35,0.20958083832335328,0.9547543135783947,0.9569503274470713,80,0.43404959514023567
SMALL,E5W,FIXED,80,22,66,0.45,0.925,0.210942898234322,-0.8382642535633911,193,40,0.20725388601036268,0.952433420855214,0.9638088338536277,80,0.34683887716590645
SMALL,E5W,SPYDD,80,22,54,0.6,0.9375,0.23644625209646664,-0.8137424981245313,217,7,0.03225806451612903,0.9422121155288823,0.9397134531588843,80,0.4124852630156369
SMALL,E5W,DDWIN,76,22,51,0.6052631578947368,0.9473684210526315,0.2458434702569391,-0.8765141779005222,132,15,0.11363636363636363,0.9527884228393441,0.9476490062895291,70,0.4277458004569902
SMALL,E5W,FULL,80,22,59,0.5375,0.925,0.24068420893387382,-0.8573002625656416,161,38,0.2360248447204969,0.9744936234058517,0.9819009433834828,80,0.38458766499350044
SMALL,E5W,DOWN,80,22,53,0.6125,0.925,0.23794128648827562,-0.8619654913728433,167,35,0.20958083832335328,0.9547543135783947,0.9569503274470713,80,0.43404959514023567
SMALL,BEAR10,FIXED,80,22,67,0.4375,0.9625,0.18708038770993174,-0.8590585146286573,268,32,0.11940298507462686,0.9149943735933984,0.9323963442385629,80,0.344989837047173
SMALL,BEAR10,SPYDD,80,22,54,0.6,0.9375,0.23644625209646664,-0.8137424981245313,217,7,0.03225806451612903,0.9422121155288823,0.9397134531588843,80,0.4124852630156369
SMALL,BEAR10,DDWIN,76,22,51,0.6052631578947368,0.9473684210526315,0.2458434702569391,-0.8765141779005222,132,15,0.11363636363636363,0.9527884228393441,0.9476490062895291,70,0.4277458004569902
SMALL,BEAR10,FULL,80,22,59,0.5375,0.925,0.24068420893387382,-0.8573002625656416,161,38,0.2360248447204969,0.9744936234058517,0.9819009433834828,80,0.38458766499350044
SMALL,BEAR10,DOWN,80,22,53,0.6125,0.925,0.23794128648827562,-0.8619654913728433,167,35,0.20958083832335328,0.9547543135783947,0.9569503274470713,80,0.43404959514023567
