panel,book,kind,metric,n,p10,p50,p90,pmax
SMALL439,TOPN,START,H2,10,0.006395517420844899,0.020530714089853852,0.02921081834557668,0.03560633576642158
SMALL439,TOPN,PURE,H2,780,0.0026244890800122714,0.01610424860488935,0.04646428686290828,0.11675447217761825
SMALL439,EWALL,END,CAGR,28,0.00029008338065532606,0.0008919423610149746,0.002106404196279921,0.0026351563595972127
SMALL439,EWALL,START,CAGR,10,7.008892333795202e-05,0.0013402137784603863,0.010353664276050755,0.010423753199388708
SMALL439,EWALL,PURE,CAGR,780,0.0003813158993497545,0.0017215555370969637,0.010424496274559903,0.013058565861616689
SMALL439,EWALL,END,Sharpe,28,0.0012722118501044988,0.004485920103555585,0.01344281670397166,0.016079268710760708
SMALL439,EWALL,START,Sharpe,10,0.00022682108809849444,0.008084342690112378,0.05814528951195715,0.05837211060005565
SMALL439,EWALL,PURE,Sharpe,780,0.002026506255888183,0.01039367557955051,0.05848991922622539,0.07453307660250608
SMALL439,EWALL,END,MaxDD,28,0.0,0.0,0.0,0.0
SMALL439,EWALL,START,MaxDD,10,9.992007221626409e-17,1.6653345369377348e-16,7.882583474838611e-16,8.881784197001252e-16
SMALL439,EWALL,PURE,MaxDD,780,0.0,1.1102230246251565e-16,7.771561172376096e-16,8.881784197001252e-16
SMALL439,EWALL,END,H1,28,0.0004180237282169763,0.017065859086132007,0.07378680330739511,0.10502323252225054
SMALL439,EWALL,START,H1,10,0.000902943481586771,0.04367010263632776,0.11034630494311369,0.14874645383422191
SMALL439,EWALL,PURE,H1,780,0.004404303120382492,0.03475639428444921,0.12051834370718084,0.1656095579312864
SMALL439,EWALL,END,H2,28,0.005396204692504192,0.01657970929001462,0.07347829726456456,0.09862446661617585
SMALL439,EWALL,START,H2,10,0.00041613130225279796,0.012858728482630033,0.01807542207268142,0.029232146404795656
SMALL439,EWALL,PURE,H2,780,0.0020775812013621004,0.012833055003326599,0.07475158092066696,0.1022583968895896
SMALL439,BAND,CONTAM664,CAGR,136,0.0006175856623685805,0.003479561484243887,0.02532205954417366,0.037163837530594046
SMALL439,BAND,CONTAM664,Sharpe,136,0.0065752698080076,0.04498483181511753,0.35279453394257676,0.4913639602680786
SMALL439,BAND,CONTAM664,MaxDD,136,2.220446049250313e-15,0.01493982712097569,0.04013858753864086,0.06068671094040812
SMALL439,BAND,CONTAM664,H1,136,0.020629949581769502,0.11580581178894378,0.7527750249693863,1.1563091988574998
SMALL439,BAND,CONTAM664,H2,136,0.011753939094815452,0.0783641797298378,0.34958088603297394,0.44484016228998424
SMALL439,ALL,BOOK,CAGR,190,0.0041818386636933045,0.05465655492080168,0.10905073029053466,0.15162953903866372
SMALL439,ALL,BOOK,Sharpe,190,0.0022923823638805415,0.06961592077093925,0.14258276881097764,0.2287575812084941
SMALL439,ALL,BOOK,MaxDD,190,0.00401068870357354,0.10951959939612943,0.2513087675875382,0.31808316267307757
SMALL439,ALL,BOOK,H1,190,0.007327373290963132,0.12203377022604567,0.29786501181170144,0.3615139347327967
SMALL439,ALL,BOOK,H2,190,0.0015817051098573343,0.03968197642306159,0.11419716769871668,0.1682898865480842
