panel,book,cadence,conv,estimator,cost_bps,n,base4b,base4a,med_OOS_Sharpe,med_OOS_CAGR,med_OOS_MaxDD,med_turn,legpass_L1_H1,legpass_L2_H2,legpass_L3_OOS,legpass_L4_DD,legpass_L5_CAGR
U56,BAND03,Q,ROTP,CANON,25.0,200,0.0,0.0,1.0064304612746673,0.08500403626335684,-0.19894606966166528,1.2612913081347812,1.0,0.995,1.0,0.745,0.0
U56,BAND03,Q,ROTP,CANON,50.0,200,0.0,0.0,0.9694282928467248,0.08159062855465027,-0.19894606966166556,1.2612913081347812,0.98,0.91,1.0,0.745,0.0
U56,BAND03,Q,ROTP,FPORT,0.0,200,0.0,0.0,1.1282216654576191,0.0943820188369191,-0.1902842831541915,1.2566777054586749,1.0,1.0,1.0,1.0,0.0
U56,BAND03,Q,ROTP,FPORT,5.0,200,0.0,0.0,1.1207376425376205,0.09370149137696504,-0.19034150456713333,1.2566777054586749,1.0,1.0,1.0,1.0,0.0
U56,BAND03,Q,ROTP,FPORT,10.0,200,0.0,0.0,1.1132535475472936,0.09302138513809366,-0.19039872212811432,1.2566777054586749,1.0,1.0,1.0,1.0,0.0
U56,BAND03,Q,ROTP,FPORT,25.0,200,0.0,0.0,1.0908331502495607,0.09098359115358712,-0.1905703517017553,1.2566777054586749,1.0,1.0,1.0,1.0,0.0
U56,BAND03,Q,ROTP,FPORT,50.0,200,0.0,0.0,1.0534279463241305,0.08758947028561115,-0.19085609683905363,1.2566777054586749,1.0,1.0,1.0,1.0,0.0
U56,EWELIG,M,ROT,CANON,0.0,200,0.07,0.0,1.1155172851663886,0.1359216978589458,-0.2260742629141116,6.552054006861144,1.0,0.995,1.0,0.07,1.0
U56,EWELIG,M,ROT,CANON,5.0,200,0.06,0.0,1.087887002913849,0.13216076102338703,-0.22691219743186192,6.552054006861144,1.0,0.995,0.995,0.06,0.995
U56,EWELIG,M,ROT,CANON,10.0,200,0.055,0.0,1.060159808610498,0.12842281428991298,-0.22726707464426443,6.552054006861144,0.99,0.99,0.995,0.055,0.995
U56,EWELIG,M,ROT,CANON,25.0,200,0.025,0.0,0.977481470606193,0.1172353985471517,-0.22924933771276357,6.552054006861144,0.825,0.89,0.93,0.025,0.91
U56,EWELIG,M,ROT,CANON,50.0,200,0.01,0.0,0.8375552509173361,0.09871722548084383,-0.23708266537231276,6.552054006861144,0.145,0.26,0.365,0.015,0.295
U56,EWELIG,M,ROT,FPORT,0.0,200,0.0,0.0,1.149301485248895,0.13827641764638565,-0.21902508009844662,6.575728105900129,1.0,1.0,1.0,0.0,1.0
U56,EWELIG,M,ROT,FPORT,5.0,200,0.0,0.0,1.1217550470708433,0.13455542635891304,-0.219379162186693,6.575728105900129,1.0,1.0,1.0,0.0,1.0
U56,EWELIG,M,ROT,FPORT,10.0,200,0.0,0.0,1.094187135614869,0.1308480752281228,-0.219733092957834,6.575728105900129,1.0,1.0,1.0,0.0,1.0
U56,EWELIG,M,ROT,FPORT,25.0,200,0.0,0.0,1.0115831178875285,0.11977550665111525,-0.2207939779762455,6.575728105900129,1.0,1.0,1.0,0.0,1.0
U56,EWELIG,M,ROT,FPORT,50.0,200,0.0,0.0,0.8740367263290707,0.10160010950521792,-0.22282426092929625,6.575728105900129,0.005,0.16,0.55,0.0,0.03
U56,EWELIG,M,ROTP,CANON,0.0,200,0.04,0.0,1.1304038378622647,0.13922200227674186,-0.22581348745562013,6.558603458218348,1.0,1.0,1.0,0.04,1.0
U56,EWELIG,M,ROTP,CANON,5.0,200,0.03,0.0,1.103306630362646,0.13539825149234053,-0.2262860392957537,6.558603458218348,1.0,1.0,1.0,0.03,1.0
U56,EWELIG,M,ROTP,CANON,10.0,200,0.025,0.0,1.0759673683199176,0.13157056598298134,-0.22662731951203308,6.558603458218348,0.99,0.99,1.0,0.025,0.99
U56,EWELIG,M,ROTP,CANON,25.0,200,0.01,0.0,0.9930506578457392,0.12016924808705054,-0.2293644312131819,6.558603458218348,0.86,0.935,0.95,0.015,0.945
U56,EWELIG,M,ROTP,CANON,50.0,200,0.0,0.0,0.854889900114483,0.10149216574985065,-0.23427907454673358,6.558603458218348,0.125,0.295,0.385,0.01,0.335
U56,EWELIG,M,ROTP,FPORT,0.0,200,0.0,0.0,1.1487182433685263,0.13797191317000657,-0.218886018409936,6.576658263633469,1.0,1.0,1.0,0.0,1.0
U56,EWELIG,M,ROTP,FPORT,5.0,200,0.0,0.0,1.1210300616323048,0.13424589318455304,-0.21924132396996082,6.576658263633469,1.0,1.0,1.0,0.0,1.0
U56,EWELIG,M,ROTP,FPORT,10.0,200,0.0,0.0,1.0933963337841397,0.13052532979151643,-0.21959647711247443,6.576658263633469,1.0,1.0,1.0,0.0,1.0
U56,EWELIG,M,ROTP,FPORT,25.0,200,0.0,0.0,1.010807805431754,0.11944569169820785,-0.22066102264964904,6.576658263633469,1.0,1.0,1.0,0.0,1.0
U56,EWELIG,M,ROTP,FPORT,50.0,200,0.0,0.0,0.873265561163781,0.1012378343035869,-0.2229560891900857,6.576658263633469,0.0,0.15,0.53,0.0,0.005
U56,EWELIG,Q,ROT,CANON,0.0,200,0.0,0.0,1.1363112986608352,0.14132911839568407,-0.2196458221037041,2.481046247393264,1.0,0.98,0.995,0.0,0.99
U56,EWELIG,Q,ROT,CANON,5.0,200,0.0,0.0,1.1257977574565714,0.13988866918591836,-0.21986908170970748,2.481046247393264,1.0,0.98,0.995,0.0,0.99
U56,EWELIG,Q,ROT,CANON,10.0,200,0.0,0.0,1.1153170363287432,0.13844942945339966,-0.21992056640474406,2.481046247393264,0.995,0.98,0.98,0.0,0.99
U56,EWELIG,Q,ROT,CANON,25.0,200,0.0,0.0,1.084606181404408,0.13413896091943767,-0.21995250875761796,2.481046247393264,0.985,0.98,0.98,0.0,0.98
U56,EWELIG,Q,ROT,CANON,50.0,200,0.0,0.0,1.0316107765313327,0.1268032982867947,-0.22011620323606912,2.481046247393264,0.93,0.94,0.96,0.0,0.96
U56,EWELIG,Q,ROT,FPORT,0.0,200,0.0,0.0,1.1531782694984307,0.1380809097829777,-0.21851267120629114,2.4333040435048527,1.0,1.0,1.0,0.0,1.0
U56,EWELIG,Q,ROT,FPORT,5.0,200,0.0,0.0,1.1430536900173989,0.13671750335095356,-0.21863678328889563,2.4333040435048527,1.0,1.0,1.0,0.0,1.0
U56,EWELIG,Q,ROT,FPORT,10.0,200,0.0,0.0,1.1329287809598485,0.13535572132453666,-0.21876087671958666,2.4333040435048527,1.0,1.0,1.0,0.0,1.0
U56,EWELIG,Q,ROT,FPORT,25.0,200,0.0,0.0,1.1024920741587658,0.1312801024425524,-0.219133045126632,2.4333040435048527,1.0,1.0,1.0,0.0,1.0
U56,EWELIG,Q,ROT,FPORT,50.0,200,0.0,0.0,1.0518511831459962,0.1245119963797997,-0.21975701359104244,2.4333040435048527,1.0,1.0,1.0,0.0,1.0
U56,EWELIG,Q,ROTP,CANON,0.0,200,0.0,0.0,1.1399725644207392,0.141576126609399,-0.21924364516507755,2.4797490249290917,0.995,1.0,1.0,0.0,1.0
U56,EWELIG,Q,ROTP,CANON,5.0,200,0.0,0.0,1.1299775221257544,0.14009917654348536,-0.2192436451650775,2.4797490249290917,0.995,1.0,1.0,0.0,1.0
U56,EWELIG,Q,ROTP,CANON,10.0,200,0.0,0.0,1.1197725919181303,0.13864338769475448,-0.21927742375269427,2.4797490249290917,0.995,1.0,1.0,0.0,1.0
U56,EWELIG,Q,ROTP,CANON,25.0,200,0.0,0.0,1.087903717876344,0.13435244429512372,-0.21947761488432332,2.4797490249290917,0.99,0.995,1.0,0.0,0.995
U56,EWELIG,Q,ROTP,CANON,50.0,200,0.0,0.0,1.0358054452779395,0.1271347101287713,-0.21973532535760842,2.4797490249290917,0.95,0.965,0.975,0.0,0.975
U56,EWELIG,Q,ROTP,FPORT,0.0,200,0.0,0.0,1.1541088230078196,0.13827836989069642,-0.2187205778952248,2.432826474648822,1.0,1.0,1.0,0.0,1.0
U56,EWELIG,Q,ROTP,FPORT,5.0,200,0.0,0.0,1.1439746880193606,0.13691598647672298,-0.21884496601665365,2.432826474648822,1.0,1.0,1.0,0.0,1.0
U56,EWELIG,Q,ROTP,FPORT,10.0,200,0.0,0.0,1.1338605540260511,0.13555522476299164,-0.21896933540089047,2.432826474648822,1.0,1.0,1.0,0.0,1.0
U56,EWELIG,Q,ROTP,FPORT,25.0,200,0.0,0.0,1.1034395363254137,0.1314826506363368,-0.21934233115708923,2.432826474648822,1.0,1.0,1.0,0.0,1.0
U56,EWELIG,Q,ROTP,FPORT,50.0,200,0.0,0.0,1.0528288123668728,0.12472728235734709,-0.2199636162554754,2.432826474648822,1.0,1.0,1.0,0.0,1.0
U56,TOP20,M,ROT,CANON,0.0,200,0.98,0.0,1.1938994156960598,0.12488578483065971,-0.17126689737247996,9.402945313899655,0.995,1.0,1.0,1.0,0.985
U56,TOP20,M,ROT,CANON,5.0,200,0.925,0.0,1.1469241363217477,0.11947840876988414,-0.17163326135542917,9.402945313899655,0.99,1.0,1.0,1.0,0.93
U56,TOP20,M,ROT,CANON,10.0,200,0.77,0.0,1.100180685604972,0.11408468217152301,-0.1719996253383782,9.402945313899655,0.95,0.995,0.995,1.0,0.81
U56,TOP20,M,ROT,CANON,25.0,200,0.08,0.0,0.960136613551668,0.0979992616288724,-0.1730987172872257,9.402945313899655,0.325,0.77,0.875,1.0,0.22
U56,TOP20,M,ROT,CANON,50.0,200,0.0,0.0,0.7213870782442501,0.07160776637244637,-0.17517531329871755,9.402945313899655,0.0,0.02,0.015,1.0,0.0
U56,TOP20,M,ROT,FPORT,0.0,200,1.0,0.0,1.2189516580933044,0.12219001456455914,-0.1746638741885026,9.392579826658732,1.0,1.0,1.0,1.0,1.0
U56,TOP20,M,ROT,FPORT,5.0,200,1.0,0.0,1.1700810358549443,0.11678082435090587,-0.175015173032671,9.392579826658732,1.0,1.0,1.0,1.0,1.0
U56,TOP20,M,ROT,FPORT,10.0,200,1.0,0.0,1.121119825991723,0.11139489077857267,-0.17536632935244095,9.392579826658732,1.0,1.0,1.0,1.0,1.0
U56,TOP20,M,ROT,FPORT,25.0,200,0.0,0.0,0.9740547795805732,0.09542297501867025,-0.17641894371500833,9.392579826658732,0.24,1.0,1.0,1.0,0.0
U56,TOP20,M,ROT,FPORT,50.0,200,0.0,0.0,0.7287106958103972,0.0692897074508374,-0.1781256756051438,9.392579826658732,0.0,0.0,0.0,1.0,0.0
U56,TOP20,M,ROTP,CANON,0.0,200,0.985,0.0,1.206130673843119,0.12612695332365487,-0.16929889416888133,9.39953608557888,0.995,1.0,1.0,1.0,0.99
U56,TOP20,M,ROTP,CANON,5.0,200,0.95,0.0,1.1595472082488865,0.12066849726481954,-0.16966427279800406,9.39953608557888,0.995,1.0,1.0,1.0,0.955
U56,TOP20,M,ROTP,CANON,10.0,200,0.815,0.0,1.1122412344881814,0.11515422317748236,-0.17002965142712684,9.39953608557888,0.955,1.0,1.0,1.0,0.855
U56,TOP20,M,ROTP,CANON,25.0,200,0.05,0.0,0.9723568215099093,0.09907702698594756,-0.1710627076207163,9.39953608557888,0.32,0.835,0.885,1.0,0.17
U56,TOP20,M,ROTP,CANON,50.0,200,0.0,0.0,0.7330627662037291,0.07280615409844149,-0.17340835326726078,9.39953608557888,0.0,0.015,0.015,1.0,0.0
U56,TOP20,M,ROTP,FPORT,0.0,200,1.0,0.0,1.2183339186801725,0.12219374526205873,-0.1745633920855721,9.393337791416606,1.0,1.0,1.0,1.0,1.0
U56,TOP20,M,ROTP,FPORT,5.0,200,1.0,0.0,1.169534386829043,0.11680008216801507,-0.17491037101424556,9.393337791416606,1.0,1.0,1.0,1.0,1.0
U56,TOP20,M,ROTP,FPORT,10.0,200,1.0,0.0,1.1205885205377695,0.11144075709969092,-0.1752572111826678,9.393337791416606,1.0,1.0,1.0,1.0,1.0
U56,TOP20,M,ROTP,FPORT,25.0,200,0.0,0.0,0.9736047687937691,0.09542977747657222,-0.1762979182919991,9.393337791416606,0.185,1.0,1.0,1.0,0.0
U56,TOP20,M,ROTP,FPORT,50.0,200,0.0,0.0,0.7286740021700686,0.06929519487109836,-0.17805027449808208,9.393337791416606,0.0,0.0,0.0,1.0,0.0
U56,TOP20,Q,ROT,CANON,0.0,200,0.125,0.0,0.98327427092389,0.1092320929195677,-0.22314186999614327,3.389567364373738,1.0,0.88,0.93,0.18,0.67
U56,TOP20,Q,ROT,CANON,5.0,200,0.11,0.0,0.9671844539949214,0.10724518684039841,-0.22314186999614333,3.389567364373738,1.0,0.84,0.9,0.18,0.56
U56,TOP20,Q,ROT,CANON,10.0,200,0.1,0.0,0.9515376687527539,0.10532004869202471,-0.22314186999614316,3.389567364373738,1.0,0.775,0.875,0.18,0.475
U56,TOP20,Q,ROT,CANON,25.0,200,0.05,0.0,0.9024088182303457,0.09946384321073476,-0.22409958842897099,3.389567364373738,0.93,0.495,0.705,0.18,0.24
U56,TOP20,Q,ROT,CANON,50.0,200,0.01,0.0,0.8194993014123236,0.08958355717128741,-0.22429137629201007,3.389567364373738,0.74,0.185,0.305,0.175,0.05
U56,TOP20,Q,ROT,FPORT,0.0,200,0.71,0.0,1.1523161055184583,0.12164531471599671,-0.20085774874985057,3.4086123090371743,1.0,1.0,1.0,0.71,1.0
U56,TOP20,Q,ROT,FPORT,5.0,200,0.695,0.0,1.1356127420912794,0.11968636834857016,-0.2009845624124439,3.4086123090371743,1.0,1.0,1.0,0.695,1.0
U56,TOP20,Q,ROT,FPORT,10.0,200,0.68,0.0,1.1189287788724775,0.11773082811702673,-0.20111135684645037,3.4086123090371743,1.0,1.0,1.0,0.68,1.0
U56,TOP20,Q,ROT,FPORT,25.0,200,0.63,0.0,1.068712571071989,0.11188458532620849,-0.2014916248047478,3.4086123090371743,1.0,1.0,1.0,0.63,1.0
U56,TOP20,Q,ROT,FPORT,50.0,200,0.005,0.0,0.9850664213624956,0.10221877212015984,-0.20212516187074703,3.4086123090371743,1.0,1.0,1.0,0.525,0.005
U56,TOP20,Q,ROTP,CANON,0.0,200,0.13,0.0,0.9666429238287988,0.10633773359601073,-0.22204798855929414,3.393521133317126,1.0,0.745,0.86,0.175,0.515
U56,TOP20,Q,ROTP,CANON,5.0,200,0.125,0.0,0.9511901871537769,0.10438774225525049,-0.22204798855929408,3.393521133317126,1.0,0.695,0.825,0.175,0.46
U56,TOP20,Q,ROTP,CANON,10.0,200,0.11,0.0,0.9353084335105402,0.10244029850290715,-0.2220479885592942,3.393521133317126,0.995,0.635,0.77,0.175,0.36
U56,TOP20,Q,ROTP,CANON,25.0,200,0.05,0.0,0.8858798245174635,0.09661597166032643,-0.22220408011037301,3.393521133317126,0.95,0.445,0.535,0.175,0.19
U56,TOP20,Q,ROTP,CANON,50.0,200,0.0,0.0,0.8026945686071937,0.08685250409556045,-0.22311893642315145,3.393521133317126,0.765,0.175,0.255,0.175,0.02
U56,TOP20,Q,ROTP,FPORT,0.0,200,0.715,0.0,1.1535250448616334,0.12175462642971813,-0.20107281564895452,3.4080879149506815,1.0,1.0,1.0,0.715,1.0
U56,TOP20,Q,ROTP,FPORT,5.0,200,0.71,0.0,1.136833682499388,0.11978850220451498,-0.2011988551026539,3.4080879149506815,1.0,1.0,1.0,0.71,1.0
U56,TOP20,Q,ROTP,FPORT,10.0,200,0.68,0.0,1.120157773948402,0.11782616605657192,-0.20132487555363066,3.4080879149506815,1.0,1.0,1.0,0.68,1.0
U56,TOP20,Q,ROTP,FPORT,25.0,200,0.605,0.0,1.0701152343116243,0.1119675239842105,-0.2017096125299494,3.4080879149506815,1.0,1.0,1.0,0.605,1.0
U56,TOP20,Q,ROTP,FPORT,50.0,200,0.0,0.0,0.9864706158954506,0.10230427837577849,-0.20236010078825212,3.4080879149506815,1.0,1.0,1.0,0.485,0.0
