channel,claim_set,d,d_td,label,n,pass4a_o,pass4a_n,flip4a,decay4a,birth4a,decay4a_rate,flip4a_rate,pass4a_v1_o,pass4a_v1_n,flip4a_v1,decay4a_v1,birth4a_v1,decay4a_v1_rate,flip4a_v1_rate,pass4b_o,pass4b_n,flip4b,decay4b,birth4b,decay4b_rate,flip4b_rate,pair,note
R,CAND,6,0,clean,640,0,0,0,0,0,,0.0,227,227,0,0,0,0.0,0.0,118,118,0,0,0,0.0,0.0,2026-09-04_c006b43->2026-09-10_60e8c36,clean
R,FLAT,6,0,clean,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,2026-09-04_c006b43->2026-09-10_60e8c36,clean
R,ALL,6,0,clean,848,0,0,0,0,0,,0.0,340,342,2,0,2,0.0,0.0023584905660377358,155,155,0,0,0,0.0,0.0,2026-09-04_50585c8->2026-09-10_60e8c36,clean
R,BAND,6,0,clean,160,0,0,0,0,0,,0.0,97,97,0,0,0,0.0,0.0,30,30,0,0,0,0.0,0.0,2026-09-04_50585c8->2026-09-10_60e8c36,clean
R,CAND,6,0,clean,640,0,0,0,0,0,,0.0,225,227,2,0,2,0.0,0.003125,119,119,0,0,0,0.0,0.0,2026-09-04_50585c8->2026-09-10_60e8c36,clean
R,FLAT,6,0,clean,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,2026-09-04_50585c8->2026-09-10_60e8c36,clean
R,ALL,3,0,clean,848,0,0,0,0,0,,0.0,342,342,0,0,0,0.0,0.0,155,155,0,0,0,0.0,0.0,2026-09-07_f138ee9->2026-09-10_60e8c36,clean
R,BAND,3,0,clean,160,0,0,0,0,0,,0.0,97,97,0,0,0,0.0,0.0,30,30,0,0,0,0.0,0.0,2026-09-07_f138ee9->2026-09-10_60e8c36,clean
R,CAND,3,0,clean,640,0,0,0,0,0,,0.0,227,227,0,0,0,0.0,0.0,119,119,0,0,0,0.0,0.0,2026-09-07_f138ee9->2026-09-10_60e8c36,clean
R,FLAT,3,0,clean,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,2026-09-07_f138ee9->2026-09-10_60e8c36,clean
R,ALL,2,0,clean,848,0,0,0,0,0,,0.0,340,342,2,0,2,0.0,0.0023584905660377358,155,155,0,0,0,0.0,0.0,2026-09-08_9ee888f->2026-09-10_60e8c36,clean
R,BAND,2,0,clean,160,0,0,0,0,0,,0.0,97,97,0,0,0,0.0,0.0,30,30,0,0,0,0.0,0.0,2026-09-08_9ee888f->2026-09-10_60e8c36,clean
R,CAND,2,0,clean,640,0,0,0,0,0,,0.0,225,227,2,0,2,0.0,0.003125,119,119,0,0,0,0.0,0.0,2026-09-08_9ee888f->2026-09-10_60e8c36,clean
R,FLAT,2,0,clean,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,2026-09-08_9ee888f->2026-09-10_60e8c36,clean
R,ALL,1,0,clean,848,0,0,0,0,0,,0.0,342,342,0,0,0,0.0,0.0,156,156,0,0,0,0.0,0.0,2026-09-09_7a93b07->2026-09-10_60e8c36,clean
R,BAND,1,0,clean,160,0,0,0,0,0,,0.0,97,97,0,0,0,0.0,0.0,30,30,0,0,0,0.0,0.0,2026-09-09_7a93b07->2026-09-10_60e8c36,clean
R,CAND,1,0,clean,640,0,0,0,0,0,,0.0,227,227,0,0,0,0.0,0.0,120,120,0,0,0,0.0,0.0,2026-09-09_7a93b07->2026-09-10_60e8c36,clean
R,FLAT,1,0,clean,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,2026-09-09_7a93b07->2026-09-10_60e8c36,clean
E,ALL,1,1,k=1td,848,0,0,0,0,0,,0.0,342,342,0,0,0,0.0,0.0,156,157,1,0,1,0.0,0.0011792452830188679,TRUNC-1->full,k=1td
E,BAND,1,1,k=1td,160,0,0,0,0,0,,0.0,97,97,0,0,0,0.0,0.0,30,30,0,0,0,0.0,0.0,TRUNC-1->full,k=1td
E,CAND,1,1,k=1td,640,0,0,0,0,0,,0.0,227,227,0,0,0,0.0,0.0,120,121,1,0,1,0.0,0.0015625,TRUNC-1->full,k=1td
E,FLAT,1,1,k=1td,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,TRUNC-1->full,k=1td
E,ALL,3,2,k=2td,848,0,0,0,0,0,,0.0,342,342,0,0,0,0.0,0.0,155,157,2,0,2,0.0,0.0023584905660377358,TRUNC-2->full,k=2td
E,BAND,3,2,k=2td,160,0,0,0,0,0,,0.0,97,97,0,0,0,0.0,0.0,30,30,0,0,0,0.0,0.0,TRUNC-2->full,k=2td
E,CAND,3,2,k=2td,640,0,0,0,0,0,,0.0,227,227,0,0,0,0.0,0.0,119,121,2,0,2,0.0,0.003125,TRUNC-2->full,k=2td
E,FLAT,3,2,k=2td,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,TRUNC-2->full,k=2td
E,ALL,4,3,k=3td,848,0,0,0,0,0,,0.0,342,342,0,0,0,0.0,0.0,155,157,2,0,2,0.0,0.0023584905660377358,TRUNC-3->full,k=3td
E,BAND,4,3,k=3td,160,0,0,0,0,0,,0.0,97,97,0,0,0,0.0,0.0,30,30,0,0,0,0.0,0.0,TRUNC-3->full,k=3td
E,CAND,4,3,k=3td,640,0,0,0,0,0,,0.0,227,227,0,0,0,0.0,0.0,119,121,2,0,2,0.0,0.003125,TRUNC-3->full,k=3td
E,FLAT,4,3,k=3td,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,TRUNC-3->full,k=3td
E,ALL,7,5,k=5td,848,0,0,0,0,0,,0.0,342,342,0,0,0,0.0,0.0,156,157,1,0,1,0.0,0.0011792452830188679,TRUNC-5->full,k=5td
E,BAND,7,5,k=5td,160,0,0,0,0,0,,0.0,97,97,0,0,0,0.0,0.0,30,30,0,0,0,0.0,0.0,TRUNC-5->full,k=5td
E,CAND,7,5,k=5td,640,0,0,0,0,0,,0.0,227,227,0,0,0,0.0,0.0,120,121,1,0,1,0.0,0.0015625,TRUNC-5->full,k=5td
E,FLAT,7,5,k=5td,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,TRUNC-5->full,k=5td
E,ALL,14,10,k=10td,848,4,0,4,4,0,1.0,0.0047169811320754715,342,342,0,0,0,0.0,0.0,155,157,2,0,2,0.0,0.0023584905660377358,TRUNC-10->full,k=10td
E,BAND,14,10,k=10td,160,4,0,4,4,0,1.0,0.025,97,97,0,0,0,0.0,0.0,29,30,1,0,1,0.0,0.00625,TRUNC-10->full,k=10td
E,CAND,14,10,k=10td,640,0,0,0,0,0,,0.0,227,227,0,0,0,0.0,0.0,120,121,1,0,1,0.0,0.0015625,TRUNC-10->full,k=10td
E,FLAT,14,10,k=10td,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,TRUNC-10->full,k=10td
E,ALL,30,21,k=21td,848,4,0,4,4,0,1.0,0.0047169811320754715,342,342,0,0,0,0.0,0.0,151,157,6,0,6,0.0,0.007075471698113208,TRUNC-21->full,k=21td
E,BAND,30,21,k=21td,160,4,0,4,4,0,1.0,0.025,97,97,0,0,0,0.0,0.0,29,30,1,0,1,0.0,0.00625,TRUNC-21->full,k=21td
E,CAND,30,21,k=21td,640,0,0,0,0,0,,0.0,227,227,0,0,0,0.0,0.0,116,121,5,0,5,0.0,0.0078125,TRUNC-21->full,k=21td
E,FLAT,30,21,k=21td,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,TRUNC-21->full,k=21td
E,ALL,61,42,k=42td,848,4,0,4,4,0,1.0,0.0047169811320754715,342,342,0,0,0,0.0,0.0,156,157,3,1,2,0.00641025641025641,0.003537735849056604,TRUNC-42->full,k=42td
E,BAND,61,42,k=42td,160,4,0,4,4,0,1.0,0.025,97,97,0,0,0,0.0,0.0,30,30,0,0,0,0.0,0.0,TRUNC-42->full,k=42td
E,CAND,61,42,k=42td,640,0,0,0,0,0,,0.0,227,227,0,0,0,0.0,0.0,120,121,3,1,2,0.008333333333333333,0.0046875,TRUNC-42->full,k=42td
E,FLAT,61,42,k=42td,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,TRUNC-42->full,k=42td
E,ALL,91,63,k=63td,848,9,0,9,9,0,1.0,0.01061320754716981,342,342,0,0,0,0.0,0.0,161,157,6,5,1,0.031055900621118012,0.007075471698113208,TRUNC-63->full,k=63td
E,BAND,91,63,k=63td,160,9,0,9,9,0,1.0,0.05625,97,97,0,0,0,0.0,0.0,32,30,2,2,0,0.0625,0.0125,TRUNC-63->full,k=63td
E,CAND,91,63,k=63td,640,0,0,0,0,0,,0.0,227,227,0,0,0,0.0,0.0,123,121,4,3,1,0.024390243902439025,0.00625,TRUNC-63->full,k=63td
E,FLAT,91,63,k=63td,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,TRUNC-63->full,k=63td
E,ALL,182,126,k=126td,848,10,0,10,10,0,1.0,0.01179245283018868,350,342,8,8,0,0.022857142857142857,0.009433962264150943,171,157,14,14,0,0.08187134502923976,0.01650943396226415,TRUNC-126->full,k=126td
E,BAND,182,126,k=126td,160,9,0,9,9,0,1.0,0.05625,97,97,0,0,0,0.0,0.0,33,30,3,3,0,0.09090909090909091,0.01875,TRUNC-126->full,k=126td
E,CAND,182,126,k=126td,640,1,0,1,1,0,1.0,0.0015625,235,227,8,8,0,0.03404255319148936,0.0125,132,121,11,11,0,0.08333333333333333,0.0171875,TRUNC-126->full,k=126td
E,FLAT,182,126,k=126td,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,TRUNC-126->full,k=126td
E,ALL,365,252,k=252td,848,9,0,9,9,0,1.0,0.01061320754716981,342,342,0,0,0,0.0,0.0,156,157,7,3,4,0.019230769230769232,0.008254716981132075,TRUNC-252->full,k=252td
E,BAND,365,252,k=252td,160,9,0,9,9,0,1.0,0.05625,97,97,0,0,0,0.0,0.0,30,30,0,0,0,0.0,0.0,TRUNC-252->full,k=252td
E,CAND,365,252,k=252td,640,0,0,0,0,0,,0.0,227,227,0,0,0,0.0,0.0,120,121,7,3,4,0.025,0.0109375,TRUNC-252->full,k=252td
E,FLAT,365,252,k=252td,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,TRUNC-252->full,k=252td
