panel,vint,char,flavour,level,seed,BW,n_from_B,n_from_S,cvol,tpers,momac
LIVE~momac~POOL~L0.848981~3~bw0.500,LIVE,momac,POOL,0.848981,3,0.5,5,31,0.45574192138921354,0.9633746125147555,0.8378095893600969
LIVE~momac~POOL~L0.848981~4~bw0.500,LIVE,momac,POOL,0.848981,4,0.5,8,28,0.38699994702193463,0.9653642026434882,0.845865079682442
LIVE~momac~POOL~L0.848981~5~bw0.500,LIVE,momac,POOL,0.848981,5,0.5,5,31,0.49944436915196605,0.961151161810771,0.8372963499850251
LIVE~momac~POOL~L0.857208~0~bw0.500,LIVE,momac,POOL,0.857208,0,0.5,10,26,0.3933368215945199,0.9617907169845914,0.8482483873343774
LIVE~momac~POOL~L0.857208~1~bw0.500,LIVE,momac,POOL,0.857208,1,0.5,7,29,0.4608598567408331,0.9636567246908972,0.8444159521235366
LIVE~momac~POOL~L0.857208~2~bw0.500,LIVE,momac,POOL,0.857208,2,0.5,8,28,0.4675111274191565,0.9644429969143472,0.852276188310331
LIVE~momac~POOL~L0.857208~3~bw0.500,LIVE,momac,POOL,0.857208,3,0.5,5,31,0.4394436624707096,0.9656725699137048,0.8481376368024401
LIVE~momac~POOL~L0.857208~4~bw0.500,LIVE,momac,POOL,0.857208,4,0.5,7,29,0.4058626385759813,0.9656612195419412,0.8438922100105288
LIVE~momac~POOL~L0.857208~5~bw0.500,LIVE,momac,POOL,0.857208,5,0.5,7,29,0.4063877804123396,0.9633504466365648,0.8513091470345205
LIVE~momac~POOL~L0.862680~0~bw0.500,LIVE,momac,POOL,0.86268,0,0.5,7,29,0.44695030174812067,0.9616067712875149,0.8615024950700891
LIVE~momac~POOL~L0.862680~1~bw0.500,LIVE,momac,POOL,0.86268,1,0.5,2,34,0.4591210115172594,0.9646222393165002,0.8469031807663066
LIVE~momac~POOL~L0.862680~2~bw0.500,LIVE,momac,POOL,0.86268,2,0.5,4,32,0.4758929212721623,0.9645662114509085,0.8445892075598396
LIVE~momac~POOL~L0.862680~3~bw0.500,LIVE,momac,POOL,0.86268,3,0.5,6,30,0.43905568699836034,0.9614471186736697,0.8504980568578353
LIVE~momac~POOL~L0.862680~4~bw0.500,LIVE,momac,POOL,0.86268,4,0.5,6,30,0.5077236770425624,0.9659063200781932,0.8615553199799472
LIVE~momac~POOL~L0.862680~5~bw0.500,LIVE,momac,POOL,0.86268,5,0.5,11,25,0.3950697077363914,0.9633356570708281,0.8517599934245573
LIVE~momac~POOL~L0.868780~0~bw0.500,LIVE,momac,POOL,0.86878,0,0.5,5,31,0.4413488325663361,0.9654983083617851,0.8471552503429712
LIVE~momac~POOL~L0.868780~1~bw0.500,LIVE,momac,POOL,0.86878,1,0.5,6,30,0.4193566178728431,0.9639424681904174,0.8473724896953506
LIVE~momac~POOL~L0.868780~2~bw0.500,LIVE,momac,POOL,0.86878,2,0.5,9,27,0.4381995963080284,0.9631019288083764,0.8370714276636292
LIVE~momac~POOL~L0.868780~3~bw0.500,LIVE,momac,POOL,0.86878,3,0.5,3,33,0.49315963123958717,0.9672467660620266,0.8583058126783532
LIVE~momac~POOL~L0.868780~4~bw0.500,LIVE,momac,POOL,0.86878,4,0.5,7,29,0.46746948367894575,0.9647952975746564,0.8524874467421115
LIVE~momac~POOL~L0.868780~5~bw0.500,LIVE,momac,POOL,0.86878,5,0.5,9,27,0.39791315818743445,0.9650539641292077,0.859981086369175
LIVE~momac~POOL~L0.874387~0~bw0.500,LIVE,momac,POOL,0.874387,0,0.5,3,33,0.47381421638003907,0.9651775150398316,0.8600810521815858
LIVE~momac~POOL~L0.874387~1~bw0.500,LIVE,momac,POOL,0.874387,1,0.5,6,30,0.48335803925284015,0.9668324149988826,0.8477050639044964
LIVE~momac~POOL~L0.874387~2~bw0.500,LIVE,momac,POOL,0.874387,2,0.5,6,30,0.4661057857297052,0.964287635302796,0.8331151749302527
LIVE~momac~POOL~L0.874387~3~bw0.500,LIVE,momac,POOL,0.874387,3,0.5,7,29,0.48144534758164526,0.9642593617053627,0.8623436389956146
LIVE~momac~POOL~L0.874387~4~bw0.500,LIVE,momac,POOL,0.874387,4,0.5,8,28,0.41085468362190597,0.9651577010318516,0.8576210330789655
LIVE~momac~POOL~L0.874387~5~bw0.500,LIVE,momac,POOL,0.874387,5,0.5,6,30,0.48480254446329696,0.9641044719548043,0.8595121792080989
LIVE~momac~POOL~L0.878383~0~bw0.500,LIVE,momac,POOL,0.878383,0,0.5,10,26,0.4279187847271305,0.9657341457438814,0.8529804312007147
LIVE~momac~POOL~L0.878383~1~bw0.500,LIVE,momac,POOL,0.878383,1,0.5,9,27,0.3980069927578288,0.964057101988714,0.85976228558328
LIVE~momac~POOL~L0.878383~2~bw0.500,LIVE,momac,POOL,0.878383,2,0.5,4,32,0.48232828211498485,0.9657451607733611,0.8592608329130621
LIVE~momac~POOL~L0.878383~3~bw0.500,LIVE,momac,POOL,0.878383,3,0.5,8,28,0.4491055127030498,0.9663562957453773,0.8591300248307522
LIVE~momac~POOL~L0.878383~4~bw0.500,LIVE,momac,POOL,0.878383,4,0.5,7,29,0.4458345379668892,0.9638298215026972,0.871226899759169
LIVE~momac~POOL~L0.878383~5~bw0.500,LIVE,momac,POOL,0.878383,5,0.5,8,28,0.4631879145085307,0.9680269870360014,0.8434199754654755
LIVE~momac~POOL~L0.882735~0~bw0.500,LIVE,momac,POOL,0.882735,0,0.5,8,28,0.41761565448329735,0.9658673310612104,0.8570732062418506
LIVE~momac~POOL~L0.882735~1~bw0.500,LIVE,momac,POOL,0.882735,1,0.5,7,29,0.48309731928160626,0.9663644779481609,0.8625775884575979
LIVE~momac~POOL~L0.882735~2~bw0.500,LIVE,momac,POOL,0.882735,2,0.5,7,29,0.3893119071328657,0.9637923156298753,0.8580767255245
LIVE~momac~POOL~L0.882735~3~bw0.500,LIVE,momac,POOL,0.882735,3,0.5,9,27,0.38699127995730254,0.9659975147027373,0.857746814805592
LIVE~momac~POOL~L0.882735~4~bw0.500,LIVE,momac,POOL,0.882735,4,0.5,6,30,0.43727567069481044,0.9651163396764768,0.8733855300487438
LIVE~momac~POOL~L0.882735~5~bw0.500,LIVE,momac,POOL,0.882735,5,0.5,5,31,0.483762724085518,0.9657522554908726,0.8711887201458206
LIVE~momac~POOL~L0.887785~0~bw0.500,LIVE,momac,POOL,0.887785,0,0.5,5,31,0.4620361079858582,0.9681709833593933,0.8691093643881729
LIVE~momac~POOL~L0.887785~1~bw0.500,LIVE,momac,POOL,0.887785,1,0.5,7,29,0.48506764118419277,0.9668883920653548,0.8723098719939962
LIVE~momac~POOL~L0.887785~2~bw0.500,LIVE,momac,POOL,0.887785,2,0.5,4,32,0.4537866136625689,0.9635626037037365,0.8757905549271047
LIVE~momac~POOL~L0.887785~3~bw0.500,LIVE,momac,POOL,0.887785,3,0.5,10,26,0.4521503188824469,0.9662166631837769,0.8619468148891187
LIVE~momac~POOL~L0.887785~4~bw0.500,LIVE,momac,POOL,0.887785,4,0.5,5,31,0.4935232041571733,0.9667373621717021,0.8673512238481299
LIVE~momac~POOL~L0.887785~5~bw0.500,LIVE,momac,POOL,0.887785,5,0.5,8,28,0.4456368414349068,0.9663317583533936,0.8539079499617963
LIVE~momac~POOL~L0.891870~0~bw0.500,LIVE,momac,POOL,0.89187,0,0.5,6,30,0.4355232804378612,0.9666457364630627,0.8647566751243264
LIVE~momac~POOL~L0.891870~1~bw0.500,LIVE,momac,POOL,0.89187,1,0.5,5,31,0.4575679486095712,0.9666896853860246,0.8710320842384612
LIVE~momac~POOL~L0.891870~2~bw0.500,LIVE,momac,POOL,0.89187,2,0.5,3,33,0.4685260066993402,0.9664776561685033,0.8718810078640076
LIVE~momac~POOL~L0.891870~3~bw0.500,LIVE,momac,POOL,0.89187,3,0.5,8,28,0.4487944620080913,0.966535203027886,0.8729668754240233
LIVE~momac~POOL~L0.891870~4~bw0.500,LIVE,momac,POOL,0.89187,4,0.5,13,23,0.4288847055710524,0.967267420363568,0.8603754917608891
LIVE~momac~POOL~L0.891870~5~bw0.500,LIVE,momac,POOL,0.89187,5,0.5,4,32,0.4594910448280342,0.9664267532903634,0.8659306581557132
LIVE~momac~POOL~L0.898263~0~bw0.500,LIVE,momac,POOL,0.898263,0,0.5,6,30,0.4242503697326029,0.9624126395867351,0.8749880791830733
LIVE~momac~POOL~L0.898263~1~bw0.500,LIVE,momac,POOL,0.898263,1,0.5,13,23,0.42601382739987126,0.9682198281015424,0.8710957797773475
LIVE~momac~POOL~L0.898263~2~bw0.500,LIVE,momac,POOL,0.898263,2,0.5,6,30,0.47501219555041285,0.9681216745697502,0.872076026001922
LIVE~momac~POOL~L0.898263~3~bw0.500,LIVE,momac,POOL,0.898263,3,0.5,8,28,0.4124656011039714,0.967660057112145,0.8729025388876541
LIVE~momac~POOL~L0.898263~4~bw0.500,LIVE,momac,POOL,0.898263,4,0.5,6,30,0.4990389325763538,0.966463066888417,0.8593904162057744
LIVE~momac~POOL~L0.898263~5~bw0.500,LIVE,momac,POOL,0.898263,5,0.5,4,32,0.4365224661957109,0.9653334833211756,0.8720215214324334
LIVE~momac~POOL~L0.903046~0~bw0.500,LIVE,momac,POOL,0.903046,0,0.5,7,29,0.4642518686951299,0.9653134886812536,0.8784323211566872
LIVE~momac~POOL~L0.903046~1~bw0.500,LIVE,momac,POOL,0.903046,1,0.5,5,31,0.4215327364891727,0.9648908536657217,0.864537740259545
LIVE~momac~POOL~L0.903046~2~bw0.500,LIVE,momac,POOL,0.903046,2,0.5,6,30,0.4791446621152904,0.9678378339792579,0.8751688654821439
LIVE~momac~POOL~L0.903046~3~bw0.500,LIVE,momac,POOL,0.903046,3,0.5,7,29,0.39229808825062773,0.9650893235476501,0.8664274575074455
LIVE~momac~POOL~L0.903046~4~bw0.500,LIVE,momac,POOL,0.903046,4,0.5,6,30,0.49658020163968086,0.9673967432508527,0.870770874720323
LIVE~momac~POOL~L0.903046~5~bw0.500,LIVE,momac,POOL,0.903046,5,0.5,10,26,0.410177997095875,0.9652124788391229,0.8588778776648314
LIVE~momac~POOL~L0.908909~0~bw0.500,LIVE,momac,POOL,0.908909,0,0.5,7,29,0.446728481933657,0.9633120737692467,0.8699918511331104
LIVE~momac~POOL~L0.908909~1~bw0.500,LIVE,momac,POOL,0.908909,1,0.5,7,29,0.4359760310439309,0.9651876400911684,0.8672907949217543
LIVE~momac~POOL~L0.908909~2~bw0.500,LIVE,momac,POOL,0.908909,2,0.5,4,32,0.45350288987315035,0.9671946016619969,0.8802122406485644
LIVE~momac~POOL~L0.908909~3~bw0.500,LIVE,momac,POOL,0.908909,3,0.5,4,32,0.4784889215528453,0.9685213822279144,0.8733205831139046
LIVE~momac~POOL~L0.908909~4~bw0.500,LIVE,momac,POOL,0.908909,4,0.5,6,30,0.4579302879271242,0.9662700980811947,0.8680249496713839
LIVE~momac~POOL~L0.908909~5~bw0.500,LIVE,momac,POOL,0.908909,5,0.5,9,27,0.42026287238547394,0.9661730464375393,0.8656046437416767
LIVE~momac~POOL~L0.916612~0~bw0.500,LIVE,momac,POOL,0.916612,0,0.5,4,32,0.5163967710107067,0.9680095066800285,0.8783863455706403
LIVE~momac~POOL~L0.916612~1~bw0.500,LIVE,momac,POOL,0.916612,1,0.5,7,29,0.45712090920834947,0.9675588424290521,0.8752182356703652
LIVE~momac~POOL~L0.916612~2~bw0.500,LIVE,momac,POOL,0.916612,2,0.5,8,28,0.42096111791534263,0.9680912413009738,0.8706159682799528
LIVE~momac~POOL~L0.916612~3~bw0.500,LIVE,momac,POOL,0.916612,3,0.5,5,31,0.45923008301206825,0.9641930959331595,0.8751401463015958
LIVE~momac~POOL~L0.916612~4~bw0.500,LIVE,momac,POOL,0.916612,4,0.5,7,29,0.44517361264928634,0.9640635260087387,0.8724815548706399
LIVE~momac~POOL~L0.916612~5~bw0.500,LIVE,momac,POOL,0.916612,5,0.5,7,29,0.47693947261751135,0.9654933334714156,0.8650613328664749
LIVE~momac~POOL~L0.924462~0~bw0.500,LIVE,momac,POOL,0.924462,0,0.5,6,30,0.4602950260820387,0.9659374742669498,0.8791799034596888
LIVE~momac~POOL~L0.924462~1~bw0.500,LIVE,momac,POOL,0.924462,1,0.5,9,27,0.40729304550687395,0.9652695887461366,0.8687597344217547
LIVE~momac~POOL~L0.924462~2~bw0.500,LIVE,momac,POOL,0.924462,2,0.5,3,33,0.422895042554438,0.9664770697188904,0.8723117523061666
LIVE~momac~POOL~L0.924462~3~bw0.500,LIVE,momac,POOL,0.924462,3,0.5,9,27,0.42278897309297414,0.9671359993455789,0.8797730459987
LIVE~momac~POOL~L0.924462~4~bw0.500,LIVE,momac,POOL,0.924462,4,0.5,8,28,0.43149796015874103,0.968994994495522,0.8748485757234514
LIVE~momac~POOL~L0.924462~5~bw0.500,LIVE,momac,POOL,0.924462,5,0.5,9,27,0.43555916448488236,0.9658481337382211,0.8807381201413097
LIVE~momac~BONLY~L0.843302~0~bw0.500,LIVE,momac,BONLY,0.843302,0,0.5,36,0,0.27071624641671643,0.9671052002346566,0.8379946656157864
LIVE~momac~BONLY~L0.843302~1~bw0.500,LIVE,momac,BONLY,0.843302,1,0.5,36,0,0.26004483136847817,0.9670096017550556,0.8470257335008098
LIVE~momac~BONLY~L0.843302~2~bw0.500,LIVE,momac,BONLY,0.843302,2,0.5,36,0,0.27109392866314663,0.9676114050669773,0.8442204323955499
LIVE~momac~BONLY~L0.843302~3~bw0.500,LIVE,momac,BONLY,0.843302,3,0.5,36,0,0.287034018954603,0.9665073975902705,0.8438229048479761
LIVE~momac~BONLY~L0.843302~4~bw0.500,LIVE,momac,BONLY,0.843302,4,0.5,36,0,0.26340703639264745,0.9667475165855495,0.8416824566587173
LIVE~momac~BONLY~L0.843302~5~bw0.500,LIVE,momac,BONLY,0.843302,5,0.5,36,0,0.2775277461388766,0.969433552424236,0.8402303941308535
LIVE~momac~BONLY~L0.848981~0~bw0.500,LIVE,momac,BONLY,0.848981,0,0.5,36,0,0.27206386132273974,0.9679886875284137,0.8497863326818962
LIVE~momac~BONLY~L0.848981~1~bw0.500,LIVE,momac,BONLY,0.848981,1,0.5,36,0,0.283760968035079,0.9693024625238892,0.8370754170921217
LIVE~momac~BONLY~L0.848981~2~bw0.500,LIVE,momac,BONLY,0.848981,2,0.5,36,0,0.30024165717862733,0.9673615862438371,0.8461829126109336
LIVE~momac~BONLY~L0.848981~3~bw0.500,LIVE,momac,BONLY,0.848981,3,0.5,36,0,0.26210014630181605,0.965966022033447,0.8543127416817098
LIVE~momac~BONLY~L0.848981~4~bw0.500,LIVE,momac,BONLY,0.848981,4,0.5,36,0,0.2747843540280286,0.9681714519022003,0.8364422415918855
LIVE~momac~BONLY~L0.848981~5~bw0.500,LIVE,momac,BONLY,0.848981,5,0.5,36,0,0.26893778248131106,0.9657936159852957,0.8407535658949479
LIVE~momac~BONLY~L0.857208~0~bw0.500,LIVE,momac,BONLY,0.857208,0,0.5,36,0,0.287096376863781,0.9676371370933811,0.8547793581632068
LIVE~momac~BONLY~L0.857208~1~bw0.500,LIVE,momac,BONLY,0.857208,1,0.5,36,0,0.25492316280185656,0.9673356436624156,0.8415193866382
LIVE~momac~BONLY~L0.857208~2~bw0.500,LIVE,momac,BONLY,0.857208,2,0.5,36,0,0.2779085238254444,0.9689162220311166,0.8467775489886623
LIVE~momac~BONLY~L0.857208~3~bw0.500,LIVE,momac,BONLY,0.857208,3,0.5,36,0,0.25619664364746497,0.9671077752420147,0.8411255176777295
LIVE~momac~BONLY~L0.857208~4~bw0.500,LIVE,momac,BONLY,0.857208,4,0.5,36,0,0.27702104177641096,0.9681517299308976,0.8405620481471379
LIVE~momac~BONLY~L0.857208~5~bw0.500,LIVE,momac,BONLY,0.857208,5,0.5,36,0,0.2758405266389665,0.9685346967640319,0.8506941666554104
LIVE~momac~BONLY~L0.862680~0~bw0.500,LIVE,momac,BONLY,0.86268,0,0.5,36,0,0.27795420681139077,0.9666189057622687,0.8544218858347804
LIVE~momac~BONLY~L0.862680~1~bw0.500,LIVE,momac,BONLY,0.86268,1,0.5,36,0,0.26278546494622224,0.9692501809748811,0.8467326795731922
LIVE~momac~BONLY~L0.862680~2~bw0.500,LIVE,momac,BONLY,0.86268,2,0.5,36,0,0.26937677067027016,0.967362240205301,0.8586314787557988
LIVE~momac~BONLY~L0.862680~3~bw0.500,LIVE,momac,BONLY,0.86268,3,0.5,36,0,0.282571833393355,0.9684664886739491,0.8577133423800488
LIVE~momac~BONLY~L0.862680~4~bw0.500,LIVE,momac,BONLY,0.86268,4,0.5,36,0,0.24496112790546118,0.9682144004899692,0.8472391638130679
LIVE~momac~BONLY~L0.862680~5~bw0.500,LIVE,momac,BONLY,0.86268,5,0.5,36,0,0.2636859612622111,0.9672915284976783,0.8393580787979585
LIVE~momac~BONLY~L0.868780~0~bw0.500,LIVE,momac,BONLY,0.86878,0,0.5,36,0,0.2418023944762154,0.9677065610016721,0.846949522418151
LIVE~momac~BONLY~L0.868780~1~bw0.500,LIVE,momac,BONLY,0.86878,1,0.5,36,0,0.2804438958472982,0.9687961991558913,0.8669791330152966
LIVE~momac~BONLY~L0.868780~2~bw0.500,LIVE,momac,BONLY,0.86878,2,0.5,36,0,0.2618815087093244,0.9678247939065849,0.8548681748345476
LIVE~momac~BONLY~L0.868780~3~bw0.500,LIVE,momac,BONLY,0.86878,3,0.5,36,0,0.25591299184096106,0.9691817303766155,0.8542934259683482
LIVE~momac~BONLY~L0.868780~4~bw0.500,LIVE,momac,BONLY,0.86878,4,0.5,36,0,0.26535232312254636,0.9676791287888745,0.854883106179285
LIVE~momac~BONLY~L0.868780~5~bw0.500,LIVE,momac,BONLY,0.86878,5,0.5,36,0,0.2353548853493296,0.9677859997314848,0.8418231564885705
LIVE~momac~BONLY~L0.874387~0~bw0.500,LIVE,momac,BONLY,0.874387,0,0.5,36,0,0.25794257686999117,0.9683414009903744,0.8566393168301273
LIVE~momac~BONLY~L0.874387~1~bw0.500,LIVE,momac,BONLY,0.874387,1,0.5,36,0,0.27049550260220045,0.9683830065626677,0.8576838011982786
LIVE~momac~BONLY~L0.874387~2~bw0.500,LIVE,momac,BONLY,0.874387,2,0.5,36,0,0.28354545532320635,0.9686970890164177,0.8593446775599287
LIVE~momac~BONLY~L0.874387~3~bw0.500,LIVE,momac,BONLY,0.874387,3,0.5,36,0,0.29185332160682825,0.9702746231465933,0.8507787166341685
LIVE~momac~BONLY~L0.874387~4~bw0.500,LIVE,momac,BONLY,0.874387,4,0.5,36,0,0.27757801449891933,0.9680854451604411,0.8632291499787785
LIVE~momac~BONLY~L0.874387~5~bw0.500,LIVE,momac,BONLY,0.874387,5,0.5,36,0,0.26242528450267455,0.9654593875469986,0.851726607065912
LIVE~momac~BONLY~L0.878383~0~bw0.500,LIVE,momac,BONLY,0.878383,0,0.5,36,0,0.2981710440378101,0.9683569655190435,0.8596718719889241
LIVE~momac~BONLY~L0.878383~1~bw0.500,LIVE,momac,BONLY,0.878383,1,0.5,36,0,0.264638423921235,0.9676134530045045,0.8553233705901002
LIVE~momac~BONLY~L0.878383~2~bw0.500,LIVE,momac,BONLY,0.878383,2,0.5,36,0,0.25365831132085653,0.9691824536859457,0.8459598931544083
LIVE~momac~BONLY~L0.878383~3~bw0.500,LIVE,momac,BONLY,0.878383,3,0.5,36,0,0.2671056261089128,0.9703899251238711,0.8621298401226043
LIVE~momac~BONLY~L0.878383~4~bw0.500,LIVE,momac,BONLY,0.878383,4,0.5,36,0,0.2630167460168801,0.9685238244582113,0.8450991078233296
LIVE~momac~BONLY~L0.878383~5~bw0.500,LIVE,momac,BONLY,0.878383,5,0.5,36,0,0.24869964729693697,0.9681273907097684,0.8548607010463419
LIVE~momac~BONLY~L0.882735~0~bw0.500,LIVE,momac,BONLY,0.882735,0,0.5,36,0,0.27745870227506797,0.9700136395210355,0.862837692415646
LIVE~momac~BONLY~L0.882735~1~bw0.500,LIVE,momac,BONLY,0.882735,1,0.5,36,0,0.2533274800770544,0.9659014762392104,0.865321091125947
LIVE~momac~BONLY~L0.882735~2~bw0.500,LIVE,momac,BONLY,0.882735,2,0.5,36,0,0.2986010224973781,0.9676443277527476,0.8589343356792855
LIVE~momac~BONLY~L0.882735~3~bw0.500,LIVE,momac,BONLY,0.882735,3,0.5,36,0,0.2749714980784318,0.9667007732500578,0.8578578595904318
LIVE~momac~BONLY~L0.882735~4~bw0.500,LIVE,momac,BONLY,0.882735,4,0.5,36,0,0.24589799487004838,0.9682986968107552,0.8504414467055399
LIVE~momac~BONLY~L0.882735~5~bw0.500,LIVE,momac,BONLY,0.882735,5,0.5,36,0,0.2556871059505256,0.9651705844144024,0.8605694209799055
LIVE~momac~BONLY~L0.887785~0~bw0.500,LIVE,momac,BONLY,0.887785,0,0.5,36,0,0.28214060175545724,0.9693327837220294,0.863592874543412
LIVE~momac~BONLY~L0.887785~1~bw0.500,LIVE,momac,BONLY,0.887785,1,0.5,36,0,0.26964460400085843,0.9689383201114842,0.8662535921832591
LIVE~momac~BONLY~L0.887785~2~bw0.500,LIVE,momac,BONLY,0.887785,2,0.5,36,0,0.24549338391337036,0.9673866366707313,0.8591460198018583
LIVE~momac~BONLY~L0.887785~3~bw0.500,LIVE,momac,BONLY,0.887785,3,0.5,36,0,0.27598534736436925,0.9681685185170744,0.8519958417867406
LIVE~momac~BONLY~L0.887785~4~bw0.500,LIVE,momac,BONLY,0.887785,4,0.5,36,0,0.2465425407098841,0.9666146506177875,0.8561163572487583
LIVE~momac~BONLY~L0.887785~5~bw0.500,LIVE,momac,BONLY,0.887785,5,0.5,36,0,0.2689533548449086,0.9670988048226535,0.8479544168881513
LIVE~momac~BONLY~L0.891870~0~bw0.500,LIVE,momac,BONLY,0.89187,0,0.5,36,0,0.25026553982680755,0.9678058754798866,0.8557958937470885
LIVE~momac~BONLY~L0.891870~1~bw0.500,LIVE,momac,BONLY,0.89187,1,0.5,36,0,0.27456785783539295,0.967618816982323,0.8711602981042663
LIVE~momac~BONLY~L0.891870~2~bw0.500,LIVE,momac,BONLY,0.89187,2,0.5,36,0,0.26251812566389066,0.9691405960154899,0.8498816693542106
LIVE~momac~BONLY~L0.891870~3~bw0.500,LIVE,momac,BONLY,0.89187,3,0.5,36,0,0.25756436985228287,0.9690148010074192,0.8591260322592671
