panel,source,kind,etf_share,seed,r_target,n,n_elig,r_real,k,dS,dC,rev,rev_eps0
BSTK100,BSTK100,NAMED,,-1,0.35,25,72.0,0.3472222222222222,100,0.08395400058369351,-0.005445070576021838,True,True
BSTK100,BSTK100,NAMED,,-1,0.5,36,72.0,0.5,100,0.0329522591657464,-0.006235306882612646,True,True
BSTK100,BSTK100,NAMED,,-1,0.75,54,72.0,0.75,100,0.013818505148979865,-0.002479162246629807,True,True
BSTK100,BSTK100,NAMED,,-1,1.0,72,72.0,1.0,100,-0.006191428214711747,-0.002173059378229425,False,False
SMALL439,SMALL439,NAMED,,-1,0.05,7,148.0,0.0472972972972973,439,-0.08371435364752206,-0.03351853743859623,False,False
SMALL439,SMALL439,NAMED,,-1,0.1,15,148.0,0.10135135135135136,439,-0.15158016497810994,-0.037365887040499146,False,False
SMALL439,SMALL439,NAMED,,-1,0.2,30,148.0,0.20270270270270271,439,-0.06538594883943072,-0.015854327841692495,False,False
SMALL439,SMALL439,NAMED,,-1,0.35,52,148.0,0.35135135135135137,439,-0.08616847533419408,-0.01588780108785426,False,False
SMALL439,SMALL439,NAMED,,-1,0.5,74,148.0,0.5,439,-0.088233291001379,-0.014652771190645675,False,False
SMALL439,SMALL439,NAMED,,-1,0.75,111,148.0,0.75,439,-0.01248303637053777,-0.0025699748729721694,False,False
SMALL439,SMALL439,NAMED,,-1,1.0,148,148.0,1.0,439,0.003590944924064199,0.0001797883503285025,False,False
ETF36,ETF36,NAMED,1.0,-1,0.05,1,27.0,0.037037037037037035,36,0.3377629748059872,0.010691968652961847,False,False
ETF36,ETF36,NAMED,1.0,-1,0.1,3,27.0,0.1111111111111111,36,0.33060068349662874,0.016135713895632176,False,False
ETF36,ETF36,NAMED,1.0,-1,0.2,5,27.0,0.18518518518518517,36,0.10009008728153268,-0.011208900668063349,True,True
ETF36,ETF36,NAMED,1.0,-1,0.35,9,27.0,0.3333333333333333,36,0.025196044232478787,-0.011879996085581768,True,True
ETF36,ETF36,NAMED,1.0,-1,0.5,14,27.0,0.5185185185185185,36,-0.011193109914283017,-0.010273933598663909,False,False
ETF36,ETF36,NAMED,1.0,-1,0.75,20,27.0,0.7407407407407407,36,-0.044753569105309365,-0.009661707215182558,False,False
ETF36,ETF36,NAMED,1.0,-1,1.0,27,27.0,1.0,36,-0.012714151696533116,-0.0025043393720811657,False,False
MIX~s0.000~0,MIX,MIX,0.0,0,0.05,1,27.0,0.037037037037037035,36,0.5196804975945295,0.042313776349992116,False,False
MIX~s0.000~0,MIX,MIX,0.0,0,0.1,3,27.0,0.1111111111111111,36,0.3130284915516076,0.0100859824785835,False,False
MIX~s0.000~0,MIX,MIX,0.0,0,0.2,5,27.0,0.18518518518518517,36,0.1893354797024317,-0.0012754031183297432,True,True
MIX~s0.000~0,MIX,MIX,0.0,0,0.35,9,27.0,0.3333333333333333,36,0.1587121393101616,0.005390814241790887,False,False
MIX~s0.000~0,MIX,MIX,0.0,0,0.5,14,27.0,0.5185185185185185,36,0.1183398187508734,0.0070620001551593425,False,False
MIX~s0.000~0,MIX,MIX,0.0,0,0.75,20,27.0,0.7407407407407407,36,0.04932546147013572,0.002615118151732876,False,False
MIX~s0.000~0,MIX,MIX,0.0,0,1.0,27,27.0,1.0,36,0.012850535093989701,0.0005603668130278461,False,False
MIX~s0.000~1,MIX,MIX,0.0,1,0.05,1,26.0,0.038461538461538464,36,0.23085991421375296,-0.07544250090911242,True,True
MIX~s0.000~1,MIX,MIX,0.0,1,0.1,3,26.0,0.11538461538461539,36,0.2342282955228584,-0.01708412469818832,True,True
MIX~s0.000~1,MIX,MIX,0.0,1,0.2,5,26.0,0.19230769230769232,36,0.10639988167967052,-0.024147569904909627,True,True
MIX~s0.000~1,MIX,MIX,0.0,1,0.35,9,26.0,0.34615384615384615,36,0.0601369393182134,-0.012948377346506668,True,True
MIX~s0.000~1,MIX,MIX,0.0,1,0.5,13,26.0,0.5,36,0.05702752130681321,-0.004322339301518818,True,True
MIX~s0.000~1,MIX,MIX,0.0,1,0.75,20,26.0,0.7692307692307693,36,0.011232718495284066,-0.0033976549646306253,True,True
MIX~s0.000~1,MIX,MIX,0.0,1,1.0,26,26.0,1.0,36,-0.011523129897589302,-0.003118153434204851,False,False
MIX~s0.000~2,MIX,MIX,0.0,2,0.05,1,27.0,0.037037037037037035,36,0.3305990831378026,-0.10790829824378956,True,True
MIX~s0.000~2,MIX,MIX,0.0,2,0.1,3,27.0,0.1111111111111111,36,0.3752678811108692,-0.014465232807133743,True,True
MIX~s0.000~2,MIX,MIX,0.0,2,0.2,5,27.0,0.18518518518518517,36,0.30008366937517694,-0.0045947928749250355,True,True
MIX~s0.000~2,MIX,MIX,0.0,2,0.35,9,27.0,0.3333333333333333,36,0.1674561433899957,-0.004896780939490419,True,True
MIX~s0.000~2,MIX,MIX,0.0,2,0.5,14,27.0,0.5185185185185185,36,0.023962859236553502,-0.016079827883330955,True,True
MIX~s0.000~2,MIX,MIX,0.0,2,0.75,20,27.0,0.7407407407407407,36,0.03217568921483682,-0.00343556083059382,True,True
MIX~s0.000~2,MIX,MIX,0.0,2,1.0,27,27.0,1.0,36,0.012257698520310445,-6.764516202362181e-05,False,True
MIX~s0.000~3,MIX,MIX,0.0,3,0.05,1,26.0,0.038461538461538464,36,0.33517260293795803,-0.002946206152052655,True,True
MIX~s0.000~3,MIX,MIX,0.0,3,0.1,3,26.0,0.11538461538461539,36,0.28468582857722957,0.00722452357096115,False,False
MIX~s0.000~3,MIX,MIX,0.0,3,0.2,5,26.0,0.19230769230769232,36,0.1486204163937257,-0.007024286095999477,True,True
MIX~s0.000~3,MIX,MIX,0.0,3,0.35,9,26.0,0.34615384615384615,36,0.13691004175919774,0.005416618623830249,False,False
MIX~s0.000~3,MIX,MIX,0.0,3,0.5,13,26.0,0.5,36,0.10515672815357813,0.00540500877525818,False,False
MIX~s0.000~3,MIX,MIX,0.0,3,0.75,20,26.0,0.7692307692307693,36,0.026795627330198468,0.0003865129601232642,False,False
MIX~s0.000~3,MIX,MIX,0.0,3,1.0,26,26.0,1.0,36,0.007275911052224804,2.80923597721916e-05,False,False
MIX~s0.000~4,MIX,MIX,0.0,4,0.05,1,27.0,0.037037037037037035,36,-0.16139143528017275,-0.1875285659583188,False,False
MIX~s0.000~4,MIX,MIX,0.0,4,0.1,3,27.0,0.1111111111111111,36,-0.05602638790176129,-0.07699237872299514,False,False
MIX~s0.000~4,MIX,MIX,0.0,4,0.2,5,27.0,0.18518518518518517,36,0.017076842681519322,-0.03603172395930265,True,True
MIX~s0.000~4,MIX,MIX,0.0,4,0.35,9,27.0,0.3333333333333333,36,0.006934804377984216,-0.01949711156248446,True,True
MIX~s0.000~4,MIX,MIX,0.0,4,0.5,14,27.0,0.5185185185185185,36,-0.002926884351663217,-0.011326599422985861,False,False
MIX~s0.000~4,MIX,MIX,0.0,4,0.75,20,27.0,0.7407407407407407,36,-0.0410606217475078,-0.01026254627846801,False,False
MIX~s0.000~4,MIX,MIX,0.0,4,1.0,27,27.0,1.0,36,-0.011308390524640277,-0.002632263645770294,False,False
MIX~s0.000~5,MIX,MIX,0.0,5,0.05,1,27.0,0.037037037037037035,36,0.26939660485076433,-0.09685424464337444,True,True
MIX~s0.000~5,MIX,MIX,0.0,5,0.1,3,27.0,0.1111111111111111,36,0.15482194098416935,-0.056466563940503534,True,True
MIX~s0.000~5,MIX,MIX,0.0,5,0.2,5,27.0,0.18518518518518517,36,0.15171310241912406,-0.026069260883112566,True,True
MIX~s0.000~5,MIX,MIX,0.0,5,0.35,9,27.0,0.3333333333333333,36,0.02658640436933668,-0.02609111083382598,True,True
MIX~s0.000~5,MIX,MIX,0.0,5,0.5,14,27.0,0.5185185185185185,36,0.03295928995660269,-0.010095051039959113,True,True
MIX~s0.000~5,MIX,MIX,0.0,5,0.75,20,27.0,0.7407407407407407,36,0.038945180101981114,-0.00048740899263921555,False,True
MIX~s0.000~5,MIX,MIX,0.0,5,1.0,27,27.0,1.0,36,-0.0024008602818872404,-0.002229270093248914,False,False
MIX~s0.125~0,MIX,MIX,0.125,0,0.05,1,26.0,0.038461538461538464,36,0.6056796319391753,0.04677515980642322,False,False
MIX~s0.125~0,MIX,MIX,0.125,0,0.1,3,26.0,0.11538461538461539,36,0.3621612757208186,0.006235695575903311,False,False
MIX~s0.125~0,MIX,MIX,0.125,0,0.2,5,26.0,0.19230769230769232,36,0.24965818903337933,-3.922856150118115e-05,False,True
MIX~s0.125~0,MIX,MIX,0.125,0,0.35,9,26.0,0.34615384615384615,36,0.16734259077894154,0.003480027676881159,False,False
MIX~s0.125~0,MIX,MIX,0.125,0,0.5,13,26.0,0.5,36,0.06174040249337209,-0.0037160298885534626,True,True
MIX~s0.125~0,MIX,MIX,0.125,0,0.75,20,26.0,0.7692307692307693,36,0.02434427211587975,-0.00135224131307643,True,True
MIX~s0.125~0,MIX,MIX,0.125,0,1.0,26,26.0,1.0,36,-0.004969514060714331,-0.0018694356957009717,False,False
MIX~s0.125~1,MIX,MIX,0.125,1,0.05,1,27.0,0.037037037037037035,36,0.2830971683431005,-0.06869420470687349,True,True
MIX~s0.125~1,MIX,MIX,0.125,1,0.1,3,27.0,0.1111111111111111,36,0.1816938754337326,-0.04006352596259899,True,True
MIX~s0.125~1,MIX,MIX,0.125,1,0.2,5,27.0,0.18518518518518517,36,0.12945019620230735,-0.028786965671631082,True,True
MIX~s0.125~1,MIX,MIX,0.125,1,0.35,9,27.0,0.3333333333333333,36,0.08113967199664807,-0.01517118883336499,True,True
MIX~s0.125~1,MIX,MIX,0.125,1,0.5,14,27.0,0.5185185185185185,36,0.030610845978295886,-0.01189482233070005,True,True
MIX~s0.125~1,MIX,MIX,0.125,1,0.75,20,27.0,0.7407407407407407,36,-0.011460428819650481,-0.008999414554897944,False,False
MIX~s0.125~1,MIX,MIX,0.125,1,1.0,27,27.0,1.0,36,-0.007317684770440369,-0.002734361480118297,False,False
MIX~s0.125~2,MIX,MIX,0.125,2,0.05,1,26.0,0.038461538461538464,36,-0.07169549291978305,-0.21836938889909496,False,False
MIX~s0.125~2,MIX,MIX,0.125,2,0.1,3,26.0,0.11538461538461539,36,-0.10881089196975147,-0.11795987005352293,False,False
MIX~s0.125~2,MIX,MIX,0.125,2,0.2,5,26.0,0.19230769230769232,36,-0.06271717077725913,-0.07087755254951822,False,False
MIX~s0.125~2,MIX,MIX,0.125,2,0.35,9,26.0,0.34615384615384615,36,-0.014074821011700545,-0.03334349787876656,False,False
MIX~s0.125~2,MIX,MIX,0.125,2,0.5,13,26.0,0.5,36,-0.06286844533200497,-0.027671305527338763,False,False
MIX~s0.125~2,MIX,MIX,0.125,2,0.75,20,26.0,0.7692307692307693,36,-0.04814500097312946,-0.01302885521076802,False,False
MIX~s0.125~2,MIX,MIX,0.125,2,1.0,26,26.0,1.0,36,-0.007866929865943728,-0.002643389394671347,False,False
MIX~s0.125~3,MIX,MIX,0.125,3,0.05,1,26.0,0.038461538461538464,36,0.19032797278501556,-0.09099367910755918,True,True
MIX~s0.125~3,MIX,MIX,0.125,3,0.1,3,26.0,0.11538461538461539,36,0.030842638322700844,-0.07089839988892788,True,True
MIX~s0.125~3,MIX,MIX,0.125,3,0.2,5,26.0,0.19230769230769232,36,0.0262818578905617,-0.04549001514119433,True,True
MIX~s0.125~3,MIX,MIX,0.125,3,0.35,9,26.0,0.34615384615384615,36,0.02021075391061722,-0.024987249211323004,True,True
MIX~s0.125~3,MIX,MIX,0.125,3,0.5,13,26.0,0.5,36,0.036263398956479675,-0.010857254974270036,True,True
MIX~s0.125~3,MIX,MIX,0.125,3,0.75,20,26.0,0.7692307692307693,36,-0.014792639139560526,-0.008803001999205584,False,False
MIX~s0.125~3,MIX,MIX,0.125,3,1.0,26,26.0,1.0,36,-0.0009090419888273527,-0.002243105009189339,False,False
MIX~s0.125~4,MIX,MIX,0.125,4,0.05,1,27.0,0.037037037037037035,36,0.49414730601183027,0.03408523593395163,False,False
MIX~s0.125~4,MIX,MIX,0.125,4,0.1,3,27.0,0.1111111111111111,36,0.4239494998718311,0.03338533448602976,False,False
MIX~s0.125~4,MIX,MIX,0.125,4,0.2,5,27.0,0.18518518518518517,36,0.2270374380825868,0.008417018770372486,False,False
MIX~s0.125~4,MIX,MIX,0.125,4,0.35,9,27.0,0.3333333333333333,36,0.14474976568007902,0.006163863843053896,False,False
MIX~s0.125~4,MIX,MIX,0.125,4,0.5,14,27.0,0.5185185185185185,36,0.12193770529571135,0.009044731109748794,False,False
MIX~s0.125~4,MIX,MIX,0.125,4,0.75,20,27.0,0.7407407407407407,36,0.06061272119493222,0.004751124696956932,False,False
MIX~s0.125~4,MIX,MIX,0.125,4,1.0,27,27.0,1.0,36,0.009685481116404882,0.0002889119869002865,False,False
MIX~s0.125~5,MIX,MIX,0.125,5,0.05,1,27.0,0.037037037037037035,36,0.5227864679610459,0.0042490921491302736,False,False
MIX~s0.125~5,MIX,MIX,0.125,5,0.1,3,27.0,0.1111111111111111,36,0.4780489654075406,0.02308195843594052,False,False
MIX~s0.125~5,MIX,MIX,0.125,5,0.2,5,27.0,0.18518518518518517,36,0.3447113909325199,0.013485829210820643,False,False
MIX~s0.125~5,MIX,MIX,0.125,5,0.35,9,27.0,0.3333333333333333,36,0.11315609120867198,-0.007297916986856778,True,True
MIX~s0.125~5,MIX,MIX,0.125,5,0.5,14,27.0,0.5185185185185185,36,0.09504711912097386,0.0010217312243898657,False,False
MIX~s0.125~5,MIX,MIX,0.125,5,0.75,20,27.0,0.7407407407407407,36,0.027070023115935093,-0.0017418951810470595,True,True
MIX~s0.125~5,MIX,MIX,0.125,5,1.0,27,27.0,1.0,36,0.0008123858460353794,-0.000781272552075496,False,True
MIX~s0.250~0,MIX,MIX,0.25,0,0.05,1,26.0,0.038461538461538464,36,0.5142225626159334,0.017035983299428015,False,False
MIX~s0.250~0,MIX,MIX,0.25,0,0.1,3,26.0,0.11538461538461539,36,0.2504559658215607,-0.019002045133789336,True,True
MIX~s0.250~0,MIX,MIX,0.25,0,0.2,5,26.0,0.19230769230769232,36,0.1459345478019789,-0.02240212510088435,True,True
MIX~s0.250~0,MIX,MIX,0.25,0,0.35,9,26.0,0.34615384615384615,36,0.02222963006349976,-0.024343209846047653,True,True
MIX~s0.250~0,MIX,MIX,0.25,0,0.5,13,26.0,0.5,36,0.05354771944536407,-0.010340285477182132,True,True
MIX~s0.250~0,MIX,MIX,0.25,0,0.75,20,26.0,0.7692307692307693,36,-0.015074900229774202,-0.00934738703455329,False,False
MIX~s0.250~0,MIX,MIX,0.25,0,1.0,26,26.0,1.0,36,0.007571533241283013,-0.0011411787408357466,True,True
MIX~s0.250~1,MIX,MIX,0.25,1,0.05,1,26.0,0.038461538461538464,36,0.3169011941328973,-0.07994466358119534,True,True
MIX~s0.250~1,MIX,MIX,0.25,1,0.1,3,26.0,0.11538461538461539,36,0.2402492822104546,-0.03927753378354715,True,True
MIX~s0.250~1,MIX,MIX,0.25,1,0.2,5,26.0,0.19230769230769232,36,0.12978609397922813,-0.03777646273150159,True,True
MIX~s0.250~1,MIX,MIX,0.25,1,0.35,9,26.0,0.34615384615384615,36,0.1161804067207185,-0.01500754684113903,True,True
MIX~s0.250~1,MIX,MIX,0.25,1,0.5,13,26.0,0.5,36,0.09282864666761692,-0.007500286935538281,True,True
MIX~s0.250~1,MIX,MIX,0.25,1,0.75,20,26.0,0.7692307692307693,36,0.010995773301608835,-0.007448013361448291,True,True
MIX~s0.250~1,MIX,MIX,0.25,1,1.0,26,26.0,1.0,36,-0.009409228149975135,-0.0034092082432195525,False,False
MIX~s0.250~2,MIX,MIX,0.25,2,0.05,1,27.0,0.037037037037037035,36,0.16054834380682237,-0.08870724941914876,True,True
MIX~s0.250~2,MIX,MIX,0.25,2,0.1,3,27.0,0.1111111111111111,36,0.22842221584028144,-0.01709088515843904,True,True
MIX~s0.250~2,MIX,MIX,0.25,2,0.2,5,27.0,0.18518518518518517,36,0.16888701494226555,-0.011004036277644014,True,True
MIX~s0.250~2,MIX,MIX,0.25,2,0.35,9,27.0,0.3333333333333333,36,0.053554113007913684,-0.013637005000224578,True,True
MIX~s0.250~2,MIX,MIX,0.25,2,0.5,14,27.0,0.5185185185185185,36,0.08332674719433786,0.0007960822086550134,False,False
MIX~s0.250~2,MIX,MIX,0.25,2,0.75,20,27.0,0.7407407407407407,36,0.04194483264371662,0.00037014799539369925,False,False
MIX~s0.250~2,MIX,MIX,0.25,2,1.0,27,27.0,1.0,36,-0.011747937495530492,-0.003013545186213662,False,False
MIX~s0.250~3,MIX,MIX,0.25,3,0.05,1,26.0,0.038461538461538464,36,0.37592119724986317,-0.05348744342719414,True,True
MIX~s0.250~3,MIX,MIX,0.25,3,0.1,3,26.0,0.11538461538461539,36,0.2824494591329715,-0.029434685312629272,True,True
MIX~s0.250~3,MIX,MIX,0.25,3,0.2,5,26.0,0.19230769230769232,36,0.14992749098571134,-0.03300260378169906,True,True
MIX~s0.250~3,MIX,MIX,0.25,3,0.35,9,26.0,0.34615384615384615,36,0.08111128909869647,-0.018672089636655897,True,True
MIX~s0.250~3,MIX,MIX,0.25,3,0.5,13,26.0,0.5,36,0.019567141349302375,-0.016125629408224595,True,True
MIX~s0.250~3,MIX,MIX,0.25,3,0.75,20,26.0,0.7692307692307693,36,0.012615965311391086,-0.005597426187437637,True,True
MIX~s0.250~3,MIX,MIX,0.25,3,1.0,26,26.0,1.0,36,0.011568418377832845,-0.0005781547208913995,True,True
MIX~s0.250~4,MIX,MIX,0.25,4,0.05,1,28.0,0.03571428571428571,36,0.36089680341075514,-0.014480866846573903,True,True
MIX~s0.250~4,MIX,MIX,0.25,4,0.1,3,28.0,0.10714285714285714,36,0.3625480893843357,0.013673521045840742,False,False
MIX~s0.250~4,MIX,MIX,0.25,4,0.2,6,28.0,0.21428571428571427,36,0.16841739077193396,-0.003463499967415906,True,True
MIX~s0.250~4,MIX,MIX,0.25,4,0.35,10,28.0,0.35714285714285715,36,0.15723039088002522,0.004378807780712313,False,False
MIX~s0.250~4,MIX,MIX,0.25,4,0.5,14,28.0,0.5,36,0.06224954364818258,-0.0035073553099695953,True,True
MIX~s0.250~4,MIX,MIX,0.25,4,0.75,21,28.0,0.75,36,0.02335134863263344,-0.002309467049913305,True,True
MIX~s0.250~4,MIX,MIX,0.25,4,1.0,28,28.0,1.0,36,-0.003854266663831152,-0.0017968891429793743,False,False
MIX~s0.250~5,MIX,MIX,0.25,5,0.05,1,26.0,0.038461538461538464,36,0.41800005389310535,-0.01677016021683997,True,True
MIX~s0.250~5,MIX,MIX,0.25,5,0.1,3,26.0,0.11538461538461539,36,0.3756600313651911,0.0076570185977347105,False,False
MIX~s0.250~5,MIX,MIX,0.25,5,0.2,5,26.0,0.19230769230769232,36,0.14872143029686835,-0.022735875393440352,True,True
MIX~s0.250~5,MIX,MIX,0.25,5,0.35,9,26.0,0.34615384615384615,36,0.003217376920152226,-0.028886025962781003,False,True
MIX~s0.250~5,MIX,MIX,0.25,5,0.5,13,26.0,0.5,36,-0.044742204199696656,-0.025011760507928527,False,False
MIX~s0.250~5,MIX,MIX,0.25,5,0.75,20,26.0,0.7692307692307693,36,-0.026934381516932837,-0.010801264736484129,False,False
MIX~s0.250~5,MIX,MIX,0.25,5,1.0,26,26.0,1.0,36,-0.01279237633235708,-0.00396978114183999,False,False
MIX~s0.375~0,MIX,MIX,0.375,0,0.05,1,26.0,0.038461538461538464,36,0.1863699289981694,-0.10486377891949816,True,True
MIX~s0.375~0,MIX,MIX,0.375,0,0.1,3,26.0,0.11538461538461539,36,0.1648734376037977,-0.04555812435180551,True,True
MIX~s0.375~0,MIX,MIX,0.375,0,0.2,5,26.0,0.19230769230769232,36,0.10150560379963613,-0.03510436668861594,True,True
MIX~s0.375~0,MIX,MIX,0.375,0,0.35,9,26.0,0.34615384615384615,36,0.06393904810820317,-0.017856024456606834,True,True
MIX~s0.375~0,MIX,MIX,0.375,0,0.5,13,26.0,0.5,36,-0.022812851185378236,-0.020456730927040034,False,False
MIX~s0.375~0,MIX,MIX,0.375,0,0.75,20,26.0,0.7692307692307693,36,-0.03165671092712086,-0.010866387876625971,False,False
MIX~s0.375~0,MIX,MIX,0.375,0,1.0,26,26.0,1.0,36,-0.007036333868081224,-0.00266491948320402,False,False
MIX~s0.375~1,MIX,MIX,0.375,1,0.05,1,28.0,0.03571428571428571,36,0.20186832365736262,-0.06369617105074066,True,True
MIX~s0.375~1,MIX,MIX,0.375,1,0.1,3,28.0,0.10714285714285714,36,0.14295735578014246,-0.03455494561609074,True,True
MIX~s0.375~1,MIX,MIX,0.375,1,0.2,6,28.0,0.21428571428571427,36,0.07544495998383727,-0.023102912463101033,True,True
MIX~s0.375~1,MIX,MIX,0.375,1,0.35,10,28.0,0.35714285714285715,36,0.03297912626365773,-0.0167144805999766,True,True
MIX~s0.375~1,MIX,MIX,0.375,1,0.5,14,28.0,0.5,36,0.007445596943200572,-0.013014755264545208,True,True
MIX~s0.375~1,MIX,MIX,0.375,1,0.75,21,28.0,0.75,36,0.002867889729663675,-0.005772541641196449,False,True
MIX~s0.375~1,MIX,MIX,0.375,1,1.0,28,28.0,1.0,36,0.0174045090914009,0.00030963050582744067,False,False
MIX~s0.375~2,MIX,MIX,0.375,2,0.05,1,26.0,0.038461538461538464,36,-0.075854380583246,-0.17988899850004336,False,False
MIX~s0.375~2,MIX,MIX,0.375,2,0.1,3,26.0,0.11538461538461539,36,-0.03601108132221087,-0.08831235256313152,False,False
MIX~s0.375~2,MIX,MIX,0.375,2,0.2,5,26.0,0.19230769230769232,36,-0.05730172591404603,-0.06537484336852395,False,False
MIX~s0.375~2,MIX,MIX,0.375,2,0.35,9,26.0,0.34615384615384615,36,-0.07335078894206515,-0.04241747758778569,False,False
MIX~s0.375~2,MIX,MIX,0.375,2,0.5,13,26.0,0.5,36,0.01633104161458887,-0.014661116818424746,True,True
MIX~s0.375~2,MIX,MIX,0.375,2,0.75,20,26.0,0.7692307692307693,36,0.022667006072954354,-0.003281948178260219,True,True
MIX~s0.375~2,MIX,MIX,0.375,2,1.0,26,26.0,1.0,36,0.01604121672044978,0.0004510933287624752,False,False
MIX~s0.375~3,MIX,MIX,0.375,3,0.05,1,27.0,0.037037037037037035,36,0.2580528682166421,-0.04502316287131669,True,True
MIX~s0.375~3,MIX,MIX,0.375,3,0.1,3,27.0,0.1111111111111111,36,0.22256086304261302,-0.011916398091784686,True,True
MIX~s0.375~3,MIX,MIX,0.375,3,0.2,5,27.0,0.18518518518518517,36,0.193755526005294,-0.0018543562850228401,True,True
MIX~s0.375~3,MIX,MIX,0.375,3,0.35,9,27.0,0.3333333333333333,36,0.11077145778331499,-0.0014348862737325607,True,True
MIX~s0.375~3,MIX,MIX,0.375,3,0.5,14,27.0,0.5185185185185185,36,0.01883879912005193,-0.006984804643500153,True,True
MIX~s0.375~3,MIX,MIX,0.375,3,0.75,20,27.0,0.7407407407407407,36,0.03288508230140785,-0.0006742730164339683,True,True
MIX~s0.375~3,MIX,MIX,0.375,3,1.0,27,27.0,1.0,36,-0.004530830335260694,-0.001638091576887657,False,False
MIX~s0.375~4,MIX,MIX,0.375,4,0.05,1,26.0,0.038461538461538464,36,0.6295410597945338,0.029312451436836806,False,False
MIX~s0.375~4,MIX,MIX,0.375,4,0.1,3,26.0,0.11538461538461539,36,0.1978263760490503,-0.04538298157105203,True,True
MIX~s0.375~4,MIX,MIX,0.375,4,0.2,5,26.0,0.19230769230769232,36,0.17427470192849026,-0.027982734097273143,True,True
MIX~s0.375~4,MIX,MIX,0.375,4,0.35,9,26.0,0.34615384615384615,36,0.04460054053812634,-0.02811333669051197,True,True
MIX~s0.375~4,MIX,MIX,0.375,4,0.5,13,26.0,0.5,36,0.008256956560945161,-0.02179375196480149,True,True
MIX~s0.375~4,MIX,MIX,0.375,4,0.75,20,26.0,0.7692307692307693,36,-0.0133705740918737,-0.010228329223009203,False,False
MIX~s0.375~4,MIX,MIX,0.375,4,1.0,26,26.0,1.0,36,-0.0019080710667658263,-0.0021391038706282117,False,False
MIX~s0.375~5,MIX,MIX,0.375,5,0.05,1,27.0,0.037037037037037035,36,0.5447882211912881,0.034566733711932196,False,False
MIX~s0.375~5,MIX,MIX,0.375,5,0.1,3,27.0,0.1111111111111111,36,0.2632276111445726,-0.009628635601389046,True,True
MIX~s0.375~5,MIX,MIX,0.375,5,0.2,5,27.0,0.18518518518518517,36,0.24734868163632728,0.0012162606617613925,False,False
MIX~s0.375~5,MIX,MIX,0.375,5,0.35,9,27.0,0.3333333333333333,36,0.007998692001912278,-0.021476449743794257,True,True
MIX~s0.375~5,MIX,MIX,0.375,5,0.5,14,27.0,0.5185185185185185,36,-0.014090198293597034,-0.014582748918768873,False,False
MIX~s0.375~5,MIX,MIX,0.375,5,0.75,20,27.0,0.7407407407407407,36,-0.005904720071657432,-0.006934702290581907,False,False
MIX~s0.375~5,MIX,MIX,0.375,5,1.0,27,27.0,1.0,36,-0.00463519629302056,-0.002213459317829569,False,False
MIX~s0.500~0,MIX,MIX,0.5,0,0.05,1,27.0,0.037037037037037035,36,-0.010041284716303278,-0.12694361194097836,False,False
MIX~s0.500~0,MIX,MIX,0.5,0,0.1,3,27.0,0.1111111111111111,36,0.0332502954986974,-0.05369678592324223,True,True
MIX~s0.500~0,MIX,MIX,0.5,0,0.2,5,27.0,0.18518518518518517,36,0.07753672412866686,-0.027307930998655916,True,True
MIX~s0.500~0,MIX,MIX,0.5,0,0.35,9,27.0,0.3333333333333333,36,-0.014355932915362413,-0.025599594989166752,False,False
