sample,k,bars,n,n_pass,rate,new_vs_full,new_rate
CORPUS-pooled (6184),2,H1+OOS,6184,1474,0.23835705045278138,1152,0.18628719275549807
CORPUS-pooled (6184),2,H1+DD,6184,1029,0.16639715394566623,707,0.11432729624838292
CORPUS-pooled (6184),2,H1+CAGR,6184,1532,0.24773609314359638,1210,0.19566623544631306
CORPUS-pooled (6184),2,H2+OOS,6184,1418,0.22930142302716688,1096,0.17723156532988357
CORPUS-pooled (6184),2,H2+DD,6184,814,0.1316300129366106,492,0.0795601552393273
CORPUS-pooled (6184),2,H2+CAGR,6184,981,0.15863518758085382,659,0.10656532988357051
CORPUS-pooled (6184),2,OOS+DD,6184,913,0.14763906856403622,591,0.09556921086675291
CORPUS-pooled (6184),2,OOS+CAGR,6184,1104,0.17852522639068563,782,0.12645536869340232
CORPUS-pooled (6184),2,DD+CAGR,6184,465,0.07519404915912031,143,0.023124191461836998
CORPUS-pooled (6184),3,H1+H2+OOS,6184,1277,0.2065006468305304,955,0.1544307891332471
CORPUS-pooled (6184),3,H1+H2+DD,6184,723,0.11691461836998707,401,0.06484476067270376
CORPUS-pooled (6184),3,H1+H2+CAGR,6184,875,0.1414941785252264,553,0.08942432082794308
CORPUS-pooled (6184),3,H1+OOS+DD,6184,813,0.13146830530401035,491,0.07939844760672704
CORPUS-pooled (6184),3,H1+OOS+CAGR,6184,1025,0.1657503234152652,703,0.11368046571798189
CORPUS-pooled (6184),3,H1+DD+CAGR,6184,419,0.06775549805950841,97,0.015685640362225098
CORPUS-pooled (6184),3,H2+OOS+DD,6184,806,0.13033635187580853,484,0.07826649417852523
CORPUS-pooled (6184),3,H2+OOS+CAGR,6184,944,0.15265200517464425,622,0.10058214747736093
CORPUS-pooled (6184),3,H2+DD+CAGR,6184,351,0.056759379042690815,29,0.004689521345407503
CORPUS-pooled (6184),3,OOS+DD+CAGR,6184,411,0.06646183699870634,89,0.014391979301423026
CORPUS-pooled (6184),4,H1+H2+OOS+DD,6184,719,0.11626778783958602,397,0.06419793014230271
CORPUS-pooled (6184),4,H1+H2+OOS+CAGR,6184,869,0.14052393272962485,547,0.08845407503234153
CORPUS-pooled (6184),4,H1+H2+DD+CAGR,6184,323,0.05223156532988357,1,0.00016170763260025875
CORPUS-pooled (6184),4,H1+OOS+DD+CAGR,6184,379,0.06128719275549806,57,0.009217335058214747
CORPUS-pooled (6184),4,H2+OOS+DD+CAGR,6184,350,0.056597671410090554,28,0.004527813712807244
CORPUS-pooled (6184),5,H1+H2+OOS+DD+CAGR,6184,322,0.05206985769728331,0,0.0
CORPUS-distinct (4114),1,H1,4114,1867,0.45381623723869713,1593,0.3872143898881867
CORPUS-distinct (4114),1,H2,4114,1239,0.30116674769081186,965,0.23456490034030142
CORPUS-distinct (4114),1,OOS,4114,1363,0.3313077297034516,1089,0.2647058823529412
CORPUS-distinct (4114),1,DD,4114,1400,0.3403014098201264,1126,0.27369956246961596
CORPUS-distinct (4114),1,CAGR,4114,1516,0.3684978123480797,1242,0.30189596499756927
CORPUS-distinct (4114),2,H1+H2,4114,1106,0.26883811375789984,832,0.2022362664073894
CORPUS-distinct (4114),2,H1+OOS,4114,1244,0.30238210986874087,970,0.23578026251823042
CORPUS-distinct (4114),2,H1+DD,4114,915,0.22241127856101117,641,0.15580943121050073
CORPUS-distinct (4114),2,H1+CAGR,4114,1176,0.28585318424890616,902,0.2192513368983957
CORPUS-distinct (4114),2,H2+OOS,4114,1203,0.2924161400097229,929,0.22581429265921243
CORPUS-distinct (4114),2,H2+DD,4114,734,0.17841516771998056,460,0.1118133203694701
CORPUS-distinct (4114),2,H2+CAGR,4114,775,0.18838113757899855,501,0.12177929022848809
CORPUS-distinct (4114),2,OOS+DD,4114,809,0.1966456003889159,535,0.13004375303840546
CORPUS-distinct (4114),2,OOS+CAGR,4114,860,0.20904229460379192,586,0.14244044725328148
CORPUS-distinct (4114),2,DD+CAGR,4114,368,0.08945065629557608,94,0.022848808945065628
CORPUS-distinct (4114),3,H1+H2+OOS,4114,1097,0.26665046183762764,823,0.20004861448711717
CORPUS-distinct (4114),3,H1+H2+DD,4114,660,0.16042780748663102,386,0.09382596013612056
CORPUS-distinct (4114),3,H1+H2+CAGR,4114,710,0.17258142926592124,436,0.10597958191541079
CORPUS-distinct (4114),3,H1+OOS+DD,4114,729,0.17719980554205153,455,0.11059795819154108
CORPUS-distinct (4114),3,H1+OOS+CAGR,4114,811,0.1971317452600875,537,0.13052989790957706
CORPUS-distinct (4114),3,H1+DD+CAGR,4114,341,0.08288770053475936,67,0.016285853184248907
CORPUS-distinct (4114),3,H2+OOS+DD,4114,726,0.17647058823529413,452,0.10986874088478367
CORPUS-distinct (4114),3,H2+OOS+CAGR,4114,750,0.18230432668935342,476,0.11570247933884298
CORPUS-distinct (4114),3,H2+DD+CAGR,4114,291,0.07073407875546912,17,0.004132231404958678
CORPUS-distinct (4114),3,OOS+DD+CAGR,4114,330,0.08021390374331551,56,0.013612056392805057
CORPUS-distinct (4114),4,H1+H2+OOS+DD,4114,656,0.1594555177442878,382,0.09285367039377734
CORPUS-distinct (4114),4,H1+H2+OOS+CAGR,4114,704,0.1711229946524064,430,0.10452114730189596
CORPUS-distinct (4114),4,H1+H2+DD+CAGR,4114,275,0.06684491978609626,1,0.00024307243558580456
CORPUS-distinct (4114),4,H1+OOS+DD+CAGR,4114,311,0.07559552746718522,37,0.00899368011667477
CORPUS-distinct (4114),4,H2+OOS+DD+CAGR,4114,290,0.07049100631988332,16,0.003889158969372873
CORPUS-distinct (4114),5,H1+H2+OOS+DD+CAGR,4114,274,0.06660184735051045,0,0.0
RULE8-picks (9),1,H1,9,6,0.6666666666666666,3,0.3333333333333333
RULE8-picks (9),1,H2,9,5,0.5555555555555556,2,0.2222222222222222
RULE8-picks (9),1,OOS,9,5,0.5555555555555556,2,0.2222222222222222
RULE8-picks (9),1,DD,9,4,0.4444444444444444,1,0.1111111111111111
RULE8-picks (9),1,CAGR,9,6,0.6666666666666666,3,0.3333333333333333
RULE8-picks (9),2,H1+H2,9,5,0.5555555555555556,2,0.2222222222222222
RULE8-picks (9),2,H1+OOS,9,5,0.5555555555555556,2,0.2222222222222222
RULE8-picks (9),2,H1+DD,9,3,0.3333333333333333,0,0.0
RULE8-picks (9),2,H1+CAGR,9,6,0.6666666666666666,3,0.3333333333333333
RULE8-picks (9),2,H2+OOS,9,5,0.5555555555555556,2,0.2222222222222222
RULE8-picks (9),2,H2+DD,9,3,0.3333333333333333,0,0.0
RULE8-picks (9),2,H2+CAGR,9,5,0.5555555555555556,2,0.2222222222222222
RULE8-picks (9),2,OOS+DD,9,3,0.3333333333333333,0,0.0
RULE8-picks (9),2,OOS+CAGR,9,5,0.5555555555555556,2,0.2222222222222222
RULE8-picks (9),2,DD+CAGR,9,3,0.3333333333333333,0,0.0
RULE8-picks (9),3,H1+H2+OOS,9,5,0.5555555555555556,2,0.2222222222222222
RULE8-picks (9),3,H1+H2+DD,9,3,0.3333333333333333,0,0.0
RULE8-picks (9),3,H1+H2+CAGR,9,5,0.5555555555555556,2,0.2222222222222222
RULE8-picks (9),3,H1+OOS+DD,9,3,0.3333333333333333,0,0.0
RULE8-picks (9),3,H1+OOS+CAGR,9,5,0.5555555555555556,2,0.2222222222222222
RULE8-picks (9),3,H1+DD+CAGR,9,3,0.3333333333333333,0,0.0
RULE8-picks (9),3,H2+OOS+DD,9,3,0.3333333333333333,0,0.0
RULE8-picks (9),3,H2+OOS+CAGR,9,5,0.5555555555555556,2,0.2222222222222222
RULE8-picks (9),3,H2+DD+CAGR,9,3,0.3333333333333333,0,0.0
RULE8-picks (9),3,OOS+DD+CAGR,9,3,0.3333333333333333,0,0.0
RULE8-picks (9),4,H1+H2+OOS+DD,9,3,0.3333333333333333,0,0.0
RULE8-picks (9),4,H1+H2+OOS+CAGR,9,5,0.5555555555555556,2,0.2222222222222222
RULE8-picks (9),4,H1+H2+DD+CAGR,9,3,0.3333333333333333,0,0.0
RULE8-picks (9),4,H1+OOS+DD+CAGR,9,3,0.3333333333333333,0,0.0
RULE8-picks (9),4,H2+OOS+DD+CAGR,9,3,0.3333333333333333,0,0.0
RULE8-picks (9),5,H1+H2+OOS+DD+CAGR,9,3,0.3333333333333333,0,0.0
