vintage,panel,gross,d_CAGR,d_Sharpe,d_MaxDD,d_H1,d_H2,d_OOS_Sharpe,s_CAGR,s_Sharpe,s_MaxDD,s_H1,s_H2,s_OOS_Sharpe
today,B136,0.5,1.6267794605104302e-05,3.2357436297036912e-06,2.1832179107339478e-06,0.01865578524164202,0.016660101478560896,0.008164878158915312,-1.6267794605104302e-05,3.2357436297036912e-06,-2.1832179107339478e-06,0.01865578524164202,-0.016660101478560896,-0.008164878158915312
today,B136,0.6,1.949951322452459e-05,2.9162017981532173e-06,2.6793321903362255e-06,0.018660418070831408,0.016658864851776256,0.008168079946319962,-1.949951322452459e-05,2.9162017981532173e-06,-2.6793321903362255e-06,0.018660418070831408,-0.016658864851776256,-0.008168079946319962
today,B136,0.75,2.434454097460792e-05,2.0806988869637166e-06,3.4506493657993076e-06,0.018666832233344977,0.016656503897695796,0.008172779966243215,-2.434454097460792e-05,2.0806988869637166e-06,-3.4506493657993076e-06,0.018666832233344977,-0.016656503897695796,-0.008172779966243215
today,B136,0.85,2.7530749074022864e-05,1.5525339345234812e-06,3.972685227310313e-06,0.018670940596018593,0.016654209622344762,0.008175704354894453,-2.7530749074022864e-05,1.5525339345234812e-06,-3.972685227310313e-06,0.018670940596018593,-0.016654209622344762,-0.008175704354894453
today,B136,0.95,3.069601814217893e-05,9.205426194647259e-07,4.505007642957581e-06,0.01867458714387027,0.016651280328300988,0.008178179262331664,-3.069601814217893e-05,9.205426194647259e-07,-4.505007642957581e-06,0.01867458714387027,-0.016651280328300988,-0.008178179262331664
today,B136,1.0,3.224341586191559e-05,6.891513123497006e-07,4.780530712678033e-06,0.018676398231682212,0.016649472657103925,0.00817921491969631,-3.224341586191559e-05,6.891513123497006e-07,-4.780530712678033e-06,0.018676398231682212,-0.016649472657103925,-0.00817921491969631
matched,U56,0.2,1.749369194353062e-05,0.0005567779076052215,5.70866749705079e-10,0.0005751378022553766,0.0005486795571982839,0.0005127380200322662,1.749369194353062e-05,0.0005567779076052215,-5.70866749705079e-10,0.0005751378022553766,0.0005486795571982839,0.0005127380200322662
matched,U56,0.35,3.137926686874043e-05,0.0005560687235739437,6.2935774647332465e-09,0.0005732182031767952,0.0005489712332973351,0.0005130417441883139,3.137926686874043e-05,0.0005560687235739437,-6.2935774647332465e-09,0.0005732182031767952,0.0005489712332973351,0.0005130417441883139
matched,U56,0.5,4.592304032360883e-05,0.0005553433462710533,1.615094219475921e-08,0.0005713075869500095,0.0005492265499749127,0.0005133116296152096,4.592304032360883e-05,0.0005553433462710533,-1.615094219475921e-08,0.0005713075869500095,0.0005492265499749127,0.0005133116296152096
matched,U56,0.6,5.5984643559325864e-05,0.0005548498571605887,2.4850932173192675e-08,0.0005699975495048193,0.0005494098763161315,0.0005135044786745979,5.5984643559325864e-05,0.0005548498571605887,-2.4850932173192675e-08,0.0005699975495048193,0.0005494098763161315,0.0005135044786745979
matched,U56,0.75,7.161159686269736e-05,0.0005539943561094773,4.082931082116659e-08,0.0005680800418885745,0.0005494326477506473,0.0005135576933328334,7.161159686269736e-05,0.0005539943561094773,-4.082931082116659e-08,0.0005680800418885745,0.0005494326477506473,0.0005135576933328334
matched,U56,0.85,8.240363780936955e-05,0.0005535038369846035,5.337136971261813e-08,0.0005667910503932561,0.0005496051864823936,0.000513742276700091,8.240363780936955e-05,0.0005535038369846035,-5.337136971261813e-08,0.0005667910503932561,0.0005496051864823936,0.000513742276700091
matched,U56,0.95,9.348259626532074e-05,0.0005529860989414992,6.75082494350221e-08,0.0005654951776326023,0.0005497335778441581,0.0005138861052436106,9.348259626532074e-05,0.0005529860989414992,-6.75082494350221e-08,0.0005654951776326023,0.0005497335778441581,0.0005138861052436106
matched,U56,1.0,9.912620127533467e-05,0.0005527033062133757,7.499619819606451e-08,0.0005648000392912689,0.0005497936179565954,0.0005139549135866339,9.912620127533467e-05,0.0005527033062133757,-7.499619819606451e-08,0.0005648000392912689,0.0005497936179565954,0.0005139549135866339
matched,B136,0.2,0.0002314563849988155,0.005976563859436457,7.996649210098572e-07,0.010009630888131449,0.002324098070574432,0.002321468793073267,0.0002314563849988155,0.005976563859436457,-7.996649210098572e-07,0.010009630888131449,0.002324098070574432,0.002321468793073267
matched,B136,0.35,0.0004152043841583186,0.005974761018056163,1.4687403346175243e-06,0.010018990825064522,0.00231453416223526,0.0023128000566142726,0.0004152043841583186,0.005974761018056163,-1.4687403346175243e-06,0.010018990825064522,0.00231453416223526,0.0023128000566142726
matched,B136,0.5,0.0006076396486699026,0.005972942227246758,2.1832179107339478e-06,0.010029346898218883,0.002304248843555512,0.0023035417991380536,0.0006076396486699026,0.005972942227246758,-2.1832179107339478e-06,0.010029346898218883,0.002304248843555512,0.0023035417991380536
matched,B136,0.6,0.0007407088665008221,0.005971500415947517,2.6793321903362255e-06,0.010036111733045416,0.0022971895265275766,0.002297146001826955,0.0007407088665008221,0.005971500415947517,-2.6793321903362255e-06,0.010036111733045416,0.0022971895265275766,0.002297146001826955
matched,B136,0.75,0.0009473554863710931,0.0059686926459806555,3.4506493657993076e-06,0.010045832777433317,0.0022859373075233558,0.002286992723695702,0.0009473554863710931,0.0059686926459806555,-3.4506493657993076e-06,0.010045832777433317,0.0022859373075233558,0.002286992723695702
matched,B136,0.85,0.001089785494533979,0.0059666510171833,3.972685227310313e-06,0.010052207970692617,0.002278338611271691,0.002279968355885287,0.001089785494533979,0.0059666510171833,-3.972685227310313e-06,0.010052207970692617,0.002278338611271691,0.002279968355885287
matched,B136,0.95,0.001235867614122893,0.005964340781470678,4.505007642957581e-06,0.010058176505200134,0.002270700155229566,0.0022730127806595,0.001235867614122893,0.005964340781470678,-4.505007642957581e-06,0.010058176505200134,0.002270700155229566,0.0022730127806595
matched,B136,1.0,0.001310285010740736,0.00596320612311807,4.780530712678033e-06,0.010061182978132965,0.0022669441174374416,0.0022695865796662495,0.001310285010740736,0.00596320612311807,-4.780530712678033e-06,0.010061182978132965,0.0022669441174374416,0.0022695865796662495
