panel,k,q,book,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,pub_keep4b,pub_keep4a,p4b_B_SPY,fail_B_SPY,p4b_B_LARGE,fail_B_LARGE,p4b_B_SMALL,fail_B_SMALL,p4b_B_MATCH,fail_B_MATCH,p4b_B_HALF,fail_B_HALF,p4b_B_OWN,fail_B_OWN
k20~q0.250~s125,20,0.25,EWall,0.1095270874789686,0.8948514313183773,-0.1864884498400829,0.9033521987844908,0.8922864105974629,0.9657294530775684,True,False,True,-,False,"H1,H2,OOS,CAGR",True,-,False,"H1,H2,OOS,CAGR",False,"H1,H2",False,"H1,CAGR"
k20~q0.250~s125,20,0.25,CAND10,0.1161572079543085,0.906747067950344,-0.1934609236552046,0.93723346305877,0.8832836567405089,0.9879950062001562,True,False,True,-,False,"H1,H2,OOS,CAGR",True,-,False,"H1,H2,OOS,CAGR",False,"H1,H2",False,H1
k20~q0.250~s125,20,0.25,CAND20,0.1097146440011138,0.8961782832019521,-0.1864884498400834,0.9062279680839976,0.8922864105974629,0.9657294530775684,True,False,True,-,False,"H1,H2,OOS,CAGR",True,-,False,"H1,H2,OOS,CAGR",False,"H1,H2",False,"H1,CAGR"
k20~q0.250~s126,20,0.25,EWall,0.1315451599956734,1.0675683747634084,-0.1698126470583107,1.141080973738124,1.0084623584478718,1.0631932077232658,True,False,True,-,False,"H1,H2,OOS",True,-,True,-,True,-,False,H1
k20~q0.250~s126,20,0.25,CAND10,0.1323834785922335,1.023339034760497,-0.1692063028377306,1.0611682439173875,0.9961764169207412,1.0148664668223666,True,False,True,-,False,"H1,H2,OOS",True,-,False,H1,True,-,False,H1
k20~q0.250~s126,20,0.25,CAND20,0.1305510363058426,1.0598077014259404,-0.1698126470583107,1.141080973738124,0.9940856758291068,1.0510051340018205,True,False,True,-,False,"H1,H2,OOS",True,-,True,-,True,-,False,H1
k20~q0.250~s127,20,0.25,EWall,0.0937095833910655,0.7774476176611295,-0.300781491119475,0.9709638713110244,0.6187468715646135,0.6946251319727661,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s127,20,0.25,CAND10,0.0842692768375839,0.6878002825094237,-0.3007814911194751,0.8080853703739723,0.5899158475082257,0.6610411295157224,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s127,20,0.25,CAND20,0.0932232044249794,0.7736571543992838,-0.3007814911194753,0.9624288370861316,0.6187468715646135,0.7009412663021289,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s128,20,0.25,EWall,0.0998322118142782,0.8675323518323517,-0.2005738938864623,1.0195375691128514,0.7495217822203109,0.8468463865807437,False,False,False,"H2,OOS",False,"H1,H2,OOS,DD,CAGR",False,CAGR,False,"H1,H2,OOS,CAGR",False,"H2,OOS,CAGR",False,"H1,H2,OOS,CAGR"
k20~q0.250~s128,20,0.25,CAND10,0.0995201694838738,0.8349204295159514,-0.2069736818783381,1.0783849031261878,0.6388283943876694,0.7791801477674979,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,"H2,CAGR",False,"H1,H2,OOS,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,CAGR"
k20~q0.250~s128,20,0.25,CAND20,0.0999467122192283,0.8680930327129843,-0.2005738938864617,1.019898855932741,0.7501107773479214,0.8477541244302655,False,False,False,"H2,OOS",False,"H1,H2,OOS,DD,CAGR",False,CAGR,False,"H1,H2,OOS,CAGR",False,"H2,OOS,CAGR",False,"H1,H2,OOS,CAGR"
k20~q0.250~s129,20,0.25,EWall,0.114986488423598,0.9173526665514984,-0.2017902511509011,1.0437045335855124,0.8164758240785362,0.946527918107114,False,False,False,H2,False,"H1,H2,OOS,DD,CAGR",True,-,False,"H1,H2,OOS,CAGR",False,"H2,OOS",False,"H2,OOS,CAGR"
k20~q0.250~s129,20,0.25,CAND10,0.1176323325399206,0.8941226183899406,-0.1983430033870484,1.0600654146017214,0.7530774321628319,0.8954245393579271,False,False,False,H2,False,"H1,H2,OOS,DD,CAGR",True,-,False,"H1,H2,OOS,CAGR",False,"H2,OOS",False,"H2,OOS,CAGR"
k20~q0.250~s129,20,0.25,CAND20,0.1150510436421605,0.917649780389989,-0.201790251150901,1.044257010218546,0.8164758240785362,0.946527918107114,False,False,False,H2,False,"H1,H2,OOS,DD,CAGR",True,-,False,"H1,H2,OOS,CAGR",False,"H2,OOS",False,"H2,OOS,CAGR"
k20~q0.250~s130,20,0.25,EWall,0.1692773657725417,1.1702083410435546,-0.3506767039768705,1.0553726881616514,1.2788063932168223,1.3036094562417275,False,False,False,DD,False,"H1,DD",False,DD,False,"H1,DD",False,DD,False,"H1,DD"
k20~q0.250~s130,20,0.25,CAND10,0.1725517967819316,1.1342076588044605,-0.3526523806247083,1.0335377533447112,1.2327607928473685,1.2727790220467865,False,False,False,DD,False,"H1,DD",False,DD,False,"H1,DD",False,DD,False,"H1,DD"
k20~q0.250~s130,20,0.25,CAND20,0.1683944840351021,1.1649845789064732,-0.3506767039768703,1.0468872221952357,1.2758878685256407,1.3011428034824368,False,False,False,DD,False,"H1,DD",False,DD,False,"H1,DD",False,DD,False,"H1,DD"
k20~q0.250~s131,20,0.25,EWall,0.0802965337413339,0.6761719973484644,-0.2412172928177197,0.8933012246359324,0.4844917584630684,0.6209959124378838,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s131,20,0.25,CAND10,0.0855425947252366,0.6874604386636192,-0.2475711804154173,0.9414161991012228,0.4626321762040751,0.6248570207139712,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s131,20,0.25,CAND20,0.0811147644625465,0.6813161973431695,-0.2412172928177196,0.8949065203255816,0.4928235973162728,0.6277605503411299,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s132,20,0.25,EWall,0.090348450628636,0.7656991858242423,-0.2133947006191501,0.8756582274067229,0.6730800119995017,0.7334547498082163,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,CAGR,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s132,20,0.25,CAND10,0.1080591023056642,0.8601671915871575,-0.2113444135073199,1.006619201053469,0.7366334535366543,0.8388986923239204,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",True,-,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s132,20,0.25,CAND20,0.0909489579668052,0.7701896859980082,-0.2133947006191502,0.8853298627270847,0.6730800119995017,0.7334547498082163,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,CAGR,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s133,20,0.25,EWall,0.0888241195847541,0.6205652726352994,-0.3557097176422895,0.6056584614573697,0.6378794188239084,0.681831489625089,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s133,20,0.25,CAND10,0.0859118608194382,0.5816399373334415,-0.3615944011424862,0.544432839490037,0.6172398181569723,0.652778180834947,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s133,20,0.25,CAND20,0.0885196667115237,0.6191682211350151,-0.3557097176422897,0.6018170492403202,0.6385209189343588,0.685508020567694,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s134,20,0.25,EWall,0.1213693271304137,0.9886520840550402,-0.204082481974417,0.9236831481848252,1.0496379550771644,1.1605720104254822,False,False,False,DD,False,"H1,H2,DD,CAGR",True,-,False,H1,False,H1,False,H1
k20~q0.250~s134,20,0.25,CAND10,0.1222143921727223,0.942679181003222,-0.2131482187812409,0.9055074400089907,0.979793288050928,1.1415406744638388,False,False,False,DD,False,"H1,H2,DD,CAGR",True,-,False,"H1,DD",False,"H1,DD",False,H1
k20~q0.250~s134,20,0.25,CAND20,0.1215223694784037,0.989788893158122,-0.2025198726814736,0.9236831481848252,1.0517529269305177,1.162362695336269,False,False,False,DD,False,"H1,H2,DD,CAGR",True,-,False,H1,False,H1,False,H1
k20~q0.250~s135,20,0.25,EWall,0.110180239634283,0.869458624030162,-0.293084379331101,1.2420775977998164,0.5834929417561034,0.7299066172106975,False,False,False,"H2,OOS,DD",False,"H2,OOS,DD,CAGR",False,"H2,DD",False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD",False,"H2,OOS,DD"
k20~q0.250~s135,20,0.25,CAND10,0.1238377003118662,0.9147104893863304,-0.2980675114802646,1.2614736203149075,0.6454724449376413,0.7625981048060213,False,False,False,"H2,OOS,DD",False,"H2,OOS,DD",False,"H2,DD",False,"H2,OOS,DD",False,"H2,OOS,DD",False,"H2,DD"
k20~q0.250~s135,20,0.25,CAND20,0.1108029987357341,0.8735323762365201,-0.293084379331101,1.2509453061368476,0.5834929417561034,0.7299066172106975,False,False,False,"H2,OOS,DD",False,"H2,OOS,DD,CAGR",False,"H2,DD",False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD",False,"H2,OOS,DD"
k20~q0.250~s136,20,0.25,EWall,0.080984359962738,0.6810283815057072,-0.2297895663797469,0.8986171106628537,0.4923487384339787,0.5917030825540469,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s136,20,0.25,CAND10,0.0891714396294722,0.7105947686493785,-0.2378074228519414,1.0002159846012637,0.4536021962243607,0.6033398532405589,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s136,20,0.25,CAND20,0.0810634331115802,0.681767215308034,-0.2297958249868986,0.8986171106628537,0.4936228843963336,0.5928256085167588,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s137,20,0.25,EWall,0.0837156007648201,0.7137402832495426,-0.3036826723733059,0.9767558259537794,0.4928261391437655,0.5738482910657364,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR"
k20~q0.250~s137,20,0.25,CAND10,0.0825358319460252,0.6819260873913021,-0.3169350377246915,0.9539196400214388,0.4483956818370554,0.5284487907508011,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR"
k20~q0.250~s137,20,0.25,CAND20,0.0835206767449725,0.7119169965363991,-0.2990557739423553,0.972317424504986,0.4928261391437655,0.5787664121085995,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR"
k20~q0.250~s138,20,0.25,EWall,0.074220802488073,0.6455810386714311,-0.2011558707711066,0.8996306567593707,0.4375499365449349,0.5148301784428388,False,False,False,"H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR"
k20~q0.250~s138,20,0.25,CAND10,0.0817676207263373,0.6778058928992564,-0.2095399679046945,0.9866854002048986,0.4141525996949067,0.5408015292784558,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,CAGR"
k20~q0.250~s138,20,0.25,CAND20,0.0746632269089631,0.6486035573152832,-0.2011558707711068,0.903752844185466,0.4393601753717757,0.5163619708535451,False,False,False,"H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR"
k20~q0.250~s139,20,0.25,EWall,0.154343062011288,1.1376559249308813,-0.1926733242102721,1.141596092290875,1.1432476336863513,1.2014042761008086,True,False,True,-,False,H1,True,-,True,-,True,-,False,"H1,DD"
k20~q0.250~s139,20,0.25,CAND10,0.1795591729880683,1.2249261455356164,-0.1928098508139263,1.3215416691257589,1.153257794933783,1.243431197841337,True,False,True,-,True,-,True,-,True,-,True,-,False,DD
k20~q0.250~s139,20,0.25,CAND20,0.1541674008741573,1.1369558401525066,-0.1926733242102721,1.141596092290875,1.1418906780657627,1.200328394076143,True,False,True,-,False,H1,True,-,True,-,True,-,False,"H1,DD"
k20~q0.250~s140,20,0.25,EWall,0.1058746965660903,0.8868296952688292,-0.2557319682160908,0.8523083838886173,0.9225566527236913,0.9865119024935436,False,False,False,"H1,DD",False,"H1,H2,OOS,DD,CAGR",False,H1,False,"H1,H2,OOS,DD,CAGR",False,"H1,DD,CAGR",False,"H1,DD"
k20~q0.250~s140,20,0.25,CAND10,0.111468368111419,0.8737600919166709,-0.2488521234068659,0.8634746283762023,0.8915506778366802,0.9589756594393362,False,False,False,"H1,DD",False,"H1,H2,OOS,DD,CAGR",False,H1,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,DD",False,"H1,DD"
k20~q0.250~s140,20,0.25,CAND20,0.1044539856180264,0.8761475372838098,-0.255731968216091,0.8285706125079866,0.9225566527236913,0.9808054443962484,False,False,False,"H1,DD",False,"H1,H2,OOS,DD,CAGR",False,H1,False,"H1,H2,OOS,DD,CAGR",False,"H1,DD,CAGR",False,"H1,DD"
k20~q0.250~s141,20,0.25,EWall,0.0984963139062777,0.7546246360520923,-0.3079357645164726,0.8787732373530553,0.6912069970394368,0.7366926345374183,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR"
k20~q0.250~s141,20,0.25,CAND10,0.1059598457343045,0.7738403575479721,-0.3074859957345405,0.8791561873977248,0.7186057592329345,0.7684120683635077,False,False,False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,DD,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR"
k20~q0.250~s141,20,0.25,CAND20,0.0986251315753483,0.7556590586647156,-0.3079357645164726,0.8787732373530553,0.6929001172568998,0.7381843695418,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR"
k20~q0.250~s142,20,0.25,EWall,0.0855857809392302,0.7314089109071571,-0.1994445932619017,0.8340089537629681,0.656393272674795,0.7370311974446292,False,False,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR"
k20~q0.250~s142,20,0.25,CAND10,0.0843452105056747,0.6945432100193076,-0.1949923847929918,0.776711729889483,0.6326103863188032,0.7208045156311883,False,False,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR"
k20~q0.250~s142,20,0.25,CAND20,0.0856480020946535,0.7324065310735345,-0.1994445932619024,0.8323009211433446,0.6595495176600834,0.7398241056536549,False,False,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR"
k20~q0.250~s143,20,0.25,EWall,0.0788581992879298,0.7091254254586478,-0.2944819024836032,0.8104480860397599,0.6280669110242455,0.6127976560014349,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s143,20,0.25,CAND10,0.0898971943105861,0.7628322091901082,-0.2985533818156453,0.830800250572144,0.7093774381769771,0.6866836225138804,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s143,20,0.25,CAND20,0.0787668649925823,0.7083926943962161,-0.2944819024836033,0.8088371535331201,0.6280669110242455,0.6127976560014349,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s144,20,0.25,EWall,0.0588506008501026,0.527154011220108,-0.2762731701084189,0.6372815014082653,0.4345659627317721,0.5187990571613674,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s144,20,0.25,CAND10,0.048474592044472,0.435050018067952,-0.2755188001552608,0.5408316553393198,0.3440920019329175,0.4045284555396805,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s144,20,0.25,CAND20,0.0587420914362821,0.526320118751679,-0.276273170108419,0.6354773039063363,0.4345659627317721,0.5187990571613674,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s145,20,0.25,EWall,0.0891812835589482,0.7102974779076708,-0.3156239943758163,0.7900501997039802,0.6521958419111563,0.7170838921990655,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s145,20,0.25,CAND10,0.0838334849304409,0.6469603669610438,-0.3213867706615207,0.6646263884990115,0.6376108842094296,0.6608699246916248,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s145,20,0.25,CAND20,0.0897618273433762,0.7141916791467282,-0.315623994375816,0.7957749392498344,0.6543820345363291,0.718996845857716,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s146,20,0.25,EWall,0.1343094833179439,0.9456799126270592,-0.1961367584598223,1.2084968178225306,0.7420543512437898,0.8198849017994752,False,False,False,"H2,OOS",False,"H2,OOS,DD",True,-,False,"H2,OOS",False,"H2,OOS",False,"H1,H2,OOS,DD"
k20~q0.250~s146,20,0.25,CAND10,0.1279008158861097,0.8803476522235756,-0.2005995430727892,1.1128143424754138,0.6974832694785799,0.7432002163408264,False,False,False,"H2,OOS",False,"H1,H2,OOS,DD",True,-,False,"H2,OOS",False,"H2,OOS",False,"H1,H2,OOS,DD"
k20~q0.250~s146,20,0.25,CAND20,0.1319157276404463,0.9316548943869796,-0.1961367584598226,1.172311368958169,0.7450932813855916,0.799956019223148,False,False,False,"H2,OOS",False,"H1,H2,OOS,DD",True,-,False,"H2,OOS",False,"H2,OOS",False,"H1,H2,OOS,DD"
k20~q0.250~s147,20,0.25,EWall,0.0874716771083052,0.7870148380932648,-0.2385249382295939,0.986952336934686,0.5980667574182612,0.7053454723809586,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s147,20,0.25,CAND10,0.092475347265307,0.7722529405117396,-0.255514316241247,0.9904869026874966,0.5662828942293487,0.6689499592667825,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s147,20,0.25,CAND20,0.0880077859058279,0.7912986180974009,-0.2385249382295947,0.9957645459326248,0.5980667574182612,0.7085508061438993,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s148,20,0.25,EWall,0.0925539798494599,0.7552300472523114,-0.3068757156648392,0.9763640185798176,0.5702675587587497,0.6829175143008928,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s148,20,0.25,CAND10,0.0927120408566539,0.731064213572732,-0.3098452483975265,0.9709290169938144,0.5282984858822816,0.6655936052493573,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s148,20,0.25,CAND20,0.0916311568945345,0.7492921473957949,-0.3068757156648394,0.9609045634340404,0.572448504402421,0.6848951250621628,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s149,20,0.25,EWall,0.091190618816493,0.734679524538233,-0.2058288719573326,0.876936788230933,0.6064419156705299,0.7082779566818607,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,CAGR"
k20~q0.250~s149,20,0.25,CAND10,0.087726786868244,0.6925198343745422,-0.2088455142699466,0.7587770732182773,0.6327010858322718,0.684523694221486,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,CAGR"
k20~q0.250~s149,20,0.25,CAND20,0.091197737547614,0.7347439990658804,-0.2058288719573328,0.8608452116943708,0.6213847272620404,0.7118216383775946,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,CAGR"
k20~q0.250~s150,20,0.25,EWall,0.092746523185712,0.7326684859905925,-0.3791635828922911,0.5503053075021059,0.9047521003727363,0.9641382363002988,False,False,False,"H1,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s150,20,0.25,CAND10,0.1013966239373256,0.7614296179158955,-0.3702205647366353,0.5088801118912091,0.9999916547635403,0.9876267436334936,False,False,False,"H1,DD",False,"H1,H2,OOS,DD,CAGR",False,"H1,DD",False,"H1,OOS,DD,CAGR",False,"H1,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s150,20,0.25,CAND20,0.0908898851258759,0.7191835887788487,-0.379163582892291,0.5151376692611104,0.9118155169320594,0.9403938720265136,False,False,False,"H1,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.250~s151,20,0.25,EWall,0.0938034008595634,0.8010192234366992,-0.3164806604478485,1.0388465880237865,0.6076696580475923,0.8020362881566228,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H2,DD,CAGR"
