claimset,panel,book,gross,cadence,turn_yr,drag_bp,p4b_here,base4b_10bp,direct_0.05,dragline_0.05,direct_0.1,dragline_0.1,direct_0.25,dragline_0.25
WIDE,U56,EWELIG,1.0,M,4.808138206562276,48.08138206562276,False,0.0,False,True,False,True,False,True
WIDE,U56,TOP10,0.75,W,14.734881395555067,147.34881395555067,False,0.0,False,False,False,False,False,False
WIDE,U56,EWELIG,1.0,W,10.853623313017742,108.53623313017742,False,0.0,False,False,False,False,False,False
WIDE,B136,BAND03,0.75,W,2.0109291095246453,20.109291095246455,False,0.0,False,True,False,True,False,True
WIDE,U56,TOP20,0.5,W,7.364828507111755,73.64828507111756,False,0.0,False,True,False,True,False,True
WIDE,B136,BAND03,0.75,M,1.3913444365713235,13.913444365713234,False,0.0,False,True,False,True,False,True
WIDE,B136,TOP5,0.75,M,9.517260367469417,95.17260367469417,False,0.03,False,False,False,False,False,False
WIDE,B136,TOP5,0.75,W,21.84817399471699,218.4817399471699,False,0.0,False,False,False,False,False,False
WIDE,U56,BAND03,0.75,M,1.2346928785012803,12.346928785012803,False,0.0,False,True,False,True,False,True
WIDE,U56,TOP5,0.75,M,7.816861737358066,78.16861737358066,False,0.07,True,True,False,True,False,True
WIDE,U56,TOP5,0.75,W,18.568319442034227,185.68319442034226,False,0.0,False,False,False,False,False,False
WIDE,U56,BAND03,1.0,M,1.6417569494923718,16.41756949492372,True,0.075,True,True,False,True,False,True
WIDE,U56,BAND03,1.0,W,2.3535355897922297,23.535355897922297,True,0.0,False,True,False,True,False,True
WIDE,U56,TOP5,1.0,M,10.393833166448362,103.93833166448361,False,0.01,False,False,False,False,False,False
WIDE,U56,TOP5,1.0,W,24.75083181468039,247.5083181468039,False,0.0,False,False,False,False,False,False
WIDE,U56,BAND03,0.75,Q,0.836468794806915,8.36468794806915,False,0.0,False,True,False,True,False,True
WIDE,U56,EWELIG,0.75,Q,1.9101787210936687,19.10178721093669,False,0.0,False,True,False,True,False,True
WIDE,B136,TOP5,0.75,Q,4.538408491086637,45.38408491086636,False,0.0,False,True,False,True,False,True
WIDE,U56,TOP5,0.75,Q,3.9884509517359295,39.88450951735929,False,0.06,True,True,False,True,False,True
WIDE,U56,TOP20,1.0,Q,3.5765724642350185,35.765724642350186,False,0.0,False,True,False,True,False,True
WIDE,B136,BAND03,0.75,Q,0.8998451443149827,8.998451443149827,False,0.0,False,True,False,True,False,True
WIDE,B136,EWELIG,0.75,Q,1.9682261170733295,19.682261170733295,False,0.0,False,True,False,True,False,True
WIDE,B136,TOP10,0.75,Q,4.181702254895341,41.81702254895341,False,0.055,True,True,False,True,False,True
WIDE,U56,TOP10,0.75,Q,3.389208235865482,33.89208235865482,False,0.12,True,True,True,True,False,True
WIDE,B136,EWELIG,1.0,Q,2.5990984875492034,25.990984875492032,False,0.0,False,True,False,True,False,True
WIDE,B136,TOP20,1.0,Q,4.802969604456942,48.02969604456942,False,0.0,False,True,False,True,False,True
WIDE,U56,EWELIG,1.0,Q,2.5197200540795364,25.197200540795365,False,0.0,False,True,False,True,False,True
WIDE,U56,BAND03,1.0,Q,1.1135638236178773,11.135638236178773,False,0.0,False,True,False,True,False,True
WIDE,B136,BAND03,1.0,M,1.84926871673456,18.4926871673456,False,0.0,False,True,False,True,False,True
WIDE,B136,BAND03,1.0,Q,1.196736608936274,11.967366089362741,False,0.0,False,True,False,True,False,True
WIDE,B136,BAND03,1.0,W,2.666067752269463,26.66067752269463,True,0.0,False,True,False,True,False,True
WIDE,U56,BAND03,0.5,W,1.1956327332460843,11.956327332460843,False,0.0,False,True,False,True,False,True
WIDE,B136,TOP5,1.0,W,29.115638738896937,291.1563873889694,False,0.0,False,False,False,False,False,False
WIDE,B136,EWELIG,1.0,W,10.909586687911386,109.09586687911386,False,0.0,False,False,False,False,False,False
WIDE,B136,TOP10,1.0,W,23.83452672734007,238.34526727340068,False,0.0,False,False,False,False,False,False
WIDE,U56,TOP10,1.0,W,19.633233244954372,196.3323324495437,False,0.0,False,False,False,False,False,False
WIDE,U56,BAND03,0.5,M,0.82855054331155,8.2855054331155,False,0.0,False,True,False,True,False,True
WIDE,B136,EWELIG,0.5,M,2.5373898524544143,25.373898524544142,False,0.0,False,True,False,True,False,True
WIDE,B136,EWELIG,0.5,Q,1.3268462458316421,13.26846245831642,False,0.0,False,True,False,True,False,True
WIDE,B136,EWELIG,0.5,W,5.566515016682992,55.66515016682992,False,0.0,False,True,False,True,False,True
WIDE,B136,TOP20,0.5,M,4.369970232114739,43.69970232114739,True,0.0,False,True,False,True,False,True
WIDE,B136,TOP20,0.5,Q,2.4416314767386904,24.416314767386904,False,0.0,False,True,False,True,False,True
WIDE,B136,TOP20,0.5,W,9.564007603460166,95.64007603460166,False,0.0,False,False,False,False,False,False
WIDE,B136,TOP5,0.5,M,6.379700264225609,63.79700264225609,False,0.0,False,True,False,True,False,True
WIDE,B136,TOP5,0.5,Q,3.060524231230668,30.60524231230668,False,0.0,False,True,False,True,False,True
WIDE,B136,TOP5,0.5,W,14.605887304050112,146.0588730405011,False,0.0,False,False,False,False,False,False
WIDE,B136,TOP5,1.0,M,12.644515663131246,126.44515663131246,False,0.0,False,False,False,False,False,False
WIDE,B136,TOP5,1.0,Q,5.990344381384242,59.903443813842415,False,0.0,False,True,False,True,False,True
WIDE,U56,EWELIG,0.5,M,2.4491138389445966,24.491138389445965,False,0.0,False,True,False,True,False,True
WIDE,U56,EWELIG,0.5,Q,1.2892152873145035,12.892152873145035,False,0.0,False,True,False,True,False,True
WIDE,U56,EWELIG,0.5,W,5.51550437090756,55.1550437090756,False,0.0,False,True,False,True,False,True
WIDE,U56,TOP20,0.5,M,3.226664447758025,32.26664447758025,False,0.0,False,True,False,True,False,True
WIDE,U56,TOP20,0.5,Q,1.8223808077057078,18.22380807705708,False,0.0,False,True,False,True,False,True
WIDE,U56,TOP5,0.5,M,5.2361373039734636,52.36137303973464,False,0.0,False,True,False,True,False,True
WIDE,U56,TOP5,0.5,Q,2.6820498825753085,26.820498825753084,False,0.0,False,True,False,True,False,True
WIDE,U56,TOP5,0.5,W,12.41203701839728,124.1203701839728,False,0.0,False,False,False,False,False,False
WIDE,U56,TOP5,1.0,Q,5.281081393225391,52.810813932253915,False,0.0,False,True,False,True,False,True
WIDE,B136,TOP10,0.5,M,5.300998252608877,53.00998252608877,True,0.0,False,True,False,True,False,True
WIDE,B136,TOP10,0.5,Q,2.8169697404670204,28.169697404670202,False,0.0,False,True,False,True,False,True
WIDE,B136,TOP10,0.5,W,11.960763202977317,119.60763202977317,False,0.0,False,False,False,False,False,False
WIDE,B136,TOP10,1.0,M,10.524629698601226,105.24629698601225,False,0.0,False,False,False,False,False,False
WIDE,B136,TOP10,1.0,Q,5.524909735877536,55.24909735877536,False,0.0,False,True,False,True,False,True
WIDE,U56,TOP10,0.5,M,4.2355346863170675,42.35534686317067,True,0.0,False,True,False,True,False,True
WIDE,U56,TOP10,0.5,Q,2.2831043014348835,22.831043014348836,False,0.0,False,True,False,True,False,True
WIDE,U56,TOP10,0.5,W,9.852177095333086,98.52177095333087,False,0.0,False,False,False,False,False,False
WIDE,U56,TOP10,1.0,M,8.404774363556966,84.04774363556966,False,0.05,True,True,False,True,False,True
WIDE,U56,TOP10,1.0,Q,4.483143897366973,44.83143897366973,False,0.0,False,True,False,True,False,True
WIDE,B136,BAND03,0.5,M,0.9332631065177592,9.332631065177592,False,0.0,False,True,False,True,False,True
WIDE,B136,BAND03,0.5,W,1.3543369078473364,13.543369078473365,False,0.0,False,True,False,True,False,True
STRUCT,U56,TOP10,0.5,M,4.2355346863170675,42.35534686317067,True,0.0,False,True,False,True,False,True
STRUCT,U56,TOP20,0.75,W,11.004230847006149,110.04230847006149,True,0.0,False,False,False,False,False,False
STRUCT,U56,TOP20,0.75,M,4.809513170432881,48.09513170432881,True,0.77,True,True,True,True,True,True
STRUCT,U56,EWELIG,0.75,M,3.6384716270199933,36.38471627019993,True,1.0,True,True,True,True,True,True
STRUCT,U56,BAND03,1.0,W,2.3535355897922297,23.535355897922297,True,0.0,False,True,False,True,False,True
STRUCT,U56,BAND03,1.0,M,1.6417569494923718,16.41756949492372,True,0.075,True,True,False,True,False,True
STRUCT,B136,TOP10,0.5,M,5.300998252608877,53.00998252608877,True,0.0,False,True,False,True,False,True
STRUCT,B136,TOP20,0.5,M,4.369970232114739,43.69970232114739,True,0.0,False,True,False,True,False,True
STRUCT,B136,EWELIG,0.75,W,8.264038337378773,82.64038337378773,True,1.0,True,True,True,True,True,True
STRUCT,B136,BAND03,1.0,W,2.666067752269463,26.66067752269463,True,0.0,False,True,False,True,False,True
