book,family,n_names,episode_days,episode_days_median,episode_days_IS,hstar_IR_s21,hstarIS_IR_s21,hstar_IC_s21,hstarIS_IC_s21,hstar_HALF_s21,hstarIS_HALF_s21,IC5_s21,IC21_s21,IC126_s21,hstar_IR_s63,hstarIS_IR_s63,hstar_IC_s63,hstarIS_IC_s63,hstar_HALF_s63,hstarIS_HALF_s63,IC5_s63,IC21_s63,IC126_s63
SMALLk20d14,SMALL,20,22.603097773475316,4.0,24.801075268817204,10.0,126.0,90.0,126.0,126.0,126.0,-0.02829461699751591,0.002255779278182912,0.01197472364211024,10.0,30.0,30.0,42.0,42.0,126.0,-0.00879449523332351,0.08157040619855012,0.007604162825631926
SMALLk20d15,SMALL,20,24.95984555984556,4.0,29.93867924528302,42.0,90.0,42.0,90.0,126.0,126.0,-0.022066228086465217,0.016139329778318365,0.019631718625966157,30.0,63.0,30.0,90.0,63.0,126.0,-0.10570247467737884,0.06377741766303338,0.018177320637961195
SMALLk40d00,SMALL,40,20.853868194842406,4.0,24.771523178807946,5.0,5.0,5.0,5.0,21.0,10.0,0.015150863074840345,-0.020696265242656095,-0.027641082569672307,5.0,5.0,5.0,5.0,63.0,10.0,0.06515292435927776,0.03679659254675199,0.0175989783788434
SMALLk40d01,SMALL,40,22.280210867802108,4.0,25.134034165571617,10.0,10.0,10.0,10.0,21.0,10.0,-0.0012655243471265452,0.002075122204608917,-0.012030458964307328,21.0,90.0,21.0,5.0,30.0,5.0,-0.0216629895604238,0.0007492232526138284,-0.06274307843232696
SMALLk40d02,SMALL,40,21.194788551900896,5.0,25.96842105263158,5.0,10.0,5.0,10.0,10.0,21.0,0.012344977052798935,-0.01916138415241246,0.002749578538605525,42.0,21.0,42.0,21.0,42.0,21.0,-0.01327786338490402,-0.009461882756290148,-0.012967368099866011
SMALLk40d03,SMALL,40,19.965139052095573,4.0,24.980916030534353,5.0,5.0,126.0,5.0,126.0,10.0,0.03675363025909474,-0.015970522308304164,0.04886436199292657,5.0,5.0,5.0,5.0,10.0,10.0,0.039912239495340424,0.020384554935875664,0.03279979542164602
SMALLk40d04,SMALL,40,22.285774946921443,5.0,25.190352020860495,5.0,10.0,10.0,42.0,30.0,126.0,0.024093524757170602,0.0186911369746392,-0.0057068445921603156,5.0,21.0,21.0,21.0,30.0,126.0,0.03894697379267755,0.06646931591972315,0.00887011031673478
SMALLk40d05,SMALL,40,21.057928118393235,4.0,25.987935656836463,5.0,63.0,90.0,63.0,126.0,126.0,0.010483487106829167,0.006459545740159869,0.005954080712477361,63.0,5.0,63.0,5.0,126.0,10.0,-0.002919388062311668,0.013438270781196708,0.005104688599830731
SMALLk40d06,SMALL,40,20.338875692794932,4.0,25.70756062767475,5.0,5.0,5.0,5.0,10.0,10.0,0.02994804550352163,-0.022199221898076375,-0.0518969987484172,5.0,5.0,5.0,5.0,10.0,10.0,0.015450001418763095,-0.052240448114988715,-0.07216660469029723
SMALLk40d07,SMALL,40,21.16138996138996,4.0,23.630787037037038,126.0,126.0,21.0,5.0,21.0,5.0,-0.03352331970675261,-0.0238095639031742,-0.02910052388992483,126.0,30.0,30.0,5.0,30.0,5.0,-0.048186604743295655,-0.020664350024530043,-0.01625487712100467
SMALLk40d08,SMALL,40,20.607319862752572,5.0,22.53440860215054,5.0,21.0,5.0,21.0,10.0,30.0,0.005567171878973946,-0.002683303281298956,-0.06418048050744807,5.0,5.0,42.0,63.0,63.0,90.0,0.016100546615663673,0.011039367464740513,-0.06716216198171368
SMALLk40d09,SMALL,40,20.737903225806452,4.0,28.150387596899225,5.0,5.0,126.0,90.0,126.0,126.0,0.02053068150223506,-0.017859798540529628,0.06550990457745208,5.0,5.0,90.0,5.0,126.0,10.0,0.09790546922419402,0.07748050919428653,0.0608944920433805
SMALLk40d10,SMALL,40,21.8859461768475,4.0,25.26050420168067,10.0,21.0,10.0,21.0,30.0,30.0,-0.002927941630851253,0.006381731039987673,-0.008159281987171713,21.0,5.0,21.0,5.0,21.0,10.0,-0.0038881912050910006,-0.002870897108699638,-0.04721387014446096
SMALLk40d11,SMALL,40,21.383116883116884,4.0,25.868673050615595,21.0,126.0,21.0,21.0,30.0,21.0,-0.013275075960731506,0.02078250090685556,-0.01944358450953411,30.0,5.0,30.0,5.0,42.0,10.0,-0.0018522386641570182,0.01784032459510391,-0.023897780823229364
SMALLk40d12,SMALL,40,22.356744186046512,4.0,26.4734375,5.0,5.0,5.0,5.0,42.0,21.0,0.05046127450454231,0.03169385337874355,0.016083993786785367,5.0,5.0,30.0,5.0,42.0,10.0,0.03375543928080531,0.05435482909823897,0.0074464138644550005
SMALLk40d13,SMALL,40,22.01132609721567,5.0,29.541516245487365,5.0,10.0,10.0,10.0,21.0,21.0,0.023095528147822893,0.011685333854821988,-0.0451197269354895,5.0,10.0,5.0,10.0,30.0,21.0,0.048781824715719506,0.027643959646903946,-0.07635564644466165
SMALLk40d14,SMALL,40,19.469328140214216,4.0,22.064406779661017,5.0,10.0,5.0,10.0,5.0,21.0,-0.00819373275650209,-0.0491863561297323,-0.044128054766924045,126.0,5.0,126.0,5.0,126.0,10.0,-0.04354248709450229,-0.05659307656100331,-0.006351009246273181
SMALLk40d15,SMALL,40,21.36140350877193,4.0,24.542028985507248,10.0,63.0,10.0,63.0,21.0,90.0,-0.008960242347265888,-0.00819162850308101,-0.03556401375855046,10.0,42.0,10.0,42.0,21.0,90.0,-0.010397610908395232,-0.009569709074615301,-0.038414571395034416
SMALLk80d00,SMALL,80,14.052682737169517,3.0,15.205930807248764,5.0,5.0,5.0,5.0,10.0,10.0,0.000542663550775663,-0.005322044760367841,-0.022996690247483242,5.0,5.0,5.0,5.0,10.0,10.0,0.027786650321291996,0.02152296100767252,-0.007462122150968185
SMALLk80d01,SMALL,80,15.027719001269572,3.0,16.459849435382687,5.0,5.0,5.0,126.0,42.0,126.0,0.018019562896604013,0.013373712966718162,0.005724531509160491,10.0,126.0,126.0,126.0,126.0,126.0,-0.013265841132028989,0.0064251526688284205,0.03449917753424111
SMALLk80d02,SMALL,80,14.162406922922116,3.0,15.543465745538285,5.0,126.0,30.0,126.0,42.0,126.0,0.012956655168251025,0.008978156239696935,0.015151255396588122,21.0,21.0,21.0,21.0,42.0,30.0,0.009701206282741247,0.036282194810639004,0.00047489345546723434
SMALLk80d03,SMALL,80,14.736358185088946,3.0,15.794034890264491,21.0,42.0,21.0,21.0,21.0,21.0,-0.011545712987821326,-0.007896339407029926,-0.024787682757475962,63.0,63.0,63.0,63.0,63.0,63.0,-0.019180553122746722,-0.01142813316244255,-0.02001416454291915
SMALLk80d04,SMALL,80,14.498067141403865,3.0,16.12733856366928,5.0,10.0,10.0,10.0,30.0,30.0,0.017646864032842404,0.015494401567994627,-0.0007527071038292841,5.0,5.0,10.0,5.0,42.0,63.0,0.041506338267585936,0.05515929596261663,0.004513619229852669
SMALLk80d05,SMALL,80,13.914575751771691,3.0,15.739203589455974,5.0,5.0,21.0,5.0,90.0,126.0,0.018959101375520336,0.0206850373551338,0.0070048280565104416,5.0,5.0,5.0,5.0,30.0,10.0,0.05352723380919934,0.04963130693585602,0.02735026731661023
SMALLk80d06,SMALL,80,14.254387694734767,3.0,14.927480916030534,5.0,90.0,5.0,5.0,10.0,5.0,0.026941190953991456,0.006174815309080045,0.021039168579922128,5.0,21.0,5.0,21.0,30.0,30.0,0.044199481943364406,0.03689689948783721,0.017021462288881604
SMALLk80d07,SMALL,80,14.639081911981469,3.0,15.941102756892231,5.0,5.0,5.0,5.0,10.0,10.0,0.012456338402852096,-0.012576962907824838,-0.03958056685112934,5.0,5.0,5.0,5.0,10.0,10.0,0.018743612312402222,-0.007276414850976563,-0.02195043903071822
SMALLk80d08,SMALL,80,14.067111459968602,3.0,14.680636604774536,5.0,5.0,5.0,42.0,30.0,90.0,0.023310489665087152,0.012688062161743828,0.011931208276041414,21.0,5.0,21.0,63.0,30.0,126.0,0.004913117205710286,0.027357853630826393,0.008945978233201837
SMALLk80d09,SMALL,80,13.769977168949772,3.0,15.473775216138328,10.0,10.0,126.0,90.0,126.0,126.0,0.00310234804860721,0.015978732392628318,0.02589864309387662,5.0,5.0,63.0,5.0,126.0,42.0,0.04113402144187711,0.04441531660060039,0.03812340557540501
SMALLk80d10,SMALL,80,14.353989469420819,3.0,16.05056513979774,5.0,5.0,63.0,5.0,90.0,10.0,0.01698301963922526,0.015131999637007554,0.012120647699744925,5.0,5.0,5.0,30.0,10.0,42.0,0.05267640340619908,0.02571416828469569,-0.013094055113841548
SMALLk80d11,SMALL,80,13.931760577110548,3.0,14.756815703380589,5.0,5.0,5.0,5.0,10.0,10.0,0.024246033621378577,0.01244722025342238,-0.00838453429512349,5.0,5.0,21.0,5.0,42.0,10.0,0.033335162980762126,0.03586997515126439,0.018055351009697716
SMALLk80d12,SMALL,80,14.124400996741421,3.0,15.322984749455337,5.0,5.0,63.0,90.0,126.0,126.0,0.04103032789466536,0.03489059115639916,0.012614829400815543,5.0,5.0,21.0,5.0,63.0,42.0,0.03961919765965401,0.07330725133067299,0.009107363793600142
SMALLk80d13,SMALL,80,14.40708316752885,3.0,16.130334486735872,21.0,21.0,30.0,21.0,42.0,30.0,0.0034030797341208893,0.014031490723455694,0.004982548275936212,5.0,5.0,21.0,30.0,42.0,42.0,0.024512554940749092,0.04717374669045554,0.013484255514536187
SMALLk80d14,SMALL,80,13.980956082394092,3.0,15.57504215851602,5.0,5.0,5.0,5.0,10.0,10.0,0.04240851790849901,0.003454682033141674,0.010660559042625068,5.0,5.0,126.0,5.0,126.0,10.0,0.013534154247005072,0.003915205514123365,0.038637282458608264
SMALLk80d15,SMALL,80,14.397983392645314,3.0,16.144347826086957,5.0,10.0,10.0,10.0,63.0,42.0,0.030913552219834408,0.030177953789052955,0.008427400831111789,5.0,10.0,5.0,10.0,63.0,21.0,0.027260599053714783,0.021411407296876954,0.006769733448043228
U56k20d00,U56,20,39.2001404494382,4.0,39.7207062600321,5.0,5.0,126.0,21.0,126.0,126.0,0.10628861997050823,0.1152477643887552,0.1645751551575155,5.0,5.0,90.0,126.0,126.0,126.0,0.09296804457216742,0.081794331414161,0.17613998199625408
U56k20d01,U56,20,42.24242424242424,5.0,44.47212543554007,5.0,10.0,126.0,10.0,126.0,42.0,0.04119008680223961,0.03829980754692972,0.10335342815216424,42.0,42.0,126.0,42.0,126.0,63.0,0.010446055889931478,-0.0305632404267317,0.0924692889397245
U56k20d02,U56,20,47.464012251148546,5.0,45.333333333333336,5.0,5.0,126.0,5.0,126.0,42.0,0.05568398250157982,0.05808754631384355,0.15770759431711212,126.0,5.0,126.0,126.0,126.0,126.0,0.036249945519958394,0.0064367612563356645,0.18328048318276563
U56k20d03,U56,20,43.932791728212706,5.0,40.552845528455286,10.0,10.0,126.0,126.0,126.0,126.0,0.023318548404268637,0.06334252894255141,0.16845972852427543,30.0,30.0,126.0,126.0,126.0,126.0,-0.023849711846725765,0.06107025007069607,0.16998474696690583
U56k20d04,U56,20,39.63299418604651,5.0,39.20367278797997,5.0,5.0,126.0,126.0,126.0,126.0,0.0833960004472872,0.11158806088220107,0.1926197115501424,5.0,42.0,126.0,126.0,126.0,126.0,0.08047998898913263,0.10753953158574331,0.21489879039660767
U56k20d05,U56,20,44.64,6.0,45.68347826086956,5.0,5.0,126.0,90.0,126.0,126.0,0.04878171027470615,0.05519727932567057,0.15908348320115695,42.0,42.0,126.0,90.0,126.0,126.0,-0.003920442636760778,0.009392407597361126,0.15050883123057962
U56k20d06,U56,20,41.99195906432749,4.0,43.083769633507856,5.0,5.0,126.0,5.0,126.0,126.0,0.07430927189551415,0.0709092439790824,0.16793390805961925,5.0,5.0,126.0,5.0,126.0,10.0,0.0808249013959534,0.06728968288883877,0.18705651639714635
U56k20d07,U56,20,40.18754277891855,4.0,37.90643274853801,5.0,5.0,126.0,5.0,126.0,30.0,0.06582470668930485,0.03605889222666858,0.06975907574442004,5.0,5.0,126.0,5.0,126.0,10.0,0.048273541932773875,0.027906507308336617,0.10141022406567413
U56k20d08,U56,20,43.88599105812221,4.0,46.68826619964974,5.0,5.0,126.0,5.0,126.0,21.0,0.06312310646043269,0.029325783193339745,0.11748400605628768,90.0,5.0,126.0,126.0,126.0,126.0,0.011780555552204808,-0.02557183113684056,0.13231595673637056
U56k20d09,U56,20,44.40374531835206,5.0,46.17844522968198,5.0,5.0,126.0,63.0,126.0,126.0,0.08789094309992476,0.09410889473951325,0.19126195706510024,5.0,5.0,126.0,63.0,126.0,126.0,0.07321416821119667,0.020259131660239633,0.18784993455431434
U56k20d10,U56,20,40.830747531734836,4.0,40.657686212361334,5.0,5.0,126.0,126.0,126.0,126.0,0.06395579839663362,0.04976730025553649,0.14145034373895488,5.0,42.0,126.0,126.0,126.0,126.0,0.03029260196447855,0.03514888008911598,0.13896002580386801
U56k20d11,U56,20,40.8104755341144,4.0,37.52517985611511,5.0,21.0,126.0,126.0,126.0,126.0,0.03861218346434964,0.06171239885462551,0.1627673560400279,90.0,126.0,126.0,126.0,126.0,126.0,-0.016446754121905216,0.06612462374364754,0.1652078445133714
U56k20d12,U56,20,42.038573508005825,5.0,40.88566827697262,5.0,5.0,126.0,10.0,126.0,21.0,0.053851902404803,0.04311647438702209,0.11945365896895309,126.0,42.0,126.0,126.0,126.0,126.0,0.017000331955208572,0.007312073160925987,0.16588974624683844
U56k20d13,U56,20,43.31357142857143,5.0,41.49844236760124,5.0,5.0,126.0,5.0,126.0,10.0,0.03308571415616089,0.03101139540263721,0.10760375115099378,30.0,42.0,90.0,42.0,126.0,63.0,0.0009938694689171784,0.032975185910752915,0.09215667111933311
U56k20d14,U56,20,41.871280276816606,4.0,42.006349206349206,5.0,10.0,126.0,10.0,126.0,42.0,0.05781658156900133,0.07511682113691649,0.14143516667473655,126.0,126.0,126.0,126.0,126.0,126.0,0.02478611596490617,0.00981550147239413,0.1891954324894104
U56k20d15,U56,20,44.9625,5.0,43.54905335628227,5.0,5.0,126.0,126.0,126.0,126.0,0.08731374450282761,0.07751117848205412,0.15831361395959936,5.0,5.0,126.0,126.0,126.0,126.0,0.054784285130148984,0.025378143105953224,0.16165411539057956
U56k40d00,U56,40,20.18426910709869,3.0,20.112021857923498,5.0,10.0,126.0,126.0,126.0,126.0,0.053757071729591877,0.05593259152248543,0.14522314292866823,42.0,42.0,126.0,126.0,126.0,126.0,0.0122725425498374,0.015788058805369494,0.14328084218685552
U56k40d01,U56,40,21.198765749550013,3.0,20.91857222532069,5.0,5.0,126.0,21.0,126.0,126.0,0.05374295202676142,0.06598263056706986,0.12833420567493006,90.0,42.0,126.0,126.0,126.0,126.0,0.003948386804599194,0.032062387164204766,0.13780422710264636
U56k40d02,U56,40,20.655873493975903,3.0,20.686285397001665,5.0,5.0,126.0,126.0,126.0,126.0,0.07427265433923885,0.0702615049017819,0.15246767625033142,5.0,42.0,126.0,126.0,126.0,126.0,0.052281355306686754,0.04998166115064047,0.1860647317829719
U56k40d03,U56,40,20.305748265609516,3.0,19.55614688664183,5.0,5.0,126.0,10.0,126.0,63.0,0.07298212818364806,0.05384626157077981,0.13468722452466056,5.0,126.0,126.0,126.0,126.0,126.0,0.047519705346036535,0.006153449709934997,0.16388094034669562
U56k40d04,U56,40,20.634892981582876,3.0,19.388917659243916,5.0,5.0,126.0,126.0,126.0,126.0,0.07148254618754744,0.06115579921006874,0.15169119298349226,5.0,42.0,126.0,126.0,126.0,126.0,0.04567354355328853,0.0358856885059521,0.16738005044211257
U56k40d05,U56,40,20.48611111111111,3.0,19.875399361022364,5.0,10.0,126.0,126.0,126.0,126.0,0.05169677089548462,0.056967270165436595,0.11693358463718131,30.0,42.0,126.0,126.0,126.0,126.0,0.004296166994524775,0.02520969960366704,0.13009861145628288
U56k40d06,U56,40,20.715156130997716,3.0,20.65143824027073,5.0,10.0,126.0,126.0,126.0,126.0,0.06125176079240835,0.07354565492362222,0.16946194277198734,126.0,126.0,126.0,126.0,126.0,126.0,0.0346695176785211,0.04861387181210896,0.191098035456664
U56k40d07,U56,40,20.82523530908166,3.0,20.242059145673604,5.0,10.0,126.0,126.0,126.0,126.0,0.06459823605378402,0.07156949573106548,0.17209355179168984,30.0,42.0,126.0,126.0,126.0,126.0,0.03621052082746681,0.05683974550462099,0.20663256324865864
U56k40d08,U56,40,20.955170657157414,3.0,20.350217864923746,5.0,5.0,126.0,126.0,126.0,126.0,0.05581468685419437,0.06016735708515587,0.13956440041874915,5.0,5.0,126.0,126.0,126.0,126.0,0.040021487600470425,0.032400087874542204,0.1507449237962631
U56k40d09,U56,40,21.44087705559906,3.0,20.860438942037142,5.0,10.0,126.0,126.0,126.0,126.0,0.04839099813410297,0.06264265362609654,0.13858797672744955,90.0,126.0,126.0,126.0,126.0,126.0,0.019928466039676074,0.02898677617854279,0.15015959312053623
U56k40d10,U56,40,21.481874676333504,3.0,20.731558513588464,5.0,10.0,126.0,126.0,126.0,126.0,0.054595740023667,0.06793561203949874,0.16928573342555225,126.0,42.0,126.0,126.0,126.0,126.0,0.019177289504797735,0.03464984670552529,0.20343155753660344
U56k40d11,U56,40,21.05582837942621,3.0,20.77005649717514,5.0,10.0,126.0,126.0,126.0,126.0,0.06432201199426239,0.07603402497663764,0.18312166845230535,90.0,42.0,126.0,126.0,126.0,126.0,0.02182856246743364,0.044711211716725485,0.19599243984050044
U56k40d12,U56,40,20.566450970632154,3.0,19.86307938199254,5.0,10.0,126.0,126.0,126.0,126.0,0.05153832296225193,0.060033004137764814,0.14584148379087167,126.0,126.0,126.0,126.0,126.0,126.0,0.014303298135557694,0.019552605014151517,0.16159810969179356
U56k40d13,U56,40,22.10705661389858,3.0,22.33273056057866,5.0,5.0,126.0,126.0,126.0,126.0,0.06378314710455898,0.06197540834005158,0.15666694953462276,90.0,126.0,126.0,126.0,126.0,126.0,0.037659071602082754,0.022615407184139843,0.1888469061720995
U56k40d14,U56,40,20.102439024390243,3.0,19.721633085896077,5.0,5.0,126.0,126.0,126.0,126.0,0.057620038256277255,0.07347676517182013,0.16231899009075715,126.0,42.0,126.0,126.0,126.0,126.0,0.010792187560702254,0.028960454644669432,0.16642846806508077
U56k40d15,U56,40,21.038058748403575,3.0,20.387185104052573,5.0,10.0,126.0,126.0,126.0,126.0,0.05017203229692677,0.06021624513507127,0.14846968367739646,30.0,42.0,126.0,42.0,126.0,63.0,0.019106148100777567,0.03778348635976376,0.1610272995877759
ETFk12d00,ETF,12,41.481212121212124,4.0,40.88790560471976,5.0,5.0,126.0,5.0,126.0,10.0,0.0829606933570585,0.04143762637133182,0.108009151871455,5.0,5.0,90.0,42.0,126.0,63.0,0.07267272866075367,0.02572945334532429,0.12105707597973522
ETFk12d01,ETF,12,34.36422413793103,4.0,34.810679611650485,5.0,10.0,126.0,10.0,126.0,21.0,0.06017935229160617,0.044176252880457595,0.15443470404359222,10.0,5.0,126.0,126.0,126.0,126.0,0.012388982684491626,0.016763817618833245,0.17195750397356807
ETFk12d02,ETF,12,37.50696055684455,4.0,37.56720430107527,5.0,5.0,5.0,5.0,21.0,10.0,0.06744470701914011,-0.0021487150976954718,0.024724080783240798,5.0,5.0,5.0,5.0,10.0,10.0,0.10848709700877271,-0.00014596517042057348,0.02255393417833729
ETFk12d03,ETF,12,40.17906683480454,4.0,43.95723684210526,5.0,5.0,126.0,126.0,126.0,126.0,0.06978189453964587,0.06490299406346055,0.1473017818813378,5.0,5.0,126.0,126.0,126.0,126.0,0.08618151060955531,0.06295415638068962,0.13920161455519947
ETFk12d04,ETF,12,41.38606194690266,4.0,45.28610354223433,10.0,10.0,126.0,126.0,126.0,126.0,0.0184457894753486,0.020476802017618395,0.07280528661578718,42.0,30.0,126.0,30.0,126.0,42.0,-0.02499650011543667,-0.044336347363121566,0.05092371735715295
ETFk12d05,ETF,12,43.31849315068493,4.0,45.93628808864266,5.0,5.0,5.0,5.0,21.0,10.0,0.05920642960981165,0.0007393714691617587,0.05103142203699983,5.0,42.0,126.0,42.0,126.0,42.0,0.03134748608492407,0.01650990599826962,0.054612137842072084
ETFk12d06,ETF,12,41.20116279069767,4.0,39.01550387596899,5.0,5.0,126.0,90.0,126.0,126.0,0.06647103263005222,0.0442531323710829,0.17291657116736597,5.0,5.0,126.0,90.0,126.0,126.0,0.06978019629715973,0.023457488826591495,0.18615351239489197
ETFk12d07,ETF,12,44.3905325443787,4.0,44.74133333333333,5.0,10.0,126.0,90.0,126.0,126.0,0.06400279687370222,0.053082883670737976,0.1858278281508988,126.0,42.0,126.0,42.0,126.0,63.0,0.020274288596407643,-0.005393871182582411,0.1592809592212387
ETFk12d08,ETF,12,42.493506493506494,4.0,43.121293800539085,5.0,10.0,126.0,126.0,126.0,126.0,0.054112879515360604,0.05538559482695669,0.1545663364433868,126.0,126.0,126.0,126.0,126.0,126.0,-0.020186177913604265,-0.012884903935677476,0.20206567135166362
ETFk12d09,ETF,12,39.98562874251497,4.0,42.27298850574713,5.0,10.0,126.0,126.0,126.0,126.0,0.07617597431482825,0.0562271906575925,0.19299005446393808,126.0,126.0,126.0,126.0,126.0,126.0,0.03229224917199142,0.05321397558099112,0.21812490340109825
ETFk12d10,ETF,12,43.325581395348834,4.0,43.184895833333336,5.0,5.0,126.0,126.0,126.0,126.0,0.09014931788381583,0.04720775476344411,0.1519447134466289,126.0,42.0,126.0,126.0,126.0,126.0,0.031676745859796726,-0.0258036885545815,0.17138930437095573
ETFk12d11,ETF,12,38.54027926960258,4.0,39.90561224489796,5.0,5.0,126.0,5.0,126.0,21.0,0.04182569810350381,0.03240736810266038,0.06483272172219898,5.0,126.0,126.0,126.0,126.0,126.0,0.03584788962784761,0.03551137073259187,0.0861114714539512
ETFk12d12,ETF,12,37.81264367816092,4.0,36.28934010152284,5.0,10.0,126.0,30.0,126.0,63.0,0.03375367492559691,0.007978720998518195,0.09257588144433887,5.0,126.0,126.0,126.0,126.0,126.0,0.027198019802716206,-0.03647505544763863,0.09653060929024206
ETFk12d13,ETF,12,49.41546526867628,4.0,52.43689320388349,5.0,5.0,126.0,126.0,126.0,126.0,0.07472676999417982,0.06791880002981124,0.21384170172727443,5.0,5.0,126.0,5.0,126.0,10.0,0.125357463779779,0.051805426831627956,0.2187422376310331
ETFk12d14,ETF,12,47.312876052948255,5.0,44.549367088607596,5.0,5.0,126.0,90.0,126.0,126.0,0.0835202810682649,0.025414004268925712,0.1564261238159672,126.0,90.0,126.0,90.0,126.0,126.0,0.03745591589036597,0.0023239282781683437,0.20641437487307518
