panel,n,gross,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_keep4a,OOS_keep4b,OOS_bind4b,endpoint,picked
B136,2,0.75,0.07616958740904489,0.7234260450174889,-0.11330713450994867,0.06857474792158613,0.5844223362031254,-0.19361533022925048,False,False,H1+CAGR,True,False
B136,3,0.75,0.07735457833804404,0.7666603943267722,-0.10297743039118268,0.045678531648694065,0.436149423186716,-0.17773160271631094,False,False,H1+H2+CAGR,True,False
B136,5,0.75,0.06863070968277474,0.7078580293227477,-0.09472209621579541,0.05538116306792662,0.5395544114913999,-0.2153383318968165,False,False,H1+H2+DD+CAGR,True,False
B136,8,0.75,0.0642248989683245,0.6851572792754079,-0.09028601698841998,0.05011764383032968,0.5101055634282514,-0.19779282725926506,False,False,H1+H2+CAGR,True,False
B136,10,0.75,0.07355550247442699,0.7784469937289932,-0.09346670831579207,0.057900159245121374,0.5813370215911065,-0.17220363982825648,False,False,H1+H2+CAGR,True,False
B136,15,0.75,0.0939290602121392,0.9577781919014215,-0.09003040941837859,0.06813361738564927,0.6706797780982501,-0.1628642545671981,False,False,H1+H2+CAGR,True,False
B136,20,0.75,0.09694109130688822,0.9824449868458491,-0.09485211190149279,0.0766320667864191,0.7404143556474814,-0.17402567888846665,False,False,H1+H2+CAGR,True,False
B136,30,0.75,0.11267080160721243,1.0954713721675016,-0.10617702309248256,0.08104559509116838,0.7804673626746651,-0.18549443559179235,False,False,H1+H2+CAGR,True,False
B136,40,0.75,0.1074088497511978,1.0479168337977236,-0.1069958410576144,0.08885466666835051,0.8603713562213913,-0.18554071996346821,False,False,H1+CAGR,True,False
B136,1,1.0,0.1169646899300616,0.7017123840336169,-0.17986850268611532,0.08477011344375618,0.4933263238664539,-0.33956102198340854,False,False,H1+H2+DD+CAGR,True,False
B136,2,1.0,0.09992079694115086,0.7238563267015095,-0.14910795057497117,0.08850434515226557,0.5842634103948335,-0.255733530531451,False,False,H1+DD+CAGR,True,False
B136,3,1.0,0.10183034231402033,0.767042765848247,-0.13534563378651832,0.05781849262440142,0.4347978576867762,-0.2321766924628389,False,False,H1+H2+DD+CAGR,True,False
B136,5,1.0,0.09027010247429712,0.7090915054530412,-0.12610017421840103,0.07140779255030716,0.5387568489142325,-0.2791673629405368,False,False,H1+H2+DD+CAGR,True,False
B136,8,1.0,0.08432227610687448,0.6856883933347994,-0.11924381215921354,0.06450832413139085,0.5091652900439464,-0.2569283184520028,False,False,H1+H2+DD+CAGR,True,False
B136,10,1.0,0.09703819365925148,0.7787905400011343,-0.12331659857977917,0.07508375608342766,0.5803507543565075,-0.2262361831025398,False,False,H1+H2+DD+CAGR,True,False
B136,15,1.0,0.12489554972937356,0.9587037808427669,-0.11885026910837704,0.08903904084247394,0.6698110465560807,-0.21446901390464923,False,False,H1+H2+DD+CAGR,True,False
B136,20,1.0,0.1290336618136394,0.9835465284923341,-0.12577617887086212,0.10066803502463806,0.7398284081462173,-0.22876574761531943,False,False,H1+H2+DD+CAGR,True,False
B136,30,1.0,0.1505587191496487,1.09680088594448,-0.14038589622154574,0.10672768445614356,0.7797383758476584,-0.24308657927293298,False,False,H1+H2+DD+CAGR,True,True
B136,40,1.0,0.14330134572808473,1.0491493072589073,-0.1415052018526155,0.11751466846558589,0.8596025358963241,-0.24309460843573794,False,False,H1+DD,True,False
SMALL716,1,0.75,-0.1942822348020221,-0.19962590147211323,-0.7935201102775291,-0.022377247920484122,-0.01902923561011149,-0.5597844266252372,False,False,H1+H2+DD+CAGR,True,False
SMALL716,2,0.75,-0.005422798320886768,0.10579367931096927,-0.4582908710802749,0.5118915292079231,0.5911587436080924,-0.36174889821479095,False,False,H1+H2+DD,True,False
SMALL716,3,0.75,-0.0034411952968744774,0.08233335533013796,-0.41873432179787795,0.4248099920256556,0.6401435508780031,-0.3804801376717607,False,False,H1+H2+DD,True,False
SMALL716,5,0.75,0.06837623789784497,0.547934995245779,-0.2762842189879894,0.30633452559622687,0.6799323763686569,-0.3163876734227138,False,False,H1+H2+DD,True,False
SMALL716,8,0.75,0.08649134789113821,0.817447278103134,-0.17806284961055585,0.22716368102893858,0.7225434775181866,-0.3029739512455808,False,False,H1+H2+DD,True,False
SMALL716,10,0.75,0.08601287532411783,0.8916677611630839,-0.1456499099476003,0.1936215071030183,0.7297578769691869,-0.2790894306718127,False,False,H1+H2+DD,True,True
SMALL716,15,0.75,0.0632876849219115,0.7375324352759837,-0.11183408674515605,0.13637000801095311,0.6985420891210733,-0.2917741054813162,False,False,H2+DD,True,False
SMALL716,20,0.75,0.06748480434071213,0.7959092037127368,-0.12918009194273872,0.11306754734661162,0.6919418036826203,-0.31805564201274006,False,False,H2+DD,True,False
SMALL716,30,0.75,0.06751379395117785,0.7963505690042548,-0.13060088273860393,0.09390551546521153,0.6897034806906912,-0.25354700757430715,False,False,H2+DD+CAGR,True,False
SMALL716,40,0.75,0.07620987431062964,0.8794119339668195,-0.1350758242846949,0.08828886023824944,0.7024525699353189,-0.25029687490300156,False,False,H2+DD+CAGR,True,False
SMALL716,1,1.0,-0.2954624337240398,-0.1418607375153877,-0.9149278148315028,-0.03980456981108438,-0.02649075585219702,-0.6849188305873797,False,False,H1+H2+DD+CAGR,True,False
SMALL716,2,1.0,-0.019231835626903226,0.11667029477467758,-0.5720589349173655,0.6218899342152215,0.5826978947071698,-0.4599031282287406,False,False,H1+H2+DD,True,False
SMALL716,3,1.0,-0.011999984567032773,0.08912620836059493,-0.5256554495026723,0.5274099199090199,0.6331626321020056,-0.47796329322744724,False,False,H1+H2+DD,True,False
SMALL716,5,1.0,0.08778355357983658,0.5488207835590971,-0.3568886452698994,0.38507406399635147,0.6749316434335545,-0.40274132617707514,False,False,H1+H2+DD,True,False
SMALL716,8,1.0,0.11409322301206748,0.8171443908278472,-0.2315135359595284,0.28892822933367657,0.7192129488815722,-0.3866972162655826,False,False,H1+H2+DD,True,False
SMALL716,10,1.0,0.11396721578140823,0.8915724111523061,-0.19038137663312393,0.24718487334120365,0.7271792555547028,-0.3584095542064436,False,False,H1+H2+DD,True,False
SMALL716,15,1.0,0.0833257043391511,0.7368754531480982,-0.14761821838972322,0.17437114764194295,0.6958494405248536,-0.3745911710895299,False,False,H2+DD,True,False
SMALL716,20,1.0,0.0890996329164011,0.7952587191257111,-0.17000967800301547,0.14480166027738695,0.6883566967654309,-0.40595623337174935,False,False,H2+DD,True,False
SMALL716,30,1.0,0.08913062648484238,0.7956939650063746,-0.1709553802803626,0.12104077194182605,0.6863181354615873,-0.32996049699206886,False,False,H2+DD,True,False
SMALL716,40,1.0,0.10094137393253222,0.878884765850985,-0.17673886693555985,0.11423145268649448,0.6985621531132217,-0.3259640977987721,False,False,H2+DD,True,False
