pair,A,B,G,w,slice,n,S_blend,S_A,S_B,navavg,C,MIX,DIV,resid,rho,sd_A,sd_B,sd_blend,CAGR,MaxDD
U56xSMALL,U56,SMALL,0.75,0.25,OOS,2441,0.7834399333819716,1.276620821629499,0.5457504412853388,0.7284680363713788,0.054971897010592796,0.005733320513738473,0.04923857649685432,0.0,0.681887727752464,0.07286512152399387,0.06990938036356159,0.06620812522366372,0.05092750156069603,-0.11756273037440002
U56xSMALL,U56,SMALL,0.75,0.5,FULL,3943,0.9830769598343716,1.163614911755474,0.6596066000247431,0.9116107558901085,0.07146620394426306,0.004983625293649338,0.06648257865061366,6.938893903907228e-17,0.7385364412684204,0.06936249290174401,0.06667227414895582,0.06341756964038725,0.06218069412608429,-0.10227076081083852
U56xSMALL,U56,SMALL,0.75,0.5,IS,1502,0.9519095794136927,0.9596027208511244,0.8751921874491732,0.9173974541501488,0.03451212526354386,0.000745746659221444,0.033766378604322286,1.249000902703301e-16,0.8605840174057299,0.06326117351666559,0.06106440072283901,0.059957732931435075,0.05682564167901427,-0.08137167086137553
U56xSMALL,U56,SMALL,0.75,0.5,OOS,2441,1.0018361242955656,1.276620821629499,0.5457504412853388,0.9111856314574189,0.09065049283814663,0.007565299257094872,0.08308519358105192,-1.5265566588595902e-16,0.681887727752464,0.07286512152399387,0.06990938036356159,0.06546689788398624,0.06548924989742311,-0.10227076081083886
U56xSMALL,U56,SMALL,0.75,0.75,FULL,3943,1.0952711354217168,1.163614911755474,0.6596066000247431,1.0376128338227912,0.0576583015989256,0.003701122337862975,0.05395717926106229,3.3306690738754696e-16,0.7385364412684204,0.06936249290174401,0.06667227414895582,0.06530601327500415,0.07184616711913616,-0.111417657410255
U56xSMALL,U56,SMALL,0.75,0.75,IS,1502,0.9641365387452688,0.9596027208511244,0.8751921874491732,0.9385000875006366,0.025636451244632208,0.0005544118992960833,0.025082039345335944,1.8041124150158794e-16,0.8605840174057299,0.06326117351666559,0.06106440072283901,0.06108052637516859,0.058673717976605255,-0.08007725604344196
U56xSMALL,U56,SMALL,0.75,0.75,OOS,2441,1.1699727668575848,1.276620821629499,0.5457504412853388,1.093903226543459,0.07606954031412583,0.005615844377030957,0.07045369593709486,1.3877787807814457e-17,0.681887727752464,0.07286512152399387,0.06990938036356159,0.06778287454495396,0.08003278212995535,-0.111417657410255
U56xSMALL,U56,SMALL,1.0,0.25,FULL,3943,0.8322308304678102,1.1635079334920069,0.6597925438420384,0.7857213912545306,0.04650943921327966,0.0038175370450003678,0.04269190216827943,-1.3877787807814457e-16,0.7386294373837485,0.09253898509355106,0.0889086102903944,0.08520879886565794,0.06958556712970632,-0.15495163713824012
U56xSMALL,U56,SMALL,1.0,0.25,IS,1502,0.9227137087217763,0.9605447366755991,0.87618955658627,0.8972783516086023,0.025435357113174017,0.0005674561783796393,0.02486790093479425,1.2836953722228372e-16,0.8606650134410528,0.08437211966960037,0.08142439616037626,0.07994701102380761,0.07310856082435979,-0.10929008992464706
U56xSMALL,U56,SMALL,1.0,0.25,OOS,2441,0.7831430443267546,1.2759272265148862,0.5455169082679764,0.7281194878297038,0.05502355649705082,0.00581049826679444,0.049213058230256485,-1.0408340855860843e-16,0.6820196110461386,0.09722638721844676,0.09322854898676006,0.08830667845687253,0.06742354339887746,-0.15495163713823912
U56xSMALL,U56,SMALL,1.0,0.5,FULL,3943,0.9831518714096815,1.1635079334920069,0.6597925438420384,0.9116502386670227,0.07150163274265886,0.005039128941549162,0.06646250380110964,5.551115123125783e-17,0.7386294373837485,0.09253898509355106,0.0889086102903944,0.08459073633665212,0.08282092973071742,-0.13510874862890476
U56xSMALL,U56,SMALL,1.0,0.5,IS,1502,0.9528983492776769,0.9605447366755991,0.87618955658627,0.9183671466309345,0.034531202646742365,0.0007498823067221266,0.03378132034002007,1.6653345369377348e-16,0.8606650134410528,0.08437211966960037,0.08142439616037626,0.07995942125063832,0.07571180728203242,-0.10760894574400193
U56xSMALL,U56,SMALL,1.0,0.5,OOS,2441,1.0014000860296546,1.2759272265148862,0.5455169082679764,0.9107220673914314,0.09067801863822322,0.007666018936783313,0.08301199970144005,-1.3877787807814457e-16,0.6820196110461386,0.09722638721844676,0.09322854898676006,0.08733349778645934,0.08721865545688035,-0.13510874862890487
U56xSMALL,U56,SMALL,1.0,0.75,FULL,3943,1.09524393751323,1.1635079334920069,0.6597925438420384,1.0375790860795147,0.05766485143371525,0.0037419129052397816,0.05392293852847506,4.0939474033052647e-16,0.7386294373837485,0.09253898509355106,0.0889086102903944,0.08712003669257588,0.09592411387997135,-0.14712500028816133
U56xSMALL,U56,SMALL,1.0,0.75,IS,1502,0.965102934617686,0.9605447366755991,0.87618955658627,0.9394559416532668,0.02564699296441919,0.0005574561775329966,0.02508953678688604,1.5265566588595902e-16,0.8606650134410528,0.08437211966960037,0.08142439616037626,0.08146094595185198,0.07819185309398913,-0.1059857183624785
U56xSMALL,U56,SMALL,1.0,0.75,OOS,2441,1.169380722706928,1.2759272265148862,0.5455169082679764,1.0933246469531588,0.07605607575376916,0.005689796958538554,0.0703662787952304,2.0816681711721685e-16,0.6820196110461386,0.09722638721844676,0.09322854898676006,0.0904365715447727,0.10697978454138246,-0.14712500028816144
U56xB136,U56,B136,0.5,0.25,FULL,4448,1.1306111885454393,1.2010263867144702,1.0971515650593093,1.1231202704730996,0.007490918072339703,-0.00033275031587221064,0.007823668388212074,-1.6132928326584306e-16,0.9629028580621629,0.04727527210391375,0.048093438707053085,0.04755751270960573,0.054041199131593,-0.08210919585969612
U56xB136,U56,B136,0.5,0.25,IS,2007,1.0993547512943882,1.103664777794106,1.091002209800306,1.094167851798756,0.0051868994956321135,-0.00017095494621094495,0.005357854441843028,3.0357660829594124e-17,0.9730750870758885,0.04569536445696797,0.049173456796973825,0.04806851794150113,0.05304230253220221,-0.050936162714139366
U56xB136,U56,B136,0.5,0.25,OOS,2441,1.1566789881270623,1.2771652514806893,1.1026154838915398,1.1462529257888272,0.010426062338235065,0.0009264974647952461,0.009499564873439769,5.0306980803327406e-17,0.9569807555072857,0.04854262562426553,0.04719700492079443,0.04714302804813877,0.054863205695602435,-0.08210919585969567
U56xB136,U56,B136,0.5,0.5,FULL,4448,1.1594459710036313,1.2010263867144702,1.0971515650593093,1.1490889758868899,0.010356995116741485,-0.0004455701941581341,0.010802565310900068,-4.49293380277993e-16,0.9629028580621629,0.04727527210391375,0.048093438707053085,0.04724007997009594,0.055114854181337325,-0.0817974992981052
U56xB136,U56,B136,0.5,0.5,IS,2007,1.10455149550682,1.103664777794106,1.091002209800306,1.0973334937972061,0.007218001709613953,-0.00023211830906041183,0.0074501200186747095,-3.452099717193846e-16,0.9730750870758885,0.04569536445696797,0.049173456796973825,0.04711446895505828,0.05224391673692508,-0.05046649232011191
U56xB136,U56,B136,0.5,0.5,OOS,2441,1.2041350733383038,1.2771652514806893,1.1026154838915398,1.1898903676861146,0.014244705652189271,0.001226648670549667,0.013018056981639653,-4.85722573273506e-17,0.9569807555072857,0.04854262562426553,0.04719700492079443,0.047352288628952785,0.05748121735763356,-0.08179749929810565
U56xB136,U56,B136,0.5,0.75,FULL,4448,1.183050786451101,1.2010263867144702,1.0971515650593093,1.1750576813006801,0.007993105150420954,-0.0003356172731547017,0.008328722423576098,-4.423544863740858e-16,0.9629028580621629,0.04727527210391375,0.048093438707053085,0.047145554064400574,0.056178420720137234,-0.08148635002180904
U56xB136,U56,B136,0.5,0.75,IS,2007,1.1061239021732792,1.103664777794106,1.091002209800306,1.1004991357956562,0.005624766377622992,-0.00017733955401619825,0.005802105931639407,-2.177077962350893e-16,0.9730750870758885,0.04569536445696797,0.049173456796973825,0.04632063424477321,0.05143739888932242,-0.05166843994766768
U56xB136,U56,B136,0.5,0.75,OOS,2441,1.24437676105582,1.2771652514806893,1.1026154838915398,1.233527809583402,0.010848951472418156,0.0009135664140019516,0.009935385058415921,2.8275992658421956e-16,0.9569807555072857,0.04854262562426553,0.04719700492079443,0.04782133109868075,0.06009251789736192,-0.0814863500218087
U56xB136,U56,B136,0.75,0.25,FULL,4448,1.1306288918353842,1.2009973252288961,1.0972023061715337,1.1231510609358744,0.007477830899509819,-0.0003357198294580974,0.007813550728968067,-1.5092094240998222e-16,0.9629481076770792,0.07094605107693792,0.07218594038740446,0.07137924758264066,0.08127353062874398,-0.1219436254099644
U56xB136,U56,B136,0.75,0.25,IS,2007,1.1003941968520667,1.1042698858397504,1.092172960863223,1.0951971921073547,0.005197004744712075,-0.00016345810359453343,0.005360462848306306,3.0184188481996443e-16,0.9730864870903039,0.06855293259204806,0.07377554517816191,0.07211686203114122,0.07976452002804524,-0.0759514970956866
U56xB136,U56,B136,0.75,0.25,OOS,2441,1.155813582109991,1.276620821629499,1.1016867720596069,1.1454202844520798,0.010393297657911305,0.0009181702519991742,0.00947512740591211,2.0816681711721685e-17,0.9570524190296933,0.07286512152399387,0.07086735919928057,0.07078174910192507,0.082515824872198,-0.12194362540996406
U56xB136,U56,B136,0.75,0.5,FULL,4448,1.159439501530747,1.2009973252288961,1.0972023061715337,1.149099815700215,0.01033968583053202,-0.00044956523448133135,0.01078925106501368,-3.2959746043559335e-16,0.9629481076770792,0.07094605107693792,0.07218594038740446,0.07090003300220325,0.08293396961396748,-0.12147774847662984
U56xB136,U56,B136,0.75,0.5,IS,2007,1.1054524925369071,1.1042698858397504,1.092172960863223,1.0982214233514866,0.007231069185420491,-0.00022194276797398167,0.007453011953394137,3.3566899260151217e-16,0.9730864870903039,0.06855293259204806,0.07377554517816191,0.07068444628737182,0.078560056192996,-0.07528010115441075
U56xB136,U56,B136,0.75,0.5,OOS,2441,1.2033574323500418,1.276620821629499,1.1016867720596069,1.189153796844553,0.014203635505488865,0.001215719132452393,0.012987916373036718,-2.463307335887066e-16,0.9570524190296933,0.07286512152399387,0.07086735919928057,0.07109058327524795,0.08654350307928271,-0.12147774847662973
U56xB136,U56,B136,0.75,0.75,FULL,4448,1.183028992652173,1.2009973252288961,1.0972023061715337,1.1750485704645555,0.00798042218761763,-0.00033864067325465246,0.008319062860872356,-7.28583859910259e-17,0.9629481076770792,0.07094605107693792,0.07218594038740446,0.07075495086820922,0.0845711212718332,-0.12101306240093257
U56xB136,U56,B136,0.75,0.75,IS,2007,1.1068798687604464,1.1042698858397504,1.092172960863223,1.1012456545956186,0.005634214164827789,-0.0001695681496261675,0.005803782314453446,5.100087019371813e-16,0.9730864870903039,0.06855293259204806,0.07377554517816191,0.06949229122381917,0.0773367980693691,-0.07704208122902234
U56xB136,U56,B136,0.75,0.75,OOS,2441,1.2437078252400338,1.276620821629499,1.1016867720596069,1.232887309237026,0.010820516003007707,0.0009054965238367465,0.009915019479171044,-8.326672684688674e-17,0.9570524190296933,0.07286512152399387,0.07086735919928057,0.07178877122044323,0.09055558714167633,-0.12101306240093246
U56xB136,U56,B136,1.0,0.25,FULL,4448,1.1305045230494966,1.200826523632654,1.0971123929391091,1.1230409256124954,0.0074635974370012015,-0.0003387021071767601,0.007802299544177906,5.551115123125783e-17,0.9629940658791746,0.09464215617904896,0.09631237683656928,0.09523299316273423,0.1085966184308016,-0.16096013930304387
U56xB136,U56,B136,1.0,0.25,IS,2007,1.1012990033161452,1.1047419089429602,1.0932093743790998,1.0960925080200647,0.005206495296080416,-0.00015596750784233835,0.005362462803922373,3.8077180297690916e-16,0.9730976125554153,0.09141847616258775,0.09838947888205242,0.09617613440019018,0.10657324026002768,-0.10066439965727114
U56xB136,U56,B136,1.0,0.25,OOS,2441,1.1548003502848239,1.2759272265148862,1.1006130604666327,1.144441601978696,0.010358748306127818,0.0009096506589562559,0.009449097647171618,-5.551115123125783e-17,0.9571258715491485,0.09722638721844676,0.09459054692452486,0.0944701325440167,0.11026301932217142,-0.1609601393030441
U56xB136,U56,B136,1.0,0.5,FULL,4448,1.1592902833596868,1.200826523632654,1.0971123929391091,1.1489694582858816,0.010320825073805162,-0.00045357782511230686,0.010774402898917412,5.724587470723463e-17,0.9629940658791746,0.09464215617904896,0.09631237683656928,0.09458990416913654,0.11087822065847086,-0.16034140185856816
U56xB136,U56,B136,1.0,0.5,IS,2007,1.1062189341509596,1.1047419089429602,1.0932093743790998,1.09897564166103,0.00724329248992972,-0.00021177544900076423,0.007455067938930236,2.489328188026718e-16,0.9730976125554153,0.09141847616258775,0.09838947888205242,0.09426439743716575,0.10495984665710822,-0.09980844141492085
U56xB136,U56,B136,1.0,0.5,OOS,2441,1.2024303278628534,1.2759272265148862,1.1006130604666327,1.1882701434907594,0.014160184372093987,0.0012045342738636236,0.012955650098230336,2.7755575615628914e-17,0.9571258715491485,0.09722638721844676,0.09459054692452486,0.09487509614591685,0.11576807078698592,-0.16034140185856816
U56xB136,U56,B136,1.0,0.75,FULL,4448,1.1828645583749327,1.200826523632654,1.0971123929391091,1.1748979909592678,0.007966567415664816,-0.00034167764354309997,0.008308245059207882,3.2959746043559335e-17,0.9629940658791746,0.09464215617904896,0.09631237683656928,0.09439202765005353,0.11311737155840618,-0.15972471183789927
U56xB136,U56,B136,1.0,0.75,IS,2007,1.107501787861921,1.1047419089429602,1.0932093743790998,1.101858775301995,0.005643012559926053,-0.0001618028212992754,0.0058048153812250355,2.92300905702092e-16,0.9730976125554153,0.09141847616258775,0.09838947888205242,0.09267293533048003,0.10331214938528377,-0.10210405561590818
U56xB136,U56,B136,1.0,0.75,OOS,2441,1.24288899758581,1.2759272265148862,1.1006130604666327,1.2320986850028228,0.010790312582987127,0.0008972360491278813,0.009893076533859175,7.112366251504909e-17,0.9571258715491485,0.09722638721844676,0.09459054692452486,0.09579877527880712,0.12124450773677031,-0.1597247118378995
B136xSMALL,B136,SMALL,0.5,0.25,FULL,3943,0.8028880512030605,1.0720158742945176,0.659363973503955,0.7625269487015957,0.04036110250146485,0.003853907464093257,0.03650719503737168,-8.326672684688674e-17,0.768661378858444,0.0466846772202358,0.04444305675160315,0.04295716144451417,0.03413433880587591,-0.08032712300152245
B136xSMALL,B136,SMALL,0.5,0.25,IS,1502,0.9389555230525161,1.020768304580627,0.8741408967862647,0.9107977487348553,0.028157774317660755,0.0033697416532632437,0.024788032664397434,7.632783294297951e-17,0.8687354566714256,0.04585472909175433,0.040707531467541816,0.04088569812171543,0.038265091444890986,-0.05443550841356559
B136xSMALL,B136,SMALL,0.5,0.25,OOS,2441,0.726164186754491,1.1026154838915398,0.5459277433609857,0.6850996784936243,0.04106450826086672,0.0013341213956663844,0.039730386865200334,0.0,0.7179753721165945,0.04719700492079443,0.04659948349828295,0.04419110834860881,0.03160076905061393,-0.08032712300152278
B136xSMALL,B136,SMALL,0.5,0.5,FULL,3943,0.9259266058183638,1.0720158742945176,0.659363973503955,0.8656899238992364,0.060236681919127455,0.005075342636733126,0.055161339282394375,-4.85722573273506e-17,0.768661378858444,0.0466846772202358,0.04444305675160315,0.042849435939187865,0.039514597294920684,-0.06943849266495883
B136xSMALL,B136,SMALL,0.5,0.5,IS,1502,0.9845533462249284,1.020768304580627,0.8741408967862647,0.9474546006834459,0.037098745541482514,0.004359406975783571,0.032739338565698745,2.0122792321330962e-16,0.8687354566714256,0.04585472909175433,0.040707531467541816,0.04184190346358503,0.041140609384789695,-0.052310067945322225
B136xSMALL,B136,SMALL,0.5,0.5,OOS,2441,0.891268737836847,1.1026154838915398,0.5459277433609857,0.8242716136262628,0.06699712421058424,0.0017731626003434917,0.06522396161024081,-6.938893903907228e-17,0.7179753721165945,0.04719700492079443,0.04659948349828295,0.04346618253155958,0.0385153392330122,-0.06943849266495883
B136xSMALL,B136,SMALL,0.5,0.75,FULL,3943,1.0165669664062387,1.0720158742945176,0.659363973503955,0.968852899096877,0.047714067309361674,0.003760258312986641,0.043953808996374834,2.0122792321330962e-16,0.768661378858444,0.0466846772202358,0.04444305675160315,0.044129974124576005,0.04485974895234435,-0.07593450446638161
B136xSMALL,B136,SMALL,0.5,0.75,IS,1502,1.010945940771003,1.020768304580627,0.8741408967862647,0.9841114526320365,0.026834488138966606,0.0031751541286216037,0.023659334010344677,3.2612801348363973e-16,0.8687354566714256,0.04585472909175433,0.040707531467541816,0.043524899102107995,0.04399038885367812,-0.05041471557034172
B136xSMALL,B136,SMALL,0.5,0.75,OOS,2441,1.019840844887364,1.1026154838915398,0.5459277433609857,0.9634435487589013,0.05639729612846267,0.0013256494895764455,0.055071646638886106,1.1796119636642288e-16,0.7179753721165945,0.04719700492079443,0.04659948349828295,0.04450704172006783,0.045395044729260814,-0.07593450446638184
B136xSMALL,B136,SMALL,0.75,0.25,FULL,3943,0.803123566928785,1.071971885092777,0.6596066000247431,0.7626979212917516,0.040425645637033325,0.00390304178431185,0.03652260385272155,-6.938893903907228e-17,0.7687050993128995,0.0700809113582868,0.06667227414895582,0.06445371278653245,0.05093605943137014,-0.11913012663041045
B136xSMALL,B136,SMALL,0.75,0.25,IS,1502,0.940135266126337,1.0221836818254515,0.8751921874491732,0.9119400610432427,0.028195205083094366,0.0033867639828560744,0.024808441100237923,3.677613769070831e-16,0.8688091498472981,0.06880599893926921,0.06106440072283901,0.06133735138176028,0.05736201411413844,-0.08097098304018058
B136xSMALL,B136,SMALL,0.75,0.25,OOS,2441,0.7258832658558119,1.1016867720596069,0.5457504412853388,0.6847345239789058,0.04114874187690609,0.0014235133092084199,0.03972522856769749,1.8735013540549517e-16,0.7180262449861744,0.07086735919928057,0.06990938036356159,0.06630985545721463,0.04700145402665723,-0.11913012663041123
B136xSMALL,B136,SMALL,0.75,0.5,FULL,3943,0.9260876993379501,1.071971885092777,0.6596066000247431,0.8657892425587601,0.06029845677918999,0.005139198949207778,0.055159257829982364,-1.5265566588595902e-16,0.7687050993128995,0.0700809113582868,0.06667227414895582,0.06430397402439192,0.05915870930495859,-0.10321822331804276
B136xSMALL,B136,SMALL,0.75,0.5,IS,1502,0.9858315636536198,1.0221836818254515,0.8751921874491732,0.9486879346373123,0.03714362901630752,0.004381094897892354,0.03276253411841512,4.85722573273506e-17,0.8688091498472981,0.06880599893926921,0.06106440072283901,0.06277718239847523,0.061739914544796104,-0.07789662483558402
B136xSMALL,B136,SMALL,0.75,0.5,OOS,2441,0.890786204726213,1.1016867720596069,0.5457504412853388,0.8237186066724729,0.06706759805374007,0.0018915597865912883,0.06517603826714871,6.938893903907228e-17,0.7180262449861744,0.07086735919928057,0.06990938036356159,0.065238273093691,0.05757355755550542,-0.10321822331804309
B136xSMALL,B136,SMALL,0.75,0.75,FULL,3943,1.0166198880541397,1.071971885092777,0.6596066000247431,0.9688805638257685,0.04773932422837124,0.00380695415409698,0.04393237007427403,2.2898349882893854e-16,0.7687050993128995,0.0700809113582868,0.06667227414895582,0.06623708998949214,0.06730055524095291,-0.1128262253794513
B136xSMALL,B136,SMALL,0.75,0.75,IS,1502,1.0123002367032945,1.0221836818254515,0.8751921874491732,0.985435808231382,0.026864428471912505,0.0031907214301481754,0.023673707041764514,-1.8388068845354155e-16,0.8688091498472981,0.06880599893926921,0.06106440072283901,0.06530676000021098,0.06605850757210807,-0.07516158171953446
B136xSMALL,B136,SMALL,0.75,0.75,OOS,2441,1.01911390017656,1.1016867720596069,0.5457504412853388,0.9627026893660399,0.05641121081052003,0.0014138592184863913,0.05499735159203373,-9.020562075079397e-17,0.7180262449861744,0.07086735919928057,0.06990938036356159,0.06681637149148448,0.06806553304125473,-0.11282622537945108
B136xSMALL,B136,SMALL,1.0,0.25,FULL,3943,0.8032816440383022,1.0717909326855386,0.6597925438420384,0.7627921410529135,0.04048950298538867,0.003952561969881516,0.036536941015507335,-1.8041124150158794e-16,0.7687353465011952,0.09351665664739875,0.0889086102903944,0.08596425088217796,0.06752973008837015,-0.15702026053914553
B136xSMALL,B136,SMALL,1.0,0.25,IS,1502,0.9412411233537924,1.0234767910430673,0.87618955658627,0.9130113652004692,0.02822975815332318,0.0034022801606266133,0.0248274779926967,-1.3183898417423734e-16,0.8688797311177708,0.09177449771522342,0.08142439616037626,0.08179590688331134,0.07640909300863785,-0.10705258145324348
B136xSMALL,B136,SMALL,1.0,0.25,OOS,2441,0.7255246826446009,1.1006130604666327,0.5455169082679764,0.6842909463176404,0.04123373632696048,0.0015150038131768807,0.039718732513783606,-6.938893903907228e-18,0.7180602813170236,0.09459054692452486,0.09322854898676006,0.08844662590350841,0.062102506339511754,-0.1570202605391453
B136xSMALL,B136,SMALL,1.0,0.5,FULL,3943,0.9261498199112811,1.0717909326855386,0.6597925438420384,0.8657917382637885,0.06035808164749257,0.005203521712398921,0.055154559935093855,-2.0816681711721685e-16,0.7687353465011952,0.09351665664739875,0.0889086102903944,0.0857806908702575,0.07869258281001912,-0.13637591076175526
B136xSMALL,B136,SMALL,1.0,0.5,IS,1502,0.9870174044779724,1.0234767910430673,0.87618955658627,0.9498331738146686,0.037184230663303786,0.0044008301677012016,0.03278340049560239,1.942890293094024e-16,0.8688797311177708,0.09177449771522342,0.08142439616037626,0.0837230798760041,0.0823292819836936,-0.10310225831612907
B136xSMALL,B136,SMALL,1.0,0.5,OOS,2441,0.8902023902101703,1.1006130604666327,0.5455169082679764,0.8230649843673046,0.06713740584286576,0.0020126809015012397,0.06512472494136469,-1.6653345369377348e-16,0.7180602813170236,0.09459054692452486,0.09322854898676006,0.0870393872514736,0.07646091867876592,-0.13637591076175537
B136xSMALL,B136,SMALL,1.0,0.75,FULL,3943,1.0165533337094024,1.0717909326855386,0.6597925438420384,0.9687913354746636,0.04776199823473881,0.0038539658632506706,0.04390803237148837,-2.2898349882893854e-16,0.7687353465011952,0.09351665664739875,0.0889086102903944,0.08837513492551599,0.08970845739092881,-0.14900204268100414
B136xSMALL,B136,SMALL,1.0,0.75,IS,1502,1.013545901984142,1.0234767910430673,0.87618955658627,0.9866549824288681,0.026890919555273896,0.0032048637428363012,0.023686055812437525,6.938893903907228e-17,0.8688797311177708,0.09177449771522342,0.08142439616037626,0.08710271782937182,0.0881415074657741,-0.09959679258290488
B136xSMALL,B136,SMALL,1.0,0.75,OOS,2441,1.0182621391639175,1.1006130604666327,0.5455169082679764,0.9618390224169686,0.05642311674694889,0.0015040572294599626,0.05491905951748877,1.5265566588595902e-16,0.7180602813170236,0.09459054692452486,0.09322854898676006,0.0891667552643202,0.09067375669088573,-0.14900204268100448
