file,lineage,n,rho,t,p
2026-09-07_is-a-class-member-just-its-own-ladder-point_cloud.grid.csv,False,56,-0.25217095490808455,-1.8763015761718775,0.060613880743591864
2026-09-08_selector-comparison-needs-more-cells_B.grid.csv,True,58,-0.2236077306311815,-1.686818187378531,0.09163831718667681
2026-09-05_is-the-IS-4b-screen-a-one-cell-accident_C.corpus.csv,False,135,-0.19044657599059583,-2.215109229768564,0.026752568077546446
2026-09-05_is-the-book-size-floor-a-corpus-wide-clause_C.corpus.csv,False,58,-0.17284444307730168,-1.2948476761764816,0.19537278149788406
2026-09-07_is-the-CAGR-floor-only-ever-closable-by-the-GROSS-dial_C.grid.csv,False,54,-0.16607585286830567,-1.1971068323952736,0.23126491724046572
2026-09-06_price-the-four-unpriced-null-verdicts-on-their-own-books_B.site1.csv,False,256,-0.16568079079880976,-2.659832643458224,0.00781794873104058
2026-09-05_stop-as-negative-insurance_cloud.grid.csv,False,22,-0.1394692264257482,-0.6119206820081804,0.5405902372354152
2026-09-07_does-a-DRAWDOWN-SPEED-signal-beat-a-breadth-LEVEL-signal_C.grid.csv,False,253,-0.12894386225437238,-2.0501948320260373,0.040345422112204155
2026-09-05_price-list-tier-bar_B.grid.csv,False,35,-0.11304358944353908,-0.6422160893381008,0.520732887740067
2026-09-07_breadth-gate-on-v2_B.deltas.csv,False,34,-0.10802139037433155,-0.6037934794050471,0.5459809551934631
2026-09-05_relative-priceability-floor_C.grid.csv,False,36,-0.08255422516450031,-0.4753196872360964,0.6345591287922074
2026-09-06_stop-only-in-crashes_B.grid.csv,False,38,-0.06838822628296312,-0.4052227281538017,0.6853137998888112
2026-09-07_back-fill-the-mean-name-count-column-over-every-quoted-price_B.grid.csv,False,142,-0.05420460962677821,-0.6396899136068097,0.522374214157654
2026-09-04_gross-matched-turnover-constraints_B.grid.csv,False,33,-0.04814443599071132,-0.26390196057116244,0.7918554648703544
2026-09-06_price-the-post-crash-re-entry-lag_cloud.grid.csv,False,10,-0.04525557286846651,-0.11981683360093275,0.9046282467249203
2026-09-07_book-size-floor-for-any-quoted-price_cloud.grid.csv,False,37,-0.0381946558177625,-0.2228195949957555,0.8236759167686825
2026-09-08_pre-register-K_CAGR-as-the-rule-8-default_cloud.grid.csv,True,72,-0.02010680940006737,-0.1670422160168686,0.8673368319737744
2026-09-06_back-fill-the-zero-bps-rung-under-every-gross-matched-arm-difference_cloud.grid.csv,False,15,-0.014285714285714282,-0.04949053281669355,0.9605283816739163
2026-09-05_does-a-random-screen-de-concentrate-just-as-well_B.corpus.csv,False,123,-0.0011608484512346915,-0.012716463363830055,0.9898540036635959
2026-09-05_the-screen-is-a-book-size-rule_cloud.corpus.csv,False,123,-0.0011608484512346915,-0.012716463363830055,0.9898540036635959
2026-09-05_absorbing-state-audit_B.ddctl.csv,False,85,0.04247439175742791,0.38485352205564477,0.7003459425541685
2026-09-07_is-the-4b-defensive-class-empty-under-BOTH-conventions_cloud.grid.csv,False,178,0.08100176791641964,1.0739055259349757,0.28286502639722233
2026-09-07_is-a-class-member-just-its-own-ladder-point_B2.grid.csv,False,245,0.09294444337683311,1.450061412590233,0.14704139439730035
2026-09-07_does-the-IS-SPREAD-screen-retire-the-record-s-rho-based-chooser-verdicts_cloud.live.csv,False,9,0.13333333333333333,0.32855494176089545,0.7424921100845332
2026-09-04_which-4b-bar-binds_B.grid.csv,False,80,0.13616198323892903,1.2022837979659444,0.22925359205574303
2026-09-06_monthly-drawdown-cost_cloud.grid.csv,False,20,0.1518796992481203,0.6310988709322044,0.5279758793415401
2026-09-04_drawdown-control_C.grid.csv,False,31,0.16498589482723058,0.8810765697105072,0.378276377943509
2026-09-07_sleeve-moves-the-frontier_cloud.grid.csv,False,38,0.23406467179533058,1.4108988697636882,0.15827443549163633
2026-09-08_price-the-levered-sleeve-against-its-own-TURNOVER_C.grid.csv,False,224,0.24510356609011322,3.719441527211487,0.00019966376200253322
2026-09-05_absorbing-state-audit_B.stop.csv,False,21,0.26437156314758087,1.1489184252340152,0.2505896192863877
2026-09-06_trend-filter-by-market-cap_B.grid.csv,False,18,0.3168214654282766,1.2707643875043853,0.2038124815964948
2026-09-06_point-in-time-megacap-panel_B.grid.csv,False,28,0.31910235358511224,1.65323688296394,0.09828266281954035
2026-09-07_breadth-gate-on-v2_B.grid.csv,False,43,0.36967683479311386,2.454235645552744,0.014118442901899453
2026-09-07_is-the-4b-defensive-class-empty-under-BOTH-conventions_cloud.members.csv,False,37,0.3757705073494547,2.303958204779445,0.021224989866379218
2026-09-06_trend-filter-by-market-cap_B.deciles.csv,False,19,0.46315789473684205,2.0052966008127315,0.04493134800968179
2026-09-07_re-price-the-fixed-ABSOLUTE-breadth-threshold-as-a-quantile_C.grid.csv,False,14,0.5032967032967033,1.8364531522041057,0.06629066468605949
2026-09-06_risk-budget-as-an-explicit-rule_cloud.walkforward.csv,False,8,0.6666666666666669,1.799406288884002,0.07195443550423986
