panel,cap,rho,window,d_mean_bp,se_bp,t,sharpe_cap,sharpe_anchor,d_sharpe,dd_cap,dd_anchor,d_dd_pp
SMALL,2,0.65,FULL,0.237622668550001,0.15986917751409654,1.486356984160055,0.5445136089755972,0.5091735910765688,0.03534001789902841,-0.3651051671527562,-0.3651051671527553,-8.881784197001252e-14
SMALL,2,0.65,OOS,0.12539050900936793,0.21816574929273871,0.5747488293458782,0.45761884291861926,0.43984693026555094,0.017771912653068322,-0.365105167152756,-0.365105167152756,0.0
SMALL,3,0.65,FULL,0.12163344804076957,0.11582511115785997,1.0501474751446025,0.527580346708289,0.5091735910765688,0.01840675563172023,-0.3651051671527561,-0.3651051671527553,-7.771561172376096e-14
SMALL,3,0.65,OOS,-0.007314321553757425,0.12356858925180247,-0.059192401548363006,0.4394913097300092,0.43984693026555094,-0.000355620535541723,-0.365105167152756,-0.365105167152756,0.0
SMALL,4,0.65,FULL,0.1138223982305567,0.09003162627557429,1.2642490526846883,0.5253922994661662,0.5091735910765688,0.01621870838959738,-0.365105167152755,-0.3651051671527553,3.3306690738754696e-14
SMALL,4,0.65,OOS,0.034736264958803574,0.10112054792497227,0.3435134171204907,0.44451127736372636,0.43984693026555094,0.004664347098175425,-0.365105167152756,-0.365105167152756,0.0
SMALL,5,0.65,FULL,0.04672594852371952,0.034348229582544035,1.3603597359051633,0.5166714813438026,0.5091735910765688,0.007497890267233798,-0.3651051671527554,-0.3651051671527553,-1.1102230246251565e-14
SMALL,5,0.65,OOS,0.0,0.0,,0.43984693026555094,0.43984693026555094,0.0,-0.365105167152756,-0.365105167152756,0.0
SMALL,6,0.65,FULL,0.0,0.0,,0.5091735910765688,0.5091735910765688,0.0,-0.3651051671527553,-0.3651051671527553,0.0
SMALL,6,0.65,OOS,0.0,0.0,,0.43984693026555094,0.43984693026555094,0.0,-0.365105167152756,-0.365105167152756,0.0
