uni,seed,conv,arm,frac_pos_full,frac_pos_IS,frac_pos_OOS,ndraw
universe.json(56),20260902,SCORED,v1gate-rw,1.0,0.975,1.0,40
universe.json(56),20260902,SCORED,vol60-dg,1.0,0.95,1.0,40
universe.json(56),20260902,SCORED,vol60-rw,1.0,0.725,1.0,40
universe.json(56),20260903,PRICED,abs12-dg,1.0,1.0,1.0,40
universe.json(56),20260903,PRICED,abs12-rw,0.95,0.525,0.95,40
universe.json(56),20260903,PRICED,band3-dg,1.0,1.0,1.0,40
universe.json(56),20260903,PRICED,band3-rw,1.0,1.0,1.0,40
universe.json(56),20260903,PRICED,ddctl-8/.5/high,1.0,1.0,1.0,40
universe.json(56),20260903,PRICED,ddctl-8/.5/recover,1.0,1.0,1.0,40
universe.json(56),20260903,PRICED,ebud-0.10,0.0,0.0,0.0,40
universe.json(56),20260903,PRICED,ebud-0.20,0.0,0.0,0.0,40
universe.json(56),20260903,PRICED,g200-dg,1.0,1.0,1.0,40
universe.json(56),20260903,PRICED,g200-rw,1.0,0.975,1.0,40
universe.json(56),20260903,PRICED,stop15,0.4,0.425,0.4,40
universe.json(56),20260903,PRICED,stop25,0.0,0.6,0.0,40
universe.json(56),20260903,PRICED,v1gate-dg,1.0,1.0,1.0,40
universe.json(56),20260903,PRICED,v1gate-rw,1.0,0.975,1.0,40
universe.json(56),20260903,PRICED,vol60-dg,1.0,0.875,1.0,40
universe.json(56),20260903,PRICED,vol60-rw,1.0,0.625,1.0,40
universe.json(56),20260903,SCORED,abs12-dg,1.0,1.0,1.0,40
universe.json(56),20260903,SCORED,abs12-rw,0.95,0.575,0.95,40
universe.json(56),20260903,SCORED,band3-dg,1.0,1.0,1.0,40
universe.json(56),20260903,SCORED,band3-rw,1.0,1.0,1.0,40
universe.json(56),20260903,SCORED,ddctl-8/.5/high,1.0,1.0,1.0,40
universe.json(56),20260903,SCORED,ddctl-8/.5/recover,1.0,1.0,1.0,40
universe.json(56),20260903,SCORED,ebud-0.10,0.375,0.85,0.0,40
universe.json(56),20260903,SCORED,ebud-0.20,0.3,0.275,0.0,40
universe.json(56),20260903,SCORED,g200-dg,1.0,1.0,1.0,40
universe.json(56),20260903,SCORED,g200-rw,1.0,0.975,1.0,40
universe.json(56),20260903,SCORED,stop15,0.4,0.5,0.4,40
universe.json(56),20260903,SCORED,stop25,0.0,0.225,0.0,40
universe.json(56),20260903,SCORED,v1gate-dg,1.0,1.0,1.0,40
universe.json(56),20260903,SCORED,v1gate-rw,1.0,0.975,1.0,40
universe.json(56),20260903,SCORED,vol60-dg,1.0,0.875,1.0,40
universe.json(56),20260903,SCORED,vol60-rw,1.0,0.65,1.0,40
universe.json(56),20260904,PRICED,abs12-dg,1.0,1.0,1.0,40
universe.json(56),20260904,PRICED,abs12-rw,0.9,0.6,0.9,40
universe.json(56),20260904,PRICED,band3-dg,1.0,1.0,1.0,40
universe.json(56),20260904,PRICED,band3-rw,1.0,1.0,1.0,40
universe.json(56),20260904,PRICED,ddctl-8/.5/high,1.0,1.0,1.0,40
universe.json(56),20260904,PRICED,ddctl-8/.5/recover,1.0,1.0,1.0,40
universe.json(56),20260904,PRICED,ebud-0.10,0.0,0.0,0.0,40
universe.json(56),20260904,PRICED,ebud-0.20,0.0,0.0,0.0,40
universe.json(56),20260904,PRICED,g200-dg,1.0,1.0,1.0,40
universe.json(56),20260904,PRICED,g200-rw,0.975,1.0,0.975,40
universe.json(56),20260904,PRICED,stop15,0.65,0.3,0.65,40
universe.json(56),20260904,PRICED,stop25,0.0,0.55,0.0,40
universe.json(56),20260904,PRICED,v1gate-dg,1.0,1.0,1.0,40
universe.json(56),20260904,PRICED,v1gate-rw,0.975,0.975,0.975,40
universe.json(56),20260904,PRICED,vol60-dg,1.0,0.95,1.0,40
universe.json(56),20260904,PRICED,vol60-rw,1.0,0.7,1.0,40
universe.json(56),20260904,SCORED,abs12-dg,1.0,1.0,1.0,40
universe.json(56),20260904,SCORED,abs12-rw,0.9,0.65,0.9,40
universe.json(56),20260904,SCORED,band3-dg,1.0,1.0,1.0,40
universe.json(56),20260904,SCORED,band3-rw,1.0,1.0,1.0,40
universe.json(56),20260904,SCORED,ddctl-8/.5/high,1.0,1.0,1.0,40
universe.json(56),20260904,SCORED,ddctl-8/.5/recover,1.0,1.0,1.0,40
universe.json(56),20260904,SCORED,ebud-0.10,0.25,0.925,0.0,40
universe.json(56),20260904,SCORED,ebud-0.20,0.25,0.425,0.0,40
universe.json(56),20260904,SCORED,g200-dg,1.0,1.0,1.0,40
universe.json(56),20260904,SCORED,g200-rw,0.975,1.0,0.975,40
universe.json(56),20260904,SCORED,stop15,0.65,0.375,0.65,40
universe.json(56),20260904,SCORED,stop25,0.0,0.325,0.0,40
universe.json(56),20260904,SCORED,v1gate-dg,1.0,1.0,1.0,40
universe.json(56),20260904,SCORED,v1gate-rw,0.975,0.95,0.975,40
universe.json(56),20260904,SCORED,vol60-dg,1.0,0.95,1.0,40
universe.json(56),20260904,SCORED,vol60-rw,1.0,0.75,1.0,40
universe.json(56),20260905,PRICED,abs12-dg,1.0,1.0,1.0,40
universe.json(56),20260905,PRICED,abs12-rw,0.9,0.675,0.9,40
universe.json(56),20260905,PRICED,band3-dg,1.0,1.0,1.0,40
universe.json(56),20260905,PRICED,band3-rw,1.0,1.0,1.0,40
universe.json(56),20260905,PRICED,ddctl-8/.5/high,1.0,1.0,1.0,40
universe.json(56),20260905,PRICED,ddctl-8/.5/recover,1.0,1.0,1.0,40
universe.json(56),20260905,PRICED,ebud-0.10,0.0,0.0,0.0,40
universe.json(56),20260905,PRICED,ebud-0.20,0.0,0.0,0.0,40
universe.json(56),20260905,PRICED,g200-dg,1.0,1.0,1.0,40
universe.json(56),20260905,PRICED,g200-rw,1.0,1.0,1.0,40
universe.json(56),20260905,PRICED,stop15,0.45,0.45,0.45,40
universe.json(56),20260905,PRICED,stop25,0.0,0.525,0.0,40
universe.json(56),20260905,PRICED,v1gate-dg,1.0,1.0,1.0,40
universe.json(56),20260905,PRICED,v1gate-rw,1.0,0.95,1.0,40
universe.json(56),20260905,PRICED,vol60-dg,1.0,0.975,1.0,40
universe.json(56),20260905,PRICED,vol60-rw,1.0,0.7,1.0,40
universe.json(56),20260905,SCORED,abs12-dg,1.0,1.0,1.0,40
universe.json(56),20260905,SCORED,abs12-rw,0.9,0.7,0.9,40
universe.json(56),20260905,SCORED,band3-dg,1.0,1.0,1.0,40
universe.json(56),20260905,SCORED,band3-rw,1.0,1.0,1.0,40
universe.json(56),20260905,SCORED,ddctl-8/.5/high,1.0,1.0,1.0,40
universe.json(56),20260905,SCORED,ddctl-8/.5/recover,1.0,1.0,1.0,40
universe.json(56),20260905,SCORED,ebud-0.10,0.225,0.925,0.0,40
universe.json(56),20260905,SCORED,ebud-0.20,0.425,0.35,0.0,40
universe.json(56),20260905,SCORED,g200-dg,1.0,1.0,1.0,40
universe.json(56),20260905,SCORED,g200-rw,1.0,1.0,1.0,40
universe.json(56),20260905,SCORED,stop15,0.45,0.575,0.45,40
universe.json(56),20260905,SCORED,stop25,0.0,0.25,0.0,40
universe.json(56),20260905,SCORED,v1gate-dg,1.0,1.0,1.0,40
universe.json(56),20260905,SCORED,v1gate-rw,1.0,0.95,1.0,40
universe.json(56),20260905,SCORED,vol60-dg,1.0,0.975,1.0,40
universe.json(56),20260905,SCORED,vol60-rw,1.0,0.775,1.0,40
universe.json(56),20260906,PRICED,abs12-dg,1.0,1.0,1.0,40
universe.json(56),20260906,PRICED,abs12-rw,0.9,0.525,0.9,40
universe.json(56),20260906,PRICED,band3-dg,1.0,1.0,1.0,40
universe.json(56),20260906,PRICED,band3-rw,1.0,1.0,1.0,40
universe.json(56),20260906,PRICED,ddctl-8/.5/high,1.0,1.0,1.0,40
universe.json(56),20260906,PRICED,ddctl-8/.5/recover,1.0,1.0,1.0,40
universe.json(56),20260906,PRICED,ebud-0.10,0.0,0.0,0.0,40
universe.json(56),20260906,PRICED,ebud-0.20,0.0,0.0,0.0,40
universe.json(56),20260906,PRICED,g200-dg,1.0,1.0,1.0,40
universe.json(56),20260906,PRICED,g200-rw,1.0,1.0,1.0,40
universe.json(56),20260906,PRICED,stop15,0.375,0.325,0.375,40
universe.json(56),20260906,PRICED,stop25,0.0,0.45,0.0,40
universe.json(56),20260906,PRICED,v1gate-dg,1.0,1.0,1.0,40
universe.json(56),20260906,PRICED,v1gate-rw,1.0,1.0,1.0,40
universe.json(56),20260906,PRICED,vol60-dg,1.0,0.925,1.0,40
universe.json(56),20260906,PRICED,vol60-rw,1.0,0.725,1.0,40
universe.json(56),20260906,SCORED,abs12-dg,1.0,1.0,1.0,40
universe.json(56),20260906,SCORED,abs12-rw,0.9,0.6,0.9,40
universe.json(56),20260906,SCORED,band3-dg,1.0,1.0,1.0,40
universe.json(56),20260906,SCORED,band3-rw,1.0,1.0,1.0,40
universe.json(56),20260906,SCORED,ddctl-8/.5/high,1.0,1.0,1.0,40
universe.json(56),20260906,SCORED,ddctl-8/.5/recover,1.0,1.0,1.0,40
universe.json(56),20260906,SCORED,ebud-0.10,0.375,0.85,0.0,40
universe.json(56),20260906,SCORED,ebud-0.20,0.35,0.475,0.0,40
universe.json(56),20260906,SCORED,g200-dg,1.0,1.0,1.0,40
universe.json(56),20260906,SCORED,g200-rw,1.0,1.0,1.0,40
universe.json(56),20260906,SCORED,stop15,0.375,0.4,0.375,40
universe.json(56),20260906,SCORED,stop25,0.0,0.125,0.0,40
universe.json(56),20260906,SCORED,v1gate-dg,1.0,1.0,1.0,40
universe.json(56),20260906,SCORED,v1gate-rw,1.0,0.975,1.0,40
universe.json(56),20260906,SCORED,vol60-dg,1.0,0.95,1.0,40
universe.json(56),20260906,SCORED,vol60-rw,1.0,0.75,1.0,40
universe.json(56),20260907,PRICED,abs12-dg,1.0,1.0,1.0,40
universe.json(56),20260907,PRICED,abs12-rw,0.925,0.475,0.925,40
universe.json(56),20260907,PRICED,band3-dg,1.0,1.0,1.0,40
universe.json(56),20260907,PRICED,band3-rw,1.0,1.0,1.0,40
universe.json(56),20260907,PRICED,ddctl-8/.5/high,1.0,1.0,1.0,40
universe.json(56),20260907,PRICED,ddctl-8/.5/recover,1.0,1.0,1.0,40
universe.json(56),20260907,PRICED,ebud-0.10,0.0,0.0,0.0,40
universe.json(56),20260907,PRICED,ebud-0.20,0.0,0.0,0.0,40
universe.json(56),20260907,PRICED,g200-dg,1.0,1.0,1.0,40
universe.json(56),20260907,PRICED,g200-rw,1.0,1.0,1.0,40
universe.json(56),20260907,PRICED,stop15,0.425,0.425,0.425,40
universe.json(56),20260907,PRICED,stop25,0.0,0.425,0.0,40
universe.json(56),20260907,PRICED,v1gate-dg,1.0,1.0,1.0,40
universe.json(56),20260907,PRICED,v1gate-rw,1.0,1.0,1.0,40
universe.json(56),20260907,PRICED,vol60-dg,1.0,0.875,1.0,40
universe.json(56),20260907,PRICED,vol60-rw,1.0,0.65,1.0,40
universe.json(56),20260907,SCORED,abs12-dg,1.0,1.0,1.0,40
universe.json(56),20260907,SCORED,abs12-rw,0.925,0.575,0.925,40
universe.json(56),20260907,SCORED,band3-dg,1.0,1.0,1.0,40
universe.json(56),20260907,SCORED,band3-rw,1.0,1.0,1.0,40
universe.json(56),20260907,SCORED,ddctl-8/.5/high,1.0,1.0,1.0,40
universe.json(56),20260907,SCORED,ddctl-8/.5/recover,1.0,1.0,1.0,40
universe.json(56),20260907,SCORED,ebud-0.10,0.525,0.8,0.0,40
universe.json(56),20260907,SCORED,ebud-0.20,0.575,0.4,0.0,40
universe.json(56),20260907,SCORED,g200-dg,1.0,1.0,1.0,40
universe.json(56),20260907,SCORED,g200-rw,1.0,1.0,1.0,40
universe.json(56),20260907,SCORED,stop15,0.425,0.45,0.425,40
universe.json(56),20260907,SCORED,stop25,0.0,0.1,0.0,40
universe.json(56),20260907,SCORED,v1gate-dg,1.0,1.0,1.0,40
universe.json(56),20260907,SCORED,v1gate-rw,1.0,0.975,1.0,40
universe.json(56),20260907,SCORED,vol60-dg,1.0,0.875,1.0,40
universe.json(56),20260907,SCORED,vol60-rw,1.0,0.7,1.0,40
universe.json(56),20260908,PRICED,abs12-dg,1.0,1.0,1.0,40
universe.json(56),20260908,PRICED,abs12-rw,0.95,0.55,0.95,40
universe.json(56),20260908,PRICED,band3-dg,1.0,1.0,1.0,40
universe.json(56),20260908,PRICED,band3-rw,1.0,1.0,1.0,40
universe.json(56),20260908,PRICED,ddctl-8/.5/high,1.0,1.0,1.0,40
universe.json(56),20260908,PRICED,ddctl-8/.5/recover,1.0,1.0,1.0,40
universe.json(56),20260908,PRICED,ebud-0.10,0.0,0.0,0.0,40
universe.json(56),20260908,PRICED,ebud-0.20,0.0,0.0,0.0,40
universe.json(56),20260908,PRICED,g200-dg,1.0,1.0,1.0,40
universe.json(56),20260908,PRICED,g200-rw,1.0,1.0,1.0,40
universe.json(56),20260908,PRICED,stop15,0.3,0.525,0.3,40
universe.json(56),20260908,PRICED,stop25,0.0,0.575,0.0,40
universe.json(56),20260908,PRICED,v1gate-dg,1.0,1.0,1.0,40
universe.json(56),20260908,PRICED,v1gate-rw,1.0,1.0,1.0,40
universe.json(56),20260908,PRICED,vol60-dg,1.0,0.9,1.0,40
universe.json(56),20260908,PRICED,vol60-rw,1.0,0.7,1.0,40
universe.json(56),20260908,SCORED,abs12-dg,1.0,1.0,1.0,40
universe.json(56),20260908,SCORED,abs12-rw,0.95,0.6,0.95,40
universe.json(56),20260908,SCORED,band3-dg,1.0,1.0,1.0,40
universe.json(56),20260908,SCORED,band3-rw,1.0,1.0,1.0,40
universe.json(56),20260908,SCORED,ddctl-8/.5/high,1.0,1.0,1.0,40
universe.json(56),20260908,SCORED,ddctl-8/.5/recover,1.0,1.0,1.0,40
universe.json(56),20260908,SCORED,ebud-0.10,0.4,0.95,0.0,40
universe.json(56),20260908,SCORED,ebud-0.20,0.375,0.45,0.0,40
universe.json(56),20260908,SCORED,g200-dg,1.0,1.0,1.0,40
universe.json(56),20260908,SCORED,g200-rw,1.0,1.0,1.0,40
universe.json(56),20260908,SCORED,stop15,0.3,0.625,0.3,40
universe.json(56),20260908,SCORED,stop25,0.0,0.1,0.0,40
universe.json(56),20260908,SCORED,v1gate-dg,1.0,1.0,1.0,40
universe.json(56),20260908,SCORED,v1gate-rw,1.0,1.0,1.0,40
universe.json(56),20260908,SCORED,vol60-dg,1.0,0.925,1.0,40
universe.json(56),20260908,SCORED,vol60-rw,1.0,0.75,1.0,40
universe_broad.json,20260901,PRICED,abs12-dg,1.0,1.0,1.0,40
universe_broad.json,20260901,PRICED,abs12-rw,1.0,1.0,1.0,40
universe_broad.json,20260901,PRICED,band3-dg,1.0,1.0,1.0,40
universe_broad.json,20260901,PRICED,band3-rw,1.0,1.0,1.0,40
universe_broad.json,20260901,PRICED,ddctl-8/.5/high,1.0,1.0,1.0,40
universe_broad.json,20260901,PRICED,ddctl-8/.5/recover,1.0,1.0,1.0,40
universe_broad.json,20260901,PRICED,ebud-0.10,0.0,0.0,0.0,40
universe_broad.json,20260901,PRICED,ebud-0.20,0.0,0.0,0.0,40
universe_broad.json,20260901,PRICED,g200-dg,1.0,1.0,1.0,40
universe_broad.json,20260901,PRICED,g200-rw,1.0,1.0,1.0,40
universe_broad.json,20260901,PRICED,stop15,0.0,1.0,0.0,40
universe_broad.json,20260901,PRICED,stop25,0.0,1.0,0.0,40
universe_broad.json,20260901,PRICED,v1gate-dg,1.0,1.0,1.0,40
universe_broad.json,20260901,PRICED,v1gate-rw,1.0,1.0,1.0,40
universe_broad.json,20260901,PRICED,vol60-dg,1.0,1.0,1.0,40
universe_broad.json,20260901,PRICED,vol60-rw,1.0,1.0,1.0,40
universe_broad.json,20260901,SCORED,abs12-dg,1.0,1.0,1.0,40
universe_broad.json,20260901,SCORED,abs12-rw,1.0,1.0,1.0,40
universe_broad.json,20260901,SCORED,band3-dg,1.0,1.0,1.0,40
universe_broad.json,20260901,SCORED,band3-rw,1.0,1.0,1.0,40
universe_broad.json,20260901,SCORED,ddctl-8/.5/high,1.0,1.0,1.0,40
universe_broad.json,20260901,SCORED,ddctl-8/.5/recover,1.0,1.0,1.0,40
universe_broad.json,20260901,SCORED,ebud-0.10,0.475,1.0,0.0,40
universe_broad.json,20260901,SCORED,ebud-0.20,0.425,0.475,0.0,40
universe_broad.json,20260901,SCORED,g200-dg,1.0,1.0,1.0,40
universe_broad.json,20260901,SCORED,g200-rw,1.0,1.0,1.0,40
universe_broad.json,20260901,SCORED,stop15,0.0,1.0,0.0,40
universe_broad.json,20260901,SCORED,stop25,0.0,1.0,0.0,40
universe_broad.json,20260901,SCORED,v1gate-dg,1.0,1.0,1.0,40
universe_broad.json,20260901,SCORED,v1gate-rw,1.0,1.0,1.0,40
universe_broad.json,20260901,SCORED,vol60-dg,1.0,1.0,1.0,40
universe_broad.json,20260901,SCORED,vol60-rw,1.0,1.0,1.0,40
universe_broad.json,20260902,PRICED,abs12-dg,1.0,1.0,1.0,40
universe_broad.json,20260902,PRICED,abs12-rw,1.0,1.0,1.0,40
universe_broad.json,20260902,PRICED,band3-dg,1.0,1.0,1.0,40
universe_broad.json,20260902,PRICED,band3-rw,1.0,1.0,1.0,40
universe_broad.json,20260902,PRICED,ddctl-8/.5/high,1.0,1.0,1.0,40
universe_broad.json,20260902,PRICED,ddctl-8/.5/recover,1.0,1.0,1.0,40
universe_broad.json,20260902,PRICED,ebud-0.10,0.0,0.0,0.0,40
universe_broad.json,20260902,PRICED,ebud-0.20,0.0,0.0,0.0,40
universe_broad.json,20260902,PRICED,g200-dg,1.0,1.0,1.0,40
universe_broad.json,20260902,PRICED,g200-rw,1.0,1.0,1.0,40
universe_broad.json,20260902,PRICED,stop15,0.0,1.0,0.0,40
universe_broad.json,20260902,PRICED,stop25,0.0,1.0,0.0,40
universe_broad.json,20260902,PRICED,v1gate-dg,1.0,1.0,1.0,40
universe_broad.json,20260902,PRICED,v1gate-rw,1.0,1.0,1.0,40
universe_broad.json,20260902,PRICED,vol60-dg,1.0,1.0,1.0,40
universe_broad.json,20260902,PRICED,vol60-rw,1.0,1.0,1.0,40
universe_broad.json,20260902,SCORED,abs12-dg,1.0,1.0,1.0,40
universe_broad.json,20260902,SCORED,abs12-rw,1.0,1.0,1.0,40
universe_broad.json,20260902,SCORED,band3-dg,1.0,1.0,1.0,40
universe_broad.json,20260902,SCORED,band3-rw,1.0,1.0,1.0,40
universe_broad.json,20260902,SCORED,ddctl-8/.5/high,1.0,1.0,1.0,40
universe_broad.json,20260902,SCORED,ddctl-8/.5/recover,1.0,1.0,1.0,40
universe_broad.json,20260902,SCORED,ebud-0.10,0.475,1.0,0.0,40
universe_broad.json,20260902,SCORED,ebud-0.20,0.45,0.375,0.0,40
universe_broad.json,20260902,SCORED,g200-dg,1.0,1.0,1.0,40
universe_broad.json,20260902,SCORED,g200-rw,1.0,1.0,1.0,40
universe_broad.json,20260902,SCORED,stop15,0.0,1.0,0.0,40
universe_broad.json,20260902,SCORED,stop25,0.0,1.0,0.0,40
universe_broad.json,20260902,SCORED,v1gate-dg,1.0,1.0,1.0,40
universe_broad.json,20260902,SCORED,v1gate-rw,1.0,1.0,1.0,40
universe_broad.json,20260902,SCORED,vol60-dg,1.0,1.0,1.0,40
universe_broad.json,20260902,SCORED,vol60-rw,1.0,1.0,1.0,40
universe_broad.json,20260903,PRICED,abs12-dg,1.0,1.0,1.0,40
universe_broad.json,20260903,PRICED,abs12-rw,1.0,1.0,1.0,40
universe_broad.json,20260903,PRICED,band3-dg,1.0,1.0,1.0,40
universe_broad.json,20260903,PRICED,band3-rw,1.0,1.0,1.0,40
universe_broad.json,20260903,PRICED,ddctl-8/.5/high,1.0,1.0,1.0,40
universe_broad.json,20260903,PRICED,ddctl-8/.5/recover,1.0,1.0,1.0,40
universe_broad.json,20260903,PRICED,ebud-0.10,0.0,0.0,0.0,40
universe_broad.json,20260903,PRICED,ebud-0.20,0.0,0.0,0.0,40
universe_broad.json,20260903,PRICED,g200-dg,1.0,1.0,1.0,40
universe_broad.json,20260903,PRICED,g200-rw,1.0,1.0,1.0,40
universe_broad.json,20260903,PRICED,stop15,0.0,1.0,0.0,40
universe_broad.json,20260903,PRICED,stop25,0.0,1.0,0.0,40
universe_broad.json,20260903,PRICED,v1gate-dg,1.0,1.0,1.0,40
universe_broad.json,20260903,PRICED,v1gate-rw,1.0,1.0,1.0,40
universe_broad.json,20260903,PRICED,vol60-dg,1.0,1.0,1.0,40
universe_broad.json,20260903,PRICED,vol60-rw,1.0,1.0,1.0,40
universe_broad.json,20260903,SCORED,abs12-dg,1.0,1.0,1.0,40
universe_broad.json,20260903,SCORED,abs12-rw,1.0,1.0,1.0,40
universe_broad.json,20260903,SCORED,band3-dg,1.0,1.0,1.0,40
universe_broad.json,20260903,SCORED,band3-rw,1.0,1.0,1.0,40
universe_broad.json,20260903,SCORED,ddctl-8/.5/high,1.0,1.0,1.0,40
universe_broad.json,20260903,SCORED,ddctl-8/.5/recover,1.0,1.0,1.0,40
universe_broad.json,20260903,SCORED,ebud-0.10,0.475,1.0,0.0,40
universe_broad.json,20260903,SCORED,ebud-0.20,0.475,0.35,0.0,40
universe_broad.json,20260903,SCORED,g200-dg,1.0,1.0,1.0,40
universe_broad.json,20260903,SCORED,g200-rw,1.0,1.0,1.0,40
universe_broad.json,20260903,SCORED,stop15,0.0,1.0,0.0,40
universe_broad.json,20260903,SCORED,stop25,0.0,1.0,0.0,40
universe_broad.json,20260903,SCORED,v1gate-dg,1.0,1.0,1.0,40
universe_broad.json,20260903,SCORED,v1gate-rw,1.0,1.0,1.0,40
universe_broad.json,20260903,SCORED,vol60-dg,1.0,1.0,1.0,40
universe_broad.json,20260903,SCORED,vol60-rw,1.0,1.0,1.0,40
universe_broad.json,20260904,PRICED,abs12-dg,1.0,1.0,1.0,40
universe_broad.json,20260904,PRICED,abs12-rw,1.0,1.0,1.0,40
universe_broad.json,20260904,PRICED,band3-dg,1.0,1.0,1.0,40
universe_broad.json,20260904,PRICED,band3-rw,1.0,1.0,1.0,40
universe_broad.json,20260904,PRICED,ddctl-8/.5/high,1.0,1.0,1.0,40
universe_broad.json,20260904,PRICED,ddctl-8/.5/recover,1.0,1.0,1.0,40
universe_broad.json,20260904,PRICED,ebud-0.10,0.0,0.0,0.0,40
universe_broad.json,20260904,PRICED,ebud-0.20,0.0,0.0,0.0,40
universe_broad.json,20260904,PRICED,g200-dg,1.0,1.0,1.0,40
universe_broad.json,20260904,PRICED,g200-rw,1.0,1.0,1.0,40
universe_broad.json,20260904,PRICED,stop15,0.0,1.0,0.0,40
universe_broad.json,20260904,PRICED,stop25,0.0,1.0,0.0,40
universe_broad.json,20260904,PRICED,v1gate-dg,1.0,1.0,1.0,40
universe_broad.json,20260904,PRICED,v1gate-rw,1.0,1.0,1.0,40
universe_broad.json,20260904,PRICED,vol60-dg,1.0,1.0,1.0,40
universe_broad.json,20260904,PRICED,vol60-rw,1.0,1.0,1.0,40
universe_broad.json,20260904,SCORED,abs12-dg,1.0,1.0,1.0,40
