panel,instr,arm,d_IS,m_star_IS,shares_using,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,base_OOS_Sharpe,base_OOS_CAGR,base_OOS_MaxDD,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD
u56,STOP15,GATED,-0.9275759010736848,,0,0.17361882489353148,1.104382187174755,-0.23710572607910887,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,0.15450717694493266,-0.33717235283398284
broad,G200,NEVER,0.6459913632493453,,0,0.14618509499942173,1.0094137767216471,-0.2524263444151169,0.5762505378038233,0.05941502665859644,-0.2119126361153264,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad,G200,ALWAYS,0.6459913632493453,,10,0.12709663686690528,1.0268279528578623,-0.1987138551925943,0.5762505378038233,0.05941502665859644,-0.2119126361153264,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad,G200,GATED,0.6459913632493453,,0,0.14618509499942173,1.0094137767216471,-0.2524263444151169,0.5762505378038233,0.05941502665859644,-0.2119126361153264,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad,BAND3,NEVER,3.3608498693610143,,0,0.14618509499942173,1.0094137767216471,-0.2524263444151169,0.5762505378038233,0.05941502665859644,-0.2119126361153264,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad,BAND3,ALWAYS,3.3608498693610143,,10,0.12690079316869096,1.0181727873612272,-0.1926806732652305,0.5762505378038233,0.05941502665859644,-0.2119126361153264,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad,BAND3,GATED,3.3608498693610143,,0,0.14618509499942173,1.0094137767216471,-0.2524263444151169,0.5762505378038233,0.05941502665859644,-0.2119126361153264,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad,DEGROSS,NEVER,2.5903263400959515,,0,0.14618509499942173,1.0094137767216471,-0.2524263444151169,0.5762505378038233,0.05941502665859644,-0.2119126361153264,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad,DEGROSS,ALWAYS,2.5903263400959515,,10,0.10985566689226214,1.008372010864256,-0.1940563521587638,0.5762505378038233,0.05941502665859644,-0.2119126361153264,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad,DEGROSS,GATED,2.5903263400959515,,0,0.14618509499942173,1.0094137767216471,-0.2524263444151169,0.5762505378038233,0.05941502665859644,-0.2119126361153264,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad,STOP15,NEVER,-0.7067542706935545,,0,0.14618509499942173,1.0094137767216471,-0.2524263444151169,0.5762505378038233,0.05941502665859644,-0.2119126361153264,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad,STOP15,ALWAYS,-0.7067542706935545,,10,0.1285162232890472,0.9486417657694928,-0.2714547931494209,0.5762505378038233,0.05941502665859644,-0.2119126361153264,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad,STOP15,GATED,-0.7067542706935545,,0,0.14618509499942173,1.0094137767216471,-0.2524263444151169,0.5762505378038233,0.05941502665859644,-0.2119126361153264,0.8820239235972316,0.1545044425578177,-0.3371595330739301
small,G200,NEVER,-1.9354323708649694,,0,0.09648381853267358,0.6107194998599742,-0.344670840252011,0.5806618551671671,0.07921670849894169,-0.3283573771619781,0.8820107671822842,0.15450717694493266,-0.33717235283398284
small,G200,ALWAYS,-1.9354323708649694,,10,0.07013459080815898,0.560214072302775,-0.23199003927251116,0.5806618551671671,0.07921670849894169,-0.3283573771619781,0.8820107671822842,0.15450717694493266,-0.33717235283398284
small,G200,GATED,-1.9354323708649694,,0,0.09648381853267358,0.6107194998599742,-0.344670840252011,0.5806618551671671,0.07921670849894169,-0.3283573771619781,0.8820107671822842,0.15450717694493266,-0.33717235283398284
small,BAND3,NEVER,1.5376200680942806,,0,0.09648381853267358,0.6107194998599742,-0.344670840252011,0.5806618551671671,0.07921670849894169,-0.3283573771619781,0.8820107671822842,0.15450717694493266,-0.33717235283398284
small,BAND3,ALWAYS,1.5376200680942806,,10,0.07122253944887738,0.5677941000716094,-0.23406660639482135,0.5806618551671671,0.07921670849894169,-0.3283573771619781,0.8820107671822842,0.15450717694493266,-0.33717235283398284
small,BAND3,GATED,1.5376200680942806,,0,0.09648381853267358,0.6107194998599742,-0.344670840252011,0.5806618551671671,0.07921670849894169,-0.3283573771619781,0.8820107671822842,0.15450717694493266,-0.33717235283398284
small,DEGROSS,NEVER,2.952354309560146,,0,0.09648381853267358,0.6107194998599742,-0.344670840252011,0.5806618551671671,0.07921670849894169,-0.3283573771619781,0.8820107671822842,0.15450717694493266,-0.33717235283398284
small,DEGROSS,ALWAYS,2.952354309560146,,10,0.07455923222003917,0.6108322842742273,-0.2676310480874199,0.5806618551671671,0.07921670849894169,-0.3283573771619781,0.8820107671822842,0.15450717694493266,-0.33717235283398284
small,DEGROSS,GATED,2.952354309560146,,0,0.09648381853267358,0.6107194998599742,-0.344670840252011,0.5806618551671671,0.07921670849894169,-0.3283573771619781,0.8820107671822842,0.15450717694493266,-0.33717235283398284
small,STOP15,NEVER,-0.0474441058785629,,0,0.09648381853267358,0.6107194998599742,-0.344670840252011,0.5806618551671671,0.07921670849894169,-0.3283573771619781,0.8820107671822842,0.15450717694493266,-0.33717235283398284
small,STOP15,ALWAYS,-0.0474441058785629,,10,0.07878346344550816,0.548138508029744,-0.3200383584670717,0.5806618551671671,0.07921670849894169,-0.3283573771619781,0.8820107671822842,0.15450717694493266,-0.33717235283398284
small,STOP15,GATED,-0.0474441058785629,,0,0.09648381853267358,0.6107194998599742,-0.344670840252011,0.5806618551671671,0.07921670849894169,-0.3283573771619781,0.8820107671822842,0.15450717694493266,-0.33717235283398284
