panel,T_trade,cost,family,chooser,pick_cell,pick_t,CAGR,Sharpe,MaxDD,H1,H2,oos_CAGR,oos_Sharpe,oos_MaxDD,keep4b_full,keep4b_oos,keep4b,keep4a,keep4a_oos,bind,resolved_full,resolved_oos,worst_leg,worst_t
B136,W,10,CAL,C_ISDD,R=W,0.08,0.10238881813349998,1.1671947371850586,-0.10857052373008103,1.2665404153908728,1.0717603858546292,0.1096813412205333,1.2444707398266623,-0.10857052373008103,False,True,False,True,True,L5_CAGR,False,False,L5_CAGR,-0.20871978161030547
B136,W,10,CAL,C_ISLEGS,R=M,0.1,0.1320081736586458,1.195905904131179,-0.20268617135667277,1.352332469726482,1.0478365364796784,0.13052091034103186,1.1883824024585299,-0.20268617135667255,False,False,False,False,False,L4_DD,False,False,L4_DD,-0.013287561365137746
B136,W,10,DRIFT,C_ISSHARPE,h=0.25,0.16,0.14511984615038376,1.2147528870932043,-0.17932117809093662,1.3527003890556943,1.0859084555687626,0.14080346271577637,1.1887901361731255,-0.17932117809093662,True,True,True,False,False,none,False,False,L4_DD,0.8130410485692157
B136,W,10,DRIFT,C_ISCALMAR,h=0.25,0.16,0.14511984615038376,1.2147528870932043,-0.17932117809093662,1.3527003890556943,1.0859084555687626,0.14080346271577637,1.1887901361731255,-0.17932117809093662,True,True,True,False,False,none,False,False,L4_DD,0.8130410485692157
B136,W,10,DRIFT,C_ISDD,h=0.12,0.08,0.10477096365105809,1.1927442691293413,-0.1013087547091378,1.2797271061599396,1.1105548679499042,0.11388391168360434,1.281787112977263,-0.10130875470913758,False,True,False,True,True,L5_CAGR,False,False,L5_CAGR,-0.06584924622380658
B136,W,10,DRIFT,C_ISLEGS,h=0.25,0.16,0.14511984615038376,1.2147528870932043,-0.17932117809093662,1.3527003890556943,1.0859084555687626,0.14080346271577637,1.1887901361731255,-0.17932117809093662,True,True,True,False,False,none,False,False,L4_DD,0.8130410485692157
B136,W,25,CAL,C_ISSHARPE,R=M,0.2,0.1719021650037409,1.145122143003106,-0.30050554442605804,1.3555133370747718,0.9631817001568764,0.16000021982809276,1.0575896659999244,-0.3005055444260577,False,False,False,False,False,L4_DD,,,,
B136,W,25,CAL,C_ISCALMAR,R=M,0.2,0.1719021650037409,1.145122143003106,-0.30050554442605804,1.3555133370747718,0.9631817001568764,0.16000021982809276,1.0575896659999244,-0.3005055444260577,False,False,False,False,False,L4_DD,,,,
B136,W,25,CAL,C_ISDD,R=W,0.08,0.09639985876895718,1.1037845322095907,-0.109204205855293,1.2040782621831412,1.0073902617701624,0.10375830528059637,1.182247775838397,-0.10920420585529289,False,False,False,True,True,L5_CAGR,,,,
B136,W,25,CAL,C_ISLEGS,R=M,0.1,0.12741702255035348,1.1585245818850798,-0.20337195867706503,1.3140095847197262,1.0113566153714706,0.12622152484417004,1.153108153299964,-0.20337195867706515,False,False,False,False,False,L4_DD,,,,
B136,W,25,DRIFT,C_ISSHARPE,h=0.25,0.16,0.1430824900877159,1.1993459617843039,-0.17985605910556923,1.338626442719549,1.0692598773756703,0.13863723133703454,1.1722091112839261,-0.17985605910556923,True,True,True,False,False,none,,,,
B136,W,25,DRIFT,C_ISCALMAR,h=0.25,0.16,0.1430824900877159,1.1993459617843039,-0.17985605910556923,1.338626442719549,1.0692598773756703,0.13863723133703454,1.1722091112839261,-0.17985605910556923,True,True,True,False,False,none,,,,
B136,W,25,DRIFT,C_ISDD,h=0.12,0.08,0.09905867944540603,1.132680935387112,-0.10389212898880917,1.2208186848052716,1.0493825825957623,0.1082348101402133,1.2230498440122561,-0.10389212898880917,False,True,False,True,True,L5_CAGR,,,,
B136,W,25,DRIFT,C_ISLEGS,h=0.25,0.16,0.1430824900877159,1.1993459617843039,-0.17985605910556923,1.338626442719549,1.0692598773756703,0.13863723133703454,1.1722091112839261,-0.17985605910556923,True,True,True,False,False,none,,,,
B136,W,50,CAL,C_ISSHARPE,R=M,0.2,0.16734062404224037,1.1185291449624821,-0.3010280681000249,1.3307184163825363,0.9349001492576661,0.15513364677260366,1.0295604383060026,-0.3010280681000247,False,False,False,False,False,L4_DD,,,,
B136,W,50,CAL,C_ISCALMAR,R=M,0.2,0.16734062404224037,1.1185291449624821,-0.3010280681000249,1.3307184163825363,0.9349001492576661,0.15513364677260366,1.0295604383060026,-0.3010280681000247,False,False,False,False,False,L4_DD,,,,
B136,W,50,CAL,C_ISDD,R=W,0.08,0.08648757439863886,0.9979508402488761,-0.11077380100543732,1.0998288214197005,0.8999511783275093,0.09395400564137502,1.0783339433310144,-0.11077380100543766,False,False,False,False,True,L5_CAGR,,,,
B136,W,50,CAL,C_ISLEGS,R=M,0.1,0.11980320116500454,1.0959604330713135,-0.20451449904863683,1.2497980624815117,0.9503599261627161,0.1190893491828624,1.0940989511289108,-0.20451449904863672,False,False,False,False,False,L4_DD,,,,
B136,W,50,DRIFT,C_ISSHARPE,h=0.25,0.16,0.13969431558478385,1.1736367285214826,-0.18146047104808405,1.3151386196883659,1.0414843855349143,0.1350352512326407,1.1445420388458838,-0.18146047104808405,True,True,True,False,False,none,,,,
B136,W,50,DRIFT,C_ISCALMAR,h=0.25,0.16,0.13969431558478385,1.1736367285214826,-0.18146047104808405,1.3151386196883659,1.0414843855349143,0.1350352512326407,1.1445420388458838,-0.18146047104808405,True,True,True,False,False,none,,,,
B136,W,50,DRIFT,C_ISDD,h=0.12,0.08,0.089601011745569,1.032327209591654,-0.10822049390027966,1.1223437044491293,0.9472236046632537,0.09888054335493979,1.124908530368997,-0.1082204939002801,False,False,False,False,True,L5_CAGR,,,,
B136,W,50,DRIFT,C_ISLEGS,h=0.25,0.16,0.13969431558478385,1.1736367285214826,-0.18146047104808405,1.3151386196883659,1.0414843855349143,0.1350352512326407,1.1445420388458838,-0.18146047104808405,True,True,True,False,False,none,,,,
SMALL665,M,0,CAL,C_ISSHARPE,R=M,0.12,0.07496673515125063,0.6205656711796187,-0.36251860475834674,1.00452560574287,0.2858627825623186,0.042564850914345476,0.37899877873407095,-0.36251860475834574,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,,,,
SMALL665,M,0,CAL,C_ISCALMAR,R=M,0.12,0.07496673515125063,0.6205656711796187,-0.36251860475834674,1.00452560574287,0.2858627825623186,0.042564850914345476,0.37899877873407095,-0.36251860475834574,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,,,,
SMALL665,M,0,CAL,C_ISDD,R=M,0.08,0.050273391354467956,0.5725051667410317,-0.3042203914592968,0.9162651910498458,0.23127950713650505,0.02529625047386208,0.3147886296439689,-0.30422039145929813,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,,,,
SMALL665,M,0,CAL,C_ISLEGS,R=M,0.2,0.10370077832579505,0.6458754573853791,-0.4264051871272453,1.001180734415399,0.42265854203876363,0.07538774367865786,0.47365341965096835,-0.42640518712724473,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,,,,
SMALL665,M,0,DRIFT,C_ISSHARPE,h=0.16,0.2,0.10002895337714435,0.6662052952698977,-0.3236721560912722,0.9962944346327914,0.4480514327475371,0.07592506251440256,0.5027296432245493,-0.32367215609127364,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,,,,
SMALL665,M,0,DRIFT,C_ISCALMAR,h=0.16,0.2,0.10002895337714435,0.6662052952698977,-0.3236721560912722,0.9962944346327914,0.4480514327475371,0.07592506251440256,0.5027296432245493,-0.32367215609127364,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,,,,
SMALL665,M,0,DRIFT,C_ISDD,h=0.05,0.08,0.048350187141489975,0.5845381486768553,-0.1829668706557982,0.8198541930201302,0.35125306808982476,0.03666165380898123,0.45639448272073735,-0.18296687065579698,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L5_CAGR,,,,
SMALL665,M,0,DRIFT,C_ISLEGS,h=0.16,0.2,0.10002895337714435,0.6662052952698977,-0.3236721560912722,0.9962944346327914,0.4480514327475371,0.07592506251440256,0.5027296432245493,-0.32367215609127364,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,,,,
SMALL665,M,10,CAL,C_ISSHARPE,R=M,0.12,0.07283642236697974,0.6053373556228994,-0.365185569286425,0.9890858769579429,0.27068048858226096,0.04049194403550338,0.3641322461027016,-0.36518556928642587,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,False,False,L4_DD,-2.4171704678270536
SMALL665,M,10,CAL,C_ISCALMAR,R=M,0.12,0.07283642236697974,0.6053373556228994,-0.365185569286425,0.9890858769579429,0.27068048858226096,0.04049194403550338,0.3641322461027016,-0.36518556928642587,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,False,False,L4_DD,-2.4171704678270536
SMALL665,M,10,CAL,C_ISDD,R=M,0.08,0.04818713224553117,0.5512538110959638,-0.3074225162669477,0.8906220385729766,0.21436520849650534,0.023592613132337625,0.29698915838161327,-0.3074225162669483,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR,False,False,L5_CAGR,-2.5328988385830984
SMALL665,M,10,CAL,C_ISLEGS,R=M,0.2,0.102114783868275,0.6377573338081803,-0.42748778281968147,0.993589177853701,0.41391055589828324,0.07362222826820575,0.4651495912696215,-0.42748778281968247,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,False,False,L4_DD,-2.89334542178372
SMALL665,M,10,DRIFT,C_ISSHARPE,h=0.16,0.2,0.09828335558243317,0.6564972593290874,-0.32540400587943275,0.9885194322545079,0.43673955982048224,0.07388244429220503,0.49199412959741207,-0.3254040058794335,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,False,False,L3_OOS,-1.8327237461819688
SMALL665,M,10,DRIFT,C_ISCALMAR,h=0.16,0.2,0.09828335558243317,0.6564972593290874,-0.32540400587943275,0.9885194322545079,0.43673955982048224,0.07388244429220503,0.49199412959741207,-0.3254040058794335,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,False,False,L3_OOS,-1.8327237461819688
SMALL665,M,10,DRIFT,C_ISDD,h=0.05,0.08,0.04454745510858782,0.5429514798953111,-0.18871921495963973,0.7686319874721909,0.31916037212588355,0.03349246977339826,0.421354955085503,-0.18871921495964195,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L5_CAGR,False,False,L5_CAGR,-2.7062441707839047
SMALL665,M,10,DRIFT,C_ISLEGS,h=0.16,0.2,0.09828335558243317,0.6564972593290874,-0.32540400587943275,0.9885194322545079,0.43673955982048224,0.07388244429220503,0.49199412959741207,-0.3254040058794335,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,False,False,L3_OOS,-1.8327237461819688
SMALL665,M,25,CAL,C_ISSHARPE,R=M,0.2,0.09973948446480407,0.6255701253031621,-0.42910807357867886,0.9821904794369226,0.4007806863416542,0.07097869208360286,0.4523849795900946,-0.4291080735786794,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,,,,
SMALL665,M,25,CAL,C_ISCALMAR,R=M,0.2,0.09973948446480407,0.6255701253031621,-0.42910807357867886,0.9821904794369226,0.4007806863416542,0.07097869208360286,0.4523849795900946,-0.4291080735786794,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,,,,
SMALL665,M,25,CAL,C_ISDD,R=M,0.08,0.04506455689460265,0.5193128073040536,-0.31219995235689824,0.8520257128260098,0.18897228405890354,0.021041816450867,0.2702543900949844,-0.3121999523568981,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR,,,,
SMALL665,M,25,CAL,C_ISLEGS,R=M,0.2,0.09973948446480407,0.6255701253031621,-0.42910807357867886,0.9821904794369226,0.4007806863416542,0.07097869208360286,0.4523849795900946,-0.4291080735786794,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,,,,
SMALL665,M,25,DRIFT,C_ISSHARPE,h=0.16,0.2,0.09566970619791415,0.6419236797703185,-0.3279939050433437,0.9768446397419073,0.41976230518266144,0.07082522581828066,0.47588046679875606,-0.32799390504334314,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,,,,
SMALL665,M,25,DRIFT,C_ISCALMAR,h=0.16,0.2,0.09566970619791415,0.6419236797703185,-0.3279939050433437,0.9768446397419073,0.41976230518266144,0.07082522581828066,0.47588046679875606,-0.32799390504334314,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,,,,
SMALL665,M,25,DRIFT,C_ISDD,h=0.05,0.08,0.038868494654412,0.4805206595503229,-0.19727311357495092,0.6917357513939492,0.2709840318617922,0.028756305965475182,0.36874903642130935,-0.19727311357495103,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L5_CAGR,,,,
SMALL665,M,25,DRIFT,C_ISLEGS,h=0.16,0.2,0.09566970619791415,0.6419236797703185,-0.3279939050433437,0.9768446397419073,0.41976230518266144,0.07082522581828066,0.47588046679875606,-0.32799390504334314,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,,,,
SMALL665,M,50,CAL,C_ISSHARPE,R=M,0.2,0.09579048034097881,0.6052331463403103,-0.43179897741084006,0.9631637473236478,0.3788785603634861,0.06658540381262701,0.4310888857177842,-0.43179897741084095,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,,,,
SMALL665,M,50,CAL,C_ISCALMAR,R=M,0.2,0.09579048034097881,0.6052331463403103,-0.43179897741084006,0.9631637473236478,0.3788785603634861,0.06658540381262701,0.4310888857177842,-0.43179897741084095,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,,,,
SMALL665,M,50,CAL,C_ISDD,R=M,0.08,0.03987838759403073,0.4659360455186043,-0.3200941321687014,0.7873961919426253,0.14660751035686734,0.01680288711744571,0.22561833387425162,-0.3200941321687021,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR,,,,
SMALL665,M,50,CAL,C_ISLEGS,R=M,0.2,0.09579048034097881,0.6052331463403103,-0.43179897741084006,0.9631637473236478,0.3788785603634861,0.06658540381262701,0.4310888857177842,-0.43179897741084095,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,,,,
SMALL665,M,50,DRIFT,C_ISSHARPE,h=0.16,0.2,0.09132625547946427,0.6176055250989957,-0.3322894825581656,0.9573549740911194,0.39144416821648503,0.06574770392916807,0.44899891595410024,-0.33228948255816737,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,,,,
SMALL665,M,50,DRIFT,C_ISCALMAR,h=0.16,0.2,0.09132625547946427,0.6176055250989957,-0.3322894825581656,0.9573549740911194,0.39144416821648503,0.06574770392916807,0.44899891595410024,-0.33228948255816737,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,,,,
SMALL665,M,50,DRIFT,C_ISDD,h=0.16,0.08,0.037678207313486034,0.4530186798067124,-0.24176370186527996,0.6460456876448006,0.2659160028574625,0.02736547134855072,0.3407822017074434,-0.2417637018652793,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR,,,,
SMALL665,M,50,DRIFT,C_ISLEGS,h=0.16,0.2,0.09132625547946427,0.6176055250989957,-0.3322894825581656,0.9573549740911194,0.39144416821648503,0.06574770392916807,0.44899891595410024,-0.33228948255816737,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,,,,
SMALL665,W,0,CAL,C_ISSHARPE,R=M,0.12,0.07913390449524527,0.6436927462323236,-0.37395416679280336,1.040861065182378,0.3030322611528373,0.04519413152507923,0.39355552959343965,-0.3739541667928038,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,,,,
SMALL665,W,0,CAL,C_ISCALMAR,R=M,0.12,0.07913390449524527,0.6436927462323236,-0.37395416679280336,1.040861065182378,0.3030322611528373,0.04519413152507923,0.39355552959343965,-0.3739541667928038,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,,,,
SMALL665,W,0,CAL,C_ISDD,R=M,0.08,0.05327900043175804,0.5961025188793425,-0.31456047402925735,0.9528628945482515,0.2481043131199224,0.02709819202656827,0.329254496742521,-0.31456047402925624,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,,,,
SMALL665,W,0,CAL,C_ISLEGS,R=M,0.2,0.1094304552370271,0.6709462449264411,-0.43411197911934885,1.039980495724422,0.44166263751974866,0.07955436694598683,0.49072329390983255,-0.4341119791193492,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,,,,
SMALL665,W,0,DRIFT,C_ISSHARPE,h=0.16,0.2,0.10492677467900235,0.6913464299804025,-0.32748800381828735,1.034238881343862,0.46528936882372085,0.07924537518984187,0.5187398516258637,-0.3274880038182876,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,,,,
SMALL665,W,0,DRIFT,C_ISCALMAR,h=0.16,0.2,0.10492677467900235,0.6913464299804025,-0.32748800381828735,1.034238881343862,0.46528936882372085,0.07924537518984187,0.5187398516258637,-0.3274880038182876,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,,,,
