bar,panel,dir,m,cost,key,real,null_pass_share
p4a,broad,NEG,1.0,10.0,PRICE,0,0.85
p4a,broad,POS,0.2,25.0,VOL,1,1.0
p4a,broad,POS,0.2,25.0,MOM,1,1.0
p4a,broad,POS,0.2,25.0,R6,1,1.0
p4a,broad,POS,0.2,25.0,R3,1,1.0
p4a,broad,POS,0.2,25.0,PRICE,1,1.0
p4a,broad,POS,0.5,25.0,VOL,1,1.0
p4a,broad,POS,0.5,25.0,MOM,1,1.0
p4a,broad,POS,0.5,25.0,R6,1,1.0
p4a,broad,POS,0.5,25.0,R3,1,1.0
p4a,broad,POS,0.5,25.0,PRICE,1,1.0
p4a,broad,POS,1.0,25.0,VOL,1,1.0
p4a,broad,POS,1.0,25.0,MOM,1,1.0
p4a,broad,POS,1.0,25.0,R6,1,1.0
p4a,broad,POS,1.0,25.0,R3,1,1.0
p4a,broad,POS,1.0,25.0,PRICE,1,1.0
p4a,broad,NEG,0.2,25.0,VOL,1,1.0
p4a,broad,NEG,0.2,25.0,MOM,1,1.0
p4a,broad,NEG,0.2,25.0,R6,1,1.0
p4a,broad,NEG,0.2,25.0,R3,1,1.0
p4a,broad,NEG,0.2,25.0,PRICE,1,1.0
p4a,broad,NEG,0.5,25.0,VOL,1,1.0
p4a,broad,NEG,0.5,25.0,MOM,1,1.0
p4a,broad,NEG,0.5,25.0,R6,1,1.0
p4a,broad,NEG,0.5,25.0,R3,1,1.0
p4a,broad,NEG,0.5,25.0,PRICE,1,1.0
p4a,broad,NEG,1.0,25.0,VOL,1,1.0
p4a,broad,NEG,1.0,25.0,MOM,1,1.0
p4a,broad,NEG,1.0,25.0,R6,1,1.0
p4a,broad,NEG,1.0,25.0,R3,1,1.0
p4a,broad,NEG,1.0,25.0,PRICE,1,1.0
p4a,small,POS,0.2,10.0,VOL,0,0.0
p4a,small,POS,0.2,10.0,MOM,0,0.0
p4a,small,POS,0.2,10.0,R6,0,0.0
p4a,small,POS,0.2,10.0,R3,0,0.0
p4a,small,POS,0.2,10.0,PRICE,0,0.0
p4a,small,POS,0.5,10.0,VOL,0,0.0
p4a,small,POS,0.5,10.0,MOM,0,0.0
p4a,small,POS,0.5,10.0,R6,0,0.0
p4a,small,POS,0.5,10.0,R3,0,0.0
p4a,small,POS,0.5,10.0,PRICE,0,0.0
p4a,small,POS,1.0,10.0,VOL,0,0.0
p4a,small,POS,1.0,10.0,MOM,0,0.0
p4a,small,POS,1.0,10.0,R6,0,0.0
p4a,small,POS,1.0,10.0,R3,0,0.0
p4a,small,POS,1.0,10.0,PRICE,0,0.0
p4a,small,NEG,0.2,10.0,VOL,0,0.0
p4a,small,NEG,0.2,10.0,MOM,0,0.0
p4a,small,NEG,0.2,10.0,R6,0,0.0
p4a,small,NEG,0.2,10.0,R3,0,0.0
p4a,small,NEG,0.2,10.0,PRICE,0,0.0
p4a,small,NEG,0.5,10.0,VOL,0,0.0
p4a,small,NEG,0.5,10.0,MOM,0,0.0
p4a,small,NEG,0.5,10.0,R6,0,0.0
p4a,small,NEG,0.5,10.0,R3,0,0.0
p4a,small,NEG,0.5,10.0,PRICE,0,0.0
p4a,small,NEG,1.0,10.0,VOL,0,0.0
p4a,small,NEG,1.0,10.0,MOM,0,0.0
p4a,small,NEG,1.0,10.0,R6,0,0.0
p4a,small,NEG,1.0,10.0,R3,0,0.0
p4a,small,NEG,1.0,10.0,PRICE,1,0.0
p4a,small,POS,0.2,25.0,VOL,0,0.2
p4a,small,POS,0.2,25.0,MOM,1,0.2
p4a,small,POS,0.2,25.0,R6,0,0.2
p4a,small,POS,0.2,25.0,R3,0,0.2
p4a,small,POS,0.2,25.0,PRICE,0,0.2
p4a,small,POS,0.5,25.0,VOL,0,0.05
p4a,small,POS,0.5,25.0,MOM,1,0.05
p4a,small,POS,0.5,25.0,R6,1,0.05
p4a,small,POS,0.5,25.0,R3,0,0.05
p4a,small,POS,0.5,25.0,PRICE,0,0.05
p4a,small,POS,1.0,25.0,VOL,0,0.1
p4a,small,POS,1.0,25.0,MOM,1,0.1
p4a,small,POS,1.0,25.0,R6,1,0.1
p4a,small,POS,1.0,25.0,R3,0,0.1
p4a,small,POS,1.0,25.0,PRICE,0,0.1
p4a,small,NEG,0.2,25.0,VOL,0,0.15
p4a,small,NEG,0.2,25.0,MOM,0,0.15
p4a,small,NEG,0.2,25.0,R6,0,0.15
p4a,small,NEG,0.2,25.0,R3,1,0.15
p4a,small,NEG,0.2,25.0,PRICE,0,0.15
p4a,small,NEG,0.5,25.0,VOL,1,0.2
p4a,small,NEG,0.5,25.0,MOM,0,0.2
p4a,small,NEG,0.5,25.0,R6,0,0.2
p4a,small,NEG,0.5,25.0,R3,1,0.2
p4a,small,NEG,0.5,25.0,PRICE,1,0.2
p4a,small,NEG,1.0,25.0,VOL,0,0.1
p4a,small,NEG,1.0,25.0,MOM,0,0.1
p4a,small,NEG,1.0,25.0,R6,0,0.1
p4a,small,NEG,1.0,25.0,R3,0,0.1
p4a,small,NEG,1.0,25.0,PRICE,1,0.1
p4b,u56,POS,0.2,10.0,VOL,1,1.0
p4b,u56,POS,0.2,10.0,MOM,1,1.0
p4b,u56,POS,0.2,10.0,R6,1,1.0
p4b,u56,POS,0.2,10.0,R3,1,1.0
p4b,u56,POS,0.2,10.0,PRICE,1,1.0
p4b,u56,POS,0.5,10.0,VOL,1,1.0
p4b,u56,POS,0.5,10.0,MOM,1,1.0
p4b,u56,POS,0.5,10.0,R6,1,1.0
p4b,u56,POS,0.5,10.0,R3,1,1.0
p4b,u56,POS,0.5,10.0,PRICE,1,1.0
p4b,u56,POS,1.0,10.0,VOL,1,0.9
p4b,u56,POS,1.0,10.0,MOM,1,0.9
p4b,u56,POS,1.0,10.0,R6,1,0.9
p4b,u56,POS,1.0,10.0,R3,1,0.9
p4b,u56,POS,1.0,10.0,PRICE,0,0.9
p4b,u56,NEG,0.2,10.0,VOL,1,1.0
p4b,u56,NEG,0.2,10.0,MOM,1,1.0
p4b,u56,NEG,0.2,10.0,R6,1,1.0
p4b,u56,NEG,0.2,10.0,R3,1,1.0
p4b,u56,NEG,0.2,10.0,PRICE,1,1.0
p4b,u56,NEG,0.5,10.0,VOL,0,0.95
p4b,u56,NEG,0.5,10.0,MOM,1,0.95
p4b,u56,NEG,0.5,10.0,R6,1,0.95
p4b,u56,NEG,0.5,10.0,R3,1,0.95
p4b,u56,NEG,0.5,10.0,PRICE,1,0.95
p4b,u56,NEG,1.0,10.0,VOL,0,0.7
p4b,u56,NEG,1.0,10.0,MOM,0,0.7
p4b,u56,NEG,1.0,10.0,R6,0,0.7
p4b,u56,NEG,1.0,10.0,R3,0,0.7
p4b,u56,NEG,1.0,10.0,PRICE,1,0.7
p4b,u56,POS,0.2,25.0,VOL,0,0.15
p4b,u56,POS,0.2,25.0,MOM,0,0.15
p4b,u56,POS,0.2,25.0,R6,0,0.15
p4b,u56,POS,0.2,25.0,R3,0,0.15
p4b,u56,POS,0.2,25.0,PRICE,0,0.15
p4b,u56,POS,0.5,25.0,VOL,0,0.0
p4b,u56,POS,0.5,25.0,MOM,0,0.0
p4b,u56,POS,0.5,25.0,R6,0,0.0
p4b,u56,POS,0.5,25.0,R3,0,0.0
p4b,u56,POS,0.5,25.0,PRICE,0,0.0
p4b,u56,POS,1.0,25.0,VOL,0,0.0
p4b,u56,POS,1.0,25.0,MOM,1,0.0
p4b,u56,POS,1.0,25.0,R6,0,0.0
p4b,u56,POS,1.0,25.0,R3,0,0.0
p4b,u56,POS,1.0,25.0,PRICE,0,0.0
p4b,u56,NEG,0.2,25.0,VOL,0,0.0
p4b,u56,NEG,0.2,25.0,MOM,0,0.0
p4b,u56,NEG,0.2,25.0,R6,0,0.0
p4b,u56,NEG,0.2,25.0,R3,0,0.0
p4b,u56,NEG,0.2,25.0,PRICE,1,0.0
p4b,u56,NEG,0.5,25.0,VOL,0,0.05
p4b,u56,NEG,0.5,25.0,MOM,0,0.05
p4b,u56,NEG,0.5,25.0,R6,0,0.05
p4b,u56,NEG,0.5,25.0,R3,0,0.05
p4b,u56,NEG,0.5,25.0,PRICE,1,0.05
p4b,u56,NEG,1.0,25.0,VOL,0,0.0
p4b,u56,NEG,1.0,25.0,MOM,0,0.0
p4b,u56,NEG,1.0,25.0,R6,0,0.0
p4b,u56,NEG,1.0,25.0,R3,0,0.0
p4b,u56,NEG,1.0,25.0,PRICE,1,0.0
p4b,broad,POS,0.2,10.0,VOL,0,0.1
p4b,broad,POS,0.2,10.0,MOM,0,0.1
p4b,broad,POS,0.2,10.0,R6,1,0.1
p4b,broad,POS,0.2,10.0,R3,1,0.1
p4b,broad,POS,0.2,10.0,PRICE,0,0.1
p4b,broad,POS,0.5,10.0,VOL,0,0.4
p4b,broad,POS,0.5,10.0,MOM,0,0.4
p4b,broad,POS,0.5,10.0,R6,0,0.4
p4b,broad,POS,0.5,10.0,R3,0,0.4
p4b,broad,POS,0.5,10.0,PRICE,0,0.4
p4b,broad,POS,1.0,10.0,VOL,0,0.35
p4b,broad,POS,1.0,10.0,MOM,0,0.35
p4b,broad,POS,1.0,10.0,R6,1,0.35
p4b,broad,POS,1.0,10.0,R3,1,0.35
p4b,broad,POS,1.0,10.0,PRICE,0,0.35
p4b,broad,NEG,0.2,10.0,VOL,0,0.05
p4b,broad,NEG,0.2,10.0,MOM,0,0.05
p4b,broad,NEG,0.2,10.0,R6,0,0.05
p4b,broad,NEG,0.2,10.0,R3,0,0.05
p4b,broad,NEG,0.2,10.0,PRICE,0,0.05
p4b,broad,NEG,0.5,10.0,VOL,0,0.25
p4b,broad,NEG,0.5,10.0,MOM,1,0.25
p4b,broad,NEG,0.5,10.0,R6,0,0.25
p4b,broad,NEG,0.5,10.0,R3,0,0.25
p4b,broad,NEG,0.5,10.0,PRICE,0,0.25
p4b,broad,NEG,1.0,10.0,VOL,0,0.25
p4b,broad,NEG,1.0,10.0,MOM,0,0.25
p4b,broad,NEG,1.0,10.0,R6,0,0.25
p4b,broad,NEG,1.0,10.0,R3,0,0.25
p4b,broad,NEG,1.0,10.0,PRICE,0,0.25
p4b,broad,POS,0.2,25.0,VOL,0,0.0
p4b,broad,POS,0.2,25.0,MOM,0,0.0
p4b,broad,POS,0.2,25.0,R6,0,0.0
p4b,broad,POS,0.2,25.0,R3,0,0.0
p4b,broad,POS,0.2,25.0,PRICE,0,0.0
p4b,broad,POS,0.5,25.0,VOL,0,0.0
p4b,broad,POS,0.5,25.0,MOM,0,0.0
p4b,broad,POS,0.5,25.0,R6,0,0.0
p4b,broad,POS,0.5,25.0,R3,0,0.0
p4b,broad,POS,0.5,25.0,PRICE,0,0.0
p4b,broad,POS,1.0,25.0,VOL,0,0.0
p4b,broad,POS,1.0,25.0,MOM,0,0.0
p4b,broad,POS,1.0,25.0,R6,0,0.0
p4b,broad,POS,1.0,25.0,R3,0,0.0
p4b,broad,POS,1.0,25.0,PRICE,0,0.0
p4b,broad,NEG,0.2,25.0,VOL,0,0.0
p4b,broad,NEG,0.2,25.0,MOM,0,0.0
p4b,broad,NEG,0.2,25.0,R6,0,0.0
p4b,broad,NEG,0.2,25.0,R3,0,0.0
p4b,broad,NEG,0.2,25.0,PRICE,0,0.0
p4b,broad,NEG,0.5,25.0,VOL,0,0.0
p4b,broad,NEG,0.5,25.0,MOM,0,0.0
p4b,broad,NEG,0.5,25.0,R6,0,0.0
p4b,broad,NEG,0.5,25.0,R3,0,0.0
p4b,broad,NEG,0.5,25.0,PRICE,0,0.0
p4b,broad,NEG,1.0,25.0,VOL,0,0.0
p4b,broad,NEG,1.0,25.0,MOM,0,0.0
p4b,broad,NEG,1.0,25.0,R6,0,0.0
p4b,broad,NEG,1.0,25.0,R3,0,0.0
p4b,broad,NEG,1.0,25.0,PRICE,0,0.0
p4b,small,POS,0.2,10.0,VOL,0,0.0
p4b,small,POS,0.2,10.0,MOM,0,0.0
p4b,small,POS,0.2,10.0,R6,0,0.0
p4b,small,POS,0.2,10.0,R3,0,0.0
p4b,small,POS,0.2,10.0,PRICE,0,0.0
p4b,small,POS,0.5,10.0,VOL,0,0.0
p4b,small,POS,0.5,10.0,MOM,0,0.0
p4b,small,POS,0.5,10.0,R6,0,0.0
p4b,small,POS,0.5,10.0,R3,0,0.0
p4b,small,POS,0.5,10.0,PRICE,0,0.0
p4b,small,POS,1.0,10.0,VOL,0,0.0
p4b,small,POS,1.0,10.0,MOM,0,0.0
p4b,small,POS,1.0,10.0,R6,0,0.0
p4b,small,POS,1.0,10.0,R3,0,0.0
p4b,small,POS,1.0,10.0,PRICE,0,0.0
p4b,small,NEG,0.2,10.0,VOL,0,0.0
p4b,small,NEG,0.2,10.0,MOM,0,0.0
p4b,small,NEG,0.2,10.0,R6,0,0.0
p4b,small,NEG,0.2,10.0,R3,0,0.0
p4b,small,NEG,0.2,10.0,PRICE,0,0.0
p4b,small,NEG,0.5,10.0,VOL,0,0.0
p4b,small,NEG,0.5,10.0,MOM,0,0.0
p4b,small,NEG,0.5,10.0,R6,0,0.0
p4b,small,NEG,0.5,10.0,R3,0,0.0
p4b,small,NEG,0.5,10.0,PRICE,0,0.0
p4b,small,NEG,1.0,10.0,VOL,0,0.0
p4b,small,NEG,1.0,10.0,MOM,0,0.0
p4b,small,NEG,1.0,10.0,R6,0,0.0
p4b,small,NEG,1.0,10.0,R3,0,0.0
p4b,small,NEG,1.0,10.0,PRICE,0,0.0
p4b,small,POS,0.2,25.0,VOL,0,0.0
p4b,small,POS,0.2,25.0,MOM,0,0.0
p4b,small,POS,0.2,25.0,R6,0,0.0
p4b,small,POS,0.2,25.0,R3,0,0.0
p4b,small,POS,0.2,25.0,PRICE,0,0.0
p4b,small,POS,0.5,25.0,VOL,0,0.0
p4b,small,POS,0.5,25.0,MOM,0,0.0
p4b,small,POS,0.5,25.0,R6,0,0.0
p4b,small,POS,0.5,25.0,R3,0,0.0
p4b,small,POS,0.5,25.0,PRICE,0,0.0
p4b,small,POS,1.0,25.0,VOL,0,0.0
p4b,small,POS,1.0,25.0,MOM,0,0.0
p4b,small,POS,1.0,25.0,R6,0,0.0
p4b,small,POS,1.0,25.0,R3,0,0.0
p4b,small,POS,1.0,25.0,PRICE,0,0.0
p4b,small,NEG,0.2,25.0,VOL,0,0.0
p4b,small,NEG,0.2,25.0,MOM,0,0.0
p4b,small,NEG,0.2,25.0,R6,0,0.0
p4b,small,NEG,0.2,25.0,R3,0,0.0
p4b,small,NEG,0.2,25.0,PRICE,0,0.0
p4b,small,NEG,0.5,25.0,VOL,0,0.0
p4b,small,NEG,0.5,25.0,MOM,0,0.0
p4b,small,NEG,0.5,25.0,R6,0,0.0
p4b,small,NEG,0.5,25.0,R3,0,0.0
p4b,small,NEG,0.5,25.0,PRICE,0,0.0
p4b,small,NEG,1.0,25.0,VOL,0,0.0
p4b,small,NEG,1.0,25.0,MOM,0,0.0
p4b,small,NEG,1.0,25.0,R6,0,0.0
p4b,small,NEG,1.0,25.0,R3,0,0.0
p4b,small,NEG,1.0,25.0,PRICE,0,0.0
p4bo,u56,POS,0.2,10.0,VOL,1,1.0
p4bo,u56,POS,0.2,10.0,MOM,1,1.0
p4bo,u56,POS,0.2,10.0,R6,1,1.0
p4bo,u56,POS,0.2,10.0,R3,1,1.0
p4bo,u56,POS,0.2,10.0,PRICE,1,1.0
p4bo,u56,POS,0.5,10.0,VOL,1,1.0
p4bo,u56,POS,0.5,10.0,MOM,1,1.0
p4bo,u56,POS,0.5,10.0,R6,1,1.0
p4bo,u56,POS,0.5,10.0,R3,1,1.0
p4bo,u56,POS,0.5,10.0,PRICE,1,1.0
p4bo,u56,POS,1.0,10.0,VOL,1,0.95
p4bo,u56,POS,1.0,10.0,MOM,1,0.95
p4bo,u56,POS,1.0,10.0,R6,1,0.95
p4bo,u56,POS,1.0,10.0,R3,1,0.95
p4bo,u56,POS,1.0,10.0,PRICE,1,0.95
p4bo,u56,NEG,0.2,10.0,VOL,1,1.0
p4bo,u56,NEG,0.2,10.0,MOM,1,1.0
p4bo,u56,NEG,0.2,10.0,R6,1,1.0
p4bo,u56,NEG,0.2,10.0,R3,1,1.0
p4bo,u56,NEG,0.2,10.0,PRICE,1,1.0
p4bo,u56,NEG,0.5,10.0,VOL,0,1.0
p4bo,u56,NEG,0.5,10.0,MOM,1,1.0
p4bo,u56,NEG,0.5,10.0,R6,1,1.0
p4bo,u56,NEG,0.5,10.0,R3,1,1.0
p4bo,u56,NEG,0.5,10.0,PRICE,1,1.0
p4bo,u56,NEG,1.0,10.0,VOL,0,0.95
p4bo,u56,NEG,1.0,10.0,MOM,0,0.95
p4bo,u56,NEG,1.0,10.0,R6,0,0.95
p4bo,u56,NEG,1.0,10.0,R3,0,0.95
p4bo,u56,NEG,1.0,10.0,PRICE,1,0.95
p4bo,u56,POS,0.2,25.0,VOL,1,1.0
p4bo,u56,POS,0.2,25.0,MOM,1,1.0
p4bo,u56,POS,0.2,25.0,R6,1,1.0
p4bo,u56,POS,0.2,25.0,R3,1,1.0
p4bo,u56,POS,0.2,25.0,PRICE,1,1.0
p4bo,u56,POS,0.5,25.0,VOL,1,0.85
p4bo,u56,POS,0.5,25.0,MOM,1,0.85
p4bo,u56,POS,0.5,25.0,R6,1,0.85
p4bo,u56,POS,0.5,25.0,R3,1,0.85
p4bo,u56,POS,0.5,25.0,PRICE,1,0.85
p4bo,u56,POS,1.0,25.0,VOL,1,0.25
p4bo,u56,POS,1.0,25.0,MOM,1,0.25
p4bo,u56,POS,1.0,25.0,R6,1,0.25
p4bo,u56,POS,1.0,25.0,R3,1,0.25
p4bo,u56,POS,1.0,25.0,PRICE,0,0.25
p4bo,u56,NEG,0.2,25.0,VOL,1,1.0
p4bo,u56,NEG,0.2,25.0,MOM,1,1.0
p4bo,u56,NEG,0.2,25.0,R6,1,1.0
p4bo,u56,NEG,0.2,25.0,R3,1,1.0
p4bo,u56,NEG,0.2,25.0,PRICE,1,1.0
p4bo,u56,NEG,0.5,25.0,VOL,0,0.9
p4bo,u56,NEG,0.5,25.0,MOM,1,0.9
p4bo,u56,NEG,0.5,25.0,R6,0,0.9
p4bo,u56,NEG,0.5,25.0,R3,0,0.9
p4bo,u56,NEG,0.5,25.0,PRICE,1,0.9
p4bo,u56,NEG,1.0,25.0,VOL,0,0.35
p4bo,u56,NEG,1.0,25.0,MOM,0,0.35
p4bo,u56,NEG,1.0,25.0,R6,0,0.35
p4bo,u56,NEG,1.0,25.0,R3,0,0.35
p4bo,u56,NEG,1.0,25.0,PRICE,1,0.35
p4bo,broad,POS,0.2,10.0,VOL,0,0.15
p4bo,broad,POS,0.2,10.0,MOM,0,0.15
p4bo,broad,POS,0.2,10.0,R6,1,0.15
p4bo,broad,POS,0.2,10.0,R3,0,0.15
p4bo,broad,POS,0.2,10.0,PRICE,0,0.15
p4bo,broad,POS,0.5,10.0,VOL,0,0.25
p4bo,broad,POS,0.5,10.0,MOM,0,0.25
p4bo,broad,POS,0.5,10.0,R6,0,0.25
p4bo,broad,POS,0.5,10.0,R3,1,0.25
p4bo,broad,POS,0.5,10.0,PRICE,0,0.25
p4bo,broad,POS,1.0,10.0,VOL,0,0.4
p4bo,broad,POS,1.0,10.0,MOM,0,0.4
p4bo,broad,POS,1.0,10.0,R6,1,0.4
p4bo,broad,POS,1.0,10.0,R3,1,0.4
p4bo,broad,POS,1.0,10.0,PRICE,0,0.4
p4bo,broad,NEG,0.2,10.0,VOL,0,0.0
p4bo,broad,NEG,0.2,10.0,MOM,0,0.0
p4bo,broad,NEG,0.2,10.0,R6,0,0.0
p4bo,broad,NEG,0.2,10.0,R3,0,0.0
p4bo,broad,NEG,0.2,10.0,PRICE,0,0.0
p4bo,broad,NEG,0.5,10.0,VOL,0,0.1
p4bo,broad,NEG,0.5,10.0,MOM,1,0.1
p4bo,broad,NEG,0.5,10.0,R6,0,0.1
p4bo,broad,NEG,0.5,10.0,R3,0,0.1
p4bo,broad,NEG,0.5,10.0,PRICE,0,0.1
p4bo,broad,NEG,1.0,10.0,VOL,0,0.25
p4bo,broad,NEG,1.0,10.0,MOM,0,0.25
p4bo,broad,NEG,1.0,10.0,R6,0,0.25
p4bo,broad,NEG,1.0,10.0,R3,0,0.25
p4bo,broad,NEG,1.0,10.0,PRICE,0,0.25
p4bo,broad,POS,0.2,25.0,VOL,0,0.0
p4bo,broad,POS,0.2,25.0,MOM,0,0.0
p4bo,broad,POS,0.2,25.0,R6,0,0.0
p4bo,broad,POS,0.2,25.0,R3,0,0.0
p4bo,broad,POS,0.2,25.0,PRICE,0,0.0
p4bo,broad,POS,0.5,25.0,VOL,0,0.0
p4bo,broad,POS,0.5,25.0,MOM,0,0.0
p4bo,broad,POS,0.5,25.0,R6,0,0.0
p4bo,broad,POS,0.5,25.0,R3,0,0.0
p4bo,broad,POS,0.5,25.0,PRICE,0,0.0
p4bo,broad,POS,1.0,25.0,VOL,0,0.0
p4bo,broad,POS,1.0,25.0,MOM,0,0.0
p4bo,broad,POS,1.0,25.0,R6,0,0.0
p4bo,broad,POS,1.0,25.0,R3,0,0.0
p4bo,broad,POS,1.0,25.0,PRICE,0,0.0
p4bo,broad,NEG,0.2,25.0,VOL,0,0.0
p4bo,broad,NEG,0.2,25.0,MOM,0,0.0
p4bo,broad,NEG,0.2,25.0,R6,0,0.0
p4bo,broad,NEG,0.2,25.0,R3,0,0.0
p4bo,broad,NEG,0.2,25.0,PRICE,0,0.0
p4bo,broad,NEG,0.5,25.0,VOL,0,0.0
p4bo,broad,NEG,0.5,25.0,MOM,0,0.0
p4bo,broad,NEG,0.5,25.0,R6,0,0.0
p4bo,broad,NEG,0.5,25.0,R3,0,0.0
p4bo,broad,NEG,0.5,25.0,PRICE,0,0.0
p4bo,broad,NEG,1.0,25.0,VOL,0,0.0
p4bo,broad,NEG,1.0,25.0,MOM,0,0.0
p4bo,broad,NEG,1.0,25.0,R6,0,0.0
p4bo,broad,NEG,1.0,25.0,R3,0,0.0
p4bo,broad,NEG,1.0,25.0,PRICE,0,0.0
p4bo,small,POS,0.2,10.0,VOL,0,0.0
p4bo,small,POS,0.2,10.0,MOM,0,0.0
p4bo,small,POS,0.2,10.0,R6,0,0.0
p4bo,small,POS,0.2,10.0,R3,0,0.0
p4bo,small,POS,0.2,10.0,PRICE,0,0.0
p4bo,small,POS,0.5,10.0,VOL,0,0.0
p4bo,small,POS,0.5,10.0,MOM,0,0.0
p4bo,small,POS,0.5,10.0,R6,0,0.0
p4bo,small,POS,0.5,10.0,R3,0,0.0
p4bo,small,POS,0.5,10.0,PRICE,0,0.0
p4bo,small,POS,1.0,10.0,VOL,0,0.0
p4bo,small,POS,1.0,10.0,MOM,0,0.0
p4bo,small,POS,1.0,10.0,R6,0,0.0
