panel,book,cost,arm,group,IS_CAGR,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,gross
small,V1u,10.0,abs12-rw,C,0.07716659367462686,0.08759504920666195,0.6388490026755541,-0.3074230369553095,0.750196958807395
small,V1u,10.0,vol60-dg,C,0.07009360638757411,0.06851269253066272,0.5212426988023865,-0.34024530376476536,0.748241773498269
small,V1u,10.0,vol60-rw,C,0.07009360638757411,0.062272856359570916,0.4791292491890512,-0.34024530376476436,0.7489476068503021
small,V1u,10.0,v1gate-dg,C,0.06951298651569737,0.07603051642667524,0.576436645999109,-0.3345902662932111,0.7346422893696292
small,V1u,10.0,v1gate-rw,C,0.08524558883332123,0.07921670849894169,0.5806618551671671,-0.3283573771619781,0.747489329540148
small,V1u,10.0,stop15,C,0.0661656287185175,0.06816568414393331,0.523385573488072,-0.3314226244940357,0.7477788544671161
small,V1u,10.0,stop25,C,0.0700603873805723,0.06478214624362288,0.4945276582688437,-0.35204142230634694,0.7499362331173038
small,V1u,10.0,ddctl-8/.5/recover,C,0.057652062648622326,0.040800712284698504,0.46723053163236944,-0.2219098242150621,0.48094608895395025
small,V1u,10.0,ddctl-8/.5/high,C,0.05643138213109933,0.04774272137006008,0.5481943109738862,-0.22190982421506356,0.4684574348438991
small,V1u,10.0,ebud-0.10,C,0.032835141069056384,0.011181661472086768,0.24203428442919983,-0.1926245791981187,0.277636262969245
small,V1u,10.0,ebud-0.20,C,0.06166499443607876,0.01908476555919525,0.24417112027820617,-0.31937131448322054,0.5033317267479512
small,V1u,25.0,control,C,0.017741917044399758,0.01861917757130116,0.19789328807651982,-0.440945755537582,0.7501801616258374
small,V1u,25.0,g200-dg,C,0.017970599390460418,0.022564328203402262,0.225303451965607,-0.4344835275773198,0.7362009064824449
small,V1u,25.0,g200-rw,C,0.031757645575268834,0.03544808975838709,0.30373314688955766,-0.430356064471878,0.7502109060674274
small,V1u,25.0,band3-dg,C,0.019867647118592346,0.01384624058721795,0.16689469486817035,-0.43378383787680064,0.7161988805418575
small,V1u,25.0,band3-rw,C,0.016332341999606204,0.01567899232761838,0.17743062183199598,-0.45378456353561336,0.7501726453047503
small,V1u,25.0,abs12-dg,C,0.018792259247124576,0.021271254781599858,0.2170039340953264,-0.4379198295001888,0.733459413706501
small,V1u,25.0,abs12-rw,C,0.02484693202934496,0.03466546094560785,0.30302953497406415,-0.41320258565100987,0.750196958807395
small,V1u,25.0,vol60-dg,C,0.017741917044399758,0.016594327104733075,0.18504538314842414,-0.4409457555375823,0.748241773498269
small,V1u,25.0,vol60-rw,C,0.017741917044399758,0.010513860375828354,0.14470951515964914,-0.4409457555375811,0.7489476068503021
small,V1u,25.0,v1gate-dg,C,0.017970599390460418,0.02439821441974077,0.23815193523658504,-0.43448352757732067,0.7346422893696292
small,V1u,25.0,v1gate-rw,C,0.031757645575268834,0.026724735037732872,0.250067051410945,-0.43035606447187935,0.747489329540148
small,V1u,25.0,stop15,C,0.013936773185752926,0.016029488468123132,0.18167032444232284,-0.43346198111863476,0.7477788544671161
small,V1u,25.0,stop25,C,0.01771025094761991,0.012945273059978168,0.16074661623705128,-0.4509372849086295,0.7499362331173038
small,V1u,25.0,ddctl-8/.5/recover,C,0.01366735991243928,0.015797341654526953,0.2274171643466899,-0.27809930702069274,0.44167832322919187
small,V1u,25.0,ddctl-8/.5/high,C,0.016903219170340655,0.011418249574810968,0.18096502817233429,-0.2780993070206924,0.4283359675291034
small,V1u,25.0,ebud-0.10,C,0.016760474907640432,-0.004567910172176393,-0.06307975891966584,-0.22957929811692113,0.277636262969245
small,V1u,25.0,ebud-0.20,C,0.02943272788668083,-0.011954737382619207,-0.07590118955195838,-0.37923977856856683,0.5033317267479512
small,TOP20,10.0,control,C,0.10826589071508241,0.17097711041046781,0.8091056551333645,-0.30849894580592363,0.7502376510889226
small,TOP20,10.0,g200-dg,C,0.10637292144686561,0.16499503732688536,0.794793248585139,-0.2811999593691218,0.7485592028456236
small,TOP20,10.0,g200-rw,C,0.10571479323422239,0.16486171273498273,0.787452815750653,-0.3079276572332219,0.7501324679081477
small,TOP20,10.0,band3-dg,C,0.10699039004633426,0.16662653329618582,0.7995393746461988,-0.2863676640665105,0.7486994366528297
small,TOP20,10.0,band3-rw,C,0.10744444997879721,0.1660221900114005,0.790946496593393,-0.31478105418101243,0.7500345076733052
small,TOP20,10.0,abs12-dg,C,0.10528807177822941,0.16742874869909352,0.7997940857720515,-0.30849894580592363,0.7483909814077989
small,TOP20,10.0,abs12-rw,C,0.10592575296045159,0.16839603389440105,0.8011256431488029,-0.30849894580592363,0.7502347739479365
small,TOP20,10.0,vol60-dg,C,0.03305238943125688,0.048182910716081384,0.4779145002303766,-0.1743852988044422,0.48749041217733785
small,TOP20,10.0,vol60-rw,C,0.05763395516387981,0.06794871214954679,0.45725921823206134,-0.3104062808568103,0.7470693504942116
small,TOP20,10.0,v1gate-dg,C,0.03256404118201606,0.04820362071208373,0.4789696684965174,-0.1743852988044422,0.4871777198261035
small,TOP20,10.0,v1gate-rw,C,0.055050005432582205,0.07490987290262074,0.5010245055239898,-0.27431689686219785,0.7452240090976313
small,TOP20,10.0,stop15,C,0.08861667553213604,0.1433388351613354,0.7393956271436677,-0.2686468692575682,0.7202111452010802
small,TOP20,10.0,stop25,C,0.09674337883387296,0.15893216607238703,0.7813797263477621,-0.29068167175552595,0.7408781988905909
small,TOP20,10.0,ddctl-8/.5/recover,C,0.0682043237735166,0.10113155137852536,0.7288653409851634,-0.20106460515133429,0.48449852583196923
small,TOP20,10.0,ddctl-8/.5/high,C,0.07130974986308591,0.0876541184293178,0.6710105665540217,-0.19302230552602395,0.4483817852884235
small,TOP20,10.0,ebud-0.10,C,0.08331121106173,0.10021988722810327,0.62238966886037,-0.26842195996962714,0.5915796620848328
small,TOP20,10.0,ebud-0.20,C,0.11064847298102531,0.16378025010645647,0.7922553146106635,-0.30167155631651643,0.7405454141994763
small,TOP20,25.0,control,C,0.08373569721049745,0.14135706840808382,0.6962918593916119,-0.3097889357986776,0.7502376510889226
small,TOP20,25.0,g200-dg,C,0.08187763480651844,0.13548942601076175,0.6801590133954492,-0.28264648171911566,0.7485592028456236
small,TOP20,25.0,g200-rw,C,0.08123201565583238,0.13518778634955053,0.6735246791215828,-0.30945295449365295,0.7501324679081477
small,TOP20,25.0,band3-dg,C,0.08249521649593916,0.13712424587758498,0.6853713739463069,-0.2878246095401372,0.7486994366528297
small,TOP20,25.0,band3-rw,C,0.08291880675459695,0.1364153950730338,0.6775639512279942,-0.3162224587355288,0.7500345076733052
small,TOP20,25.0,abs12-dg,C,0.08087236407002951,0.13795068715439607,0.6863773596528533,-0.3097889357986776,0.7483909814077989
small,TOP20,25.0,abs12-rw,C,0.08153283062489813,0.13885183557092273,0.6880220061586335,-0.3097889357986776,0.7502347739479365
small,TOP20,25.0,vol60-dg,C,0.010404037055687265,0.027178198731881764,0.296175986665756,-0.18993234982253338,0.48749041217733785
small,TOP20,25.0,vol60-rw,C,0.029690685070763223,0.033529738706431944,0.27410857695705193,-0.3489249244521284,0.7470693504942116
small,TOP20,25.0,v1gate-dg,C,0.009968996981894795,0.027223115043722323,0.2970145550412843,-0.18959042962312522,0.4871777198261035
small,TOP20,25.0,v1gate-rw,C,0.027094184214516925,0.04056034489701932,0.31504674534434085,-0.3515131460744728,0.7452240090976313
small,TOP20,25.0,stop15,C,0.059479803668401665,0.10447201571489773,0.5759574415875605,-0.31644353946152404,0.7202111452010802
small,TOP20,25.0,stop25,C,0.07130988727218979,0.12653048281004975,0.6524014011169706,-0.3045527898074274,0.7408781988905909
small,TOP20,25.0,ddctl-8/.5/recover,C,0.055487670164895864,0.09875050644278094,0.726414047643807,-0.20884601822731863,0.4774414826588869
small,TOP20,25.0,ddctl-8/.5/high,C,0.06058496919051404,0.08425829621687564,0.6611285391875689,-0.2088460182273182,0.4462807191535315
small,TOP20,25.0,ebud-0.10,C,0.06665077885591542,0.08299788704128974,0.5344445801461954,-0.26934734559187623,0.5915796620848328
small,TOP20,25.0,ebud-0.20,C,0.0863570898045416,0.1353727316144473,0.681419573302655,-0.3029070451977667,0.7405454141994763
small,EWall,10.0,control,C,0.10331123381065299,0.10089643214031607,0.6366624355474834,-0.36166373582084055,0.7501008892339182
small,EWall,10.0,g200-dg,C,0.03310944026882057,0.03711646003531155,0.5504275280301452,-0.14270715775313458,0.3778960122588028
small,EWall,10.0,g200-rw,C,0.050305673513820315,0.07382991597741184,0.5354740460541031,-0.38239943767382467,0.7500917304181896
small,EWall,10.0,band3-dg,C,0.037488158332042554,0.03837588361212907,0.5664863714962136,-0.1470362580000889,0.37715651358601243
small,EWall,10.0,band3-rw,C,0.06074930106407961,0.08082201079563234,0.5750092709182847,-0.37675263629148525,0.7501087536175585
small,EWall,10.0,abs12-dg,C,0.045482876397897165,0.03614728350658436,0.5280551372463703,-0.12879040420882493,0.39024575333464107
small,EWall,10.0,abs12-rw,C,0.08703146330421196,0.08402491338280904,0.5844625221245133,-0.3511538585830287,0.750123100194862
small,EWall,10.0,vol60-dg,C,0.06433451948267366,0.027033005525108678,0.3045044582097228,-0.21427820921876595,0.5866302170101508
small,EWall,10.0,vol60-rw,C,0.08076594687507122,0.0386657855176602,0.3283211971347637,-0.3502936762057103,0.7500422434932876
small,EWall,10.0,v1gate-dg,C,0.026645232379206796,0.010488438734623351,0.23420672839122583,-0.11919796501094648,0.314498931238243
small,EWall,10.0,v1gate-rw,C,0.045247157053363685,0.03139636424374004,0.29095981782086194,-0.39980691311185357,0.7500295104604584
small,EWall,10.0,stop15,C,0.065114322481989,0.07960918719932808,0.5614110203245175,-0.3317912586326044,0.7168591819583223
small,EWall,10.0,stop25,C,0.083121701126881,0.08919748664823457,0.5984267629635084,-0.3423858856559818,0.7359995181892164
small,EWall,10.0,ddctl-8/.5/recover,C,0.06742483286397016,0.07818324692139456,0.7042019824504229,-0.2320656836177164,0.5449091107350603
small,EWall,10.0,ddctl-8/.5/high,C,0.062299068901205956,0.07533023082261514,0.7111513874055176,-0.2320656836177164,0.5134570103058154
small,EWall,10.0,ebud-0.10,C,0.10331123381065299,0.10089643214031607,0.6366624355474834,-0.36166373582084055,0.7501008892339182
small,EWall,10.0,ebud-0.20,C,0.10331123381065299,0.10089643214031607,0.6366624355474834,-0.36166373582084055,0.7501008892339182
small,EWall,25.0,control,C,0.10076444522090289,0.09782050310343715,0.6206770724346838,-0.36426007858274945,0.7501008892339182
small,EWall,25.0,g200-dg,C,0.027418690082489316,0.031329371466825906,0.4713315713770696,-0.1500297687939054,0.3778960122588028
small,EWall,25.0,g200-rw,C,0.0352126307361913,0.056611740041272895,0.43164798619867045,-0.39948582967311075,0.7500917304181896
small,EWall,25.0,band3-dg,C,0.033339005661336074,0.033899609793537344,0.5055965085014014,-0.1526692136114992,0.37715651358601243
small,EWall,25.0,band3-rw,C,0.049793341190954576,0.06751650996241287,0.4958261821428166,-0.39014913159496745,0.7501087536175585
small,EWall,25.0,abs12-dg,C,0.04072828330808975,0.03139730765224935,0.4644142560974126,-0.13473586179604624,0.39024575333464107
small,EWall,25.0,abs12-rw,C,0.07546395720509391,0.07078436793851295,0.5076175846145602,-0.3643082154748435,0.750123100194862
small,EWall,25.0,vol60-dg,C,0.05908406027073032,0.020494985817709033,0.24428871161050636,-0.22114209511898586,0.5866302170101508
small,EWall,25.0,vol60-rw,C,0.07322549940604506,0.027520813206586503,0.2562779927308283,-0.36047453251158756,0.7500422434932876
small,EWall,25.0,v1gate-dg,C,0.020580301420441094,0.004442953913557535,0.11382380272198883,-0.12733836282440802,0.314498931238243
small,EWall,25.0,v1gate-rw,C,0.027409547035281756,0.009127886131771401,0.13528981693967165,-0.4196414571011672,0.7500295104604584
small,EWall,25.0,stop15,C,0.05284578543915108,0.06322309096001932,0.4651461597507693,-0.34889221646585444,0.7168591819583223
small,EWall,25.0,stop25,C,0.07660676315787174,0.08034846668126217,0.5491233870794882,-0.35174808507830135,0.7359995181892164
small,EWall,25.0,ddctl-8/.5/recover,C,0.07513510635838694,0.07553049086706154,0.6830863344772165,-0.23421384151565972,0.5445232782706466
small,EWall,25.0,ddctl-8/.5/high,C,0.06026310143251212,0.07271226138788744,0.6895702661256945,-0.23421384151565972,0.5125988221622483
small,EWall,25.0,ebud-0.10,C,0.10076444522090289,0.09782050310343715,0.6206770724346838,-0.36426007858274945,0.7501008892339182
small,EWall,25.0,ebud-0.20,C,0.10076444522090289,0.09782050310343715,0.6206770724346838,-0.36426007858274945,0.7501008892339182
