panel,window,win_bars,cadence,cad_bars,n_choices,n_moves,move_rate,n_interior,interior_share,pick_first,pick_last,pick_med,pick_min,pick_max,pick_sd,mean_abs_step,turn_per_yr,turn_per_yr_frozen_at_med,switch_turn_per_yr,switch_drag_bps_yr,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,L_H1,L_H2,L_OOS,L_DD,L_CAGR,O_S,O_DD,O_CAGR,A_H1,A_H2,A_DD,pass_4b,pass_4b_oos,pass_4a
U56,WEXP,-1,R1Y,252,13,5,0.4166666666666667,13,1.0,0.675,0.625,0.625,0.525,0.675,0.04264868411112184,0.025000000000000005,2.4467451429464293,2.435615544523417,0.011129598423012421,0.11129598423012421,0.1286702607473318,1.1193426771840387,-0.16119766174192485,0.9220566421273169,1.3030369044612877,0.13625444380069873,1.1519788470438341,-0.1611976617419244,True,True,True,True,True,True,True,True,True,False,False,True,True,False
U56,WEXP,-1,R2Y,504,7,4,0.6666666666666666,7,1.0,0.675,0.625,0.625,0.55,0.675,0.038188130791298666,0.041666666666666664,2.4481979239657554,2.435615544523417,0.012582379442338532,0.12582379442338532,0.13022914427574483,1.1356095844173417,-0.16119766174192485,0.9448997819296866,1.31679864051121,0.13830508543864561,1.1727577000398024,-0.1611976617419244,True,True,True,True,True,True,True,True,True,False,False,True,True,False
B136,W504,504,R6M,126,26,20,0.8,23,0.8846153846153846,0.5,0.425,0.44999999999999996,0.3,1.0,0.22042790553480643,0.105,2.660890112914265,2.057397344893025,0.6034927680212396,6.034927680212396,0.09427532109495385,0.817314669657362,-0.1804527848340537,0.8110065933689703,0.8724784521613795,0.10855136990131431,0.8553813988487768,-0.18045278483405403,True,False,False,True,False,False,True,True,True,False,False,False,False,False
B136,W504,504,R1Y,252,13,11,0.9166666666666666,12,0.9230769230769231,0.5,0.475,0.475,0.3,1.0,0.20056011311913188,0.16041666666666668,2.4660885640722254,2.1668375463112644,0.2992510177609611,2.992510177609611,0.08595637698854097,0.792965606785158,-0.18045278483405391,0.8232232552101466,0.8095316827983399,0.09649816395812683,0.8200522045204788,-0.18045278483405414,True,False,False,True,False,False,True,False,True,False,False,False,False,False
B136,W504,504,R2Y,504,7,6,1.0,6,0.8571428571428571,0.5,0.475,0.475,0.3,1.0,0.2306822180279306,0.2791666666666667,2.437813412572946,2.1668375463112644,0.27097586626168146,2.7097586626168146,0.08862294606199317,0.8259264168159306,-0.1804527848340538,0.7333993061496562,0.9147181426904991,0.09984614697889471,0.8709806185515588,-0.18045278483405358,True,False,False,True,False,False,True,False,False,False,False,False,False,False
B136,W756,756,R6M,126,26,23,0.92,24,0.9230769230769231,0.475,0.45,0.475,0.375,1.0,0.19636357566044127,0.08099999999999997,2.7088609198196756,2.1668375463112644,0.5420233735084112,5.420233735084112,0.10809647509224596,0.9206663626439553,-0.14624283097171287,0.8511195389749804,1.0137717251913865,0.1241159340833704,0.96954736834036,-0.14624283097171276,True,False,True,True,True,True,True,True,True,False,False,False,True,False
B136,W756,756,R1Y,252,13,10,0.8333333333333334,13,1.0,0.475,0.5,0.475,0.4,0.9,0.1689427911059441,0.08958333333333335,2.59498210671837,2.1668375463112644,0.4281445604071057,4.281445604071057,0.1066426411109711,0.925884044483772,-0.14624283097171287,0.8597121395114445,1.0126328688413306,0.12348026372905241,0.9820356580482945,-0.1462428309717133,True,False,True,True,True,True,True,True,True,False,False,False,True,False
B136,W756,756,R2Y,504,7,6,1.0,7,1.0,0.475,0.5,0.475,0.4,0.8,0.15265507337973222,0.12916666666666668,2.527452190576703,2.1668375463112644,0.36061464426543877,3.6061464426543877,0.10443438684069428,0.9135513827435959,-0.16459993227628156,0.7990122784587177,1.0262994708094795,0.12046771058280537,0.9732058315094589,-0.164599932276282,True,False,True,True,True,True,True,True,True,False,False,False,True,False
B136,W1260,1260,R6M,126,26,20,0.8,26,1.0,0.575,0.5,0.5375000000000001,0.4,0.9,0.13396684434820202,0.05099999999999999,2.6690548398990717,2.4934908386487518,0.1755640012503199,1.755640012503199,0.11103009201257685,0.9363434013442304,-0.15355175842646362,0.8230668817658108,1.0482336633318297,0.12722943483347526,1.00018997289873,-0.15355175842646362,True,False,True,True,True,True,True,True,True,False,False,False,True,False
B136,W1260,1260,R1Y,252,13,9,0.75,13,1.0,0.575,0.55,0.55,0.425,0.725,0.12125809515667661,0.05208333333333332,2.5718188862721907,2.4934908386487518,0.07832804762343892,0.7832804762343892,0.10712637152115367,0.9209426427596107,-0.15355175842646385,0.8282913008850968,1.016444343111781,0.12123277221717799,0.9751522594405139,-0.15355175842646418,True,False,True,True,True,True,True,True,True,False,False,False,True,False
B136,W1260,1260,R2Y,504,7,6,1.0,7,1.0,0.575,0.55,0.55,0.425,0.725,0.12198750911856662,0.10416666666666664,2.563196021648558,2.4934908386487518,0.06970518299980633,0.6970518299980633,0.10804897078038844,0.9282476837578573,-0.17008449150995586,0.8180097605323021,1.0314248891857407,0.12237696740208692,0.9948942842878201,-0.17008449150995586,True,False,True,True,True,True,True,True,True,False,False,False,True,False
B136,WEXP,-1,R6M,126,26,10,0.4,26,1.0,0.575,0.6,0.575,0.475,0.625,0.04104406637524338,0.012999999999999994,2.608887242532698,2.601963772999522,0.006923469533175908,0.06923469533175908,0.10969980372793242,0.9430236245373045,-0.1423976012985687,0.8645076109010622,1.016138306182584,0.12288988455581062,1.00428571660534,-0.14239760129856893,True,False,True,True,True,True,True,True,True,False,False,False,True,False
B136,WEXP,-1,R1Y,252,13,8,0.6666666666666666,13,1.0,0.575,0.6,0.575,0.475,0.625,0.043485924631145194,0.02708333333333332,2.599117588890018,2.601963772999522,-0.002846184109503991,-0.028461841095039908,0.10914421880394531,0.9398326932359234,-0.1423976012985687,0.8630259962312252,1.0112226949246035,0.12222556294719822,1.000073027910187,-0.14239760129856904,True,False,True,True,True,True,True,True,True,False,False,False,True,False
B136,WEXP,-1,R2Y,504,7,4,0.6666666666666666,7,1.0,0.575,0.6,0.575,0.5,0.625,0.04190408549237628,0.0375,2.5899164536512607,2.601963772999522,-0.012047319348261532,-0.12047319348261532,0.11023086117920444,0.9532204965661493,-0.14239760129856893,0.8659658335176456,1.0329100022304236,0.123645564073245,1.0201407805882658,-0.1423976012985687,True,False,True,True,True,True,True,True,True,False,False,False,True,False
