arm,d,k,draw,n,is_pick,anchor,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,keep4a,keep4b,first_fail,v2_Sharpe,v2_OOS_Sharpe,m_H1,m_H2,m_OOS,m_DD,m_CAGR
U56-drop,5,50,8,20,True,True,0.128984,1.124452,-0.180864,1.104334,1.148026,1.008949,0.147642,1.212348,-0.180864,False,True,-,1.223,1.293,0.147714,0.31401,0.330337,0.02144,0.022388
U56-drop,5,50,8,30,False,False,0.112692,1.157628,-0.150477,1.09726,1.214805,0.9849,0.13084,1.292383,-0.150477,False,True,-,1.223,1.293,0.14064,0.380789,0.410372,0.051826,0.006096
U56-drop,5,50,9,10,False,False,0.113267,0.884484,-0.174188,0.923446,0.852944,0.889862,0.116997,0.88166,-0.174188,False,False,H1,1.1478,1.2044,-0.033174,0.018928,-0.00035,0.028116,0.00667
U56-drop,5,50,9,20,True,True,0.115469,1.059756,-0.181436,1.0542,1.068787,0.979687,0.127849,1.121858,-0.181436,False,True,-,1.1478,1.2044,0.09758,0.234771,0.239847,0.020867,0.008873
U56-drop,5,50,9,30,False,False,0.100861,1.077012,-0.16111,1.044263,1.108828,0.938983,0.114405,1.186267,-0.16111,False,False,CAGR,1.1478,1.2044,0.087643,0.274813,0.304256,0.041194,-0.005735
U56-drop,5,50,10,10,False,False,0.132454,0.96997,-0.173473,0.962359,0.980942,0.924471,0.144521,1.005927,-0.173473,False,True,-,1.2231,1.3007,0.005739,0.146926,0.123917,0.02883,0.025857
U56-drop,5,50,10,20,True,True,0.123993,1.104038,-0.181365,1.083958,1.1259,0.994943,0.139941,1.18812,-0.181365,False,True,-,1.2231,1.3007,0.127338,0.291884,0.306109,0.020938,0.017397
U56-drop,5,50,10,30,False,False,0.10665,1.127411,-0.1492,1.050598,1.199484,0.935332,0.125244,1.278743,-0.1492,False,True,-,1.2231,1.3007,0.093978,0.365468,0.396732,0.053104,5.4e-05
U56-drop,5,50,11,10,False,False,0.130282,0.961619,-0.165263,0.968208,0.960064,0.926579,0.14114,0.989874,-0.165263,False,True,-,1.222,1.2859,0.011588,0.126048,0.107863,0.03704,0.023686
U56-drop,5,50,11,20,True,True,0.126543,1.118128,-0.180342,1.111939,1.128557,1.038296,0.140507,1.179936,-0.180342,False,True,-,1.222,1.2859,0.155319,0.294541,0.297925,0.021962,0.019947
U56-drop,5,50,11,30,False,False,0.110877,1.148341,-0.151311,1.105879,1.189247,0.990275,0.127216,1.272459,-0.151311,False,True,-,1.222,1.2859,0.149259,0.355231,0.390448,0.050993,0.004281
U56-drop,5,50,12,10,False,False,0.132501,0.978186,-0.175326,0.962837,0.997406,0.911335,0.149161,1.030051,-0.175326,False,True,-,1.2236,1.3065,0.006217,0.16339,0.148041,0.026978,0.025905
U56-drop,5,50,12,20,True,True,0.122778,1.103934,-0.179724,1.079308,1.131216,0.985423,0.141127,1.193887,-0.179724,False,True,-,1.2236,1.3065,0.122688,0.297201,0.311877,0.022579,0.016181
U56-drop,5,50,12,30,False,False,0.107523,1.14629,-0.154084,1.069402,1.218178,0.964842,0.12624,1.286341,-0.154084,False,True,-,1.2236,1.3065,0.112782,0.384162,0.40433,0.048219,0.000926
U56-drop,5,50,13,10,False,False,0.122917,0.908329,-0.193246,0.838807,0.972874,0.788552,0.145147,0.997805,-0.193246,False,False,H1,1.1849,1.2792,-0.117813,0.138858,0.115794,0.009058,0.01632
U56-drop,5,50,13,20,False,True,0.115936,1.029916,-0.189852,0.952895,1.101439,0.869553,0.137793,1.150766,-0.189852,False,False,H1,1.1849,1.2792,-0.003725,0.267423,0.268755,0.012452,0.00934
U56-drop,5,50,13,30,True,False,0.104868,1.086928,-0.154569,0.991898,1.175393,0.888899,0.124363,1.24265,-0.154569,False,False,CAGR,1.1849,1.2792,0.035278,0.341377,0.36064,0.047734,-0.001728
U56-drop,5,50,14,10,False,False,0.114425,0.896384,-0.169302,0.800195,0.984068,0.755165,0.135741,1.00365,-0.169302,False,False,H1,1.1697,1.2597,-0.156425,0.150052,0.121639,0.033001,0.007829
U56-drop,5,50,14,20,False,True,0.11135,1.045559,-0.178663,0.974951,1.111548,0.902485,0.128638,1.156323,-0.178663,False,True,-,1.1697,1.2597,0.018331,0.277533,0.274312,0.023641,0.004754
U56-drop,5,50,14,30,True,False,0.097775,1.074697,-0.153273,1.008675,1.137061,0.912841,0.112427,1.203933,-0.153273,False,False,CAGR,1.1697,1.2597,0.052055,0.303045,0.321922,0.04903,-0.008822
U56-drop,5,50,15,10,False,False,0.133234,0.970415,-0.163727,0.938064,1.00417,0.882768,0.152657,1.03712,-0.163727,False,False,H1,1.2404,1.3257,-0.018556,0.170154,0.155109,0.038576,0.026638
U56-drop,5,50,15,20,False,True,0.123919,1.084757,-0.180982,1.05861,1.11335,0.959443,0.143473,1.179541,-0.180982,False,True,-,1.2404,1.3257,0.10199,0.279334,0.29753,0.021322,0.017323
U56-drop,5,50,15,30,True,False,0.111197,1.140615,-0.144195,1.099043,1.180927,0.975811,0.128956,1.268519,-0.144195,False,True,-,1.2404,1.3257,0.142423,0.346911,0.386508,0.058108,0.004601
U56-drop,5,50,16,10,False,False,0.11267,0.873518,-0.175717,0.834103,0.911674,0.793922,0.127095,0.9346,-0.175717,False,False,H1,1.1778,1.2382,-0.122517,0.077658,0.05259,0.026586,0.006074
U56-drop,5,50,16,20,True,True,0.114937,1.055673,-0.181436,1.023284,1.088817,0.93236,0.132162,1.149717,-0.181436,False,True,-,1.1778,1.2382,0.066664,0.254801,0.267706,0.020867,0.008341
U56-drop,5,50,16,30,False,False,0.098997,1.070518,-0.159018,1.021262,1.117503,0.905629,0.115249,1.199156,-0.159018,False,False,CAGR,1.1778,1.2382,0.064642,0.283487,0.317145,0.043285,-0.007599
U56-drop,5,50,17,10,False,False,0.136595,0.978209,-0.176796,0.967194,0.993735,0.924518,0.151975,1.020601,-0.176796,False,True,-,1.2433,1.3202,0.010574,0.15972,0.13859,0.025508,0.029999
U56-drop,5,50,17,20,True,True,0.132012,1.140081,-0.175805,1.1197,1.163842,1.019637,0.151509,1.231633,-0.175805,False,True,-,1.2433,1.3202,0.16308,0.329827,0.349622,0.026499,0.025415
U56-drop,5,50,17,30,False,False,0.112295,1.14521,-0.154267,1.073774,1.212253,0.957005,0.132588,1.290255,-0.154267,False,True,-,1.2433,1.3202,0.117154,0.378237,0.408244,0.048036,0.005698
U56-drop,5,50,18,10,False,False,0.113113,0.861566,-0.189327,0.870293,0.857649,0.842517,0.1206,0.877573,-0.189327,False,False,H1,1.1693,1.2163,-0.086327,0.023633,-0.004438,0.012977,0.006516
U56-drop,5,50,18,20,False,True,0.111231,1.018295,-0.174597,0.980401,1.055385,0.893289,0.127729,1.11437,-0.174597,False,True,-,1.1693,1.2163,0.023781,0.221369,0.232359,0.027707,0.004635
U56-drop,5,50,18,30,True,False,0.101168,1.083604,-0.14754,1.048833,1.117221,0.936371,0.115428,1.200184,-0.14754,False,False,CAGR,1.1693,1.2163,0.092213,0.283205,0.318173,0.054763,-0.005428
U56-drop,5,50,19,10,False,False,0.130876,0.945802,-0.194526,0.875914,1.01109,0.820961,0.155221,1.03871,-0.194526,False,False,H1,1.1892,1.2698,-0.080707,0.177074,0.1567,0.007778,0.024279
U56-drop,5,50,19,20,True,True,0.120839,1.063598,-0.18302,1.020944,1.106277,0.933864,0.140633,1.161485,-0.18302,False,True,-,1.1892,1.2698,0.064324,0.272261,0.279474,0.019283,0.014243
U56-drop,5,50,19,30,False,False,0.104247,1.08457,-0.153674,1.007908,1.156129,0.896094,0.123476,1.230891,-0.153674,False,False,CAGR,1.1892,1.2698,0.051288,0.322113,0.34888,0.048629,-0.00235
U56-drop,5,50,20,10,False,False,0.124307,0.92894,-0.17432,0.90276,0.955519,0.865642,0.137445,0.978056,-0.17432,False,False,H1,1.2215,1.2945,-0.05386,0.121503,0.096045,0.027984,0.01771
U56-drop,5,50,20,20,True,True,0.116685,1.049235,-0.180794,1.031694,1.069403,0.948454,0.132048,1.126493,-0.180794,False,True,-,1.2215,1.2945,0.075073,0.235387,0.244482,0.02151,0.010088
U56-drop,5,50,20,30,False,False,0.103497,1.095307,-0.159512,1.063444,1.126865,0.944365,0.119305,1.212584,-0.159512,False,False,CAGR,1.2215,1.2945,0.106824,0.292849,0.330573,0.042791,-0.0031
U56-drop,5,50,21,10,False,False,0.133413,0.989161,-0.18053,0.974497,1.006887,0.934291,0.147157,1.032165,-0.18053,False,True,-,1.2316,1.2975,0.017877,0.172871,0.150154,0.021773,0.026817
U56-drop,5,50,21,20,True,True,0.124909,1.114811,-0.178946,1.079697,1.150612,0.98643,0.143713,1.212603,-0.178946,False,True,-,1.2316,1.2975,0.123077,0.316596,0.330592,0.023357,0.018313
U56-drop,5,50,21,30,False,False,0.109478,1.14682,-0.161025,1.089384,1.201404,0.968293,0.128041,1.285251,-0.161025,False,True,-,1.2316,1.2975,0.132764,0.367388,0.403241,0.041279,0.002882
U56-drop,5,50,22,10,False,False,0.138818,0.999882,-0.166036,1.00355,1.002992,0.952559,0.153652,1.037829,-0.166036,False,True,-,1.2345,1.3225,0.04693,0.168976,0.155818,0.036267,0.032222
U56-drop,5,50,22,20,True,True,0.127861,1.122237,-0.181701,1.073244,1.170478,0.993621,0.147969,1.219549,-0.181701,False,True,-,1.2345,1.3225,0.116624,0.336462,0.337538,0.020603,0.021265
U56-drop,5,50,22,30,False,False,0.110709,1.146013,-0.153616,1.083714,1.204921,0.967872,0.129615,1.283829,-0.153616,False,True,-,1.2345,1.3225,0.127094,0.370905,0.401818,0.048687,0.004113
U56-drop,5,50,23,10,False,False,0.116511,0.891056,-0.178045,0.840863,0.938802,0.785326,0.134999,0.97111,-0.178045,False,False,H1,1.1657,1.2348,-0.115757,0.104786,0.0891,0.024258,0.009915
U56-drop,5,50,23,20,True,True,0.111943,1.026078,-0.174882,0.988961,1.063236,0.896108,0.129839,1.124831,-0.174882,False,True,-,1.1657,1.2348,0.032341,0.22922,0.24282,0.027422,0.005346
U56-drop,5,50,23,30,False,False,0.099062,1.066132,-0.152404,1.013839,1.11584,0.892986,0.116266,1.200635,-0.152404,False,False,CAGR,1.1657,1.2348,0.057219,0.281824,0.318625,0.0499,-0.007534
U56-drop,5,50,24,10,False,False,0.132023,0.956692,-0.173929,0.945863,0.972032,0.901359,0.147094,1.00015,-0.173929,False,False,H1,1.2409,1.3216,-0.010757,0.138016,0.118139,0.028375,0.025426
U56-drop,5,50,24,20,True,True,0.128323,1.127134,-0.181991,1.085543,1.169512,0.981231,0.150445,1.236843,-0.181991,False,True,-,1.2409,1.3216,0.128923,0.335496,0.354832,0.020313,0.021727
U56-drop,5,50,24,30,False,False,0.109126,1.138048,-0.153607,1.071911,1.20036,0.943476,0.129278,1.288386,-0.153607,False,True,-,1.2409,1.3216,0.115291,0.366344,0.406375,0.048697,0.002529
U56-drop,5,50,25,10,False,False,0.13296,0.954312,-0.17782,0.943841,0.969088,0.886134,0.14958,1.006986,-0.17782,False,False,H1,1.203,1.276,-0.012779,0.135072,0.124976,0.024483,0.026364
U56-drop,5,50,25,20,True,True,0.126686,1.099459,-0.178446,1.102609,1.103283,1.009991,0.142889,1.168124,-0.178446,False,True,-,1.203,1.276,0.145989,0.269267,0.286113,0.023858,0.020089
U56-drop,5,50,25,30,False,False,0.10816,1.117217,-0.156887,1.078271,1.155376,0.952199,0.12613,1.244411,-0.156887,False,True,-,1.203,1.276,0.121651,0.32136,0.3624,0.045416,0.001564
U56-drop,5,50,26,10,False,False,0.13482,0.992449,-0.167947,0.985336,1.004987,0.90582,0.153434,1.058597,-0.167947,False,True,-,1.2282,1.314,0.028716,0.170971,0.176586,0.034356,0.028223
U56-drop,5,50,26,20,True,True,0.123419,1.102021,-0.178295,1.146791,1.070979,1.03137,0.137257,1.156944,-0.178295,False,True,-,1.2282,1.314,0.190171,0.236963,0.274934,0.024008,0.016823
U56-drop,5,50,26,30,False,False,0.107463,1.132371,-0.154309,1.143188,1.12663,0.996794,0.122452,1.237416,-0.154309,False,True,-,1.2282,1.314,0.186568,0.292614,0.355405,0.047995,0.000867
U56-drop,5,50,27,10,False,False,0.124461,0.935905,-0.175513,0.899767,0.971505,0.859238,0.139921,0.994812,-0.175513,False,False,H1,1.213,1.2703,-0.056853,0.137489,0.112802,0.02679,0.017865
U56-drop,5,50,27,20,True,True,0.124169,1.111205,-0.178946,1.07908,1.14401,0.992082,0.141574,1.202434,-0.178946,False,True,-,1.213,1.2703,0.12246,0.309994,0.320423,0.023357,0.017572
U56-drop,5,50,27,30,False,False,0.107291,1.12872,-0.157146,1.081689,1.173741,0.973251,0.123121,1.250711,-0.157146,False,True,-,1.213,1.2703,0.125069,0.339725,0.3687,0.045157,0.000694
U56-drop,5,50,28,10,True,False,0.137183,0.988575,-0.176664,1.032217,0.955711,0.994932,0.143604,0.986509,-0.176664,False,True,-,1.205,1.2753,0.075597,0.121695,0.104498,0.025639,0.030587
U56-drop,5,50,28,20,False,True,0.126777,1.096774,-0.184379,1.065758,1.128533,0.959471,0.146596,1.201589,-0.184379,False,True,-,1.205,1.2753,0.109138,0.294517,0.319578,0.017924,0.020181
U56-drop,5,50,28,30,False,False,0.111359,1.126486,-0.160907,1.052483,1.195921,0.928042,0.131649,1.282156,-0.160907,False,True,-,1.205,1.2753,0.095863,0.361905,0.400145,0.041396,0.004763
U56-drop,5,50,29,10,False,False,0.127301,0.952292,-0.175382,0.951141,0.961238,0.920171,0.140161,0.979658,-0.175382,False,False,H1,1.151,1.258,-0.005479,0.127222,0.097647,0.026922,0.020705
U56-drop,5,50,29,20,True,True,0.117532,1.056056,-0.185209,1.024339,1.08972,0.939091,0.135689,1.144554,-0.185209,False,True,-,1.151,1.258,0.067719,0.255704,0.262544,0.017094,0.010936
U56-drop,5,50,29,30,False,False,0.103367,1.082837,-0.15656,1.000533,1.159369,0.882823,0.123461,1.237956,-0.15656,False,False,CAGR,1.151,1.258,0.043913,0.325353,0.355946,0.045744,-0.003229
U56-drop,5,50,30,10,False,False,0.132182,0.959669,-0.177261,0.897608,1.01884,0.833636,0.157538,1.053067,-0.177261,False,False,H1,1.2375,1.331,-0.059012,0.184824,0.171057,0.025043,0.025586
U56-drop,5,50,30,20,True,True,0.122331,1.08725,-0.178922,1.050604,1.125414,0.957725,0.142735,1.184606,-0.178922,False,True,-,1.2375,1.331,0.093983,0.291398,0.302595,0.023381,0.015735
U56-drop,5,50,30,30,False,False,0.105649,1.115902,-0.145762,1.056101,1.172548,0.942533,0.124008,1.249189,-0.145762,False,False,CAGR,1.2375,1.331,0.099481,0.338532,0.367179,0.056542,-0.000947
U56-drop,5,50,31,10,False,False,0.128952,0.944805,-0.185682,0.944847,0.948464,0.910597,0.138989,0.972212,-0.185682,False,False,H1,1.1973,1.274,-0.011773,0.114448,0.090202,0.016622,0.022356
U56-drop,5,50,31,20,True,True,0.120209,1.069353,-0.184702,1.067943,1.074067,0.987675,0.132708,1.13292,-0.184702,False,True,-,1.1973,1.274,0.111323,0.240051,0.250909,0.017602,0.013613
U56-drop,5,50,31,30,False,False,0.106066,1.108445,-0.148312,1.057299,1.157185,0.940907,0.121875,1.242836,-0.148312,False,False,CAGR,1.1973,1.274,0.100679,0.32317,0.360825,0.053992,-0.000531
U56-drop,5,50,32,10,False,False,0.133656,0.971678,-0.175106,0.972308,0.976619,0.930129,0.1468,1.005147,-0.175106,False,True,-,1.2486,1.3358,0.015688,0.142603,0.123136,0.027198,0.027059
U56-drop,5,50,32,20,True,True,0.128844,1.130295,-0.175337,1.132569,1.133777,1.056984,0.142689,1.187245,-0.175337,False,True,-,1.2486,1.3358,0.175949,0.299761,0.305235,0.026966,0.022248
U56-drop,5,50,32,30,False,False,0.111659,1.151476,-0.147607,1.091119,1.208611,0.974954,0.129913,1.289474,-0.147607,False,True,-,1.2486,1.3358,0.134499,0.374595,0.407463,0.054697,0.005063
U56-drop,5,50,33,10,False,False,0.124321,0.921422,-0.182747,0.886247,0.956347,0.836238,0.141158,0.986498,-0.182747,False,False,H1,1.1247,1.2419,-0.070373,0.122331,0.104488,0.019556,0.017725
U56-drop,5,50,33,20,False,True,0.113223,1.007977,-0.194392,0.924554,1.084923,0.836859,0.135262,1.137999,-0.194392,False,False,H1,1.1247,1.2419,-0.032066,0.250907,0.255989,0.007911,0.006627
U56-drop,5,50,33,30,True,False,0.102295,1.058237,-0.158225,0.960717,1.149501,0.848032,0.122289,1.225528,-0.158225,False,False,CAGR,1.1247,1.2419,0.004097,0.315485,0.343518,0.044078,-0.004302
U56-drop,5,50,34,10,False,False,0.13348,0.969906,-0.174331,0.966701,0.977894,0.919766,0.147244,1.009476,-0.174331,False,True,-,1.2403,1.2973,0.010081,0.143878,0.127465,0.027973,0.026884
U56-drop,5,50,34,20,True,True,0.125052,1.113175,-0.178089,1.110784,1.120344,1.018707,0.140339,1.185873,-0.178089,False,True,-,1.2403,1.2973,0.154164,0.286329,0.303862,0.024215,0.018456
U56-drop,5,50,34,30,False,False,0.107221,1.128794,-0.152427,1.076103,1.17892,0.969611,0.123203,1.254032,-0.152427,False,True,-,1.2403,1.2973,0.119483,0.344905,0.372021,0.049876,0.000624
U56-drop,5,50,35,10,False,False,0.132867,0.98426,-0.188766,1.023471,0.955619,0.995428,0.138583,0.97871,-0.188766,False,True,-,1.191,1.2657,0.066851,0.121603,0.096699,0.013538,0.026271
U56-drop,5,50,35,20,True,True,0.122884,1.094397,-0.184139,1.092514,1.101453,1.013025,0.136843,1.157276,-0.184139,False,True,-,1.191,1.2657,0.135894,0.267437,0.275266,0.018164,0.016288
U56-drop,5,50,35,30,False,False,0.105383,1.104834,-0.154728,1.073905,1.135132,0.962474,0.119819,1.217122,-0.154728,False,False,CAGR,1.191,1.2657,0.117285,0.301116,0.335111,0.047575,-0.001214
U56-drop,5,50,36,10,False,False,0.137743,0.988001,-0.161582,0.956922,1.020681,0.907162,0.156478,1.049924,-0.161582,False,True,-,1.2329,1.3126,0.000302,0.186665,0.167913,0.040721,0.031147
U56-drop,5,50,36,20,True,True,0.131122,1.136583,-0.182507,1.108261,1.167129,1.010222,0.151035,1.232519,-0.182507,False,True,-,1.2329,1.3126,0.151641,0.333114,0.350509,0.019796,0.024526
U56-drop,5,50,36,30,False,False,0.113185,1.155204,-0.150565,1.093999,1.213116,0.984657,0.131234,1.288324,-0.150565,False,True,-,1.2329,1.3126,0.137379,0.3791,0.406313,0.051738,0.006588
U56-drop,5,50,37,10,True,False,0.139545,1.014033,-0.176699,1.060545,0.979919,0.992643,0.149708,1.032542,-0.176699,False,True,-,1.1984,1.2884,0.103925,0.145903,0.150531,0.025604,0.032948
U56-drop,5,50,37,20,False,True,0.123137,1.082935,-0.183921,1.106957,1.066528,0.991012,0.137539,1.153966,-0.183921,False,True,-,1.1984,1.2884,0.150337,0.232512,0.271955,0.018382,0.016541
U56-drop,5,50,37,30,False,False,0.106962,1.097753,-0.161474,1.100811,1.097051,0.967754,0.120438,1.200682,-0.161474,False,True,-,1.1984,1.2884,0.144191,0.263035,0.318671,0.040829,0.000366
U56-drop,5,50,38,10,False,False,0.137345,1.004508,-0.175326,0.982675,1.028605,0.926397,0.154742,1.064565,-0.175326,False,True,-,1.1976,1.2978,0.026055,0.194589,0.182554,0.026978,0.030749
U56-drop,5,50,38,20,False,True,0.120494,1.070699,-0.185951,1.024991,1.115305,0.934388,0.139845,1.174328,-0.185951,False,True,-,1.1976,1.2978,0.068371,0.281289,0.292317,0.016353,0.013898
U56-drop,5,50,38,30,True,False,0.109807,1.136837,-0.152821,1.042504,1.224635,0.935629,0.129999,1.294247,-0.152821,False,True,-,1.1976,1.2978,0.085884,0.390619,0.412236,0.049482,0.00321
U56-drop,5,50,39,10,False,False,0.130646,0.939536,-0.1838,0.945182,0.941339,0.895344,0.144736,0.975087,-0.1838,False,False,H1,1.2221,1.2942,-0.011438,0.107323,0.093076,0.018503,0.024049
U56-drop,5,50,39,20,True,True,0.126845,1.104705,-0.18322,1.089557,1.123923,0.997145,0.144704,1.18666,-0.18322,False,True,-,1.2221,1.2942,0.132937,0.289907,0.304649,0.019084,0.020248
U56-drop,5,50,39,30,False,False,0.108344,1.121044,-0.158194,1.075802,1.164724,0.954657,0.126245,1.249636,-0.158194,False,True,-,1.2221,1.2942,0.119182,0.330709,0.367626,0.04411,0.001748
U56-drop,5,50,40,10,False,False,0.138609,0.998424,-0.165158,1.029775,0.976586,0.984812,0.147872,1.011247,-0.165158,False,True,-,1.2201,1.3026,0.073154,0.14257,0.129236,0.037145,0.032013
U56-drop,5,50,40,20,True,True,0.128166,1.1157,-0.180562,1.08448,1.147925,0.992949,0.146682,1.209501,-0.180562,False,True,-,1.2201,1.3026,0.12786,0.31391,0.32749,0.021742,0.02157
U56-drop,5,50,40,30,False,False,0.111764,1.139984,-0.154575,1.065514,1.209839,0.940552,0.13208,1.296188,-0.154575,False,True,-,1.2201,1.3026,0.108894,0.375823,0.414177,0.047728,0.005168
U56-drop,5,50,41,10,False,False,0.135214,0.97667,-0.176664,0.975353,0.983955,0.915505,0.151095,1.024374,-0.176664,False,True,-,1.2345,1.2941,0.018733,0.149939,0.142363,0.025639,0.028617
U56-drop,5,50,41,20,True,True,0.128454,1.115194,-0.181502,1.124536,1.114678,1.018062,0.146017,1.189402,-0.181502,False,True,-,1.2345,1.2941,0.167916,0.280662,0.307391,0.020802,0.021857
U56-drop,5,50,41,30,False,False,0.111828,1.145773,-0.160889,1.116612,1.175815,0.987826,0.129878,1.266889,-0.160889,False,True,-,1.2345,1.2941,0.159992,0.341799,0.384878,0.041415,0.005232
U56-drop,5,50,42,10,False,False,0.133481,0.978139,-0.18051,0.958846,1.000299,0.925475,0.148108,1.019719,-0.18051,False,True,-,1.2213,1.2904,0.002226,0.166283,0.137708,0.021794,0.026884
U56-drop,5,50,42,20,True,True,0.12631,1.115542,-0.18037,1.112722,1.124456,1.011913,0.14378,1.194585,-0.18037,False,True,-,1.2213,1.2904,0.156102,0.29044,0.312574,0.021933,0.019714
