dial,adm,CAGR_dg,CAGR_rw,MaxDD_dg,MaxDD_rw,Sharpe_dg,Sharpe_rw,panel,book,gate,cost,dSharpe,dCAGR_pp,dMaxDD_pp,binds_dg,binds_rw,swap,p4b_dg,p4b_rw
0.0,0.6866733176712903,0.0820244315824139,0.11550691660622414,-0.12011675258999577,-0.18647417592895044,1.1711820871541068,1.090938120625819,u56,EWall,band3,10.0,-0.08024396652828769,3.348248502381024,-6.635742333895466,CAGR,-,True,False,True
2.0,0.6862991986612171,0.08513392419438714,0.12033317931533882,-0.1185854931463185,-0.17754004459641992,1.1984684068826579,1.137309474658727,u56,EWall,band3,10.0,-0.061158932223930984,3.519925512095168,-5.895455145010143,CAGR,-,True,False,True
3.0,0.686415859427799,0.08660009294734339,0.12249777558680797,-0.12054942313126804,-0.1771479023734388,1.2056219490390438,1.1609204001925355,u56,EWall,band3,10.0,-0.04470154884650834,3.589768263946458,-5.659847924217076,CAGR,-,True,False,True
5.0,0.6626331541853056,0.08340616468153605,0.12737498063590258,-0.12567306207701867,-0.18473498481098227,1.1496871545531961,1.1548230487120548,u56,EWall,band3,10.0,0.005135894158858623,4.3968815954366525,-5.9061922733963605,CAGR,-,True,False,True
8.0,0.6541048498696618,0.0855087800160641,0.13226630405159923,-0.1446692468590921,-0.1970055137009964,1.1499756731624722,1.1780309134475953,u56,EWall,band3,10.0,0.028055240285123073,4.6757524035535125,-5.233626684190429,CAGR,-,True,False,True
0.0,0.6866733176712903,0.0769481395725482,0.1028300216789182,-0.12079145061483709,-0.18898692082638613,1.1033152355178564,0.9816354478187442,u56,EWall,band3,25.0,-0.12167978769911214,2.588188210636999,-6.819547021154904,CAGR,CAGR,False,False,False
2.0,0.6862991986612171,0.08163938146336691,0.11150444547158767,-0.11907923369573559,-0.1796098129665733,1.152541342119089,1.0610592326107844,u56,EWall,band3,25.0,-0.09148210950830471,2.9865064008220754,-6.053057927083771,CAGR,-,True,False,True
3.0,0.686415859427799,0.08371217051382152,0.11524963851688974,-0.12092631068492754,-0.17890569358009412,1.168046810053237,1.098061470048422,u56,EWall,band3,25.0,-0.06998534000481516,3.1537468003068225,-5.797938289516658,CAGR,-,True,False,True
5.0,0.6626331541853056,0.08110871249941276,0.12147689280848395,-0.12596696817701003,-0.18642288266861984,1.120131651073407,1.1061188581756318,u56,EWall,band3,25.0,-0.014012792897775128,4.036818030907119,-6.04559144916098,CAGR,-,True,False,True
8.0,0.6541048498696618,0.08367645323435924,0.12784833192444434,-0.14483513030527628,-0.19850807240927748,1.126916759676664,1.1422122132777666,u56,EWall,band3,25.0,0.015295453601102516,4.41718786900851,-5.36729421040012,CAGR,-,True,False,True
50.0,0.6108800244585331,0.0605509716857231,0.08780688124181091,-0.10089431399547832,-0.2414203385281577,0.9554326276139357,0.8763845838860684,u56,EWall,g200,10.0,-0.07904804372786722,2.725590955608781,-14.052602453267937,CAGR,"H2,OOS,DD,CAGR",True,False,False
100.0,0.6491165964020211,0.06883318366994406,0.108952160492082,-0.09614241707745286,-0.20580394697824056,1.0446166916784168,1.0446823038101287,u56,EWall,g200,10.0,6.561213171196734e-05,4.011897682213794,-10.96615299007877,CAGR,DD,True,False,False
200.0,0.6866733176712903,0.0820244315824139,0.11550691660622414,-0.12011675258999577,-0.18647417592895044,1.1711820871541068,1.090938120625819,u56,EWall,g200,10.0,-0.08024396652828769,3.348248502381024,-6.635742333895466,CAGR,-,True,False,True
300.0,0.7028408908055225,0.0822582084985699,0.11029401922789184,-0.12291306187430362,-0.18466871000413165,1.1197976096964373,1.042308353146373,u56,EWall,g200,10.0,-0.07748925655006422,2.803581072932193,-6.175564812982803,CAGR,-,True,False,True
400.0,0.7151787725678241,0.08098592356137346,0.11041286607980627,-0.12700899144918099,-0.18696955747917,1.0616282868092224,1.0418643144766366,u56,EWall,g200,10.0,-0.019763972332585755,2.942694251843281,-5.9960566029989,CAGR,-,True,False,True
50.0,0.6108800244585331,0.049887128052715335,0.059604481569709655,-0.10799444481147358,-0.25718748499063093,0.7962226222017975,0.6175597018576858,u56,EWall,g200,25.0,-0.1786629203441117,0.971735351699432,-14.919304017915735,"H1,H2,OOS,CAGR","H1,H2,OOS,DD,CAGR",True,False,False
100.0,0.6491165964020211,0.06142315865555448,0.08991605617814091,-0.09710653227792176,-0.21685084059677306,0.9387305164452173,0.877620042989721,u56,EWall,g200,25.0,-0.06111047345549636,2.8492897522586436,-11.97443083188513,CAGR,"H2,OOS,DD,CAGR",True,False,False
200.0,0.6866733176712903,0.0769481395725482,0.1028300216789182,-0.12079145061483709,-0.18898692082638613,1.1033152355178564,0.9816354478187442,u56,EWall,g200,25.0,-0.12167978769911214,2.588188210636999,-6.819547021154904,CAGR,CAGR,False,False,False
300.0,0.7028408908055225,0.0780719319968124,0.10033734737695688,-0.12350885347853602,-0.1860592344922133,1.0665830682776103,0.9564868681453021,u56,EWall,g200,25.0,-0.11009620013230814,2.226541538014448,-6.255038101367727,CAGR,CAGR,False,False,False
400.0,0.7151787725678241,0.07727334070315295,0.10228294228746493,-0.1275907437577407,-0.19492215850681338,1.016375600006391,0.9721891252775964,u56,EWall,g200,25.0,-0.04418647472879467,2.500960158431198,-6.733141474907267,CAGR,CAGR,False,False,False
0.4,0.6301652560100409,0.06402957399490572,0.09234620996999254,-0.08865405278879723,-0.14964879973000267,1.0942527959271158,1.0051300886371755,u56,EWall,v1gate,10.0,-0.08912270728994032,2.8316635975086824,-6.099474694120543,CAGR,CAGR,False,False,False
0.5,0.6557139638914814,0.07118838053984922,0.10003203916553804,-0.10104677939522999,-0.15845658919839822,1.127655237992417,1.038283486824607,u56,EWall,v1gate,10.0,-0.08937175116781004,2.884365862568883,-5.740980980316824,CAGR,CAGR,False,False,False
0.6,0.6696368229652754,0.07328024505513198,0.1040491811310249,-0.10885885983995469,-0.15874704847794507,1.1133618338459916,1.0490288480160836,u56,EWall,v1gate,10.0,-0.06433298582990798,3.0768936075892928,-4.988818863799038,CAGR,CAGR,False,False,False
0.8,0.6811822160718308,0.07803643219463408,0.10723728018278877,-0.11460530918106893,-0.1609630807725272,1.141724593109568,1.0555568806375915,u56,EWall,v1gate,10.0,-0.08616771247197663,2.92008479881547,-4.635777159145826,CAGR,-,True,False,True
1.0,0.6845814694429246,0.08022203200849809,0.1107211831719479,-0.11720873588319802,-0.1714399817842842,1.1572797883920503,1.0676999954695165,u56,EWall,v1gate,10.0,-0.08957979292253371,3.049915116344981,-5.423124590108619,CAGR,-,True,False,True
0.4,0.6301652560100409,0.058528416409345585,0.0774783453040433,-0.08984787073706846,-0.15776949440410593,1.0052348623228708,0.855569177804411,u56,EWall,v1gate,25.0,-0.14966568451845985,1.894992889469771,-6.792162366703747,CAGR,"H1,H2,CAGR",True,False,False
0.5,0.6557139638914814,0.06581151665525375,0.0860328719900465,-0.1017582358790875,-0.16004996356616719,1.0474148897266284,0.9046336424235109,u56,EWall,v1gate,25.0,-0.1427812473031176,2.0221355334792745,-5.829172768707968,CAGR,"H1,CAGR",True,False,False
0.6,0.6696368229652754,0.06799192649466024,0.09053460892350085,-0.10954609064330223,-0.16113530298864642,1.0378221315184895,0.9240392019815247,u56,EWall,v1gate,25.0,-0.11378292953696478,2.254268242884061,-5.15892123453442,CAGR,"H1,CAGR",True,False,False
0.8,0.6811822160718308,0.07286582579139655,0.09422674921492313,-0.11527615095551147,-0.17612743455263413,1.0708042840790286,0.9382620475419677,u56,EWall,v1gate,25.0,-0.13254223653706088,2.136092342352658,-6.085128359712266,CAGR,CAGR,False,False,False
1.0,0.6845814694429246,0.07510332123739016,0.09791802032846775,-0.11789643176141074,-0.17423982090657297,1.0881102509382485,0.9547791141895667,u56,EWall,v1gate,25.0,-0.1333311367486818,2.2814699091077584,-5.634338914516224,CAGR,CAGR,False,False,False
0.4,0.8430349499565539,0.09361586039014647,0.10759230822226651,-0.13730816955285996,-0.17307687875533806,1.130039703440329,1.100569217140455,u56,EWall,vol60,10.0,-0.02947048629987381,1.3976447832120042,-3.57687092024781,CAGR,-,True,False,True
0.5,0.8970770443793648,0.10783786937465045,0.11735879692723494,-0.16126924833923495,-0.18236913832642643,1.1380570823492933,1.1232500831333334,u56,EWall,vol60,10.0,-0.014806999215959848,0.952092755258449,-2.109988998719148,-,-,False,True,True
0.6,0.9270870208863001,0.11587148590018459,0.12206588359251214,-0.16883950895070898,-0.1838375757992694,1.1333131514162902,1.1253851931444865,u56,EWall,vol60,10.0,-0.007927958271803703,0.6194397692327547,-1.499806684856042,-,-,False,True,True
0.8,0.9521288578508673,0.12097538183030787,0.12501309271028527,-0.18874860043992792,-0.2091786679547598,1.1031585535476525,1.1055520062538526,u56,EWall,vol60,10.0,0.002393452706200172,0.40377108799773964,-2.0430067514831896,-,DD,True,True,False
1.0,0.9605485469700383,0.1273181319118919,0.13017965515381924,-0.2092939784503336,-0.21867630639632463,1.1176259101998467,1.122542204240884,u56,EWall,vol60,10.0,0.004916294041037217,0.2861523241927344,-0.9382327945991031,DD,DD,False,False,False
0.4,0.8430349499565539,0.09026704146048692,0.10180040579910976,-0.13768349204135677,-0.173735676468304,1.0926769545007196,1.0463319182500663,u56,EWall,vol60,25.0,-0.046345036250653227,1.1533364338622842,-3.6052184426947242,CAGR,CAGR,False,False,False
0.5,0.8970770443793648,0.10509432631324334,0.1133337810669206,-0.16146883123040245,-0.18409720460227497,1.111563617938586,1.088135094479097,u56,EWall,vol60,25.0,-0.02342852345948887,0.8239454753677267,-2.262837337187251,CAGR,-,True,False,True
0.6,0.9270870208863001,0.11354930355246351,0.11894167925885779,-0.16898088701934966,-0.1853481407830041,1.1126758464907103,1.0991925199341017,u56,EWall,vol60,25.0,-0.013483326556608555,0.5392375706394281,-1.6367253763654444,-,-,False,True,True
0.8,0.9521288578508673,0.11918825857662019,0.12287313034776148,-0.18909496760511157,-0.2097349412703745,1.0883983824716341,1.0884100463628372,u56,EWall,vol60,25.0,1.1663891203106402e-05,0.3684871771141296,-2.0639973665262934,-,DD,True,True,False
1.0,0.9605485469700383,0.12574368321593354,0.12847699741289742,-0.20974150597729713,-0.21936433071464223,1.1051521930002328,1.1092927799448704,u56,EWall,vol60,25.0,0.004140586944637592,0.27333141969638763,-0.9622824737345104,DD,DD,False,False,False
63.0,0.6397636211501947,0.1200954254669242,0.12888875119615628,-0.18792018798783916,-0.19808544340210377,1.0489179251584668,1.078121952510691,u56,TOP20,abs12,10.0,0.02920402735222427,0.8793325729232082,-1.0165255414264607,-,-,False,True,True
126.0,0.676383033501754,0.14495219796843029,0.1449454525515914,-0.20184895209185993,-0.20584968069653697,1.1637698437828539,1.1530350620510126,u56,TOP20,abs12,10.0,-0.01073478173184128,-0.0006745416838871421,-0.40007286046770396,-,DD,True,True,False
252.0,0.7101543140346925,0.13589356108965167,0.1410645094030738,-0.22180884714293525,-0.2271549496175922,1.1042042538558954,1.115052345017121,u56,TOP20,abs12,10.0,0.010848091161225648,0.517094831342213,-0.5346102474656944,DD,DD,False,False,False
378.0,0.728727512631545,0.12239899030624324,0.13387773780014367,-0.213264974629084,-0.22270633559289887,1.0474692898077178,1.083121492160583,u56,TOP20,abs12,10.0,0.03565220235286515,1.1478747493900432,-0.9441360963814871,DD,DD,False,False,False
504.0,0.7385229942393718,0.1250700297465701,0.13853727954217354,-0.21617564294571967,-0.22120218275464232,1.076583247825965,1.1297068478363625,u56,TOP20,abs12,10.0,0.05312360001039762,1.346724979560343,-0.5026539808922648,DD,DD,False,False,False
63.0,0.6397636211501947,0.10396944634416871,0.11092581358487674,-0.20364991864191107,-0.21707176722444466,0.9220999240415773,0.9431677987706506,u56,TOP20,abs12,25.0,0.021067874729073344,0.6956367240708028,-1.342184858253359,"DD,CAGR",DD,True,False,False
126.0,0.676383033501754,0.12974909457538386,0.12940046307542286,-0.2033603297314851,-0.207449422296352,1.0549583312478625,1.042807868885181,u56,TOP20,abs12,25.0,-0.01215046236268158,-0.03486314999610052,-0.4089092564866892,DD,DD,False,False,False
252.0,0.7101543140346925,0.12148673609424199,0.12627290445492845,-0.22315183321448373,-0.22845040294423868,0.9997951538433534,1.011046964932047,u56,TOP20,abs12,25.0,0.011251811088693664,0.478616836068646,-0.5298569729754954,DD,DD,False,False,False
378.0,0.728727512631545,0.10853925749125004,0.11893549563167949,-0.21481753010969795,-0.2241895920389686,0.941016747144288,0.9752682580339475,u56,TOP20,abs12,25.0,0.0342515108896595,1.0396238140429448,-0.9372061929270648,DD,DD,False,False,False
504.0,0.7385229942393718,0.11188843687025285,0.12456364351733828,-0.21739475840602696,-0.22250876634335826,0.9746352283293608,1.027959915625188,u56,TOP20,abs12,25.0,0.05332468729582718,1.2675206647085435,-0.51140079373313,DD,DD,False,False,False
0.0,0.6866733176712903,0.1413743318026146,0.14267259013073175,-0.19513715665061881,-0.19388801037374892,1.14495084263885,1.1469049061335783,u56,TOP20,band3,10.0,0.0019540634947283753,0.12982583281171411,0.12491462768698947,-,-,False,True,True
2.0,0.6862991986612171,0.14246958010868926,0.14347361416265159,-0.19574670030539665,-0.1950573089308013,1.1484544446631568,1.1487427227344629,u56,TOP20,band3,10.0,0.0002882780713060473,0.10040340539623216,0.06893913745953384,-,-,False,True,True
3.0,0.686415859427799,0.14366660796588726,0.14424456218523418,-0.19756115427005028,-0.199136604364756,1.1569898005898576,1.1536055934737843,u56,TOP20,band3,10.0,-0.0033842071160732345,0.057795421934692115,-0.15754500947057215,-,-,False,True,True
5.0,0.6626331541853056,0.14291738508408702,0.14697015938796287,-0.19756115427005017,-0.1990432879226003,1.1503376519865385,1.1665228409441486,u56,TOP20,band3,10.0,0.01618518895761012,0.405277430387585,-0.14821336525501216,-,-,False,True,True
8.0,0.6541048498696618,0.14580350057877167,0.14990445739706382,-0.20130835549317871,-0.20130835549317871,1.1715540412947354,1.1831580158982293,u56,TOP20,band3,10.0,0.011603974603493938,0.4100956818292145,0.0,-,-,False,True,True
0.0,0.6866733176712903,0.12612754937269943,0.12706582291716906,-0.19651623255159845,-0.1955127951221145,1.034744195495856,1.0349483125006096,u56,TOP20,band3,25.0,0.00020411700475353456,0.09382735444696255,0.10034374294839443,-,-,False,True,True
2.0,0.6862991986612171,0.12752941927267214,0.12844891538213066,-0.1972139415639962,-0.19667748183534928,1.041024489425894,1.041473495885458,u56,TOP20,band3,25.0,0.0004490064595639165,0.09194961094585175,0.05364597286469097,-,-,False,True,True
3.0,0.686415859427799,0.12897572226697607,0.1296273519797264,-0.19911267074189154,-0.20079178979270096,1.051521643276684,1.0494096011915404,u56,TOP20,band3,25.0,-0.002112042085143706,0.06516297127503456,-0.1679119050809419,-,-,False,True,True
5.0,0.6626331541853056,0.12887159882475907,0.13315149220946054,-0.19911267074189154,-0.20065164934508906,1.0495757253672107,1.0688892251941673,u56,TOP20,band3,25.0,0.019313499826956626,0.4279893384701472,-0.1538978603197516,-,-,False,True,True
8.0,0.6541048498696618,0.13215699586304663,0.1364813320546836,-0.20291232950748106,-0.20291232950748095,1.0738804345081767,1.0889594670834506,u56,TOP20,band3,25.0,0.015079032575273876,0.4324336191636968,1.1102230246251565e-14,DD,DD,False,False,False
50.0,0.6108800244585331,0.09243500633769308,0.09974864104678871,-0.13978052338520564,-0.15764525389466455,0.9533293962398816,0.9303403946303112,u56,TOP20,g200,10.0,-0.022989001609570403,0.7313634709095629,-1.7864730509458915,CAGR,CAGR,False,False,False
100.0,0.6491165964020211,0.11968845345820389,0.12808132114653614,-0.16520026507902585,-0.1701446019187498,1.0702013132249393,1.0974499528210944,u56,TOP20,g200,10.0,0.02724863959615509,0.8392867688332251,-0.49443368397239507,-,-,False,True,True
200.0,0.6866733176712903,0.1413743318026146,0.14267259013073175,-0.19513715665061881,-0.19388801037374892,1.14495084263885,1.1469049061335783,u56,TOP20,g200,10.0,0.0019540634947283753,0.12982583281171411,0.12491462768698947,-,-,False,True,True
300.0,0.7028408908055225,0.1417287169977306,0.14088240325502266,-0.21945851388389337,-0.21896512373598997,1.1335910253273962,1.1201089953742924,u56,TOP20,g200,10.0,-0.013482029953103769,-0.08463137427079381,0.04933901479033942,DD,DD,False,False,False
400.0,0.7151787725678241,0.1340220427708072,0.13817172037615255,-0.22321133508467206,-0.223166046304768,1.0857554753965968,1.0993865859897272,u56,TOP20,g200,10.0,0.01363111059313038,0.41496776053453477,0.004528877990406244,DD,DD,False,False,False
50.0,0.6108800244585331,0.07392853877871475,0.07572203379433118,-0.14119712328326284,-0.17426484207149684,0.7785115950874845,0.7265655841784472,u56,TOP20,g200,25.0,-0.05194601090903728,0.1793495015616431,-3.3067718788234,"H1,H2,OOS,CAGR","H1,H2,OOS,CAGR",False,False,False
100.0,0.6491165964020211,0.10330045284860634,0.11000887636325807,-0.16688204762840864,-0.17203403668920803,0.9379941833953869,0.9581858946601356,u56,TOP20,g200,25.0,0.020191711264748724,0.6708423514651729,-0.5151989060799389,CAGR,-,True,False,True
200.0,0.6866733176712903,0.12612754937269943,0.12706582291716906,-0.19651623255159845,-0.1955127951221145,1.034744195495856,1.0349483125006096,u56,TOP20,g200,25.0,0.00020411700475353456,0.09382735444696255,0.10034374294839443,-,-,False,True,True
300.0,0.7028408908055225,0.12693668300462102,0.12608878847469018,-0.22085327590491843,-0.22045461587282056,1.028168418316153,1.0153535235985478,u56,TOP20,g200,25.0,-0.012814894717605219,-0.08478945299308371,0.039866003209787504,DD,DD,False,False,False
400.0,0.7151787725678241,0.11969680676056815,0.12353352919328442,-0.224554315636891,-0.22455591531189423,0.9822551974420931,0.9956664757984612,u56,TOP20,g200,25.0,0.013411278356368128,0.38367224327162663,-0.00015996750032387652,DD,DD,False,False,False
0.4,0.6301652560100409,0.10180962307705044,0.11708709388796446,-0.11208892056463393,-0.16022612717895557,1.0937425021263985,1.1190955549929635,u56,TOP20,v1gate,10.0,0.025353052866565084,1.5277470810914018,-4.813720661432164,CAGR,-,True,False,True
0.5,0.6557139638914814,0.11431325021770489,0.12304360808332127,-0.14421286028267022,-0.18360903022526298,1.0979933406080933,1.1025208561168323,u56,TOP20,v1gate,10.0,0.004527515508738977,0.8730357865616378,-3.9396169942592763,-,-,False,True,True
0.6,0.6696368229652754,0.11812909630609614,0.1265973583235207,-0.16509726955030357,-0.1830834869787813,1.0649884566088572,1.092135905431323,u56,TOP20,v1gate,10.0,0.02714744882246589,0.8468262017424566,-1.7986217428477724,-,-,False,True,True
0.8,0.6811822160718308,0.12977404727233388,0.13363541727150863,-0.18065318978722988,-0.18814243820993537,1.0997602116400205,1.1092436163293278,u56,TOP20,v1gate,10.0,0.009483404689307307,0.38613699991747463,-0.7489248422705486,-,-,False,True,True
1.0,0.6845814694429246,0.13614582621899673,0.13826752632611883,-0.18766039573736748,-0.19025693900541452,1.1242723103700667,1.1287514782672625,u56,TOP20,v1gate,10.0,0.004479167897195824,0.2121700107122093,-0.2596543268047036,-,-,False,True,True
0.4,0.6301652560100409,0.08651956325330667,0.10049682939273108,-0.12055980385148224,-0.16186378117454658,0.9426174886551606,0.9748327809487395,u56,TOP20,v1gate,25.0,0.03221529229357889,1.3977266139424405,-4.1303977323064345,CAGR,CAGR,False,False,False
0.5,0.6557139638914814,0.09889211369195983,0.10683064546510646,-0.1452098632295541,-0.18492840857351256,0.9633264541169757,0.9713722240623577,u56,TOP20,v1gate,25.0,0.008045769945381975,0.7938531773146629,-3.9718545343958467,"H1,CAGR",H1,True,False,False
0.6,0.6696368229652754,0.10274180985223214,0.11044635761256427,-0.16601828661342188,-0.1844071220073723,0.9396901385277122,0.9668297371038527,u56,TOP20,v1gate,25.0,0.027139598576140456,0.7704547760332137,-1.838883539395042,"H1,CAGR",H1,True,False,False
0.8,0.6811822160718308,0.11442790759896382,0.11775642412371123,-0.18152689502858677,-0.18929242539530877,0.9831443799719826,0.9912643227347637,u56,TOP20,v1gate,25.0,0.008119942762781163,0.3328516524747416,-0.7765530366722007,-,-,False,True,True
1.0,0.6845814694429246,0.12082704467686334,0.12252342045980402,-0.18857617692261286,-0.19149534432836413,1.0111341885201142,1.0138715434643826,u56,TOP20,v1gate,25.0,0.002737354944268411,0.16963757829406845,-0.2919167405751266,-,-,False,True,True
0.4,0.8430349499565539,0.1086696015044577,0.12689828504030887,-0.1193093226764993,-0.1750996507666689,1.1174275193490053,1.1357694314626263,u56,TOP20,vol60,10.0,0.018341912113621017,1.8228683535851165,-5.57903280901696,-,-,False,True,True
0.5,0.8970770443793648,0.12342579944445653,0.1344209754194532,-0.14679954861182687,-0.18439623658751092,1.1267509277656909,1.1360997074139574,u56,TOP20,vol60,10.0,0.009348779648266525,1.0995175974996663,-3.759668797568405,-,-,False,True,True
0.6,0.9270870208863001,0.12751513795270975,0.13715309053483304,-0.16762095766046392,-0.1854560764142037,1.0910418080336806,1.1218473921282843,u56,TOP20,vol60,10.0,0.030805584094603766,0.9637952582123299,-1.7835118753739776,-,-,False,True,True
0.8,0.9521288578508673,0.13931994448626028,0.14380336773452385,-0.18312548678628549,-0.19902367902149753,1.117422645573945,1.1293284302871582,u56,TOP20,vol60,10.0,0.01190578471321313,0.4483423248263563,-1.589819223521205,-,-,False,True,True
1.0,0.9605485469700383,0.14783433777380584,0.15060981724096179,-0.20031739261481663,-0.21488715723517426,1.1483865484003095,1.1554229501326716,u56,TOP20,vol60,10.0,0.007036401732362085,0.277547946715595,-1.456976462035764,-,DD,True,True,False
0.4,0.8430349499565539,0.09301684570489166,0.11012151281593385,-0.12512029305205408,-0.176364003929682,0.9698525085064117,0.999863970308175,u56,TOP20,vol60,25.0,0.030011461801763284,1.7104667111042193,-5.124371087762791,CAGR,-,True,False,True
0.5,0.8970770443793648,0.10763885400045425,0.11799186343427359,-0.1479808659809646,-0.18545690133150705,0.9963466220373837,1.0113850900376644,u56,TOP20,vol60,25.0,0.015038468000280747,1.0353009433819338,-3.7476035350542447,-,-,False,True,True
0.6,0.9270870208863001,0.11178819896965764,0.12102178267081554,-0.1687221525073589,-0.18641601402042973,0.9701121632501464,1.0037055088406877,u56,TOP20,vol60,25.0,0.03359334559054128,0.9233583701157899,-1.769386151307084,-,-,False,True,True
0.8,0.9521288578508673,0.12369140761344055,0.12787418852593957,-0.1841765422072873,-0.20082248283081383,1.0056189459437994,1.0179429625791176,u56,TOP20,vol60,25.0,0.012324016635318236,0.4182780912499018,-1.6645940623526534,-,-,False,True,True
1.0,0.9605485469700383,0.13221865220113216,0.134831248706881,-0.20180420943021882,-0.21645874666918785,1.040586614940215,1.0479979387151999,u56,TOP20,vol60,25.0,0.007411323774984879,0.2612596505748854,-1.4654537238969034,-,DD,True,True,False
63.0,0.6397636211501947,0.05912288938190202,0.06075623879870129,-0.14886789885107776,-0.15580454498390273,0.6296125266897782,0.6222526187057292,u56,V1u,abs12,10.0,-0.007359907984048952,0.1633349416799268,-0.6936646132824964,"H1,H2,OOS,CAGR","H1,H2,OOS,CAGR",False,False,False
126.0,0.676383033501754,0.06078566351783876,0.059826189782225425,-0.15063506467459464,-0.13827796154480843,0.6447749582020522,0.617449419050393,u56,V1u,abs12,10.0,-0.02732553915165925,-0.09594737356133365,1.2357103129786218,"H1,H2,OOS,CAGR","H1,H2,OOS,CAGR",False,False,False
252.0,0.7101543140346925,0.0615358545387823,0.06416194783581197,-0.13621392292415646,-0.14598353397334585,0.6568909235648656,0.6610589089882151,u56,V1u,abs12,10.0,0.004167985423349507,0.26260932970296746,-0.9769611049189386,"H1,H2,OOS,CAGR","H1,H2,OOS,CAGR",False,False,False
378.0,0.728727512631545,0.057575929153436345,0.07188300752810117,-0.16061844361469246,-0.13621392292415668,0.6327325474902791,0.7393717948511388,u56,V1u,abs12,10.0,0.10663924736085972,1.4307078374664828,2.440452069053578,"H1,H2,OOS,CAGR","H1,H2,OOS,CAGR",False,False,False
504.0,0.7385229942393718,0.05437276695642623,0.06385604755858654,-0.1521202626140653,-0.1362139229241568,0.6129200460599652,0.6761747090223639,u56,V1u,abs12,10.0,0.06325466296239868,0.9483280602160304,1.590633968990851,"H1,H2,OOS,CAGR","H1,H2,OOS,CAGR",False,False,False
63.0,0.6397636211501947,0.023326651862312753,0.02337009976799176,-0.18791231539445852,-0.20529283413412913,0.2822323344983498,0.27502254404852416,u56,V1u,abs12,25.0,-0.007209790449825615,0.004344790567900603,-1.7380518739670614,"H1,H2,OOS,CAGR","H1,H2,OOS,DD,CAGR",True,False,False
126.0,0.676383033501754,0.025011387683910646,0.022849978997389275,-0.18540058538131987,-0.1651290202512763,0.29859593673967155,0.27128583754760766,u56,V1u,abs12,25.0,-0.027310099192063897,-0.2161408686521371,2.027156513004358,"H1,H2,OOS,CAGR","H1,H2,OOS,CAGR",False,False,False
252.0,0.7101543140346925,0.026606014311714388,0.028065919354677726,-0.16288657057652012,-0.1685027658588738,0.3162296642306198,0.32229712590543447,u56,V1u,abs12,25.0,0.006067461674814645,0.14599050429633387,-0.5616195282353686,"H1,H2,OOS,CAGR","H1,H2,OOS,CAGR",False,False,False
