family,cost,episode,bookset,n,med_CAGR_spread,med_DD_spread,ratio_of_medians,med_of_ratios,med_CAGR_level,med_DD_level
MONTHLY,10.0,PLA2018_YEAR,CAGRCENTRED,28,1.155619925980666,7.147362504839978,6.184873022827711,5.457184986033628,10.864123341387966,-17.496650260639782
MONTHLY,10.0,PLA2018_YEAR,FAR,29,2.1342885152217494,9.671323413516554,4.531403952436917,4.374454136728547,17.622343138430118,-28.023157980098723
MONTHLY,10.0,PLA2022_YEAR,ALL71,71,1.4414481125059488,8.20060844911439,5.689145781916271,5.28758821353351,13.184241021201593,-20.546776084371466
MONTHLY,10.0,PLA2022_YEAR,CAGRCENTRED,28,1.1005591490331206,7.147362504839954,6.494301111502422,5.709801463688537,11.498991639494694,-17.49665026063978
MONTHLY,10.0,PLA2022_YEAR,FAR,29,2.2527095118292983,9.671323413516575,4.2931959769917425,4.359147705157963,18.622605459089602,-28.023157980098745
MONTHLY,25.0,NONE,ALL71,71,1.4028315201371377,8.322050088891906,5.932323282897408,5.269250272083731,11.446676455971083,-20.621234166118363
MONTHLY,25.0,NONE,CAGRCENTRED,28,1.1175912575563505,7.147406186791428,6.395366945174091,5.531587057558431,9.779418019225739,-17.557432151290598
MONTHLY,25.0,NONE,FAR,29,2.1906488014346035,9.758804178704438,4.4547552178667935,4.4547552178667935,16.12425453468005,-28.099625955292428
MONTHLY,25.0,CRASH,ALL71,71,1.327535031712479,3.9154547384770204,2.9494172620260013,3.0361563408446037,12.876266856935237,-13.268436461977217
MONTHLY,25.0,CRASH,CAGRCENTRED,28,1.0661679303569862,3.2475896347201054,3.046039504895548,3.1895168102398053,11.080005038501696,-11.2150702192979
MONTHLY,25.0,CRASH,FAR,29,1.9880027421636193,4.570931399861465,2.2992580960359974,2.7368068287054963,18.535286025638275,-17.92388175695393
MONTHLY,25.0,HALF1,ALL71,71,1.1501676408687942,3.915454738476978,3.404246997871882,3.1599642604689864,12.070028634228391,-13.268436461977217
MONTHLY,25.0,HALF1,CAGRCENTRED,28,0.9488686327605462,3.2475896347201054,3.422591413177906,3.2611963644929602,10.459231860937813,-11.215070219297912
MONTHLY,25.0,HALF1,FAR,29,1.690323126973702,4.570931399861422,2.7041760991846955,2.8442324591033015,17.529154014932026,-17.923881756953897
MONTHLY,25.0,YEAR,ALL71,71,1.1513147857106887,3.9154547384769316,3.4008550807066915,3.1690192917627673,11.26983891562585,-13.268436461977217
MONTHLY,25.0,YEAR,CAGRCENTRED,28,0.9619008541035035,3.2475896347201054,3.376220762114694,3.321967843365508,9.854661855182044,-11.215070219297907
MONTHLY,25.0,YEAR,FAR,29,1.6798717379869395,4.570931399861479,2.721000238589059,2.954280616888985,16.51445104042033,-17.92388175695393
MONTHLY,25.0,PLA2018_YEAR,ALL71,71,1.4728867287693728,8.322050088891976,5.65016299375935,5.1181404940919775,12.09349986912811,-20.62123416611833
MONTHLY,25.0,PLA2018_YEAR,CAGRCENTRED,28,1.1680647002773048,7.1474061867914225,6.119015654778875,5.438080363219866,10.374279413737707,-17.55743215129058
MONTHLY,25.0,PLA2018_YEAR,FAR,29,2.11349156548628,9.758804178704462,4.617384965271494,4.393597025823094,17.073636925485182,-28.09962595529244
MONTHLY,25.0,PLA2022_YEAR,ALL71,71,1.4469790959322335,8.322050088891906,5.751327100914562,5.348954576621294,12.603052079649357,-20.621234166118363
MONTHLY,25.0,PLA2022_YEAR,CAGRCENTRED,28,1.1126744032599394,7.147406186791428,6.423627761949759,5.6805849857813815,10.920711321369737,-17.557432151290598
MONTHLY,25.0,PLA2022_YEAR,FAR,29,2.226736113511784,9.758804178704438,4.382559801086549,4.582265477911297,17.98243975134193,-28.099625955292428
WEEKLY,10.0,NONE,ALL71,71,0.9795612205593551,3.07634314250814,3.1405317788626497,3.195830225160894,11.537075945472509,-16.4597453643347
WEEKLY,10.0,NONE,CAGRCENTRED,28,0.7581669703697784,2.4213684846556784,3.193714022485986,3.426047974649838,9.732041124173174,-13.936313430082814
WEEKLY,10.0,NONE,FAR,29,1.3239770992406577,3.575372935804232,2.7004794402069496,3.098946395867253,16.001165536625585,-21.902343944140966
WEEKLY,10.0,CRASH,ALL71,71,0.8425914601944307,2.255113610073833,2.6764021671350173,2.5134197851702305,12.56449086158442,-13.049352303254336
WEEKLY,10.0,CRASH,CAGRCENTRED,28,0.6628915435609626,1.8738447243805965,2.826774217565907,2.469652986530468,10.693360800604879,-11.176188178244367
WEEKLY,10.0,CRASH,FAR,29,1.1386647158294174,2.714215571745516,2.383682864686334,2.393446774332081,17.44697945570721,-17.28329387498103
WEEKLY,10.0,HALF1,ALL71,71,0.773194480934869,2.2551136100737335,2.9166188658603422,2.6789520191413456,11.876999256675536,-13.049352303254402
WEEKLY,10.0,HALF1,CAGRCENTRED,28,0.6324353415788515,1.873844724380624,2.962903242729351,2.6633415918339267,10.228801368041495,-11.176188178244367
WEEKLY,10.0,HALF1,FAR,29,1.1155518388397798,2.714215571745516,2.4330698738020216,2.5323345368533654,16.7298991571865,-17.283293874981076
WEEKLY,10.0,YEAR,ALL71,71,0.7834555576675442,2.255113610073666,2.8784193155607345,2.635355741832813,11.099210911057256,-13.04935230325438
WEEKLY,10.0,YEAR,CAGRCENTRED,28,0.6322023754021586,1.8738447243805414,2.963995070705872,2.6308702182796324,9.669557165124699,-11.176188178244411
WEEKLY,10.0,YEAR,FAR,29,1.0758896423903153,2.714215571745516,2.5227639200200076,2.438532069723601,15.609859356660927,-17.283293874981066
WEEKLY,10.0,PLA2018_YEAR,ALL71,71,0.8219302297635807,3.0763431425081613,3.7428275918176634,3.5874350344976063,12.21670200474283,-16.45974536433471
WEEKLY,10.0,PLA2018_YEAR,CAGRCENTRED,28,0.6717156445677377,2.42136848465569,3.604752255269994,3.7850150517002006,10.31752471208941,-13.936313430082837
WEEKLY,10.0,PLA2018_YEAR,FAR,29,1.163490299589732,3.5753729358042428,3.072971847779895,3.426051806985919,16.942454791965456,-21.902343944140966
WEEKLY,10.0,PLA2022_YEAR,ALL71,71,1.0097475681034371,3.3500383181332403,3.3176988229102298,3.1365712540950623,12.788853762421404,-16.4597453643347
WEEKLY,10.0,PLA2022_YEAR,CAGRCENTRED,28,0.8153611915981065,2.6009257735810865,3.1899062653242996,3.3265255723864993,10.927202066370356,-13.936313430082814
WEEKLY,10.0,PLA2022_YEAR,FAR,29,1.440035114771689,4.200062916800249,2.9166392358884594,3.1365712540950623,17.78562560787027,-21.902343944140966
WEEKLY,25.0,NONE,ALL71,71,0.9851538085650535,3.078707599004627,3.1251034835758116,3.1429411897363098,10.285662582516775,-16.572844008202214
WEEKLY,25.0,NONE,CAGRCENTRED,28,0.7623352329338964,2.415171244359505,3.1681222905893547,3.325324945476666,8.873157798223318,-14.139988889125238
WEEKLY,25.0,NONE,FAR,29,1.3200675838558116,3.952001927026039,2.9937875722109304,3.0515382118024,14.684513379880704,-22.050069497791124
WEEKLY,25.0,CRASH,ALL71,71,0.8454637053090686,2.453663085661317,2.9021507017434334,2.521970156630184,11.359478470981399,-13.789831242113825
WEEKLY,25.0,CRASH,CAGRCENTRED,28,0.6680913219828666,1.9887879939498756,2.9768205760362783,2.4879566024259727,9.721433203649998,-11.746746818082238
WEEKLY,25.0,CRASH,FAR,29,1.138075025362383,3.0272016766990753,2.659931559200292,2.367399745956784,16.18591784461516,-18.47894845867796
WEEKLY,25.0,HALF1,ALL71,71,0.7737948808643083,2.4536630856610397,3.170947684379048,2.698250761542882,10.907742826350786,-13.789831242113904
WEEKLY,25.0,HALF1,CAGRCENTRED,28,0.6436641867719088,1.9887879939498099,3.0897912837498973,2.694289119411846,9.27516784484359,-11.746746818082283
WEEKLY,25.0,HALF1,FAR,29,1.1156193747720042,3.027201676699132,2.7134717674814426,2.4690588218134097,15.588036823370043,-18.478948458678147
WEEKLY,25.0,YEAR,ALL71,71,0.7820109484046434,2.453663085661228,3.137632651648767,2.684209851638994,10.184163053995121,-13.789831242113959
WEEKLY,25.0,YEAR,CAGRCENTRED,28,0.6437704177238102,1.9887879939498427,3.089281425794049,2.6600592071632305,8.67903683173179,-11.746746818082238
WEEKLY,25.0,YEAR,FAR,29,1.0712955485436844,3.0272016766992778,2.8257390603502888,2.39666596211455,14.472187905542789,-18.47894845867809
WEEKLY,25.0,PLA2018_YEAR,ALL71,71,0.8467458021790257,3.0787075990046375,3.635928977837097,3.482616427987302,10.973042223283368,-16.572844008202203
WEEKLY,25.0,PLA2018_YEAR,CAGRCENTRED,28,0.6731750789440101,2.4151712443595112,3.5877312157011505,3.6861416202420596,9.431601312304604,-14.139988889125194
WEEKLY,25.0,PLA2018_YEAR,FAR,29,1.1549361952099009,3.952001927026039,3.4218357199445055,3.2399373666140954,15.604082789295791,-22.050069497791135
WEEKLY,25.0,PLA2022_YEAR,ALL71,71,1.0120635262690598,3.2813193298674506,3.2422068819769945,3.0714396368691146,11.657433202848978,-16.572844008202214
WEEKLY,25.0,PLA2022_YEAR,CAGRCENTRED,28,0.8192957977217192,2.483511693562101,3.031276006136244,3.362849309227631,9.96941485690418,-14.026386101825933
WEEKLY,25.0,PLA2022_YEAR,FAR,29,1.4355231732624993,4.160354181241388,2.898144912412798,2.9858837498677504,16.645154347306622,-22.050069497791124
