panel,instrument,depth_pp,level,CAGR,Sharpe,gross,OOS_Sharpe,OOS_CAGR,dCAGR,price,sprice
U56,SLEEVE,1.0,0.05735576434382068,0.1468966751383336,1.1865156108929709,0.747030746823449,1.1819767272550066,0.15786704076076713,0.7132830066455265,0.7132830066455265,-0.009812411219681572
U56,SLEEVE,2.0,0.11426849845055655,0.13978279919852957,1.1962937744861517,0.7470218166221309,1.194517960411654,0.15069839250256375,1.4246706006259298,0.7123353003129649,-0.009795287406431208
U56,SLEEVE,3.0,0.17070027577995744,0.13270939559974987,1.2059327591200548,0.7470126934111242,1.2076551336530117,0.14356641696592637,2.1320109605038997,0.7106703201679666,-0.009743186482255176
U56,SLEEVE,3.12,0.1774396508089981,0.13186341684979952,1.2070697320977268,0.7470115857043751,1.2092698952942516,0.14271314855500758,2.2166088354989344,0.7104515498394021,-0.009732862956550493
U56,SLEEVE,4.0,0.22665939777105912,0.12567589298240822,1.2151240366203084,0.7470033825076158,1.2213048176349046,0.13647191303311138,2.835361222238064,0.708840305559516,-0.009605209236754786
U56,SLEEVE,5.0,0.28260778957459753,0.11862285021563436,1.223467758324348,0.7469938106422604,1.2354138209382606,0.12935635080709917,3.5406654989154505,0.7081330997830901,-0.009352911730211754
U56,SLEEVE,6.0,0.3406410248640005,0.11128211173138551,1.2296195851077982,0.7469835215368331,1.2501227276710107,0.12194772757786262,4.2747393473403354,0.7124565578900559,-0.008819397572418156
U56,SLEEVE,8.0,0.4576389322637904,0.09643849773781091,1.2322198624982947,0.7469620694916487,1.2773531433106828,0.10695940269618054,5.759100746697795,0.7198875933372244,-0.006939582853125681
B136,VOL20,1.0,1.1938270937958941,0.14899004665914153,1.0032564665482844,0.7479726598344686,0.9457723363124932,0.14769721628161117,0.014362448905611003,0.014362448905611003,-0.007110090128634727
B136,VOL20,2.0,0.87159511266066,0.14136844901268036,0.980719686767721,0.7474135899890176,0.9227715609924637,0.13861282379146914,0.776522213551728,0.388261106775864,0.007713344825964308
B136,VOL20,3.0,0.521656857867053,0.12084531303992053,0.9070339899828823,0.7459797332248659,0.8421994162228363,0.11399667381079814,2.828835810827711,0.9429452702759037,0.029704128812255776
B136,VOL20,3.12,0.6255050044743936,0.13165792788315697,0.9520854799269179,0.7465503882444527,0.8936441522749,0.12692063158199865,1.747574326504067,0.5601199764436112,0.014122082209208879
B136,VOL20,4.0,0.6429438684885581,0.13408382409139077,0.9618752138766141,0.7461170725924492,0.9151225290792647,0.13150248284792673,1.504984705680687,0.3762461764201718,0.008567790635758882
B136,VOL20,5.0,0.4209694877664278,0.10930807723779296,0.8710596508172883,0.7449897874807399,0.775534979220401,0.09777044284681344,3.9825593910404686,0.7965118782080938,0.025017345120472267
B136,VOL20,6.0,0.38067024910003794,0.10336990776080533,0.8583997025017165,0.7439726123912904,0.7551322280520011,0.09100499147349972,4.576376338739231,0.7627293897898718,0.022957778986322192
B136,VOL20,8.0,,,,,,,,,
B136,BAND,1.0,0.051864480293704704,0.148381168419158,1.0014199766445293,0.7421593906845928,0.9339356203406084,0.14622510646774167,0.07525027290396502,0.07525027290396502,-0.00527360022487966
B136,BAND,2.0,,,,,,,,,
B136,BAND,3.0,,,,,,,,,
B136,BAND,3.12,,,,,,,,,
B136,BAND,4.0,,,,,,,,,
B136,BAND,5.0,,,,,,,,,
B136,BAND,6.0,,,,,,,,,
B136,BAND,8.0,,,,,,,,,
B136,DEGROSS,1.0,,0.14234743824727242,0.9957741448622411,0.7138739717466845,0.9350277166341909,0.1411331946493171,0.6786232900925226,0.6786232900925226,0.0003722315574085089
B136,DEGROSS,2.0,0.908977777460138,0.13561371861408583,0.9953998585718922,0.6800220063453929,0.934649686509402,0.13453023418966742,1.3519952534111812,0.6759976267055906,0.0003732589238787387
B136,DEGROSS,3.0,0.8640641497297169,0.12893205427793006,0.9950240750192515,0.6464614625991945,0.9342701445548824,0.12797018049778533,2.0201616870267585,0.6733872290089195,0.00037410046679938375
B136,DEGROSS,3.12,0.8586849982139196,0.1281316386468769,0.9949789428544384,0.6424419312753313,0.9342245610230373,0.1271841159029726,2.1002032501320738,0.6731420673500236,0.0003741774247471816
B136,DEGROSS,4.0,0.8195365270202072,0.1223020106208809,0.9946471707869791,0.613185642284744,0.9338898431626397,0.12145304334904412,2.683166052731674,0.6707915131829185,0.0003748014081676465
B136,DEGROSS,5.0,0.7753859580630273,0.11572304551080383,0.9942691035166114,0.58018790497462,0.9335087265737104,0.11497864206354193,3.341062563739382,0.6682125127478764,0.00037545458060765923
B136,DEGROSS,6.0,0.7316036539769526,0.10919460475683217,0.9938900163288652,0.5474617322730784,0.9331266429198872,0.10854673422142846,3.9939066391365476,0.6656511065227579,0.0003760600151307414
B136,DEGROSS,8.0,0.6453261718507993,0.09631768920187232,0.9931283281045087,0.48295832717530546,0.9323592732499945,0.09583566642831146,5.281598194632532,0.6601997743290665,0.00037725603939262053
B136,SLEEVE,1.0,,0.14351115790979524,1.0041727878445563,0.7479696526827597,0.9449238740146545,0.14278039011378338,0.5622513238402405,0.5622513238402405,-0.008026411424906676
B136,SLEEVE,2.0,0.09571899268320502,0.13790390507494354,1.0125567597755518,0.7479149331069548,0.9550688491292736,0.1377807680331151,1.12297660732541,0.561488303662705,-0.008205191677951085
B136,SLEEVE,3.0,0.14295437372992337,0.13231804831962113,1.0212924324026031,0.7478605420579798,0.9658993487788681,0.13278719934945893,1.6815622828576515,0.5605207609525505,-0.0083820186609845
B136,SLEEVE,3.12,0.14861786069010724,0.13164799144326317,1.0223447026459502,0.7478540188684283,0.9672068208846218,0.13218804328132172,1.7485679704934476,0.5604384520812332,-0.008396899431506597
B136,SLEEVE,4.0,0.18977954304733163,0.1267546923607832,1.0303367866346609,0.7478064740494896,0.9774539786458936,0.1278010549144581,2.2378978787414434,0.5594744696853609,-0.008547602553752809
B136,SLEEVE,5.0,0.2362024916942623,0.12121440062456176,1.0396107668870482,0.7477527242026207,0.9897615691833441,0.12282354071589778,2.791927052363588,0.5583854104727176,-0.008692878093479716
B136,SLEEVE,6.0,0.2822319769531937,0.11569718046667185,1.0489860809913847,0.7476992866225513,1.0028343743031156,0.11785550871146452,3.3436490681525792,0.5572748446920965,-0.008806617428622507
B136,SLEEVE,8.0,0.37482725317384236,0.10452206977265742,1.067375525793487,0.7475913162012345,1.0319602621383015,0.10775507555130498,4.461160137554023,0.5576450171942529,-0.00890364367172966
