file,line,pattern,name,expr,lo,hi,text,elig,half,centre,rel_half,arity,kind,says,pool
2026-09-04_trend-gate-lookback-primary_cloud.py,275,ABSTOL,,c,0.125,0.129,ok = abs(c - 0.127) < 0.002 and abs(s_ - 1.093) < 0.01 and abs(dd + 0.183) < 0.005,True,0.0020000000000000018,0.127,0.015748031496063006,REPRO,SCALAR,False,NOT_AGG
2026-09-04_trend-gate-lookback-primary_cloud.py,275,ABSTOL,,s_,1.083,1.103,ok = abs(c - 0.127) < 0.002 and abs(s_ - 1.093) < 0.01 and abs(dd + 0.183) < 0.005,True,0.010000000000000009,1.093,0.009149130832570913,REPRO,SCALAR,False,NOT_AGG
2026-09-05_audit-every-committed-null-for-a-salted-seed_C.py,82,CHAIN,,P(clears),0.0,1.0,cells are UNDETERMINED under the exact law (0 < P(clears) < 1).,True,0.5,0.5,1.0,GRID,UNSTATED,False,NOT_AGG
2026-09-05_audit-every-committed-null-for-a-salted-seed_C.py,508,ABSTOL,,mu['Sharpe'],0.66413,0.66423,"f""{'PASS' if abs(mu['Sharpe'] - 0.66418) < 5e-5 else 'FAIL'}"")",True,4.999999999999449e-05,0.66418,7.52807973741975e-05,REPRO,CELL,False,NOT_AGG
2026-09-05_audit-every-committed-null-for-a-salted-seed_C.py,509,ABSTOL,,"mu[""Sharpe""]",0.66413,0.66423,"ok &= abs(mu[""Sharpe""] - 0.66418) < 5e-5",True,4.999999999999449e-05,0.66418,7.52807973741975e-05,REPRO,CELL,False,NOT_AGG
2026-09-05_audit-every-committed-null-for-a-salted-seed_C.py,661,CHAIN,,P(clears),0.0,1.0,"f""**{u}/{len(X)} = {u / len(X):.1%} are UNDETERMINED** (0 < P(clears) < 1)"")",True,0.5,0.5,1.0,GRID,CELL,False,NOT_AGG
2026-09-05_defensive-class-census_B.py,410,ABSTOL,,m['Sharpe'],1.1325,1.1335,"f""{'PASS' if abs(m['Sharpe']-1.133) < 5e-4 else 'FAIL'}"")",True,0.0004999999999999449,1.133,0.0004413062665489364,REPRO,UNSTATED,False,NOT_AGG
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.py,503,ABSTOL,,s_v1,0.6637000000000001,0.6647,"rep.append(dict(check=""b RULES v1 u56 @10bps Sharpe"", value=s_v1, tol=0.6642, ok=abs(s_v1 - 0.6642) < 5e-4))",True,0.0004999999999999449,0.6642,0.0007527853056307511,REPRO,SCALAR,False,NOT_AGG
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.py,505,ABSTOL,,s_v1,0.6637000000000001,0.6647,"f""{'OK' if abs(s_v1-0.6642)<5e-4 else 'FAIL'}"")",True,0.0004999999999999449,0.6642,0.0007527853056307511,REPRO,SCALAR,False,NOT_AGG
2026-09-05_does-share-price-any-key-or-only-vol_B.py,410,ABSTOL,,"mv[""CAGR""]",0.0645255,0.06453550000000001,"ok[""e""] = (abs(mv[""CAGR""] - 0.0645305) < 5e-6 and abs(mv[""Sharpe""] - 0.66418) < 5e-5",True,5.0000000000050004e-06,0.0645305,7.748274071958222e-05,REPRO,CELL,False,NOT_AGG
2026-09-05_does-share-price-any-key-or-only-vol_B.py,410,ABSTOL,,"mv[""Sharpe""]",0.66413,0.66423,"ok[""e""] = (abs(mv[""CAGR""] - 0.0645305) < 5e-6 and abs(mv[""Sharpe""] - 0.66418) < 5e-5",True,4.999999999999449e-05,0.66418,7.52807973741975e-05,REPRO,CELL,False,NOT_AGG
2026-09-05_how-many-draws-does-clause-11b-need_cloud.py,215,ABSTOL,,mu['Sharpe'],0.66413,0.66423,"f""{'PASS' if abs(mu['Sharpe'] - 0.66418) < 5e-5 else 'FAIL'}"")",True,4.999999999999449e-05,0.66418,7.52807973741975e-05,REPRO,CELL,False,NOT_AGG
2026-09-05_how-many-draws-does-clause-11b-need_cloud.py,216,ABSTOL,,"mu[""Sharpe""]",0.66413,0.66423,"ok &= abs(mu[""Sharpe""] - 0.66418) < 5e-5",True,4.999999999999449e-05,0.66418,7.52807973741975e-05,REPRO,CELL,False,NOT_AGG
2026-09-05_how-many-draws-does-clause-11b-need_cloud.py,338,ABSTOL,,flips201,31.0,33.0,"f""(published 32/180 = 17.8%) -> {'PASS' if abs(flips201 - 32) <= 1 else 'FAIL'}"")",True,1.0,32.0,0.03125,REPRO,CELL,False,NOT_AGG
2026-09-05_is-the-inert-cell-a-leaderboard-defect_C.py,314,ABSTOL,,mrv['Sharpe'],0.66413,0.66423,"f""{'PASS' if abs(mrv['Sharpe'] - 0.66418) < 5e-5 else 'FAIL'}"")",True,4.999999999999449e-05,0.66418,7.52807973741975e-05,REPRO,CELL,False,NOT_AGG
2026-09-05_is-the-inert-cell-a-leaderboard-defect_C.py,315,ABSTOL,,"mrv[""Sharpe""]",0.66413,0.66423,"ok &= abs(mrv[""Sharpe""] - 0.66418) < 5e-5",True,4.999999999999449e-05,0.66418,7.52807973741975e-05,REPRO,CELL,False,NOT_AGG
2026-09-05_is-the-value-cost-parallelism-general_cloud.py,277,ABSTOL,,"mb[""CAGR""]",0.121,0.123,"hit = (abs(mb[""CAGR""] - 0.122) < 0.001 and abs(mb[""Sharpe""] - 1.161) < 0.003",True,0.0010000000000000009,0.122,0.008196721311475417,REPRO,UNSTATED,False,NOT_AGG
2026-09-05_is-the-value-cost-parallelism-general_cloud.py,277,ABSTOL,,"mb[""Sharpe""]",1.1580000000000001,1.164,"hit = (abs(mb[""CAGR""] - 0.122) < 0.001 and abs(mb[""Sharpe""] - 1.161) < 0.003",True,0.0029999999999998916,1.161,0.002583979328165281,REPRO,UNSTATED,False,NOT_AGG
2026-09-05_no-leverage-ceiling-is-load-bearing_cloud.py,343,ABSTOL,,r0.CAGR,0.11567,0.11607,"f""{'PASS' if abs(r0.CAGR-0.11587)<2e-4 and abs(r0.Sharpe-1.133)<2e-3 else 'CHECK'}"")",True,0.00020000000000000573,0.11587,0.0017260723224303593,REPRO,UNSTATED,False,NOT_AGG
2026-09-05_no-leverage-ceiling-is-load-bearing_cloud.py,343,ABSTOL,,r0.Sharpe,1.131,1.135,"f""{'PASS' if abs(r0.CAGR-0.11587)<2e-4 and abs(r0.Sharpe-1.133)<2e-3 else 'CHECK'}"")",True,0.0020000000000000018,1.133,0.0017652250661959416,REPRO,UNSTATED,False,NOT_AGG
2026-09-05_price-list-tier-bar_B.py,216,ABSTOL,,"m[""Sharpe""]",1.1280000000000001,1.138,"ok = (abs(m[""Sharpe""] - 1.133) < 5e-3 and abs(m2[""Sharpe""] - 1.161) < 5e-3 and worst < 1e-12)",True,0.004999999999999893,1.133,0.004413062665489756,REPRO,UNSTATED,False,NOT_AGG
2026-09-05_price-list-tier-bar_B.py,216,ABSTOL,,"m2[""Sharpe""]",1.1560000000000001,1.166,"ok = (abs(m[""Sharpe""] - 1.133) < 5e-3 and abs(m2[""Sharpe""] - 1.161) < 5e-3 and worst < 1e-12)",True,0.004999999999999893,1.161,0.004306632213608866,REPRO,UNSTATED,False,NOT_AGG
2026-09-05_the-margin-column-instead-of-two_cloud.py,215,ABSTOL,,mu['Sharpe'],0.66413,0.66423,"f""{'PASS' if abs(mu['Sharpe'] - 0.66418) < 5e-5 else 'FAIL'}"")",True,4.999999999999449e-05,0.66418,7.52807973741975e-05,REPRO,CELL,False,NOT_AGG
2026-09-05_the-margin-column-instead-of-two_cloud.py,216,ABSTOL,,"mu[""Sharpe""]",0.66413,0.66423,"ok &= abs(mu[""Sharpe""] - 0.66418) < 5e-5",True,4.999999999999449e-05,0.66418,7.52807973741975e-05,REPRO,CELL,False,NOT_AGG
2026-09-05_the-null-column-for-instruments-that-are-not-keyed-tilts_cloud.py,737,CHAIN,,ratio,0.5,2.0,"f""{'HIT' if 0.5 <= ratio <= 2.0 else 'MISS'}"")",True,0.75,1.25,0.6,GRID,MEAN,False,AGG_NO_DIAL
2026-09-05_the-on-share-column_cloud.py,407,ABSTOL,,mu['Sharpe'],0.66413,0.66423,"f""{'PASS' if abs(mu['Sharpe'] - 0.66418) < 5e-5 else 'FAIL'}"")",True,4.999999999999449e-05,0.66418,7.52807973741975e-05,REPRO,CELL,False,NOT_AGG
2026-09-05_the-on-share-column_cloud.py,408,ABSTOL,,"mu[""Sharpe""]",0.66413,0.66423,"ok &= abs(mu[""Sharpe""] - 0.66418) < 5e-5",True,4.999999999999449e-05,0.66418,7.52807973741975e-05,REPRO,CELL,False,NOT_AGG
2026-09-05_the-share-at-which-ranking-stops-paying_B.py,743,CHAIN,,v,0.15,0.85,inside.append(np.isfinite(v) and 0.15 <= v <= 0.85),True,0.35,0.5,0.7,GRID,CELL,False,NOT_AGG
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.py,519,ABSTOL,,"rep[""U56/RULES v1""][1]",0.656,0.676,"ok = abs(rep[""U56/RULES v1""][1] - 0.666) < 0.01 and abs(rep[""U56/FIXED20""][1] - 1.093) < 0.01",True,0.010000000000000009,0.666,0.015015015015015027,REPRO,CELL,False,NOT_AGG
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.py,519,ABSTOL,,"rep[""U56/FIXED20""][1]",1.083,1.103,"ok = abs(rep[""U56/RULES v1""][1] - 0.666) < 0.01 and abs(rep[""U56/FIXED20""][1] - 1.093) < 0.01",True,0.010000000000000009,1.093,0.009149130832570913,REPRO,CELL,False,NOT_AGG
2026-09-06_dispersion-as-a-survivorship-detector_cloud.py,297,ABSTOL,,r2c,0.41,0.45,ok = (abs(r2c - 0.43) < 0.02 and abs(r2e - 0.33) < 0.02 and abs(r2 - 0.08) < 0.02),True,0.020000000000000018,0.43,0.046511627906976785,REPRO,MEAN,True,AGG_NO_DIAL
2026-09-06_dispersion-as-a-survivorship-detector_cloud.py,297,ABSTOL,,r2e,0.31,0.35000000000000003,ok = (abs(r2c - 0.43) < 0.02 and abs(r2e - 0.33) < 0.02 and abs(r2 - 0.08) < 0.02),True,0.020000000000000018,0.33,0.060606060606060656,GRID,MEAN,True,AGG_NO_DIAL
2026-09-06_dispersion-as-a-survivorship-detector_cloud.py,297,ABSTOL,,r2,0.06,0.1,ok = (abs(r2c - 0.43) < 0.02 and abs(r2e - 0.33) < 0.02 and abs(r2 - 0.08) < 0.02),True,0.020000000000000004,0.08,0.25000000000000006,GRID,MEAN,True,AGG_NO_DIAL
2026-09-06_does-a-pure-exposure-gate-exist-on-the-small-panel_C.py,143,TUPLE2,BAR_MA_RESID,BAR_MA_RESID,-0.7,-0.2,"BAR_MA_RESID = (-0.70, -0.20)   # idea 298's MA-gate residual band, pp/yr",True,0.24999999999999997,-0.44999999999999996,0.5555555555555556,GRID,SCALAR,False,NOT_AGG
2026-09-06_is-the-1bp-breakeven-general-to-the-records-null-arms_C.py,679,ABSTOL,,"rep[""U56/FIXED20""][1]",1.083,1.103,"ok = (abs(rep[""U56/FIXED20""][1] - 1.093) < 0.01 and abs(rep[""U56/RULES v1""][1] - 0.666) < 0.01)",True,0.010000000000000009,1.093,0.009149130832570913,REPRO,CELL,False,NOT_AGG
2026-09-06_is-the-1bp-breakeven-general-to-the-records-null-arms_C.py,679,ABSTOL,,"rep[""U56/RULES v1""][1]",0.656,0.676,"ok = (abs(rep[""U56/FIXED20""][1] - 1.093) < 0.01 and abs(rep[""U56/RULES v1""][1] - 0.666) < 0.01)",True,0.010000000000000009,0.666,0.015015015015015027,REPRO,CELL,False,NOT_AGG
2026-09-06_monthly-drawdown-cost_cloud.py,274,ABSTOL,,gotw[0],0.1305,0.1315,ok = abs(gotw[0] - 0.131) <= 5e-4 and abs(gotw[1] - 0.958) <= 5e-4 and abs(gotw[2] + 0.201) <= 5e-4,True,0.0005000000000000004,0.131,0.0038167938931297743,REPRO,UNSTATED,False,NOT_AGG
2026-09-06_monthly-drawdown-cost_cloud.py,274,ABSTOL,,gotw[1],0.9575,0.9584999999999999,ok = abs(gotw[0] - 0.131) <= 5e-4 and abs(gotw[1] - 0.958) <= 5e-4 and abs(gotw[2] + 0.201) <= 5e-4,True,0.0004999999999999449,0.958,0.0005219206680583976,REPRO,UNSTATED,False,NOT_AGG
2026-09-06_price-the-four-unpriced-null-verdicts-on-their-own-books_B.py,221,CHAIN,,x,0.0,25.0,inside = [x for x in xs if 0.0 < x <= 25.0],True,12.5,12.5,1.0,GRID,CELL,False,NOT_AGG
2026-09-06_price-the-four-unpriced-null-verdicts-on-their-own-books_B.py,648,CHAIN,,c0,0.0,25.0,"+ (""   [INSIDE the record's 0-25 bps range]"" if 0 < c0 <= 25 else """"))",True,12.5,12.5,1.0,GRID,SCALAR,False,NOT_AGG
2026-09-06_the-anchor-position-column_B.py,427,ABSTOL,,lo,0.735,0.745,ok &= abs(lo - 0.74) < 0.005 and abs(an - 0.32) < 0.005,True,0.0050000000000000044,0.74,0.006756756756756763,REPRO,MEAN,False,AGG_NO_DIAL
2026-09-06_the-anchor-position-column_B.py,427,ABSTOL,,an,0.315,0.325,ok &= abs(lo - 0.74) < 0.005 and abs(an - 0.32) < 0.005,True,0.0050000000000000044,0.32,0.015625000000000014,REPRO,MEAN,False,AGG_NO_DIAL
2026-09-06_what-predicts-a-panel_B.py,372,ABSTOL,,sp_is,0.705,0.715,ok = abs(sp_is - 0.710) < 0.005 and abs(sp_dp - 0.134) < 0.005,True,0.0050000000000000044,0.71,0.007042253521126767,REPRO,MEAN,False,POOLED
2026-09-06_what-predicts-a-panel_B.py,372,ABSTOL,,sp_dp,0.129,0.139,ok = abs(sp_is - 0.710) < 0.005 and abs(sp_dp - 0.134) < 0.005,True,0.0050000000000000044,0.134,0.03731343283582093,REPRO,MEAN,False,POOLED
2026-09-07_does-a-DRAWDOWN-SPEED-signal-beat-a-breadth-LEVEL-signal_C.py,264,ABSTOL,,"m[""CAGR""]",0.0846,0.0886,"ok = abs(m[""CAGR""] - 0.0866) < 0.002 and abs(m[""Sharpe""] - 1.2056) < 0.01 and abs(m[""MaxDD""] + 0.1205) < 0.002",True,0.0020000000000000018,0.0866,0.023094688221709028,REPRO,CELL,False,NOT_AGG
2026-09-07_does-a-DRAWDOWN-SPEED-signal-beat-a-breadth-LEVEL-signal_C.py,264,ABSTOL,,"m[""Sharpe""]",1.1956,1.2156,"ok = abs(m[""CAGR""] - 0.0866) < 0.002 and abs(m[""Sharpe""] - 1.2056) < 0.01 and abs(m[""MaxDD""] + 0.1205) < 0.002",True,0.010000000000000009,1.2056,0.008294625082946257,REPRO,CELL,False,NOT_AGG
2026-09-07_does-the-IS-SPREAD-screen-retire-the-record-s-rho-based-chooser-verdicts_cloud.py,386,ABSTOL,,"m[""CAGR""]",0.0846,0.0886,"ok = abs(m[""CAGR""] - 0.0866) < 0.002 and abs(m[""Sharpe""] - 1.2056) < 0.01",True,0.0020000000000000018,0.0866,0.023094688221709028,REPRO,CELL,False,NOT_AGG
2026-09-07_does-the-IS-SPREAD-screen-retire-the-record-s-rho-based-chooser-verdicts_cloud.py,386,ABSTOL,,"m[""Sharpe""]",1.1956,1.2156,"ok = abs(m[""CAGR""] - 0.0866) < 0.002 and abs(m[""Sharpe""] - 1.2056) < 0.01",True,0.010000000000000009,1.2056,0.008294625082946257,REPRO,CELL,False,NOT_AGG
2026-09-07_does-the-SECOND-worst-drawdown-episode-bound-every-overlay_cloud.py,312,ABSTOL,,"m[""CAGR""]",0.0846,0.0886,"ok = abs(m[""CAGR""] - 0.0866) < 0.002 and abs(m[""Sharpe""] - 1.2056) < 0.01 and abs(m[""MaxDD""] + 0.1205) < 0.002",True,0.0020000000000000018,0.0866,0.023094688221709028,REPRO,CELL,False,NOT_AGG
2026-09-07_does-the-SECOND-worst-drawdown-episode-bound-every-overlay_cloud.py,312,ABSTOL,,"m[""Sharpe""]",1.1956,1.2156,"ok = abs(m[""CAGR""] - 0.0866) < 0.002 and abs(m[""Sharpe""] - 1.2056) < 0.01 and abs(m[""MaxDD""] + 0.1205) < 0.002",True,0.010000000000000009,1.2056,0.008294625082946257,REPRO,CELL,False,NOT_AGG
2026-09-07_is-a-class-member-just-its-own-ladder-point_B.py,283,ABSTOL,,m['Sharpe'],1.1325,1.1335,"f""{'PASS' if abs(m['Sharpe'] - 1.133) < 5e-4 else 'FAIL'}"")",True,0.0004999999999999449,1.133,0.0004413062665489364,REPRO,UNSTATED,False,NOT_AGG
2026-09-07_is-a-class-member-just-its-own-ladder-point_B2.py,360,ABSTOL,,m['Sharpe'],1.1325,1.1335,"f""{'PASS' if abs(m['Sharpe'] - 1.133) < 5e-4 else 'FAIL'}"")",True,0.0004999999999999449,1.133,0.0004413062665489364,REPRO,UNSTATED,False,NOT_AGG
2026-09-07_is-the-BINDING-DRAWDOWN-EPISODE-a-HIGH-BREADTH-event_C.py,257,ABSTOL,,"m[""CAGR""]",0.0846,0.0886,"ok = abs(m[""CAGR""] - 0.0866) < 0.002 and abs(m[""Sharpe""] - 1.2056) < 0.01 and abs(m[""MaxDD""] + 0.1205) < 0.002",True,0.0020000000000000018,0.0866,0.023094688221709028,REPRO,CELL,False,NOT_AGG
2026-09-07_is-the-BINDING-DRAWDOWN-EPISODE-a-HIGH-BREADTH-event_C.py,257,ABSTOL,,"m[""Sharpe""]",1.1956,1.2156,"ok = abs(m[""CAGR""] - 0.0866) < 0.002 and abs(m[""Sharpe""] - 1.2056) < 0.01 and abs(m[""MaxDD""] + 0.1205) < 0.002",True,0.010000000000000009,1.2056,0.008294625082946257,REPRO,CELL,False,NOT_AGG
2026-09-07_is-the-CAGR-floor-only-ever-closable-by-the-GROSS-dial_C.py,161,CHAIN,,x,0.05,3.0,ok = nv is not None and all(0.05 <= x <= 3.0 for x in nv),True,1.475,1.525,0.9672131147540984,GRID,CELL,False,NOT_AGG
2026-09-07_is-the-CAGR-floor-only-ever-closable-by-the-GROSS-dial_C.py,165,CHAIN,,x,0.0,0.5,ok = nv is not None and all(0.0 <= x <= 0.5 for x in nv),True,0.25,0.25,1.0,GRID,CELL,False,NOT_AGG
2026-09-07_is-the-LOSS-SHARE-statistic-a-usable-PRE-SCREEN-for-gate-ideas_cloud.py,318,ABSTOL,,"m[""CAGR""]",0.0846,0.0886,"ok = abs(m[""CAGR""] - 0.0866) < 0.002 and abs(m[""Sharpe""] - 1.2056) < 0.01 and abs(m[""MaxDD""] + 0.1205) < 0.002",True,0.0020000000000000018,0.0866,0.023094688221709028,REPRO,CELL,False,NOT_AGG
2026-09-07_is-the-LOSS-SHARE-statistic-a-usable-PRE-SCREEN-for-gate-ideas_cloud.py,318,ABSTOL,,"m[""Sharpe""]",1.1956,1.2156,"ok = abs(m[""CAGR""] - 0.0866) < 0.002 and abs(m[""Sharpe""] - 1.2056) < 0.01 and abs(m[""MaxDD""] + 0.1205) < 0.002",True,0.010000000000000009,1.2056,0.008294625082946257,REPRO,CELL,False,NOT_AGG
2026-09-08_a-turnover-matched-null-for-suppressing-overlays_B.py,654,CHAIN,,ratio,0.5,2.0,"P(f""  RS1/ROT ratio of mean gap = {ratio:.3f}  -> P2 ({'HIT' if 0.5 <= ratio <= 2.0 else 'MISS'}:""",True,0.75,1.25,0.6,GRID,MEAN,True,POOLED
2026-09-08_audit-every-published-key-for-the-adjustment-leak_B.py,465,ABSTOL,,"m[""Sharpe""]",0.66413,0.66423,"ok=abs(m[""Sharpe""] - 0.66418) < 5e-5))",True,4.999999999999449e-05,0.66418,7.52807973741975e-05,REPRO,UNSTATED,False,NOT_AGG
2026-09-08_publish-ROOM-beside-every-abstention-and-chooser-result_cloud.py,283,ABSTOL,,"G1.loc[0, ""mean""]",0.0253,0.0263,"ok = (abs(G1.loc[0, ""mean""] - 0.0258) < 5e-4 and abs(G1.loc[0, ""t""] - 22.2) < 0.3",True,0.0005000000000000004,0.0258,0.019379844961240327,REPRO,MEAN,True,AGG_NO_DIAL
2026-09-08_publish-ROOM-beside-every-abstention-and-chooser-result_cloud.py,283,ABSTOL,,"G1.loc[0, ""t""]",21.9,22.5,"ok = (abs(G1.loc[0, ""mean""] - 0.0258) < 5e-4 and abs(G1.loc[0, ""t""] - 22.2) < 0.3",True,0.3000000000000007,22.2,0.013513513513513545,REPRO,MEAN,True,AGG_NO_DIAL
2026-09-08_the-013-margin-rule_cloud.py,388,CHAIN,,pct77,0.3,0.7,"f""-> R4 {'CONFIRMED' if 0.3 <= pct77 <= 0.7 else 'REFUTED'} """,True,0.19999999999999998,0.5,0.39999999999999997,GRID,MEAN,True,AGG_NO_DIAL
2026-09-08_why-does-the-IS-lift-slope-flip-between-GROSS-and-GATE_C.py,487,ABSTOL,,"R[""GATE""]",0.983,0.985,"g0_ok = abs(R[""GROSS""] + 0.580) < 0.001 and abs(R[""GATE""] - 0.984) < 0.001",True,0.0010000000000000009,0.984,0.001016260162601627,REPRO,CELL,False,NOT_AGG
2026-09-09_does-the-uncompensated-residual-finding-replicate-off-SMALL439_B.py,131,TUPLE2,BAR_MA_RESID,BAR_MA_RESID,-0.7,-0.2,"BAR_MA_RESID = (-0.70, -0.20)   # idea 298's band - REPORTED, not a gate (see docstring)",True,0.24999999999999997,-0.44999999999999996,0.5555555555555556,GRID,SCALAR,False,NOT_AGG
2026-09-09_how-many-published-panel-shares-are-7-cell-binomials_B.py,98,ABSTOL,,within,0.26405,0.26415,"say(f""  within-rung seed sd   {within:.4f}   [published 0.2641]  {'OK' if abs(within-0.2641)<5e-5 else 'FAIL'}"")",True,4.999999999999449e-05,0.2641,0.00018932222642936196,REPRO,MEAN,False,POOLED
2026-09-09_how-many-published-panel-shares-are-7-cell-binomials_B.py,99,ABSTOL,,between,0.14185,0.14195,"say(f""  between-rung sd       {between:.4f}   [published 0.1419]  {'OK' if abs(between-0.1419)<5e-5 else 'FAIL'}"")",True,4.999999999999449e-05,0.1419,0.00035236081747705775,REPRO,MEAN,False,POOLED
2026-09-09_how-many-published-panel-shares-are-7-cell-binomials_B.py,101,ABSTOL,,floor7,0.18895,0.18905,"say(f""  7-cell binomial floor {floor7:.4f}   [published 0.1890]  {'OK' if abs(floor7-0.1890)<5e-5 else 'FAIL'}"")",True,4.999999999999449e-05,0.189,0.0002645502645502354,REPRO,MEAN,False,POOLED
2026-09-09_how-many-published-panel-shares-are-7-cell-binomials_B.py,102,ABSTOL,,within,0.26405,0.26415,ok = abs(within - 0.2641) < 5e-5 and abs(between - 0.1419) < 5e-5 and round(etf * 7) == 2,True,4.999999999999449e-05,0.2641,0.00018932222642936196,REPRO,MEAN,False,POOLED
2026-09-09_how-many-published-panel-shares-are-7-cell-binomials_B.py,102,ABSTOL,,between,0.14185,0.14195,ok = abs(within - 0.2641) < 5e-5 and abs(between - 0.1419) < 5e-5 and round(etf * 7) == 2,True,4.999999999999449e-05,0.1419,0.00035236081747705775,REPRO,MEAN,False,POOLED
2026-09-09_restate-idea-298s-MA-RESIDUAL-BAND-with-its-cadence-domain_C.py,181,TUPLE2,BAND_PUB,BAND_PUB,-0.7,-0.2,"BAND_PUB = (-0.70, -0.20)                  # idea 300 BAR_MA_RESID, pp/yr",True,0.24999999999999997,-0.44999999999999996,0.5555555555555556,GRID,SCALAR,False,NOT_AGG
