panel,cost,gate,role,c,q,mix,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_SPY_Sharpe,OOS_SPY_CAGR,OOS_SPY_MaxDD,OOS_v2_Sharpe,OOS_v2_CAGR,OOS_v2_MaxDD
U56,25,0,4b-aware IS pick,0.7,1.0,70/0/30,1.0650712552874173,0.16709140141506507,0.987274651241092,-0.2644601738368695,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.2482435320727505,0.0924133776660172,-0.12092631068492765
U56,25,0,anchor (idea 24 B),0.6,1.0,60/0/40,1.0461045984750221,0.15144513082365574,0.9988314560788929,-0.23443119196969275,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.2482435320727505,0.0924133776660172,-0.12092631068492765
U56,25,0,queue proposal 50/10/40,0.6,0.8333,50/10/40,1.0259563248004735,0.1457123216499545,0.9971273593635784,-0.21671113485233418,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.2482435320727505,0.0924133776660172,-0.12092631068492765
U56,25,0,OOS-best (hindsight),0.5,1.0,50/0/50,1.0193659238336288,0.13570106848445396,1.0122764738440984,-0.2037922809536844,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.2482435320727505,0.0924133776660172,-0.12092631068492765
B136,10,1,IS-Sharpe pick,0.7,0.5,35/35/30,0.7013450162285315,0.12716118422735279,1.1243242308182617,-0.15909302999686692,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1185082795688426,0.07983337481604336,-0.12240793860208021
B136,10,1,4b-aware IS pick,0.7,0.5,35/35/30,0.7013450162285315,0.12716118422735279,1.1243242308182617,-0.15909302999686692,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1185082795688426,0.07983337481604336,-0.12240793860208021
B136,10,1,anchor (idea 24 B),0.6,1.0,60/0/40,0.6804291375316066,0.14290051216258726,1.1532125849197243,-0.18852731385926313,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1185082795688426,0.07983337481604336,-0.12240793860208021
B136,10,1,queue proposal 50/10/40,0.6,0.8333,50/10/40,0.6909322229255404,0.13463046817443125,1.1534817333191019,-0.1754090287019826,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1185082795688426,0.07983337481604336,-0.12240793860208021
B136,10,1,OOS-best (hindsight),0.5,1.0,50/0/50,0.6835827878162282,0.12952756598008963,1.1636762718487579,-0.17228594227556904,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1185082795688426,0.07983337481604336,-0.12240793860208021
B136,10,0,IS-Sharpe pick,0.8,1.0,80/0/20,1.088810321119915,0.18439083507036425,0.9853565020940102,-0.2926673120825427,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1185082795688426,0.07983337481604336,-0.12240793860208021
B136,10,0,4b-aware IS pick,0.7,1.0,70/0/30,1.081307470087646,0.1696370586173621,1.0000307340255516,-0.2626913127089874,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1185082795688426,0.07983337481604336,-0.12240793860208021
B136,10,0,anchor (idea 24 B),0.6,1.0,60/0/40,1.0700061410202253,0.15473421003168797,1.017555180267326,-0.23207161504177365,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1185082795688426,0.07983337481604336,-0.12240793860208021
B136,10,0,queue proposal 50/10/40,0.6,0.8333,50/10/40,1.0503473542946098,0.14896957390255827,1.0164771428118338,-0.21432671266960934,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1185082795688426,0.07983337481604336,-0.12240793860208021
B136,10,0,OOS-best (hindsight),0.5,1.0,50/0/50,1.0526244035906003,0.13968901103420328,1.0384071628486586,-0.20083977396461583,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1185082795688426,0.07983337481604336,-0.12240793860208021
B136,25,1,IS-Sharpe pick,0.8,0.5,40/40/20,0.6450794514702074,0.13179414702121695,1.081512042094849,-0.16955613191261265,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.0740236940215924,0.07643420182382155,-0.12284879701089035
B136,25,1,4b-aware IS pick,0.8,0.5,40/40/20,0.6450794514702074,0.13179414702121695,1.081512042094849,-0.16955613191261265,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.0740236940215924,0.07643420182382155,-0.12284879701089035
B136,25,1,anchor (idea 24 B),0.6,1.0,60/0/40,0.6167131593045936,0.13828810309935435,1.1200399465112618,-0.18884618607927606,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.0740236940215924,0.07643420182382155,-0.12284879701089035
B136,25,1,queue proposal 50/10/40,0.6,0.8333,50/10/40,0.6261007214707017,0.12984973821696433,1.1167811491590895,-0.17584641166607462,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.0740236940215924,0.07643420182382155,-0.12284879701089035
B136,25,1,OOS-best (hindsight),0.5,1.0,50/0/50,0.612821023768787,0.12448416449448385,1.1228264515156787,-0.17268653716657822,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.0740236940215924,0.07643420182382155,-0.12284879701089035
B136,25,0,IS-Sharpe pick,0.8,1.0,80/0/20,1.07874860901907,0.1826486781580361,0.9776065764046549,-0.293843786863493,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.0740236940215924,0.07643420182382155,-0.12284879701089035
B136,25,0,4b-aware IS pick,0.7,1.0,70/0/30,1.064841921173971,0.1671044246933333,0.9873697931420775,-0.264459219841655,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.0740236940215924,0.07643420182382155,-0.12284879701089035
B136,25,0,anchor (idea 24 B),0.6,1.0,60/0/40,1.0458411521442186,0.15146140541915099,0.9989662502758287,-0.23442927560518845,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.0740236940215924,0.07643420182382155,-0.12284879701089035
B136,25,0,queue proposal 50/10/40,0.6,0.8333,50/10/40,1.0257178630676325,0.14572814191915895,0.9972669567017676,-0.21670786659815522,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.0740236940215924,0.07643420182382155,-0.12284879701089035
B136,25,0,OOS-best (hindsight),0.5,1.0,50/0/50,1.0190580727086895,0.13572027339876724,1.0124615111297313,-0.20379083847518908,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.0740236940215924,0.07643420182382155,-0.12284879701089035
