panel,T_trade,cost,family,chooser,ladder,target,rung,cell,turn_py,refresh_py,CAGR,Sharpe,MaxDD,H1,H2,oos_CAGR,oos_Sharpe,oos_MaxDD,bind,keep4b_full,keep4b_oos,keep4b,keep4a
B136,M,0,FIXH,C_ISDD,short,0.08,0.02,h=0.02,4.8733310752158205,85.37859712230215,0.1058749705551334,1.2288399527405907,-0.09697955262240265,1.3121243804830938,1.147547621443859,0.11389263389528503,1.3213504229651547,-0.09697955262240265,none,True,True,True,True
B136,M,0,FIXH,C_ISLEGS,full,0.16,0.25,h=0.25,0.731522322125001,1.3030575539568345,0.1449933373786949,1.2229945002447886,-0.1781363448004295,1.357821758953621,1.09759455881226,0.141498129178673,1.2012576320727517,-0.17813634480042928,none,True,True,True,False
B136,M,0,FIXH,C_ISLEGS,short,0.1,0.03,h=0.03,3.6708394678059753,52.40557553956834,0.1269465346662617,1.2487276713306221,-0.11820595170514459,1.3290375094003426,1.1700449784284312,0.1326687495959007,1.3177985334162559,-0.11820595170514403,none,True,True,True,True
B136,M,0,ASYMH,C_ISSHARPE,full,0.16,0.2,hup=0.2,1.2215823372424264,7.365107913669064,0.15440720370002814,1.2646795775543096,-0.1753455351166311,1.4042611537275431,1.1300077299330205,0.15046609677117728,1.2526610325851897,-0.17534553511663098,none,True,True,True,False
B136,M,0,ASYMH,C_ISSHARPE,short,0.2,0.05,hup=0.05,1.423755144881466,17.619604316546763,0.17185845501366925,1.2218177729765847,-0.19206536229951754,1.3304293759811134,1.1175134548145327,0.16807435088831446,1.216646861769263,-0.19206536229951754,none,True,True,True,False
B136,M,0,ASYMH,C_ISCALMAR,full,0.16,0.2,hup=0.2,1.2215823372424264,7.365107913669064,0.15440720370002814,1.2646795775543096,-0.1753455351166311,1.4042611537275431,1.1300077299330205,0.15046609677117728,1.2526610325851897,-0.17534553511663098,none,True,True,True,False
B136,M,0,ASYMH,C_ISCALMAR,short,0.1,0.03,hup=0.03,3.9295227865379854,77.27697841726618,0.1262000226908102,1.2488304361029061,-0.1137068888599414,1.3245667657470188,1.1746694740740675,0.1327045680268033,1.3241377572779858,-0.11257010657260358,none,True,True,True,True
B136,M,0,ASYMH,C_ISDD,full,0.08,0.25,hup=0.25,2.5807882116908427,15.636690647482013,0.09864780271914086,1.2294036548875482,-0.10150230645450686,1.3085673816102885,1.1533183024468134,0.10748788087263272,1.3294745014789178,-0.10150230645450664,L5_CAGR,False,True,False,True
B136,M,0,ASYMH,C_ISDD,short,0.08,0.02,hup=0.02,5.111381636923585,116.59532374100719,0.10515000571631594,1.2258273195247509,-0.09571270713891511,1.3075951610599494,1.1459747953660342,0.11333583936346159,1.3205978294169434,-0.09571270713891455,L5_CAGR,False,True,False,True
B136,M,0,ASYMH,C_ISLEGS,full,0.16,0.2,hup=0.2,1.2215823372424264,7.365107913669064,0.15440720370002814,1.2646795775543096,-0.1753455351166311,1.4042611537275431,1.1300077299330205,0.15046609677117728,1.2526610325851897,-0.17534553511663098,none,True,True,True,False
B136,M,0,ASYMH,C_ISLEGS,short,0.1,0.03,hup=0.03,3.9295227865379854,77.27697841726618,0.1262000226908102,1.2488304361029061,-0.1137068888599414,1.3245667657470188,1.1746694740740675,0.1327045680268033,1.3241377572779858,-0.11257010657260358,none,True,True,True,True
B136,M,0,SDMULT,C_ISSHARPE,full,0.16,3.0,k=3,1.2526185964435683,41.24460431654676,0.1637005154105151,1.200225714251072,-0.2548586622325857,1.369909203794415,1.0496662978755045,0.15876193239993208,1.1554312944082776,-0.2548586622325857,L4_DD,False,False,False,False
B136,M,0,SDMULT,C_ISSHARPE,short,0.12,2.0,k=2,2.200339869000221,43.68075539568345,0.14424306649080232,1.2066699226523612,-0.21490850043913678,1.3845992962180833,1.046704799076659,0.14133095717937683,1.1723968399162503,-0.2149085004391369,L4_DD,False,False,False,False
B136,M,0,SDMULT,C_ISCALMAR,full,0.12,2.0,k=2,2.200339869000221,43.68075539568345,0.14424306649080232,1.2066699226523612,-0.21490850043913678,1.3845992962180833,1.046704799076659,0.14133095717937683,1.1723968399162503,-0.2149085004391369,L4_DD,False,False,False,False
B136,M,0,SDMULT,C_ISCALMAR,short,0.12,2.0,k=2,2.200339869000221,43.68075539568345,0.14424306649080232,1.2066699226523612,-0.21490850043913678,1.3845992962180833,1.046704799076659,0.14133095717937683,1.1723968399162503,-0.2149085004391369,L4_DD,False,False,False,False
B136,M,0,SDMULT,C_ISDD,full,0.08,2.0,k=2,3.1095080376142725,25.09802158273381,0.10502548924446731,1.1577527111737844,-0.15216531993945837,1.3186668689637215,1.007016923689288,0.10763707566796277,1.1763369103941834,-0.1521653199394587,L5_CAGR,False,True,False,False
B136,M,0,SDMULT,C_ISDD,short,0.08,2.0,k=2,3.1095080376142725,25.09802158273381,0.10502548924446731,1.1577527111737844,-0.15216531993945837,1.3186668689637215,1.007016923689288,0.10763707566796277,1.1763369103941834,-0.1521653199394587,L5_CAGR,False,True,False,False
B136,M,0,SDMULT,C_ISLEGS,full,0.12,2.0,k=2,2.200339869000221,43.68075539568345,0.14424306649080232,1.2066699226523612,-0.21490850043913678,1.3845992962180833,1.046704799076659,0.14133095717937683,1.1723968399162503,-0.2149085004391369,L4_DD,False,False,False,False
B136,M,0,SDMULT,C_ISLEGS,short,0.12,2.0,k=2,2.200339869000221,43.68075539568345,0.14424306649080232,1.2066699226523612,-0.21490850043913678,1.3845992962180833,1.046704799076659,0.14133095717937683,1.1723968399162503,-0.2149085004391369,L4_DD,False,False,False,False
B136,M,0,FRACG,C_ISSHARPE,full,0.16,0.15,f=0.15,1.3164699097811599,7.421762589928057,0.162845795439027,1.2684408329034118,-0.17677783488954868,1.3874360232900527,1.153578430130702,0.16001811930937482,1.2675489470191366,-0.17677783488954868,none,True,True,True,False
B136,M,0,FRACG,C_ISSHARPE,short,0.16,0.15,f=0.15,1.3164699097811599,7.421762589928057,0.162845795439027,1.2684408329034118,-0.17677783488954868,1.3874360232900527,1.153578430130702,0.16001811930937482,1.2675489470191366,-0.17677783488954868,none,True,True,True,False
B136,M,0,FRACG,C_ISCALMAR,full,0.16,0.5,f=0.5,0.5090212197382284,0.7931654676258992,0.12032887666383907,1.173013599809481,-0.15691884512168552,1.2844470710238782,1.0523262392780475,0.0974804995933709,1.162543538229953,-0.15691884512168586,none,True,False,False,False
B136,M,0,FRACG,C_ISCALMAR,short,0.16,0.15,f=0.15,1.3164699097811599,7.421762589928057,0.162845795439027,1.2684408329034118,-0.17677783488954868,1.3874360232900527,1.153578430130702,0.16001811930937482,1.2675489470191366,-0.17677783488954868,none,True,True,True,False
B136,M,0,FRACG,C_ISDD,full,0.08,0.5,f=0.5,1.0709301533047935,2.889388489208633,0.08855479423093304,1.1714455040780694,-0.11434519641987373,1.205886872867128,1.1406867633742617,0.09364074129712874,1.2351621627587412,-0.11434519641987395,L5_CAGR,False,False,False,False
B136,M,0,FRACG,C_ISDD,short,0.08,0.02,f=0.02,5.117289006395013,117.38848920863309,0.10568363315847185,1.227179146094734,-0.09584798822002782,1.3085393182329954,1.1477278281986731,0.1138495996147808,1.3215039838021494,-0.09584798822002771,L5_CAGR,False,True,False,True
B136,M,0,FRACG,C_ISLEGS,full,0.12,0.2,f=0.2,1.6672424204724932,8.49820143884892,0.13655011555998176,1.2519269147934569,-0.14853769823730567,1.3479397805682856,1.1588605616516798,0.13731722109909628,1.2780199824103997,-0.14853769823730545,none,True,True,True,False
B136,M,0,FRACG,C_ISLEGS,short,0.12,0.15,f=0.15,1.9154158703653068,12.577338129496402,0.13808167906750568,1.2435776194999166,-0.1428557881635948,1.316334477784261,1.1714115479237357,0.13977647917958547,1.2885239734992602,-0.14285578816359445,none,True,True,True,False
B136,M,0,ASYMG,C_ISSHARPE,full,0.16,0.3,f=0.3,0.8778237841122837,4.8723021582733805,0.13947350190462804,1.2500477629742754,-0.14838700856266285,1.3616000203575587,1.1436636565813205,0.1360473784446501,1.2390288123915014,-0.14838700856266274,none,True,True,True,False
B136,M,0,ASYMG,C_ISSHARPE,short,0.16,0.15,f=0.15,1.4767825515802904,13.937050359712229,0.1581035238211168,1.2637706081634597,-0.16424149149363276,1.3703708042619818,1.1579696723200426,0.15557660083503277,1.2772023571541238,-0.16424149149363232,none,True,True,True,False
B136,M,0,ASYMG,C_ISCALMAR,full,0.16,0.5,f=0.5,0.5543413612257815,1.9262589928057552,0.11751873357332099,1.233692038832734,-0.1370807149617641,1.3171296208147114,1.1473342003991087,0.10958902907591606,1.2212268255479308,-0.13708071496176422,none,True,True,True,False
B136,M,0,ASYMG,C_ISCALMAR,short,0.2,0.15,f=0.15,1.1034849842679626,8.214928057553957,0.1676116352536876,1.2331627228565905,-0.18160129944876835,1.33784470563799,1.1329665600113852,0.1639885874485203,1.2276008285863858,-0.18160129944876835,none,True,True,True,False
B136,M,0,ASYMG,C_ISDD,full,0.1,0.5,f=0.5,1.0015188814218352,5.608812949640288,0.09451651336182043,1.2255860100759346,-0.1141877149804984,1.3327683243764825,1.1290705544163424,0.0983468432644421,1.2589608137663368,-0.11418771498049851,L5_CAGR,False,False,False,True
B136,M,0,ASYMG,C_ISDD,short,0.08,0.15,f=0.15,3.483949055146146,42.60431654676259,0.10392789909524613,1.2415991717741237,-0.09270459050999069,1.3232652761062482,1.1623490301027835,0.11228769600962196,1.3381472343346905,-0.09270459050999125,L5_CAGR,False,True,False,True
B136,M,0,ASYMG,C_ISLEGS,full,0.16,0.3,f=0.3,0.8778237841122837,4.8723021582733805,0.13947350190462804,1.2500477629742754,-0.14838700856266285,1.3616000203575587,1.1436636565813205,0.1360473784446501,1.2390288123915014,-0.14838700856266274,none,True,True,True,False
B136,M,0,ASYMG,C_ISLEGS,short,0.12,0.15,f=0.15,2.1927500948722654,23.90827338129496,0.13830587717631015,1.2664533705131413,-0.13370209336858252,1.337265601600069,1.1963676895416362,0.14338526550922093,1.3340110633176934,-0.13370209336858307,none,True,True,True,False
B136,M,10,CAL,C_ISSHARPE,full,0.2,M,R=M,0.9337441661472567,12.74730215827338,0.17383358282237338,1.1634631590850217,-0.29666940985265666,1.3655140359937123,0.9870813258844497,0.1626749659754536,1.082416560136597,-0.296669409852657,L4_DD,False,False,False,False
B136,M,10,CAL,C_ISSHARPE,short,0.2,M,R=M,0.9337441661472567,12.74730215827338,0.17383358282237338,1.1634631590850217,-0.29666940985265666,1.3655140359937123,0.9870813258844497,0.1626749659754536,1.082416560136597,-0.296669409852657,L4_DD,False,False,False,False
B136,M,10,CAL,C_ISCALMAR,full,0.2,M,R=M,0.9337441661472567,12.74730215827338,0.17383358282237338,1.1634631590850217,-0.29666940985265666,1.3655140359937123,0.9870813258844497,0.1626749659754536,1.082416560136597,-0.296669409852657,L4_DD,False,False,False,False
B136,M,10,CAL,C_ISCALMAR,short,0.2,M,R=M,0.9337441661472567,12.74730215827338,0.17383358282237338,1.1634631590850217,-0.29666940985265666,1.3655140359937123,0.9870813258844497,0.1626749659754536,1.082416560136597,-0.296669409852657,L4_DD,False,False,False,False
B136,M,10,CAL,C_ISDD,full,0.08,W,R=W,3.689160794265325,55.35161870503597,0.10204218744377846,1.1655539104713493,-0.1085663080403294,1.2611042017918,1.0735419302322362,0.10959403102865406,1.2466267519380154,-0.10856630804032974,L5_CAGR,False,True,False,True
B136,M,10,CAL,C_ISDD,short,0.08,W,R=W,3.689160794265325,55.35161870503597,0.10204218744377846,1.1655539104713493,-0.1085663080403294,1.2611042017918,1.0735419302322362,0.10959403102865406,1.2466267519380154,-0.10856630804032974,L5_CAGR,False,True,False,True
B136,M,10,CAL,C_ISLEGS,full,0.1,M,R=M,1.9991079023564786,12.74730215827338,0.13163392871544466,1.2014348740561716,-0.19873936611768594,1.3515920012435318,1.0580567604119009,0.13048107802973363,1.2000101248389705,-0.19873936611768628,none,True,True,True,False
B136,M,10,CAL,C_ISLEGS,short,0.1,M,R=M,1.9991079023564786,12.74730215827338,0.13163392871544466,1.2014348740561716,-0.19873936611768594,1.3515920012435318,1.0580567604119009,0.13048107802973363,1.2000101248389705,-0.19873936611768628,none,True,True,True,False
B136,M,10,FIXH,C_ISSHARPE,full,0.2,0.16,h=0.16,0.9738355926245921,2.662769784172662,0.17309951741972074,1.2199331540090639,-0.19418344344511906,1.3513659874942436,1.093646857482167,0.1662735193676108,1.1956977950075844,-0.1941834434451194,none,True,True,True,False
B136,M,10,FIXH,C_ISSHARPE,short,0.16,0.05,h=0.05,1.7191272376789501,16.316546762589926,0.16091013189400893,1.2341921700905898,-0.17596737633255777,1.3364191337437148,1.1346542118471066,0.1594942067905194,1.2471765867444657,-0.17596737633255766,none,True,True,True,False
B136,M,10,FIXH,C_ISCALMAR,full,0.16,0.25,h=0.25,0.731522322125001,1.3030575539568345,0.14415543444885648,1.2166235642748662,-0.17846515355728132,1.3521114750414314,1.0906179264060991,0.14060341111388763,1.1943633177244155,-0.1784651535572811,none,True,True,True,False
B136,M,10,FIXH,C_ISCALMAR,short,0.16,0.05,h=0.05,1.7191272376789501,16.316546762589926,0.16091013189400893,1.2341921700905898,-0.17596737633255777,1.3364191337437148,1.1346542118471066,0.1594942067905194,1.2471765867444657,-0.17596737633255766,none,True,True,True,False
B136,M,10,FIXH,C_ISDD,full,0.08,0.12,h=0.12,3.0968707422441404,17.56294964028777,0.10336874194696755,1.1831113753434572,-0.10753127304417742,1.2693802953543574,1.100973367584568,0.11237898267929891,1.2744115977502823,-0.10753127304417776,L5_CAGR,False,True,False,True
B136,M,10,FIXH,C_ISDD,short,0.08,0.02,h=0.02,4.8733310752158205,85.37859712230215,0.10050064138649573,1.1713843498551688,-0.09783205903721637,1.2536289199430133,1.0911031114686596,0.10882543046997672,1.2673113563572511,-0.09783205903721692,L5_CAGR,False,True,False,True
B136,M,10,FIXH,C_ISLEGS,full,0.16,0.25,h=0.25,0.731522322125001,1.3030575539568345,0.14415543444885648,1.2166235642748662,-0.17846515355728132,1.3521114750414314,1.0906179264060991,0.14060341111388763,1.1943633177244155,-0.1784651535572811,none,True,True,True,False
B136,M,10,FIXH,C_ISLEGS,short,0.1,0.03,h=0.03,3.6708394678059753,52.40557553956834,0.12281781869164043,1.2117776616647795,-0.11874018642927453,1.2908738062473735,1.1342819904761792,0.12892168984397223,1.2839319279433243,-0.11874018642927464,none,True,True,True,True
B136,M,10,ASYMH,C_ISSHARPE,full,0.16,0.2,hup=0.2,1.2215823372424264,7.365107913669064,0.15299875751342928,1.2544458246862418,-0.17596737633255766,1.3955249148577233,1.1183553616268809,0.14894994023433994,1.2413531359658823,-0.17596737633255755,none,True,True,True,False
B136,M,10,ASYMH,C_ISSHARPE,short,0.2,0.05,hup=0.05,1.423755144881466,17.619604316546763,0.17019277085160245,1.2115085507644499,-0.19266664226814179,1.320895177468111,1.1064747511773554,0.16638815802935003,1.2059294754011907,-0.19266664226814179,none,True,True,True,False
B136,M,10,ASYMH,C_ISCALMAR,full,0.16,0.2,hup=0.2,1.2215823372424264,7.365107913669064,0.15299875751342928,1.2544458246862418,-0.17596737633255766,1.3955249148577233,1.1183553616268809,0.14894994023433994,1.2413531359658823,-0.17596737633255755,none,True,True,True,False
B136,M,10,ASYMH,C_ISCALMAR,short,0.2,0.05,hup=0.05,1.423755144881466,17.619604316546763,0.17019277085160245,1.2115085507644499,-0.19266664226814179,1.320895177468111,1.1064747511773554,0.16638815802935003,1.2059294754011907,-0.19266664226814179,none,True,True,True,False
B136,M,10,ASYMH,C_ISDD,full,0.08,0.25,hup=0.25,2.5807882116908427,15.636690647482013,0.09581698538493222,1.1967587981084922,-0.10195538634765267,1.2761453178902369,1.1204797205290007,0.10477316213079901,1.298321974447218,-0.101955386347653,L5_CAGR,False,False,False,True
B136,M,10,ASYMH,C_ISDD,short,0.08,0.02,hup=0.02,5.111381636923585,116.59532374100719,0.0995176319854072,1.16533404056724,-0.09726935630872158,1.2460026401590119,1.0865584645729711,0.10803780614132763,1.2637961818603376,-0.09726935630872158,L5_CAGR,False,True,False,True
B136,M,10,ASYMH,C_ISLEGS,full,0.12,0.2,hup=0.2,1.8559248560392627,12.917266187050359,0.13095697180980004,1.2346933678855614,-0.14067540414500468,1.3222605941438532,1.1495822681621157,0.1315569985460605,1.2620180266538268,-0.1406754041450049,none,True,True,True,False
B136,M,10,ASYMH,C_ISLEGS,short,0.1,0.03,hup=0.03,3.9295227865379854,77.27697841726618,0.12178386237429573,1.2090446414114708,-0.11600496730062371,1.2834667604429908,1.1361745761294357,0.1286978016738689,1.2877023249256578,-0.11600496730062404,none,True,True,True,True
B136,M,10,SDMULT,C_ISSHARPE,full,0.16,3.0,k=3,1.2526185964435683,41.24460431654676,0.16224456871163428,1.1908665527022002,-0.2551148186353678,1.3613949854614005,1.0395036198561334,0.1572045879482995,1.1455504197341553,-0.25511481863536756,L4_DD,False,False,False,False
B136,M,10,SDMULT,C_ISSHARPE,short,0.12,2.0,k=2,2.200339869000221,43.68075539568345,0.14172785038995306,1.1878187176240484,-0.215147602430394,1.3656393913203015,1.027915819085736,0.13890150512268096,1.1543677573700935,-0.2151476024303941,L4_DD,False,False,False,False
B136,M,10,SDMULT,C_ISCALMAR,full,0.16,3.0,k=3,1.2526185964435683,41.24460431654676,0.16224456871163428,1.1908665527022002,-0.2551148186353678,1.3613949854614005,1.0395036198561334,0.1572045879482995,1.1455504197341553,-0.25511481863536756,L4_DD,False,False,False,False
B136,M,10,SDMULT,C_ISCALMAR,short,0.12,2.0,k=2,2.200339869000221,43.68075539568345,0.14172785038995306,1.1878187176240484,-0.215147602430394,1.3656393913203015,1.027915819085736,0.13890150512268096,1.1543677573700935,-0.2151476024303941,L4_DD,False,False,False,False
B136,M,10,SDMULT,C_ISDD,full,0.08,3.0,k=3,2.6855940841968993,16.76978417266187,0.10212774680739511,1.1020486025107035,-0.17615172073216756,1.241751874597739,0.9785643674210773,0.10857859336475184,1.139552076050785,-0.1761517207321679,L5_CAGR,False,True,False,False
B136,M,10,SDMULT,C_ISDD,short,0.08,2.0,k=2,3.1095080376142725,25.09802158273381,0.1015974695894708,1.12329478107967,-0.15259291150055732,1.2845632492181696,0.9722068561977625,0.1042779477751683,1.1428844251601697,-0.15259291150055698,L5_CAGR,False,False,False,False
B136,M,10,SDMULT,C_ISLEGS,full,0.12,2.0,k=2,2.200339869000221,43.68075539568345,0.14172785038995306,1.1878187176240484,-0.215147602430394,1.3656393913203015,1.027915819085736,0.13890150512268096,1.1543677573700935,-0.2151476024303941,L4_DD,False,False,False,False
B136,M,10,SDMULT,C_ISLEGS,short,0.12,2.0,k=2,2.200339869000221,43.68075539568345,0.14172785038995306,1.1878187176240484,-0.215147602430394,1.3656393913203015,1.027915819085736,0.13890150512268096,1.1543677573700935,-0.2151476024303941,L4_DD,False,False,False,False
B136,M,10,FRACG,C_ISSHARPE,full,0.16,0.15,f=0.15,1.3164699097811599,7.421762589928057,0.16131765376962837,1.2579853319582768,-0.17739872878914487,1.3781461762405658,1.142018837170026,0.1584222431340152,1.2563357468355307,-0.17739872878914453,none,True,True,True,False
B136,M,10,FRACG,C_ISSHARPE,short,0.16,0.15,f=0.15,1.3164699097811599,7.421762589928057,0.16131765376962837,1.2579853319582768,-0.17739872878914487,1.3781461762405658,1.142018837170026,0.1584222431340152,1.2563357468355307,-0.17739872878914453,none,True,True,True,False
B136,M,10,FRACG,C_ISCALMAR,full,0.16,0.5,f=0.5,0.5090212197382284,0.7931654676258992,0.11975878738128554,1.1679677053937458,-0.15725388176606636,1.2790557169199355,1.047620133576754,0.0970475638177224,1.1578017542373613,-0.15725388176606614,none,True,False,False,False
B136,M,10,FRACG,C_ISCALMAR,short,0.16,0.15,f=0.15,1.3164699097811599,7.421762589928057,0.16131765376962837,1.2579853319582768,-0.17739872878914487,1.3781461762405658,1.142018837170026,0.1584222431340152,1.2563357468355307,-0.17739872878914453,none,True,True,True,False
B136,M,10,FRACG,C_ISDD,full,0.08,0.5,f=0.5,1.0709301533047935,2.889388489208633,0.08738889587651544,1.1569240247413157,-0.1147614589509961,1.1923272386985826,1.1252389404476477,0.09243105256112272,1.2202669424813484,-0.1147614589509961,L5_CAGR,False,False,False,False
B136,M,10,FRACG,C_ISDD,short,0.08,0.1,f=0.1,3.5536678592724735,35.18255395683453,0.10129669041787737,1.1826065187332389,-0.09799440492160971,1.2711539663472173,1.096936512817652,0.10902635734786204,1.270529393394039,-0.0979944049216096,L5_CAGR,False,True,False,True
B136,M,10,FRACG,C_ISLEGS,full,0.16,0.5,f=0.5,0.5090212197382284,0.7931654676258992,0.11975878738128554,1.1679677053937458,-0.15725388176606636,1.2790557169199355,1.047620133576754,0.0970475638177224,1.1578017542373613,-0.15725388176606614,none,True,False,False,False
B136,M,10,FRACG,C_ISLEGS,short,0.12,0.15,f=0.15,1.9154158703653068,12.577338129496402,0.1359036844600432,1.2258641317444456,-0.14447174516205397,1.2986727629167607,1.153656570095304,0.137736906357379,1.271462177085317,-0.1444717451620543,none,True,True,True,False
B136,M,10,ASYMG,C_ISSHARPE,full,0.16,0.3,f=0.3,0.8778237841122837,4.8723021582733805,0.13847353831842613,1.2419590920479606,-0.148841421040808,1.354460975273342,1.1346725571571032,0.13498273647384895,1.2302424345541354,-0.1488414210408081,none,True,True,True,False
B136,M,10,ASYMG,C_ISSHARPE,short,0.16,0.15,f=0.15,1.4767825515802904,13.937050359712229,0.15639546034475393,1.251679746585568,-0.16481993292599284,1.359425579485568,1.1447618180898975,0.15383461624181494,1.2644321308530706,-0.16481993292599284,none,True,True,True,False
B136,M,10,ASYMG,C_ISCALMAR,full,0.16,0.5,f=0.5,0.5543413612257815,1.9262589928057552,0.1168996301280143,1.227768264796513,-0.13735956821479556,1.311649184403574,1.1409554266576476,0.10897723737572007,1.2149336804169466,-0.1373595682147961,none,True,True,True,False
B136,M,10,ASYMG,C_ISCALMAR,short,0.2,0.15,f=0.15,1.1034849842679626,8.214928057553957,0.16632537223107757,1.2249043998121893,-0.1821209516889617,1.330114311022608,1.1242115166234536,0.16268898820903188,1.2190481582453863,-0.1821209516889617,none,True,True,True,False
B136,M,10,ASYMG,C_ISDD,full,0.1,0.5,f=0.5,1.0015188814218352,5.608812949640288,0.09342108851436026,1.212390768329866,-0.11511685838262875,1.320921912962658,1.1146178669665519,0.09717335073323641,1.2450269257874114,-0.1151168583826292,L5_CAGR,False,False,False,True
B136,M,10,ASYMG,C_ISDD,short,0.08,0.15,f=0.15,3.483949055146146,42.60431654676259,0.10009076950866058,1.1994414851549446,-0.09366793234955906,1.2817308864777972,1.119588495155633,0.10857810290708092,1.2975385626225207,-0.09366793234955906,L5_CAGR,False,True,False,True
B136,M,10,ASYMG,C_ISLEGS,full,0.16,0.3,f=0.3,0.8778237841122837,4.8723021582733805,0.13847353831842613,1.2419590920479606,-0.148841421040808,1.354460975273342,1.1346725571571032,0.13498273647384895,1.2302424345541354,-0.1488414210408081,none,True,True,True,False
B136,M,10,ASYMG,C_ISLEGS,short,0.12,0.15,f=0.15,2.1927500948722654,23.90827338129496,0.13581292348505647,1.2458461404714956,-0.13536480166171372,1.316613282147532,1.175819003529987,0.14105669027779855,1.3143555757931302,-0.13536480166171483,none,True,True,True,False
B136,M,25,CAL,C_ISSHARPE,full,0.2,M,R=M,0.9337441661472567,12.74730215827338,0.17219025399511234,1.1538831880643978,-0.2968096614465745,1.3567368570372116,0.9767469966165652,0.16091016968388394,1.0722396107865717,-0.29680966144657506,L4_DD,False,False,False,False
B136,M,25,CAL,C_ISSHARPE,short,0.2,M,R=M,0.9337441661472567,12.74730215827338,0.17219025399511234,1.1538831880643978,-0.2968096614465745,1.3567368570372116,0.9767469966165652,0.16091016968388394,1.0722396107865717,-0.29680966144657506,L4_DD,False,False,False,False
B136,M,25,CAL,C_ISCALMAR,full,0.2,M,R=M,0.9337441661472567,12.74730215827338,0.17219025399511234,1.1538831880643978,-0.2968096614465745,1.3567368570372116,0.9767469966165652,0.16091016968388394,1.0722396107865717,-0.29680966144657506,L4_DD,False,False,False,False
