arm,panel,q,draw,namevol_is,namevol_full,q_realised,vol_target,vol_gap,tol,tertile
VOLTWIN,TWIN tol0.02 q0.50 d7,0.5,7,0.34132185350423977,0.4163882148548965,0.8111111111111111,0.32265070126871004,0.01867115223552962,0.02,n/a
VOLTWIN,TWIN tol0.02 q0.75 d0,0.75,0,0.3666938185269333,0.4127180302552666,0.8555555555555555,0.34705728814400466,0.01963653038292862,0.02,n/a
VOLTWIN,TWIN tol0.02 q0.75 d1,0.75,1,0.39624809818772544,0.44913659620634555,0.8111111111111111,0.38463624350091014,0.011611854686815304,0.02,n/a
VOLTWIN,TWIN tol0.02 q0.75 d2,0.75,2,0.3677570933704247,0.4147215202611537,0.8111111111111111,0.37134394700047035,0.0035868536300456277,0.02,n/a
VOLTWIN,TWIN tol0.02 q0.75 d3,0.75,3,0.3926032329395061,0.453233975931532,0.8666666666666667,0.38370089007108077,0.00890234286842534,0.02,n/a
VOLTWIN,TWIN tol0.02 q0.75 d4,0.75,4,0.3741535539877016,0.44756950668043194,0.8555555555555555,0.35893878551489816,0.015214768472803397,0.02,n/a
VOLTWIN,TWIN tol0.02 q0.75 d5,0.75,5,0.3776911186330872,0.43331441149129485,0.8555555555555555,0.3789860698156136,0.001294951182526427,0.02,n/a
VOLTWIN,TWIN tol0.02 q0.75 d6,0.75,6,0.3710031075875399,0.41874834949331896,0.8555555555555555,0.37721923894364556,0.006216131356105659,0.02,n/a
VOLTWIN,TWIN tol0.02 q0.75 d7,0.75,7,0.3587163463795657,0.41482535376293533,0.8,0.3498190393680715,0.00889730701149416,0.02,n/a
VOLTWIN,TWIN tol0.02 q1.00 d0,1.0,0,0.4121848473978675,0.4512176736860509,0.8777777777777778,0.4302528267353372,0.01806797933746973,0.02,n/a
VOLTWIN,TWIN tol0.02 q1.00 d1,1.0,1,0.37763828159856927,0.4310417447416702,0.7888888888888889,0.39723032753154314,0.019592045932973867,0.02,n/a
VOLTWIN,TWIN tol0.02 q1.00 d2,1.0,2,0.39820908530676413,0.4418637714734039,0.8444444444444444,0.39900862264678655,0.0007995373400224159,0.02,n/a
VOLTWIN,TWIN tol0.02 q1.00 d3,1.0,3,0.36663241953218684,0.4119787607034085,0.8777777777777778,0.3814449065514427,0.01481248701925586,0.02,n/a
VOLTWIN,TWIN tol0.02 q1.00 d4,1.0,4,0.3999440809828092,0.451988246724567,0.8444444444444444,0.40564784032272155,0.005703759339912351,0.02,n/a
VOLTWIN,TWIN tol0.02 q1.00 d5,1.0,5,0.404619700021146,0.4608334231148954,0.8333333333333334,0.40757053167258006,0.0029508316514340605,0.02,n/a
VOLTWIN,TWIN tol0.02 q1.00 d6,1.0,6,0.39804242978102855,0.44554399671721523,0.8222222222222222,0.41589380853863617,0.017851378757607672,0.02,n/a
VOLTWIN,TWIN tol0.02 q1.00 d7,1.0,7,0.4003063991397833,0.44110003222330163,0.9,0.41224849129479046,0.011942092155007134,0.02,n/a
VOLTWIN,TWIN tol0.05 q0.00 d0,0.0,0,0.30777993216610267,0.38991828909520265,0.7555555555555555,0.2596646965637803,0.04811523560232239,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.00 d1,0.0,1,0.3089716178206196,0.3758786847443091,0.7666666666666667,0.2594285111128646,0.04954310670775519,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.00 d2,0.0,2,0.3083394660394908,0.3772266200945904,0.8222222222222222,0.2612531852930582,0.047086280746432674,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.00 d3,0.0,3,0.3138616054275543,0.37413202370871806,0.7555555555555555,0.26401706030869154,0.049844545118862826,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.00 d4,0.0,4,0.30917478651148933,0.37545722597157216,0.8333333333333334,0.26411444039140203,0.0450603461200873,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.00 d5,0.0,5,0.3108322255119756,0.3942067765741896,0.7333333333333333,0.26205223969869135,0.0487799858132843,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.00 d6,0.0,6,0.30457938798000184,0.3817756064944946,0.7666666666666667,0.2585013055475657,0.046078082432436385,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.00 d7,0.0,7,0.30994127111446085,0.38268678661079314,0.6777777777777778,0.2599881825785735,0.04995308853588731,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.25 d0,0.25,0,0.35710626790243705,0.4216262701365146,0.7888888888888889,0.31646831890610067,0.04063794899633649,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.25 d1,0.25,1,0.3290380869738886,0.4012177489705069,0.7222222222222222,0.2848433420024953,0.04419474497139336,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.25 d2,0.25,2,0.34007812697296386,0.41575236278429906,0.7555555555555555,0.2903018321307033,0.04977629484226054,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.25 d3,0.25,3,0.33511770500275617,0.39949806220898954,0.7777777777777778,0.28997497651070814,0.04514272849204792,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.25 d4,0.25,4,0.3383725787979365,0.40671866581701793,0.8333333333333334,0.29519872610950676,0.04317385268842955,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.25 d5,0.25,5,0.33846772926885427,0.4102348733865965,0.8111111111111111,0.289718631096567,0.04874909817228734,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.25 d6,0.25,6,0.33290698089341164,0.39784276032118887,0.7888888888888889,0.28409330094512925,0.048813679948282396,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.25 d7,0.25,7,0.3435382054525126,0.4027582000789854,0.7888888888888889,0.2952391835716474,0.04829902188086527,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.50 d0,0.5,0,0.36724214399672506,0.4270823810526371,0.8666666666666667,0.35577235608575253,0.011469787910972529,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.50 d1,0.5,1,0.39445722660406984,0.443220999939825,0.8777777777777778,0.34615828015052125,0.04829894645354854,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.50 d2,0.5,2,0.35536062955240194,0.42069612088584274,0.8111111111111111,0.34665043646008414,0.008710193092317797,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.50 d3,0.5,3,0.3808492019714852,0.43981933118246613,0.7888888888888889,0.34315509649614,0.03769410547534513,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.50 d4,0.5,4,0.38428771035748993,0.4467073578336549,0.9,0.36390803065379934,0.02037967970369059,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.50 d5,0.5,5,0.36393020058827386,0.41673375914498034,0.8,0.3284126588140307,0.0355175417742431,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.50 d6,0.5,6,0.367189271998495,0.4175178339973696,0.8666666666666667,0.33012387333752247,0.037065398660972526,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.50 d7,0.5,7,0.3684658698253487,0.4275541721483962,0.8777777777777778,0.32265070126871004,0.04581516855663864,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.75 d0,0.75,0,0.39232805096007145,0.4551722243451277,0.7666666666666667,0.34705728814400466,0.04527076281606679,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.75 d1,0.75,1,0.43354399924772485,0.4597290885864853,0.8333333333333334,0.38463624350091014,0.04890775574681472,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.75 d2,0.75,2,0.36749492130815953,0.4315254925752503,0.8444444444444444,0.37134394700047035,0.0038490256923108257,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.75 d3,0.75,3,0.38109332245696087,0.4404469232080085,0.8333333333333334,0.38370089007108077,0.002607567614119899,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.75 d4,0.75,4,0.37059712510883214,0.41813768296652815,0.8555555555555555,0.35893878551489816,0.011658339593933975,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.75 d5,0.75,5,0.3821758633910228,0.4302528969009875,0.8444444444444444,0.3789860698156136,0.003189793575409161,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.75 d6,0.75,6,0.3862953598989533,0.4233147873487551,0.8666666666666667,0.37721923894364556,0.009076120955307743,0.05,n/a
VOLTWIN,TWIN tol0.05 q0.75 d7,0.75,7,0.3797919605475565,0.428411199931188,0.7444444444444445,0.3498190393680715,0.029972921179484968,0.05,n/a
VOLTWIN,TWIN tol0.05 q1.00 d0,1.0,0,0.3828866907143194,0.42018196204850217,0.8,0.4302528267353372,0.0473661360210178,0.05,n/a
VOLTWIN,TWIN tol0.05 q1.00 d1,1.0,1,0.34936834460001426,0.4062269130511733,0.7444444444444445,0.39723032753154314,0.04786198293152888,0.05,n/a
VOLTWIN,TWIN tol0.05 q1.00 d2,1.0,2,0.3841346553491061,0.442525998021731,0.8222222222222222,0.39900862264678655,0.014873967297680424,0.05,n/a
VOLTWIN,TWIN tol0.05 q1.00 d3,1.0,3,0.3662785662748233,0.4240324272049681,0.8111111111111111,0.3814449065514427,0.015166340276619394,0.05,n/a
VOLTWIN,TWIN tol0.05 q1.00 d4,1.0,4,0.39858410314250453,0.44515449174616983,0.7777777777777778,0.40564784032272155,0.007063737180217022,0.05,n/a
VOLTWIN,TWIN tol0.05 q1.00 d5,1.0,5,0.3874814956693743,0.43767919563924923,0.9,0.40757053167258006,0.020089036003205774,0.05,n/a
VOLTWIN,TWIN tol0.05 q1.00 d6,1.0,6,0.3859028194560992,0.4341492828705191,0.8,0.41589380853863617,0.029990989082536945,0.05,n/a
VOLTWIN,TWIN tol0.05 q1.00 d7,1.0,7,0.38692111005621926,0.43852527731561425,0.7555555555555555,0.41224849129479046,0.0253273812385712,0.05,n/a
VOLRUNG,RUNG q0.50 LO d0,0.5,0,0.2389214037916008,0.29857544201820824,0.5,,,,LO
VOLRUNG,RUNG q0.50 LO d1,0.5,1,0.23879313073971017,0.2965983821139098,0.5,,,,LO
VOLRUNG,RUNG q0.50 LO d2,0.5,2,0.23935476248352028,0.2952368142962778,0.5,,,,LO
VOLRUNG,RUNG q0.50 LO d3,0.5,3,0.24089550110437408,0.3068145479240111,0.5,,,,LO
VOLRUNG,RUNG q0.50 HI d0,0.5,0,0.4380675033826311,0.46964622062616246,0.5,,,,HI
VOLRUNG,RUNG q0.50 HI d1,0.5,1,0.43427228445116656,0.4620551266650824,0.5,,,,HI
VOLRUNG,RUNG q0.50 HI d2,0.5,2,0.4438020295773112,0.46589176179121095,0.5,,,,HI
VOLRUNG,RUNG q0.50 HI d3,0.5,3,0.4459652544526372,0.46565533844162904,0.5,,,,HI
VOLRUNG,RUNG q0.75 LO d0,0.75,0,0.25378082030133436,0.3238541078755921,0.75,,,,LO
VOLRUNG,RUNG q0.75 LO d1,0.75,1,0.26208823590139685,0.33650020051355695,0.75,,,,LO
VOLRUNG,RUNG q0.75 LO d2,0.75,2,0.2621036527487227,0.3356349712330212,0.75,,,,LO
VOLRUNG,RUNG q0.75 LO d3,0.75,3,0.2579878487250845,0.3201568327404034,0.75,,,,LO
VOLRUNG,RUNG q0.75 HI d0,0.75,0,0.44714235236683547,0.5014710443062204,0.75,,,,HI
VOLRUNG,RUNG q0.75 HI d1,0.75,1,0.47639219516261394,0.5100833681397041,0.75,,,,HI
VOLRUNG,RUNG q0.75 HI d2,0.75,2,0.4967939558398707,0.5110353570639958,0.75,,,,HI
VOLRUNG,RUNG q0.75 HI d3,0.75,3,0.4826628546029665,0.49769042663062635,0.75,,,,HI
VOLRUNG,RUNG q1.00 LO d0,1.0,0,0.2818734598924112,0.3523588400019543,1.0,,,,LO
VOLRUNG,RUNG q1.00 LO d1,1.0,1,0.27645330205367685,0.34648388199352326,1.0,,,,LO
VOLRUNG,RUNG q1.00 LO d2,1.0,2,0.2774037839687752,0.3563218412956323,1.0,,,,LO
VOLRUNG,RUNG q1.00 LO d3,1.0,3,0.2809658695488175,0.35480101762392524,1.0,,,,LO
VOLRUNG,RUNG q1.00 HI d0,1.0,0,0.544482182865812,0.5788961671038654,1.0,,,,HI
VOLRUNG,RUNG q1.00 HI d1,1.0,1,0.5187897107705186,0.5528510885409064,1.0,,,,HI
VOLRUNG,RUNG q1.00 HI d2,1.0,2,0.5393861206872463,0.5801222526850925,1.0,,,,HI
VOLRUNG,RUNG q1.00 HI d3,1.0,3,0.5378080730867505,0.5853578823001865,1.0,,,,HI
