panel,rung,start,end,half,n,win_F,win_W,n_flip,flip,WL,LW,med_abs_d,max_abs_d,d_win,nf_share_of_flips,nf_share_of_arms
SMALL,25.0,2011-07-14,2014-07-16,IS,216,0.5833333333333334,0.1111111111111111,102,0.4722222222222222,102,0,0.0004371035194651318,0.00295996344902294,-0.47222222222222227,1.0,0.5
U56,0.0,2011-10-12,2014-10-14,IS,216,0.7222222222222222,0.3333333333333333,84,0.3888888888888889,84,0,0.0002497332314845835,0.0010199325315716212,-0.3888888888888889,1.0,0.3888888888888889
U56,10.0,2011-10-12,2014-10-14,IS,216,0.7222222222222222,0.3333333333333333,84,0.3888888888888889,84,0,0.0003541101125574819,0.0014480316864968756,-0.3888888888888889,1.0,0.3888888888888889
U56,25.0,2011-10-12,2014-10-14,IS,216,0.7083333333333334,0.3148148148148148,85,0.39351851851851855,85,0,0.0005088647514316369,0.002091554416745245,-0.39351851851851855,0.9882352941176471,0.3888888888888889
B136,0.0,2011-10-12,2014-10-14,IS,216,0.5740740740740741,0.24074074074074073,72,0.3333333333333333,72,0,0.0002167757340840737,0.0009519640146335995,-0.33333333333333337,1.0,0.3888888888888889
B136,10.0,2011-10-12,2014-10-14,IS,216,0.5462962962962963,0.21296296296296297,72,0.3333333333333333,72,0,0.0003399883567626327,0.0014973827541655549,-0.3333333333333333,1.0,0.3888888888888889
B136,25.0,2011-10-12,2014-10-14,IS,216,0.5277777777777778,0.19444444444444445,72,0.3333333333333333,72,0,0.0005228658771139205,0.0023181374358276496,-0.33333333333333337,1.0,0.3888888888888889
SMALL,0.0,2011-10-12,2014-10-14,IS,216,0.6018518518518519,0.24074074074074073,78,0.3611111111111111,78,0,0.00015286701600214503,0.00138536321431304,-0.36111111111111116,1.0,0.3888888888888889
SMALL,10.0,2011-10-12,2014-10-14,IS,216,0.5648148148148148,0.2037037037037037,78,0.3611111111111111,78,0,0.0002233820256687391,0.002050195724201842,-0.36111111111111105,1.0,0.3888888888888889
SMALL,25.0,2011-10-12,2014-10-14,IS,216,0.5370370370370371,0.17592592592592593,78,0.3611111111111111,78,0,0.0003277570575317412,0.0030506258808036257,-0.36111111111111116,1.0,0.3888888888888889
U56,0.0,2012-01-12,2015-01-14,IS,216,0.6481481481481481,0.2037037037037037,96,0.4444444444444444,96,0,0.00020657429859327614,0.001049730711117025,-0.4444444444444444,1.0,0.4444444444444444
U56,10.0,2012-01-12,2015-01-14,IS,216,0.6111111111111112,0.16666666666666666,96,0.4444444444444444,96,0,0.00030182466920725126,0.001527979826508874,-0.44444444444444453,1.0,0.4444444444444444
U56,25.0,2012-01-12,2015-01-14,IS,216,0.5740740740740741,0.12962962962962962,96,0.4444444444444444,96,0,0.00044532042459433097,0.002248489781616403,-0.4444444444444444,1.0,0.4444444444444444
B136,0.0,2012-01-12,2015-01-14,IS,216,0.46296296296296297,0.046296296296296294,90,0.4166666666666667,90,0,0.00019736615588350492,0.0008412653322293906,-0.4166666666666667,1.0,0.4722222222222222
B136,10.0,2012-01-12,2015-01-14,IS,216,0.4537037037037037,0.037037037037037035,90,0.4166666666666667,90,0,0.00031257626147984663,0.0013315542718679296,-0.4166666666666667,1.0,0.4722222222222222
B136,25.0,2012-01-12,2015-01-14,IS,216,0.4444444444444444,0.027777777777777776,90,0.4166666666666667,90,0,0.0004887200268205438,0.0020698697413292777,-0.41666666666666663,1.0,0.4722222222222222
SMALL,0.0,2012-01-12,2015-01-14,IS,216,0.46296296296296297,0.10185185185185185,78,0.3611111111111111,78,0,0.000109203684799275,0.0010015713229039047,-0.3611111111111111,1.0,0.3888888888888889
SMALL,10.0,2012-01-12,2015-01-14,IS,216,0.4444444444444444,0.08333333333333333,78,0.3611111111111111,78,0,0.00017815246331198686,0.0016998809576171947,-0.3611111111111111,1.0,0.3888888888888889
SMALL,25.0,2012-01-12,2015-01-14,IS,216,0.4444444444444444,0.08333333333333333,78,0.3611111111111111,78,0,0.0002810609490300209,0.0027523163579148413,-0.3611111111111111,1.0,0.3888888888888889
U56,0.0,2012-04-13,2015-04-16,IS,216,0.6203703703703703,0.17592592592592593,96,0.4444444444444444,96,0,0.00014428404365396386,0.0007552946618760714,-0.4444444444444444,1.0,0.4444444444444444
U56,10.0,2012-04-13,2015-04-16,IS,216,0.5555555555555556,0.1111111111111111,96,0.4444444444444444,96,0,0.0002392855369157676,0.0012543102556936692,-0.4444444444444445,1.0,0.4444444444444444
U56,25.0,2012-04-13,2015-04-16,IS,216,0.5,0.05555555555555555,96,0.4444444444444444,96,0,0.00038374412040187433,0.0020063152849942867,-0.4444444444444444,1.0,0.4444444444444444
B136,0.0,2012-04-13,2015-04-16,IS,216,0.4537037037037037,0.037037037037037035,90,0.4166666666666667,90,0,0.0001371618492892468,0.0006509896430149098,-0.4166666666666667,1.0,0.4722222222222222
B136,10.0,2012-04-13,2015-04-16,IS,216,0.4351851851851852,0.018518518518518517,90,0.4166666666666667,90,0,0.0002440169211386234,0.0011645112029323723,-0.41666666666666663,1.0,0.4722222222222222
B136,25.0,2012-04-13,2015-04-16,IS,216,0.4166666666666667,0.0,90,0.4166666666666667,90,0,0.0004043784644106596,0.0019379570443691652,-0.4166666666666667,1.0,0.4722222222222222
SMALL,0.0,2012-04-13,2015-04-16,IS,216,0.4722222222222222,0.1111111111111111,78,0.3611111111111111,78,0,0.00010963839443001167,0.0009913698542596272,-0.3611111111111111,1.0,0.3888888888888889
SMALL,10.0,2012-04-13,2015-04-16,IS,216,0.4444444444444444,0.08333333333333333,78,0.3611111111111111,78,0,0.00017974503055973035,0.001671946541511815,-0.3611111111111111,1.0,0.3888888888888889
SMALL,25.0,2012-04-13,2015-04-16,IS,216,0.4444444444444444,0.08333333333333333,78,0.3611111111111111,78,0,0.0002859863924855599,0.002698523155107324,-0.3611111111111111,1.0,0.3888888888888889
U56,0.0,2012-07-13,2015-07-16,IS,216,0.5787037037037037,0.12962962962962962,97,0.44907407407407407,97,0,0.00021534942001077972,0.001369435289365617,-0.44907407407407407,0.9896907216494846,0.4444444444444444
U56,10.0,2012-07-13,2015-07-16,IS,216,0.5555555555555556,0.1111111111111111,96,0.4444444444444444,96,0,0.0002913193279405757,0.0018380552645427262,-0.4444444444444445,1.0,0.4444444444444444
U56,25.0,2012-07-13,2015-07-16,IS,216,0.5,0.05555555555555555,96,0.4444444444444444,96,0,0.00040538911519028,0.002544266000048756,-0.4444444444444444,1.0,0.4444444444444444
B136,0.0,2012-07-13,2015-07-16,IS,216,0.4537037037037037,0.037037037037037035,90,0.4166666666666667,90,0,0.00018184157201917017,0.0011050601188924425,-0.4166666666666667,1.0,0.4722222222222222
B136,10.0,2012-07-13,2015-07-16,IS,216,0.4444444444444444,0.027777777777777776,90,0.4166666666666667,90,0,0.00026256421547932174,0.0015894339903597121,-0.41666666666666663,1.0,0.4722222222222222
B136,25.0,2012-07-13,2015-07-16,IS,216,0.4166666666666667,0.0,90,0.4166666666666667,90,0,0.0003841643455984034,0.0023192397459603775,-0.4166666666666667,1.0,0.4722222222222222
SMALL,0.0,2012-07-13,2015-07-16,IS,216,0.48148148148148145,0.12037037037037036,78,0.3611111111111111,78,0,0.0001376731386245611,0.0012789378267594742,-0.3611111111111111,1.0,0.3888888888888889
SMALL,10.0,2012-07-13,2015-07-16,IS,216,0.4444444444444444,0.08333333333333333,78,0.3611111111111111,78,0,0.0002028600625140209,0.001943429391155771,-0.3611111111111111,1.0,0.3888888888888889
SMALL,25.0,2012-07-13,2015-07-16,IS,216,0.4444444444444444,0.08333333333333333,78,0.3611111111111111,78,0,0.00030065235747267494,0.002946009863893151,-0.3611111111111111,1.0,0.3888888888888889
U56,0.0,2012-10-11,2015-10-14,IS,216,0.8240740740740741,0.5185185185185185,66,0.3055555555555556,66,0,0.00011858829980038177,0.0009832753163143693,-0.3055555555555556,1.0,0.3055555555555556
U56,10.0,2012-10-11,2015-10-14,IS,216,0.7962962962962963,0.49074074074074076,66,0.3055555555555556,66,0,0.00015726259844917045,0.0013007432361260562,-0.3055555555555555,1.0,0.3055555555555556
U56,25.0,2012-10-11,2015-10-14,IS,216,0.75,0.4444444444444444,66,0.3055555555555556,66,0,0.00021540606250114447,0.0017780165775158618,-0.3055555555555556,1.0,0.3055555555555556
B136,0.0,2012-10-11,2015-10-14,IS,216,0.6759259259259259,0.4305555555555556,55,0.25462962962962965,54,1,0.00014579518925628143,0.0009787917556627335,-0.24537037037037035,0.9818181818181818,0.3055555555555556
B136,10.0,2012-10-11,2015-10-14,IS,216,0.6111111111111112,0.3611111111111111,54,0.25,54,0,0.0001969590040383773,0.001320543041856359,-0.25000000000000006,1.0,0.3055555555555556
B136,25.0,2012-10-11,2015-10-14,IS,216,0.5185185185185185,0.26851851851851855,54,0.25,54,0,0.00027334143178192605,0.0018338994279385457,-0.24999999999999994,1.0,0.3055555555555556
SMALL,0.0,2012-10-11,2015-10-14,IS,216,0.6759259259259259,0.37037037037037035,66,0.3055555555555556,66,0,0.00018230832853360912,0.0013647927893796208,-0.3055555555555556,1.0,0.3333333333333333
SMALL,10.0,2012-10-11,2015-10-14,IS,216,0.5925925925925926,0.28703703703703703,66,0.3055555555555556,66,0,0.00026291911565279324,0.0020217478794490873,-0.3055555555555555,1.0,0.3333333333333333
SMALL,25.0,2012-10-11,2015-10-14,IS,216,0.5416666666666666,0.24074074074074073,67,0.3101851851851852,66,1,0.00038432864646775755,0.003011274315501078,-0.30092592592592593,0.9850746268656716,0.3333333333333333
U56,0.0,2013-01-15,2016-01-14,IS,216,0.7685185185185185,0.5462962962962963,48,0.2222222222222222,48,0,3.0420240398676412e-05,0.00016952502135780811,-0.2222222222222222,1.0,0.2222222222222222
U56,10.0,2013-01-15,2016-01-14,IS,216,0.7037037037037037,0.48148148148148145,48,0.2222222222222222,48,0,8.635985621108233e-05,0.0004796880778024093,-0.22222222222222227,1.0,0.2222222222222222
U56,25.0,2013-01-15,2016-01-14,IS,216,0.6296296296296297,0.4074074074074074,48,0.2222222222222222,48,0,0.00017074592539984002,0.0009463683306406567,-0.22222222222222227,1.0,0.2222222222222222
B136,0.0,2013-01-15,2016-01-14,IS,216,0.5277777777777778,0.2777777777777778,54,0.25,54,0,0.00010202573161877115,0.0007492904678683132,-0.25,1.0,0.3055555555555556
B136,10.0,2013-01-15,2016-01-14,IS,216,0.4675925925925926,0.2175925925925926,54,0.25,54,0,0.0001620086604202653,0.0011991349942606089,-0.25,1.0,0.3055555555555556
B136,25.0,2013-01-15,2016-01-14,IS,216,0.4166666666666667,0.16666666666666666,54,0.25,54,0,0.0002523077759155057,0.0018746037667656257,-0.25,1.0,0.3055555555555556
SMALL,0.0,2013-01-15,2016-01-14,IS,216,0.6481481481481481,0.3425925925925926,66,0.3055555555555556,66,0,0.00014790877537151914,0.0011515829154886692,-0.3055555555555555,1.0,0.3333333333333333
SMALL,10.0,2013-01-15,2016-01-14,IS,216,0.5833333333333334,0.2777777777777778,66,0.3055555555555556,66,0,0.0002265670520570917,0.0018134335493337206,-0.3055555555555556,1.0,0.3333333333333333
SMALL,25.0,2013-01-15,2016-01-14,IS,216,0.46296296296296297,0.1574074074074074,66,0.3055555555555556,66,0,0.00034471263310803524,0.0028075995439780232,-0.3055555555555556,1.0,0.3333333333333333
U56,0.0,2013-04-17,2016-04-15,IS,216,0.48148148148148145,0.48148148148148145,0,0.0,0,0,2.068120070042312e-05,0.00015849393100286768,0.0,,0.2222222222222222
U56,10.0,2013-04-17,2016-04-15,IS,216,0.6759259259259259,0.4537037037037037,48,0.2222222222222222,48,0,4.02555598547627e-05,0.0003237625232614949,-0.2222222222222222,1.0,0.2222222222222222
U56,25.0,2013-04-17,2016-04-15,IS,216,0.5925925925925926,0.37037037037037035,48,0.2222222222222222,48,0,0.00013240107862610984,0.001049291053273782,-0.2222222222222222,1.0,0.2222222222222222
B136,0.0,2013-04-17,2016-04-15,IS,216,0.4166666666666667,0.2222222222222222,42,0.19444444444444445,42,0,7.021873740820084e-05,0.0006450388083831804,-0.19444444444444448,1.0,0.25
B136,10.0,2013-04-17,2016-04-15,IS,216,0.37962962962962965,0.18518518518518517,42,0.19444444444444445,42,0,0.0001402662724514503,0.0012858860482010126,-0.19444444444444448,1.0,0.25
B136,25.0,2013-04-17,2016-04-15,IS,216,0.3425925925925926,0.14814814814814814,42,0.19444444444444445,42,0,0.00024548183936679013,0.002248481636541344,-0.19444444444444448,1.0,0.25
SMALL,0.0,2013-04-17,2016-04-15,IS,216,0.6944444444444444,0.4444444444444444,54,0.25,54,0,0.0001388237563844652,0.0009293374348126049,-0.25,1.0,0.2777777777777778
