panel,rung,start,end,half,n,win_F,win_W,n_flip,flip,WL,LW,med_abs_d,max_abs_d,d_win,nf_share_of_flips,nf_share_of_arms
SMALL,10.0,2017-04-18,2020-04-17,OOS,216,0.8518518518518519,0.8240740740740741,6,0.027777777777777776,6,0,0.0004986141078893169,0.0024504379267794585,-0.02777777777777779,1.0,0.05555555555555555
SMALL,25.0,2017-04-18,2020-04-17,OOS,216,0.7083333333333334,0.6851851851851852,7,0.032407407407407406,6,1,0.0006640149949367902,0.0032193389836249198,-0.02314814814814814,0.8571428571428571,0.05555555555555555
U56,0.0,2017-07-18,2020-07-17,OOS,216,0.7129629629629629,0.7129629629629629,0,0.0,0,0,8.569511025896537e-05,0.0007566985918335822,0.0,,0.05555555555555555
U56,10.0,2017-07-18,2020-07-17,OOS,216,0.6388888888888888,0.6388888888888888,0,0.0,0,0,4.055108161349352e-05,0.00035661973021217097,0.0,,0.05555555555555555
U56,25.0,2017-07-18,2020-07-17,OOS,216,0.5648148148148148,0.5092592592592593,12,0.05555555555555555,12,0,2.7558369105729064e-05,0.0002440438967521441,-0.05555555555555547,1.0,0.05555555555555555
B136,0.0,2017-07-18,2020-07-17,OOS,216,0.7870370370370371,0.7870370370370371,0,0.0,0,0,8.980578056516642e-05,0.0006121056658856538,0.0,,0.05555555555555555
B136,10.0,2017-07-18,2020-07-17,OOS,216,0.75,0.75,0,0.0,0,0,8.656062306766632e-06,7.038147437277154e-05,0.0,,0.05555555555555555
B136,25.0,2017-07-18,2020-07-17,OOS,216,0.6666666666666666,0.6666666666666666,0,0.0,0,0,0.00010665894295164291,0.0007531567649217141,0.0,,0.05555555555555555
SMALL,0.0,2017-07-18,2020-07-17,OOS,216,0.5370370370370371,0.5092592592592593,6,0.027777777777777776,6,0,0.00022236345063142426,0.0012010577140160184,-0.02777777777777779,1.0,0.05555555555555555
SMALL,10.0,2017-07-18,2020-07-17,OOS,216,0.4398148148148148,0.41203703703703703,6,0.027777777777777776,6,0,0.00044106372289751117,0.0021901687871825892,-0.02777777777777779,1.0,0.05555555555555555
SMALL,25.0,2017-07-18,2020-07-17,OOS,216,0.37962962962962965,0.35185185185185186,6,0.027777777777777776,6,0,0.0007690068136559369,0.0036642632479249038,-0.02777777777777779,1.0,0.05555555555555555
U56,0.0,2017-10-16,2020-10-15,OOS,216,0.7129629629629629,0.7129629629629629,0,0.0,0,0,4.7369518095807805e-05,0.0004157201884328332,0.0,,0.05555555555555555
U56,10.0,2017-10-16,2020-10-15,OOS,216,0.6666666666666666,0.6666666666666666,0,0.0,0,0,2.954779927843987e-06,2.875365585330858e-05,0.0,,0.05555555555555555
U56,25.0,2017-10-16,2020-10-15,OOS,216,0.5925925925925926,0.5370370370370371,12,0.05555555555555555,12,0,6.206544267728376e-05,0.000552844878473624,-0.05555555555555547,1.0,0.05555555555555555
B136,0.0,2017-10-16,2020-10-15,OOS,216,0.7870370370370371,0.7870370370370371,0,0.0,0,0,3.7870826855856965e-05,0.00025010448203866,0.0,,0.05555555555555555
B136,10.0,2017-10-16,2020-10-15,OOS,216,0.75,0.75,0,0.0,0,0,4.1367668933145474e-05,0.0002882193263124,0.0,,0.05555555555555555
B136,25.0,2017-10-16,2020-10-15,OOS,216,0.6666666666666666,0.6666666666666666,0,0.0,0,0,0.00015542346237301663,0.0010944713487017754,0.0,,0.05555555555555555
SMALL,0.0,2017-10-16,2020-10-15,OOS,216,0.6018518518518519,0.5879629629629629,3,0.013888888888888888,3,0,2.7880787385844985e-05,0.0006783746736867546,-0.01388888888888895,1.0,0.05555555555555555
SMALL,10.0,2017-10-16,2020-10-15,OOS,216,0.5370370370370371,0.5185185185185185,8,0.037037037037037035,6,2,0.0001459191268752269,0.000920495438146901,-0.0185185185185186,0.75,0.05555555555555555
SMALL,25.0,2017-10-16,2020-10-15,OOS,216,0.48148148148148145,0.4537037037037037,6,0.027777777777777776,6,0,0.00044837442002895744,0.0025541876960367693,-0.027777777777777735,1.0,0.05555555555555555
U56,0.0,2018-01-17,2021-01-15,OOS,216,0.7037037037037037,0.7037037037037037,0,0.0,0,0,8.822483444048679e-05,0.0007799827498065071,0.0,,0.05555555555555555
U56,10.0,2018-01-17,2021-01-15,OOS,216,0.6342592592592593,0.6342592592592593,0,0.0,0,0,4.425871708541029e-05,0.0003888959851449103,0.0,,0.05555555555555555
U56,25.0,2018-01-17,2021-01-15,OOS,216,0.5648148148148148,0.5092592592592593,12,0.05555555555555555,12,0,2.233503003790105e-05,0.00019912680534028837,-0.05555555555555547,1.0,0.05555555555555555
B136,0.0,2018-01-17,2021-01-15,OOS,216,0.7870370370370371,0.7870370370370371,0,0.0,0,0,0.00012921183499875477,0.0008846265061406289,0.0,,0.05555555555555555
B136,10.0,2018-01-17,2021-01-15,OOS,216,0.75,0.75,0,0.0,0,0,5.048314986383362e-05,0.0003338338022552678,0.0,,0.05555555555555555
B136,25.0,2018-01-17,2021-01-15,OOS,216,0.6666666666666666,0.6666666666666666,0,0.0,0,0,6.944380001100425e-05,0.0004919295216985198,0.0,,0.05555555555555555
SMALL,0.0,2018-01-17,2021-01-15,OOS,216,0.9166666666666666,0.9120370370370371,1,0.004629629629629629,1,0,0.0004242780775848276,0.0024498434488191,-0.004629629629629539,0.0,0.05555555555555555
SMALL,10.0,2018-01-17,2021-01-15,OOS,216,0.8518518518518519,0.8518518518518519,0,0.0,0,0,0.0002533219067973741,0.0014384039769202717,0.0,,0.05555555555555555
SMALL,25.0,2018-01-17,2021-01-15,OOS,216,0.7361111111111112,0.7222222222222222,3,0.013888888888888888,3,0,2.6901534259701765e-05,0.00020216758381866318,-0.01388888888888895,1.0,0.05555555555555555
U56,0.0,2018-04-18,2021-04-19,OOS,216,0.8472222222222222,0.8472222222222222,0,0.0,0,0,5.5305198432886726e-05,0.0008428532014654877,0.0,,0.05555555555555555
U56,10.0,2018-04-18,2021-04-19,OOS,216,0.8055555555555556,0.8055555555555556,0,0.0,0,0,3.1987084742168825e-05,0.0004933736699908042,0.0,,0.05555555555555555
U56,25.0,2018-04-18,2021-04-19,OOS,216,0.7685185185185185,0.7407407407407407,6,0.027777777777777776,6,0,1.8706371366916663e-06,6.0550508766743505e-05,-0.02777777777777779,1.0,0.05555555555555555
B136,0.0,2018-04-18,2021-04-19,OOS,216,0.9074074074074074,0.8981481481481481,2,0.009259259259259259,2,0,0.000122713292157961,0.0013046882670301185,-0.0092592592592593,0.0,0.05555555555555555
B136,10.0,2018-04-18,2021-04-19,OOS,216,0.8796296296296297,0.8796296296296297,0,0.0,0,0,7.269725376096714e-05,0.0007755033643473963,0.0,,0.05555555555555555
B136,25.0,2018-04-18,2021-04-19,OOS,216,0.8425925925925926,0.8425925925925926,0,0.0,0,0,1.5568309861269114e-06,2.5027362594243208e-05,0.0,,0.05555555555555555
SMALL,0.0,2018-04-18,2021-04-19,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,0.0005968281218212412,0.003752359340532141,0.0,,0.05555555555555555
SMALL,10.0,2018-04-18,2021-04-19,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,0.00044509430817271656,0.0027979507505639933,0.0,,0.05555555555555555
SMALL,25.0,2018-04-18,2021-04-19,OOS,216,0.9166666666666666,0.9166666666666666,0,0.0,0,0,0.00021781559321076838,0.0013609664864444315,0.0,,0.05555555555555555
U56,0.0,2018-07-18,2021-07-19,OOS,216,0.8472222222222222,0.8472222222222222,0,0.0,0,0,7.651946061848491e-05,0.0009440575650989658,0.0,,0.05555555555555555
U56,10.0,2018-07-18,2021-07-19,OOS,216,0.8055555555555556,0.8055555555555556,0,0.0,0,0,4.916673048038778e-05,0.0006055990842841474,0.0,,0.05555555555555555
U56,25.0,2018-07-18,2021-07-19,OOS,216,0.7685185185185185,0.7685185185185185,0,0.0,0,0,6.289487405997107e-06,9.519546101477427e-05,0.0,,0.05555555555555555
B136,0.0,2018-07-18,2021-07-19,OOS,216,0.8981481481481481,0.8981481481481481,0,0.0,0,0,0.00010056542412462122,0.0012463412120055084,0.0,,0.05555555555555555
B136,10.0,2018-07-18,2021-07-19,OOS,216,0.8981481481481481,0.8981481481481481,0,0.0,0,0,6.05363370801415e-05,0.0007507318939132812,0.0,,0.05555555555555555
B136,25.0,2018-07-18,2021-07-19,OOS,216,0.8703703703703703,0.8703703703703703,0,0.0,0,0,3.9151304648266105e-07,6.423212836503822e-06,0.0,,0.05555555555555555
SMALL,0.0,2018-07-18,2021-07-19,OOS,216,0.9398148148148148,0.9351851851851852,1,0.004629629629629629,1,0,0.00042742755254018827,0.0025593727156790202,-0.004629629629629539,0.0,0.05555555555555555
SMALL,10.0,2018-07-18,2021-07-19,OOS,216,0.9259259259259259,0.9259259259259259,0,0.0,0,0,0.0002715653252844119,0.0016365531269325606,0.0,,0.05555555555555555
SMALL,25.0,2018-07-18,2021-07-19,OOS,216,0.9305555555555556,0.9166666666666666,3,0.013888888888888888,3,0,3.52541526598138e-05,0.00035717957554352864,-0.01388888888888895,1.0,0.05555555555555555
U56,0.0,2018-10-16,2021-10-15,OOS,216,0.8888888888888888,0.8888888888888888,0,0.0,0,0,9.483122224607232e-05,0.0011108825726855454,0.0,,0.05555555555555555
U56,10.0,2018-10-16,2021-10-15,OOS,216,0.8703703703703703,0.8657407407407407,1,0.004629629629629629,1,0,6.605517597824129e-05,0.0007791230325917553,-0.00462962962962965,0.0,0.05555555555555555
U56,25.0,2018-10-16,2021-10-15,OOS,216,0.8333333333333334,0.8333333333333334,0,0.0,0,0,2.2022583374470273e-05,0.0002784786074492285,0.0,,0.05555555555555555
B136,0.0,2018-10-16,2021-10-15,OOS,216,0.9120370370370371,0.9120370370370371,0,0.0,0,0,0.00010950650785701566,0.0014944325975554396,0.0,,0.05555555555555555
B136,10.0,2018-10-16,2021-10-15,OOS,216,0.8981481481481481,0.8981481481481481,0,0.0,0,0,7.360410205625723e-05,0.0010077018749150568,0.0,,0.05555555555555555
B136,25.0,2018-10-16,2021-10-15,OOS,216,0.8888888888888888,0.8888888888888888,0,0.0,0,0,2.0111312169890372e-05,0.0002763170488031541,0.0,,0.05555555555555555
SMALL,0.0,2018-10-16,2021-10-15,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,0.00046554467004195077,0.0028367494087840894,0.0,,0.05555555555555555
SMALL,10.0,2018-10-16,2021-10-15,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,0.00032044912933965053,0.0019424114404850146,0.0,,0.05555555555555555
SMALL,25.0,2018-10-16,2021-10-15,OOS,216,0.9351851851851852,0.9351851851851852,0,0.0,0,0,9.456854923162172e-05,0.0005961662116243938,0.0,,0.05555555555555555
U56,0.0,2019-01-17,2022-01-14,OOS,216,0.7222222222222222,0.7361111111111112,3,0.013888888888888888,0,3,0.00020592303136846013,0.0014087259124537788,0.01388888888888895,0.0,0.05555555555555555
U56,10.0,2019-01-17,2022-01-14,OOS,216,0.6944444444444444,0.6944444444444444,0,0.0,0,0,0.00015415887166292386,0.0010613002972923447,0.0,,0.05555555555555555
U56,25.0,2019-01-17,2022-01-14,OOS,216,0.6851851851851852,0.6851851851851852,0,0.0,0,0,7.507025114894539e-05,0.0005359622621941007,0.0,,0.05555555555555555
B136,0.0,2019-01-17,2022-01-14,OOS,216,0.8981481481481481,0.8981481481481481,0,0.0,0,0,0.00019538538067009892,0.0015594821618591936,0.0,,0.05555555555555555
B136,10.0,2019-01-17,2022-01-14,OOS,216,0.8888888888888888,0.8888888888888888,0,0.0,0,0,0.0001453316463976284,0.0011715970087669003,0.0,,0.05555555555555555
B136,25.0,2019-01-17,2022-01-14,OOS,216,0.8796296296296297,0.8796296296296297,0,0.0,0,0,7.015942128896224e-05,0.0005873500985036362,0.0,,0.05555555555555555
SMALL,0.0,2019-01-17,2022-01-14,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,0.000270410833385748,0.001922658491692819,0.0,,0.05555555555555555
SMALL,10.0,2019-01-17,2022-01-14,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,0.0001969258519813888,0.0014135620480452138,0.0,,0.05555555555555555
SMALL,25.0,2019-01-17,2022-01-14,OOS,216,0.9351851851851852,0.9351851851851852,0,0.0,0,0,8.987331349516459e-05,0.0006455579528195643,0.0,,0.05555555555555555
U56,0.0,2019-04-18,2022-04-18,OOS,216,0.5925925925925926,0.5925925925925926,0,0.0,0,0,0.0001266504171587579,0.0007646611634681832,0.0,,0.05555555555555555
U56,10.0,2019-04-18,2022-04-18,OOS,216,0.6018518518518519,0.6018518518518519,0,0.0,0,0,9.212265503566464e-05,0.0005665665714391643,0.0,,0.05555555555555555
U56,25.0,2019-04-18,2022-04-18,OOS,216,0.5370370370370371,0.5370370370370371,0,0.0,0,0,3.954910103209919e-05,0.0002673911169215337,0.0,,0.05555555555555555
B136,0.0,2019-04-18,2022-04-18,OOS,216,0.8379629629629629,0.8379629629629629,0,0.0,0,0,9.799629301121549e-05,0.0008417457352316582,0.0,,0.05555555555555555
B136,10.0,2019-04-18,2022-04-18,OOS,216,0.7962962962962963,0.7962962962962963,0,0.0,0,0,5.9233429026472884e-05,0.0005117081318533057,0.0,,0.05555555555555555
B136,25.0,2019-04-18,2022-04-18,OOS,216,0.7222222222222222,0.7222222222222222,0,0.0,0,0,1.337591084893397e-06,2.0625570367527324e-05,0.0,,0.05555555555555555
SMALL,0.0,2019-04-18,2022-04-18,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,0.0001483156847484901,0.0012296431399352326,0.0,,0.05555555555555555
SMALL,10.0,2019-04-18,2022-04-18,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,9.666939745281433e-05,0.0008278458173681669,0.0,,0.05555555555555555
SMALL,25.0,2019-04-18,2022-04-18,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,9.476150753889856e-06,0.00022235993128227882,0.0,,0.05555555555555555
U56,0.0,2019-07-19,2022-07-19,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,8.67322826655359e-05,0.0005897156884080434,0.0,,0.05555555555555555
U56,10.0,2019-07-19,2022-07-19,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,2.795200401528586e-05,0.00019543879206185277,0.0,,0.05555555555555555
U56,25.0,2019-07-19,2022-07-19,OOS,216,1.0,0.9444444444444444,12,0.05555555555555555,12,0,6.342744737630746e-05,0.0003991863525817374,-0.05555555555555558,1.0,0.05555555555555555
B136,0.0,2019-07-19,2022-07-19,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,7.883538743252982e-05,0.0005202022069688006,0.0,,0.05555555555555555
B136,10.0,2019-07-19,2022-07-19,OOS,216,0.9259259259259259,0.9259259259259259,0,0.0,0,0,1.6693119483046637e-05,0.000105492801921514,0.0,,0.05555555555555555
B136,25.0,2019-07-19,2022-07-19,OOS,216,0.8981481481481481,0.8981481481481481,0,0.0,0,0,0.00016077485341164932,0.0010455985433458492,0.0,,0.05555555555555555
SMALL,0.0,2019-07-19,2022-07-19,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,0.0002753440545303909,0.0013566317481881751,0.0,,0.05555555555555555
SMALL,10.0,2019-07-19,2022-07-19,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,0.0001506848141021866,0.0007456895935706309,0.0,,0.05555555555555555
SMALL,25.0,2019-07-19,2022-07-19,OOS,216,0.9722222222222222,0.9444444444444444,6,0.027777777777777776,6,0,2.5190785414269667e-05,0.00018257123206771864,-0.02777777777777779,1.0,0.05555555555555555
U56,0.0,2019-10-17,2022-10-17,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,0.00022928472952093992,0.0009931787194201736,0.0,,0.0
U56,10.0,2019-10-17,2022-10-17,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,7.819373373474381e-05,0.00032382480924453283,0.0,,0.0
U56,25.0,2019-10-17,2022-10-17,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,0.00014624880366143067,0.000684824043650778,0.0,,0.0
B136,0.0,2019-10-17,2022-10-17,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,0.0002673475751741039,0.0013066776879311348,0.0,,0.05555555555555555
B136,10.0,2019-10-17,2022-10-17,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,6.308445127023443e-05,0.00031557571555485,0.0,,0.05555555555555555
B136,25.0,2019-10-17,2022-10-17,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,0.0002508235249614743,0.0011751836595499388,0.0,,0.05555555555555555
SMALL,0.0,2019-10-17,2022-10-17,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,0.0004580493832628263,0.002074439228382685,0.0,,0.05555555555555555
SMALL,10.0,2019-10-17,2022-10-17,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,0.00027423418037891834,0.0012546062555606197,0.0,,0.05555555555555555
SMALL,25.0,2019-10-17,2022-10-17,OOS,216,0.9583333333333334,0.9444444444444444,3,0.013888888888888888,3,0,2.0986044866277975e-05,0.00017980023006225476,-0.01388888888888895,1.0,0.05555555555555555
U56,0.0,2020-01-17,2023-01-18,OOS,216,0.9259259259259259,0.9259259259259259,0,0.0,0,0,0.00013250832861055883,0.0005978920543150412,0.0,,0.0
U56,10.0,2020-01-17,2023-01-18,OOS,216,0.9074074074074074,0.9074074074074074,0,0.0,0,0,5.54655341156729e-05,0.00025501569848696004,0.0,,0.0
U56,25.0,2020-01-17,2023-01-18,OOS,216,0.8981481481481481,0.8981481481481481,0,0.0,0,0,0.00034018326373463914,0.0015377832702032634,0.0,,0.0
B136,0.0,2020-01-17,2023-01-18,OOS,216,0.8703703703703703,0.8703703703703703,0,0.0,0,0,0.00020808622520862574,0.0010327546032660173,0.0,,0.05555555555555555
B136,10.0,2020-01-17,2023-01-18,OOS,216,0.8518518518518519,0.8518518518518519,0,0.0,0,0,2.0537247268859193e-05,0.00011280428056648084,0.0,,0.05555555555555555
B136,25.0,2020-01-17,2023-01-18,OOS,216,0.8240740740740741,0.8240740740740741,0,0.0,0,0,0.0003826229645459145,0.0018239622243324538,0.0,,0.05555555555555555
SMALL,0.0,2020-01-17,2023-01-18,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,0.00040360310636192165,0.0018609559506375106,0.0,,0.05555555555555555
SMALL,10.0,2020-01-17,2023-01-18,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,0.0002099011861002309,0.0009944593318705341,0.0,,0.05555555555555555
SMALL,25.0,2020-01-17,2023-01-18,OOS,216,0.9722222222222222,0.9444444444444444,6,0.027777777777777776,6,0,4.92939119873248e-05,0.0003111191487362719,-0.02777777777777779,1.0,0.05555555555555555
U56,0.0,2020-04-20,2023-04-19,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,0.00020467723718120556,0.0009875457491299588,0.0,,0.0
U56,10.0,2020-04-20,2023-04-19,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,0.0003457548633308827,0.0016706779116584247,0.0,,0.0
U56,25.0,2020-04-20,2023-04-19,OOS,216,0.9351851851851852,0.9351851851851852,0,0.0,0,0,0.0005572043193108334,0.002699904355655147,0.0,,0.0
B136,0.0,2020-04-20,2023-04-19,OOS,216,0.8518518518518519,0.8518518518518519,0,0.0,0,0,8.906331075198004e-06,5.144192574269013e-05,0.0,,0.05555555555555555
B136,10.0,2020-04-20,2023-04-19,OOS,216,0.8333333333333334,0.8333333333333334,0,0.0,0,0,0.00013830211139931325,0.0007881652964223385,0.0,,0.05555555555555555
B136,25.0,2020-04-20,2023-04-19,OOS,216,0.7129629629629629,0.7129629629629629,0,0.0,0,0,0.0003596099963734112,0.0020557903791650345,0.0,,0.05555555555555555
SMALL,0.0,2020-04-20,2023-04-19,OOS,216,0.25925925925925924,0.25925925925925924,0,0.0,0,0,0.00017341923030989026,0.0009613532577883444,0.0,,0.05555555555555555
SMALL,10.0,2020-04-20,2023-04-19,OOS,216,0.24074074074074073,0.24074074074074073,0,0.0,0,0,7.430150917620004e-05,0.00042494091849498705,0.0,,0.05555555555555555
SMALL,25.0,2020-04-20,2023-04-19,OOS,216,0.25925925925925924,0.23148148148148148,6,0.027777777777777776,6,0,7.1293655764193e-05,0.00038732315302136833,-0.027777777777777762,1.0,0.05555555555555555
U56,0.0,2020-07-20,2023-07-20,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,6.7795820978378e-05,0.0003000546475955268,0.0,,0.0
U56,10.0,2020-07-20,2023-07-20,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,0.00019492554160849274,0.0008631943549248788,0.0,,0.0
U56,25.0,2020-07-20,2023-07-20,OOS,216,0.9351851851851852,0.9351851851851852,0,0.0,0,0,0.00038532196864971,0.0017106576572466503,0.0,,0.0
B136,0.0,2020-07-20,2023-07-20,OOS,216,0.8981481481481481,0.8981481481481481,0,0.0,0,0,8.822732212099282e-05,0.0004675762988948229,0.0,,0.05555555555555555
B136,10.0,2020-07-20,2023-07-20,OOS,216,0.8888888888888888,0.8888888888888888,0,0.0,0,0,3.197735763682541e-05,0.00016659874436686373,0.0,,0.05555555555555555
B136,25.0,2020-07-20,2023-07-20,OOS,216,0.8148148148148148,0.8148148148148148,0,0.0,0,0,0.00021540900678468367,0.0011229405186784502,0.0,,0.05555555555555555
SMALL,0.0,2020-07-20,2023-07-20,OOS,216,0.5462962962962963,0.5462962962962963,0,0.0,0,0,4.128548671800125e-05,0.00029387489255949806,0.0,,0.05555555555555555
SMALL,10.0,2020-07-20,2023-07-20,OOS,216,0.5185185185185185,0.5185185185185185,0,0.0,0,0,3.6554277004219315e-06,2.6290091142744387e-05,0.0,,0.05555555555555555
SMALL,25.0,2020-07-20,2023-07-20,OOS,216,0.4722222222222222,0.4444444444444444,6,0.027777777777777776,6,0,5.335528971572856e-05,0.00040629482752663204,-0.02777777777777779,1.0,0.05555555555555555
U56,0.0,2020-10-16,2023-10-18,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,2.2107282400707362e-05,9.810761927453449e-05,0.0,,0.0
U56,10.0,2020-10-16,2023-10-18,OOS,216,0.9351851851851852,0.9351851851851852,0,0.0,0,0,0.0001045251713100992,0.0004630472532218821,0.0,,0.0
U56,25.0,2020-10-16,2023-10-18,OOS,216,0.9166666666666666,0.9166666666666666,0,0.0,0,0,0.0002936632827496011,0.0013064884047230274,0.0,,0.0
B136,0.0,2020-10-16,2023-10-18,OOS,216,0.8703703703703703,0.8703703703703703,0,0.0,0,0,0.0001799466646300596,0.000922163653175323,0.0,,0.05555555555555555
B136,10.0,2020-10-16,2023-10-18,OOS,216,0.8148148148148148,0.8148148148148148,0,0.0,0,0,5.5374465818103236e-05,0.00029057761210182775,0.0,,0.05555555555555555
B136,25.0,2020-10-16,2023-10-18,OOS,216,0.75,0.75,0,0.0,0,0,0.00013180230380738234,0.0006609013774576677,0.0,,0.05555555555555555
SMALL,0.0,2020-10-16,2023-10-18,OOS,216,0.625,0.625,0,0.0,0,0,6.246905161960692e-06,6.536916057198194e-05,0.0,,0.05555555555555555
SMALL,10.0,2020-10-16,2023-10-18,OOS,216,0.6203703703703703,0.5925925925925926,6,0.027777777777777776,6,0,2.802371888191435e-05,0.00027394284092485677,-0.02777777777777779,1.0,0.05555555555555555
SMALL,25.0,2020-10-16,2023-10-18,OOS,216,0.5648148148148148,0.5370370370370371,6,0.027777777777777776,6,0,7.960307762187868e-05,0.0007838941292552248,-0.02777777777777768,1.0,0.05555555555555555
U56,0.0,2021-01-19,2024-01-19,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,5.8576203910865043e-05,0.00024853989320672287,0.0,,0.0
U56,10.0,2021-01-19,2024-01-19,OOS,216,0.9351851851851852,0.9351851851851852,0,0.0,0,0,0.00019818469302984587,0.000835357337278908,0.0,,0.0
U56,25.0,2021-01-19,2024-01-19,OOS,216,0.9166666666666666,0.9166666666666666,0,0.0,0,0,0.00040801576961535524,0.0017178512666875534,0.0,,0.0
B136,0.0,2021-01-19,2024-01-19,OOS,216,0.8518518518518519,0.8518518518518519,0,0.0,0,0,0.00011640157592718303,0.0005778802426328333,0.0,,0.05555555555555555
B136,10.0,2021-01-19,2024-01-19,OOS,216,0.8101851851851852,0.8101851851851852,0,0.0,0,0,2.16059147580272e-05,0.00010973458785523693,0.0,,0.05555555555555555
B136,25.0,2021-01-19,2024-01-19,OOS,216,0.6805555555555556,0.6851851851851852,1,0.004629629629629629,0,1,0.00022610648835075242,0.0011454784066777801,0.00462962962962965,0.0,0.05555555555555555
SMALL,0.0,2021-01-19,2024-01-19,OOS,216,0.48148148148148145,0.4537037037037037,6,0.027777777777777776,6,0,1.8493195948654506e-05,0.00014147674009232225,-0.027777777777777735,1.0,0.05555555555555555
SMALL,10.0,2021-01-19,2024-01-19,OOS,216,0.4444444444444444,0.4166666666666667,6,0.027777777777777776,6,0,6.761197076964043e-05,0.0005169651798070107,-0.027777777777777735,1.0,0.05555555555555555
SMALL,25.0,2021-01-19,2024-01-19,OOS,216,0.4166666666666667,0.3888888888888889,6,0.027777777777777776,6,0,0.0001401089730695554,0.0010792946456822522,-0.02777777777777779,1.0,0.05555555555555555
U56,0.0,2021-04-20,2024-04-19,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,6.637443783491515e-05,0.00028104530838313213,0.0,,0.0
U56,10.0,2021-04-20,2024-04-19,OOS,216,0.9351851851851852,0.9351851851851852,0,0.0,0,0,0.0001979478036389648,0.0008359123398216095,0.0,,0.0
U56,25.0,2021-04-20,2024-04-19,OOS,216,0.9166666666666666,0.9166666666666666,0,0.0,0,0,0.00039535054550909887,0.0016683983558861692,0.0,,0.0
B136,0.0,2021-04-20,2024-04-19,OOS,216,0.8333333333333334,0.8333333333333334,0,0.0,0,0,9.689475979035578e-05,0.0004810383877691393,0.0,,0.05555555555555555
B136,10.0,2021-04-20,2024-04-19,OOS,216,0.7777777777777778,0.7777777777777778,0,0.0,0,0,3.4222165132102855e-05,0.00017374501824796162,0.0,,0.05555555555555555
B136,25.0,2021-04-20,2024-04-19,OOS,216,0.625,0.625,0,0.0,0,0,0.00022835122285425058,0.0011577861086423669,0.0,,0.05555555555555555
SMALL,0.0,2021-04-20,2024-04-19,OOS,216,0.3611111111111111,0.3333333333333333,6,0.027777777777777776,6,0,0.00011561853344317641,0.000907112767684487,-0.02777777777777779,1.0,0.05555555555555555
SMALL,10.0,2021-04-20,2024-04-19,OOS,216,0.2962962962962963,0.26851851851851855,6,0.027777777777777776,6,0,0.0001636674855815673,0.0012824701850772946,-0.027777777777777735,1.0,0.05555555555555555
SMALL,25.0,2021-04-20,2024-04-19,OOS,216,0.25,0.2222222222222222,6,0.027777777777777776,6,0,0.00023531655446301647,0.0018421996900914173,-0.02777777777777779,1.0,0.05555555555555555
U56,0.0,2021-07-20,2024-07-22,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,7.166165088168253e-05,0.0003024719033839496,0.0,,0.0
U56,10.0,2021-07-20,2024-07-22,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,0.00020705457861758259,0.0008708648586173151,0.0,,0.0
U56,25.0,2021-07-20,2024-07-22,OOS,216,0.9259259259259259,0.9259259259259259,0,0.0,0,0,0.00041026605724431287,0.0017239789559488905,0.0,,0.0
B136,0.0,2021-07-20,2024-07-22,OOS,216,0.8796296296296297,0.8796296296296297,0,0.0,0,0,0.00010529969357669922,0.000526180269278198,0.0,,0.05555555555555555
