universe,sleeve,book,conv,f,n_assets,corr,Sharpe,dSharpe,dCAGR_pp,conv_per_pp,raw_per_pp,dSharpe_raw,sleeve_Sharpe
u56,S4,top20,matched,0.5,4,0.11982166171076832,1.1793425175639836,0.3808686957636963,-3.9415344818906295,0.09662954808935367,0.0221250410299164,0.08720661213266045,0.5048117381692514
u56,S4,top20,matched,0.75,4,0.11982166171076832,1.1028839502502206,0.4512411702654513,-6.479889676835393,0.06963716865096777,0.0016586771310814234,0.010748044818897462,0.5048117381692514
u56,S4,ewall,natural,0.25,4,0.1069025829369223,1.1117718237908862,0.17098698423131498,-1.8804872165994135,0.09092695909973797,0.03330225324603094,0.06262446151311751,0.6156972714049787
u56,S4,ewall,natural,0.5,4,0.1069025829369223,1.1645218694100654,0.3320995525686917,-3.8082205089777332,0.08720596714023776,0.03029617293964615,0.11537450713229669,0.6156972714049787
u56,S4,ewall,natural,0.75,4,0.1069025829369223,1.0703470069008918,0.3462872127777157,-5.769926900085043,0.060015875205041466,0.003674161733801274,0.02119964462312307,0.6156972714049787
u56,S4,ewall,matched,0.25,4,0.1069025829369223,1.1155876076028826,0.2060135378672867,-1.2570587078224227,0.16388537511041135,0.05285373301315968,0.06644024532511383,0.4908541921090771
u56,S4,ewall,matched,0.5,4,0.1069025829369223,1.1607098263619406,0.3907090491685177,-2.794580246182421,0.13980956521189605,0.03992100933103407,0.11156246408417192,0.4908541921090771
u56,S4,ewall,matched,0.75,4,0.1069025829369223,1.0549841607597947,0.42455667610854475,-4.7468142704981675,0.08944033870193714,0.0012296243647665296,0.005836798482026007,0.4908541921090771
u56,S5f,v1,natural,0.25,5,0.5378457981175891,0.7335541803833494,0.002427962545228257,-0.572853420925612,0.004238366144877296,0.12110214606790352,0.06937377865643168,0.9319636661717315
u56,S5f,v1,natural,0.5,5,0.5378457981175891,0.8257670783792859,0.02769504442996129,-1.1956455702567315,0.023163256000701408,0.1351459668919042,0.16158667665236814,0.9319636661717315
u56,S5f,v1,natural,0.75,5,0.5378457981175891,0.9262121817710388,0.0611943317105107,-1.8678495806209616,0.03276191634776437,0.14028526855840787,0.2620317800441211,0.9319636661717315
u56,S5f,v1,matched,0.25,5,0.5378457981175891,0.7327205320019785,0.01841330371240235,-0.2883485421904197,0.0638578006066095,0.2376988964619014,0.06854013027506078,0.8646877079775513
u56,S5f,v1,matched,0.5,5,0.5378457981175891,0.8157361197896761,0.051302064937441494,-0.6827186819616138,0.07514378365923488,0.22198853212468508,0.15155571806275836,0.8646877079775513
u56,S5f,v1,matched,0.75,5,0.5378457981175891,0.8984760709084517,0.0839151894935587,-1.2124151280072049,0.06921324846175957,0.19324706840852093,0.234295669181534,0.8646877079775513
u56,S5f,top20,natural,0.25,5,0.5153868951150761,1.1285982571268587,0.07650541151043355,-2.166580471598545,0.035311594705728325,0.01682944722040855,0.03646235169553558,0.9319636661717315
u56,S5f,top20,natural,0.5,5,0.5153868951150761,1.165421609976953,0.1533718241754256,-4.35805952745143,0.03519268683902458,0.016816132061529453,0.07328570454562988,0.9319636661717315
u56,S5f,top20,natural,0.75,5,0.5153868951150761,1.1590563174484467,0.18704959146181732,-6.569384153239866,0.02847292639593452,0.010186710117130241,0.06692041201712362,0.9319636661717315
u56,S5f,top20,matched,0.25,5,0.5153868951150761,1.1293600698353115,0.0794319341819214,-1.7055046027662835,0.0465738609283639,0.02182589501289632,0.03722416440398835,0.9233048263195912
u56,S5f,top20,matched,0.5,5,0.5153868951150761,1.162155543609103,0.15443517773364568,-3.5828179155181994,0.04310438916383196,0.019543175184679327,0.07001963817777979,0.9233048263195912
u56,S5f,top20,matched,0.75,5,0.5153868951150761,1.1543036847182981,0.18879108862077398,-5.699901261523999,0.03312181737167433,0.010906816878851172,0.06216777928697503,0.9233048263195912
u56,S5f,ewall,natural,0.25,5,0.5006444648756416,1.0968674244478034,0.07701598619654404,-1.5864537409133295,0.04854600182177739,0.03007970603830023,0.04772006217003466,0.9319636661717315
u56,S5f,ewall,natural,0.5,5,0.5006444648756416,1.1416794735487261,0.15112395932397593,-3.212081720226978,0.047048603518498565,0.028807520894710836,0.0925321112709574,0.9319636661717315
u56,S5f,ewall,natural,0.75,5,0.5006444648756416,1.1347572731543591,0.17349768295611834,-4.862381286084427,0.035681628557729245,0.01760658118720473,0.08560991087659042,0.9319636661717315
u56,S5f,ewall,matched,0.25,5,0.5006444648756416,1.0977014333739634,0.09330666583296288,-1.094119807812488,0.08528011755816226,0.04437728916842347,0.048554071096194695,0.8701369833306961
u56,S5f,ewall,matched,0.5,5,0.5006444648756416,1.136487982456962,0.17684580965272967,-2.381771020573309,0.0742497108769766,0.036670452123550405,0.0873406201791933,0.8701369833306961
u56,S5f,ewall,matched,0.75,5,0.5006444648756416,1.1162667567561175,0.20137717868865324,-3.9292583561491012,0.05125068408227919,0.017081949924038504,0.0671193944783488,0.8701369833306961
u56,S6f,v1,natural,0.25,6,0.6829873558741314,0.7486247860758299,-0.02023538495116517,-0.270553801848461,-0.07479246202756798,0.3121167907158447,0.08444438434891222,1.082899478927227
u56,S6f,v1,natural,0.5,6,0.6829873558741314,0.85865484590452,-0.01488509442255237,-0.5835988637132195,-0.025505694661302335,0.33323307543855507,0.1944744441776023,1.082899478927227
u56,S6f,v1,natural,0.75,6,0.6829873558741314,0.9886131946369893,0.01039348500983961,-0.9385574949688946,0.011073892718936804,0.3456717299144511,0.32443279291007154,1.082899478927227
u56,S6f,v1,matched,0.25,6,0.6829873558741314,0.749906514516572,-0.008143699759135092,-0.02715719568897601,-0.29987263237348494,3.1566629254158696,0.08572611278965425,1.0396596519220753
u56,S6f,v1,matched,0.5,6,0.6829873558741314,0.8556671000209057,0.003747073196409212,-0.11844039243340543,0.031636784710216574,1.616734750365284,0.191486698293988,1.0396596519220753
u56,S6f,v1,matched,0.75,6,0.6829873558741314,0.9756982456217105,0.0299084062484245,-0.2827576259325504,0.10577400397172283,1.1017133237959174,0.31151784389479276,1.0396596519220753
u56,S6f,top20,natural,0.25,6,0.7332000454293479,1.123291911053385,0.03346511224808579,-1.8583906917375659,0.018007576338426687,0.016765046101759967,0.03115600562206189,1.082899478927227
u56,S6f,top20,natural,0.5,6,0.7332000454293479,1.1551162546351976,0.06759856245592255,-3.7376262750020484,0.018085960843125092,0.016850360247384552,0.06298034920387452,1.082899478927227
u56,S6f,top20,natural,0.75,6,0.7332000454293479,1.1674822677215042,0.08227368216825326,-5.634346095014164,0.014602170470333244,0.013372689753093999,0.0753463622901811,1.082899478927227
u56,S6f,top20,matched,0.25,6,0.7332000454293479,1.1265335766237083,0.03300599789499992,-1.4849570906079634,0.022226903459874905,0.023164084275527665,0.03439767119238524,1.0977025986208646
u56,S6f,top20,matched,0.5,6,0.7332000454293479,1.1591628496637212,0.06424359763762744,-3.0864459114277265,0.020814749223293426,0.021716545876999605,0.06702694423239808,1.0977025986208646
u56,S6f,top20,matched,0.75,6,0.7332000454293479,1.1751206572075745,0.07880973188409546,-4.834182862413283,0.01630259634918996,0.017166241769932637,0.08298475177625142,1.0977025986208646
u56,S6f,ewall,natural,0.25,6,0.7047749858815162,1.094508160410837,0.0369227689707039,-1.2748820645068326,0.02896171339973072,0.03558038770481523,0.04536079813306837,1.082899478927227
u56,S6f,ewall,natural,0.5,6,0.7047749858815162,1.1380052522611257,0.07198183165862782,-2.5890377015315824,0.02780254285831602,0.034320817317875216,0.08885788998335697,1.082899478927227
u56,S6f,ewall,natural,0.75,6,0.7047749858815162,1.1566339830662837,0.08217253330142116,-3.9259194119022567,0.020930774343532806,0.027378712986987592,0.10748662078851501,1.082899478927227
u56,S6f,ewall,matched,0.25,6,0.7047749858815162,1.094900326636699,0.046407454203104326,-0.8540517093212463,0.0543379911270085,0.05357165597770683,0.04575296435893028,1.0465294029010723
u56,S6f,ewall,matched,0.5,6,0.7047749858815162,1.13616082128675,0.08832243869732936,-1.8508377002281584,0.04772025050410503,0.04701301416015832,0.08701345900898128,1.0465294029010723
u56,S6f,ewall,matched,0.75,6,0.7047749858815162,1.149524805470275,0.10234091272502832,-3.0284543226649197,0.03379311748541493,0.03314477700432279,0.10037744319250619,1.0465294029010723
u56,S7f,v1,natural,0.25,7,0.721508354810542,0.7406582475566642,-0.00946156360020134,-0.24778385413395387,-0.03818474627118498,0.3086474140821216,0.07647784582974648,1.007938039446709
u56,S7f,v1,natural,0.5,7,0.721508354810542,0.8349295274982236,-0.0011296930885897893,-0.5337940969026178,-0.002116346162583892,0.31987825785652385,0.17074912577130585,1.007938039446709
u56,S7f,v1,natural,0.75,7,0.721508354810542,0.9382203988877378,0.016221768870976705,-0.8572179747172282,0.018923738593241476,0.3196853137047413,0.27403999716082006,1.007938039446709
u56,S7f,v1,matched,0.25,7,0.721508354810542,0.7436329672417261,-0.0024332752434257365,-0.01734714197523246,-0.1402695179932157,4.580153066611636,0.0794525655148084,0.9917237647598541
u56,S7f,v1,matched,0.5,7,0.721508354810542,0.8384268905392164,0.01047480729583039,-0.08132060745784653,0.12880876844482658,2.142710123047486,0.17424648881229865,0.9917237647598541
u56,S7f,v1,matched,0.75,7,0.721508354810542,0.9404948099773959,0.03065688597577576,-0.19689507607334455,0.15570163859433384,1.4033586505106377,0.27631440825047815,0.9917237647598541
u56,S7f,top20,natural,0.25,7,0.7929576101327607,1.1076999146361561,0.03661347570098661,-1.8380613375358124,0.019919615822000955,0.008467622318686514,0.01556400920483303,1.007938039446709
u56,S7f,top20,natural,0.5,7,0.7929576101327607,1.117071328905147,0.0670343564661311,-3.6904596671337497,0.018164229530299763,0.006756725644746147,0.024935423473823937,1.007938039446709
u56,S7f,top20,natural,0.75,7,0.7929576101327607,1.1016829957168015,0.07269548977393891,-5.554714790646598,0.01308716874111133,0.0017187363609657209,0.009547090285478399,1.007938039446709
u56,S7f,top20,matched,0.25,7,0.7929576101327607,1.1120233024017,0.030946291695957084,-1.4871447507851077,0.020809199427036018,0.013372872385070692,0.019887396970377003,1.0479003265290032
u56,S7f,top20,matched,0.5,7,0.7929576101327607,1.1265207256799492,0.056502609699786044,-3.0619251127071534,0.01845329576000967,0.011229804447511552,0.0343848202486261,1.0479003265290032
u56,S7f,top20,matched,0.75,7,0.7929576101327607,1.1229809598774296,0.06402173862284632,-4.743913664378474,0.013495553071207539,0.006502026939848978,0.030845054446106523,1.0479003265290032
u56,S7f,ewall,natural,0.25,7,0.7694155308623395,1.0769664366297371,0.03812140505973338,-1.2514670229378133,0.030461374020262676,0.022229170918673706,0.027819074351968398,1.007938039446709
u56,S7f,ewall,natural,0.5,7,0.7694155308623395,1.0957274281895137,0.06718472732727498,-2.538791363005699,0.026463272368996225,0.018347339049002608,0.04658006591174502,1.007938039446709
u56,S7f,ewall,natural,0.75,7,0.7694155308623395,1.0869842370599132,0.06874386690543943,-3.8445334254987085,0.01788093880248214,0.009841733858052313,0.03783687478214448,1.007938039446709
u56,S7f,ewall,matched,0.25,7,0.7694155308623395,1.0763289307650703,0.039615870005148324,-0.8522030940981917,0.046486418882426335,0.031895646326026705,0.027181568487301577,0.9994101562063815
u56,S7f,ewall,matched,0.5,7,0.7694155308623395,1.0965702835111764,0.07229152426910113,-1.8231775746067713,0.039651389571689524,0.026011136761396353,0.04742292123340763,0.9994101562063815
u56,S7f,ewall,matched,0.75,7,0.7694155308623395,1.0923574880119349,0.08051303028770662,-2.9449815779864164,0.027339060756623172,0.014672460451759562,0.04321012573416616,0.9994101562063815
u56,S8f,v1,natural,0.25,8,0.7340168403717157,0.7285831861361738,0.001352013442953881,-0.3065773441810915,0.004410023991059376,0.21007026654655253,0.06440278440925606,0.9163834855921267
u56,S8f,v1,natural,0.5,8,0.7340168403717157,0.803705512619775,0.013423568960252763,-0.6491517244709311,0.020678630979827074,0.21493451474163827,0.13952511089285724,0.9163834855921267
u56,S8f,v1,natural,0.75,8,0.7340168403717157,0.8784675735711883,0.025134858945363825,-1.0265833957075143,0.02448399131571873,0.20873820163103782,0.2142871718442706,0.9163834855921267
u56,S8f,v1,matched,0.25,8,0.7340168403717157,0.7347494460212823,0.008208201793422187,-0.06689466245659581,0.12270338905959842,1.054927877693574,0.07056904429436461,0.9136237717306873
u56,S8f,v1,matched,0.5,8,0.7340168403717157,0.8147245004264501,0.025822413697647484,-0.1883175901050249,0.1371216235469363,0.7994160217087195,0.15054409869953234,0.9136237717306873
u56,S8f,v1,matched,0.75,8,0.7340168403717157,0.893027114915705,0.041764185685960076,-0.3749292100223123,0.11139218969755561,0.6103731239696379,0.22884671318878724,0.9136237717306873
u56,S8f,top20,natural,0.25,8,0.8164161670945329,1.0922515010078504,0.0440537005363264,-1.9012065553597246,0.02317144363516623,6.080116660728774e-05,0.00011559557652729424,0.9163834855921267
u56,S8f,top20,natural,0.5,8,0.8164161670945329,1.0801036261228034,0.07584393061107852,-3.811007340583994,0.019901281690907553,-0.003157243802809332,-0.012032279308519689,0.9163834855921267
u56,S8f,top20,natural,0.75,8,0.8164161670945329,1.0365764613033257,0.07625487075139992,-5.727536584270143,0.013313729145060892,-0.00970040842350679,-0.055559444127997404,0.9163834855921267
u56,S8f,top20,matched,0.25,8,0.8164161670945329,1.0975336107907336,0.03662682181586008,-1.5648395233019308,0.023406120097589744,0.003449366710792786,0.005397705359410532,0.9672194396055251
u56,S8f,top20,matched,0.5,8,0.8164161670945329,1.0929593467189556,0.06328167420053155,-3.2095424916640525,0.019716727341946447,0.00025656033212556844,0.0008234412876324537,0.9672194396055251
u56,S8f,top20,matched,0.75,8,0.8164161670945329,1.0650942101052117,0.06664565404323708,-4.95041841572299,0.013462630518576829,-0.005462507015613974,-0.027041695326111448,0.9672194396055251
u56,S8f,ewall,natural,0.25,8,0.7972738044774262,1.0592637804163376,0.043307387309979406,-1.3114932772692267,0.03302143294257173,0.00771366374033816,0.010116418138568894,0.9163834855921267
u56,S8f,ewall,natural,0.5,8,0.7972738044774262,1.0543388326738596,0.07157340873891194,-2.6557916525201897,0.026949933618095754,0.0019547732184354576,0.005191470396090914,0.9163834855921267
u56,S8f,ewall,natural,0.75,8,0.7972738044774262,1.017598466803004,0.06802401203946684,-4.014946225455662,0.016942695672529633,-0.007857862522476042,-0.03154889547476469,0.9163834855921267
u56,S8f,ewall,matched,0.25,8,0.7972738044774262,1.0563459031771136,0.03879397018310726,-0.9368133283398139,0.04141056602157498,0.007684071822613686,0.007198540899344907,0.9227656451427191
u56,S8f,ewall,matched,0.5,8,0.7972738044774262,1.054465072123703,0.06850856841345909,-1.9788509493790407,0.03462037827303615,0.0026872715439244968,0.005317709845934271,0.9227656451427191
u56,S8f,ewall,matched,0.75,8,0.7972738044774262,1.0285904912972166,0.07422941687073503,-3.157980130896343,0.02350534639040499,-0.0065094997841919295,-0.020556870980552144,0.9227656451427191
u56,S5r,v1,natural,0.25,5,0.3919152441862498,0.718379008664075,0.04592261734121095,-0.7843751726916537,0.05854675025424807,0.06909781036435651,0.05419860693715728,0.697284360110703
u56,S5r,v1,natural,0.5,5,0.3919152441862498,0.7825914730866255,0.10185909216781508,-1.6240730278756166,0.06271829555660609,0.07290994267332696,0.11841107135970774,0.697284360110703
u56,S5r,v1,natural,0.75,5,0.3919152441862498,0.817900464526647,0.12889209401189028,-2.5182346424411417,0.05118351238586094,0.061042787756551226,0.15372006279972927,0.697284360110703
u56,S5r,v1,matched,0.25,5,0.3919152441862498,0.7158549975963033,0.06878137588345323,-0.4401206642531186,0.15627845150187325,0.11741006516264581,0.05167459586938561,0.5957532816706471
u56,S5r,v1,matched,0.5,5,0.3919152441862498,0.7682870446151552,0.1383202029163727,-1.033201958416874,0.13387528139059487,0.10076117456044614,0.10410664288823746,0.5957532816706471
u56,S5r,v1,matched,0.75,5,0.3919152441862498,0.7843642472888754,0.17150418560416059,-1.8407906915468564,0.09316875970295238,0.06528925103427409,0.12018384556195771,0.5957532816706471
u56,S5r,top20,natural,0.25,5,0.35378687542963094,1.122466930247504,0.12904391114633595,-2.3849199142244704,0.05410827859529972,0.012717837875928869,0.030331024816180996,0.697284360110703
u56,S5r,top20,natural,0.5,5,0.35378687542963094,1.1414393307543382,0.24672919798332515,-4.796092003452124,0.05144380003672465,0.010279916500252203,0.049303425323015126,0.697284360110703
u56,S5r,top20,natural,0.75,5,0.35378687542963094,1.071563548608094,0.275566302167236,-7.227131051754676,0.03812941818736374,-0.0028465454238904707,-0.020572356823229,0.697284360110703
u56,S5r,top20,matched,0.25,5,0.35378687542963094,1.120255936770669,0.14561416075031186,-1.8160571740287512,0.08018148483028241,0.015484111261191352,0.02812003133934593,0.6221593877874592
u56,S5r,top20,matched,0.5,5,0.35378687542963094,1.1310434647433552,0.273895818133964,-3.87241076830549,0.07073005280734121,0.010047374010649554,0.03890755931203205,0.6221593877874592
u56,S5r,top20,matched,0.75,5,0.35378687542963094,1.0555988970116001,0.31594537981317505,-6.276402608995069,0.05033860947039564,-0.005821329620786229,-0.03653700841972296,0.6221593877874592
u56,S5r,ewall,natural,0.25,5,0.33591216226705484,1.0893946107287542,0.12821299899275185,-1.803810492305069,0.07107897394970239,0.022312348565815238,0.040247248450985484,0.697284360110703
u56,S5r,ewall,natural,0.5,5,0.33591216226705484,1.1128098718444384,0.23959401065020247,-3.6475845468360024,0.06568566336811349,0.017453333500354898,0.06366250956666963,0.697284360110703
u56,S5r,ewall,natural,0.75,5,0.33591216226705484,1.0352875701156028,0.25003745946313327,-5.517442649039062,0.04531763633405066,-0.0025119956914422667,-0.01385979216216593,0.697284360110703
u56,S5r,ewall,matched,0.25,5,0.33591216226705484,1.086449575148059,0.1494937369614383,-1.2426096712585988,0.12030627188827606,0.030019252008965967,0.03730221287029023,0.6003812659131763
u56,S5r,ewall,matched,0.5,5,0.33591216226705484,1.1007473914958832,0.2759830774004106,-2.7211694218014504,0.10142076240798933,0.018962446367618874,0.05160002921811446,0.6003812659131763
u56,S5r,ewall,matched,0.75,5,0.33591216226705484,1.0120588642301327,0.2994860742258083,-4.535255694453255,0.06603510240714502,-0.00817781852807027,-0.03708849804763603,0.6003812659131763
u56,S6r,v1,natural,0.25,6,0.5222524602374596,0.7058605179940155,0.03805175958321638,-0.7836922973146976,0.04855446418651785,0.053184287264164354,0.04168011626709778,0.6786938284624434
u56,S6r,v1,natural,0.5,6,0.5222524602374596,0.7508213483995516,0.0793842333048711,-1.6147237921559698,0.049162732159212026,0.0536568217385039,0.08664094667263389,0.6786938284624434
u56,S6r,v1,natural,0.75,6,0.5222524602374596,0.7701348706454025,0.09506939886684052,-2.4918556799828684,0.038152048543796134,0.04252030716289848,0.10595446891848481,0.6786938284624434
u56,S6r,v1,matched,0.25,6,0.5222524602374596,0.7084662600205119,0.047922168322959924,-0.44484804916833376,0.10772705064696333,0.09955277622637415,0.044285858293594216,0.6496351616094548
u56,S6r,v1,matched,0.5,6,0.5222524602374596,0.7512633756039583,0.09435559393577198,-1.0213417991085993,0.0923839541455398,0.08526330162247772,0.08708297387704056,0.6496351616094548
u56,S6r,v1,matched,0.75,6,0.5222524602374596,0.7665454404396497,0.11327396880082907,-1.76055449781225,0.06433993888947417,0.05814363533758011,0.10236503871273195,0.6496351616094548
u56,S6r,top20,natural,0.25,6,0.5212016414718732,1.0995856829167354,0.11081029672763221,-2.3879765026001865,0.04640342842861923,0.003119703011022304,0.007449777485412312,0.6786938284624434
u56,S6r,top20,natural,0.5,6,0.5212016414718732,1.0863184100087993,0.20090354306191593,-4.790761949757916,0.04193561382695458,-0.0012143152766790723,-0.005817495422523855,0.6786938284624434
u56,S6r,top20,natural,0.75,6,0.5212016414718732,0.9941658050433582,0.21211145733869485,-7.203332122550066,0.02944629703726681,-0.013600664070627686,-0.09797010038796494,0.6786938284624434
u56,S6r,top20,matched,0.25,6,0.5212016414718732,1.0999557851616768,0.10928392885185878,-1.8743553247914768,0.05830480880887229,0.0041720369808876355,0.007819879730353696,0.686279708945303
u56,S6r,top20,matched,0.5,6,0.5212016414718732,1.086696479113206,0.19748867192489306,-3.943581529913076,0.05007850615662207,-0.00137931123697014,-0.005439426318117002,0.686279708945303
u56,S6r,top20,matched,0.75,6,0.5212016414718732,1.003238699609858,0.21549494154304993,-6.266743792936902,0.034387067456935,-0.014185549746210965,-0.08889720582146521,0.686279708945303
u56,S6r,ewall,natural,0.25,6,0.5066400331650905,1.0637553317852366,0.1072213529612992,-1.8029647687418437,0.05946946652547242,0.008102193542950773,0.0146079695074679,0.6786938284624434
u56,S6r,ewall,natural,0.5,6,0.5066400331650905,1.0528345368164789,0.18891394144637275,-3.6382071025256923,0.05192501034787881,0.00101345922175526,0.0036871745387101473,0.6786938284624434
u56,S6r,ewall,natural,0.75,6,0.5066400331650905,0.9587162899036465,0.18740907798737183,-5.491083512366979,0.034129708201539904,-0.016468711898198957,-0.09043107237412218,0.6786938284624434
u56,S6r,ewall,matched,0.25,6,0.5066400331650905,1.0583183722719984,0.1071590399617749,-1.300727024630488,0.08238395753499221,0.007050679981708704,0.009171009994229706,0.657195242407588
u56,S6r,ewall,matched,0.5,6,0.5066400331650905,1.0437506887579813,0.19057938641530292,-2.7931741166638213,0.06823039970130174,-0.0019320934873309163,-0.005396673519787454,0.657195242407588
u56,S6r,ewall,matched,0.75,6,0.5066400331650905,0.9547296424429668,0.1995463700678336,-4.5352620344936145,0.043998862370057956,-0.020818580958871583,-0.09441771983480196,0.657195242407588
u56,S7r,v1,natural,0.25,7,0.6120013040329029,0.7027736477534129,0.030336772034530224,-0.7059567491551899,0.042972564637754194,0.05466800348984445,0.038593246026495165,0.6972062976947774
u56,S7r,v1,natural,0.5,7,0.6120013040329029,0.7423092767200297,0.06161592700918206,-1.4537569778081627,0.04238392520191423,0.05374273429862209,0.07812887499311194,0.6972062976947774
u56,S7r,v1,natural,0.75,7,0.6120013040329029,0.7601556654151311,0.0712058417123187,-2.242229092406589,0.031756720111009405,0.04280350478603547,0.09597526368821341,0.6972062976947774
u56,S7r,v1,matched,0.25,7,0.6120013040329029,0.7069845203970683,0.03595672449338305,-0.3897808281232873,0.09224857124581298,0.10981586466487686,0.04280411867015055,0.6915699784339878
u56,S7r,v1,matched,0.5,7,0.6120013040329029,0.7484124538467769,0.07053726376632419,-0.8843881048924196,0.0797582683169451,0.0952433119055864,0.08423205211985918,0.6915699784339878
u56,S7r,v1,matched,0.75,7,0.6120013040329029,0.7684996175633648,0.08377703330614461,-1.5045505916515767,0.05568243020274965,0.06933579795541053,0.1043192158364471,0.6915699784339878
u56,S7r,top20,natural,0.25,7,0.643257849784088,1.0860634901899666,0.09265998669277997,-2.3109580534663277,0.04009591889986682,-0.0026276613858257415,-0.006072415241356488,0.6972062976947774
u56,S7r,top20,natural,0.5,7,0.643257849784088,1.056105474628916,0.16143437306586583,-4.63016279112991,0.03486580933506889,-0.0077816768929661086,-0.03603043080240709,0.6972062976947774
u56,S7r,top20,natural,0.75,7,0.643257849784088,0.9585958028035879,0.16265710317467408,-6.953764812508378,0.023391228717153007,-0.019204000455627184,-0.1335401026277352,0.6972062976947774
u56,S7r,top20,matched,0.25,7,0.643257849784088,1.0879943423000722,0.08503900893541139,-1.8357919164757153,0.04632279299860199,-0.0022560090248146055,-0.004141563131250914,0.7354136171646741
u56,S7r,top20,matched,0.5,7,0.643257849784088,1.0627575316325597,0.1489827703345611,-3.8251784791348387,0.03894792652087108,-0.007680262230641868,-0.029378373798763402,0.7354136171646741
u56,S7r,top20,matched,0.75,7,0.643257849784088,0.9810878936429959,0.15649370441165955,-6.009373896128589,0.026041598861484935,-0.018479131721171077,-0.11104801178832724,0.7354136171646741
u56,S7r,ewall,natural,0.25,7,0.6307992784751641,1.0491394092289636,0.08797731309694279,-1.7230862405418268,0.051057985971310525,-4.615583722945424e-06,-7.95304880507608e-06,0.6972062976947774
