chooser,pick_r,pick_g,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,base_OOS_Sharpe,base_OOS_MaxDD,base_OOS_CAGR,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,P4b_OOS,P4a_OOS,panel,d,kind,scheme,seed,mean_admitted
C_SHARPE,0.75,1.0,0.16359199931949542,1.0532589604217706,-0.24952411339411973,1.2531730767263176,-0.12906176558400362,0.10010012628773146,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.05,RANDOM,SHRINK,1,39.93053057553957
C_CALMAR,0.2,1.0,0.13552229078282418,0.8961806958119651,-0.227304868108966,1.2531730767263176,-0.12906176558400362,0.10010012628773146,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.05,RANDOM,SHRINK,1,39.93053057553957
C_4bIS,0.75,0.75,0.12228885508374443,1.0508204647473733,-0.19188272151488772,1.2531730767263176,-0.12906176558400362,0.10010012628773146,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,U56,0.05,RANDOM,SHRINK,1,39.93053057553957
C_FROZEN,0.35,0.75,0.1280918282437884,1.1015545305585597,-0.15601089751562391,1.2531730767263176,-0.12906176558400362,0.10010012628773146,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,U56,0.05,RANDOM,SHRINK,1,39.93053057553957
C_LIVE(RULES v2),,,0.10010012628773146,1.2531730767263176,-0.12906176558400362,1.2531730767263176,-0.12906176558400362,0.10010012628773146,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.05,RANDOM,SHRINK,1,39.93053057553957
C_SHARPE,0.2,1.0,0.16853264571464877,1.1101351345294173,-0.19015982463172576,1.2679557864177002,-0.12132050830285646,0.0921052462216394,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,U56,0.05,RANDOM,SHRINK,2,39.79653776978417
C_CALMAR,0.2,1.0,0.16853264571464877,1.1101351345294173,-0.19015982463172576,1.2679557864177002,-0.12132050830285646,0.0921052462216394,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,U56,0.05,RANDOM,SHRINK,2,39.79653776978417
C_4bIS,0.2,1.0,0.16853264571464877,1.1101351345294173,-0.19015982463172576,1.2679557864177002,-0.12132050830285646,0.0921052462216394,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,U56,0.05,RANDOM,SHRINK,2,39.79653776978417
C_FROZEN,0.35,0.75,0.11687694489501887,1.0836742528219867,-0.13575956566537972,1.2679557864177002,-0.12132050830285646,0.0921052462216394,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,U56,0.05,RANDOM,SHRINK,2,39.79653776978417
C_LIVE(RULES v2),,,0.0921052462216394,1.2679557864177002,-0.12132050830285646,1.2679557864177002,-0.12132050830285646,0.0921052462216394,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.05,RANDOM,SHRINK,2,39.79653776978417
C_SHARPE,0.5,1.0,0.1748250252604251,1.1900241371630247,-0.15071599970767025,1.1688689898482325,-0.11596930480285583,0.08476440131063923,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,U56,0.05,RANDOM,SHRINK,3,39.781474820143885
C_CALMAR,0.35,1.0,0.18674920965069886,1.22540906442951,-0.13865307941472083,1.1688689898482325,-0.11596930480285583,0.08476440131063923,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,U56,0.05,RANDOM,SHRINK,3,39.781474820143885
C_4bIS,0.5,0.75,0.13053704240936215,1.1880240209637778,-0.11591183637221236,1.1688689898482325,-0.11596930480285583,0.08476440131063923,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,True,U56,0.05,RANDOM,SHRINK,3,39.781474820143885
C_FROZEN,0.35,0.75,0.13944504217377207,1.2241969467150273,-0.10617979645522435,1.1688689898482325,-0.11596930480285583,0.08476440131063923,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,True,U56,0.05,RANDOM,SHRINK,3,39.781474820143885
C_LIVE(RULES v2),,,0.08476440131063923,1.1688689898482325,-0.11596930480285583,1.1688689898482325,-0.11596930480285583,0.08476440131063923,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.05,RANDOM,SHRINK,3,39.781474820143885
C_SHARPE,0.35,1.0,0.17020563157851032,1.0825215035712563,-0.20800193734819594,1.2318805441615468,-0.12890804408604528,0.09656514721791676,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.05,RANDOM,SHRINK,4,39.941771582733814
C_CALMAR,0.5,1.0,0.17748695323517683,1.1154678490444139,-0.211819764553267,1.2318805441615468,-0.12890804408604528,0.09656514721791676,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.05,RANDOM,SHRINK,4,39.941771582733814
C_4bIS,0.5,1.0,0.17748695323517683,1.1154678490444139,-0.211819764553267,1.2318805441615468,-0.12890804408604528,0.09656514721791676,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.05,RANDOM,SHRINK,4,39.941771582733814
C_FROZEN,0.35,0.75,0.12764826408061425,1.0819187937438655,-0.15761384651225385,1.2318805441615468,-0.12890804408604528,0.09656514721791676,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,U56,0.05,RANDOM,SHRINK,4,39.941771582733814
C_LIVE(RULES v2),,,0.09656514721791676,1.2318805441615468,-0.12890804408604528,1.2318805441615468,-0.12890804408604528,0.09656514721791676,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.05,RANDOM,SHRINK,4,39.941771582733814
C_SHARPE,0.75,1.0,0.1860448789976359,1.2291633492224274,-0.2319920330305908,1.27226662176009,-0.1265087347837759,0.10106101065506934,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.05,RANDOM,SHRINK,5,39.96987410071942
C_CALMAR,0.35,1.0,0.19201176382385787,1.2277267247305859,-0.18709137850455848,1.27226662176009,-0.1265087347837759,0.10106101065506934,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,U56,0.05,RANDOM,SHRINK,5,39.96987410071942
C_4bIS,0.75,0.75,0.13870633192869986,1.2286585554644647,-0.1785459022148016,1.27226662176009,-0.1265087347837759,0.10106101065506934,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,U56,0.05,RANDOM,SHRINK,5,39.96987410071942
C_FROZEN,0.35,0.75,0.14346285977243078,1.2278526473522657,-0.14401294244387863,1.27226662176009,-0.1265087347837759,0.10106101065506934,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,U56,0.05,RANDOM,SHRINK,5,39.96987410071942
C_LIVE(RULES v2),,,0.10106101065506934,1.27226662176009,-0.1265087347837759,1.27226662176009,-0.1265087347837759,0.10106101065506934,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.05,RANDOM,SHRINK,5,39.96987410071942
C_SHARPE,0.5,1.0,0.16056360658175173,1.1597714451414427,-0.19318564715099118,1.2217985800698328,-0.1287134061101285,0.09941662452422273,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,U56,0.1,RANDOM,SHRINK,1,26.98381294964029
C_CALMAR,0.35,1.0,0.15292032453042914,1.101764572656287,-0.18021400448077995,1.2217985800698328,-0.1287134061101285,0.09941662452422273,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,U56,0.1,RANDOM,SHRINK,1,26.98381294964029
C_4bIS,0.5,0.75,0.12002740710975002,1.1588989633698599,-0.14870240918759114,1.2217985800698328,-0.1287134061101285,0.09941662452422273,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,U56,0.1,RANDOM,SHRINK,1,26.98381294964029
C_FROZEN,0.35,0.75,0.11457867909413366,1.1010282920187402,-0.1384142934784146,1.2217985800698328,-0.1287134061101285,0.09941662452422273,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,U56,0.1,RANDOM,SHRINK,1,26.98381294964029
C_LIVE(RULES v2),,,0.09941662452422273,1.2217985800698328,-0.1287134061101285,1.2217985800698328,-0.1287134061101285,0.09941662452422273,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.1,RANDOM,SHRINK,1,26.98381294964029
C_SHARPE,0.75,1.0,0.22045449733238276,1.318194399320224,-0.22478390182779528,1.294450673817062,-0.135005170448257,0.11499039124658883,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.1,RANDOM,SHRINK,2,27.20773381294964
C_CALMAR,0.5,1.0,0.2246609509956372,1.3120688181286013,-0.19801521716774506,1.294450673817062,-0.135005170448257,0.11499039124658883,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,U56,0.1,RANDOM,SHRINK,2,27.20773381294964
C_4bIS,0.75,0.75,0.16364343647767687,1.3160830014711218,-0.1725718974439776,1.294450673817062,-0.135005170448257,0.11499039124658883,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,U56,0.1,RANDOM,SHRINK,2,27.20773381294964
C_FROZEN,0.35,0.75,0.14818340542005015,1.1870818699252144,-0.1411893641912516,1.294450673817062,-0.135005170448257,0.11499039124658883,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,U56,0.1,RANDOM,SHRINK,2,27.20773381294964
C_LIVE(RULES v2),,,0.11499039124658883,1.294450673817062,-0.135005170448257,1.294450673817062,-0.135005170448257,0.11499039124658883,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,U56,0.1,RANDOM,SHRINK,2,27.20773381294964
C_SHARPE,0.75,1.0,0.13747481417116858,1.0425785914984707,-0.23466477100504757,1.043028592336796,-0.13032794188927144,0.072553356981927,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.1,RANDOM,SHRINK,3,27.0744154676259
C_CALMAR,0.5,1.0,0.13507222002191455,0.9818210188537969,-0.2408868842593075,1.043028592336796,-0.13032794188927144,0.072553356981927,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.1,RANDOM,SHRINK,3,27.0744154676259
C_4bIS,0.75,1.0,0.13747481417116858,1.0425785914984707,-0.23466477100504757,1.043028592336796,-0.13032794188927144,0.072553356981927,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.1,RANDOM,SHRINK,3,27.0744154676259
C_FROZEN,0.35,0.75,0.10894529124996222,1.0339095685415627,-0.17337091599473353,1.043028592336796,-0.13032794188927144,0.072553356981927,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,U56,0.1,RANDOM,SHRINK,3,27.0744154676259
C_LIVE(RULES v2),,,0.072553356981927,1.043028592336796,-0.13032794188927144,1.043028592336796,-0.13032794188927144,0.072553356981927,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.1,RANDOM,SHRINK,3,27.0744154676259
C_SHARPE,0.5,1.0,0.15427534438466695,0.7978218570550775,-0.38116021245590304,1.2857794792491306,-0.1593498947198183,0.131650115314925,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.1,RANDOM,SHRINK,4,27.30418165467626
C_CALMAR,0.5,1.0,0.15427534438466695,0.7978218570550775,-0.38116021245590304,1.2857794792491306,-0.1593498947198183,0.131650115314925,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.1,RANDOM,SHRINK,4,27.30418165467626
C_4bIS,0.5,1.0,0.15427534438466695,0.7978218570550775,-0.38116021245590304,1.2857794792491306,-0.1593498947198183,0.131650115314925,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.1,RANDOM,SHRINK,4,27.30418165467626
C_FROZEN,0.35,0.75,0.09981273924172451,0.6895904066788063,-0.3021694181572888,1.2857794792491306,-0.1593498947198183,0.131650115314925,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.1,RANDOM,SHRINK,4,27.30418165467626
C_LIVE(RULES v2),,,0.131650115314925,1.2857794792491306,-0.1593498947198183,1.2857794792491306,-0.1593498947198183,0.131650115314925,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,U56,0.1,RANDOM,SHRINK,4,27.30418165467626
C_SHARPE,0.2,1.0,0.16413893240519362,1.0257480552013056,-0.22336713991015433,1.3416776201441447,-0.14407662865442317,0.11944443990530451,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.1,RANDOM,SHRINK,5,27.119604316546763
C_CALMAR,0.2,1.0,0.16413893240519362,1.0257480552013056,-0.22336713991015433,1.3416776201441447,-0.14407662865442317,0.11944443990530451,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.1,RANDOM,SHRINK,5,27.119604316546763
C_4bIS,0.2,1.0,0.16413893240519362,1.0257480552013056,-0.22336713991015433,1.3416776201441447,-0.14407662865442317,0.11944443990530451,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.1,RANDOM,SHRINK,5,27.119604316546763
C_FROZEN,0.35,0.75,0.12915674139793265,1.0714408776124673,-0.17015461855226743,1.3416776201441447,-0.14407662865442317,0.11944443990530451,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,U56,0.1,RANDOM,SHRINK,5,27.119604316546763
C_LIVE(RULES v2),,,0.11944443990530451,1.3416776201441447,-0.14407662865442317,1.3416776201441447,-0.14407662865442317,0.11944443990530451,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,U56,0.1,RANDOM,SHRINK,5,27.119604316546763
C_SHARPE,0.2,1.0,0.04486879675194899,0.31073108334036686,-0.5307325442793653,0.8223397080448341,-0.17536155256430674,0.0770557867219368,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.2,RANDOM,SHRINK,1,15.153327338129497
C_CALMAR,0.75,1.0,0.05216735323362931,0.3425264387892017,-0.51743180983914,0.8223397080448341,-0.17536155256430674,0.0770557867219368,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.2,RANDOM,SHRINK,1,15.153327338129497
C_4bIS,0.2,1.0,0.04486879675194899,0.31073108334036686,-0.5307325442793653,0.8223397080448341,-0.17536155256430674,0.0770557867219368,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.2,RANDOM,SHRINK,1,15.153327338129497
C_FROZEN,0.35,0.75,0.038061570097280395,0.3134187748730726,-0.4105295238191713,0.8223397080448341,-0.17536155256430674,0.0770557867219368,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.2,RANDOM,SHRINK,1,15.153327338129497
C_LIVE(RULES v2),,,0.0770557867219368,0.8223397080448341,-0.17536155256430674,0.8223397080448341,-0.17536155256430674,0.0770557867219368,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.2,RANDOM,SHRINK,1,15.153327338129497
C_SHARPE,0.2,1.0,0.17340255877442878,0.9276200620286247,-0.2773086289642628,0.9621198942924111,-0.16447245819322154,0.10430223743045852,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.2,RANDOM,SHRINK,2,15.097122302158274
C_CALMAR,0.2,1.0,0.17340255877442878,0.9276200620286247,-0.2773086289642628,0.9621198942924111,-0.16447245819322154,0.10430223743045852,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.2,RANDOM,SHRINK,2,15.097122302158274
C_4bIS,0.2,1.0,0.17340255877442878,0.9276200620286247,-0.2773086289642628,0.9621198942924111,-0.16447245819322154,0.10430223743045852,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.2,RANDOM,SHRINK,2,15.097122302158274
C_FROZEN,0.35,0.75,0.13063003174585552,0.9251085840278205,-0.2145824650434649,0.9621198942924111,-0.16447245819322154,0.10430223743045852,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.2,RANDOM,SHRINK,2,15.097122302158274
C_LIVE(RULES v2),,,0.10430223743045852,0.9621198942924111,-0.16447245819322154,0.9621198942924111,-0.16447245819322154,0.10430223743045852,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.2,RANDOM,SHRINK,2,15.097122302158274
C_SHARPE,0.35,1.0,0.10663728416714924,0.8672400072591622,-0.25889182966357227,0.7628246746536151,-0.12588235585215668,0.04956655004135402,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.2,RANDOM,SHRINK,3,15.47796762589928
C_CALMAR,0.35,1.0,0.10663728416714924,0.8672400072591622,-0.25889182966357227,0.7628246746536151,-0.12588235585215668,0.04956655004135402,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.2,RANDOM,SHRINK,3,15.47796762589928
C_4bIS,0.35,1.0,0.10663728416714924,0.8672400072591622,-0.25889182966357227,0.7628246746536151,-0.12588235585215668,0.04956655004135402,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.2,RANDOM,SHRINK,3,15.47796762589928
C_FROZEN,0.35,0.75,0.08027418929406327,0.8662300529052438,-0.19948713216624414,0.7628246746536151,-0.12588235585215668,0.04956655004135402,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.2,RANDOM,SHRINK,3,15.47796762589928
C_LIVE(RULES v2),,,0.04956655004135402,0.7628246746536151,-0.12588235585215668,0.7628246746536151,-0.12588235585215668,0.04956655004135402,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.2,RANDOM,SHRINK,3,15.47796762589928
C_SHARPE,0.75,1.0,0.16465701514005415,1.113886043615264,-0.2067282530170399,1.0023703889486804,-0.1099098761829288,0.07641293860994014,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.2,RANDOM,SHRINK,4,15.498201438848922
C_CALMAR,0.2,1.0,0.16466424611542574,1.1083513970169598,-0.20672825301703934,1.0023703889486804,-0.1099098761829288,0.07641293860994014,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.2,RANDOM,SHRINK,4,15.498201438848922
C_4bIS,0.75,0.75,0.12319577179692431,1.1111299039871685,-0.1585238022770008,1.0023703889486804,-0.1099098761829288,0.07641293860994014,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,U56,0.2,RANDOM,SHRINK,4,15.498201438848922
C_FROZEN,0.35,0.75,0.1232017327572208,1.1056832568931134,-0.1585238022770008,1.0023703889486804,-0.1099098761829288,0.07641293860994014,0.1525745335844091,0.8736611364726746,-0.33717289200673783,True,False,U56,0.2,RANDOM,SHRINK,4,15.498201438848922
C_LIVE(RULES v2),,,0.07641293860994014,1.0023703889486804,-0.1099098761829288,1.0023703889486804,-0.1099098761829288,0.07641293860994014,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.2,RANDOM,SHRINK,4,15.498201438848922
C_SHARPE,0.2,1.0,0.1812379721760322,0.9989198065467572,-0.2666112247246094,1.0598303841806929,-0.1532699459116278,0.10652521364775502,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.2,RANDOM,SHRINK,5,15.381294964028777
C_CALMAR,0.2,1.0,0.1812379721760322,0.9989198065467572,-0.2666112247246094,1.0598303841806929,-0.1532699459116278,0.10652521364775502,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.2,RANDOM,SHRINK,5,15.381294964028777
C_4bIS,0.2,1.0,0.1812379721760322,0.9989198065467572,-0.2666112247246094,1.0598303841806929,-0.1532699459116278,0.10652521364775502,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.2,RANDOM,SHRINK,5,15.381294964028777
C_FROZEN,0.35,0.75,0.1359382180041353,0.9958634403695544,-0.20552221122215242,1.0598303841806929,-0.1532699459116278,0.10652521364775502,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.2,RANDOM,SHRINK,5,15.381294964028777
C_LIVE(RULES v2),,,0.10652521364775502,1.0598303841806929,-0.1532699459116278,1.0598303841806929,-0.1532699459116278,0.10652521364775502,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.2,RANDOM,SHRINK,5,15.381294964028777
C_SHARPE,0.35,1.0,0.0859247037520876,0.7252628433071302,-0.20695714699523737,0.8595195447983134,-0.09060839162631884,0.047342595480517335,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.05,WINNERCUT,SHRINK,1,39.73471223021583
C_CALMAR,0.35,1.0,0.0859247037520876,0.7252628433071302,-0.20695714699523737,0.8595195447983134,-0.09060839162631884,0.047342595480517335,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.05,WINNERCUT,SHRINK,1,39.73471223021583
C_4bIS,0.35,1.0,0.0859247037520876,0.7252628433071302,-0.20695714699523737,0.8595195447983134,-0.09060839162631884,0.047342595480517335,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.05,WINNERCUT,SHRINK,1,39.73471223021583
C_FROZEN,0.35,0.75,0.0652218261207036,0.7240938770662642,-0.1587380364622517,0.8595195447983134,-0.09060839162631884,0.047342595480517335,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.05,WINNERCUT,SHRINK,1,39.73471223021583
C_LIVE(RULES v2),,,0.047342595480517335,0.8595195447983134,-0.09060839162631884,0.8595195447983134,-0.09060839162631884,0.047342595480517335,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.05,WINNERCUT,SHRINK,1,39.73471223021583
C_SHARPE,0.35,1.0,0.08505798454355484,0.7229644748723294,-0.20695714699523793,0.8591108249218454,-0.09060839162631895,0.04716173366102261,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.05,WINNERCUT,SHRINK,2,39.89118705035971
C_CALMAR,0.35,1.0,0.08505798454355484,0.7229644748723294,-0.20695714699523793,0.8591108249218454,-0.09060839162631895,0.04716173366102261,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.05,WINNERCUT,SHRINK,2,39.89118705035971
C_4bIS,0.35,1.0,0.08505798454355484,0.7229644748723294,-0.20695714699523793,0.8591108249218454,-0.09060839162631895,0.04716173366102261,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.05,WINNERCUT,SHRINK,2,39.89118705035971
C_FROZEN,0.35,0.75,0.06456674050575262,0.7217026950396653,-0.15873803646225015,0.8591108249218454,-0.09060839162631895,0.04716173366102261,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.05,WINNERCUT,SHRINK,2,39.89118705035971
C_LIVE(RULES v2),,,0.04716173366102261,0.8591108249218454,-0.09060839162631895,0.8591108249218454,-0.09060839162631895,0.04716173366102261,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.05,WINNERCUT,SHRINK,2,39.89118705035971
C_SHARPE,0.35,1.0,0.0865276239911712,0.7289669774735152,-0.20695714699523804,0.8481585171532389,-0.09060839162631917,0.04673180598923121,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.05,WINNERCUT,SHRINK,3,39.90310251798561
C_CALMAR,0.35,1.0,0.0865276239911712,0.7289669774735152,-0.20695714699523804,0.8481585171532389,-0.09060839162631917,0.04673180598923121,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.05,WINNERCUT,SHRINK,3,39.90310251798561
C_4bIS,0.35,1.0,0.0865276239911712,0.7289669774735152,-0.20695714699523804,0.8481585171532389,-0.09060839162631917,0.04673180598923121,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.05,WINNERCUT,SHRINK,3,39.90310251798561
C_FROZEN,0.35,0.75,0.06566801147312318,0.7277752864344863,-0.15873803646225182,0.8481585171532389,-0.09060839162631917,0.04673180598923121,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.05,WINNERCUT,SHRINK,3,39.90310251798561
C_LIVE(RULES v2),,,0.04673180598923121,0.8481585171532389,-0.09060839162631917,0.8481585171532389,-0.09060839162631917,0.04673180598923121,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.05,WINNERCUT,SHRINK,3,39.90310251798561
C_SHARPE,0.35,1.0,0.08894378417639515,0.7475929156448534,-0.2069571469952367,0.8684461825976014,-0.0919174729132275,0.04802433785611293,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.05,WINNERCUT,SHRINK,4,39.85589028776978
C_CALMAR,0.35,1.0,0.08894378417639515,0.7475929156448534,-0.2069571469952367,0.8684461825976014,-0.0919174729132275,0.04802433785611293,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.05,WINNERCUT,SHRINK,4,39.85589028776978
C_4bIS,0.35,1.0,0.08894378417639515,0.7475929156448534,-0.2069571469952367,0.8684461825976014,-0.0919174729132275,0.04802433785611293,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,U56,0.05,WINNERCUT,SHRINK,4,39.85589028776978
