ticker,name,first_trade,entry,exit,days,exchange,entry_px,adv20,investable,truncated,ret,exc_IWM,exc_SPY,year
CYCN,"Cyclerion Therapeutics, Inc.",2019-03-18,2019-04-30,2020-04-29,252,Nasdaq,304.6,3863730.0,True,False,-0.7280160639410619,-0.5963287955291607,-0.745637946356616,2019
DOW,DOW INC.,2019-03-20,2019-05-02,2020-05-01,252,NYSE,34.93,253655535.0,True,False,-0.31763722890473334,-0.12371926459859417,-0.3086673472660446,2019
CTVA,"Corteva, Inc.",2019-05-24,2019-07-09,2020-07-08,252,NYSE,24.66,174669154.0,True,False,-0.02457528540265108,0.048785812507844195,-0.10971149827486082,2019
KTB,"Kontoor Brands, Inc.",2019-05-28,2019-07-10,2020-07-09,252,NYSE,25.25,23665004.0,True,False,-0.4985724809824498,-0.4048996275264609,-0.5724011955161935,2019
XPEL,"XPEL, Inc.",2019-07-01,2019-08-13,2020-08-12,252,Nasdaq,7.1,172010.0,False,False,2.860820161653541,2.797363449140409,2.684350441939979,2019
VMD,"VIEMED HEALTHCARE, INC.",2019-08-09,2019-09-23,2020-09-22,252,Nasdaq,7.0,63549.0,False,False,0.2559984585714252,0.282314469842891,0.12697060105280022,2019
CRNC,Cerence Inc.,2019-09-16,2019-10-28,2020-10-27,252,Nasdaq,15.45,10267018.0,True,False,3.0920442207543504,3.0652902165881803,2.9553460419815485,2019
PNTG,"Pennant Group, Inc.",2019-10-01,2019-11-12,2020-11-11,252,Nasdaq,17.72,3248576.0,True,False,1.6186849557989156,1.51570232351865,1.4420922005128032,2019
BXRXQ,"Baudax Bio, Inc.",2019-11-14,2019-12-30,2020-12-29,252,nan,9772.15,975843.0,False,False,-0.8541630101559825,-1.046146780255967,-1.032675986860853,2019
MDIA,Mediaco Holding Inc.,2020-01-06,2020-02-19,2021-02-18,252,Nasdaq,6.85,37461.0,False,False,-0.45076950208629285,-0.7793603533534635,-0.627150120334789,2020
CARR,CARRIER GLOBAL Corp,2020-03-19,2020-05-01,2021-05-03,252,NYSE,15.4,262625359.0,True,False,1.6173084191149547,0.7892911179068534,1.1147569726910855,2020
OTIS,Otis Worldwide Corp,2020-03-19,2020-05-01,2021-05-03,252,NYSE,44.9,304168229.0,True,False,0.5946357212130919,-0.2333815799950094,0.09208427478922276,2020
LDSN,Aphoenity International Holdings Inc.,2020-04-01,2020-05-14,2021-05-14,252,nan,0.13,0.0,False,False,58.49621346153845,57.67906477091152,58.010932170861786,2020
SPHR,Sphere Entertainment Co.,2020-04-09,2020-05-22,2021-05-24,252,NYSE,34.85,20245760.0,True,False,0.2231194053513308,-0.43832261094727576,-0.21843280837357248,2020
AOUT,"American Outdoor Brands, Inc.",2020-08-21,2020-10-05,2021-10-05,252,Nasdaq,13.53,3359974.0,True,False,0.8382285344620524,0.41762470240897964,0.5455483405880661,2020
VNT,Vontier Corp,2020-09-24,2020-11-05,2021-11-05,252,NYSE,28.84,131468082.0,True,False,0.14242474530643623,-0.33791607912338395,-0.21415911404536958,2020
LNSR,"LENSAR, Inc.",2020-10-02,2020-11-13,2021-11-15,252,Nasdaq,8.95,468454.0,False,False,-0.1898695017409241,-0.5779497978350862,-0.5135622285496352,2020
CNXC,Concentrix Corp,2020-11-24,2021-01-08,2022-01-07,252,Nasdaq,98.77,22140696.0,True,False,0.4960423352212897,0.44598054450367464,0.2572476935116954,2020
OGN,Organon & Co.,2021-05-14,2021-06-28,2022-06-28,252,NYSE,25.18,151168235.0,True,False,0.15987362508295844,0.40355132736877564,0.256741267938278,2021
DTM,"DT Midstream, Inc.",2021-07-01,2021-08-13,2022-08-15,252,NYSE,34.28,23815355.0,True,False,0.41424867110116415,0.4952258255910976,0.4388326988612792,2021
NABL,"N-able, Inc.",2021-07-19,2021-08-30,2022-08-30,252,NYSE,13.11,3805767.0,True,False,-0.23872767737429046,-0.0662840845870516,-0.1317948381086822,2021
VSXY,Victoria's Secret & Co.,2021-07-21,2021-09-01,2022-09-01,252,NYSE,67.79,144246442.0,True,False,-0.5060898229303612,-0.3126501117619981,-0.39598865925683047,2021
GXO,"GXO Logistics, Inc.",2021-07-22,2021-09-02,2022-09-02,252,NYSE,85.48,106394522.0,True,False,-0.49714283311695495,-0.2919155315582731,-0.37495765883568133,2021
JXN,Jackson Financial Inc.,2021-09-01,2021-10-14,2022-10-14,252,NYSE,22.89,56161841.0,True,False,0.1363585674962342,0.3883311215503442,0.31592540183422924,2021
SLVM,Sylvamo Corp,2021-09-23,2021-11-04,2022-11-04,252,NYSE,25.35,13513762.0,True,False,0.5968831761401496,0.838217932739433,0.7786420928723918,2021
CCSI,"Consensus Cloud Solutions, Inc.",2021-09-30,2021-11-11,2022-11-11,252,Nasdaq,62.97,10200228.0,True,False,-0.10445288190437518,0.10433489623358227,0.023260544319338106,2021
KD,"Kyndryl Holdings, Inc.",2021-10-22,2021-12-06,2022-12-06,252,NYSE,19.22,76345000.0,True,False,-0.43143653710496055,-0.26418047953907164,-0.3028361832938191,2021
ONL,Orion Properties Inc.,2021-11-23,2022-01-06,2023-01-09,252,NYSE,13.69,7786519.0,True,False,-0.5141307386351491,-0.3396224452148182,-0.3564446304759822,2021
DOUG,Douglas Elliman Inc.,2021-12-30,2022-02-11,2023-02-14,252,NYSE,6.48,3746940.0,True,False,-0.26432700754472516,-0.2341056486314873,-0.21636461420744724,2021
CEG,Constellation Energy Corp,2022-01-19,2022-03-03,2023-03-06,252,Nasdaq,47.83,148515577.0,True,False,0.6030496871155564,0.6545364962216884,0.6596885255804301,2022
FEAM,"5E Advanced Materials, Inc.",2022-03-15,2022-04-27,2023-04-28,252,Nasdaq,573.85,2426112.0,True,False,-0.831191168583668,-0.7834785734998224,-0.844868150095558,2022
EMBC,Embecta Corp.,2022-03-22,2022-05-04,2023-05-05,252,Nasdaq,28.06,26753701.0,True,False,-0.08920276211344647,-0.005270571668429813,-0.06720381850129709,2022
ESAB,ESAB Corp,2022-03-29,2022-05-11,2023-05-12,252,NYSE,44.77,21199325.0,True,False,0.31113728866612833,0.2823013751503536,0.2454124590222697,2022
ORBS,Eightco Holdings Inc.,2022-05-18,2022-07-01,2023-07-05,252,Nasdaq,347.5,962.0,False,False,-0.980042971829891,-1.081590834688186,-1.1613627676043112,2022
FIP,FTAI Infrastructure Inc.,2022-07-20,2022-08-31,2023-09-01,252,Nasdaq,2.47,2277368.0,False,False,0.30371006439139725,0.2466575081926663,0.14333314914233486,2022
XPER,Xperi Inc.,2022-09-20,2022-11-01,2023-11-02,252,NYSE,13.3,6035724.0,True,False,-0.36293145484635536,-0.3029242537996355,-0.5008208734688322,2022
BHVN,Biohaven Ltd.,2022-09-23,2022-11-04,2023-11-07,252,NYSE,15.47,14072821.0,True,False,0.9509594999105402,0.9747842802850982,0.7717159787728085,2022
BHM,"Bluerock Homes Trust, Inc.",2022-09-28,2022-11-09,2023-11-10,252,NYSE,19.1,661837.0,False,False,-0.3701968964457456,-0.3539451463818616,-0.5664283683923992,2022
MPTI,"M-tron Industries, Inc.",2022-10-03,2022-11-14,2023-11-15,252,NYSE,10.6,86540.0,False,False,2.415539127504751,2.432880636485266,2.2595387499260142,2022
RXO,"RXO, Inc.",2022-10-27,2022-12-09,2023-12-12,252,NYSE,17.51,16441777.0,True,False,0.2134277965813316,0.14990986407950646,0.01477532740380716,2022
FG,"F&G Annuities & Life, Inc.",2022-11-22,2023-01-06,2024-01-09,252,NYSE,18.13,3770792.0,True,False,1.159503807279445,1.0452163985706802,0.9198566084179673,2022
MBC,"MasterBrand, Inc.",2022-12-09,2023-01-25,2024-01-26,252,NYSE,8.94,14244940.0,True,False,0.599694448444406,0.5386105105963603,0.3637308510084034,2022
GEHC,GE HealthCare Technologies Inc.,2022-12-15,2023-01-31,2024-02-01,252,Nasdaq,69.11,251375003.0,True,False,0.0690673574785936,0.033177589985822875,-0.15272770959122806,2022
VTS,"Vitesse Energy, Inc.",2023-01-10,2023-02-23,2024-02-26,252,NYSE,12.74,4852934.0,True,False,0.3189368690598835,0.24039060001179435,0.03685158010362266,2023
STHO,Star Holdings,2023-03-28,2023-05-10,2024-05-10,252,Nasdaq,16.71,1572842.0,True,False,-0.21582924057450747,-0.403356193773033,-0.495670287181708,2023
CR,Crane Co,2023-03-29,2023-05-11,2024-05-13,252,NYSE,73.09,27732995.0,True,False,0.9188560301270952,0.719616322526933,0.6366066014458807,2023
MSGE,Madison Square Garden Entertainment Corp.,2023-04-17,2023-05-30,2024-05-30,252,NYSE,35.39,10006210.0,True,False,-0.010466364801977157,-0.18911669203268588,-0.2722540989282296,2023
KNF,Knife River Corp,2023-06-06,2023-07-20,2024-07-22,252,NYSE,42.87,15190420.0,True,False,0.8125864259028199,0.6678202493400756,0.5688157446243471,2023
FTRE,Fortrea Holdings Inc.,2023-06-16,2023-08-01,2024-08-01,252,Nasdaq,30.81,58235438.0,True,False,-0.09789560581207235,-0.2079059972944095,-0.30409349644727035,2023
PHIN,PHINIA INC.,2023-06-28,2023-08-10,2024-08-12,252,NYSE,26.72,26409628.0,True,False,0.5451405630717812,0.45760266755558177,0.3324987618715165,2023
RENX,RenX Enterprises Corp.,2023-09-19,2023-10-31,2024-10-31,252,Nasdaq,382.1,19901.0,False,False,-0.852262553269221,-1.19237171191529,-1.2303819079100653,2023
VSTS,Vestis Corp,2023-09-27,2023-11-08,2024-11-08,252,NYSE,16.77,17612739.0,True,False,-0.16355977116881382,-0.5828132550785118,-0.5501329159918104,2023
VLTO,Veralto Corp,2023-10-04,2023-11-15,2024-11-15,252,NYSE,73.0,209162160.0,True,False,0.39172567571190897,0.09772549459313873,0.07151853099490957,2023
NATL,NCR Atleos Corp,2023-10-11,2023-11-22,2024-11-22,252,NYSE,22.83,16551304.0,True,False,0.37748209458077286,0.020345439765792728,0.05102877517750182,2023
NLOP,Net Lease Office Properties,2023-10-27,2023-12-11,2024-12-11,252,NYSE,6.2,1340269.0,True,False,0.6661936805054747,0.38015162960987925,0.3335359687917938,2023
WS,"Worthington Steel, Inc.",2023-11-28,2024-01-11,2025-01-14,252,NYSE,26.37,5671435.0,True,False,0.09044767057981429,-0.05811667839283907,-0.14741908097711165,2023
SOLV,Solventum Corp,2024-03-26,2024-05-08,2025-05-12,252,NYSE,66.43,112091300.0,True,False,0.12378738377763421,0.09202110058413959,-0.01778553212785461,2024
GEV,GE Vernova Inc.,2024-03-27,2024-05-09,2025-05-13,252,NYSE,165.7,655690893.0,True,False,1.6029910457476477,1.577915228886935,1.4604623713871014,2024
INBX,"Inhibrx Biosciences, Inc.",2024-05-29,2024-07-12,2025-07-16,252,Nasdaq,13.29,2387028.0,True,False,0.7761011764337997,0.7272685198734192,0.6475187118370878,2024
GRAL,"GRAIL, Inc.",2024-06-12,2024-07-26,2025-07-30,252,Nasdaq,16.32,25019306.0,True,False,1.0649645434826773,1.0655251495570948,0.8851056661918961,2024
SUNS,"Sunrise Realty Trust, Inc.",2024-07-09,2024-08-20,2025-08-22,252,Nasdaq,9.81,982015.0,False,False,-0.014261901735119986,-0.13098614653266627,-0.18366841114047494,2024
SEG,Seaport Entertainment Group Inc.,2024-07-30,2024-09-11,2025-09-15,252,NYSE,28.42,3639280.0,True,False,-0.1196754708977742,-0.27843436558206747,-0.3265976109927259,2024
AMTM,"Amentum Holdings, Inc.",2024-09-24,2024-11-05,2025-11-07,252,NYSE,30.0,47866804.0,True,False,-0.2544485336559136,-0.3436584764348801,-0.43205791776948665,2024
CURB,Curbline Properties Corp.,2024-09-26,2024-11-07,2025-11-11,252,NYSE,22.92,13678243.0,True,False,-0.008419727205342564,-0.052890578620460094,-0.1690847483963387,2024
ECG,"Everus Construction Group, Inc.",2024-10-28,2024-12-10,2025-12-12,252,NYSE,66.16,30372822.0,True,False,0.32864219357555347,0.24454214009195496,0.1839035181246753,2024
DMNIF,Damon Inc.,2024-11-18,2025-01-02,2026-01-06,252,OTC,115.74,307109.0,False,False,-0.9994998938477334,-1.1705216750839287,-1.196705180212807,2024
TWNPQ,Twin Hospitality Group Inc.,2025-01-28,2025-03-12,2026-03-13,252,OTC,7.09,225298.0,False,False,-0.9904653337066797,-1.2304602640135487,-1.1894334904516355,2025
SNDK,Sandisk Corp,2025-02-13,2025-03-28,2026-03-31,252,Nasdaq,48.97,180314414.0,True,False,11.94904227271889,11.698493350950857,11.765233400862352,2025
RHLD,"Resolute Holdings Management, Inc.",2025-02-24,2025-04-07,2026-04-09,252,NYSE,28.04,2440304.0,True,False,4.776986960811312,4.302283734265826,4.413522807892289,2025
AMRZ,Amrize Ltd,2025-06-23,2025-08-05,2026-08-06,252,NYSE,49.58,116161323.0,True,False,0.028560063905048283,-0.3359307831406737,-0.20888113002541076,2025
RAL,Ralliant Corp,2025-06-25,2025-08-07,2026-08-10,252,NYSE,42.63,63236374.0,True,False,0.6247734135618599,0.24606276860857834,0.38856072798523034,2025
SOLS,Solstice Advanced Materials Inc.,2025-10-20,2025-12-02,2026-09-03,189,Nasdaq,46.5,149100094.0,True,True,0.31711804431052104,0.10403171993865912,0.17325699361000413,2025
Q,"Qnity Electronics, Inc.",2025-10-27,2025-12-09,2026-09-03,184,NYSE,84.94,204425934.0,True,True,0.392052163056956,0.20898044091188406,0.2507198642253159,2025
VSNT,"Versant Media Group, Inc.",2025-12-15,2026-01-29,2026-09-03,150,Nasdaq,32.18,141940840.0,True,True,0.27063335011617506,0.14515075260345411,0.15069961012238497,2025
RNA,"Atrium Therapeutics, Inc.",2026-02-27,2026-04-13,2026-09-03,100,Nasdaq,13.3,4815417.0,True,True,0.09564685142599716,-0.020631972100300766,-0.034162000060917075,2026
SUNB,"Sunbelt Rentals Holdings, Inc.",2026-03-02,2026-04-14,2026-09-03,99,NYSE,68.07,176995652.0,True,True,-0.032574035003013924,-0.1336902958555508,-0.1487821295581131,2026
VGNT,Versigent PLC,2026-03-27,2026-05-11,2026-09-03,80,NYSE,43.72,60536829.0,True,True,0.10531547757512971,0.0682984779299487,0.05680763183652515,2026
TRAX,"First Tracks Biotherapeutics, Inc.",2026-04-06,2026-05-18,2026-09-03,75,Nasdaq,17.79,9773675.0,True,True,1.3844505351253473,1.3122616665808098,1.3350200619131933,2026
OCTV,Octave Intelligence plc,2026-05-21,2026-07-07,2026-09-03,42,Nasdaq,17.4,23569886.0,True,True,0.14600417991358916,0.1493803911293634,0.11195354530926305,2026
FDXF,"FedEx Freight Holding Company, Inc.",2026-05-27,2026-07-10,2026-09-03,39,NYSE,149.53,287599871.0,True,True,-0.15110450624474892,-0.14840171223143728,-0.17523855485724016,2026
HONA,Honeywell Aerospace Inc.,2026-06-15,2026-07-29,2026-09-03,26,Nasdaq,205.19,637307952.0,True,True,-0.24629863357982273,-0.26923934120708815,-0.3062196710596028,2026
