panel,direction,e,x,turn,names,Sharpe,m_e,m_x,m_turn,m_names,m_Sharpe,dS,dOOS,dturn
B136,EXIT->entry,0,5,9.519717108439082,19.700382969137195,0.97958345776935,12,0,10.151076475990829,11.579409776976796,0.9872170778115554,-0.007633620042205469,0.0602280846498815,-0.631359367551747
B136,EXIT->entry,0,10,7.611805265051858,19.700382969137195,0.9763463480939836,12,0,10.151076475990829,11.579409776976796,0.9872170778115554,-0.010870729717571859,0.025919631716278424,-2.5392712109389706
B136,EXIT->entry,0,20,6.201259355559795,19.700382969137195,1.0085763379054384,12,0,10.151076475990829,11.579409776976796,0.9872170778115554,0.021359260093883004,0.08256670085432516,-3.9498171204310335
B136,EXIT->entry,0,40,5.088078393812929,19.700382969137195,0.97690615828529,12,0,10.151076475990829,11.579409776976796,0.9872170778115554,-0.010310919526265394,0.06079966153162031,-5.0629980821778995
B136,EXIT->entry,0,80,4.178659753138932,19.700382969137195,1.038346376616892,12,0,10.151076475990829,11.579409776976796,0.9872170778115554,0.051129298805336676,0.09329466434074174,-5.9724167228518965
SMALL439,ENTRY->exit,2,0,19.48687363370126,18.70971021860701,0.4571303387950909,0,5,15.5905650041502,19.868835790543976,0.4910362604648878,-0.03390592166979689,-0.05050698310858581,3.8963086295510614
SMALL439,ENTRY->exit,4,0,18.610535299075337,17.45271987798678,0.4724381735384673,0,5,15.5905650041502,19.868835790543976,0.4910362604648878,-0.01859808692642051,-0.036849767424483704,3.0199702949251375
SMALL439,ENTRY->exit,6,0,17.86384068702732,16.10574478901881,0.5424542892078363,0,5,15.5905650041502,19.868835790543976,0.4910362604648878,0.05141802874294854,0.0024145082824577058,2.27327568287712
SMALL439,ENTRY->exit,8,0,17.163926245997253,14.696492119979665,0.6041478162243659,0,5,15.5905650041502,19.868835790543976,0.4910362604648878,0.11311155575947807,0.1005786527684931,1.5733612418470528
SMALL439,ENTRY->exit,12,0,16.791609217458014,11.324097610574478,0.5302001418404875,0,5,15.5905650041502,19.868835790543976,0.4910362604648878,0.039163881375599674,0.07602939412921372,1.2010442133078136
SMALL439,ENTRY->exit,16,0,17.547164184929084,7.312913065582105,0.4549702551180504,0,5,15.5905650041502,19.868835790543976,0.4910362604648878,-0.036066005346837404,-0.0144768584128524,1.956599180778884
SMALL439,EXIT->entry,0,5,15.5905650041502,19.868835790543976,0.4910362604648878,12,0,16.791609217458014,11.324097610574478,0.5302001418404875,-0.039163881375599674,-0.07602939412921372,-1.2010442133078136
SMALL439,EXIT->entry,0,10,13.698730207155045,19.868835790543976,0.4907286577486934,12,0,16.791609217458014,11.324097610574478,0.5302001418404875,-0.03947148409179407,-0.07769536939900201,-3.092879010302969
SMALL439,EXIT->entry,0,20,11.959193552976108,19.868835790543976,0.5049605767603478,12,0,16.791609217458014,11.324097610574478,0.5302001418404875,-0.025239565080139692,-0.1318669478043199,-4.832415664481905
SMALL439,EXIT->entry,0,40,10.212757022254529,19.868835790543976,0.5619628348407484,12,0,16.791609217458014,11.324097610574478,0.5302001418404875,0.03176269300026091,-0.0613528577054816,-6.578852195203485
SMALL439,EXIT->entry,0,80,8.787470256517489,19.868835790543976,0.5786017660930571,12,0,16.791609217458014,11.324097610574478,0.5302001418404875,0.048401624252569664,-0.06767990172625138,-8.004138960940525
