universe,grid,book,cost_bps,2009|2010|2011|2012|2013|2014|2015|2016,2009|2010|2011|2012|2013|2014|2015,2009|2010|2011|2012|2013|2014|2016,2009|2010|2011|2012|2013|2015|2016,2009|2010|2011|2012|2014|2015|2016,2009|2010|2011|2013|2014|2015|2016,2009|2010|2012|2013|2014|2015|2016,2009|2011|2012|2013|2014|2015|2016,2010|2011|2012|2013|2014|2015|2016,2009|2010|2011|2012|2013|2014,2009|2010|2011|2012|2013|2015,2009|2010|2011|2012|2013|2016,2009|2010|2011|2012|2014|2015,2009|2010|2011|2012|2014|2016,2009|2010|2011|2012|2015|2016,2009|2010|2011|2013|2014|2015,2009|2010|2011|2013|2014|2016,2009|2010|2011|2013|2015|2016,2009|2010|2011|2014|2015|2016,2009|2010|2012|2013|2014|2015,2009|2010|2012|2013|2014|2016,2009|2010|2012|2013|2015|2016,2009|2010|2012|2014|2015|2016,2009|2010|2013|2014|2015|2016,2009|2011|2012|2013|2014|2015,2009|2011|2012|2013|2014|2016,2009|2011|2012|2013|2015|2016,2009|2011|2012|2014|2015|2016,2009|2011|2013|2014|2015|2016,2009|2012|2013|2014|2015|2016,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013|2014|2016,2010|2011|2012|2013|2015|2016,2010|2011|2012|2014|2015|2016,2010|2011|2013|2014|2015|2016,2010|2012|2013|2014|2015|2016,2011|2012|2013|2014|2015|2016,2009|2010|2011|2012|2013,2010|2011|2012|2013|2014,2011|2012|2013|2014|2015,2012|2013|2014|2015|2016,2009|2010|2011|2012,2010|2011|2012|2013,2011|2012|2013|2014,2012|2013|2014|2015,2013|2014|2015|2016
u56,breadth,ewall,10,0.5,0.25,0.75,0.5,0.25,0.5,0.75,0.5,0.0,0.75,0.25,0.75,0.25,0.75,0.25,0.25,0.75,0.5,0.25,0.5,1.0,0.75,0.5,0.75,0.5,1.0,0.5,0.5,0.5,0.75,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.75,0.0,0.0,0.5,0.5,0.0,0.25,0.25,0.5
u56,breadth,ewall,25,0.5,0.25,0.75,0.5,0.25,0.5,0.5,0.5,0.25,0.5,0.25,0.75,0.25,0.5,0.25,0.25,0.75,0.5,0.25,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.75,0.0,0.25,0.25,0.0,0.25,0.25,0.25,0.5,0.0,0.0,0.5,0.5,0.0,0.25,0.25,0.5
u56,stop,top20,10,0.25,0.25,0.15,0.25,0.25,0.25,none,0.25,0.25,0.15,0.25,0.25,0.25,0.15,0.25,0.25,0.25,0.25,0.25,none,0.15,none,none,none,0.15,0.15,0.25,0.25,0.25,none,0.15,0.15,0.25,0.25,0.25,none,0.15,0.25,0.15,0.15,0.15,0.25,0.15,0.15,0.15,none
u56,stop,top20,25,0.25,0.25,0.25,0.25,0.25,0.25,none,0.25,0.25,0.15,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,none,none,none,none,none,0.25,0.15,0.25,0.25,0.25,none,0.25,0.15,0.25,0.25,0.25,none,0.15,0.25,0.15,0.15,0.15,0.25,0.25,0.15,0.15,none
u56,stop,ewall,10,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0.15,none,0.25,none,none,none,none,0.15,none,none,0.15,0.15,0.15,none,none
u56,stop,ewall,25,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0.15,none,0.25,none,none,none,none,0.15,none,none,none,0.15,0.15,none,none
u56,crypto,top20,10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.05,0.1,0.1,0.1,0.05,0.1,0.1,0.1,0.1,0.05,0.1,0.1,0.1,0.1,0.1,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.05,0.1,0.1,0.0,0.0,0.05,0.1
u56,crypto,top20,25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.05,0.1
u56,crypto,ewall,10,0.1,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.05,0.1,0.1,0.1,0.05,0.1,0.1,0.1,0.1,0.05,0.1,0.1,0.1,0.1,0.1,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.05,0.1,0.1,0.0,0.0,0.05,0.1
u56,crypto,ewall,25,0.1,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.05,0.1,0.1,0.1,0.05,0.1,0.1,0.1,0.1,0.05,0.1,0.1,0.1,0.1,0.1,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.05,0.1
u56,gross,top20,10,0.75,1.25,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.25,0.5,0.5,1.0,0.5,0.5,0.5,1.25,0.75,0.5,1.0,0.75,1.25,0.5,0.5,0.5,0.5,1.0,1.25,0.75,0.5,1.0,0.75,1.25,1.0,0.5,1.25,1.25,1.25,0.5,0.75,1.25,1.25,1.25
u56,gross,top20,25,1.0,1.25,0.75,0.75,1.0,0.75,1.0,1.0,1.0,1.0,0.75,0.5,1.25,0.75,0.5,1.0,0.75,0.5,0.75,1.25,1.0,0.75,1.0,1.0,1.25,0.75,0.5,0.75,0.75,1.0,1.25,1.0,0.75,1.0,1.0,1.25,1.0,0.75,1.25,1.25,1.25,0.75,1.0,1.25,1.25,1.25
u56,gross,ewall,10,1.25,1.25,0.5,0.5,1.0,0.5,1.25,1.25,1.25,1.25,1.25,0.5,1.25,0.5,0.5,1.25,0.5,0.5,0.5,1.25,0.75,0.5,1.25,0.75,1.25,0.5,0.5,1.25,0.5,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,0.75,1.25,1.25,1.25,0.5,1.25,1.25,1.25,1.25
u56,gross,ewall,25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
broad,sleeve,top20,10,0.5,0.5,0.5,0.5,0.75,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.5,0.5,0.5,0.5,0.75,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0.5,0.75,0.5,0.0,0.5,0.5,0.5,0.75,0.75,0.25,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.25
broad,sleeve,top20,25,0.5,0.25,0.5,0.25,0.5,0.5,0.0,0.25,0.5,0.5,0.25,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.75,0.0,0.0,0.0,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0.0,0.5,0.5,0.5,0.75,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0
broad,sleeve,ewall,10,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.75,0.5,0.25,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.25,0.25
broad,sleeve,ewall,25,0.5,0.25,0.5,0.25,0.5,0.5,0.25,0.25,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.0,0.25,0.0,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0.0,0.5,0.5,0.5,0.75,0.5,0.25,0.5,0.25,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0
broad,band,top20,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.0,0.03,0.03,0.0,0.0,0.03,0.03,0.0,0.05
broad,band,top20,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.0,0.03,0.03,0.0,0.0,0.03,0.03,0.0,0.05
broad,band,ewall,10,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.05,0.08,0.08,0.08
broad,band,ewall,25,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
broad,breadth,top20,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
broad,breadth,top20,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
broad,breadth,ewall,10,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.25,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
broad,breadth,ewall,25,0.25,0.25,0.25,0.25,0.0,0.25,0.25,0.25,0.0,0.5,0.25,0.25,0.25,0.25,0.0,0.25,0.25,0.25,0.0,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
broad,stop,top20,10,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0.2,none,none,none,none,none,none,none,0.2,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
broad,stop,top20,25,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0.2,none,none,none,none,none,none,none,0.2,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
broad,stop,ewall,10,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0.1,0.1,none,none,none,0.1,none,none,none,0.1,none,0.1,0.1,none,none
broad,stop,ewall,25,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
broad,gross,top20,10,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
broad,gross,top20,25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
broad,gross,ewall,10,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
broad,gross,ewall,25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
