panel,book,gate,cost,adm_star,between_dials,sign_at_tightest,sign_at_loosest,rng_dSharpe
broad,EWall,v1gate,25.0,,-,-1.0,-1.0,0.04906470763853121
broad,EWall,vol60,10.0,0.9499106214924798,0.6->0.8,-1.0,1.0,0.0718913603609228
broad,EWall,vol60,25.0,0.9525525308733165,0.6->0.8,-1.0,1.0,0.0868601917035925
broad,TOP20,abs12,10.0,,-,1.0,1.0,0.02722934343097072
broad,TOP20,abs12,25.0,,-,1.0,1.0,0.025963207292885482
broad,TOP20,band3,10.0,,-,1.0,1.0,0.008353195366926247
broad,TOP20,band3,25.0,,-,1.0,1.0,0.0084421398355784
broad,TOP20,g200,10.0,0.6934588893618342,200.0->300.0,1.0,1.0,0.02444711661174903
broad,TOP20,g200,25.0,0.6334093458393946,50.0->100.0,-1.0,1.0,0.008068212729769764
broad,TOP20,v1gate,10.0,0.6653379319275965,0.5->0.6,-1.0,1.0,0.05509224369096355
broad,TOP20,v1gate,25.0,0.6646496987968821,0.5->0.6,-1.0,1.0,0.05201943486557925
broad,TOP20,vol60,10.0,0.9227071561846096,0.5->0.6,-1.0,1.0,0.04145543512624594
broad,TOP20,vol60,25.0,0.9209551991154925,0.5->0.6,-1.0,1.0,0.038187929678160426
broad,V1u,abs12,10.0,0.6507837193254962,63.0->126.0,-1.0,1.0,0.020870614363091677
broad,V1u,abs12,25.0,0.6475000770152054,63.0->126.0,-1.0,1.0,0.01963823766600306
broad,V1u,band3,10.0,0.6831651061843527,8.0->0.0,-1.0,-1.0,0.06524339052520223
broad,V1u,band3,25.0,0.6830720760186666,8.0->0.0,-1.0,1.0,0.06865327333139079
broad,V1u,g200,10.0,0.7045670886017643,200.0->300.0,1.0,1.0,0.061093561685019004
broad,V1u,g200,25.0,0.7049815978793387,200.0->300.0,1.0,1.0,0.05766002906386947
broad,V1u,v1gate,10.0,,-,1.0,1.0,0.008068901071263013
broad,V1u,v1gate,25.0,,-,1.0,1.0,0.008243225188013958
broad,V1u,vol60,10.0,,-,-1.0,0.0,0.0001888710769281099
broad,V1u,vol60,25.0,,-,-1.0,0.0,0.000330915568274609
small,EWall,abs12,10.0,0.4052060009971311,252.0->63.0,1.0,-1.0,0.12947257988744987
small,EWall,abs12,25.0,0.40086019572560416,378.0->126.0,1.0,-1.0,0.15562698711746514
small,EWall,band3,10.0,,-,-1.0,-1.0,0.032984293276420606
small,EWall,band3,25.0,,-,-1.0,-1.0,0.04531069549217415
small,EWall,g200,10.0,0.38749784503536255,300.0->200.0,1.0,-1.0,0.06850779605711188
small,EWall,g200,25.0,,-,-1.0,-1.0,0.10836891398042162
small,EWall,v1gate,10.0,0.3230910515222584,0.6->0.8,1.0,-1.0,0.13561609572333794
small,EWall,v1gate,25.0,0.2661793160302645,0.4->0.5,1.0,-1.0,0.10039034840165195
small,EWall,vol60,10.0,,-,1.0,1.0,0.07086077238957439
small,EWall,vol60,25.0,0.5018034276239272,0.4->0.5,1.0,1.0,0.054630870109768914
small,TOP20,abs12,10.0,0.4038086356657085,378.0->126.0,-1.0,-1.0,0.061616223803241055
small,TOP20,abs12,25.0,0.4037978945803924,378.0->126.0,-1.0,-1.0,0.06331622887775523
small,TOP20,band3,10.0,0.39653705698693253,5.0->8.0,-1.0,1.0,0.009975203745752226
small,TOP20,band3,25.0,0.39628997671237876,5.0->8.0,-1.0,1.0,0.009845874916743935
small,TOP20,g200,10.0,,-,-1.0,-1.0,0.058838117594680384
small,TOP20,g200,25.0,,-,-1.0,-1.0,0.06811948168913518
small,TOP20,v1gate,10.0,0.35936146232908134,0.6->0.8,1.0,-1.0,0.14725092348763003
small,TOP20,v1gate,25.0,0.22783574021536193,0.4->0.5,-1.0,-1.0,0.13623512248938943
small,TOP20,vol60,10.0,0.6861814805417491,0.6->0.8,1.0,-1.0,0.08033053329362128
small,TOP20,vol60,25.0,0.6872863221119038,0.6->0.8,1.0,-1.0,0.05767543674238271
small,V1u,abs12,10.0,0.38986834770279316,504.0->378.0,-1.0,-1.0,0.15447173688392413
small,V1u,abs12,25.0,0.3896016497844699,504.0->378.0,-1.0,-1.0,0.14830773535216335
small,V1u,band3,10.0,0.3921364884958001,3.0->2.0,-1.0,1.0,0.12623387774147377
small,V1u,band3,25.0,0.39200759591813844,3.0->2.0,-1.0,1.0,0.12075562130985706
small,V1u,g200,10.0,,-,1.0,1.0,0.06312443154311814
small,V1u,g200,25.0,,-,1.0,1.0,0.07014968414078007
small,V1u,v1gate,10.0,,-,1.0,1.0,0.056438969875678646
small,V1u,v1gate,25.0,,-,1.0,1.0,0.051137246108209605
small,V1u,vol60,10.0,0.5621020593677698,0.5->0.6,1.0,1.0,0.047726628682128514
small,V1u,vol60,25.0,0.5637370074970298,0.5->0.6,1.0,1.0,0.04718205144492657
