panel,base,series,q,pick,pick_rate,pick_ratio,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,p4a,p4b,fail4b
B136,EWALL0.75,BREADTH,0.4,QROLL504,0.39156339370829363,0.9789084842707341,0.07947828654593447,1.0242813079123803,-0.13434527548519926,False,False,CAGR
B136,EWALL0.75,DDSPD,0.6,QEXP,0.3776824034334764,0.944206008583691,0.07841558390052561,1.0345610715474243,-0.1259563326109726,False,False,CAGR
B136,EWALL0.75,DDSPD,0.7,QROLL252,0.3074316693020104,1.0247722310067011,0.08126546291269099,1.0279210392311895,-0.13793038981698402,False,False,CAGR
B136,EWALL0.75,DDSPD,0.8,QROLL2016,0.19263987983477282,0.9631993991738643,0.08673186825064705,1.0367981341660324,-0.1438765032548377,False,False,CAGR
B136,EWALL0.75,DDSPD,0.9,QEXP,0.06934718771176869,0.6934718771176871,0.0913419274284526,0.9877822022188437,-0.1778428987864531,False,False,CAGR
B136,EWALL0.75,DISP,0.6,QROLL2016,0.5431681681681682,1.3579204204204203,0.07195036470866789,1.0010014418268474,-0.13751451778961632,False,False,"H2,CAGR"
B136,EWALL0.75,DISP,0.7,QEXP,0.25564588979223124,0.8521529659741041,0.08290855573247846,0.9952888769549809,-0.12910887997928333,False,False,CAGR
B136,EWALL0.75,DISP,0.8,QROLL2016,0.3119369369369369,1.559684684684685,0.08449562009334377,0.9923347025579858,-0.1401169813212566,False,False,CAGR
B136,EWALL0.75,DISP,0.9,QEXP,0.062104787714543815,0.6210478771454383,0.10511989937286348,1.0951441839516132,-0.1796583476154705,False,False,CAGR
B136,EWALL0.75,RVOL,0.6,QEXP,0.24254742547425473,0.6063685636856367,0.08445614116889666,1.050483055202578,-0.1311263191745239,False,False,CAGR
B136,EWALL0.75,RVOL,0.7,QEXP,0.18066847335140018,0.6022282445046672,0.08839206398137267,1.0338792392417566,-0.13313669127076,False,False,CAGR
B136,EWALL0.75,RVOL,0.8,QEXP,0.09552845528455285,0.47764227642276436,0.09378410684947425,1.043354253552236,-0.1422136547887517,False,False,CAGR
B136,EWALL0.75,RVOL,0.9,QROLL1008,0.08850762527233115,0.8850762527233117,0.09600080482383144,1.0224244294381466,-0.17044146778697533,False,False,CAGR
SMALL439,CAND20,BREADTH,0.07,QEXP,0.0002541942043721403,0.0036313457767448614,0.08636188725906946,0.4669556342065387,-0.4296201708455719,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,CAND20,BREADTH,0.1,QEXP,0.010167768174885612,0.10167768174885611,0.08820466197344934,0.4798886679842027,-0.3728348168644393,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,CAND20,BREADTH,0.12,QEXP,0.019827147941026944,0.1652262328418912,0.08226767123566403,0.4577705307517833,-0.3785187165485633,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,CAND20,BREADTH,0.17,QROLL1008,0.14684656416692815,0.8638033186289891,0.08153811400943423,0.46888518180440814,-0.35527458417259417,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,CAND20,BREADTH,0.2,QROLL504,0.1915470062313736,0.957735031156868,0.0792373779942237,0.46558992404777577,-0.3584580314101846,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,CAND20,BREADTH,0.3,QROLL252,0.32003050330452465,1.0667683443484155,0.059126567603808855,0.3892529337894748,-0.35604739393715135,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,CAND20,BREADTH,0.4,QROLL252,0.3909506863243518,0.9773767158108795,0.05823394459067499,0.3908351273023859,-0.3449106791086003,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,CAND20,DDSPD,0.6,QROLL504,0.41553133514986373,1.0388283378746592,0.04800151829878696,0.3462692670551615,-0.36821974851730854,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,CAND20,DDSPD,0.7,QROLL1008,0.3149084017687934,1.0496946725626446,0.04505088140227853,0.32131924286322844,-0.4016220916092549,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,CAND20,DDSPD,0.8,QROLL1008,0.20972836386607707,1.0486418193303857,0.06519478939423573,0.4070955683310268,-0.39420706247917736,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,CAND20,DDSPD,0.9,QROLL252,0.11193268740438551,1.1193268740438553,0.09364523844208494,0.5193459979590939,-0.3656461878627224,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,CAND20,DISP,0.6,QROLL2016,0.6419638721630384,1.604909680407596,0.09467698846176686,0.6137688272924584,-0.22176972890566093,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,CAND20,DISP,0.7,QROLL2016,0.5294117647058824,1.764705882352941,0.09152591344739336,0.5687695242956907,-0.23723913164061494,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,CAND20,DISP,0.8,QROLL252,0.23171042569462147,1.1585521284731075,0.09062875395675674,0.5128939473731453,-0.3666721269568035,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,CAND20,DISP,0.9,QROLL2016,0.2329782306623437,2.3297823066234375,0.0632977721009409,0.39533350906042936,-0.4120834744131301,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,CAND20,RVOL,0.6,QROLL2016,0.5933302454840204,1.4833256137100508,0.05845171726917542,0.41715914819181954,-0.3237335975294504,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,CAND20,RVOL,0.7,QROLL2016,0.4543770264011116,1.514590088003705,0.050794702976840744,0.35697477240689424,-0.3039002104752434,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,CAND20,RVOL,0.8,QEXP,0.23425949528422127,1.1712974764211066,0.04923332927165447,0.33940263239398755,-0.3659634935348475,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,CAND20,RVOL,0.9,QROLL2016,0.1838814265863826,1.8388142658638265,0.05873734776993156,0.3734403259408612,-0.41002217020338383,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,EWALL0.75,BREADTH,0.07,QROLL504,0.08588458412354376,1.2269226303363392,0.04684216055042856,0.42681875567869054,-0.2867804094008146,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,EWALL0.75,BREADTH,0.1,QEXP,0.010167768174885612,0.10167768174885611,0.03362729187568325,0.3131481892028059,-0.3504562182990584,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,EWALL0.75,BREADTH,0.12,QROLL1008,0.10542830247882021,0.8785691873235018,0.03028855876534986,0.2998207222280632,-0.29733635280989346,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,EWALL0.75,BREADTH,0.17,QROLL1008,0.14684656416692815,0.8638033186289891,0.033591615123443885,0.329550965677786,-0.3036806822854653,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,EWALL0.75,BREADTH,0.2,QROLL1008,0.1681832444304989,0.8409162221524944,0.03441591154541812,0.33777100555479245,-0.305111811997821,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,EWALL0.75,BREADTH,0.3,QROLL252,0.32003050330452465,1.0667683443484155,0.02227523567485723,0.25125681577747105,-0.3016890480715744,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,EWALL0.75,BREADTH,0.4,QROLL252,0.3909506863243518,0.9773767158108795,0.022979553726394153,0.26133184720027275,-0.27992764981453877,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,EWALL0.75,DDSPD,0.6,QROLL504,0.41553133514986373,1.0388283378746592,0.017482327355956784,0.2154251349526888,-0.25528944101242634,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,EWALL0.75,DDSPD,0.7,QROLL1008,0.3149084017687934,1.0496946725626446,0.012913699865183093,0.16959398184350197,-0.26892826133445935,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,EWALL0.75,DDSPD,0.8,QROLL1008,0.20972836386607707,1.0486418193303857,0.026539735804202325,0.2795130311053463,-0.27514280777654,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,EWALL0.75,DDSPD,0.9,QROLL252,0.11193268740438551,1.1193268740438553,0.03890329365313261,0.36866343447919847,-0.29327940210116266,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,EWALL0.75,DISP,0.6,QROLL2016,0.6419638721630384,1.604909680407596,0.02719178789207133,0.32627142177926666,-0.21315821912685629,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,EWALL0.75,DISP,0.7,QROLL2016,0.5294117647058824,1.764705882352941,0.024124782195785066,0.2808270707377756,-0.21951321660884882,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,EWALL0.75,DISP,0.8,QEXP,0.38669385674228907,1.9334692837114458,0.019897270431373792,0.24098419914217706,-0.21259169135881206,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,EWALL0.75,DISP,0.9,QROLL2016,0.2329782306623437,2.3297823066234375,0.02123250253023512,0.23328276692801078,-0.2885723200449949,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,EWALL0.75,RVOL,0.6,QROLL2016,0.5933302454840204,1.4833256137100508,0.016273548375487445,0.2153895934714283,-0.26398842825357094,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,EWALL0.75,RVOL,0.7,QROLL2016,0.4543770264011116,1.514590088003705,0.008657581052535113,0.13425565510928028,-0.29619708380440735,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,EWALL0.75,RVOL,0.8,QEXP,0.23425949528422127,1.1712974764211066,0.008177832073856584,0.1286360190381103,-0.3079355037652751,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,EWALL0.75,RVOL,0.9,QROLL2016,0.1838814265863826,1.8388142658638265,0.010884346057809635,0.14988132323874506,-0.32383124186038825,False,False,"H1,H2,OOS,DD,CAGR"
U56,CAND20,BREADTH,0.07,QROLL1008,0.07150595882990249,1.0215136975700354,0.1933093445294627,1.1671878596177898,-0.2470165037835691,False,False,DD
U56,CAND20,BREADTH,0.1,QROLL1008,0.09886240520043336,0.9886240520043336,0.1923341240475922,1.1694774045201939,-0.2470165037835692,False,False,DD
U56,CAND20,BREADTH,0.12,QROLL504,0.14966634890371783,1.2472195741976486,0.18922635535788812,1.185611225040298,-0.23978875173316128,False,False,DD
U56,CAND20,BREADTH,0.17,QROLL1008,0.1470747562296858,0.8651456248805046,0.19928200860787237,1.2548808225198707,-0.18780473157124766,False,True,-
U56,CAND20,BREADTH,0.2,QROLL1008,0.16413867822318526,0.8206933911159262,0.1882097351356231,1.1997680246400477,-0.18780473157124766,False,True,-
U56,CAND20,BREADTH,0.3,QROLL504,0.2721639656816015,0.9072132189386717,0.1718983459883432,1.1716613869148,-0.18780473157124777,False,True,-
U56,CAND20,BREADTH,0.4,QROLL252,0.347600810993467,0.8690020274836675,0.16665279005393097,1.1940311346772463,-0.18780473157124788,False,True,-
U56,CAND20,DDSPD,0.6,QROLL2016,0.38603079233946674,0.9650769808486668,0.15163528574351348,1.16799166282767,-0.15484076508126376,False,True,-
U56,CAND20,DDSPD,0.7,QROLL1008,0.29038409152819394,0.9679469717606464,0.16801432238660685,1.2252574622986567,-0.1554368895386149,False,True,-
U56,CAND20,DDSPD,0.8,QROLL252,0.20871922295007905,1.0435961147503956,0.16044231553075972,1.1019735860579938,-0.19383270870748515,False,True,-
U56,CAND20,DDSPD,0.9,QROLL2016,0.10176492677431469,1.017649267743147,0.17307997460368818,1.1172944111157583,-0.18780473157124777,False,True,-
U56,CAND20,DISP,0.6,QEXP,0.34101174345076785,0.8525293586269196,0.1439242708285291,1.0992773836005074,-0.17443769825573519,False,True,-
U56,CAND20,DISP,0.7,QEXP,0.24141824751580848,0.8047274917193615,0.16251778922800075,1.162411767193095,-0.18128319573568874,False,True,-
U56,CAND20,DISP,0.8,QROLL1008,0.21241830065359477,1.062091503267974,0.1793503709811648,1.1992076883429486,-0.17477177957877832,False,True,-
U56,CAND20,DISP,0.9,QEXP,0.06910569105691057,0.6910569105691059,0.17718259829604466,1.0865066125650231,-0.2397887517331614,False,False,DD
U56,CAND20,RVOL,0.6,QEXP,0.27439024390243905,0.6859756097560976,0.16141422993408683,1.1641302535011053,-0.18780473157124777,False,True,-
U56,CAND20,RVOL,0.7,QEXP,0.20957542908762422,0.698584763625414,0.17018473120009392,1.1622777815688135,-0.18780473157124788,False,True,-
U56,CAND20,RVOL,0.8,QROLL504,0.18510536398467434,0.9255268199233719,0.17685998655612556,1.1660850649776169,-0.18780473157124755,False,True,-
U56,CAND20,RVOL,0.9,QROLL504,0.10751915708812261,1.0751915708812263,0.19652365461564525,1.2329080650083521,-0.18780473157124788,False,True,-
U56,EWALL0.75,BREADTH,0.07,QROLL1008,0.07150595882990249,1.0215136975700354,0.11324984720156817,1.1712687750409974,-0.1643408587628966,False,False,CAGR
U56,EWALL0.75,BREADTH,0.1,QROLL1008,0.09886240520043336,0.9886240520043336,0.11266860674499157,1.1784987603072514,-0.1643408587628965,False,False,CAGR
U56,EWALL0.75,BREADTH,0.12,QROLL504,0.14966634890371783,1.2472195741976486,0.11020848462004218,1.2013656110666582,-0.15874703883931962,False,False,CAGR
U56,EWALL0.75,BREADTH,0.17,QROLL1008,0.1470747562296858,0.8651456248805046,0.11698298736083901,1.2987144895872018,-0.11893274777549367,False,False,CAGR
U56,EWALL0.75,BREADTH,0.2,QROLL1008,0.16413867822318526,0.8206933911159262,0.11058128803949607,1.2415258841199162,-0.11893274777549367,False,False,CAGR
U56,EWALL0.75,BREADTH,0.3,QROLL504,0.2721639656816015,0.9072132189386717,0.10130602672662592,1.2216334487202916,-0.11893274777549367,False,False,CAGR
U56,EWALL0.75,BREADTH,0.4,QROLL252,0.347600810993467,0.8690020274836675,0.09654721360517793,1.2315879942578185,-0.11893274777549356,False,False,CAGR
U56,EWALL0.75,DDSPD,0.6,QROLL2016,0.38603079233946674,0.9650769808486668,0.08704095902173514,1.1585012686940335,-0.10680986626363653,False,False,CAGR
U56,EWALL0.75,DDSPD,0.7,QROLL1008,0.29038409152819394,0.9679469717606464,0.0972485424678895,1.2337844672955203,-0.11555413176953022,False,False,CAGR
U56,EWALL0.75,DDSPD,0.8,QROLL2016,0.19376642883965453,0.9688321441982729,0.09495212808643272,1.1428657784849678,-0.12670914486995533,False,False,CAGR
U56,EWALL0.75,DDSPD,0.9,QROLL2016,0.10176492677431469,1.017649267743147,0.10187701116822856,1.130669299786007,-0.13565505278705492,False,False,CAGR
U56,EWALL0.75,DISP,0.6,QEXP,0.34101174345076785,0.8525293586269196,0.08192067940925574,1.0525721463630544,-0.13088695297871034,False,False,CAGR
U56,EWALL0.75,DISP,0.7,QEXP,0.24141824751580848,0.8047274917193615,0.09241869310440731,1.1224320193462471,-0.13879582784509126,False,False,CAGR
U56,EWALL0.75,DISP,0.8,QROLL1008,0.21241830065359477,1.062091503267974,0.1042380310359794,1.1922691386382123,-0.12843817987630157,False,False,CAGR
U56,EWALL0.75,DISP,0.9,QROLL504,0.10727969348659004,1.0727969348659006,0.10818464246876847,1.1459205428727588,-0.1570859106710406,False,False,CAGR
U56,EWALL0.75,RVOL,0.6,QEXP,0.27439024390243905,0.6859756097560976,0.09188068330978472,1.1866610309771466,-0.11893274777549379,False,False,CAGR
U56,EWALL0.75,RVOL,0.7,QEXP,0.20957542908762422,0.698584763625414,0.09601336189627152,1.1636946978121243,-0.11893274777549423,False,False,CAGR
U56,EWALL0.75,RVOL,0.8,QROLL504,0.18510536398467434,0.9255268199233719,0.10498906908295891,1.2171021593792524,-0.1349130409947661,False,False,CAGR
U56,EWALL0.75,RVOL,0.9,QROLL504,0.10751915708812261,1.0751915708812263,0.11509813390390478,1.2583925403322636,-0.11893274777549401,False,False,CAGR
