panel,band,ladder,sig_lag,IS_argmax,OOS_oracle,SPREAD,LOYO_SD,RATIO,MARGIN,MARGIN_over_SD,RHO_IS_OOS,DD_SPAN_pp,n4b_OOS,n_rungs
B136,c=0.10,VOLTGT,1,0.2,0.2,0.2059981849786532,0.12421574586972559,1.6583902752127657,0.020434976552001105,0.16451196592606548,0.523809523809524,9.898167642623456,2,8
B136,c=0.10,CONSTG,0,1.0,0.3,0.0034116505851877754,0.12361743367183758,0.02759845827445789,0.0004159414411137874,0.003364747420804504,-1.0,13.23482865810619,1,8
SMALL,NOGATE,VOLTGT,0,0.2,0.3,0.20945285528778368,0.25571339840441665,0.8190922204104814,0.009988391415631792,0.039060884091161,0.7142857142857144,15.591650945668578,0,8
SMALL,NOGATE,VOLTGT,1,0.2,0.3,0.20694299834202556,0.25589748414763613,0.8086949312195386,0.005521181137434716,0.021575753883728514,0.7619047619047621,16.399563045189257,0,8
SMALL,NOGATE,CONSTG,0,1.0,0.3,0.002053477662631864,0.25939216391029835,0.007916498446506607,0.00023003989205239161,0.0008868421026471054,-1.0,29.096888424919108,0,8
SMALL,c=0.00,VOLTGT,0,0.2,0.3,0.26263151742907365,0.30646872630418426,0.8569602536488498,0.007664839472458773,0.025010184774452545,0.880952380952381,5.543909087502952,0,8
SMALL,c=0.00,VOLTGT,1,0.2,0.3,0.25552643271100106,0.3067447596787003,0.8330262364666055,0.007332030511543519,0.023902708294751156,0.8333333333333335,5.607028746312115,0,8
SMALL,c=0.00,CONSTG,0,1.0,0.3,0.002939820628423462,0.31305679563331457,0.009390694178914718,0.00039552140361553967,0.0012634174026326405,-1.0,12.34041511766284,0,8
SMALL,c=0.03,VOLTGT,0,0.2,0.3,0.26431843744912176,0.2974132927848193,0.8887243571872158,0.0042081901887937034,0.014149300958912954,0.880952380952381,5.871044799433712,0,8
SMALL,c=0.03,VOLTGT,1,0.2,0.3,0.25743162924429785,0.29811996764159354,0.8635168965058654,0.004475851475203463,0.015013591711456347,0.9047619047619048,5.978749113574333,0,8
SMALL,c=0.03,CONSTG,0,1.0,0.3,0.0029322370961022415,0.30353164743714367,0.00966039989852939,0.00039328111487435535,0.0012956840520420437,-1.0,12.668238715273205,0,8
SMALL,c=0.10,VOLTGT,0,0.25,0.3,0.28392541573634666,0.28364220749168323,1.0009984700343715,0.0027508647826360866,0.009698361915043077,0.9047619047619048,7.200950513398197,0,8
SMALL,c=0.10,VOLTGT,1,0.25,0.3,0.2728368631657131,0.28443891704447255,0.9592107367046914,0.0018938442097804487,0.006658175433442332,0.9761904761904763,7.252166574765672,0,8
SMALL,c=0.10,CONSTG,0,1.0,0.3,0.002706606606554973,0.2849472938279942,0.00949862190370122,0.00035884986476630854,0.0012593552300339617,-1.0,13.876056591081731,0,8
