panel,N,block,ladder,stat,n_rungs,obs_argmax,modal_rung,modal_share,p_obs_argmax,cset_size,cset_lo,cset_hi,cset_span_days,obs_spread,obs_gap_top2,se_gap,se_gap_unpaired,pairing_gain,gap_over_se,resolved
U56,5,126,L3,Sharpe,3,63,63,0.5015,0.5015,3,21,126,105,0.0952363512996438,0.023841647697942614,0.1539948554013574,0.25898206670219504,1.681757913452427,0.15482106617006156,False
U56,5,126,L3,CAGR,3,63,63,0.5715,0.5715,2,63,126,63,0.024511333456048723,0.011837539015227216,0.03605124854605356,0.05331460937263611,1.4788561151919475,0.32835309434860177,False
U56,5,126,L5,Sharpe,5,42,42,0.396,0.396,4,42,126,84,0.12937070886624025,0.03413435756659644,0.12859864888376482,0.2538191996946602,1.9737314652821683,0.2654332519266911,False
U56,5,126,L5,CAGR,5,42,42,0.424,0.424,4,42,126,84,0.033884925959353884,0.009373592503305161,0.03158166242483832,0.056072538187182816,1.775477726057984,0.29680491093885625,False
U56,5,126,L7,Sharpe,7,42,42,0.2895,0.2895,5,42,126,84,0.12937070886624025,0.021014176777949922,0.113726235675256,0.24364974648708773,2.1424233822600693,0.18477861905106638,False
U56,5,126,L7,CAGR,7,42,42,0.292,0.292,5,42,126,84,0.033884925959353884,0.0032683929832915126,0.02601230712884612,0.056792051728605936,2.1832762256457787,0.12564794683925046,False
U56,5,126,L10,Sharpe,10,57,57,0.5835,0.5835,4,32,126,94,0.2786114072333611,0.06033063754892498,0.12094228362834371,0.2630223784951221,2.1747760221180483,0.49883825357822215,False
U56,5,126,L10,CAGR,10,57,57,0.458,0.458,3,32,105,73,0.07099966019277115,0.0026145194585582843,0.029971123151316923,0.06258571626426494,2.0882005638655867,0.08723461731341232,False
U56,5,126,L16,Sharpe,16,57,57,0.4075,0.4075,6,37,115,78,0.2786114072333611,0.06033063754892498,0.12094228362834371,0.2630223784951221,2.1747760221180483,0.49883825357822215,False
U56,5,126,L16,CAGR,16,57,105,0.3615,0.3535,6,37,115,78,0.07099966019277115,0.0026145194585582843,0.029971123151316923,0.06258571626426494,2.0882005638655867,0.08723461731341232,False
U56,8,1,L3,Sharpe,3,63,63,0.8155,0.8155,2,63,126,63,0.19934804981519927,0.13378928986693417,0.13741310490313793,0.3415966821969496,2.485910513686013,0.9736283155907278,False
U56,8,1,L3,CAGR,3,63,63,0.8935,0.8935,2,63,126,63,0.04456107941126852,0.0349526902412034,0.026506321837853602,0.06566827183037327,2.4774569716644956,1.3186548648665226,False
U56,8,1,L5,Sharpe,5,63,63,0.7165,0.7165,3,42,126,84,0.19934804981519927,0.11687600704048351,0.10390591895871099,0.34235382994830676,3.2948443493805932,1.124825305543243,False
U56,8,1,L5,CAGR,5,63,63,0.764,0.764,3,42,126,84,0.04456107941126852,0.02568742717896133,0.020504332178899742,0.06706853153408665,3.2709444496370588,1.252780483404152,False
U56,8,1,L7,Sharpe,7,63,63,0.6725,0.6725,4,42,126,84,0.19934804981519927,0.11687600704048351,0.10390591895871099,0.34235382994830676,3.2948443493805932,1.124825305543243,False
U56,8,1,L7,CAGR,7,63,63,0.7145,0.7145,4,42,126,84,0.04456107941126852,0.02568742717896133,0.020504332178899742,0.06706853153408665,3.2709444496370588,1.252780483404152,False
U56,8,1,L10,Sharpe,10,63,63,0.5275,0.5275,6,32,126,94,0.19934804981519927,0.07323129228460523,0.10090238969223561,0.3442729187481009,3.4119401908931453,0.7257637059733615,False
U56,8,1,L10,CAGR,10,63,63,0.478,0.478,5,32,126,94,0.04456107941126852,0.010979481762371623,0.020188365319327904,0.06911958447852404,3.4237335903739785,0.5438519458462595,False
U56,8,1,L16,Sharpe,16,63,63,0.2815,0.2815,8,26,126,100,0.19934804981519927,0.023325969527882684,0.11001082897056413,0.34193806643056956,3.108221887156789,0.21203339476811026,False
U56,8,1,L16,CAGR,16,63,63,0.274,0.274,9,26,115,89,0.04456107941126852,0.006588848550443949,0.02167324466384249,0.067542685388476,3.1164085690020187,0.30400840541592444,False
U56,8,5,L3,Sharpe,3,63,63,0.843,0.843,2,63,126,63,0.19934804981519927,0.13378928986693417,0.12861676196098953,0.3306585340351232,2.5708821229336696,1.040216592511585,False
U56,8,5,L3,CAGR,3,63,63,0.916,0.916,1,63,63,0,0.04456107941126852,0.0349526902412034,0.02357397572144462,0.06189941940052967,2.62575223339275,1.482681184294589,True
U56,8,5,L5,Sharpe,5,63,63,0.7475,0.7475,3,42,126,84,0.19934804981519927,0.11687600704048351,0.10333136573584929,0.32659152675063574,3.1606233443726723,1.1310796698386723,False
U56,8,5,L5,CAGR,5,63,63,0.7925,0.7925,3,42,126,84,0.04456107941126852,0.02568742717896133,0.020148609284930015,0.06243353568467078,3.0986523586701056,1.274898272913259,False
U56,8,5,L7,Sharpe,7,63,63,0.706,0.706,3,42,126,84,0.19934804981519927,0.11687600704048351,0.10333136573584929,0.32659152675063574,3.1606233443726723,1.1310796698386723,False
U56,8,5,L7,CAGR,7,63,63,0.738,0.738,4,42,126,84,0.04456107941126852,0.02568742717896133,0.020148609284930015,0.06243353568467078,3.0986523586701056,1.274898272913259,False
U56,8,5,L10,Sharpe,10,63,63,0.542,0.542,6,32,126,94,0.19934804981519927,0.07323129228460523,0.09474431571212713,0.32315411317335446,3.410802123002628,0.7729359986842117,False
U56,8,5,L10,CAGR,10,63,63,0.48,0.48,5,32,105,73,0.04456107941126852,0.010979481762371623,0.018472867993035404,0.06310506912405338,3.416094845036791,0.5943571819227572,False
U56,8,5,L16,Sharpe,16,63,63,0.2855,0.2855,9,26,126,100,0.19934804981519927,0.023325969527882684,0.10445846888772407,0.3268226776488886,3.1287331810326457,0.22330376633180715,False
U56,8,5,L16,CAGR,16,63,63,0.274,0.274,8,26,105,79,0.04456107941126852,0.006588848550443949,0.020338606485463023,0.06284462664468903,3.089918018208725,0.3239577183005785,False
U56,8,21,L3,Sharpe,3,63,63,0.854,0.854,2,63,126,63,0.19934804981519927,0.13378928986693417,0.12556524299775249,0.3180909183636468,2.53327203268615,1.0654962047843837,False
U56,8,21,L3,CAGR,3,63,63,0.937,0.937,1,63,63,0,0.04456107941126852,0.0349526902412034,0.02139281723923342,0.056235113085131405,2.628691324581545,1.6338516732196362,True
U56,8,21,L5,Sharpe,5,63,63,0.761,0.761,3,42,126,84,0.19934804981519927,0.11687600704048351,0.10682415245656607,0.3193701431493591,2.989681039399893,1.0940972088498848,False
U56,8,21,L5,CAGR,5,63,63,0.818,0.818,3,42,90,48,0.04456107941126852,0.02568742717896133,0.020474808254175754,0.057623314327127854,2.814351842116803,1.2545869470461333,False
U56,8,21,L7,Sharpe,7,63,63,0.714,0.714,3,42,126,84,0.19934804981519927,0.11687600704048351,0.10682415245656607,0.3193701431493591,2.989681039399893,1.0940972088498848,False
U56,8,21,L7,CAGR,7,63,63,0.762,0.762,4,42,90,48,0.04456107941126852,0.02568742717896133,0.020474808254175754,0.057623314327127854,2.814351842116803,1.2545869470461333,False
U56,8,21,L10,Sharpe,10,63,63,0.552,0.552,6,32,126,94,0.19934804981519927,0.07323129228460523,0.10340000684866744,0.31795106839452614,3.074961773067075,0.7082329539086388,False
U56,8,21,L10,CAGR,10,63,63,0.4935,0.4935,5,32,105,73,0.04456107941126852,0.010979481762371623,0.019210328596572946,0.058139867731918225,3.0264900175778444,0.5715405495109711,False
U56,8,21,L16,Sharpe,16,63,63,0.292,0.292,8,26,126,100,0.19934804981519927,0.023325969527882684,0.10171884447337914,0.3214808818591635,3.160484996890604,0.22931807423340644,False
U56,8,21,L16,CAGR,16,63,63,0.2795,0.2795,8,26,115,89,0.04456107941126852,0.006588848550443949,0.01977689639313625,0.058187392043241554,2.942190265174065,0.33315887485412865,False
U56,8,63,L3,Sharpe,3,63,63,0.838,0.838,2,63,126,63,0.19934804981519927,0.13378928986693417,0.12872421598414474,0.2940872164973236,2.284630084937142,1.0393482597199373,False
U56,8,63,L3,CAGR,3,63,63,0.929,0.929,1,63,63,0,0.04456107941126852,0.0349526902412034,0.02134842441788434,0.05046014004231197,2.3636470333632538,1.637249173851082,True
U56,8,63,L5,Sharpe,5,63,63,0.7565,0.7565,3,42,126,84,0.19934804981519927,0.11687600704048351,0.10920442786173791,0.2924479899974442,2.6779865590038914,1.0702497080838012,False
U56,8,63,L5,CAGR,5,63,63,0.8185,0.8185,2,42,63,21,0.04456107941126852,0.02568742717896133,0.021059199169188456,0.05210811791192488,2.4743636969901424,1.2197722701889062,True
U56,8,63,L7,Sharpe,7,63,63,0.722,0.722,3,42,126,84,0.19934804981519927,0.11687600704048351,0.10920442786173791,0.2924479899974442,2.6779865590038914,1.0702497080838012,False
U56,8,63,L7,CAGR,7,63,63,0.7595,0.7595,3,42,76,34,0.04456107941126852,0.02568742717896133,0.021059199169188456,0.05210811791192488,2.4743636969901424,1.2197722701889062,False
U56,8,63,L10,Sharpe,10,63,63,0.564,0.564,5,42,126,84,0.19934804981519927,0.07323129228460523,0.11509238311498068,0.294051807506894,2.554919791808704,0.6362827000588303,False
U56,8,63,L10,CAGR,10,63,63,0.497,0.497,4,57,105,48,0.04456107941126852,0.010979481762371623,0.021051145986402387,0.052722141338261114,2.5044784437063923,0.5215621880853244,False
U56,8,63,L16,Sharpe,16,63,63,0.306,0.306,8,26,126,100,0.19934804981519927,0.023325969527882684,0.09911558515941625,0.29099236407199625,2.9358890794416217,0.23534108677626722,False
U56,8,63,L16,CAGR,16,63,63,0.293,0.293,7,26,105,79,0.04456107941126852,0.006588848550443949,0.01912925681880817,0.05183549643928762,2.7097496222813104,0.34443829223755806,False
U56,8,126,L3,Sharpe,3,63,63,0.853,0.853,2,63,126,63,0.19934804981519927,0.13378928986693417,0.12498715310270832,0.2572953156372435,2.0585740954177174,1.0704243319870859,False
U56,8,126,L3,CAGR,3,63,63,0.9485,0.9485,1,63,63,0,0.04456107941126852,0.0349526902412034,0.020798962783029055,0.04460367693164993,2.1445144835801315,1.6805016002876403,True
U56,8,126,L5,Sharpe,5,63,63,0.773,0.773,3,42,126,84,0.19934804981519927,0.11687600704048351,0.10940041134844354,0.25428359148021684,2.3243385316926832,1.068332427638046,False
U56,8,126,L5,CAGR,5,63,63,0.823,0.823,2,42,63,21,0.04456107941126852,0.02568742717896133,0.021020633052413765,0.04721756157323158,2.2462483149530867,1.2220101609171892,True
U56,8,126,L7,Sharpe,7,63,63,0.725,0.725,3,42,126,84,0.19934804981519927,0.11687600704048351,0.10940041134844354,0.25428359148021684,2.3243385316926832,1.068332427638046,False
U56,8,126,L7,CAGR,7,63,63,0.751,0.751,3,42,76,34,0.04456107941126852,0.02568742717896133,0.021020633052413765,0.04721756157323158,2.2462483149530867,1.2220101609171892,False
U56,8,126,L10,Sharpe,10,63,63,0.559,0.559,5,57,126,69,0.19934804981519927,0.07323129228460523,0.12353677975166374,0.2594280542706905,2.1000066117329452,0.5927893897818636,False
U56,8,126,L10,CAGR,10,63,63,0.51,0.51,4,57,105,48,0.04456107941126852,0.010979481762371623,0.022217554529531298,0.048312829511779544,2.174534080587615,0.49418048002438036,False
U56,8,126,L16,Sharpe,16,63,63,0.3185,0.3185,8,26,115,89,0.19934804981519927,0.023325969527882684,0.09164234716445735,0.24551373285845035,2.6790423909359515,0.25453265056625973,False
U56,8,126,L16,CAGR,16,63,63,0.3015,0.3015,7,37,105,68,0.04456107941126852,0.006588848550443949,0.01694763286544376,0.04497723180775941,2.653894627341617,0.38877692258006236,False
U56,10,1,L3,Sharpe,3,63,63,0.582,0.582,3,21,126,105,0.0812785142833643,0.05983524335925128,0.1221603179271872,0.34361013126873124,2.8127802636657973,0.48980916532089946,False
U56,10,1,L3,CAGR,3,63,63,0.778,0.778,2,63,126,63,0.026613894382551573,0.02104315255226319,0.022385160306548073,0.06278472967640188,2.804747824746923,0.9400492229715093,False
U56,10,1,L5,Sharpe,5,63,63,0.4225,0.4225,4,21,126,105,0.13628945981188756,0.028009904781105766,0.09673288139525281,0.34364335351427716,3.552497853445949,0.2895592933560683,False
U56,10,1,L5,CAGR,5,90,90,0.5245,0.5245,3,63,126,63,0.032956089766055685,0.0037458804529906242,0.019200288676396553,0.06669333370369258,3.4735589046471236,0.19509500696182444,False
U56,10,1,L7,Sharpe,7,63,63,0.399,0.399,4,21,126,105,0.13628945981188756,0.028009904781105766,0.09673288139525281,0.34364335351427716,3.552497853445949,0.2895592933560683,False
U56,10,1,L7,CAGR,7,90,90,0.51,0.51,3,63,126,63,0.032956089766055685,0.0037458804529906242,0.019200288676396553,0.06669333370369258,3.4735589046471236,0.19509500696182444,False
U56,10,1,L10,Sharpe,10,57,57,0.4215,0.4215,5,57,126,69,0.18309489383143673,0.046805434019549175,0.08530917625182127,0.3440812747722307,4.03334424138089,0.5486564995234018,False
U56,10,1,L10,CAGR,10,57,57,0.3125,0.3125,4,57,105,48,0.035625069364754625,0.0026506459014483674,0.01822472645251631,0.06603469420296046,3.6233572215753598,0.14544228734266623,False
U56,10,1,L16,Sharpe,16,57,57,0.3675,0.3675,7,57,126,69,0.22470145469149716,0.046805434019549175,0.08530917625182127,0.3440812747722307,4.03334424138089,0.5486564995234018,False
U56,10,1,L16,CAGR,16,57,57,0.277,0.277,6,57,126,69,0.04178763500256899,0.0026506459014483674,0.01822472645251631,0.06603469420296046,3.6233572215753598,0.14544228734266623,False
U56,10,5,L3,Sharpe,3,63,63,0.599,0.599,3,21,126,105,0.0812785142833643,0.05983524335925128,0.11566853178214088,0.33519342191006096,2.8978791097771546,0.5172992380671835,False
U56,10,5,L3,CAGR,3,63,63,0.793,0.793,2,63,126,63,0.026613894382551573,0.02104315255226319,0.020776481456106773,0.05972099561604411,2.8744518527938947,1.012835238571064,False
U56,10,5,L5,Sharpe,5,63,63,0.428,0.428,4,21,126,105,0.13628945981188756,0.028009904781105766,0.09048710550204313,0.32979401532881475,3.6446520584235977,0.3095458145743575,False
U56,10,5,L5,CAGR,5,90,90,0.544,0.544,3,63,126,63,0.032956089766055685,0.0037458804529906242,0.017802116813797363,0.06216757051477319,3.492144847998683,0.2104176987585777,False
U56,10,5,L7,Sharpe,7,63,63,0.4075,0.4075,4,21,126,105,0.13628945981188756,0.028009904781105766,0.09048710550204313,0.32979401532881475,3.6446520584235977,0.3095458145743575,False
U56,10,5,L7,CAGR,7,90,90,0.5295,0.5295,3,63,126,63,0.032956089766055685,0.0037458804529906242,0.017802116813797363,0.06216757051477319,3.492144847998683,0.2104176987585777,False
U56,10,5,L10,Sharpe,10,57,57,0.425,0.425,5,57,126,69,0.18309489383143673,0.046805434019549175,0.08154535024223106,0.33073154874272404,4.055798984985453,0.5739804155664706,False
U56,10,5,L10,CAGR,10,57,57,0.305,0.305,4,57,105,48,0.035625069364754625,0.0026506459014483674,0.017764097686242035,0.06149965899612066,3.4620198606400936,0.14921365263045383,False
U56,10,5,L16,Sharpe,16,57,57,0.3695,0.3695,7,57,126,69,0.22470145469149716,0.046805434019549175,0.08154535024223106,0.33073154874272404,4.055798984985453,0.5739804155664706,False
U56,10,5,L16,CAGR,16,57,57,0.275,0.275,5,57,105,48,0.04178763500256899,0.0026506459014483674,0.017764097686242035,0.06149965899612066,3.4620198606400936,0.14921365263045383,False
U56,10,21,L3,Sharpe,3,63,63,0.626,0.626,3,21,126,105,0.0812785142833643,0.05983524335925128,0.1154049904622071,0.3270952326166443,2.8343248529080003,0.5184805537404048,False
U56,10,21,L3,CAGR,3,63,63,0.8285,0.8285,2,63,126,63,0.026613894382551573,0.02104315255226319,0.019984115480416405,0.05485198853002374,2.7447794016090623,1.0529939427584172,False
U56,10,21,L5,Sharpe,5,63,63,0.4495,0.4495,3,63,126,63,0.13628945981188756,0.028009904781105766,0.09083967621619544,0.33146838217357427,3.6489383932268806,0.30834439253661705,False
U56,10,21,L5,CAGR,5,90,90,0.531,0.531,2,63,90,27,0.032956089766055685,0.0037458804529906242,0.01771592911006657,0.05807609225174142,3.2781849538301295,0.2114413774021107,False
U56,10,21,L7,Sharpe,7,63,63,0.428,0.428,4,21,126,105,0.13628945981188756,0.028009904781105766,0.09083967621619544,0.33146838217357427,3.6489383932268806,0.30834439253661705,False
U56,10,21,L7,CAGR,7,90,90,0.5165,0.5165,3,63,126,63,0.032956089766055685,0.0037458804529906242,0.01771592911006657,0.05807609225174142,3.2781849538301295,0.2114413774021107,False
U56,10,21,L10,Sharpe,10,57,57,0.42,0.42,5,57,126,69,0.18309489383143673,0.046805434019549175,0.08570302553557951,0.33013296191754393,3.8520572623248825,0.5461351419865329,False
U56,10,21,L10,CAGR,10,57,57,0.291,0.291,4,57,105,48,0.035625069364754625,0.0026506459014483674,0.01800588705586528,0.05670787340225555,3.1494073702846754,0.14720995934409906,False
U56,10,21,L16,Sharpe,16,57,57,0.364,0.364,7,57,126,69,0.22470145469149716,0.046805434019549175,0.08570302553557951,0.33013296191754393,3.8520572623248825,0.5461351419865329,False
U56,10,21,L16,CAGR,16,57,105,0.269,0.26,5,57,105,48,0.04178763500256899,0.0026506459014483674,0.01800588705586528,0.05670787340225555,3.1494073702846754,0.14720995934409906,False
U56,10,63,L3,Sharpe,3,63,63,0.62,0.62,3,21,126,105,0.0812785142833643,0.05983524335925128,0.1159851158091374,0.30135670847307294,2.5982360440884418,0.5158872579626067,False
U56,10,63,L3,CAGR,3,63,63,0.811,0.811,2,63,126,63,0.026613894382551573,0.02104315255226319,0.020458913063381892,0.049224655067204526,2.4060249395804223,1.0285567218097715,False
U56,10,63,L5,Sharpe,5,63,63,0.464,0.464,3,63,126,63,0.13628945981188756,0.028009904781105766,0.08855575433741687,0.29957732303957874,3.3829232812824714,0.31629683458380214,False
U56,10,63,L5,CAGR,5,90,90,0.5275,0.5275,2,63,90,27,0.032956089766055685,0.0037458804529906242,0.017348027361550673,0.05139679833924393,2.962688337300949,0.21592544068110084,False
U56,10,63,L7,Sharpe,7,63,63,0.442,0.442,4,21,126,105,0.13628945981188756,0.028009904781105766,0.08855575433741687,0.29957732303957874,3.3829232812824714,0.31629683458380214,False
U56,10,63,L7,CAGR,7,90,90,0.5085,0.5085,3,63,126,63,0.032956089766055685,0.0037458804529906242,0.017348027361550673,0.05139679833924393,2.962688337300949,0.21592544068110084,False
U56,10,63,L10,Sharpe,10,57,57,0.421,0.421,5,57,126,69,0.18309489383143673,0.046805434019549175,0.09248018627332362,0.30314319039562687,3.277925819696041,0.5061131027701059,False
U56,10,63,L10,CAGR,10,57,57,0.3025,0.3025,4,57,105,48,0.035625069364754625,0.0026506459014483674,0.01780030818175601,0.05084887152359326,2.8566287170078084,0.1489101129251842,False
U56,10,63,L16,Sharpe,16,57,57,0.387,0.387,6,57,126,69,0.22470145469149716,0.046805434019549175,0.09248018627332362,0.30314319039562687,3.277925819696041,0.5061131027701059,False
U56,10,63,L16,CAGR,16,57,57,0.2855,0.2855,4,57,105,48,0.04178763500256899,0.0026506459014483674,0.01780030818175601,0.05084887152359326,2.8566287170078084,0.1489101129251842,False
U56,10,126,L3,Sharpe,3,63,63,0.62,0.62,3,21,126,105,0.0812785142833643,0.05983524335925128,0.11007861510883964,0.26676230610981166,2.4233799257562594,0.5435682789076652,False
U56,10,126,L3,CAGR,3,63,63,0.818,0.818,2,63,126,63,0.026613894382551573,0.02104315255226319,0.02105715021248322,0.04421633471705352,2.0998252028824367,0.9993352538174073,False
U56,10,126,L5,Sharpe,5,63,63,0.4555,0.4555,4,21,126,105,0.13628945981188756,0.028009904781105766,0.09462817382392465,0.26438684504428467,2.793954848333344,0.29599963361042986,False
U56,10,126,L5,CAGR,5,90,90,0.5345,0.5345,2,63,90,27,0.032956089766055685,0.0037458804529906242,0.018772363266974176,0.046802542869774214,2.4931620065180042,0.19954229521973257,False
U56,10,126,L7,Sharpe,7,63,63,0.4305,0.4305,4,21,126,105,0.13628945981188756,0.028009904781105766,0.09462817382392465,0.26438684504428467,2.793954848333344,0.29599963361042986,False
U56,10,126,L7,CAGR,7,90,90,0.5155,0.5155,3,63,126,63,0.032956089766055685,0.0037458804529906242,0.018772363266974176,0.046802542869774214,2.4931620065180042,0.19954229521973257,False
