panel,wsel,rule,split,feasible,pre_start,pre_len,post_len,live_share
B136,1008,RAW,2018-12-31,True,0,2509,1934,0.7018732562774014
SMALL663,1008,RAW,2018-12-31,True,0,2004,1934,0.626746506986028
U56,1008,RAW,2020-12-31,True,0,3014,1429,0.7518248175182481
B136,1008,RAW,2020-12-31,True,0,3014,1429,0.7518248175182481
SMALL663,1008,RAW,2020-12-31,True,0,2509,1429,0.7018732562774014
U56,2016,RAW,2012-12-31,True,0,999,3444,0.0
B136,2016,RAW,2012-12-31,True,0,999,3444,0.0
SMALL663,2016,RAW,2012-12-31,True,0,494,3444,0.0
U56,2016,RAW,2014-12-31,True,0,1503,2940,0.0
B136,2016,RAW,2014-12-31,True,0,1503,2940,0.0
SMALL663,2016,RAW,2014-12-31,True,0,998,2940,0.0
U56,2016,RAW,2018-12-31,True,0,2509,1934,0.3001195695496214
B136,2016,RAW,2018-12-31,True,0,2509,1934,0.3001195695496214
SMALL663,2016,RAW,2018-12-31,True,0,2004,1934,0.12375249500998003
U56,2016,RAW,2020-12-31,True,0,3014,1429,0.4173855341738553
B136,2016,RAW,2020-12-31,True,0,3014,1429,0.4173855341738553
SMALL663,2016,RAW,2020-12-31,True,0,2509,1429,0.3001195695496214
U56,ALL,LIVE,2012-12-31,False,1756,-757,3444,
B136,ALL,LIVE,2012-12-31,False,1756,-757,3444,
SMALL663,ALL,LIVE,2012-12-31,False,1756,-1262,3444,
U56,ALL,LIVE,2014-12-31,False,1756,-253,2940,
B136,ALL,LIVE,2014-12-31,False,1756,-253,2940,
SMALL663,ALL,LIVE,2014-12-31,False,1756,-758,2940,
U56,ALL,LIVE,2016-12-31,False,1756,251,2436,
B136,ALL,LIVE,2016-12-31,False,1756,251,2436,
SMALL663,ALL,LIVE,2016-12-31,False,1756,-254,2436,
SMALL663,ALL,LIVE,2018-12-31,False,1756,248,1934,
U56,ALL,LIVE,2018-12-31,True,1756,753,1934,0.3001195695496214
B136,ALL,LIVE,2018-12-31,True,1756,753,1934,0.3001195695496214
U56,ALL,LIVE,2020-12-31,True,1756,1258,1429,0.4173855341738553
B136,ALL,LIVE,2020-12-31,True,1756,1258,1429,0.4173855341738553
SMALL663,ALL,LIVE,2020-12-31,True,1756,753,1429,0.3001195695496214
U56,252,LIVE,2012-12-31,True,1,998,3444,0.998998998998999
B136,252,LIVE,2012-12-31,True,1,998,3444,0.998998998998999
SMALL663,252,LIVE,2012-12-31,True,1,493,3444,0.9979757085020243
U56,252,LIVE,2014-12-31,True,1,1502,2940,0.9993346640053227
B136,252,LIVE,2014-12-31,True,1,1502,2940,0.9993346640053227
SMALL663,252,LIVE,2014-12-31,True,1,997,2940,0.998997995991984
U56,252,LIVE,2016-12-31,True,1,2006,2436,0.9995017438963627
B136,252,LIVE,2016-12-31,True,1,2006,2436,0.9995017438963627
SMALL663,252,LIVE,2016-12-31,True,1,1501,2436,0.9993342210386151
U56,252,LIVE,2018-12-31,True,1,2508,1934,0.9996014348345954
B136,252,LIVE,2018-12-31,True,1,2508,1934,0.9996014348345954
SMALL663,252,LIVE,2018-12-31,True,1,2003,1934,0.9995009980039921
U56,252,LIVE,2020-12-31,True,1,3013,1429,0.9996682149966821
B136,252,LIVE,2020-12-31,True,1,3013,1429,0.9996682149966821
SMALL663,252,LIVE,2020-12-31,True,1,2508,1429,0.9996014348345954
SMALL663,504,LIVE,2012-12-31,False,244,250,3444,
U56,504,LIVE,2012-12-31,True,244,755,3444,0.7557557557557557
B136,504,LIVE,2012-12-31,True,244,755,3444,0.7557557557557557
U56,504,LIVE,2014-12-31,True,244,1259,2940,0.8376580172987359
B136,504,LIVE,2014-12-31,True,244,1259,2940,0.8376580172987359
SMALL663,504,LIVE,2014-12-31,True,244,754,2940,0.7555110220440882
U56,504,LIVE,2016-12-31,True,244,1763,2436,0.8784255107125062
B136,504,LIVE,2016-12-31,True,244,1763,2436,0.8784255107125062
SMALL663,504,LIVE,2016-12-31,True,244,1258,2436,0.8375499334221038
U56,504,LIVE,2018-12-31,True,244,2265,1934,0.9027500996412914
B136,504,LIVE,2018-12-31,True,244,2265,1934,0.9027500996412914
SMALL663,504,LIVE,2018-12-31,True,244,1760,1934,0.8782435129740519
U56,504,LIVE,2020-12-31,True,244,2770,1429,0.9190444591904446
B136,504,LIVE,2020-12-31,True,244,2770,1429,0.9190444591904446
SMALL663,504,LIVE,2020-12-31,True,244,2265,1429,0.9027500996412914
U56,1008,LIVE,2012-12-31,False,748,251,3444,
B136,1008,LIVE,2012-12-31,False,748,251,3444,
SMALL663,1008,LIVE,2012-12-31,False,748,-254,3444,
SMALL663,1008,LIVE,2014-12-31,False,748,250,2940,
U56,1008,LIVE,2014-12-31,True,748,755,2940,0.5023286759813705
B136,1008,LIVE,2014-12-31,True,748,755,2940,0.5023286759813705
U56,1008,LIVE,2016-12-31,True,748,1259,2436,0.6273044344793224
B136,1008,LIVE,2016-12-31,True,748,1259,2436,0.6273044344793224
SMALL663,1008,LIVE,2016-12-31,True,748,754,2436,0.5019973368841545
U56,1008,LIVE,2018-12-31,True,748,1761,1934,0.7018732562774014
B136,1008,LIVE,2018-12-31,True,748,1761,1934,0.7018732562774014
SMALL663,1008,LIVE,2018-12-31,True,748,1256,1934,0.626746506986028
U56,1008,LIVE,2020-12-31,True,748,2266,1429,0.7518248175182481
B136,1008,LIVE,2020-12-31,True,748,2266,1429,0.7518248175182481
SMALL663,1008,LIVE,2020-12-31,True,748,1761,1429,0.7018732562774014
U56,2016,LIVE,2012-12-31,False,1756,-757,3444,
B136,2016,LIVE,2012-12-31,False,1756,-757,3444,
SMALL663,2016,LIVE,2012-12-31,False,1756,-1262,3444,
U56,2016,LIVE,2014-12-31,False,1756,-253,2940,
B136,2016,LIVE,2014-12-31,False,1756,-253,2940,
SMALL663,2016,LIVE,2014-12-31,False,1756,-758,2940,
U56,2016,LIVE,2016-12-31,False,1756,251,2436,
B136,2016,LIVE,2016-12-31,False,1756,251,2436,
SMALL663,2016,LIVE,2016-12-31,False,1756,-254,2436,
SMALL663,2016,LIVE,2018-12-31,False,1756,248,1934,
U56,2016,LIVE,2018-12-31,True,1756,753,1934,0.3001195695496214
B136,2016,LIVE,2018-12-31,True,1756,753,1934,0.3001195695496214
U56,2016,LIVE,2020-12-31,True,1756,1258,1429,0.4173855341738553
B136,2016,LIVE,2020-12-31,True,1756,1258,1429,0.4173855341738553
SMALL663,2016,LIVE,2020-12-31,True,1756,753,1429,0.3001195695496214
U56,ALL,COMMON,2012-12-31,False,1756,-757,3444,
B136,ALL,COMMON,2012-12-31,False,1756,-757,3444,
SMALL663,ALL,COMMON,2012-12-31,False,1756,-1262,3444,
U56,ALL,COMMON,2014-12-31,False,1756,-253,2940,
B136,ALL,COMMON,2014-12-31,False,1756,-253,2940,
SMALL663,ALL,COMMON,2014-12-31,False,1756,-758,2940,
U56,ALL,COMMON,2016-12-31,False,1756,251,2436,
B136,ALL,COMMON,2016-12-31,False,1756,251,2436,
SMALL663,ALL,COMMON,2016-12-31,False,1756,-254,2436,
SMALL663,ALL,COMMON,2018-12-31,False,1756,248,1934,
U56,ALL,COMMON,2018-12-31,True,1756,753,1934,0.3001195695496214
B136,ALL,COMMON,2018-12-31,True,1756,753,1934,0.3001195695496214
U56,ALL,COMMON,2020-12-31,True,1756,1258,1429,0.4173855341738553
B136,ALL,COMMON,2020-12-31,True,1756,1258,1429,0.4173855341738553
SMALL663,ALL,COMMON,2020-12-31,True,1756,753,1429,0.3001195695496214
U56,252,COMMON,2012-12-31,False,1756,-757,3444,
B136,252,COMMON,2012-12-31,False,1756,-757,3444,
SMALL663,252,COMMON,2012-12-31,False,1756,-1262,3444,
U56,252,COMMON,2014-12-31,False,1756,-253,2940,
B136,252,COMMON,2014-12-31,False,1756,-253,2940,
SMALL663,252,COMMON,2014-12-31,False,1756,-758,2940,
U56,252,COMMON,2016-12-31,False,1756,251,2436,
B136,252,COMMON,2016-12-31,False,1756,251,2436,
SMALL663,252,COMMON,2016-12-31,False,1756,-254,2436,
SMALL663,252,COMMON,2018-12-31,False,1756,248,1934,
U56,252,COMMON,2018-12-31,True,1756,753,1934,0.9996014348345954
B136,252,COMMON,2018-12-31,True,1756,753,1934,0.9996014348345954
U56,252,COMMON,2020-12-31,True,1756,1258,1429,0.9996682149966821
B136,252,COMMON,2020-12-31,True,1756,1258,1429,0.9996682149966821
SMALL663,252,COMMON,2020-12-31,True,1756,753,1429,0.9996014348345954
U56,504,COMMON,2012-12-31,False,1756,-757,3444,
B136,504,COMMON,2012-12-31,False,1756,-757,3444,
SMALL663,504,COMMON,2012-12-31,False,1756,-1262,3444,
U56,504,COMMON,2014-12-31,False,1756,-253,2940,
B136,504,COMMON,2014-12-31,False,1756,-253,2940,
SMALL663,504,COMMON,2014-12-31,False,1756,-758,2940,
U56,504,COMMON,2016-12-31,False,1756,251,2436,
B136,504,COMMON,2016-12-31,False,1756,251,2436,
SMALL663,504,COMMON,2016-12-31,False,1756,-254,2436,
SMALL663,504,COMMON,2018-12-31,False,1756,248,1934,
U56,504,COMMON,2018-12-31,True,1756,753,1934,0.9027500996412914
B136,504,COMMON,2018-12-31,True,1756,753,1934,0.9027500996412914
U56,504,COMMON,2020-12-31,True,1756,1258,1429,0.9190444591904446
B136,504,COMMON,2020-12-31,True,1756,1258,1429,0.9190444591904446
SMALL663,504,COMMON,2020-12-31,True,1756,753,1429,0.9027500996412914
U56,1008,COMMON,2012-12-31,False,1756,-757,3444,
B136,1008,COMMON,2012-12-31,False,1756,-757,3444,
SMALL663,1008,COMMON,2012-12-31,False,1756,-1262,3444,
U56,1008,COMMON,2014-12-31,False,1756,-253,2940,
B136,1008,COMMON,2014-12-31,False,1756,-253,2940,
SMALL663,1008,COMMON,2014-12-31,False,1756,-758,2940,
U56,1008,COMMON,2016-12-31,False,1756,251,2436,
B136,1008,COMMON,2016-12-31,False,1756,251,2436,
SMALL663,1008,COMMON,2016-12-31,False,1756,-254,2436,
SMALL663,1008,COMMON,2018-12-31,False,1756,248,1934,
U56,1008,COMMON,2018-12-31,True,1756,753,1934,0.7018732562774014
B136,1008,COMMON,2018-12-31,True,1756,753,1934,0.7018732562774014
U56,1008,COMMON,2020-12-31,True,1756,1258,1429,0.7518248175182481
B136,1008,COMMON,2020-12-31,True,1756,1258,1429,0.7518248175182481
SMALL663,1008,COMMON,2020-12-31,True,1756,753,1429,0.7018732562774014
U56,2016,COMMON,2012-12-31,False,1756,-757,3444,
B136,2016,COMMON,2012-12-31,False,1756,-757,3444,
SMALL663,2016,COMMON,2012-12-31,False,1756,-1262,3444,
U56,2016,COMMON,2014-12-31,False,1756,-253,2940,
B136,2016,COMMON,2014-12-31,False,1756,-253,2940,
SMALL663,2016,COMMON,2014-12-31,False,1756,-758,2940,
U56,2016,COMMON,2016-12-31,False,1756,251,2436,
B136,2016,COMMON,2016-12-31,False,1756,251,2436,
SMALL663,2016,COMMON,2016-12-31,False,1756,-254,2436,
SMALL663,2016,COMMON,2018-12-31,False,1756,248,1934,
U56,2016,COMMON,2018-12-31,True,1756,753,1934,0.3001195695496214
B136,2016,COMMON,2018-12-31,True,1756,753,1934,0.3001195695496214
U56,2016,COMMON,2020-12-31,True,1756,1258,1429,0.4173855341738553
B136,2016,COMMON,2020-12-31,True,1756,1258,1429,0.4173855341738553
SMALL663,2016,COMMON,2020-12-31,True,1756,753,1429,0.3001195695496214
