universe,grid,rule,pick,IS_Sh,OOS_Sh,vs_default,vs_oosbest,pass4b_oos,pass4b_full,interior,n_interior
universe.json,CRYPTO/EWall,Rm(m=1pp),0.15,1.1435462637271918,1.1621080326765871,0.04804259212538042,-0.02955215747182427,False,False,False,2.0
universe.json,CRYPTO/EWall,Rm(m=2pp),0.15,1.1435462637271918,1.1621080326765871,0.04804259212538042,-0.02955215747182427,False,False,False,2.0
universe_broad.json,GROSS/top20,R0,1.0,1.0459835382258271,0.8957381801808058,0.0017534226146747045,0.0,False,False,False,0.0
universe_broad.json,GROSS/top20,Rm(m=0pp),0.7,1.0433626733239392,0.8936021096480329,-0.0003826479180981668,-0.0021360705327728713,True,False,False,0.0
universe_broad.json,GROSS/top20,Rm(m=1pp),0.6,1.0424073415957618,0.8928048276287334,-0.0011799299373976835,-0.002933352552072388,False,False,False,0.0
universe_broad.json,GROSS/top20,Rm(m=2pp),0.6,1.0424073415957618,0.8928048276287334,-0.0011799299373976835,-0.002933352552072388,False,False,False,0.0
universe_broad.json,GROSS/EWall,R0,1.0,1.0362286762626787,1.0198298494526066,-0.001075736521787718,-0.0020593378022577546,False,False,False,1.0
universe_broad.json,GROSS/EWall,Rm(m=0pp),0.8,1.0352347373772997,1.020697996438677,-0.00020758953571720085,-0.0011911908161872375,True,True,True,1.0
universe_broad.json,GROSS/EWall,Rm(m=1pp),0.8,1.0352347373772997,1.020697996438677,-0.00020758953571720085,-0.0011911908161872375,True,True,True,1.0
universe_broad.json,GROSS/EWall,Rm(m=2pp),,,,,,,,,
universe_broad.json,BAND/ew-all,R0,0.08,1.1009206770396713,1.0603754544403567,0.039469868465962454,-0.013482723752139103,True,True,True,4.0
universe_broad.json,BAND/ew-all,Rm(m=0pp),0.08,1.1009206770396713,1.0603754544403567,0.039469868465962454,-0.013482723752139103,True,True,True,4.0
universe_broad.json,BAND/ew-all,Rm(m=1pp),0.08,1.1009206770396713,1.0603754544403567,0.039469868465962454,-0.013482723752139103,True,True,True,4.0
universe_broad.json,BAND/ew-all,Rm(m=2pp),0.02,1.0563090220191078,1.0585259029505307,0.037620316976136436,-0.015332275241965121,True,True,True,4.0
universe_broad.json,N/ranked,R0,30.0,1.060563703261231,0.9043262348025412,0.010341477236410102,-0.07599426620403171,False,False,False,1.0
universe_broad.json,N/ranked,Rm(m=0pp),30.0,1.060563703261231,0.9043262348025412,0.010341477236410102,-0.07599426620403171,False,False,False,1.0
universe_broad.json,N/ranked,Rm(m=1pp),,,,,,,,,
universe_broad.json,N/ranked,Rm(m=2pp),,,,,,,,,
universe_broad.json,CRYPTO/CAND20,R0,0.15,1.1746722576037048,0.9933422060341949,0.09935744846806382,0.0,False,False,False,1.0
universe_broad.json,CRYPTO/CAND20,Rm(m=0pp),,,,,,,,,
universe_broad.json,CRYPTO/CAND20,Rm(m=1pp),,,,,,,,,
universe_broad.json,CRYPTO/CAND20,Rm(m=2pp),,,,,,,,,
universe_broad.json,CRYPTO/EWall,R0,0.15,1.1935147773733674,1.1053414913349577,0.08443590536056345,-0.015333172095486125,False,False,False,2.0
universe_broad.json,CRYPTO/EWall,Rm(m=0pp),0.15,1.1935147773733674,1.1053414913349577,0.08443590536056345,-0.015333172095486125,False,False,False,2.0
universe_broad.json,CRYPTO/EWall,Rm(m=1pp),0.15,1.1935147773733674,1.1053414913349577,0.08443590536056345,-0.015333172095486125,False,False,False,2.0
universe_broad.json,CRYPTO/EWall,Rm(m=2pp),,,,,,,,,
