bps,panel,selector,pick,OOS_CAGR,OOS_Sharpe,OOS_MaxDD
10,BSTK100,EWALL,EWall,0.12155660613742114,1.0095999331099443,-0.2609327726929146
10,BSTK100,FWD20,FWD20,0.13046460605228716,0.8910729150865583,-0.27294930694382613
10,BSTK100,FWD_ISARGMAX,FWD20,0.13046460605228716,0.8910729150865583,-0.27294930694382613
10,BSTK100,ALL_ISARGMAX,RANDH30,0.11809594400777557,0.988983668839149,-0.2669229232610225
10,BSTK100,RANDH20,RANDH20 (8 seeds),0.11974705059609883,0.9634439079349377,-0.2642421431746266
10,BSTK100,RANDW20,RANDW20 (8 seeds),0.07090645610328591,0.6082479790816356,-0.2637105476256673
10,BSTK100,RULES v1,baseline,0.0597336961101913,0.5026265124152564,-0.2112535680441392
10,BSTK100,SPY,benchmark,0.15450717694493266,0.8820107671822842,-0.33717235283398284
30,U56,EWALL,EWall,0.09481070403599756,0.9455122900743145,-0.16551725116578653
30,U56,FWD20,FWD20,0.11934440890768738,0.9543791325638551,-0.18484805308738772
30,U56,FWD_ISARGMAX,FWD20,0.11934440890768738,0.9543791325638551,-0.18484805308738772
30,U56,ALL_ISARGMAX,RANDH20,0.08449683906481908,0.8493485864364316,-0.1643593013623954
30,U56,RANDH20,RANDH20 (8 seeds),0.0919351610971681,0.9046752389712263,-0.17441595890677142
30,U56,RANDW20,RANDW20 (8 seeds),-0.0036948682031495705,0.016768709262134404,-0.24202612175448157
30,U56,RULES v1,baseline,0.0249944996565572,0.2832765209429081,-0.15372060333363435
30,U56,SPY,benchmark,0.15450717694493266,0.8820107671822842,-0.33717235283398284
30,B136,EWALL,EWall,0.08717875591906865,0.8542225160253532,-0.18464522884850643
30,B136,FWD20,FWD20,0.09166913778728114,0.6782079382031706,-0.20189720543553602
30,B136,FWD_ISARGMAX,FWD30,0.08812270047541948,0.7036399088763517,-0.20723929805727925
30,B136,ALL_ISARGMAX,RANDH20,0.08908678819662641,0.8302903835463088,-0.19386946795358728
30,B136,RANDH20,RANDH20 (8 seeds),0.08720611384078691,0.8074783966039214,-0.19697589624441114
30,B136,RANDW20,RANDW20 (8 seeds),-0.0709359456860706,-0.6059510962106717,-0.5446904806317054
30,B136,RULES v1,baseline,-0.00446446274818435,0.01578374652266293,-0.28613795128002906
30,B136,SPY,benchmark,0.15450717694493266,0.8820107671822842,-0.33717235283398284
30,BSTK100,EWALL,EWall,0.10225538666217249,0.864590653908084,-0.2665929414918832
30,BSTK100,FWD20,FWD20,0.10015584625792551,0.7094956493079223,-0.27762572137022445
30,BSTK100,FWD_ISARGMAX,FWD40,0.10475338120510669,0.8193501155105413,-0.2679711317276582
30,BSTK100,ALL_ISARGMAX,RANDH30,0.0968545665458953,0.8280677934719166,-0.27321494173226557
30,BSTK100,RANDH20,RANDH20 (8 seeds),0.09827138582390144,0.8074819678474202,-0.269941681298572
30,BSTK100,RANDW20,RANDW20 (8 seeds),-0.04143771491826946,-0.26761972165068115,-0.4189958549315098
30,BSTK100,RULES v1,baseline,-0.0008189597470621424,0.06084938517910299,-0.25492815143386927
30,BSTK100,SPY,benchmark,0.15450717694493266,0.8820107671822842,-0.33717235283398284
