panel,construction,offset,cost,window,CAGR,Sharpe,MaxDD,H1,H2,pass4b,pass4a,L1_H1,L2_H2,L3_DD,L4_CAGR,m_H1,m_H2,m_DD_pp,m_CAGR_pp,turnover_per_yr
U56,AGG,4,10,FULL,0.12070759078476478,1.0916524966973369,-0.22526698014429813,1.259066873204461,0.9582968332936447,False,False,True,True,False,True,0.30201941395546517,0.13189702036420703,-2.29634397991863,1.4736162884375847,1.1678984201893896
U56,AGG,4,10,IS,0.12311011103405933,1.1680018789088107,-0.115951129271884,1.098678168076452,1.3007910517833785,True,False,True,True,True,True,0.2609258011696859,0.240478957421012,1.6420878314715641,1.8398538532005861,
U56,AGG,4,10,OOS,0.11873607945779319,1.0366245391102478,-0.2252669801442977,1.2086433811387047,0.8438883476222659,False,False,True,True,False,True,0.21757419111148002,0.09412992808652021,-2.2963439799185856,1.172731595898893,
U56,AGG,4,25,FULL,0.11874781234377618,1.0757996454036989,-0.22958295563119258,1.2440969549031196,0.9415768328153529,False,False,True,True,False,True,0.28704949565412374,0.11517701988591522,-2.727941528608074,1.2776384443387245,1.1678984201893896
U56,AGG,4,25,IS,0.12135432081842246,1.1529856708984523,-0.11634663645240706,1.0816880949602508,1.2880408922451752,True,False,True,True,True,True,0.24393572805348473,0.22772879788280864,1.6025371134192583,1.6642748316368985,
U56,AGG,4,25,OOS,0.1166092698382486,1.0201105026576207,-0.2295829556311929,1.195575742140791,0.8233368514577432,False,False,True,True,False,True,0.2045065521135664,0.07357843192199742,-2.727941528608108,0.9600506339444342,
U56,AGG,4,50,FULL,0.11548746983490599,1.0492464456641075,-0.23673140360499967,1.2190250303866188,0.9135777622382752,False,False,True,True,False,True,0.261977571137623,0.0871779493088376,-3.4427863259887834,0.951604193451705,1.1678984201893896
U56,AGG,4,50,IS,0.11843285315264418,1.1278430466350864,-0.11730466298227282,1.0532115445817551,1.2667817038788631,True,False,True,True,True,True,0.21545917767498912,0.20646960951649662,1.506734460432682,1.3721280650590708,
U56,AGG,4,50,OOS,0.11307157534493761,0.9924463741334775,-0.23673140360499978,1.1736936845654318,0.7889181832667609,False,False,True,True,False,True,0.18262449453820706,0.03915976373101515,-3.442786325988795,0.6062811846133359,
U56,ENS,0,0,FULL,0.12217671783374096,1.1056370677419785,-0.22459679072184324,1.254296548003171,0.9870379014332531,False,False,True,True,False,True,0.2972490887541751,0.16063808850381545,-2.2293250376731413,1.6205289933352018,1.1593515483991623
U56,ENS,0,0,IS,0.12273335328856683,1.1637333509046763,-0.11870474508597817,1.09162153127106,1.3008109942303225,True,False,True,True,True,True,0.25386916436429396,0.24049889986795603,1.3667262500621473,1.8021780786513355,
U56,ENS,0,0,OOS,0.12171925666800942,1.0638120286273973,-0.2245967907218429,1.221440098872992,0.8876345626339676,False,False,True,True,False,True,0.23037090884576739,0.13787614309822183,-2.2293250376731075,1.4710493169205168,
U56,ENS,0,10,FULL,0.12087653329246173,1.0950336022571885,-0.22472193096373905,1.2444145655346044,0.9757653227990238,False,False,True,True,False,True,0.2873671062856086,0.1493655098695862,-2.2418390618627217,1.4905105392072793,1.1593515483991623
U56,ENS,0,10,IS,0.12157576018944649,1.1538096437741001,-0.11904511494136316,1.0803467940294482,1.2924628311327684,True,False,True,True,True,True,0.2425944271226822,0.23215073677040188,1.332689264523648,1.686418768739302,
U56,ENS,0,10,OOS,0.12030195269602495,1.0526844414808592,-0.22472193096373894,1.2127454374426072,0.8736612522915181,False,False,True,True,False,True,0.2216762474153825,0.12390283275577241,-2.24183906186271,1.3293189197220694,
U56,ENS,0,25,FULL,0.11892893921697856,1.0791194063989291,-0.2249096054431159,1.2295825698902498,0.9588480580525689,False,False,True,True,False,True,0.272535110641254,0.13244824512313125,-2.2606065098004056,1.295751131658962,1.1593515483991623
U56,ENS,0,25,IS,0.11984150195211152,1.13891555515785,-0.11955542597855273,1.063423110735186,1.2799403582580606,True,False,True,True,True,True,0.2256707438284199,0.21962826389569412,1.281658160804691,1.5129929450058046,
U56,ENS,0,25,OOS,0.11817918357670076,1.0359839641336708,-0.2249096054431159,1.1996945323012802,0.8526952168511309,False,False,True,True,False,True,0.2086253422740555,0.10293679731538519,-2.2606065098004056,1.1170420077896508,
U56,ENS,0,50,FULL,0.11569009048104006,1.0525731284235673,-0.226180636944311,1.2048395548252953,0.9306318813152837,False,False,True,True,False,True,0.24779209557629944,0.10423206838584609,-2.387709659919918,0.9718662580651127,1.1593515483991623
U56,ENS,0,50,IS,0.11695674636359232,1.11407039653269,-0.1204052947939439,1.0351879123282894,1.259068969229054,True,False,True,True,True,True,0.19743554542152342,0.19875687486668747,1.1966712792655736,1.2245173861538852,
U56,ENS,0,50,OOS,0.11464971703924887,1.0081271903103028,-0.2261806369443108,1.1779200306092594,0.8177386713757158,False,False,True,True,False,True,0.18685084058203472,0.06798025183997003,-2.3877096599198957,0.7640953540444612,
