panel,reading,cohort,leg,unit,n,n_blobs,v_head,v_mean,v_sd,v_min,v_max,v_spread,n_neg,head_over_spread
SMALL,V_RAW,V_POSTFIX,m4b_OOS,Sharpe,11,3,-0.43399322,-0.45425842,0.04653210,-0.50462343,-0.40794651,0.09667691,11,-4.48910909
SMALL,V_RAW,V_POSTFIX,m4b_DD,pp,11,3,-16.28014319,-17.38216623,2.37401374,-19.95529805,-15.02944544,4.92585261,11,-3.30504067
SMALL,V_RAW,V_POSTFIX,m4b_CAGR,pp,11,3,-2.00507584,-2.19272854,0.44586083,-2.67495954,-1.74803016,0.92692938,11,-2.16313764
SMALL,V_RAW,V_POSTFIX,m4a_H1,Sharpe,11,3,-0.15616457,-0.01819782,0.14673968,-0.15616457,0.14254087,0.29870544,6,-0.52280457
SMALL,V_RAW,V_POSTFIX,m4a_H2,Sharpe,11,3,-0.25538232,-0.29695526,0.06879038,-0.37193073,-0.23029437,0.14163635,11,-1.80308451
SMALL,V_RAW,V_POSTFIX,m4a_DD,pp,11,3,-24.03050081,-25.44896328,2.43209855,-28.09785764,-23.08376149,5.01409615,11,-4.79258875
SMALL,V_RAW,V_POSTFIX,full_Sharpe,level,11,3,0.50917359,0.49748959,0.02124923,0.47437431,0.51826808,0.04389378,-1,11.60013203
SMALL,V_RAW,V_POSTFIX,full_CAGR,level,11,3,0.07805105,0.07668096,0.00420285,0.07215945,0.08092845,0.00876901,-1,8.90078379
SMALL,V_RAW,V_POSTFIX,full_MaxDD,level,11,3,-0.36510517,-0.37612522,0.02374015,-0.40185639,-0.35259806,0.04925833,-1,-7.41204900
SMALL,V_RAW,V_POSTFIX,oos_Sharpe,level,11,3,0.43984693,0.42476628,0.04382326,0.37756895,0.46894748,0.09137853,-1,4.81346039
SMALL,V_TRUNC,V_ALL,m4b_H1,Sharpe,11,3,-0.21498113,-0.22387875,0.01752512,-0.24291167,-0.20662584,0.03628582,11,-5.92465939
SMALL,V_TRUNC,V_ALL,m4b_H2,Sharpe,11,3,-0.47661588,-0.48922339,0.05638537,-0.54947382,-0.43149427,0.11797955,11,-4.03981763
SMALL,V_TRUNC,V_ALL,m4b_OOS,Sharpe,11,3,-0.44589856,-0.45759117,0.04388445,-0.50462343,-0.41289749,0.09172593,11,-4.86120508
SMALL,V_TRUNC,V_ALL,m4b_DD,pp,11,3,-16.28014319,-17.38216623,2.37401374,-19.95529805,-15.02944544,4.92585261,11,-3.30504067
SMALL,V_TRUNC,V_ALL,m4b_CAGR,pp,11,3,-2.12442908,-2.22306585,0.42260875,-2.67495954,-1.79090161,0.88405794,11,-2.40304282
SMALL,V_TRUNC,V_ALL,m4a_H1,Sharpe,11,3,-0.15852845,-0.02253028,0.15068953,-0.16040180,0.14254087,0.30294267,6,-0.52329521
SMALL,V_TRUNC,V_ALL,m4a_H2,Sharpe,11,3,-0.27752133,-0.30296959,0.06383475,-0.37193073,-0.23909811,0.13283262,11,-2.08925593
SMALL,V_TRUNC,V_ALL,m4a_DD,pp,11,3,-24.03050081,-25.44896328,2.43209855,-28.09785764,-23.08376149,5.01409615,11,-4.79258875
SMALL,V_TRUNC,V_ALL,full_Sharpe,level,11,3,0.50697671,0.49740389,0.02126172,0.47437431,0.51851890,0.04414460,-1,11.48445652
SMALL,V_TRUNC,V_ALL,full_CAGR,level,11,3,0.07766475,0.07667835,0.00422608,0.07215945,0.08099997,0.00884053,-1,8.78508140
SMALL,V_TRUNC,V_ALL,full_MaxDD,level,11,3,-0.36510517,-0.37612522,0.02374015,-0.40185639,-0.35259806,0.04925833,-1,-7.41204900
SMALL,V_TRUNC,V_ALL,oos_Sharpe,level,11,3,0.43629294,0.42460082,0.04388436,0.37756895,0.46929426,0.09172531,-1,4.75651666
SMALL,V_TRUNC,V_POSTFIX,m4b_H1,Sharpe,11,3,-0.21498113,-0.22387875,0.01752512,-0.24291167,-0.20662584,0.03628582,11,-5.92465939
SMALL,V_TRUNC,V_POSTFIX,m4b_H2,Sharpe,11,3,-0.47661588,-0.48922339,0.05638537,-0.54947382,-0.43149427,0.11797955,11,-4.03981763
SMALL,V_TRUNC,V_POSTFIX,m4b_OOS,Sharpe,11,3,-0.44589856,-0.45759117,0.04388445,-0.50462343,-0.41289749,0.09172593,11,-4.86120508
SMALL,V_TRUNC,V_POSTFIX,m4b_DD,pp,11,3,-16.28014319,-17.38216623,2.37401374,-19.95529805,-15.02944544,4.92585261,11,-3.30504067
SMALL,V_TRUNC,V_POSTFIX,m4b_CAGR,pp,11,3,-2.12442908,-2.22306585,0.42260875,-2.67495954,-1.79090161,0.88405794,11,-2.40304282
SMALL,V_TRUNC,V_POSTFIX,m4a_H1,Sharpe,11,3,-0.15852845,-0.02253028,0.15068953,-0.16040180,0.14254087,0.30294267,6,-0.52329521
SMALL,V_TRUNC,V_POSTFIX,m4a_H2,Sharpe,11,3,-0.27752133,-0.30296959,0.06383475,-0.37193073,-0.23909811,0.13283262,11,-2.08925593
SMALL,V_TRUNC,V_POSTFIX,m4a_DD,pp,11,3,-24.03050081,-25.44896328,2.43209855,-28.09785764,-23.08376149,5.01409615,11,-4.79258875
SMALL,V_TRUNC,V_POSTFIX,full_Sharpe,level,11,3,0.50697671,0.49740389,0.02126172,0.47437431,0.51851890,0.04414460,-1,11.48445652
SMALL,V_TRUNC,V_POSTFIX,full_CAGR,level,11,3,0.07766475,0.07667835,0.00422608,0.07215945,0.08099997,0.00884053,-1,8.78508140
SMALL,V_TRUNC,V_POSTFIX,full_MaxDD,level,11,3,-0.36510517,-0.37612522,0.02374015,-0.40185639,-0.35259806,0.04925833,-1,-7.41204900
SMALL,V_TRUNC,V_POSTFIX,oos_Sharpe,level,11,3,0.43629294,0.42460082,0.04388436,0.37756895,0.46929426,0.09172531,-1,4.75651666
U56,V_RAW,V_ALL,m4b_H1,Sharpe,14,14,0.24941994,0.25311090,0.00385273,0.24919965,0.26230045,0.01310080,0,19.03852827
U56,V_RAW,V_ALL,m4b_H2,Sharpe,14,14,0.29524899,0.27620221,0.02955103,0.20234431,0.29524899,0.09290468,0,3.17797744
U56,V_RAW,V_ALL,m4b_OOS,Sharpe,14,14,0.31183756,0.29682192,0.02505036,0.23483767,0.31183756,0.07699989,0,4.04984416
U56,V_RAW,V_ALL,m4b_DD,pp,14,14,1.10281136,0.85039977,0.61814657,-0.66374645,1.10281136,1.76655781,2,0.62427131
U56,V_RAW,V_ALL,m4b_CAGR,pp,14,14,5.21695733,4.98546451,0.46780925,3.83444136,5.21695733,1.38251597,0,3.77352410
U56,V_RAW,V_ALL,m4a_H1,Sharpe,14,14,-0.02124302,-0.00913833,0.02805300,-0.02194857,0.06115363,0.08310220,12,-0.25562526
U56,V_RAW,V_ALL,m4a_H2,Sharpe,14,14,-0.06046743,-0.05493292,0.02781561,-0.07500328,0.01611690,0.09112018,12,-0.66360087
U56,V_RAW,V_ALL,m4a_DD,pp,14,14,-7.07260525,-7.38416279,0.76303807,-9.25322255,-7.07260525,2.18061730,14,-3.24339592
U56,V_RAW,V_ALL,full_Sharpe,level,14,14,1.15366282,1.13097854,0.05202342,1.00281483,1.15435473,0.15153991,-1,7.61293066
U56,V_RAW,V_ALL,full_CAGR,level,14,14,0.15802776,0.15224654,0.01374706,0.11847750,0.15822690,0.03974940,-1,3.97560129
U56,V_RAW,V_ALL,full_MaxDD,level,14,14,-0.19127562,-0.19379959,0.00618150,-0.20894120,-0.19127562,0.01766558,-1,-10.82758712
U56,V_RAW,V_ALL,oos_Sharpe,level,14,14,1.18567770,1.15235441,0.07579177,0.96554970,1.18701792,0.22146822,-1,5.35371492
U56,V_RAW,V_POSTFIX,m4b_H1,Sharpe,12,12,0.24941994,0.25168667,0.00174621,0.24919965,0.25344104,0.00424139,0,58.80617094
U56,V_RAW,V_POSTFIX,m4b_H2,Sharpe,12,12,0.29524899,0.28821464,0.00286151,0.28296687,0.29524899,0.01228212,0,24.03893346
U56,V_RAW,V_POSTFIX,m4b_OOS,Sharpe,12,12,0.31183756,0.30697586,0.00319419,0.30017274,0.31183756,0.01166481,0,26.73317897
U56,V_RAW,V_POSTFIX,m4b_DD,pp,12,12,1.10281136,1.10275705,0.00003578,1.10270654,1.10281136,0.00010482,0,10521.12548182
U56,V_RAW,V_POSTFIX,m4b_CAGR,pp,12,12,5.21695733,5.17620982,0.02502352,5.12547885,5.21695733,0.09147848,0,57.02934022
U56,V_RAW,V_POSTFIX,m4a_H1,Sharpe,12,12,-0.02124302,-0.02058360,0.00085749,-0.02194857,-0.01919044,0.00275814,12,-7.70193763
U56,V_RAW,V_POSTFIX,m4a_H2,Sharpe,12,12,-0.06046743,-0.06616184,0.00421734,-0.07500328,-0.06009229,0.01491099,12,-4.05522450
U56,V_RAW,V_POSTFIX,m4a_DD,pp,12,12,-7.07260525,-7.07265381,0.00003812,-7.07270126,-7.07260525,0.00009601,12,-73664.18186275
U56,V_RAW,V_POSTFIX,full_Sharpe,level,12,12,1.15366282,1.15220467,0.00188734,1.14798000,1.15435473,0.00637474,-1,180.97413477
U56,V_RAW,V_POSTFIX,full_CAGR,level,12,12,0.15802776,0.15785742,0.00032017,0.15714673,0.15822690,0.00108017,-1,146.29837220
U56,V_RAW,V_POSTFIX,full_MaxDD,level,12,12,-0.19127562,-0.19127600,0.00000035,-0.19127644,-0.19127562,0.00000082,-1,-232619.86393522
U56,V_RAW,V_POSTFIX,oos_Sharpe,level,12,12,1.18567770,1.18327084,0.00327510,1.17594653,1.18701792,0.01107138,-1,107.09389210
U56,V_TRUNC,V_ALL,m4b_H1,Sharpe,14,14,0.24921468,0.25089436,0.00413031,0.24919965,0.26101216,0.01181251,0,21.09752216
U56,V_TRUNC,V_ALL,m4b_H2,Sharpe,14,14,0.28296757,0.27179609,0.02736807,0.20358762,0.28296816,0.07938054,0,3.56469711
U56,V_TRUNC,V_ALL,m4b_OOS,Sharpe,14,14,0.30017236,0.29099545,0.02248315,0.23487119,0.30017354,0.06530236,0,4.59665430
U56,V_TRUNC,V_ALL,m4b_DD,pp,14,14,1.10281136,0.85039977,0.61814657,-0.66374645,1.10281136,1.76655781,2,0.62427131
U56,V_TRUNC,V_ALL,m4b_CAGR,pp,14,14,5.12542732,4.94206284,0.44922992,3.83514288,5.12548860,1.29034572,0,3.97213495
U56,V_TRUNC,V_ALL,m4a_H1,Sharpe,14,14,-0.02016680,-0.00901405,0.02732274,-0.02017190,0.05791297,0.07808486,12,-0.25826775
U56,V_TRUNC,V_ALL,m4a_H2,Sharpe,14,14,-0.07500308,-0.06226697,0.03120577,-0.07500354,0.01611970,0.09112324,12,-0.82309496
U56,V_TRUNC,V_ALL,m4a_DD,pp,14,14,-7.07260525,-7.38416279,0.76303807,-9.25322255,-7.07260525,2.18061730,14,-3.24339592
U56,V_TRUNC,V_ALL,full_Sharpe,level,14,14,1.15302941,1.13169626,0.05225160,1.00290165,1.15303011,0.15012847,-1,7.68028504
U56,V_TRUNC,V_ALL,full_CAGR,level,14,14,0.15805324,0.15241773,0.01380493,0.11849910,0.15805386,0.03955475,-1,3.99580901
U56,V_TRUNC,V_ALL,full_MaxDD,level,14,14,-0.19127562,-0.19379959,0.00618150,-0.20894120,-0.19127562,0.01766558,-1,-10.82758712
U56,V_TRUNC,V_ALL,oos_Sharpe,level,14,14,1.18477216,1.15366161,0.07620867,0.96568688,1.18477386,0.21908698,-1,5.40777074
U56,V_TRUNC,V_POSTFIX,m4b_H1,Sharpe,12,12,0.24921468,0.24920817,0.00000734,0.24919965,0.24921673,0.00001708,0,14588.99438498
U56,V_TRUNC,V_POSTFIX,m4b_H2,Sharpe,12,12,0.28296757,0.28296758,0.00000040,0.28296687,0.28296816,0.00000128,0,220627.06703444
U56,V_TRUNC,V_POSTFIX,m4b_OOS,Sharpe,12,12,0.30017236,0.30017270,0.00000057,0.30017165,0.30017354,0.00000189,0,158505.93514069
U56,V_TRUNC,V_POSTFIX,m4b_DD,pp,12,12,1.10281136,1.10275705,0.00003578,1.10270654,1.10281136,0.00010482,0,10521.12548182
U56,V_TRUNC,V_POSTFIX,m4b_CAGR,pp,12,12,5.12542732,5.12545740,0.00002686,5.12542732,5.12548860,0.00006128,0,83637.22778333
U56,V_TRUNC,V_POSTFIX,m4a_H1,Sharpe,12,12,-0.02016680,-0.02016851,0.00000155,-0.02017190,-0.02016680,0.00000510,12,-3957.56523575
U56,V_TRUNC,V_POSTFIX,m4a_H2,Sharpe,12,12,-0.07500308,-0.07500304,0.00000042,-0.07500354,-0.07500235,0.00000119,12,-62765.80847214
U56,V_TRUNC,V_POSTFIX,m4a_DD,pp,12,12,-7.07260525,-7.07265381,0.00003812,-7.07270126,-7.07260525,0.00009601,12,-73664.18186275
U56,V_TRUNC,V_POSTFIX,full_Sharpe,level,12,12,1.15302941,1.15302753,0.00000230,1.15302496,1.15303011,0.00000515,-1,223994.80113330
U56,V_TRUNC,V_POSTFIX,full_CAGR,level,12,12,0.15805324,0.15805354,0.00000027,0.15805324,0.15805386,0.00000061,-1,257912.83837154
U56,V_TRUNC,V_POSTFIX,full_MaxDD,level,12,12,-0.19127562,-0.19127600,0.00000035,-0.19127644,-0.19127562,0.00000082,-1,-232619.86393522
U56,V_TRUNC,V_POSTFIX,oos_Sharpe,level,12,12,1.18477216,1.18477302,0.00000066,1.18477214,1.18477386,0.00000172,-1,688819.55641660
