form,w,param,on_pct,g_eff,CAGR,Sharpe,MaxDD,H1,H2,twin_CAGR,twin_Sharpe,twin_MaxDD,WORKS,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,p4b,p4b_fails,p4a,p4a_fails,ord_CAGR,y2020_CAGR,y2022_CAGR
SIZE,126,0.25,0.18973666441593517,0.912192628570672,0.12300896743498169,1.0226281842531666,-0.1941840524056857,1.0130862437418993,1.032448913145169,0.12954995406402592,1.0211499679596716,-0.21221479265476584,True,0.13018902927538045,1.1198836243776482,-0.19418405240568426,True,-,False,"H1,DD",0.1324374166270017,0.2384301382523797,-0.107569317149526
SIZE,126,0.4,0.18973666441593517,0.9297541028565376,0.12699326929453836,1.0332424959508735,-0.19567245500083985,1.0503582779184102,1.015693010547107,0.13203985979870536,1.0211483579508998,-0.215988018380583,True,0.132336546517958,1.1094362586380857,-0.19567245500084085,True,-,False,"H1,DD",0.13876274259907273,0.20968328713814754,-0.10850432520679287
SIZE,126,0.5,0.18973666441593517,0.941461752380448,0.1295965423307428,1.0367632611831994,-0.19889379991407985,1.0724384804901703,1.0007043327421086,0.13369455320962942,1.021147066946927,-0.21848980690271735,True,0.13369373995535083,1.0981291196139034,-0.19889379991408063,True,-,False,"H1,DD",0.1429584606598433,0.19052773014401114,-0.1092032392277289
SIZE,126,0.6,0.18973666441593517,0.9531694019043583,0.1321569636967721,1.0377069684357296,-0.20234320928939642,1.0923265963513453,0.9832975237523873,0.13534881658582232,1.0211456225427904,-0.2209863714350322,True,0.13499086357431045,1.0839786958171609,-0.2023432092893953,False,DD,False,"H1,DD",0.14713684641550095,0.1713884184807819,-0.10996247826706773
SIZE,126,0.75,0.18973666441593517,0.9707308761902239,0.13591628958465574,1.0348726867009128,-0.20757636076098263,1.1181689128766121,0.9538218909447054,0.13782231196604622,1.0211431379147604,-0.22471081050088038,True,0.13682301332024838,1.058613470145852,-0.20757636076098274,False,DD,False,"H1,H2,DD",0.15337117318137294,0.14272647161774077,-0.1112141621733922
SIZE,126,0.9,0.18973666441593517,0.9882923504760895,0.13957672584554404,1.027777135502655,-0.21706076717795875,1.1394742129507618,0.9217578934126898,0.14030890811074626,1.0211402514442702,-0.2284447750092633,True,0.13851767788511382,1.0297968725291156,-0.21706076717795864,False,DD,False,"H1,H2,DD",0.15956455761476862,0.11414312637030033,-0.11260080526378513
GATE,252,0.5,0.1656538374971866,0.9171730812514067,0.14021708711942438,1.1537944792853247,-0.15106525419372918,1.2097254290075874,1.0972962861722058,0.1302574089816959,1.0211495507438304,-0.2132879361906741,True,0.14285956767027752,1.2079947450814668,-0.15106525419372974,True,-,False,"H1,DD",0.15316624907990906,0.17402277056785653,-0.07267504915412093
SIZE,252,0.1,0.1656538374971866,0.9151992464777944,0.13555504521947492,1.1259783164079815,-0.1659037779575403,1.1905276539650091,1.0590047656055392,0.12997443586291357,1.0211497204905713,-0.21285879353108872,True,0.13646075654444045,1.1839560406942413,-0.16590377795754108,True,-,False,"H1,DD",0.14512530763802522,0.24132958364351054,-0.09004049793325997
SIZE,252,0.25,0.1656538374971866,0.9293327053981619,0.13687752175188383,1.1207292685656856,-0.17032938923798469,1.192885107666277,1.0463416294418477,0.13196913697262214,1.0211484096965846,-0.2158809878654303,True,0.1373086940532331,1.1701018545426183,-0.17032938923798657,True,-,False,"H1,DD",0.14834581990520657,0.21736804076601635,-0.09351265433561406
SIZE,252,0.4,0.1656538374971866,0.9434661643185295,0.13809899366323042,1.109299695905038,-0.17659057434733294,1.1911780818726867,1.0258505903128388,0.13397736402139948,1.0211468309300376,-0.21891694009247897,True,0.13802590320640684,1.1477444098468712,-0.17659057434733216,True,-,False,"H1,DD",0.15151521135005908,0.19321153433777583,-0.0971697226978816
SIZE,252,0.5,0.1656538374971866,0.9528884702654413,0.13885686171823353,1.0986901433082021,-0.1815381402875369,1.1879441711479242,1.0086758711121586,0.13530640505905867,1.0211456616993717,-0.22092242217246272,True,0.13843099407917103,1.128996539817728,-0.1815381402875369,True,-,False,"H1,DD",0.15359945675696407,0.17701154578575928,-0.09970937450314932
SIZE,252,0.6,0.1656538374971866,0.962310776212353,0.13956933932173676,1.0860395660978803,-0.18851166415276477,1.183170060614594,0.9893106925104116,0.13663515986077623,1.0211443777251454,-0.22292453565301174,True,0.1387773510565018,1.1078330003199328,-0.188511664152764,True,-,False,"H1,DD",0.15566055908206877,0.16074380969694868,-0.10232949570513006
SIZE,252,0.75,0.1656538374971866,0.9764442351327206,0.14055251085816733,1.0639176071983887,-0.1989822769136539,1.1734056336720589,0.9572768974650281,0.1386277448324711,1.0211422433676596,-0.22592139586654114,True,0.13918620735826903,1.0727558114084188,-0.1989822769136541,True,-,False,"H1,H2,DD",0.15870844922180538,0.1362314478952178,-0.10640897370231761
SIZE,252,0.9,0.1656538374971866,0.9905776940530882,0.14143242728051253,1.0389265754664483,-0.21662637321620448,1.1609277624222158,0.9230364512877042,0.14063378266845872,1.0211398458000023,-0.22893186615672,True,0.1394614899826092,1.035162117281586,-0.21662637321620493,False,DD,False,"H1,H2,DD",0.16170331564677531,0.11160822536693149,-0.11066536139470873
GATE,504,0.5,0.15079900967814538,0.9246004951609273,0.14101176461764298,1.1501293306943645,-0.16869621482271746,1.2096956556296763,1.0889900630212055,0.13130430434665064,1.0211488776621924,-0.21487443412453988,True,0.1437056100518348,1.214301447285055,-0.16869621482271768,True,-,False,"H1,DD",0.15886024764145001,0.1175937481443059,-0.08676848431627271
SIZE,504,0.1,0.15079900967814538,0.9243153709829643,0.14166440996668728,1.1588748824386943,-0.17789585151005405,1.1763889911113463,1.1409435902118856,0.13126186590719224,1.021148906487306,-0.21481015735299425,True,0.1481905342219163,1.2654576953171728,-0.1289449528326917,True,-,False,"H1,DD",0.15253187601114093,0.21576214612732958,-0.0764908963319707
SIZE,504,0.25,0.15079900967814538,0.9369294758191371,0.141941705381059,1.1459389462068825,-0.17322292791681138,1.179047682208636,1.1117309075234845,0.13304404081603027,1.021147593321186,-0.21750682122352405,True,0.14705711165622226,1.2350444565582575,-0.14269468497200344,True,-,False,"H1,DD",0.15450866271579566,0.19634481252280733,-0.0823513533562179
SIZE,504,0.4,0.15079900967814538,0.9495435806553096,0.14212839118213827,1.1278399075215342,-0.1686017993905281,1.178649470546249,1.075764591531533,0.1348257206124499,1.0211460963119274,-0.22019742404415799,True,0.1458026862640669,1.1972640022534147,-0.1569111946556382,True,-,False,"H1,DD",0.15643770154090308,0.176626078262482,-0.08834567787731729
SIZE,504,0.5,0.15079900967814538,0.9579529838794248,0.14220232096934882,1.1133164076557194,-0.1670158697826205,1.1767893351769,1.0489428865236623,0.13602736106865487,1.0211449792579748,-0.22200909307769134,True,0.14489906652048856,1.1689262095204385,-0.1670158697826214,True,-,False,"H1,DD",0.15769704669489415,0.16332284271395725,-0.09241476116382419
SIZE,504,0.6,0.15079900967814538,0.9663623871035397,0.14223569581652162,1.0971379312591105,-0.17704835572303945,1.1737395418462704,1.0204814633924069,0.13721463257121425,1.0211437846863711,-0.2237967435569288,True,0.14394149886744234,1.1387335609926643,-0.17704835572303979,True,-,False,"H1,DD",0.15893493968391792,0.1499006993382377,-0.09654107117064148
SIZE,504,0.75,0.15079900967814538,0.9789764919397124,0.1422094663525979,1.0703565777181387,-0.19491071299971696,1.1671138330620012,0.9758167044482162,0.13899509900441687,1.021141822866791,-0.2264731821627155,True,0.14240384611576196,1.0911328381869483,-0.19491071299971707,True,-,False,"H1,DD",0.16075135521280348,0.1295576893732906,-0.10283581065626146
SIZE,504,0.9,0.15079900967814538,0.991590596775885,0.14209133952524788,1.0413342866528488,-0.21657637000334873,1.158288496644589,0.9300967047704192,0.1407750268207033,1.0211396677951452,-0.22914358221960807,True,0.14074442612944282,1.042162048258707,-0.21657637000334817,False,DD,False,"H1,H2,DD",0.16251898690584343,0.10898094385201529,-0.10925406835674534
GATE,756,0.5,0.12086428089128967,0.9395678595543552,0.13446076107763827,1.074926142316338,-0.18153170083537873,1.1111444550301253,1.0376847968984624,0.13342587133965145,1.0211472872914242,-0.21808388898282138,True,0.14052528511400708,1.1619459144743294,-0.15111321518579834,True,-,False,"H1,DD",0.14905365750552946,0.13958419258991972,-0.07592652147291024
SIZE,756,0.1,0.12086428089128967,0.9405569835406592,0.13531915223543334,1.0793318500337614,-0.18109128367263072,1.1486364754615506,1.0082766400414602,0.13356728426766762,1.0211471718677125,-0.21829754716758543,True,0.13713603766920746,1.1338234473679534,-0.17576275571481648,True,-,False,"H1,DD",0.1482596412844739,0.2024896450555591,-0.10316723259992666
SIZE,756,0.25,0.12086428089128967,0.9504641529505493,0.13659618339752289,1.0777251718738996,-0.18260426460619095,1.1546262913136127,0.9994848982897161,0.13496710225434838,1.0211459699909349,-0.22041070454388167,True,0.13777035138330174,1.1232352327909296,-0.18260426460619084,True,-,False,"H1,DD",0.15089916086187594,0.18550404385892572,-0.1047746260560325
SIZE,756,0.4,0.12086428089128967,0.9603713223604393,0.13780585957482905,1.0723298183177894,-0.18942219140911754,1.1582389794456587,0.9859030749683618,0.13636660501560893,1.0211446459574358,-0.22252012463636683,True,0.13831406750789865,1.107441701373163,-0.1894221914091182,True,-,False,"H1,DD",0.15351050448320502,0.16813031093800235,-0.1064349964275011
SIZE,756,0.5,0.12086428089128967,0.9669761019670328,0.1385746565821011,1.0668104299426746,-0.19395420920698814,1.1593738974075984,0.9745655155017195,0.13729942872990453,1.0211436957926288,-0.22392433004228807,True,0.1386259094894149,1.0944277575453694,-0.19395420920698836,True,-,False,"H1,DD",0.15523564875964735,0.15634173583418343,-0.10757118961250745
SIZE,756,0.6,0.12086428089128967,0.9735808815736262,0.13931316341811595,1.0599010746092439,-0.19847549929493802,1.1595327726575833,0.9616885203320166,0.13823210730878732,1.0211426882108343,-0.22532687685283226,True,0.13889702590174635,1.0797347402188886,-0.19847549929493846,True,-,False,"H1,H2,DD",0.15694812331067332,0.14439502172749719,-0.10873069760601317
SIZE,756,0.75,0.12086428089128967,0.9834880509835163,0.14036381015791655,1.0472310951490624,-0.2052371085906971,1.1580364654123423,0.9400299627973059,0.13963085014112586,1.021141076299167,-0.22742758931972984,True,0.13922692346291976,1.055132926839646,-0.205237108590697,False,DD,False,"H1,H2,DD",0.1594929511885783,0.12619114332863712,-0.11051346614451918
SIZE,756,0.9,0.12086428089128967,0.9933952203934068,0.14134547399684294,1.0322170852766561,-0.21661391125414375,1.1546057188515177,0.9162723857355077,0.14102925747782646,1.0211393438372391,-0.22952457539200177,True,0.13946410395673792,1.0282272559653387,-0.21661391125414353,False,DD,False,"H1,H2,DD",0.16200894293219803,0.10766421902686618,-0.11234815008049248
GATE,1008,0.5,0.1003826243529147,0.9498086878235427,0.14061507300854692,1.1066540340010425,-0.15111321518579846,1.1477806308164695,1.0637451521317371,0.13486813544187237,1.0211460585453331,-0.22026141219809936,True,0.14272118483423135,1.1878600968794144,-0.15111321518579834,True,-,False,"H1,DD",0.15653819804392555,0.13151251998564106,-0.07496189930826713
SIZE,1008,0.1,0.1003826243529147,0.9499666645861585,0.1386788526147824,1.088951140339969,-0.1737393404135691,1.1686624381404789,1.004850935020692,0.13489641183396883,1.021146033302584,-0.22030406906068734,True,0.1358736605526032,1.1317065504730621,-0.17373934041356864,True,-,False,"H1,DD",0.15316823423574522,0.18360290789141875,-0.10198300989934572
SIZE,1008,0.25,0.1003826243529147,0.9583055538217987,0.13937730559568706,1.0845885100360606,-0.18092834598109875,1.1681469245194034,0.9970828038177859,0.13606976758891953,1.0211449379702122,-0.22207298402509013,True,0.13672657231718044,1.1219403646973465,-0.18092834598109864,True,-,False,"H1,DD",0.1549696340019333,0.17002270952421616,-0.10378573427225979
SIZE,1008,0.4,0.1003826243529147,0.9666444430574389,0.1400157040181298,1.0770022710850482,-0.18808967649857844,1.1666371081020743,0.9842686840045985,0.13724289809278467,1.021143755120937,-0.22383927390847191,True,0.13748567004894197,1.106696581101358,-0.18808967649857855,True,-,False,"H1,DD",0.15675072070804297,0.15595466935017344,-0.10564230554440956
SIZE,1008,0.5,0.1003826243529147,0.9722037025478659,0.14040776138979405,1.070302582552193,-0.19284835168613668,1.1650923776871265,0.9733284189167594,0.13803427858856776,1.0211429065684374,-0.22502950547216172,True,0.13793928862780547,1.09392939943176,-0.1928483516861368,True,-,False,"H1,DD",0.15792678259182802,0.14631316400275396,-0.10690976270531938
SIZE,1008,0.6,0.1003826243529147,0.9777629620382926,0.14077285745289814,1.0624086749803832,-0.1975944734847499,1.1631289239556208,0.960777781839669,0.13882555372815175,1.0211420177074737,-0.22621854351805826,True,0.13835071605402316,1.0794106254249527,-0.19759447348475034,True,-,False,"H1,H2,DD",0.15909375024721784,0.13646727459359353,-0.1082008913288447
SIZE,1008,0.75,0.1003826243529147,0.9861018512739328,0.1412697022462428,1.0485710766754848,-0.20468990213414529,1.159423989299837,0.9395126432172807,0.13999814134642796,1.0211406328201986,-0.2279786736165944,True,0.13888830144986164,1.0549755273328898,-0.20468990213414628,False,DD,False,"H1,H2,DD",0.16082709249742377,0.12132642801651183,-0.1101817330545608
SIZE,1008,0.9,0.1003826243529147,0.9944407405095731,0.14170523976402016,1.032681014534739,-0.21690569432796936,1.1548459518025038,0.9160772616500626,0.14117049182103703,1.0211391619147328,-0.22973618508219062,True,0.1393297939694762,1.0281723482450684,-0.21690569432796902,False,DD,False,"H1,H2,DD",0.16253982507220632,0.10575481027753875,-0.1122152243531287
