panel,era,k,mu,n_obs,cover,n_dates
U56,OOS,39,0.004038556833076961,321,0.6369047619047619,504
U56,OOS,40,0.002420584757956438,299,0.5932539682539683,504
B136,FULL,1,0.00336082962871192,920,1.0,920
B136,FULL,2,0.0030447002251035664,920,1.0,920
B136,FULL,3,0.001753272551917619,920,1.0,920
B136,FULL,4,0.0014866462913764992,919,0.9989130434782608,920
B136,FULL,5,0.0022537382288221517,919,0.9989130434782608,920
B136,FULL,6,0.0013510922993270028,918,0.9978260869565218,920
B136,FULL,7,0.0012572941209993613,917,0.9967391304347826,920
B136,FULL,8,0.00293101098436819,914,0.9934782608695653,920
B136,FULL,9,0.0025216002097002113,912,0.991304347826087,920
B136,FULL,10,0.002492688962418119,910,0.9891304347826086,920
B136,FULL,11,0.0032311906074811367,909,0.9880434782608696,920
B136,FULL,12,0.0047367278486150355,907,0.9858695652173913,920
B136,FULL,13,0.003116309114849577,905,0.9836956521739131,920
B136,FULL,14,0.002451380900988842,903,0.9815217391304348,920
B136,FULL,15,0.0024033951310592373,903,0.9815217391304348,920
B136,FULL,16,0.0032737569056283835,903,0.9815217391304348,920
B136,FULL,17,0.0022937858216465663,903,0.9815217391304348,920
B136,FULL,18,0.0032172816767546985,901,0.9793478260869565,920
B136,FULL,19,0.0031346211379282528,900,0.9782608695652174,920
B136,FULL,20,0.0025751660013694664,898,0.9760869565217392,920
B136,FULL,21,0.003246245357052066,897,0.975,920
B136,FULL,22,0.00321915655546025,896,0.9739130434782609,920
B136,FULL,23,0.001923942366964197,896,0.9739130434782609,920
B136,FULL,24,0.004328229308163963,895,0.9728260869565217,920
B136,FULL,25,0.0021522988620025834,895,0.9728260869565217,920
B136,FULL,26,0.0035518535170020993,892,0.9695652173913043,920
B136,FULL,27,0.001267960767582362,891,0.9684782608695652,920
B136,FULL,28,0.003849421563956424,889,0.966304347826087,920
B136,FULL,29,0.0029760966846747445,887,0.9641304347826087,920
B136,FULL,30,0.0028163039911611024,885,0.9619565217391305,920
B136,FULL,31,0.0020562896561699138,882,0.9586956521739131,920
B136,FULL,32,0.0014991560503507325,876,0.9521739130434783,920
B136,FULL,33,0.0017132498123713711,874,0.95,920
B136,FULL,34,0.0028317958003535267,870,0.9456521739130435,920
B136,FULL,35,0.002810259855742673,864,0.9391304347826087,920
B136,FULL,36,0.0031215748051387636,862,0.9369565217391305,920
B136,FULL,37,0.0042117288333702475,860,0.9347826086956522,920
B136,FULL,38,0.0036290697730881815,860,0.9347826086956522,920
B136,FULL,39,0.0034164547500560327,858,0.9326086956521739,920
B136,FULL,40,0.0014225937711496734,856,0.9304347826086956,920
B136,IS,1,0.0033425879189068796,416,1.0,416
B136,IS,2,0.002818862933138005,416,1.0,416
B136,IS,3,0.002942499301669681,416,1.0,416
B136,IS,4,0.0011268057006423788,416,1.0,416
B136,IS,5,0.002388472532825322,416,1.0,416
B136,IS,6,0.0034467777487800265,416,1.0,416
B136,IS,7,0.0009964970734443264,416,1.0,416
B136,IS,8,0.002738826667371448,414,0.9951923076923077,416
B136,IS,9,0.0027025653637909775,413,0.9927884615384616,416
B136,IS,10,0.0027905287035915557,411,0.9879807692307693,416
B136,IS,11,0.004930955137719465,410,0.9855769230769231,416
B136,IS,12,0.005091409847890308,409,0.9831730769230769,416
B136,IS,13,0.0025414998566388883,407,0.9783653846153846,416
B136,IS,14,0.0038009161788529707,405,0.9735576923076923,416
B136,IS,15,0.004251635179006583,405,0.9735576923076923,416
B136,IS,16,0.002680514790660333,405,0.9735576923076923,416
B136,IS,17,0.0029661140389532067,405,0.9735576923076923,416
B136,IS,18,0.003524075168722413,404,0.9711538461538461,416
B136,IS,19,0.0027058516501044048,404,0.9711538461538461,416
B136,IS,20,0.003944818803876016,404,0.9711538461538461,416
B136,IS,21,0.0049509438670185275,404,0.9711538461538461,416
B136,IS,22,0.004097951554278086,403,0.96875,416
B136,IS,23,0.002727453870854496,403,0.96875,416
B136,IS,24,0.003088282637993353,402,0.9663461538461539,416
B136,IS,25,0.003935920975150814,402,0.9663461538461539,416
B136,IS,26,0.0021465912458789823,401,0.9639423076923077,416
B136,IS,27,0.0023441909050205176,401,0.9639423076923077,416
B136,IS,28,0.00525140146534303,401,0.9639423076923077,416
B136,IS,29,0.00391651715058543,401,0.9639423076923077,416
B136,IS,30,0.004933880549479502,400,0.9615384615384616,416
B136,IS,31,0.00223943829658819,398,0.9567307692307693,416
B136,IS,32,0.001293871460395023,395,0.9495192307692307,416
B136,IS,33,0.0026332228862776573,394,0.9471153846153846,416
B136,IS,34,0.002610093693581192,391,0.9399038461538461,416
B136,IS,35,0.0028773743767816717,386,0.9278846153846154,416
B136,IS,36,0.003776614985996208,385,0.9254807692307693,416
B136,IS,37,0.003669065721383116,384,0.9230769230769231,416
B136,IS,38,0.00431748170462543,384,0.9230769230769231,416
B136,IS,39,0.004639353813504668,382,0.9182692307692307,416
B136,IS,40,0.0019563257457561856,381,0.9158653846153846,416
B136,OOS,1,0.0033758862780748095,504,1.0,504
B136,OOS,2,0.0032311056089481577,504,1.0,504
B136,OOS,3,0.0007716885679952821,504,1.0,504
B136,OOS,4,0.001784248052301736,503,0.998015873015873,504
B136,OOS,5,0.0021423078700441825,503,0.998015873015873,504
B136,OOS,6,-0.00038557134006036347,502,0.996031746031746,504
B136,OOS,7,0.0014738441644781928,501,0.9940476190476191,504
B136,OOS,8,0.0030901395988414924,500,0.9920634920634921,504
B136,OOS,9,0.002371823438879597,499,0.9900793650793651,504
B136,OOS,10,0.0022473740653794765,499,0.9900793650793651,504
B136,OOS,11,0.0018345904924556562,499,0.9900793650793651,504
B136,OOS,12,0.004445432792985345,498,0.9880952380952381,504
B136,OOS,13,0.003586082946359116,498,0.9880952380952381,504
B136,OOS,14,0.001353867271400544,498,0.9880952380952381,504
B136,OOS,15,0.0009003083450779629,498,0.9880952380952381,504
B136,OOS,16,0.003756212842499992,498,0.9880952380952381,504
B136,OOS,17,0.0017470128738369492,498,0.9880952380952381,504
B136,OOS,18,0.002967896222519373,497,0.9861111111111112,504
B136,OOS,19,0.0034838608013976775,496,0.9841269841269841,504
B136,OOS,20,0.0014550450859592513,494,0.9801587301587301,504
B136,OOS,21,0.0018492916085197124,493,0.9781746031746031,504
B136,OOS,22,0.0025007906639316745,493,0.9781746031746031,504
B136,OOS,23,0.0012671165331552914,493,0.9781746031746031,504
B136,OOS,24,0.005339301440838579,493,0.9781746031746031,504
B136,OOS,25,0.0006979051713624444,493,0.9781746031746031,504
B136,OOS,26,0.004699532072440735,491,0.9742063492063492,504
B136,OOS,27,0.0003872091653115451,490,0.9722222222222222,504
B136,OOS,28,0.0026973848007268565,488,0.9682539682539683,504
B136,OOS,29,0.002200153049221689,486,0.9642857142857143,504
B136,OOS,30,0.001069849097702629,485,0.9623015873015873,504
B136,OOS,31,0.0019056839559912489,484,0.9603174603174603,504
B136,OOS,32,0.001667736950626211,481,0.9543650793650794,504
B136,OOS,33,0.0009581052475399611,480,0.9523809523809523,504
B136,OOS,34,0.0030127676662157037,479,0.9503968253968254,504
B136,OOS,35,0.002756062773899465,478,0.9484126984126984,504
B136,OOS,36,0.002592873610945648,477,0.9464285714285714,504
B136,OOS,37,0.0046495074783346555,476,0.9444444444444444,504
B136,OOS,38,0.003073712248486704,476,0.9444444444444444,504
B136,OOS,39,0.0024350525604817075,476,0.9444444444444444,504
B136,OOS,40,0.0009944845452021344,475,0.9424603174603174,504
SMALL716,FULL,1,0.000562574939862509,816,1.0,816
SMALL716,FULL,2,0.031207449296913867,814,0.9975490196078431,816
SMALL716,FULL,3,0.002155617926776636,813,0.9963235294117647,816
SMALL716,FULL,4,0.003018016098720607,812,0.9950980392156863,816
SMALL716,FULL,5,0.003996530599890157,812,0.9950980392156863,816
SMALL716,FULL,6,0.003689530766890342,812,0.9950980392156863,816
SMALL716,FULL,7,0.0034479557623052813,812,0.9950980392156863,816
SMALL716,FULL,8,-0.000453403732076064,812,0.9950980392156863,816
SMALL716,FULL,9,0.002042525116182808,812,0.9950980392156863,816
SMALL716,FULL,10,0.0035224534090422368,812,0.9950980392156863,816
SMALL716,FULL,11,0.0008535837375078698,811,0.9938725490196079,816
SMALL716,FULL,12,0.0010769849905841425,810,0.9926470588235294,816
SMALL716,FULL,13,0.0018923818069098532,810,0.9926470588235294,816
SMALL716,FULL,14,0.0011251731924559773,810,0.9926470588235294,816
SMALL716,FULL,15,0.0011438346875673492,810,0.9926470588235294,816
SMALL716,FULL,16,0.002317118347654584,810,0.9926470588235294,816
SMALL716,FULL,17,0.0006573873292606409,810,0.9926470588235294,816
SMALL716,FULL,18,0.0006131158538861646,810,0.9926470588235294,816
SMALL716,FULL,19,0.0017635058350110745,810,0.9926470588235294,816
SMALL716,FULL,20,0.0013296417852175246,810,0.9926470588235294,816
SMALL716,FULL,21,-5.454508005269076e-05,810,0.9926470588235294,816
SMALL716,FULL,22,0.005085208884538496,810,0.9926470588235294,816
SMALL716,FULL,23,0.004000671049761007,810,0.9926470588235294,816
SMALL716,FULL,24,-0.0004460364370377582,810,0.9926470588235294,816
SMALL716,FULL,25,0.000940384504781722,809,0.991421568627451,816
SMALL716,FULL,26,0.003073167461494825,809,0.991421568627451,816
SMALL716,FULL,27,0.0036637195489321564,808,0.9901960784313726,816
SMALL716,FULL,28,0.0020078934186418367,808,0.9901960784313726,816
SMALL716,FULL,29,0.004028015999114911,808,0.9901960784313726,816
SMALL716,FULL,30,0.0034611668306835045,808,0.9901960784313726,816
SMALL716,FULL,31,0.003474401911919283,808,0.9901960784313726,816
SMALL716,FULL,32,0.0033296442803617773,808,0.9901960784313726,816
SMALL716,FULL,33,0.001431965423310319,808,0.9901960784313726,816
SMALL716,FULL,34,-0.0006261763439382276,808,0.9901960784313726,816
SMALL716,FULL,35,0.001495784103648678,807,0.9889705882352942,816
SMALL716,FULL,36,0.00013782812491041312,807,0.9889705882352942,816
SMALL716,FULL,37,0.003888128962601214,807,0.9889705882352942,816
SMALL716,FULL,38,0.0025226461884059106,807,0.9889705882352942,816
SMALL716,FULL,39,0.0004498077263598418,806,0.9877450980392157,816
SMALL716,FULL,40,0.0038679808775239767,806,0.9877450980392157,816
SMALL716,IS,1,-0.001829762283708118,312,1.0,312
SMALL716,IS,2,0.005742916686325089,312,1.0,312
SMALL716,IS,3,0.0005750449171353314,312,1.0,312
SMALL716,IS,4,0.005314201073993286,312,1.0,312
SMALL716,IS,5,0.007071877131967558,312,1.0,312
SMALL716,IS,6,0.0054220027637084745,312,1.0,312
SMALL716,IS,7,0.0048450612708126175,312,1.0,312
SMALL716,IS,8,0.0007236925848069892,312,1.0,312
SMALL716,IS,9,0.0002500100210090043,312,1.0,312
SMALL716,IS,10,0.003721340517873729,312,1.0,312
SMALL716,IS,11,7.839654001523533e-05,312,1.0,312
SMALL716,IS,12,0.0013170813775606105,312,1.0,312
SMALL716,IS,13,0.0025528761236431083,312,1.0,312
SMALL716,IS,14,0.0030279241127377453,312,1.0,312
SMALL716,IS,15,0.0026301615639192813,312,1.0,312
SMALL716,IS,16,0.0006571090579913461,312,1.0,312
SMALL716,IS,17,0.002074521522971806,312,1.0,312
SMALL716,IS,18,0.0015505780822520933,312,1.0,312
SMALL716,IS,19,-0.00012985610941837657,312,1.0,312
SMALL716,IS,20,0.0031315951212219557,312,1.0,312
SMALL716,IS,21,0.0007862385576235628,312,1.0,312
SMALL716,IS,22,0.005300574696693104,312,1.0,312
SMALL716,IS,23,0.004704652008116987,312,1.0,312
SMALL716,IS,24,-0.0005297026838718019,312,1.0,312
SMALL716,IS,25,0.0011928134875283274,312,1.0,312
SMALL716,IS,26,0.005629290269528082,312,1.0,312
SMALL716,IS,27,0.0049901755992224255,312,1.0,312
SMALL716,IS,28,0.0025350817229021607,312,1.0,312
SMALL716,IS,29,0.002666276305526947,312,1.0,312
SMALL716,IS,30,0.0034786305882705537,312,1.0,312
SMALL716,IS,31,0.004929079476263192,312,1.0,312
SMALL716,IS,32,0.0033536559364167884,312,1.0,312
SMALL716,IS,33,-0.0020358116029980063,312,1.0,312
SMALL716,IS,34,0.0033285011658625427,312,1.0,312
SMALL716,IS,35,-5.0937214839105026e-05,312,1.0,312
SMALL716,IS,36,1.0428954977405918e-05,312,1.0,312
SMALL716,IS,37,0.005030953748987915,312,1.0,312
SMALL716,IS,38,0.001207101495135434,312,1.0,312
SMALL716,IS,39,0.001897860147110219,312,1.0,312
SMALL716,IS,40,0.0019034014589935661,312,1.0,312
SMALL716,OOS,1,0.002043545602072897,504,1.0,504
SMALL716,OOS,2,0.04703401139751884,502,0.996031746031746,504
SMALL716,OOS,3,0.003139926866912538,501,0.9940476190476191,504
SMALL716,OOS,4,0.001585196674150455,500,0.9920634920634921,504
SMALL716,OOS,5,0.00207751436387386,500,0.9920634920634921,504
SMALL716,OOS,6,0.002608468240875828,500,0.9920634920634921,504
SMALL716,OOS,7,0.0025761619249967042,500,0.9920634920634921,504
SMALL716,OOS,8,-0.0011879118338110892,500,0.9920634920634921,504
SMALL716,OOS,9,0.0031610545355712618,500,0.9920634920634921,504
SMALL716,OOS,10,0.0033983478531313858,500,0.9920634920634921,504
SMALL716,OOS,11,0.001338269921110479,499,0.9900793650793651,504
SMALL716,OOS,12,0.0009265631577796083,498,0.9880952380952381,504
SMALL716,OOS,13,0.0014785781385950427,498,0.9880952380952381,504
SMALL716,OOS,14,-6.691172145549144e-05,498,0.9880952380952381,504
SMALL716,OOS,15,0.00021264194575650015,498,0.9880952380952381,504
SMALL716,OOS,16,0.003357124167684565,498,0.9880952380952381,504
SMALL716,OOS,17,-0.0002304557800523779,498,0.9880952380952381,504
SMALL716,OOS,18,2.579012045208861e-05,498,0.9880952380952381,504
SMALL716,OOS,19,0.002949708498990972,498,0.9880952380952381,504
SMALL716,OOS,20,0.00020070716507017048,498,0.9880952380952381,504
SMALL716,OOS,21,-0.0005813010940185363,498,0.9880952380952381,504
SMALL716,OOS,22,0.004950280905839224,498,0.9880952380952381,504
SMALL716,OOS,23,0.003559622738501837,498,0.9880952380952381,504
SMALL716,OOS,24,-0.00039361902938269474,498,0.9880952380952381,504
SMALL716,OOS,25,0.0007819180206430087,497,0.9861111111111112,504
SMALL716,OOS,26,0.001468518938141956,497,0.9861111111111112,504
SMALL716,OOS,27,0.0028293359043947293,496,0.9841269841269841,504
SMALL716,OOS,28,0.0016762749691877617,496,0.9841269841269841,504
SMALL716,OOS,29,0.00488459419346863,496,0.9841269841269841,504
SMALL716,OOS,30,0.0034501815638142315,496,0.9841269841269841,504
SMALL716,OOS,31,0.0025593627988642433,496,0.9841269841269841,504
SMALL716,OOS,32,0.0033145401741336254,496,0.9841269841269841,504
SMALL716,OOS,33,0.0036133090366332987,496,0.9841269841269841,504
SMALL716,OOS,34,-0.003113796067845164,496,0.9841269841269841,504
SMALL716,OOS,35,0.002470687237725826,495,0.9821428571428571,504
SMALL716,OOS,36,0.00021812820777727823,495,0.9821428571428571,504
SMALL716,OOS,37,0.0031678030366362625,495,0.9821428571428571,504
SMALL716,OOS,38,0.003351837995073363,495,0.9821428571428571,504
SMALL716,OOS,39,-0.0004647516972719755,494,0.9801587301587301,504
SMALL716,OOS,40,0.005108767878701079,494,0.9801587301587301,504
