driver,dial,outcome,record_sign,note,panel,tape,rho_observed,rho_controlled,seed_spread,n_ctl_seeds_ok,sign_obs,sign_ctl,RESOLVABLE,REVERSES,attenuation,obs_matches_record
D_GROSS,gross,absMaxDD,1,gross -> |MaxDD| (an IDENTITY; CALIBRATION case),SMALL,T_FACTOR,0.9881829801412775,0.9881829801412775,0.06508989689553313,3,1,1,True,False,1.0,True
D_CAD,cad_num,ann_turnover,-1,cadence W(1)->M(0) -> turnover (931's rebate),U56,T_IID,0.2806834542541783,0.3421664966146173,0.025395169670616113,3,1,1,True,False,0.8203125000000001,False
D_CAD,cad_num,ann_turnover,-1,cadence W(1)->M(0) -> turnover (931's rebate),U56,T_BLOCK,0.2806834542541783,0.29137615727338506,0.03207810905762032,3,1,1,True,False,0.9633027522935781,False
D_CAD,cad_num,ann_turnover,-1,cadence W(1)->M(0) -> turnover (931's rebate),U56,T_FACTOR,0.2806834542541783,0.23791264217735109,0.09890750292766279,3,1,1,True,False,1.1797752808988766,False
D_CAD,cad_num,ann_turnover,-1,cadence W(1)->M(0) -> turnover (931's rebate),B136,T_IID,0.2218735876485409,0.2619712239705664,0.006682939387004205,3,1,1,True,False,0.846938775510204,False
D_CAD,cad_num,ann_turnover,-1,cadence W(1)->M(0) -> turnover (931's rebate),B136,T_BLOCK,0.2218735876485409,0.2526151088287604,0.0200488181610127,3,1,1,True,False,0.8783068783068783,False
D_CAD,cad_num,ann_turnover,-1,cadence W(1)->M(0) -> turnover (931's rebate),B136,T_FACTOR,0.2218735876485409,,,0,1,0,False,False,,False
D_CAD,cad_num,ann_turnover,-1,cadence W(1)->M(0) -> turnover (931's rebate),SMALL,T_IID,0.2218735876485409,0.31944450269880287,0.0053463515096033865,3,1,1,True,False,0.694560669456067,False
D_CAD,cad_num,ann_turnover,-1,cadence W(1)->M(0) -> turnover (931's rebate),SMALL,T_BLOCK,0.2218735876485409,0.2325662906677477,0.02539516967061614,3,1,1,True,False,0.9540229885057471,False
D_CAD,cad_num,ann_turnover,-1,cadence W(1)->M(0) -> turnover (931's rebate),SMALL,T_FACTOR,0.2218735876485409,0.22454676340334262,0.00801952726440508,3,1,1,True,False,0.988095238095238,False
