universe,sleeve,book,n_assets,corr,corr_IS
u56,S9,top20,9,0.8195327609049041,0.8350035900166316
u56,S9,ewall,9,0.8002230245604617,0.8189112938246504
u56,S9,SPY,9,0.6351666774399947,0.6070489936886457
u56,X_GDX,v1,1,0.2667488838642448,0.2540299900141249
u56,X_GDX,top20,1,0.33772537568470556,0.3461712008508265
u56,X_GDX,ewall,1,0.3242032129354993,0.3425188080859745
u56,X_GDX,SPY,1,0.19075305647428734,0.1989112773170328
u56,X_USO,v1,1,0.19539375416519453,0.2657720249031198
u56,X_USO,top20,1,0.22240424291228394,0.35935929896207053
u56,X_USO,ewall,1,0.24788444162798723,0.369010270206231
u56,X_USO,SPY,1,0.13468125842222403,0.31395274316820887
u56,X_SLV,v1,1,0.2573907846523599,0.27518563308743943
u56,X_SLV,top20,1,0.30927069639789145,0.3314238985785236
u56,X_SLV,ewall,1,0.2830581273352968,0.32321568716371835
u56,X_SLV,SPY,1,0.16377631010579408,0.16660999159854864
u56,X_UNG,v1,1,0.023242052173079675,-0.03876184965380091
u56,X_UNG,top20,1,0.044079100028204775,-0.002197039510203003
u56,X_UNG,ewall,1,0.07734064575316198,0.0037780827633468197
u56,X_UNG,SPY,1,0.03755994043162768,-0.012112260018546834
u56,X_TLT,v1,1,-0.00032925932775588595,-0.05704114952133149
u56,X_TLT,top20,1,-0.18060618017832392,-0.2777305982882938
u56,X_TLT,ewall,1,-0.17319080239409915,-0.286285454436924
u56,X_TLT,SPY,1,-0.3605866811582605,-0.4743319643621593
u56,X_GLD,v1,1,0.21264094920945317,0.20305829038219977
u56,X_GLD,top20,1,0.21994464964489935,0.21076136899484257
u56,X_GLD,ewall,1,0.21117118386471062,0.2199609297329387
u56,X_GLD,SPY,1,0.05374074106776579,0.020056381575499424
u56,X_SHY,v1,1,-0.013334059744693403,-0.11287430304683627
u56,X_SHY,top20,1,-0.09855833616506576,-0.21572260765143844
u56,X_SHY,ewall,1,-0.08035550470112933,-0.19116824357635304
u56,X_SHY,SPY,1,-0.1823313342873518,-0.30186267896851765
u56,X_DBC,v1,1,0.27032403644459657,0.31100480739368896
u56,X_DBC,top20,1,0.31208230361895695,0.4090125136660171
u56,X_DBC,ewall,1,0.3379603990411668,0.41529131437468103
u56,X_DBC,SPY,1,0.21204660093741567,0.3628647987959118
u56,X_HYG,v1,1,0.4162528789590233,0.43191398503152073
u56,X_HYG,top20,1,0.5751928773267605,0.5801794722427333
u56,X_HYG,ewall,1,0.60074839805025,0.5934132040490414
u56,X_HYG,SPY,1,0.6442809279979329,0.6290157889203856
u56,X_QQQ,v1,1,0.65580285823593,0.7060547276568361
u56,X_QQQ,top20,1,0.8626314827916169,0.8718491986252084
u56,X_QQQ,ewall,1,0.8247646242956365,0.8598540884013111
u56,X_QQQ,SPY,1,0.7828145318598029,0.7829331976814016
broad,SCASH,v1,0,0.0,0.0
broad,SCASH,top20,0,0.0,0.0
broad,SCASH,ewall,0,0.0,0.0
broad,SCASH,SPY,0,0.0,0.0
broad,S4,v1,4,0.130160568578761,0.1097323538155323
broad,S4,top20,4,0.03515875843561142,-0.03687885089966105
broad,S4,ewall,4,-0.01129746367411618,-0.07334886562116527
broad,S4,SPY,4,-0.1414748803396452,-0.23435693264807445
broad,S5f,v1,5,0.43557843645387956,0.4521814709634123
broad,S5f,top20,5,0.4165187739567461,0.3534278299218015
broad,S5f,ewall,5,0.39765162293128553,0.34325821472941986
broad,S5f,SPY,5,0.2501678781515744,0.14787925403968488
broad,S6f,v1,6,0.570402452238581,0.6301786652640137
broad,S6f,top20,6,0.6403058025108733,0.6074745027949163
broad,S6f,ewall,6,0.6164307161208812,0.5993450246248304
broad,S6f,SPY,6,0.48172619315899845,0.40604810730635765
broad,S7f,v1,7,0.6154166070186193,0.6892282604987467
broad,S7f,top20,7,0.7097931143823978,0.7098579726481388
broad,S7f,ewall,7,0.6998082968519987,0.7062027422437852
broad,S7f,SPY,7,0.567722721598709,0.5218747996555502
broad,S8f,v1,8,0.6339574342813021,0.7094634374852518
broad,S8f,top20,8,0.7361719481467881,0.740118635738019
broad,S8f,ewall,8,0.7408378937197792,0.7448253814392379
broad,S8f,SPY,8,0.6155730798871752,0.5728947109061527
broad,S5r,v1,5,0.28845450171155945,0.2968347451294956
broad,S5r,top20,5,0.260920828014431,0.20189202757361766
broad,S5r,ewall,5,0.22584373343978253,0.1827506048702333
broad,S5r,SPY,5,0.0934729552653941,0.017889010901984893
broad,S6r,v1,6,0.4197615683786237,0.44875721320131895
broad,S6r,top20,6,0.4274832441443678,0.38308817035228915
broad,S6r,ewall,6,0.41737026010149125,0.3789759703506484
broad,S6r,SPY,6,0.28391448021269383,0.2138404875669771
broad,S7r,v1,7,0.512250323114672,0.5734324174592953
broad,S7r,top20,7,0.5579733700731929,0.5600558407079592
broad,S7r,ewall,7,0.5596496686008833,0.5596279278658687
broad,S7r,SPY,7,0.4239552080261509,0.39056296775485894
broad,S8r,v1,8,0.5861926943131109,0.6618709482643154
broad,S8r,top20,8,0.6861687494117393,0.6935108284380461
broad,S8r,ewall,8,0.6807930125120778,0.6930896733549959
broad,S8r,SPY,8,0.5559907478790359,0.5281874958348739
broad,S9,v1,9,0.6259133456228686,0.7048844037358484
broad,S9,top20,9,0.7426913296608938,0.7533974412659471
broad,S9,ewall,9,0.7497282223567944,0.7637119875230548
broad,S9,SPY,9,0.6351821804995426,0.6071455436168043
broad,X_GDX,v1,1,0.22099467135405812,0.21221329923871954
broad,X_GDX,top20,1,0.26384994810104245,0.2616918582592738
broad,X_GDX,ewall,1,0.25042477226170834,0.2656540829378491
broad,X_GDX,SPY,1,0.19082839252383735,0.19899516649405571
broad,X_USO,v1,1,0.131135138553807,0.22214986996018496
broad,X_USO,top20,1,0.1844601529135323,0.3063223902586601
broad,X_USO,ewall,1,0.1875815445150368,0.3378042512820834
broad,X_USO,SPY,1,0.134706571183011,0.31406638063124714
broad,X_SLV,v1,1,0.18218165626635824,0.20563709679541248
broad,X_SLV,top20,1,0.23180191439201886,0.23577191465337255
broad,X_SLV,ewall,1,0.2134669389821138,0.24001445512802783
broad,X_SLV,SPY,1,0.1637828292708304,0.16660234821966033
broad,X_UNG,v1,1,0.014339289543675813,-0.04221357294411457
broad,X_UNG,top20,1,0.03235788257968479,-0.03675113091984355
broad,X_UNG,ewall,1,0.04568925930939223,-0.014788436648238527
broad,X_UNG,SPY,1,0.03753688891770763,-0.012143666990833434
broad,X_TLT,v1,1,-0.04491408154779522,-0.13409317705647675
broad,X_TLT,top20,1,-0.22135924513477057,-0.3356204514917731
broad,X_TLT,ewall,1,-0.2577585409591573,-0.3791779498475849
broad,X_TLT,SPY,1,-0.36059050455931113,-0.4744239001864096
broad,X_GLD,v1,1,0.14959043836404615,0.14083267649893724
broad,X_GLD,top20,1,0.13799219855316777,0.10623181522530196
broad,X_GLD,ewall,1,0.12279756894610135,0.11769821775315727
broad,X_GLD,SPY,1,0.05370901645310704,0.019976459248083556
broad,X_SHY,v1,1,-0.04678092764107339,-0.14295644887918996
broad,X_SHY,top20,1,-0.12291255132204142,-0.24244237410960306
broad,X_SHY,ewall,1,-0.12674594913232445,-0.25308984075429425
broad,X_SHY,SPY,1,-0.1800437547450096,-0.30035984619952794
broad,X_DBC,v1,1,0.19744443853888155,0.26193246576061496
broad,X_DBC,top20,1,0.26133739749478574,0.3552823019228906
broad,X_DBC,ewall,1,0.26957107656337614,0.383828843019142
broad,X_DBC,SPY,1,0.21207068072148805,0.363382551764834
broad,X_HYG,v1,1,0.3896182740251782,0.432869568967107
broad,X_HYG,top20,1,0.5550019791450067,0.5763871225351923
broad,X_HYG,ewall,1,0.6323286296838404,0.6219704713393389
broad,X_HYG,SPY,1,0.6441209629726083,0.6283253485456985
broad,X_QQQ,v1,1,0.5679638274449416,0.6825561636359501
broad,X_QQQ,top20,1,0.8252466016825293,0.8628096529754308
broad,X_QQQ,ewall,1,0.8104313957373327,0.8679250041797838
broad,X_QQQ,SPY,1,0.7827573949361232,0.7828203349573682
