cadence,fallback,floor,n_slots,n_declined,n_scored,OOS_4b,OOS_4a,med_OOS_Sharpe,mean_OOS_Sharpe,med_OOS_CAGR,med_OOS_MaxDD,med_FULL_Sharpe,med_FULL_MaxDD
M,FB_NONE,0.1,9,3,6,0,0,1.0506,1.0506,0.1643,-0.2466,1.1103,-0.2466
M,FB_NONE,0.25,9,3,6,0,0,1.0506,1.0506,0.1643,-0.2466,1.1103,-0.2466
M,FB_NONE,0.4,9,3,6,3,0,1.1549,1.1647,0.1192,-0.2,1.1304,-0.2
M,FB_NONE,0.5,9,3,6,3,0,1.1549,1.1647,0.1192,-0.2,1.1304,-0.2
M,FB_NONE,0.75,9,6,3,0,0,1.0852,1.0852,0.1104,-0.205,1.0877,-0.205
M,FB_NONE,0.9,9,9,0,0,0,,,,,,
M,FB_CASH,0.0,9,0,9,0,0,0.8312,0.8467,0.1731,-0.3368,1.0132,-0.3368
M,FB_CASH,0.1,9,3,9,0,0,1.0004,0.7004,0.1555,-0.2322,1.0943,-0.2322
M,FB_CASH,0.25,9,3,9,0,0,1.0004,0.7004,0.1555,-0.2322,1.0943,-0.2322
M,FB_CASH,0.4,9,3,9,3,0,1.0852,0.7765,0.1104,-0.1881,1.0877,-0.1881
M,FB_CASH,0.5,9,3,9,3,0,1.0852,0.7765,0.1104,-0.1881,1.0877,-0.1881
M,FB_CASH,0.75,9,6,9,0,0,0.0,0.3617,0.0,0.0,0.0,0.0
M,FB_CASH,0.9,9,9,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0
M,FB_SPY,0.0,9,0,9,0,0,0.8312,0.8467,0.1731,-0.3368,1.0132,-0.3368
M,FB_SPY,0.1,9,3,9,0,0,1.0004,0.9927,0.1555,-0.2611,1.0943,-0.2611
M,FB_SPY,0.25,9,3,9,0,0,1.0004,0.9927,0.1555,-0.2611,1.0943,-0.2611
M,FB_SPY,0.4,9,3,9,3,0,1.0852,1.0688,0.1281,-0.205,1.0877,-0.205
M,FB_SPY,0.5,9,3,9,3,0,1.0852,1.0688,0.1281,-0.205,1.0877,-0.205
M,FB_SPY,0.75,9,6,9,0,0,0.8769,0.9445,0.1521,-0.3372,0.883,-0.3372
M,FB_SPY,0.9,9,9,9,0,0,0.8769,0.875,0.1533,-0.3372,0.883,-0.3372
M,FB_LIVE,0.0,9,0,9,0,0,0.8312,0.8467,0.1731,-0.3368,1.0132,-0.3368
M,FB_LIVE,0.1,9,3,9,0,0,1.0004,0.8871,0.1555,-0.2322,1.0943,-0.2322
M,FB_LIVE,0.25,9,3,9,0,0,1.0004,0.8871,0.1555,-0.2322,1.0943,-0.2322
M,FB_LIVE,0.4,9,3,9,3,0,1.0852,0.9632,0.1104,-0.1881,1.0877,-0.1881
M,FB_LIVE,0.5,9,3,9,3,0,1.0852,0.9632,0.1104,-0.1881,1.0877,-0.1881
M,FB_LIVE,0.75,9,6,9,0,0,1.0852,0.974,0.0945,-0.1389,1.0877,-0.1389
M,FB_LIVE,0.9,9,9,9,0,0,1.1061,0.9809,0.0788,-0.1224,1.0994,-0.1224
Q,FB_NONE,0.0,9,0,9,0,0,0.5454,0.6578,0.1152,-0.3661,0.8546,-0.3661
Q,FB_NONE,0.1,9,3,6,0,0,1.0011,0.9277,0.1152,-0.2332,1.0538,-0.2332
Q,FB_NONE,0.25,9,3,6,0,0,1.0011,1.0011,0.1124,-0.2332,1.0538,-0.2332
Q,FB_NONE,0.4,9,3,6,0,0,1.0011,1.0011,0.1124,-0.2332,1.0538,-0.2332
Q,FB_NONE,0.5,9,3,6,0,0,1.0011,1.0011,0.1124,-0.2332,1.0538,-0.2332
Q,FB_NONE,0.75,9,6,3,0,0,0.9695,0.9695,0.1097,-0.2444,1.0325,-0.2444
Q,FB_NONE,0.9,9,9,0,0,0,,,,,,
Q,FB_CASH,0.0,9,0,9,0,0,0.5454,0.6578,0.1152,-0.3661,0.8546,-0.3661
Q,FB_CASH,0.1,9,3,9,0,0,0.749,0.6184,0.1152,-0.2221,0.9158,-0.2221
Q,FB_CASH,0.25,9,3,9,0,0,0.9695,0.6674,0.1097,-0.2221,1.0325,-0.2221
Q,FB_CASH,0.4,9,3,9,0,0,0.9695,0.6674,0.1097,-0.2221,1.0325,-0.2221
Q,FB_CASH,0.5,9,3,9,0,0,0.9695,0.6674,0.1097,-0.2221,1.0325,-0.2221
Q,FB_CASH,0.75,9,6,9,0,0,0.0,0.3232,0.0,0.0,0.0,0.0
Q,FB_CASH,0.9,9,9,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Q,FB_SPY,0.0,9,0,9,0,0,0.5454,0.6578,0.1152,-0.3661,0.8546,-0.3661
Q,FB_SPY,0.1,9,3,9,0,0,0.8769,0.9107,0.117,-0.2707,0.9158,-0.2707
Q,FB_SPY,0.25,9,3,9,0,0,0.9695,0.9597,0.1152,-0.2444,1.0325,-0.2444
Q,FB_SPY,0.4,9,3,9,0,0,0.9695,0.9597,0.1152,-0.2444,1.0325,-0.2444
Q,FB_SPY,0.5,9,3,9,0,0,0.9695,0.9597,0.1152,-0.2444,1.0325,-0.2444
Q,FB_SPY,0.75,9,6,9,0,0,0.8769,0.9059,0.1521,-0.3372,0.883,-0.3372
Q,FB_SPY,0.9,9,9,9,0,0,0.8769,0.875,0.1533,-0.3372,0.883,-0.3372
Q,FB_LIVE,0.0,9,0,9,0,0,0.5454,0.6578,0.1152,-0.3661,0.8546,-0.3661
Q,FB_LIVE,0.1,9,3,9,0,0,0.749,0.8052,0.1152,-0.2221,0.9158,-0.2221
Q,FB_LIVE,0.25,9,3,9,0,0,0.9695,0.8541,0.1097,-0.2221,1.0325,-0.2221
Q,FB_LIVE,0.4,9,3,9,0,0,0.9695,0.8541,0.1097,-0.2221,1.0325,-0.2221
Q,FB_LIVE,0.5,9,3,9,0,0,0.9695,0.8541,0.1097,-0.2221,1.0325,-0.2221
Q,FB_LIVE,0.75,9,6,9,0,0,0.9695,0.9354,0.0945,-0.1389,1.0325,-0.1389
Q,FB_LIVE,0.9,9,9,9,0,0,1.1061,0.9809,0.0788,-0.1224,1.0994,-0.1224
