panel,ladder,rung_set,stat,is_path,rung_set_moves,n_subtapes,b_ratio,b_gap,b_sd,b_agree
U56,CADENCE,EXT,MAXDD,True,True,6,-0.10056249540843493,-0.07042696778055016,0.09689574301739154,-0.04279865365030103
U56,CADENCE,EXT,SHARPE,False,True,6,0.18454968686770168,-0.26572388369783606,-0.43765201138793514,0.040179121794834745
U56,CADENCE,EXT,ULCER,True,True,6,-0.092439140694021,-0.18868589744735295,-0.18554498035583702,0.028635733837213594
U56,CADENCE,EXT,VOL,False,True,6,-0.3586234739677979,-0.8177088180261471,-0.3097540745105469,-0.07691590230678205
U56,GROSS,CORE,CAGR,False,False,6,0.49717156605388424,0.004903403231187326,-0.49291492520141267,0.0013666827329529845
U56,GROSS,CORE,CALMAR,True,False,6,0.7823872541606784,0.08792905985743923,-0.6903205922457561,0.08594908941484307
U56,GROSS,CORE,MAXDD,True,False,6,0.18559034182106635,0.14165923224591262,-0.03480446092413602,0.0
U56,GROSS,CORE,SHARPE,False,False,6,0.4545018470945025,-0.05017698862740269,-0.5116869062178753,0.1225665653476054
U56,GROSS,CORE,ULCER,True,False,6,0.2469550615230839,0.0017905457556700224,-0.24654174847684313,0.0
U56,GROSS,CORE,VOL,False,False,6,0.4016388817587673,0.00040375610689966947,-0.3984022081265643,0.0
U56,GROSS,EXT,CAGR,False,False,6,0.49717156605388424,0.004903403231187326,-0.49291492520141267,0.0013666827329529845
U56,GROSS,EXT,CALMAR,True,False,6,0.7823872541606784,0.08792905985743923,-0.6903205922457561,0.08594908941484307
U56,GROSS,EXT,MAXDD,True,False,6,0.18559034182106635,0.14165923224591262,-0.03480446092413602,0.0
U56,GROSS,EXT,SHARPE,False,False,6,0.4545018470945025,-0.05017698862740269,-0.5116869062178753,0.1225665653476054
U56,GROSS,EXT,ULCER,True,False,6,0.2469550615230839,0.0017905457556700224,-0.24654174847684313,0.0
U56,GROSS,EXT,VOL,False,False,6,0.4016388817587673,0.00040375610689966947,-0.3984022081265643,0.0
U56,H,CORE,CAGR,False,True,6,0.11985726479798067,-0.26455172932752563,-0.4625382204860292,0.06480869566899557
U56,H,CORE,CALMAR,True,True,6,0.6924324960398388,0.1354355606150222,-0.4883588689550237,0.11528018981921216
U56,H,CORE,MAXDD,True,True,6,0.3486413040707391,0.5917094030465526,0.22643331840764133,0.022918785693917233
U56,H,CORE,SHARPE,False,True,6,-0.016502988186942538,-0.6160084698220478,-0.4500496554250232,-0.016717553641378693
U56,H,CORE,ULCER,True,True,6,0.19632918430316745,-0.2565358316727829,-0.18739614979880848,0.035308062099426
U56,H,CORE,VOL,False,True,6,-0.16333314972742025,-0.45234466492032527,-0.3687426264846946,-0.07648309088038355
U56,H,EXT,CAGR,False,True,6,-0.19259293050392706,-0.8344644803024315,-0.43219090533372734,-0.07250581855033203
U56,H,EXT,CALMAR,True,True,6,0.052512824582723064,-0.38693647991549623,-0.5664690615882431,-0.05511337003619621
U56,H,EXT,MAXDD,True,True,6,-0.08669518265543254,0.1317933958201698,0.16144153328010524,0.024853672390458305
U56,H,EXT,SHARPE,False,True,6,-0.6735707205607432,-1.0597650718619436,-0.40822754400225786,-0.1375150677065393
U56,H,EXT,ULCER,True,True,6,-0.027353991712756497,-0.16516361078974018,-0.2214169136991061,-0.03700996757478663
U56,H,EXT,VOL,False,True,6,-0.000373109080408476,-0.5668647600596823,-0.32897088148441656,-0.010451598210606828
U56,N,CORE,CAGR,False,False,6,0.11074221726487364,-0.3116817090436477,-0.47738405139508244,0.02221865779710762
U56,N,CORE,CALMAR,True,False,6,0.35812021905066654,-0.08491775823519283,-0.4778391311796871,0.01392126349596246
U56,N,CORE,MAXDD,True,False,6,-0.6864325119298705,-0.5117528243807989,0.19170004322925124,-0.11104643604465395
U56,N,CORE,SHARPE,False,False,6,0.1414975435156938,-0.31240096255382505,-0.4622993438513483,0.009017397148374774
U56,N,CORE,ULCER,True,False,6,0.12929699020695848,0.08875187516915811,-0.1651251191909481,0.05746134277113689
U56,N,CORE,VOL,False,False,6,0.47116592159231807,0.23244748273255722,-0.25776794859019436,0.07977350355689272
U56,N,EXT,CAGR,False,False,6,0.11074221726487364,-0.3116817090436477,-0.47738405139508244,0.02221865779710762
U56,N,EXT,CALMAR,True,False,6,0.35812021905066654,-0.08491775823519283,-0.4778391311796871,0.01392126349596246
U56,N,EXT,MAXDD,True,False,6,-0.6864325119298705,-0.5117528243807989,0.19170004322925124,-0.11104643604465395
U56,N,EXT,SHARPE,False,False,6,0.1414975435156938,-0.31240096255382505,-0.4622993438513483,0.009017397148374774
U56,N,EXT,ULCER,True,False,6,0.12929699020695848,0.08875187516915811,-0.1651251191909481,0.05746134277113689
U56,N,EXT,VOL,False,False,6,0.47116592159231807,0.23244748273255722,-0.25776794859019436,0.07977350355689272
