universe,grid,book,cost_bps,dropped,pick_full,pick_ex,dOOS_Sharpe,dOOS_CAGR,dOOS_MaxDD,d4b,d4b_oos
u56,breadth,ewall,10,2013,0.5,0.25,-0.038703252347794814,-0.0010588487286293802,-1.1102230246251565e-16,0,0
u56,breadth,ewall,10,2015,0.5,0.75,0.026597105474949867,0.0008457459365502906,1.1102230246251565e-16,0,0
u56,breadth,ewall,10,2016,0.5,0.25,-0.038703252347794814,-0.0010588487286293802,-1.1102230246251565e-16,0,0
u56,breadth,ewall,25,2009,0.5,0.25,-0.039360722978816653,-0.0014414785262766294,0.0,0,0
u56,breadth,ewall,25,2013,0.5,0.25,-0.039360722978816653,-0.0014414785262766294,0.0,0,0
u56,breadth,ewall,25,2015,0.5,0.75,0.026823018781446883,0.0010648437929188237,0.0,0,1
u56,breadth,ewall,25,2016,0.5,0.25,-0.039360722978816653,-0.0014414785262766294,0.0,0,0
u56,stop,top20,10,2011,0.25,none,-0.031511612044101245,-0.003128442369576767,-3.3306690738754696e-16,0,0
u56,stop,top20,10,2015,0.25,0.15,-0.0804589458922762,-0.017090541450445862,-0.00044218222395897566,0,0
u56,stop,top20,25,2011,0.25,none,-0.030004259563450875,-0.0030442526139722315,3.3306690738754696e-16,0,0
u56,crypto,ewall,10,2016,0.1,0.05,-0.05844854337172234,-0.0233500312393351,0.02582159067727241,0,0
u56,crypto,ewall,25,2016,0.1,0.05,-0.07332908954763884,-0.02359681153847215,0.024679987994805863,1,1
u56,gross,top20,10,2009,0.75,1.0,0.0004712138615372563,0.05091527821444464,-0.05730664233796967,-1,-1
u56,gross,top20,10,2010,0.75,0.5,-0.0007131784023919341,-0.050704161979436835,0.059464688950694344,-1,-1
u56,gross,top20,10,2011,0.75,1.0,0.0004712138615372563,0.05091527821444464,-0.05730664233796967,-1,-1
u56,gross,top20,10,2012,0.75,0.5,-0.0007131784023919341,-0.050704161979436835,0.059464688950694344,-1,-1
u56,gross,top20,10,2013,0.75,0.5,-0.0007131784023919341,-0.050704161979436835,0.059464688950694344,-1,-1
u56,gross,top20,10,2014,0.75,0.5,-0.0007131784023919341,-0.050704161979436835,0.059464688950694344,-1,-1
u56,gross,top20,10,2015,0.75,0.5,-0.0007131784023919341,-0.050704161979436835,0.059464688950694344,-1,-1
u56,gross,top20,10,2016,0.75,1.25,0.0006818234371872567,0.10182105553286047,-0.1124741560672673,-1,-1
u56,gross,top20,25,2012,1.0,0.75,-0.0008143467114718472,-0.04339089204891855,0.05762588862073603,1,1
u56,gross,top20,25,2014,1.0,0.75,-0.0008143467114718472,-0.04339089204891855,0.05762588862073603,1,1
u56,gross,top20,25,2015,1.0,0.75,-0.0008143467114718472,-0.04339089204891855,0.05762588862073603,1,1
u56,gross,top20,25,2016,1.0,1.25,0.00022425255566305147,0.042788998038198134,-0.05545715076470825,0,0
u56,gross,ewall,10,2012,1.25,0.5,3.046004932305557e-05,-0.11912603203546746,0.1501586146134095,0,0
u56,gross,ewall,10,2013,1.25,1.0,9.583318103612015e-05,-0.03984127524390635,0.04862180117573334,0,0
u56,gross,ewall,10,2014,1.25,0.5,3.046004932305557e-05,-0.11912603203546746,0.1501586146134095,0,0
u56,gross,ewall,10,2015,1.25,0.5,3.046004932305557e-05,-0.11912603203546746,0.1501586146134095,0,0
broad,sleeve,top20,10,2011,0.5,0.25,-0.06893255287007538,0.026189251684531456,-0.05464379595472424,-1,-1
broad,sleeve,top20,10,2013,0.5,0.75,0.06157658715465786,-0.030623652736763818,0.05630312039538943,-1,-1
broad,sleeve,top20,25,2010,0.5,0.25,-0.04282506368150929,0.02164974305507661,-0.05462749866594474,0,0
broad,sleeve,top20,25,2011,0.5,0.0,-0.07930341280599429,0.039418750575140216,-0.10580662120528572,0,0
broad,sleeve,top20,25,2014,0.5,0.25,-0.04282506368150929,0.02164974305507661,-0.05462749866594474,0,0
broad,sleeve,top20,25,2016,0.5,0.25,-0.04282506368150929,0.02164974305507661,-0.05462749866594474,0,0
broad,sleeve,ewall,10,2011,0.5,0.25,-0.09731049438982509,0.02025199313655368,-0.04605523652203658,1,1
broad,sleeve,ewall,25,2010,0.5,0.25,-0.06223648605350507,0.019166552082727994,-0.04498464858064499,1,0
broad,sleeve,ewall,25,2011,0.5,0.25,-0.06223648605350507,0.019166552082727994,-0.04498464858064499,1,0
broad,sleeve,ewall,25,2014,0.5,0.25,-0.06223648605350507,0.019166552082727994,-0.04498464858064499,1,0
broad,sleeve,ewall,25,2016,0.5,0.25,-0.06223648605350507,0.019166552082727994,-0.04498464858064499,1,0
broad,band,top20,10,2009,0.0,0.03,0.025142363130711498,0.003990324845518867,-3.3306690738754696e-16,0,0
broad,band,top20,25,2009,0.0,0.03,0.02669933940056779,0.004159227293465406,-1.1102230246251565e-16,0,0
broad,breadth,ewall,10,2010,0.0,0.25,0.013468630256843639,-0.0007427602312437553,0.0022066907479941777,-1,0
broad,breadth,ewall,10,2011,0.0,0.25,0.013468630256843639,-0.0007427602312437553,0.0022066907479941777,-1,0
broad,breadth,ewall,10,2015,0.0,0.25,0.013468630256843639,-0.0007427602312437553,0.0022066907479941777,-1,0
broad,breadth,ewall,10,2016,0.0,0.25,0.013468630256843639,-0.0007427602312437553,0.0022066907479941777,-1,0
broad,breadth,ewall,25,2009,0.25,0.0,-0.017424340537870564,1.9731733657879502e-05,-0.0056309636310328814,0,0
broad,breadth,ewall,25,2013,0.25,0.0,-0.017424340537870564,1.9731733657879502e-05,-0.0056309636310328814,0,0
