corpus,transform,rung,target,held_out,n_test,rmse_fit,rmse_mean,slope
dedup37,span,30,y_IS,SMALL484,4,0.09544379040111785,0.10290229446623538,0.0023132592559081135
dedup37,span,30,y_IS,U56,11,0.05498560396974702,0.05184202701161112,0.0031556229339755083
dedup37,span,30,y_OOS,B136,11,0.06902756896942837,0.08686171192439698,0.003833498250392926
dedup37,span,30,y_OOS,SMALL439,11,0.16192792132810538,0.16284633254359168,0.0052386925710666
dedup37,span,30,y_OOS,SMALL484,4,0.1645073387521407,0.16310388368365022,0.004753747932083787
dedup37,span,30,y_OOS,U56,11,0.09711792756004733,0.10982162291253744,0.0037951759474083952
dedup37,span_over_level,10,y_IS,B136,11,0.011558309822322952,0.011684641290830496,0.002284186146255159
dedup37,span_over_level,10,y_IS,SMALL439,11,0.00783525364869797,0.00789597068162181,0.0030616520964601916
dedup37,span_over_level,10,y_IS,SMALL484,4,0.03566552744742506,0.035783131389934816,0.0016411053822844388
dedup37,span_over_level,10,y_IS,U56,11,0.014132946761618808,0.013744452170136668,0.005280593109287538
dedup37,span_over_level,10,y_OOS,B136,11,0.11784237839626482,0.11784125990324366,-0.07178490938434388
dedup37,span_over_level,10,y_OOS,SMALL439,11,0.11219572976226838,0.11095629362269162,-0.0745572959430822
dedup37,span_over_level,10,y_OOS,SMALL484,4,0.14208975535277024,0.1407816945223671,-0.06701262918826063
dedup37,span_over_level,10,y_OOS,U56,11,0.09106436048497145,0.10076101249887215,-0.02453045293527897
dedup37,span_over_level,20,y_IS,B136,11,0.03463284321048706,0.03502027225609437,0.008233519417943166
dedup37,span_over_level,20,y_IS,SMALL439,11,0.041750803135866946,0.042149721672159295,0.00735066575852983
dedup37,span_over_level,20,y_IS,SMALL484,4,0.06886141054379724,0.06943509634084746,0.006758930986126349
dedup37,span_over_level,20,y_IS,U56,11,0.03459243603032624,0.03210362383693017,0.018771506287433563
dedup37,span_over_level,20,y_OOS,B136,11,0.08037151460872027,0.08201326275886109,0.009730312896808173
dedup37,span_over_level,20,y_OOS,SMALL439,11,0.1270710366453161,0.12401161378963621,0.04062728842849793
dedup37,span_over_level,20,y_OOS,SMALL484,4,0.14767517388059698,0.1478469351113112,0.02519614655153361
dedup37,span_over_level,20,y_OOS,U56,11,0.11722155998152538,0.11831031254566345,0.024445273239396232
dedup37,span_over_level,25,y_IS,B136,11,0.04626348235192444,0.04678960989686887,0.011622648215879484
dedup37,span_over_level,25,y_IS,SMALL439,11,0.06233109433020375,0.06287382577165133,0.009488227625182073
dedup37,span_over_level,25,y_IS,SMALL484,4,0.08529517037581019,0.08614757116777026,0.009626391626279474
dedup37,span_over_level,25,y_IS,U56,11,0.045759861566574224,0.04192051686567197,0.02632698957889236
dedup37,span_over_level,25,y_OOS,B136,11,0.05840762184348189,0.059662416036780214,0.011073575846336172
dedup37,span_over_level,25,y_OOS,SMALL439,11,0.14256907232376398,0.1405028475586857,0.0321235698661831
dedup37,span_over_level,25,y_OOS,SMALL484,4,0.15575349107514705,0.15613018348236113,0.016556926054847036
dedup37,span_over_level,25,y_OOS,U56,11,0.1230486850843388,0.12368732507466912,0.009245104152894193
dedup37,span_over_level,30,y_IS,B136,11,0.05789071100583936,0.05855624001617455,0.01500539420112684
dedup37,span_over_level,30,y_IS,SMALL439,11,0.08344701212539027,0.08412492811712524,0.011638376472477443
dedup37,span_over_level,30,y_IS,SMALL484,4,0.10176521976078638,0.10290229446623538,0.012500702942880528
dedup37,span_over_level,30,y_IS,U56,11,0.057048242441406286,0.05184202701161112,0.033888672220594156
dedup37,span_over_level,30,y_OOS,B136,11,0.07787560049544365,0.08686171192439698,0.05472297086907536
dedup37,span_over_level,30,y_OOS,SMALL439,11,0.16909721518832635,0.16284633254359168,0.0879561937658656
dedup37,span_over_level,30,y_OOS,SMALL484,4,0.16218155778594356,0.16310388368365022,0.06550189078107319
dedup37,span_over_level,30,y_OOS,U56,11,0.09907071416187607,0.10982162291253744,0.0420637158438925
