pop,cls,level_valued,form,bar,n_near,n_dist,pass_near,pass_near_share,falsepass_dist,falsepass_share,recovered,newly_caught,dist_recovered
NEAR,GROSS,True,ABS,0.0001,95,0,95,1.0,0,,0,0,0
NEAR,GROSS,True,REL,0.0001,95,0,95,1.0,0,,0,0,0
NEAR,GROSS,True,HYBRID,0.0001,95,0,95,1.0,0,,0,0,0
NEAR,GROSS,True,ABS,0.01,95,0,95,1.0,0,,0,0,0
NEAR,GROSS,True,REL,0.01,95,0,95,1.0,0,,0,0,0
NEAR,GROSS,True,HYBRID,0.01,95,0,95,1.0,0,,0,0,0
NEAR,CAGR,True,ABS,1e-12,1600,2,1558,0.97375,0,0.0,0,0,0
NEAR,CAGR,True,REL,1e-12,1600,2,1558,0.97375,0,0.0,0,0,0
NEAR,CAGR,True,HYBRID,1e-12,1600,2,1558,0.97375,0,0.0,0,0,0
NEAR,CAGR,True,ABS,1e-10,1600,2,1558,0.97375,0,0.0,0,0,0
NEAR,CAGR,True,REL,1e-10,1600,2,1558,0.97375,0,0.0,0,0,0
NEAR,CAGR,True,HYBRID,1e-10,1600,2,1558,0.97375,0,0.0,0,0,0
NEAR,CAGR,True,ABS,1e-08,1600,2,1558,0.97375,0,0.0,0,0,0
NEAR,CAGR,True,REL,1e-08,1600,2,1558,0.97375,0,0.0,0,0,0
NEAR,CAGR,True,HYBRID,1e-08,1600,2,1558,0.97375,0,0.0,0,0,0
NEAR,CAGR,True,ABS,1e-06,1600,2,1567,0.979375,0,0.0,0,8,0
NEAR,CAGR,True,REL,1e-06,1600,2,1559,0.974375,0,0.0,0,8,0
NEAR,CAGR,True,HYBRID,1e-06,1600,2,1567,0.979375,0,0.0,0,8,0
NEAR,CAGR,True,ABS,0.0001,1600,2,1583,0.989375,0,0.0,0,6,0
NEAR,CAGR,True,REL,0.0001,1600,2,1577,0.985625,0,0.0,0,6,0
NEAR,CAGR,True,HYBRID,0.0001,1600,2,1583,0.989375,0,0.0,0,6,0
NEAR,CAGR,True,ABS,0.01,1600,2,1600,1.0,0,0.0,0,11,0
NEAR,CAGR,True,REL,0.01,1600,2,1589,0.993125,0,0.0,0,11,0
NEAR,CAGR,True,HYBRID,0.01,1600,2,1600,1.0,0,0.0,0,11,0
NEAR,DD,True,ABS,1e-12,1451,2,1412,0.9731219848380427,0,0.0,0,0,0
NEAR,DD,True,REL,1e-12,1451,2,1412,0.9731219848380427,0,0.0,0,0,0
NEAR,DD,True,HYBRID,1e-12,1451,2,1412,0.9731219848380427,0,0.0,0,0,0
NEAR,DD,True,ABS,1e-10,1451,2,1412,0.9731219848380427,0,0.0,0,0,0
NEAR,DD,True,REL,1e-10,1451,2,1412,0.9731219848380427,0,0.0,0,0,0
NEAR,DD,True,HYBRID,1e-10,1451,2,1412,0.9731219848380427,0,0.0,0,0,0
NEAR,DD,True,ABS,1e-08,1451,2,1412,0.9731219848380427,0,0.0,0,0,0
NEAR,DD,True,REL,1e-08,1451,2,1412,0.9731219848380427,0,0.0,0,0,0
NEAR,DD,True,HYBRID,1e-08,1451,2,1412,0.9731219848380427,0,0.0,0,0,0
NEAR,DD,True,ABS,1e-06,1451,2,1439,0.9917298414886285,0,0.0,0,25,0
NEAR,DD,True,REL,1e-06,1451,2,1414,0.974500344589938,0,0.0,0,25,0
NEAR,DD,True,HYBRID,1e-06,1451,2,1439,0.9917298414886285,0,0.0,0,25,0
NEAR,DD,True,ABS,0.0001,1451,2,1445,0.9958649207443143,0,0.0,0,0,0
NEAR,DD,True,REL,0.0001,1451,2,1445,0.9958649207443143,0,0.0,0,0,0
NEAR,DD,True,HYBRID,0.0001,1451,2,1445,0.9958649207443143,0,0.0,0,0,0
NEAR,DD,True,ABS,0.01,1451,2,1451,1.0,0,0.0,0,2,0
NEAR,DD,True,REL,0.01,1451,2,1449,0.9986216402481047,0,0.0,0,2,0
NEAR,DD,True,HYBRID,0.01,1451,2,1451,1.0,0,0.0,0,2,0
NEAR,VOL,True,ABS,1e-12,6,0,6,1.0,0,,0,0,0
NEAR,VOL,True,REL,1e-12,6,0,6,1.0,0,,0,0,0
NEAR,VOL,True,HYBRID,1e-12,6,0,6,1.0,0,,0,0,0
NEAR,VOL,True,ABS,1e-10,6,0,6,1.0,0,,0,0,0
NEAR,VOL,True,REL,1e-10,6,0,6,1.0,0,,0,0,0
NEAR,VOL,True,HYBRID,1e-10,6,0,6,1.0,0,,0,0,0
NEAR,VOL,True,ABS,1e-08,6,0,6,1.0,0,,0,0,0
NEAR,VOL,True,REL,1e-08,6,0,6,1.0,0,,0,0,0
NEAR,VOL,True,HYBRID,1e-08,6,0,6,1.0,0,,0,0,0
NEAR,VOL,True,ABS,1e-06,6,0,6,1.0,0,,0,0,0
NEAR,VOL,True,REL,1e-06,6,0,6,1.0,0,,0,0,0
NEAR,VOL,True,HYBRID,1e-06,6,0,6,1.0,0,,0,0,0
NEAR,VOL,True,ABS,0.0001,6,0,6,1.0,0,,0,0,0
NEAR,VOL,True,REL,0.0001,6,0,6,1.0,0,,0,0,0
NEAR,VOL,True,HYBRID,0.0001,6,0,6,1.0,0,,0,0,0
NEAR,VOL,True,ABS,0.01,6,0,6,1.0,0,,0,0,0
NEAR,VOL,True,REL,0.01,6,0,6,1.0,0,,0,0,0
NEAR,VOL,True,HYBRID,0.01,6,0,6,1.0,0,,0,0,0
NEAR,SHARPE,False,ABS,1e-12,2530,4,2447,0.967193675889328,0,0.0,0,0,0
NEAR,SHARPE,False,REL,1e-12,2530,4,2447,0.967193675889328,0,0.0,0,0,0
NEAR,SHARPE,False,HYBRID,1e-12,2530,4,2447,0.967193675889328,0,0.0,0,0,0
NEAR,SHARPE,False,ABS,1e-10,2530,4,2447,0.967193675889328,0,0.0,0,0,0
NEAR,SHARPE,False,REL,1e-10,2530,4,2447,0.967193675889328,0,0.0,0,0,0
NEAR,SHARPE,False,HYBRID,1e-10,2530,4,2447,0.967193675889328,0,0.0,0,0,0
NEAR,SHARPE,False,ABS,1e-08,2530,4,2447,0.967193675889328,0,0.0,0,0,0
NEAR,SHARPE,False,REL,1e-08,2530,4,2447,0.967193675889328,0,0.0,0,0,0
NEAR,SHARPE,False,HYBRID,1e-08,2530,4,2447,0.967193675889328,0,0.0,0,0,0
NEAR,SHARPE,False,ABS,1e-06,2530,4,2453,0.9695652173913043,0,0.0,0,4,0
NEAR,SHARPE,False,REL,1e-06,2530,4,2449,0.9679841897233201,0,0.0,0,4,0
NEAR,SHARPE,False,HYBRID,1e-06,2530,4,2453,0.9695652173913043,0,0.0,0,4,0
NEAR,SHARPE,False,ABS,0.0001,2530,4,2485,0.9822134387351779,0,0.0,0,4,0
NEAR,SHARPE,False,REL,0.0001,2530,4,2481,0.9806324110671937,0,0.0,0,4,0
NEAR,SHARPE,False,HYBRID,0.0001,2530,4,2485,0.9822134387351779,0,0.0,0,4,0
NEAR,SHARPE,False,ABS,0.01,2530,4,2521,0.9964426877470356,0,0.0,1,11,0
NEAR,SHARPE,False,REL,0.01,2530,4,2511,0.9924901185770751,0,0.0,1,11,0
NEAR,SHARPE,False,HYBRID,0.01,2530,4,2522,0.9968379446640316,0,0.0,1,11,0
DRIFT,TURNOVER,True,ABS,1e-12,38,0,26,0.6842105263157895,0,,0,0,0
DRIFT,TURNOVER,True,REL,1e-12,38,0,26,0.6842105263157895,0,,0,0,0
DRIFT,TURNOVER,True,HYBRID,1e-12,38,0,26,0.6842105263157895,0,,0,0,0
DRIFT,TURNOVER,True,ABS,1e-10,38,0,26,0.6842105263157895,0,,0,0,0
DRIFT,TURNOVER,True,REL,1e-10,38,0,26,0.6842105263157895,0,,0,0,0
DRIFT,TURNOVER,True,HYBRID,1e-10,38,0,26,0.6842105263157895,0,,0,0,0
DRIFT,TURNOVER,True,ABS,1e-08,38,0,26,0.6842105263157895,0,,0,0,0
DRIFT,TURNOVER,True,REL,1e-08,38,0,26,0.6842105263157895,0,,0,0,0
DRIFT,TURNOVER,True,HYBRID,1e-08,38,0,26,0.6842105263157895,0,,0,0,0
DRIFT,TURNOVER,True,ABS,1e-06,38,0,28,0.7368421052631579,0,,2,0,0
DRIFT,TURNOVER,True,REL,1e-06,38,0,30,0.7894736842105263,0,,2,0,0
DRIFT,TURNOVER,True,HYBRID,1e-06,38,0,30,0.7894736842105263,0,,2,0,0
DRIFT,TURNOVER,True,ABS,0.0001,38,0,30,0.7894736842105263,0,,0,0,0
DRIFT,TURNOVER,True,REL,0.0001,38,0,30,0.7894736842105263,0,,0,0,0
DRIFT,TURNOVER,True,HYBRID,0.0001,38,0,30,0.7894736842105263,0,,0,0,0
DRIFT,TURNOVER,True,ABS,0.01,38,0,37,0.9736842105263158,0,,1,0,0
DRIFT,TURNOVER,True,REL,0.01,38,0,38,1.0,0,,1,0,0
DRIFT,TURNOVER,True,HYBRID,0.01,38,0,38,1.0,0,,1,0,0
DRIFT,GROSS,True,ABS,1e-12,47,0,47,1.0,0,,0,0,0
DRIFT,GROSS,True,REL,1e-12,47,0,47,1.0,0,,0,0,0
DRIFT,GROSS,True,HYBRID,1e-12,47,0,47,1.0,0,,0,0,0
DRIFT,GROSS,True,ABS,1e-10,47,0,47,1.0,0,,0,0,0
DRIFT,GROSS,True,REL,1e-10,47,0,47,1.0,0,,0,0,0
DRIFT,GROSS,True,HYBRID,1e-10,47,0,47,1.0,0,,0,0,0
DRIFT,GROSS,True,ABS,1e-08,47,0,47,1.0,0,,0,0,0
DRIFT,GROSS,True,REL,1e-08,47,0,47,1.0,0,,0,0,0
DRIFT,GROSS,True,HYBRID,1e-08,47,0,47,1.0,0,,0,0,0
DRIFT,GROSS,True,ABS,1e-06,47,0,47,1.0,0,,0,0,0
DRIFT,GROSS,True,REL,1e-06,47,0,47,1.0,0,,0,0,0
DRIFT,GROSS,True,HYBRID,1e-06,47,0,47,1.0,0,,0,0,0
DRIFT,GROSS,True,ABS,0.0001,47,0,47,1.0,0,,0,0,0
DRIFT,GROSS,True,REL,0.0001,47,0,47,1.0,0,,0,0,0
DRIFT,GROSS,True,HYBRID,0.0001,47,0,47,1.0,0,,0,0,0
DRIFT,GROSS,True,ABS,0.01,47,0,47,1.0,0,,0,0,0
DRIFT,GROSS,True,REL,0.01,47,0,47,1.0,0,,0,0,0
DRIFT,GROSS,True,HYBRID,0.01,47,0,47,1.0,0,,0,0,0
DRIFT,CAGR,True,ABS,1e-12,180,2,138,0.7666666666666667,0,0.0,0,0,0
DRIFT,CAGR,True,REL,1e-12,180,2,138,0.7666666666666667,0,0.0,0,0,0
DRIFT,CAGR,True,HYBRID,1e-12,180,2,138,0.7666666666666667,0,0.0,0,0,0
DRIFT,CAGR,True,ABS,1e-10,180,2,138,0.7666666666666667,0,0.0,0,0,0
DRIFT,CAGR,True,REL,1e-10,180,2,138,0.7666666666666667,0,0.0,0,0,0
DRIFT,CAGR,True,HYBRID,1e-10,180,2,138,0.7666666666666667,0,0.0,0,0,0
DRIFT,CAGR,True,ABS,1e-08,180,2,138,0.7666666666666667,0,0.0,0,0,0
DRIFT,CAGR,True,REL,1e-08,180,2,138,0.7666666666666667,0,0.0,0,0,0
DRIFT,CAGR,True,HYBRID,1e-08,180,2,138,0.7666666666666667,0,0.0,0,0,0
DRIFT,CAGR,True,ABS,1e-06,180,2,147,0.8166666666666667,0,0.0,0,8,0
DRIFT,CAGR,True,REL,1e-06,180,2,139,0.7722222222222223,0,0.0,0,8,0
DRIFT,CAGR,True,HYBRID,1e-06,180,2,147,0.8166666666666667,0,0.0,0,8,0
DRIFT,CAGR,True,ABS,0.0001,180,2,163,0.9055555555555556,0,0.0,0,6,0
DRIFT,CAGR,True,REL,0.0001,180,2,157,0.8722222222222222,0,0.0,0,6,0
DRIFT,CAGR,True,HYBRID,0.0001,180,2,163,0.9055555555555556,0,0.0,0,6,0
DRIFT,CAGR,True,ABS,0.01,180,2,180,1.0,0,0.0,0,11,0
DRIFT,CAGR,True,REL,0.01,180,2,169,0.9388888888888889,0,0.0,0,11,0
DRIFT,CAGR,True,HYBRID,0.01,180,2,180,1.0,0,0.0,0,11,0
DRIFT,DD,True,ABS,1e-12,151,2,112,0.7417218543046358,0,0.0,0,0,0
DRIFT,DD,True,REL,1e-12,151,2,112,0.7417218543046358,0,0.0,0,0,0
DRIFT,DD,True,HYBRID,1e-12,151,2,112,0.7417218543046358,0,0.0,0,0,0
DRIFT,DD,True,ABS,1e-10,151,2,112,0.7417218543046358,0,0.0,0,0,0
DRIFT,DD,True,REL,1e-10,151,2,112,0.7417218543046358,0,0.0,0,0,0
DRIFT,DD,True,HYBRID,1e-10,151,2,112,0.7417218543046358,0,0.0,0,0,0
DRIFT,DD,True,ABS,1e-08,151,2,112,0.7417218543046358,0,0.0,0,0,0
DRIFT,DD,True,REL,1e-08,151,2,112,0.7417218543046358,0,0.0,0,0,0
DRIFT,DD,True,HYBRID,1e-08,151,2,112,0.7417218543046358,0,0.0,0,0,0
DRIFT,DD,True,ABS,1e-06,151,2,139,0.9205298013245033,0,0.0,0,25,0
DRIFT,DD,True,REL,1e-06,151,2,114,0.7549668874172185,0,0.0,0,25,0
DRIFT,DD,True,HYBRID,1e-06,151,2,139,0.9205298013245033,0,0.0,0,25,0
DRIFT,DD,True,ABS,0.0001,151,2,145,0.9602649006622517,0,0.0,0,0,0
DRIFT,DD,True,REL,0.0001,151,2,145,0.9602649006622517,0,0.0,0,0,0
DRIFT,DD,True,HYBRID,0.0001,151,2,145,0.9602649006622517,0,0.0,0,0,0
DRIFT,DD,True,ABS,0.01,151,2,151,1.0,0,0.0,0,2,0
DRIFT,DD,True,REL,0.01,151,2,149,0.9867549668874173,0,0.0,0,2,0
DRIFT,DD,True,HYBRID,0.01,151,2,151,1.0,0,0.0,0,2,0
DRIFT,VOL,True,ABS,1e-12,0,0,0,,0,,0,0,0
DRIFT,VOL,True,REL,1e-12,0,0,0,,0,,0,0,0
DRIFT,VOL,True,HYBRID,1e-12,0,0,0,,0,,0,0,0
DRIFT,VOL,True,ABS,1e-10,0,0,0,,0,,0,0,0
DRIFT,VOL,True,REL,1e-10,0,0,0,,0,,0,0,0
DRIFT,VOL,True,HYBRID,1e-10,0,0,0,,0,,0,0,0
DRIFT,VOL,True,ABS,1e-08,0,0,0,,0,,0,0,0
DRIFT,VOL,True,REL,1e-08,0,0,0,,0,,0,0,0
DRIFT,VOL,True,HYBRID,1e-08,0,0,0,,0,,0,0,0
DRIFT,VOL,True,ABS,1e-06,0,0,0,,0,,0,0,0
DRIFT,VOL,True,REL,1e-06,0,0,0,,0,,0,0,0
DRIFT,VOL,True,HYBRID,1e-06,0,0,0,,0,,0,0,0
DRIFT,VOL,True,ABS,0.0001,0,0,0,,0,,0,0,0
DRIFT,VOL,True,REL,0.0001,0,0,0,,0,,0,0,0
DRIFT,VOL,True,HYBRID,0.0001,0,0,0,,0,,0,0,0
DRIFT,VOL,True,ABS,0.01,0,0,0,,0,,0,0,0
DRIFT,VOL,True,REL,0.01,0,0,0,,0,,0,0,0
DRIFT,VOL,True,HYBRID,0.01,0,0,0,,0,,0,0,0
DRIFT,SHARPE,False,ABS,1e-12,286,4,203,0.7097902097902098,0,0.0,0,0,0
DRIFT,SHARPE,False,REL,1e-12,286,4,203,0.7097902097902098,0,0.0,0,0,0
DRIFT,SHARPE,False,HYBRID,1e-12,286,4,203,0.7097902097902098,0,0.0,0,0,0
DRIFT,SHARPE,False,ABS,1e-10,286,4,203,0.7097902097902098,0,0.0,0,0,0
DRIFT,SHARPE,False,REL,1e-10,286,4,203,0.7097902097902098,0,0.0,0,0,0
DRIFT,SHARPE,False,HYBRID,1e-10,286,4,203,0.7097902097902098,0,0.0,0,0,0
DRIFT,SHARPE,False,ABS,1e-08,286,4,203,0.7097902097902098,0,0.0,0,0,0
DRIFT,SHARPE,False,REL,1e-08,286,4,203,0.7097902097902098,0,0.0,0,0,0
DRIFT,SHARPE,False,HYBRID,1e-08,286,4,203,0.7097902097902098,0,0.0,0,0,0
DRIFT,SHARPE,False,ABS,1e-06,286,4,209,0.7307692307692307,0,0.0,0,4,0
DRIFT,SHARPE,False,REL,1e-06,286,4,205,0.7167832167832168,0,0.0,0,4,0
DRIFT,SHARPE,False,HYBRID,1e-06,286,4,209,0.7307692307692307,0,0.0,0,4,0
DRIFT,SHARPE,False,ABS,0.0001,286,4,241,0.8426573426573427,0,0.0,0,4,0
DRIFT,SHARPE,False,REL,0.0001,286,4,237,0.8286713286713286,0,0.0,0,4,0
DRIFT,SHARPE,False,HYBRID,0.0001,286,4,241,0.8426573426573427,0,0.0,0,4,0
DRIFT,SHARPE,False,ABS,0.01,286,4,277,0.9685314685314685,0,0.0,1,11,0
DRIFT,SHARPE,False,REL,0.01,286,4,267,0.9335664335664335,0,0.0,1,11,0
DRIFT,SHARPE,False,HYBRID,0.01,286,4,278,0.972027972027972,0,0.0,1,11,0
